yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
PLTR,PLTR,팔란티어 테크놀로지스,401.86346961,2026-09-11,Naver exchange listing (USD),167.22999572753906,175.55499954223632,148.05733261108398,144.37312450408936,151.51977481842042,10.36842941982035,207.17999267578125,-19.282748508810148,40.77514382501645,-6.58,25.5,daily_close,일봉 종가,2026-09-12 15:12 KST,167.3923,0.0970545216812533,215.4,287.86,64.86,144.86508,44.869717,38.1,2.139,92.8,355.54,164.38,0.09 -> 0.19 -> 0.63,4475446000.0,1414015000.0,1625033000.0,31.59,36.31,2134473000.0,2100591000.0,1423796000.0,229338000.0,1194458000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,71.79,4.19,27.0,2.56,191.68,255.0,80.0,14.62,15.06,Finnhub,yfinance,,,2026-09-09,,,,,0.67,164.38,40.74,14.5,35.18,31,29,29,29,255.58,209.45,2026-09-11,4.25,0,0,20,20,15,10,5,5,75,A,29
COST,COST,코스트코 홀세일,401.246317495,2026-09-11,Naver exchange listing (USD),904.77001953125,937.7629943847656,942.1334971110026,971.7471638997396,960.4721981811523,-5.799457678773586,1094.3199462890625,-17.321253021165646,31.587990685856354,-5.93,-8.3,daily_close,일봉 종가,2026-09-12 15:12 KST,,,45.5,44.93,74.46,48.21748,25.752724,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.65,27.01,5.88,,yfinance,13.18,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,65.22,4.0,35.0,-1.45,1077.31,1315.0,740.0,19.07,-0.24,Finnhub,yfinance,,,2026-09-10,,,,,1.06,13.4,25.37,8.84,36.83,6,5,4,4,90.06,191.32,2026-09-11,4.25,0,0,20,10,8,10,3,5,56,B,30
KO,KO,코카콜라,379.872072664,2026-09-11,Naver exchange listing (USD),88.29000091552734,89.08549995422364,85.59166628519694,81.94241676330566,78.77380001068116,12.080413669971309,91.98999786376953,-4.022173099429367,35.16368951306774,1.0,9.98,daily_close,일봉 종가,2026-09-12 15:12 KST,,,18.2,23.92,68.33,25.768024,10.516888,43.37,124.943,12.1,6.34,10.94,2.47 -> 2.46 -> 3.04,47941000000.0,14911000000.0,13107000000.0,31.1,27.34,7408000000.0,5296000000.0,10270000000.0,45492000000.0,-35222000000.0,2.4,64.78,2.12,,yfinance,5.04,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Beverages - Non-Alcoholic,82.86,4.25,23.0,0.51,88.3,98.0,75.0,0.01,1.67,Finnhub,yfinance,,,2026-09-11,,,,,1.42,10.94,25.37,8.84,29.72,6,5,4,4,1.57,18.97,2026-09-11,4.25,0,0,20,10,8,8,5,0,51,C,31
CAT,CAT,캐터필러,376.276073889,2026-09-11,Naver exchange listing (USD),818.5700073242188,817.2310028076172,881.5984995524088,859.8159159342448,778.5409487915039,5.141548250589811,1064.9000244140625,-23.13175053455195,46.78119865643877,-4.22,-13.42,daily_close,일봉 종가,2026-09-12 15:12 KST,818.57,-8.947577646925463e-07,68.2,19.57,73.6,35.45913,19.329271,56.97,232.783,24.0,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.8,26.01,6.52,,yfinance,8.12,10.0,False,10.0,yfinance dividend history,Industrials,Farm & Heavy Construction Machinery,52.94,3.86,26.0,0.0,975.61,1225.0,575.0,19.18,16.74,Finnhub,yfinance,,,2026-09-10,,,,,0.52,-3.31,34.7,8.95,39.7,6,5,5,5,2.19,115.97,2026-09-11,4.25,0,0,20,20,0,10,5,5,60,B,32
LRCX,LRCX,램 리서치,373.16894862,2026-09-11,Naver exchange listing (USD),298.2200012207031,310.3410018920898,327.45649973551434,303.88599904378253,264.18629936218264,12.882462845608222,433.3299865722656,-31.17946819704582,42.17106145115563,-11.51,-19.26,daily_close,일봉 종가,2026-09-12 15:12 KST,298.58,0.12071583992464524,34.8,38.34,88.84,54.319443,31.391592,65.07,33.049,30.0,38.96,40.93,2.9 -> 4.15 -> 5.76,23232690000.0,8199795000.0,7265396000.0,35.29,31.27,5857657000.0,4891252000.0,5579171000.0,3734563000.0,1844608000.0,0.35,18.06,1.04,,yfinance,14.96,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.37,4.54,31.0,2.44,371.19,500.0,290.0,24.47,4.6,Finnhub,yfinance,,,2026-09-11,,,,,1.56,40.93,40.74,14.5,35.18,31,29,29,29,33.33,116.49,2026-09-11,4.25,0,0,20,5,15,10,5,5,60,B,33
AMAT,AMAT,어플라이드 머티어리얼즈,362.269296755,2026-09-11,Naver exchange listing (USD),456.489990234375,475.5500030517578,537.1853317260742,479.5441660563151,411.8011996459961,10.852030209430056,723.0,-36.861688764263484,35.039651205929275,-14.6,-19.66,daily_close,일봉 종가,2026-09-12 15:13 KST,456.9474,0.10020148862194521,42.8,18.74,86.39,40.80505,14.519526,41.07,28.666,24.8,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,0.46,16.48,2.12,,yfinance,20.39,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,86.67,4.54,35.0,0.0,640.89,900.0,358.0,40.4,3.45,Finnhub,yfinance,,,2026-09-10,,,,,0.95,3.34,40.74,14.5,35.18,31,29,29,29,0.16,0.13,2026-09-11,4.25,0,0,20,16,4,10,5,5,60,B,34
HSBC,HSBC,HSBC 홀딩스 ADR,361.379116016,2026-09-11,Naver exchange listing (USD),105.30000305175781,104.17350044250489,101.48666648864746,95.44141648610433,89.98789993286132,17.015735593697183,107.86000061035156,-2.373444784078799,54.819782104907716,1.2,11.49,daily_close,일봉 종가,2026-09-12 15:12 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-12,,,,,,,,,,15,0,0,0,,,2026-09-11,4.25,0,0,0,0,0,0,5,0,5,D,35
DELL,DELL,델테크놀로지,360.690214948,2026-09-11,Naver exchange listing (USD),567.2899780273438,479.37350006103514,443.90799916585286,350.0355823516846,261.7564995574951,116.72431400418309,567.2899780273438,0.0,71.23859213994201,14.72,40.39,daily_close,일봉 종가,2026-09-12 15:12 KST,,,272.9,14.58,77.97,31.15744,-229.03256,,,57.7,26.89,38.18,4.55 -> 6.38 -> 8.68,113538000000.0,8446000000.0,5936000000.0,7.44,5.23,11185000000.0,8552000000.0,11528000000.0,31503000000.0,-19975000000.0,0.44,13.44,2.52,,yfinance,26.83,4.0,False,4.0,yfinance dividend history,Technology,Computer Hardware,71.43,4.17,25.0,-2.1,570.48,735.0,465.0,0.56,28.34,Finnhub,yfinance,,,2026-09-11,,,,,0.11,38.18,40.81,14.51,36.23,31,29,30,30,-23.65,,2026-09-11,4.25,0,0,0,20,15,10,1,0,46,C,36
MRK,MRK,머크 앤 코,355.100013857,2026-09-11,Naver exchange listing (USD),143.92999267578125,147.7690002441406,133.74250005086262,125.10758330027262,119.40690010070801,20.53741664375376,156.4499969482422,-8.002559614368602,35.320146105809314,6.18,24.97,daily_close,일봉 종가,2026-09-12 15:12 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-12,,,,,,,,,,15,0,0,0,,,2026-09-11,4.25,0,0,0,0,0,0,5,0,5,D,37
SMFG,SMFG,스미토모 미쓰이 파이낸셜그룹 ADR,344.713597886,2026-09-11,Naver exchange listing (USD),27.290000915527344,25.993499946594238,25.49749994277954,23.54833331108093,22.30899998664856,22.327316024294248,27.559999465942383,-0.9796754559037388,72.40001658194792,3.76,12.91,daily_close,일봉 종가,2026-09-12 15:12 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-12,,,,,,,,,,15,0,0,0,,,2026-09-11,4.25,0,0,0,0,0,0,1,0,1,D,38
UNH,UNH,유나이티드헬스 그룹,340.269230549,2026-09-11,Naver exchange listing (USD),379.0899963378906,394.1964996337891,409.76566518147786,381.14099909464517,353.0259991455078,7.383024835414445,625.25,-39.36985264487955,41.851534421983,-5.0,-7.01,daily_close,일봉 종가,2026-09-12 15:12 KST,,,61.5,25.21,89.67,25.02635,3.5797613,14.15,69.211,0.4,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,2.45,57.52,9.28,,yfinance,10.9,10.0,False,10.0,yfinance dividend history,Healthcare,Healthcare Plans,79.41,4.44,26.0,0.0,475.23,529.0,313.0,25.36,10.15,Finnhub,yfinance,,,2026-09-11,,,,,0.41,-25.54,32.49,7.55,21.96,9,8,7,7,-22.97,-52.59,2026-09-11,4.25,0,0,12,20,0,10,5,5,52,C,39
PG,PG,P&G(프록터 & 갬블),337.414606764,2026-09-11,Naver exchange listing (USD),145.27000427246094,144.7930000305176,146.8748336791992,145.8155840555827,147.48745063781737,-1.5034813848683206,179.6999969482422,-19.159706878402393,51.684782235848616,0.7,-4.73,daily_close,일봉 종가,2026-09-12 15:12 KST,,,-15.5,23.67,71.92,21.75189,6.265743,30.29,64.49,1.5,-3.44,4.87,6.02 -> 6.51 -> 6.62,87032000000.0,19748000000.0,16046000000.0,22.69,18.44,19556000000.0,15147000000.0,9942000000.0,35026000000.0,-25084000000.0,2.99,64.33,4.35,,yfinance,5.0,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,56.76,3.8,23.0,-2.7,160.61,186.0,143.0,10.56,-0.48,Finnhub,yfinance,,,2026-09-03,,,,,,4.87,25.77,9.78,36.26,6,5,4,4,-15.59,-35.93,2026-09-11,4.25,4,0,20,0,4,0,5,5,38,D,40
MS,MS,모간스탠리,336.698001679,2026-09-11,Naver exchange listing (USD),214.3800048828125,214.6620018005371,216.33433354695637,203.52574984232584,192.0221996307373,11.643343996199253,228.5500030517578,-6.199955361950423,50.38201999688755,-1.83,-2.92,daily_close,일봉 종가,2026-09-12 15:12 KST,,,62.4,15.32,63.94,17.574242,3.1596878,17.97,517.282,28.0,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,2.15,32.31,4.6,,yfinance,9.28,10.0,False,10.0,yfinance dividend history,Financial Services,Capital Markets,60.61,3.68,21.0,4.36,236.62,262.0,184.0,10.37,15.27,Finnhub,yfinance,,,2026-09-09,,,,,0.28,40.39,17.89,2.77,16.21,14,13,13,13,-1.76,14.07,2026-09-11,4.25,8,0,16,20,15,10,5,0,74,A,41
GE,GE,GE 에어로스페이스,335.817482958,2026-09-11,Naver exchange listing (USD),323.6600036621094,343.41300201416016,355.5395009358724,328.89408416748046,321.9924505615234,0.5178857757931631,381.2200012207031,-15.098892338880725,31.006929663113013,-10.25,-7.98,daily_close,일봉 종가,2026-09-12 15:13 KST,323.73,0.0216265022241417,19.4,275.66,81.18,41.13598,20.107054,48.23,113.225,21.1,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.58,19.58,1.88,,yfinance,93.3,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,87.5,4.55,21.0,0.0,404.9,455.0,347.0,25.1,9.05,Finnhub,yfinance,,,2026-09-09,,,,,2.12,-1.32,34.7,8.95,39.7,6,5,5,5,18.55,124.66,2026-09-11,4.25,0,0,20,0,0,8,3,5,36,D,42
NFLX,NFLX,넷플릭스,322.288930922,2026-09-11,Naver exchange listing (USD),77.4000015258789,79.44399986267089,75.3499994913737,83.09891630808512,86.24419975280762,-10.254832501522278,133.91299438476562,-42.201276372411414,43.865570679710125,-1.07,-1.68,daily_close,일봉 종가,2026-09-12 15:12 KST,,,11.1,37.65,84.05,25.0283,10.991575,49.54,55.236,13.4,27.92,45.02,1.2 -> 1.98 -> 2.53,45183036000.0,13326603000.0,10981201000.0,29.49,24.3,10149273000.0,9461053000.0,9033681000.0,14462836000.0,-5429155000.0,,0.0,0.0,,yfinance,,,,,,Communication Services,Entertainment,75.86,4.24,45.0,-1.73,93.42,135.0,70.0,20.7,-7.14,Finnhub,yfinance,,,2026-09-11,,,,,2.25,45.02,18.84,6.02,29.85,6,5,5,5,32.85,82.58,2026-09-11,4.25,0,0,20,0,15,5,5,5,50,C,43
HD,HD,홈디포,308.026695131,2026-09-11,Naver exchange listing (USD),308.739990234375,327.0699966430664,336.58849741617837,330.0773323059082,343.3639988708496,-10.083762057273175,431.3699951171875,-28.428033073904086,21.188084592047446,-9.65,-8.41,daily_close,일봉 종가,2026-09-12 15:13 KST,308.6942,-0.014831325977634325,4.6,23.05,76.93,23.677645,20.211761,104.3,376.524,5.7,-2.95,-2.96,15.11 -> 14.91 -> 14.23,164683000000.0,20890000000.0,14156000000.0,12.68,8.6,16325000000.0,12646000000.0,1389000000.0,65350000000.0,-63961000000.0,3.02,64.8,9.32,,yfinance,6.58,10.0,False,10.0,yfinance dividend history,Consumer Cyclical,Home Improvement Retail,60.87,4.06,32.0,0.0,377.5,425.0,310.0,22.27,-0.69,Finnhub,yfinance,,,2026-09-10,,,,,5.15,-2.96,21.21,10.32,9.38,6,5,4,4,11.63,95.85,2026-09-11,4.25,4,0,20,0,0,2,1,5,32,D,44
GS,GS,골드만삭스,299.667789685,2026-09-11,Naver exchange listing (USD),1029.1800537109375,1031.4120147705078,1047.299003092448,995.6896677652995,953.1020516967774,7.982146495091566,1152.0699462890625,-10.666877733766613,46.56556960152778,-1.29,-5.64,daily_close,일봉 종가,2026-09-12 15:13 KST,1028.77,-0.03984275729586658,92.3,14.24,75.96,15.507488,2.7742653,16.9,725.381,42.5,38.6,49.8,22.87 -> 40.54 -> 51.32,58283000000.0,,17176000000.0,,29.47,-45154000000.0,-47218000000.0,164259000000.0,386150000000.0,-221891000000.0,1.94,26.25,20.0,,yfinance,15.87,10.0,False,10.0,yfinance dividend history,Financial Services,Capital Markets,46.88,,20.0,0.0,1141.65,1325.0,730.0,10.93,17.17,Finnhub,yfinance,,,2026-09-03,,,,,0.17,49.8,17.89,2.9,16.21,14,13,13,13,-13.32,-4.34,2026-09-11,4.25,8,3,16,20,15,10,5,5,82,A,45
PM,PM,필립 모리스 인터내셔널,297.788683655,2026-09-11,Naver exchange listing (USD),191.05999755859375,188.82099990844728,186.91750005086263,179.20533396402996,175.04450004577637,9.149386303842235,200.1699981689453,-4.551131884740609,54.65919987672903,1.14,3.8,daily_close,일봉 종가,2026-09-12 15:13 KST,191.06,1.2778217750814183e-06,-7.5,19.77,84.49,25.370218,-33.722538,,,10.4,11.42,20.26,5.02 -> 4.53 -> 7.26,40648000000.0,14933000000.0,11348000000.0,36.74,27.92,12233000000.0,10664000000.0,4872000000.0,48835000000.0,-43963000000.0,3.08,80.73,5.88,,yfinance,3.82,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Tobacco,74.07,4.31,15.0,0.0,207.27,230.0,175.0,8.48,2.23,Finnhub,yfinance,,,2026-09-10,,,,,,20.26,25.77,9.04,30.29,6,5,5,5,-1.55,,2026-09-11,4.25,0,0,0,0,12,0,5,0,17,D,46
RY,RY,로열 뱅크 오브 캐나다,285.500830873,2026-09-11,Naver exchange listing (USD),205.89999389648438,207.8364990234375,208.59099884033202,194.2809160868327,183.2384996032715,12.36721231743173,217.8699951171875,-5.494102670844934,51.46351524495825,-4.23,2.37,daily_close,일봉 종가,2026-09-12 15:12 KST,,,12.8,9.71,49.59,17.888792,2.9487782,16.21,,8.9,,,-,66532000000.0,,20362000000.0,,30.6,55220000000.0,52977000000.0,87388000000.0,545439000000.0,-458051000000.0,2.46,41.49,5.07,,yfinance,-5.51,10.0,True,10.0,yfinance dividend history,Financial Services,Banks - Diversified,75.0,3.87,3.0,-3.26,211.72,230.89,183.76,2.83,1.98,Finnhub,yfinance,,,2026-09-12,,,,,1.4,,17.57,2.77,16.9,14,13,13,13,1.81,6.45,2026-09-11,4.25,8,3,16,10,0,5,5,0,47,C,47
ARM,ARM,암 홀딩스 ADR,282.79572,2026-09-11,Naver exchange listing (USD),264.7900085449219,251.21150131225585,284.3818328857422,259.9413749694824,204.31047496795654,29.601778169450576,439.4599914550781,-39.746503960875614,61.049917171285415,-4.97,-33.19,daily_close,일봉 종가,2026-09-12 15:12 KST,,,108.3,228.79,96.23,257.0777,32.766983,13.35,5.62,22.4,9.27,71.2,0.29 -> 0.61 -> 0.85,4920000000.0,908000000.0,904000000.0,18.46,18.37,1524000000.0,949000000.0,2751000000.0,457000000.0,2294000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,60.0,4.05,40.0,-2.22,289.2,500.0,125.0,9.22,8.29,Finnhub,yfinance,,,2026-09-12,,,,,2.37,71.2,40.74,14.5,37.28,31,29,29,29,531.02,125.98,2026-09-11,4.25,0,0,12,0,15,10,3,5,45,C,48
SHEL,SHEL,쉘 ADR,278.22817531,2026-09-11,Naver exchange listing (USD),96.7699966430664,92.92400016784669,87.28283309936523,87.73683319091796,83.55215003967285,15.819876085914435,96.7699966430664,0.0,65.55150623886371,7.62,17.65,daily_close,일봉 종가,2026-09-12 15:12 KST,,,220.0,9.54,13.33,10.568282,1.4784913,14.34,40.2,44.7,-8.04,2.6,5.7 -> 5.06 -> 6.0,266886000000.0,27582000000.0,17837000000.0,10.33,6.68,42863000000.0,23916000000.0,29630000000.0,75643000000.0,-46013000000.0,3.22,32.71,3.12,,yfinance,24.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,56.0,3.81,15.0,-4.0,100.08,120.6,83.0,3.42,0.62,Finnhub,yfinance,,,2026-09-11,,,,,0.05,2.6,19.05,2.34,12.58,4,3,3,3,-44.52,-36.82,2026-09-11,4.25,12,6,12,20,0,10,1,0,61,B,49
WFC,WFC,웰스파고,273.036900047,2026-09-11,Naver exchange listing (USD),90.29000091552734,87.1435001373291,86.54733314514161,83.10958347320556,85.11270004272461,6.08287702094264,96.38999938964844,-6.328455765895759,76.45610839846212,2.47,6.16,daily_close,일봉 종가,2026-09-12 15:13 KST,90.31,0.022149833059996394,25.0,12.2,78.81,12.334299,1.6022484,12.57,,9.5,29.45,13.84,4.83 -> 5.37 -> 6.26,83699000000.0,,21338000000.0,,25.49,-19001000000.0,-19001000000.0,174210000000.0,193035000000.0,-18825000000.0,2.22,26.16,2.0,,yfinance,15.62,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,66.67,4.12,23.0,-5.74,100.24,115.0,90.0,11.02,4.4,Finnhub,yfinance,,,2026-09-11,,,,,0.49,13.84,17.89,2.9,16.9,14,13,13,13,-31.05,-44.75,2026-09-11,4.25,8,6,12,20,8,8,1,0,63,B,50
BABA,BABA,알리바바 그룹 홀딩 ADR,271.67866112,2026-09-11,Naver exchange listing (USD),109.30000305175781,117.60199890136718,114.42033335367839,121.71600011189778,134.5309998703003,-18.754782795688264,189.33999633789062,-42.273156667488145,27.46861093385884,-10.53,-1.5,daily_close,일봉 종가,2026-09-12 15:12 KST,,,-79.4,2.74,10.15,24.72893,1.6210505,6.36,23.928,8.6,-59.43,18.6,31.28 -> 53.6 -> 44.0,1023670000000.0,59665000000.0,103592000000.0,5.83,10.12,76213000000.0,-50724000000.0,131530000000.0,281722000000.0,-150192000000.0,0.96,24.04,1.05,,yfinance,,3.0,False,3.0,yfinance dividend history,Consumer Cyclical,Internet Retail,91.49,4.67,39.0,0.0,186.08,238.27,95.22,70.25,-42.69,Finnhub,yfinance,,,2026-09-11,,,,,,18.6,21.21,15.69,21.48,6,5,4,4,16.59,-89.67,2026-09-11,4.25,4,6,6,0,12,0,3,5,36,D,51
PANW,PANW,팔로 알토 네트웍스,270.4717,2026-09-11,Naver exchange listing (USD),330.6499938964844,353.2515014648437,342.2001668294271,275.9446665445964,235.9287501525879,40.14824123072543,396.0,-16.502526793817076,41.44885630623136,-16.5,18.13,daily_close,일봉 종가,2026-09-12 15:13 KST,330.85,0.06048876673448936,-56.04,116.13,85.21,326.74783,11.041372,4.83,7.698,31.1,81.74,58.11,0.64 -> 3.64 -> 1.6,9221500000.0,1242900000.0,1133900000.0,13.48,12.3,3716000000.0,3469800000.0,2268600000.0,338200000.0,1930400000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,79.37,4.36,50.0,0.0,347.17,434.0,203.0,5.0,4.94,Finnhub,yfinance,,,2026-09-12,,,,,,58.11,40.74,14.52,37.28,31,29,29,29,702.03,-23.96,2026-09-11,4.25,0,0,0,0,15,0,5,5,25,D,52
MUFG,MUFG,미쓰비시 UFJ 파이낸셜 그룹 ADR,268.900220069,2026-09-11,Naver exchange listing (USD),23.889999389648438,22.853999900817872,22.0603333791097,20.21166666348775,19.034299993515013,25.510259887612158,24.1299991607666,-0.9946116015966714,71.56174894261525,3.42,17.68,daily_close,일봉 종가,2026-09-12 15:13 KST,24.15,1.0883240560659857,50.9,0.09,3.21,15.025807,1.7725878,9.46,,28.8,,,159.47 -> 212.33,7521125000000.0,,2427229000000.0,,32.27,-23064420000000.0,-23737555000000.0,90045500000000.0,25737631000000.0,64307869000000.0,2.26,35.38,0.54,,yfinance,,2.0,True,3.0,yfinance dividend history,Financial Services,Banks - Diversified,88.89,,2.0,0.0,21.59,25.18,18.0,-9.63,27.66,Finnhub,yfinance,,,2026-09-11,,,,,0.3,,17.89,2.9,16.9,14,13,13,13,-16.01,-38.88,2026-09-11,4.25,8,6,6,20,0,10,1,0,51,C,53
RTX,RTX,RTX,266.424829906,2026-09-11,Naver exchange listing (USD),197.67999267578125,208.83400039672853,204.89649963378906,194.39699999491373,193.5966997528076,2.1091748610319083,225.49000549316406,-12.333146543040861,21.936653977768685,-10.34,5.84,daily_close,일봉 종가,2026-09-12 15:13 KST,198.18,0.25293774926369433,28.7,32.79,81.76,34.69702,4.022741,12.27,57.02,14.5,42.25,49.14,2.23 -> 3.55 -> 4.96,88603000000.0,9300000000.0,6732000000.0,10.5,7.6,10567000000.0,7448000000.0,7435000000.0,39506000000.0,-32071000000.0,1.48,48.77,2.92,,yfinance,7.32,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,66.67,4.13,22.0,0.0,234.82,265.0,200.0,18.79,13.19,Finnhub,yfinance,,,2026-09-11,,,,,1.21,49.14,35.46,19.33,48.23,6,5,5,5,-2.15,-79.19,2026-09-11,4.25,0,0,12,10,15,8,1,5,51,C,54
NVS,NVS,노바티스 ADR,260.702047454,2026-09-11,Naver exchange listing (USD),137.16000366210938,153.27399978637695,153.99216639200847,151.70241622924806,149.93639934539794,-8.521210152483711,168.6199951171875,-18.657331494532464,27.24411993100368,-9.6,-9.12,daily_close,일봉 종가,2026-09-12 15:12 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-12,,,,,,,,,,15,0,0,0,,,2026-09-11,4.25,0,0,0,0,0,0,3,5,8,D,55
GEV,GEV,GE 버노바,254.953147084,2026-09-11,Naver exchange listing (USD),957.27001953125,957.5550048828125,1017.2941680908203,1005.5367472330729,893.8170986938477,7.099094538483016,1174.8599853515625,-18.520501892419237,50.07893780327467,-8.78,-2.55,daily_close,일봉 종가,2026-09-12 15:12 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-12,,,,,,,,,,15,0,0,0,,,2026-09-11,4.25,0,0,0,0,0,0,5,5,10,D,56
ANET,ANET,아리스타 네트웍스,251.727827494,2026-09-11,Naver exchange listing (USD),199.58999633789062,193.1599998474121,182.0265007019043,167.1179167429606,153.39649990081787,30.113787776735617,210.5,-5.182899601952197,59.63028589423749,-1.98,18.8,daily_close,일봉 종가,2026-09-12 15:13 KST,199.22,-0.18537819764486121,35.7,40.21,73.32,59.936935,17.010994,31.48,,37.7,30.95,29.3,1.65 -> 2.23 -> 2.75,9005700000.0,3856100000.0,3511400000.0,42.82,38.99,4371900000.0,4252400000.0,1963900000.0,43964000.0,1919936000.0,,0.0,0.0,,yfinance,,,,,,Technology,Computer Hardware,94.29,4.74,28.0,0.17,241.04,289.0,185.0,20.77,7.0,Finnhub,yfinance,,,2026-09-12,,,,,1.68,29.3,40.74,14.5,37.28,31,29,29,29,47.12,17.32,2026-09-11,4.25,0,0,20,5,15,10,3,0,53,C,57
AZN,AZN,아스트라제네카,248.430631148,2026-09-11,Naver exchange listing (USD),160.1699981689453,162.46050109863282,169.51433308919272,179.20233370463055,183.49124984741212,-12.709735040695577,209.47999572753906,-23.539239337549432,39.074843231069785,1.86,-10.37,daily_close,일봉 종가,2026-09-12 15:12 KST,,,2.5,37.45,64.95,23.90597,4.9394026,21.96,64.225,6.4,30.01,31.02,3.81 -> 4.5 -> 6.54,58739000000.0,13327000000.0,10225000000.0,22.69,17.41,14575000000.0,8670000000.0,5711000000.0,29149000000.0,-23438000000.0,2.0,47.41,3.2,,yfinance,2.58,9.0,False,9.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,80.0,4.55,11.0,-2.86,212.9,240.0,184.0,32.92,0.65,Finnhub,yfinance,,,2026-09-12,,,,,9.56,31.02,32.49,7.55,14.15,9,8,7,7,-26.42,-34.58,2026-09-11,4.25,4,0,20,0,15,2,5,5,51,C,58
TXN,TXN,텍사스 인스트루먼트,245.389653228,2026-09-11,Naver exchange listing (USD),268.70001220703125,263.37150115966796,282.0973317464193,272.7108332316081,241.48390022277832,11.270362934814706,332.2799987792969,-19.134460938317257,54.048534344364334,-1.73,-12.11,daily_close,일봉 종가,2026-09-12 15:12 KST,,,51.8,25.9,92.02,42.38222,14.504892,35.18,78.036,22.8,14.96,-12.2,7.07 -> 5.2 -> 5.45,17682000000.0,6140000000.0,5001000000.0,34.72,28.28,7153000000.0,2603000000.0,3225000000.0,14048000000.0,-10823000000.0,2.11,85.41,5.68,,yfinance,5.45,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,46.51,3.83,31.0,3.33,324.45,405.0,225.0,20.75,6.68,Finnhub,yfinance,,,2026-09-12,,,,,0.82,-12.2,40.74,14.52,37.28,31,29,29,29,4.03,-0.1,2026-09-11,4.25,0,0,20,16,0,10,5,5,56,B,59
