yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
082920.KQ,082920,비츠로셀,13261,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,29200.0,33805.0,46128.333333333336,38115.416666666664,29395.145,-0.6638681319653311,64100.0,-54.44617784711389,20.70588235292753,-28.69,-48.41,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,10.56,11.12,31.91,20.67,3.87,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.89,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,61500.0,,,110.62,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,1.96,2025.0,11011,,,2,1,1,1,,23.31,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-22,4.65,4,0,16,5,12,5,1,3,46,C,61
030530.KQ,030530,원익홀딩스,13207,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,17100.0,18524.0,25418.833333333332,29349.0,29546.75,-42.125614492287646,48700.0,-64.8870636550308,38.88182973312933,-22.1,-43.75,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,137.36,6.3,70.4,1.34,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,,,2,1,1,1,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-22,4.65,0,6,0,0,0,0,5,1,12,D,62
043260.KQ,043260,성호전자,12887,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,18010.0,22437.5,35552.5,35520.25,23270.605,-22.60622360269533,53200.0,-66.14661654135338,25.890463423961606,-42.64,-65.1,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,871.74,6.42,5.07,3.15,2.25,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,371.96,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.0,,,4.35,8.6,10,7,9,9,-48.28,101.28,28.0,-88.75,전자부품 제조업,전자부품 제조업,2026-07-22,4.65,15,3,20,0,15,10,3,1,67,B,63
0009K0.KQ,0009K0,에임드바이오,12513,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,19520.0,23418.0,31784.333333333332,42941.333333333336,,,72500.0,-73.07586206896552,19.920318725077394,-18.33,-58.6,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,626.65,1.96,306.52,7.13,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,,23.98,-25.16,9,1,8,8,-70.27,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-22,4.65,0,0,6,0,0,0,1,1,8,D,64
218410.KQ,218410,RFHIC,11935,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,45850.0,54105.0,78208.33333333333,74412.91666666667,57299.75,-19.982198875213243,112500.0,-59.24444444444445,29.65660770030354,-30.32,-56.54,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,11.66,23.8,30.25,25.0,3.05,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.87,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,132600.0,,,189.2,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,2.14,2025.0,11011.0,,,1,0,0,0,,28.82,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-22,4.65,4,0,6,0,15,5,3,3,36,D,65
078600.KQ,078600,대주전자재료,11464,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,73300.0,84085.0,121316.66666666667,113970.0,96549.0,-24.08000082859481,182800.0,-59.901531728665205,29.326047358826756,-25.88,-49.55,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,-43.95,667.76,17.5,111.96,4.35,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.14,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,161.26,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,,2025.0,11011,4.21,9.7,10,7,9,9,3.33,444.67,14.08,695.17,전자부품 제조업,전자부품 제조업,2026-07-22,4.65,0,0,6,0,15,0,3,3,27,D,66
127120.KQ,127120,제이에스링크,11447,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,32450.0,36057.5,37524.166666666664,36781.25,29914.2,8.476910631071528,48900.0,-33.640081799591,41.09947643976045,5.02,-23.38,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,,2.95,,13.41,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,,23.98,-16.02,9,2,8,8,-44.08,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-22,4.65,0,0,0,0,0,0,5,5,10,D,67
039200.KQ,039200,오스코텍,11209,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,29150.0,32975.0,40383.333333333336,46352.083333333336,46997.0,-37.97476434666043,62000.0,-52.98387096774193,22.30483271373143,-21.22,-42.73,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,5847.83,547.23,13.26,19.28,5.99,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,157.29,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.0,,,4.2,7.59,7,5,6,6,42.62,,38.0,-49.26,의약품 제조업,의약품 제조업,2026-07-22,4.65,4,0,20,0,0,10,1,3,38,D,68
437730.KQ,437730,삼현,11113,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,36500.0,33182.5,45704.166666666664,49745.416666666664,46191.25,-20.980705220144507,73200.0,-50.13661202185792,48.03030303028265,-4.33,-31.65,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,19.27,100.86,2.34,170.59,7.23,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,8.85,2025.0,11011.0,,,1,0,0,0,,-5.72,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-22,4.65,0,0,6,0,0,8,5,3,22,D,69
195940.KQ,195940,HK이노엔,10567,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,37350.0,39700.0,43981.666666666664,47980.0,48585.0,-23.1244211176289,57600.0,-35.15625,35.593220338949266,-1.71,-26.48,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,22.91,20.56,13.87,12.0,0.82,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.1,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,64182.0,,,71.84,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,OFS,11011.0,OpenDART,0.52,2025.0,11011.0,5.18,9.66,7,5,6,6,-84.17,26.83,38.0,-68.42,의약품 제조업,의약품 제조업,2026-07-22,4.65,12,8,6,20,15,8,5,5,79,A,70
166090.KQ,166090,하나머티리얼즈,10521,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,53300.0,56315.0,66366.66666666667,64335.0,56031.0,-4.874087558672877,81100.0,-34.2786683107275,34.10138248846826,-12.48,-25.35,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,20.8,21.83,22.77,20.98,2.1,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.56,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,106000.0,,,98.87,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,1.01,2025.0,11011.0,6.66,2.98,5,2,4,4,-68.47,5.86,,,반도체 제조업,반도체 제조업,2026-07-22,4.65,4,3,6,10,4,8,3,5,43,C,71
031330.KQ,031330,에스에이엠티,10499,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,10500.0,11267.5,12521.0,8879.583333333334,6828.125,53.775743707093824,18860.0,-44.32661717921527,39.565217391224074,-26.83,51.52,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,39.34,6.2,9.36,3.46,1.43,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.19,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.09,2025.0,11011.0,,,2,1,1,1,,51.79,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-22,4.65,15,6,16,20,15,10,5,5,92,S,72
003380.KQ,003380,하림지주,10494,우량기업부,지주사업,KOSDAQ,주권,KRX,9370.0,9799.0,11099.333333333334,12965.5,11347.8,-17.428928955392227,19610.0,-52.2182559918409,39.145907473114576,-1.99,-30.33,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,772.77,17.26,9.29,4.26,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.28,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,76.09,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.01,2025.0,11011.0,,,2,1,1,1,,148.93,,,기타 금융업,기타 금융업,2026-07-22,4.65,15,10,6,20,15,10,5,3,84,A,73
458870.KQ,458870,씨어스,10276,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,27000.0,33652.5,35755.833333333336,43095.083333333336,39721.44,-32.02663347552355,63034.0,-57.16597391883745,22.125813449010423,-7.06,-41.56,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,102.08,4.94,20.0,22.15,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,68400.0,,,153.33,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,,,,3,1,2,2,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-22,4.65,4,0,20,0,0,0,1,3,28,D,74
323280.KQ,323280,태성,9619,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,31300.0,38027.5,55355.833333333336,60517.5,51206.25,-38.87464909068717,89700.0,-65.10590858416946,31.11111111109622,-32.25,-57.82,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,103.42,5.1,,8.33,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,6.29,8.16,21,16,20,20,32.43,,30.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-22,4.65,0,0,0,0,0,0,3,1,4,D,75
475830.KQ,475830,오름테라퓨틱,9219,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,42200.0,49920.0,65066.666666666664,86672.5,80331.0,-47.467353823555044,143700.0,-70.63326374391093,22.831858407068324,-25.18,-48.09,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,,7.34,,8.67,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,18.5,-9.41,8,2,7,7,-53.14,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-22,4.65,0,0,0,0,0,0,1,1,2,D,76
491000.KQ,491000,리브스메드,9076,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,36300.0,36662.5,49480.0,62575.833333333336,,,91300.0,-60.24096385542169,49.04013961603188,1.26,-34.71,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,,6.03,,5.4,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,120000.0,,,230.58,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,,,,3,2,2,2,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-22,4.65,0,0,0,0,0,0,5,1,6,D,77
036540.KQ,036540,SFA반도체,8995,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5470.0,5537.75,7246.583333333333,7097.458333333333,6054.1,-9.648007135660135,11010.0,-50.31789282470481,44.08450704207967,-11.49,-30.41,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,23.78,5.88,,1.86,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,11000.0,,,101.1,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,,,,6.66,9.64,5,3,4,4,-72.07,,20.98,,반도체 제조업,반도체 제조업,2026-07-22,4.65,0,3,0,0,0,0,5,3,11,D,78
347700.KQ,347700,스피어,8918,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,17300.0,20750.0,32092.833333333332,36860.583333333336,26669.9,-35.132865140101764,53100.0,-67.41996233521658,22.27952552860691,-12.93,-61.12,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,-98.98,1590.82,9.9,22.75,9.28,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,189.02,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,,,,3,1,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-22,4.65,4,0,0,0,0,0,1,1,6,D,79
099320.KQ,099320,쎄트렉아이,8563,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,78600.0,82490.0,122876.66666666667,150686.66666666666,118559.75,-33.70431364775989,214000.0,-63.27102803738318,40.46391752576589,-12.57,-56.26,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,93.35,37.02,11.01,67.64,3.3,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.13,,100.0,10.95,OpenDART,-10.61,3.0,True,4.0,OpenDART,,4.0,,,160000.0,,,103.56,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,0.72,2025.0,11011.0,,,1,0,0,0,,-45.98,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-22,4.65,0,0,6,16,0,10,5,1,38,D,80
388210.KQ,388210,씨엠티엑스,8534,벤처기업부,반도체 장비용 소모성 부품,KOSDAQ,주권,KRX,88100.0,86775.0,109276.66666666667,123320.83333333333,,,164400.0,-46.41119221411192,44.02420574885603,-6.77,-42.19,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,247.81,,6.66,14.0,4.39,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,361.94,350.56,929.82,930.4,-0.58,,,,,,,,,,,,4.0,,,200667.0,,,127.77,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,0.06,,,4.21,9.7,10,7,9,9,4.28,,28.0,-50.0,전자부품 제조업,전자부품 제조업,2026-07-22,4.65,8,0,0,20,0,10,5,3,46,C,81
101490.KQ,101490,에스앤에스텍,8437,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,39450.0,47840.0,67243.33333333333,77970.0,68138.5,-42.10321624338663,105100.0,-62.46431969552807,26.836581709134165,-27.75,-61.25,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,91.27,24.46,15.32,14.08,2.59,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.51,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,0.15,2025.0,11011,4.35,8.6,10,7,9,9,-40.46,50.19,28.0,-49.71,전자부품 제조업,전자부품 제조업,2026-07-22,4.65,8,3,20,20,15,10,3,1,80,A,82
038500.KQ,038500,삼표시멘트,8320,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,7710.0,8164.0,11344.333333333334,13205.875,9417.05,-18.127226679267917,20200.0,-61.83168316831683,32.8537170262686,-13.66,-51.81,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,-38.34,9.33,4.16,16.75,1.06,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.57,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,9.89,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-22,4.65,8,8,6,0,8,0,3,1,34,D,83
090710.KQ,090710,휴림로봇,8249,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,6900.0,7207.0,10081.333333333334,11564.333333333334,9577.175,-27.95370242268727,21500.0,-67.90697674418604,38.86792452819922,-19.77,-37.95,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,,6.68,,5.81,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,,,7.16,8.16,21,16,20,20,-18.85,,30.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-22,4.65,0,0,0,0,0,0,5,1,6,D,84
252990.KQ,252990,샘씨엔에스,8243,우량기업부,세라믹 STF(다층 세라믹 기판),KOSDAQ,주권,KRX,13690.0,12865.5,13296.333333333334,11873.083333333334,9940.6,37.718045188419204,16320.0,-16.115196078431374,48.74086108849046,7.97,0.15,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,337.29,46.34,8.73,35.08,4.21,9.7,52.36,46.34,182.69,,59 -> 258,780.0,147.0,151.0,18.85,19.36,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,OFS,11011.0,OpenDART,0.1,,,4.35,8.6,10,7,9,9,-3.22,,14.08,149.15,전자부품 제조업,전자부품 제조업,2026-07-22,4.65,0,0,6,20,0,10,5,5,46,C,85
086450.KQ,086450,동국제약,8231,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,18260.0,18939.5,20307.833333333332,20757.666666666668,19679.35,-7.212382522796731,29900.0,-38.929765886287626,34.83670295482307,5.67,-26.81,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,7.91,13.15,15.63,11.68,1.28,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.1,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,1.48,2025.0,11011.0,5.18,7.59,7,5,6,6,-75.29,18.31,38.0,-69.26,의약품 제조업,의약품 제조업,2026-07-22,4.65,12,6,12,10,12,5,3,5,65,B,86
241710.KQ,241710,코스메카코리아,8159,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,76000.0,78620.0,76470.0,80092.5,75811.5,0.24864301590128146,103000.0,-26.21359223300971,45.79999999998717,16.56,-11.11,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,6.16,15.61,21.66,14.0,3.73,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2.27,2025.0,11011.0,,,3,2,2,2,,42.68,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-22,4.65,8,0,16,0,15,5,5,5,54,C,87
204270.KQ,204270,제이앤티씨,8156,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,14100.0,16629.5,18615.333333333332,19077.083333333332,20363.25,-30.757614820816915,29450.0,-52.12224108658744,36.688548504703604,-34.72,-27.77,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,39.18,2.85,,4.03,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,4.35,9.7,10,8,9,9,-7.36,,21.04,,전자부품 제조업,전자부품 제조업,2026-07-22,4.65,0,0,0,0,0,0,5,3,8,D,88
293490.KQ,293490,카카오게임즈,7989,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7450.0,7844.0,9473.833333333334,11721.75,13284.8,-43.92087197398531,23500.0,-68.29787234042554,38.05309734489702,-14.66,-40.5,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,,4.69,,0.59,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.5,,,13000.0,,,74.5,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,,,,,,3,2,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-22,4.65,0,10,0,0,0,0,5,1,16,D,89
085660.KQ,085660,차바이오텍,7949,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,8550.0,10072.5,12756.0,16057.666666666666,14961.65,-42.85389646195439,23850.0,-64.15094339622641,19.623655913904642,-25.46,-50.49,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,,,8.22,,1.54,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,,,,18.5,-9.41,8,2,7,7,-91.68,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-22,4.65,0,6,0,0,0,0,1,1,8,D,90
083450.KQ,083450,GST,7805,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,42300.0,47290.0,52913.333333333336,41741.25,35539.25,19.023333356781585,66500.0,-36.390977443609025,31.5870570107722,-15.06,-5.47,nxt_web_latest,NXT 체결가,2026-07-22 22:03 KST,,,0.82,8.6,22.37,14.2,2.45,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.54,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-22,2025.0,CFS,11011,OpenDART,17.32,2025.0,11011,7.16,6.8,21,15,20,20,-65.78,13.24,30.0,-52.67,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-22,4.65,8,3,16,0,8,2,3,5,45,C,91
376900.KQ,376900,로킷헬스케어,7786,기술성장기업부,장기 재생 플랫폼,KOSDAQ,주권,KRX,49050.0,43982.5,55435.0,72116.66666666667,64584.05,-24.05245567597573,147900.0,-66.83569979716025,55.199306759085395,32.75,-46.04,daily_close,NXT 미확인,2026-07-22 22:14 KST,,,,,1.57,,77.89,8.69,376.27,100.0,,,-,262.0,5.0,-28.0,1.91,-10.69,-172.3,-177.66,310.55,434.75,-124.2,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011.0,OpenDART,,,,5.58,4.81,4,2,3,3,1295.88,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-22,4.65,0,0,6,0,0,0,3,1,10,D,92
