yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dart_source,dart_year,dart_fs_div,dart_report_code,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
033780.KS,033780,KT&G,179280,171700.0,154960.0,10.802787816210635,189000.0,-9.153439153439153,35.05154639173993,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-0.02,13.64,51.36,15.0,1.93,11.77,51.98,11.35,13.03,16.47,6615 -> 8975 -> 8973,65797.0,13437.0,11023.0,20.42,16.75,5828.75,-930.03,9135.03,48529.58,-39394.55,OpenDART,2025,CFS,11011,,16.47,2026-06-29,4.25,8,3,12,0,12,0,5,0,40,C,42
138040.KS,138040,메리츠금융지주,174208,104000.0,113594.0,-8.44586861982147,146200.0,-28.864569083447332,41.31944444442436,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,6.73,7.76,14.1,7.0,1.6,22.53,1102.87,16.25,-9.92,10.07,10480 -> 11897 -> 12698,203170.0,28727.0,23501.0,14.14,11.57,-64720.07,-65197.88,31532.99,1241967.76,-1210434.77,OpenDART,2025,CFS,11011,1.04,10.07,2026-06-29,4.25,15,6,20,10,8,5,5,5,74,A,43
003670.KS,003670,포스코퓨처엠,166863,187900.0,204643.5,-8.181789306770066,296000.0,-36.520270270270274,47.794117647053355,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,7.52,726.86,9.67,823.0,4.03,0.92,102.65,-20.57,4585.71,,359 -> 386,29387.0,328.0,365.0,1.12,1.24,-335.77,-15428.71,3198.41,46318.17,-43119.76,OpenDART,2025,CFS,11011,109.44,,2026-06-29,4.25,0,0,0,0,0,5,5,5,15,D,44
096770.KS,096770,SK이노베이션,166347,98300.0,115034.5,-14.547374917959393,149800.0,-34.37917222963952,43.17757009344664,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,53.47,14.5,10.0,0.7,-14.42,190.2,8.11,26.15,,-,802961.0,4487.0,-54364.0,0.56,-6.77,22830.53,-33675.57,160915.52,692169.86,-531254.34,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,12,10,0,0,0,0,5,5,32,D,45
079550.KS,079550,LIG디펜스앤에어로스페이스,163900,749000.0,608855.0,23.01779569848322,1020000.0,-26.568627450980394,51.57232704402403,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,15.46,25.03,25.4,45.0,10.78,19.2,446.35,31.46,42.97,20.33,7953 -> 9974 -> 11516,43069.0,3194.0,2375.0,7.42,5.51,-5843.05,-8663.03,1251.9,65886.65,-64634.75,OpenDART,2025,CFS,11011,2.91,20.33,2026-06-29,4.25,0,0,16,0,12,8,5,5,46,C,46
024110.KS,024110,기업은행,160681,20100.0,21281.75,-5.552879814864848,28550.0,-29.597197898423815,46.913580246812224,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,2.53,4.67,13.49,6.0,0.44,7.7,1258.51,-9.91,1.71,0.77,3348 -> 3316 -> 3400,292172.0,36556.0,27189.0,12.51,9.31,-30221.46,-34147.86,221431.08,4638365.97,-4416934.89,OpenDART,2025,CFS,11011,2.37,0.77,2026-06-29,4.25,15,10,6,0,0,2,5,5,43,C,47
267250.KS,267250,HD현대,160355,204000.0,227067.0,-10.158675633183158,310500.0,-34.29951690821256,34.627831715206426,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,89.12,15.56,27.22,7.0,1.31,10.25,159.39,5.16,104.47,90.79,3348 -> 6444 -> 12187,712594.0,60996.0,36755.0,8.56,5.16,73848.84,50959.56,63674.75,483507.99,-419833.24,OpenDART,2025,CFS,11011,0.08,90.79,2026-06-29,4.25,15,6,12,20,15,10,3,5,86,S,48
035720.KS,035720,카카오,158724,35800.0,54142.0,-33.87758117542758,70400.0,-49.14772727272727,38.90577507595473,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,795.16,180.5,28.19,23.0,1.37,4.59,82.49,2.99,47.79,,124 -> 1110,80991.0,7320.0,5180.0,9.04,6.4,14047.63,7903.9,63737.84,125586.03,-61848.19,OpenDART,2025,CFS,11011,0.03,,2026-06-29,4.25,4,6,0,20,0,10,5,3,48,C,49
018260.KS,018260,삼성에스디에스,153749,199500.0,177352.5,12.487842009557237,362000.0,-44.889502762430936,23.627450980388915,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,0.34,16.5,18.15,22.0,1.55,7.89,31.09,0.74,5.05,4.66,8962 -> 9783 -> 9816,139299.0,9571.0,7827.0,6.87,5.62,12033.28,8438.64,15589.81,31908.04,-16318.23,OpenDART,2025,CFS,11011,64.71,4.66,2026-06-29,4.25,4,6,6,0,4,2,1,5,28,D,50
003550.KS,003550,LG,152401,100600.0,90691.0,10.926111742069224,165800.0,-39.324487334137515,36.46788990824516,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,29.09,16.15,36.24,13.0,0.52,2.64,12.03,1.07,-5.65,-23.3,7867 -> 3585 -> 4628,72525.0,9122.0,10001.0,12.58,13.79,10151.14,8256.22,15114.5,36480.76,-21366.26,OpenDART,2025,CFS,11011,0.45,-23.3,2026-06-29,4.25,8,10,0,20,0,8,5,5,56,B,51
047810.KS,047810,한국항공우주,146602,150200.0,142217.0,5.6132529866331025,202000.0,-25.643564356435643,68.21829855536188,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,8.05,37.62,25.95,43.0,7.87,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,36964.0,2692.0,1873.0,7.28,5.07,-9033.16,-10931.13,609.39,84729.1,-84119.71,OpenDART,2025,CFS,11011,5.34,-8.9,2026-06-29,4.25,0,0,12,0,0,5,1,5,23,D,52
272210.KS,272210,한화시스템,146412,77500.0,87358.5,-11.285106772666655,162700.0,-52.36631837738168,42.87949921751799,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-46.69,20.41,10.03,64.0,2.93,6.6,106.5,30.69,-45.33,-16.73,1849 -> 2405 -> 1282,36642.0,1199.0,2091.0,3.27,5.71,787.37,-2395.77,3254.84,53262.66,-50007.82,OpenDART,2025,CFS,11011,,-16.73,2026-06-29,4.25,0,3,6,0,0,0,5,3,17,D,53
307950.KS,307950,현대오토에버,145621,537000.0,379284.0,41.582560825133676,938000.0,-42.75053304904051,29.792746113988557,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,6.84,37.41,2.36,70.0,8.0,10.27,92.31,14.5,13.77,15.08,5024 -> 6228 -> 6654,42521.0,2553.0,1868.0,6.0,4.39,4236.08,1865.32,3011.25,17304.72,-14293.47,OpenDART,2025,CFS,11011,10.23,15.08,2026-06-29,4.25,0,0,12,0,12,5,3,5,37,D,54
278470.KS,278470,에이피알,144511,385000.0,299665.0,28.476799092319755,459000.0,-16.122004357298476,45.34313725489884,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,171.08,23.78,37.7,27.0,28.53,75.3,73.11,111.3,197.88,85.08,2249 -> 2842 -> 7704,15273.0,3655.0,2897.0,23.93,18.97,3410.46,3231.29,1543.5,3259.38,-1715.88,OpenDART,2025,CFS,11011,0.16,85.08,2026-06-29,4.25,0,0,20,20,15,10,5,5,75,A,55
086280.KS,086280,현대글로비스,141900,189900.0,207862.5,-8.6415298574779,290500.0,-34.62994836488812,45.82542694496545,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,58.5,7.56,45.31,8.0,1.37,18.13,78.92,4.08,18.26,27.83,14148 -> 14585 -> 23117,295664.0,20730.0,17347.0,7.01,5.87,25007.61,18775.77,26446.4,81987.66,-55541.26,OpenDART,2025,CFS,11011,0.14,27.83,2026-06-29,4.25,15,6,16,20,15,10,5,5,92,S,56
030200.KS,030200,KT,132815,52800.0,55165.5,-4.288006090763249,68900.0,-23.367198838896954,47.15025906732331,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,271.3,13.4,100.0,9.0,0.7,10.22,120.72,6.86,205.02,32.94,3887 -> 1850 -> 6869,282442.0,24691.0,18368.0,8.74,6.5,49417.33,9009.74,35069.71,234905.5,-199835.79,OpenDART,2025,CFS,11011,0.03,32.94,2026-06-29,4.25,12,10,12,20,15,10,5,5,89,S,57
000720.KS,000720,현대건설,129284,115700.0,107781.5,7.346808125698752,188700.0,-38.685744568097505,47.47967479674256,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-30.35,14.22,26.16,24.0,1.43,4.58,174.81,-4.92,,,4767 -> 3320,310629.0,6530.0,5591.0,2.1,1.8,-7482.59,-8699.81,48126.59,176788.43,-128661.84,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,4,6,0,0,0,0,5,5,20,D,58
071050.KS,071050,한국금융지주,121482,216500.0,200266.0,8.10621872909031,292500.0,-25.982905982905987,44.20600858368567,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,94.33,4.83,35.39,5.0,1.0,18.66,1025.35,6.14,95.49,69.05,11480 -> 16883 -> 32808,194661.0,23453.0,20244.0,12.05,10.4,-76072.18,-76406.29,32860.45,1240624.37,-1207763.92,OpenDART,2025,CFS,11011,0.05,69.05,2026-06-29,4.25,15,8,16,20,15,10,5,5,94,S,59
010950.KS,010950,S-Oil,116748,102300.0,94335.0,8.443313722372396,141300.0,-27.60084925690021,43.283582089540936,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-81.34,31.62,79.75,5.0,1.26,2.01,198.82,-6.52,-44.2,,8137 -> 1518,342470.0,2356.0,1770.0,0.69,0.52,39423.04,336.87,18346.58,176695.56,-158348.98,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,15,6,0,0,0,0,5,5,31,D,60
0126Z0.KS,0126Z0,삼성에피스홀딩스,116577,471000.0,521990.0,-9.768386367554934,743000.0,-36.608344549125164,60.82004555808268,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,35.03,6.91,45.0,1.94,,30.64,,,,-,2516.9,-636.41,853.0,-25.29,33.9,-1037.45,-1437.32,1313.0,18098.15,-16785.15,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,3,0,0,0,0,3,5,11,D,61
006260.KS,006260,LS,111852,365000.0,270404.5,34.982960712562104,553000.0,-33.99638336347197,43.224299065417725,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,14.75,14.43,19.48,20.0,1.94,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,318700.0,10526.0,4851.0,3.3,1.52,2063.3,-9841.35,20866.11,173152.04,-152285.93,OpenDART,2025,CFS,11011,1.36,-20.96,2026-06-29,4.25,4,3,6,10,0,5,5,5,38,D,62
003490.KS,003490,대한항공,104390,28300.0,24009.25,17.871237127357166,30000.0,-5.666666666666666,61.513157894680184,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-40.82,8.45,45.77,39.0,0.96,7.28,339.88,41.16,-47.23,-14.28,2873 -> 3567 -> 2111,252255.0,11136.0,6473.0,4.41,2.57,40751.91,-2209.29,18699.88,389469.74,-370769.86,OpenDART,2025,CFS,11011,,-14.28,2026-06-29,4.25,0,8,6,0,0,0,3,0,17,D,63
005940.KS,005940,NH투자증권,103874,29100.0,26595.4,9.417418049737918,39200.0,-25.765306122448976,40.869565217341545,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,46.15,6.96,13.62,7.0,1.1,11.76,783.5,36.52,57.65,34.9,1587 -> 1976 -> 2888,136989.0,14206.0,10315.0,10.37,7.53,-54216.16,-54494.16,26308.3,739472.94,-713164.64,OpenDART,2025,CFS,11011,0.15,34.9,2026-06-29,4.25,15,8,12,20,15,10,5,5,90,S,64
259960.KS,259960,크래프톤,103118,224500.0,260537.5,-13.831981960370388,386000.0,-41.839378238341965,39.28571428570867,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-43.16,14.43,43.64,9.0,1.34,10.6,31.31,22.76,-10.83,12.39,12221 -> 27162 -> 15438,33266.0,10544.0,7337.0,31.7,22.06,10451.03,9041.3,5967.26,22495.04,-16527.78,OpenDART,2025,CFS,11011,,12.39,2026-06-29,4.25,12,6,12,0,8,0,5,5,48,C,65
323410.KS,323410,카카오뱅크,100910,21050.0,23369.75,-9.926293606050557,37000.0,-43.108108108108105,32.04419889497805,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,9.1,27.52,16.83,17.0,1.52,7.23,1032.02,4.78,7.0,16.34,744 -> 923 -> 1007,30863.0,6494.0,4803.0,21.04,15.56,60057.65,59360.83,20911.53,696599.09,-675687.56,OpenDART,2025,OFS,11011,1.87,16.34,2026-06-29,4.25,8,6,6,5,12,5,3,5,50,C,66
443060.KS,443060,HD현대마린솔루션,99978,223500.0,206593.0,8.18372355307295,280500.0,-20.32085561497326,54.81481481480912,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,13.41,31.31,29.26,28.0,11.8,33.73,54.27,13.59,28.86,26.16,3778 -> 5302 -> 6013,19827.0,3501.0,2696.0,17.66,13.6,3241.28,3061.12,3779.24,4475.95,-696.71,OpenDART,2025,CFS,11011,2.09,26.16,2026-06-29,4.25,0,0,20,0,15,5,5,5,50,C,67
016360.KS,016360,삼성증권,97962,109800.0,92954.5,18.122307150272444,149500.0,-26.55518394648829,42.47104247103099,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,12.03,5.76,26.17,6.0,1.2,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,148739.0,13757.0,10072.0,9.25,6.77,-53238.21,-53680.42,33798.3,716151.57,-682353.27,OpenDART,2025,CFS,11011,0.5,35.65,2026-06-29,4.25,15,8,12,20,15,5,5,5,85,S,68
028050.KS,028050,삼성E&A,93394,47350.0,35033.25,35.1573148366195,64400.0,-26.475155279503106,51.591511936320366,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-18.44,6.49,38.17,13.0,1.94,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,90288.0,7921.0,6483.0,8.77,7.18,2544.33,1579.4,8617.97,55933.7,-47315.73,OpenDART,2025,CFS,11011,,-9.5,2026-06-29,4.25,8,3,12,0,0,0,5,5,33,D,69
047050.KS,047050,포스코인터내셔널,90424,50800.0,61349.25,-17.195401736777548,87300.0,-41.809851088201604,43.03977272725561,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,19.35,14.68,8.09,10.0,1.3,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,323736.0,11653.0,6368.0,3.6,1.97,19415.39,8824.95,11714.66,109403.55,-97688.89,OpenDART,2025,CFS,11011,0.52,-4.58,2026-06-29,4.25,12,6,6,20,0,8,5,5,62,B,70
005830.KS,005830,DB손해보험,88883,135500.0,147971.0,-8.428002784329362,205500.0,-34.0632603406326,40.6466512701947,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-3.4,4.18,46.3,6.0,0.71,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,230479.0,23840.0,17906.0,10.34,7.77,-2824.18,-3921.7,17134.19,630870.18,-613735.99,OpenDART,2025,CFS,11011,,1.43,2026-06-29,4.25,15,10,16,0,0,0,5,5,51,C,71
003230.KS,003230,삼양식품,87382,1159000.0,1278630.0,-9.356107709032324,1630000.0,-28.895705521472394,57.39644970413963,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,43.18,19.3,15.64,16.0,6.29,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,23518.0,5242.0,3887.0,22.29,16.53,3092.87,-1520.85,3328.41,9249.56,-5921.15,OpenDART,2025,CFS,11011,0.37,75.62,2026-06-29,4.25,8,0,20,20,15,10,3,5,81,A,72
039490.KS,039490,키움증권,86815,332500.0,349272.5,-4.80212441574988,495500.0,-32.89606458123108,43.963553530748904,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,38.22,5.91,27.76,6.0,1.25,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,171217.0,14882.0,11150.0,8.69,6.51,-63999.34,-68600.17,23004.64,744513.63,-721508.99,OpenDART,2025,CFS,11011,0.16,64.21,2026-06-29,4.25,15,6,16,20,15,10,5,5,92,S,73
352820.KS,352820,하이브,84178,196000.0,294768.5,-33.50714204536781,404500.0,-51.545117428924605,45.34109816971185,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-95.0,455.33,19.15,42.0,2.5,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,1074.84,463.79,5349.15,19340.18,-13991.03,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,3,0,0,0,0,5,3,11,D,74
161390.KS,161390,한국타이어앤테크놀로지,80642,65600.0,57524.0,14.03935748557124,75900.0,-13.570487483530963,34.98098859313728,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-2.26,6.24,39.37,6.0,0.62,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,212023.0,18411.0,9716.0,8.68,4.58,16080.24,-7000.92,26030.8,124452.09,-98421.29,OpenDART,2025,CFS,11011,,22.99,2026-06-29,4.25,15,10,6,0,12,0,3,5,51,C,75
007660.KS,007660,이수페타시스,80529,110000.0,113529.5,-3.1088835941319215,161400.0,-31.84634448574969,43.98422090728568,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,102.24,38.82,23.2,31.0,10.11,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,10880.0,2047.0,1605.0,18.81,14.75,1687.53,-128.51,1627.8,5333.13,-3705.33,OpenDART,2025,CFS,11011,0.3,77.17,2026-06-29,4.25,0,0,20,20,15,10,5,5,75,A,76
180640.KS,180640,한진칼,78178,117100.0,114613.0,2.169910917609695,173000.0,-32.312138728323696,52.64187866926151,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-68.82,25.59,19.69,47.07,2.3,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,2984.0,-75.0,1592.0,-2.51,53.35,1222.26,-458.92,1109.3,7165.31,-6056.01,OpenDART,2025,CFS,11011,,-36.56,2026-06-29,4.25,0,3,0,0,0,0,5,5,13,D,77
064400.KS,064400,LG씨엔에스,76733,79500.0,69352.0,14.632598915676548,143700.0,-44.676409185803756,26.976744186037735,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,8.8,13.5,5.61,16.0,2.62,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,61295.0,5518.0,4392.0,9.0,7.17,4181.68,3649.95,11409.88,23438.36,-12028.48,OpenDART,2025,CFS,11011,1.82,9.24,2026-06-29,4.25,8,3,16,5,8,5,3,5,53,C,78
000880.KS,000880,한화,73398,104200.0,107385.0,-2.965963588955627,150900.0,-30.947647448641487,39.60923623444841,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-50.24,10.25,21.3,11.0,0.75,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,747854.0,41469.0,19916.0,5.55,2.66,83201.96,21278.89,146845.82,2408940.93,-2262095.11,OpenDART,2025,CFS,11011,,0.68,2026-06-29,4.25,12,10,0,0,0,0,5,5,32,D,79
326030.KS,326030,SK바이오팜,71343,90300.0,109163.0,-17.279664355138646,140700.0,-35.82089552238806,49.052132701405526,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,10.9,36.34,12.46,21.0,7.65,39.28,45.03,29.05,111.73,,3074 -> 3409,7067.0,2039.0,2533.0,28.85,35.84,1763.34,1468.23,3077.71,3720.39,-642.68,OpenDART,2025,CFS,11011,1.93,,2026-06-29,4.25,4,0,20,5,0,5,5,5,44,C,80
004170.KS,004170,신세계,68855,722000.0,328572.0,119.73874828043778,767000.0,-5.867014341590613,63.999999999997605,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-86.85,63.77,25.05,18.0,1.33,0.32,140.91,5.47,0.63,-74.9,22865 -> 10948 -> 1440,69295.0,4800.0,646.0,6.93,0.93,9905.83,4888.19,8451.28,92609.75,-84158.47,OpenDART,2025,CFS,11011,,-74.9,2026-06-29,4.25,8,6,0,0,0,0,3,0,17,D,81
062040.KS,062040,산일전기,67507,223000.0,166318.0,34.080496398465584,333500.0,-33.13343328335832,47.999999999994024,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,52.18,23.98,17.76,32.0,11.33,29.21,16.48,50.27,63.55,-25.48,8807 -> 3214 -> 4891,5019.0,1786.0,1489.0,35.58,29.67,1154.54,989.94,1086.06,964.88,121.18,OpenDART,2025,CFS,11011,0.61,-25.48,2026-06-29,4.25,0,0,20,20,0,10,5,5,60,B,82
090430.KS,090430,아모레퍼시픽,65219,112200.0,126354.5,-11.2022128218623,182300.0,-38.45309928688974,49.275362318820584,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-60.27,34.27,24.16,22.0,1.4,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,42528.0,3358.0,2473.0,7.9,5.81,5838.4,4925.73,5245.58,14577.56,-9331.98,OpenDART,2025,CFS,11011,,14.4,2026-06-29,4.25,4,6,0,0,8,0,5,5,28,D,83
021240.KS,021240,코웨이,64610,91000.0,86998.5,4.599504589159583,113200.0,-19.6113074204947,47.263681592006876,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,11.66,9.28,54.64,9.0,1.74,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,49636.0,8787.0,6175.0,17.7,12.44,355.44,-2016.74,1821.91,33863.95,-32042.04,OpenDART,2025,CFS,11011,0.77,15.76,2026-06-29,4.25,12,6,16,16,12,5,5,5,77,A,84
078930.KS,078930,GS,62518,67300.0,61923.5,8.682487262509387,82100.0,-18.026796589524967,40.24024024022332,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,40.85,5.41,21.1,4.0,0.42,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,251841.0,29361.0,10381.0,11.66,4.12,21933.38,2812.65,16109.17,165137.94,-149028.77,OpenDART,2025,CFS,11011,0.1,-21.64,2026-06-29,4.25,15,10,6,20,0,10,5,5,71,A,85
000990.KS,000990,DB하이텍,62472,144400.0,95155.25,51.752005275589106,220500.0,-34.512471655328795,39.08421913327434,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,12.18,9.33,22.62,21.29,2.66,12.52,33.36,23.51,45.34,-1.28,5934 -> 5155 -> 5783,13972.0,2773.0,2526.0,19.85,18.08,3569.67,2026.73,3230.54,7485.86,-4255.32,OpenDART,2025,CFS,11011,1.75,-1.28,2026-06-29,4.25,4,3,12,5,0,5,5,5,39,D,86
032640.KS,032640,LG유플러스,61839,14530.0,15476.7,-6.116937073148673,17810.0,-18.41661987647389,46.39175257718567,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,40.79,10.47,85.53,9.0,0.7,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,154517.0,8921.0,5092.0,5.77,3.3,29637.57,9799.29,7943.18,106142.65,-98199.47,OpenDART,2025,CFS,11011,0.22,-7.96,2026-06-29,4.25,12,10,6,20,0,10,5,5,68,B,87
009830.KS,009830,한화솔루션,60678,35100.0,33764.78,3.954475640001212,55179.0,-36.388843581797424,53.554769181247,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,14.59,17.0,0.64,-7.01,196.32,7.58,,,-,133331.0,-3648.0,-6153.0,-2.74,-4.61,-6550.06,-26725.12,24704.61,219589.72,-194885.11,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,8,10,0,0,0,0,5,5,28,D,88
241560.KS,241560,두산밥캣,60389,62700.0,61606.5,1.7749750432178424,76700.0,-18.252933507170795,48.87640449434358,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-25.84,8.93,38.85,12.0,0.8,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,87919.0,6861.0,4023.0,7.8,4.58,8.22,5.81,13.9,35.47,-21.57,OpenDART,2025,CFS,11011,,-32.66,2026-06-29,4.25,12,10,6,0,0,0,5,5,38,D,89
454910.KS,454910,두산로보틱스,59375,91800.0,89258.5,2.847347871631273,166700.0,-44.93101379724055,29.235880398664307,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,5.88,,17.41,-14.78,14.57,-29.49,,,-,330.0,-595.0,-555.0,-180.3,-168.18,-173.23,-326.94,1567.39,507.76,1059.63,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,3,5,8,D,90
000100.KS,000100,유한양행,58779,73700.0,104530.0,-29.493925188940974,163700.0,-54.97861942577886,45.117845117823855,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,175.23,75.25,19.09,40.0,2.41,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,21866.0,1044.0,1853.0,4.77,8.47,1062.27,-282.5,3485.65,8586.41,-5100.76,OpenDART,2025,CFS,11011,0.23,19.5,2026-06-29,4.25,0,3,6,20,12,10,5,3,59,B,91
267270.KS,267270,HD건설기계,57122,119000.0,123575.0,-3.7022051385798096,198100.0,-39.92932862190813,32.33190271816234,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,6.37,11.96,19.38,11.0,1.21,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,37765.0,1709.0,870.0,4.53,2.3,1660.36,115.1,3378.73,16723.99,-13345.26,OpenDART,2025,CFS,11011,1.73,-10.94,2026-06-29,4.25,12,6,6,5,0,5,3,5,42,C,92
000500.KS,000500,가온전선,56742,341500.0,140491.5,143.0752038379546,564000.0,-39.45035460992908,52.92479108634891,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-0.83,16.69,0.81,101.81,11.32,10.96,184.82,47.4,76.0,8.41,2737 -> 3244 -> 3217,25457.0,792.0,514.0,3.11,2.02,417.4,171.01,1974.49,8941.39,-6966.9,OpenDART,2025,CFS,11011,,8.41,2026-06-29,4.25,0,0,12,0,8,0,5,5,30,D,93
377300.KS,377300,카카오페이,55998,41400.0,53090.5,-22.019947071509968,93800.0,-55.863539445628994,43.73576309792199,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,1663.16,1385.54,28.14,49.0,2.9,2.4,173.7,25.08,,,19 -> 335,9584.0,504.0,557.0,5.26,5.81,1186.19,974.69,16314.91,33886.74,-17571.83,OpenDART,2025,CFS,11011,0.03,,2026-06-29,4.25,0,3,0,20,0,10,5,3,41,C,94
036570.KS,036570,NC,55799,257500.0,229239.0,12.328181504892274,338000.0,-23.816568047337277,47.679324894509136,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,273.41,26.71,36.73,12.0,1.42,10.79,28.56,-4.51,,28.77,9663 -> 4291 -> 16023,15069.0,161.0,3474.0,1.07,23.05,1619.68,469.13,5035.22,9627.1,-4591.88,OpenDART,2025,CFS,11011,0.04,28.77,2026-06-29,4.25,12,6,12,20,15,10,5,5,85,S,95
