yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
028260.KS,028260,삼성물산,563532,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,338500.0,344225.0,412016.6666666667,357783.3333333333,313181.5,8.08428978084593,535000.0,-36.728971962616825,46.596858638741175,-20.26,-19.88,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,15.35,12.4,30.79,21.0,0.91,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.83,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,496667.0,,,46.73,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011,OpenDART,1.37,2025.0,11011,1,0,0,0,9.45,,,,,,기타 전문 도매업,기타 전문 도매업,2026-08-05,4.25,4,8,6,10,8,8,5,5,54,C,11
329180.KS,329180,HD현대중공업,534252,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,502000.0,477375.0,590725.0,575000.0,570025.0,-11.93368711898601,745000.0,-32.61744966442953,57.307692307689216,-9.06,-23.71,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,124.28,179.12,13.8,16.0,5.26,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.13,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,911524.0,,,81.58,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,0.13,2025.0,11011.0,3,2,2,2,651.55,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-08-05,4.25,8,0,16,20,15,10,3,5,77,A,12
000270.KS,000270,기아,519249,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,132400.0,137805.0,151726.66666666666,156497.5,144385.0,-8.30072375939329,206000.0,-35.728155339805824,41.52542372880534,-13.86,-19.51,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,-21.72,5.03,39.12,6.0,0.84,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,5.14,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,217800.0,,,64.5,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011,OpenDART,,2025.0,11011,2,1,1,1,-6.31,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-08-05,4.25,15,8,12,0,0,0,5,5,45,C,13
012450.KS,012450,한화에어로스페이스,519243,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,1004000.0,926950.0,1073450.0,1219350.0,1139950.0,-11.925961664985305,1537000.0,-34.6779440468445,56.86619718309719,-10.52,-23.18,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,-38.13,15.96,45.29,23.0,5.19,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.7,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1659474.0,,,65.29,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,34.11,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-08-05,4.25,4,0,16,0,15,0,3,5,43,C,14
034020.KS,034020,두산에너빌리티,493232,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,75700.0,69980.0,89583.33333333333,97390.83333333333,91375.5,-17.15503608735383,136400.0,-44.50146627565982,54.31034482756983,-7.23,-41.59,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,-24.14,284.35,24.14,153.0,5.65,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,149133.0,,,97.01,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,,1,0,0,0,23.18,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-05,4.25,0,0,0,0,12,0,5,5,22,D,15
055550.KS,055550,신한지주,486350,,금융지주회사,KOSPI,주권,KRX,103300.0,104265.0,100263.33333333333,98165.0,90215.5,14.503605256302961,109200.0,-5.402930402930403,42.51012145746578,-4.88,5.41,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,15.39,5.95,61.58,8.0,0.81,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.51,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,32.62,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.52,2025.0,11011.0,17,16,16,15,9.58,8.0,1.0,9.17,0.0,-19.0,기타 금융업,기타 금융업,2026-08-05,4.25,15,8,6,20,8,8,5,0,70,A,16
012330.KS,012330,현대모비스,456384,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,497500.0,479250.0,558625.0,492179.1666666667,437862.5,13.620143309829,768000.0,-35.22135416666667,52.81837160751257,0.51,-2.26,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,-8.74,7.12,37.42,11.0,0.85,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.31,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,737200.0,,,48.18,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,4.5,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-05,4.25,12,8,6,0,4,0,5,5,40,C,17
068270.KS,068270,셀트리온,442549,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,190600.0,177985.0,176588.55,188629.90833333333,185891.01,2.5331994269114952,236861.0,-19.53086409328678,66.51583710405133,6.96,0.79,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,148.85,65.74,24.76,27.0,2.37,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,275340.0,,,44.46,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,0.18,2025.0,11011.0,2,1,1,1,15.32,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-05,4.25,0,3,6,20,12,10,1,5,57,B,18
034730.KS,034730,SK,407465,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,545000.0,578125.0,626241.6666666666,496887.5,404565.0,34.71259253766391,858000.0,-36.48018648018648,44.93534482758485,-12.94,-0.91,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,,11.73,29.73,4.0,0.96,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.47,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,853692.0,,,56.64,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,17,16,16,15,,8.0,1.0,9.17,-50.0,-4.0,기타 금융업,기타 금융업,2026-08-05,4.25,15,8,6,0,0,0,5,5,39,D,19
035420.KS,035420,NAVER,359402,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,227000.0,201235.0,213416.66666666666,217570.83333333334,232052.5,-2.177309014123959,290500.0,-21.858864027538726,64.67958271236284,15.11,5.58,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,3.89,24.18,35.04,19.0,1.15,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.16,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,329682.0,,,45.23,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,4.88,2025.0,11011.0,2,1,1,1,41.51,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-08-05,4.25,4,8,6,0,15,2,3,5,43,C,20
086790.KS,086790,하나금융지주,352836,,기타 금융,KOSPI,주권,KRX,129300.0,129060.0,122816.66666666667,120395.83333333333,109804.0,17.755273031947834,136800.0,-5.482456140350877,35.56338028167261,1.89,2.21,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,9.62,4.94,68.5,8.0,0.73,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,3.17,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,164737.0,,,27.41,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.83,2025.0,11011.0,17,16,16,15,10.23,8.0,1.0,8.91,0.0,-27.0,기타 금융업,기타 금융업,2026-08-05,4.25,15,10,6,16,8,5,5,0,65,B,21
006400.KS,006400,삼성SDI,345711,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,422000.0,415275.0,510550.0,490595.8333333333,416747.5,1.2603554910347392,712000.0,-40.73033707865169,46.08150470219233,-5.17,-37.76,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,-70.17,22.94,26.38,85.0,1.33,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.96,,,797783.0,,,89.05,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,3,1,2,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-05,4.25,0,6,0,0,0,0,5,5,16,D,22
010120.KS,010120,LS ELECTRIC,318000,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,206000.0,189770.0,227273.33333333334,201292.5,158349.0,30.092390858167718,318500.0,-35.32182103610675,52.60804769001125,0.0,-34.19,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,20.11,26.34,18.01,55.0,14.38,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,300000.0,,,45.63,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2.73,2025.0,11011.0,4,3,3,3,17.98,27.0,9.03,29.21,103.7,59.25,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-05,4.25,0,0,12,0,12,8,5,5,42,C,23
066570.KS,066570,LG전자,292377,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,175900.0,173710.0,210848.33333333334,166335.0,136831.0,28.552740241611918,392500.0,-55.18471337579618,44.4614209320044,-6.98,14.15,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,161.86,28.06,28.92,13.0,1.11,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.77,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,218250.0,,,24.08,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.08,2025.0,11011.0,2,1,1,1,16.18,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-05,4.25,8,8,0,20,12,10,5,3,66,B,24
000810.KS,000810,삼성화재,284404,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,639000.0,633300.0,623633.3333333334,556762.5,527380.0,21.16500436118169,730000.0,-12.465753424657535,46.27329192546383,-6.3,28.06,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,-0.74,9.42,58.18,13.0,1.07,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,3.05,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.88,,,732500.0,,,14.63,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,3,2,2,2,6.39,,,,,,보험업,보험업,2026-08-05,4.25,8,8,12,0,4,0,5,5,42,C,25
042660.KS,042660,한화오션,281593,,선박 제조,KOSPI,주권,KRX,91100.0,83215.0,104415.0,117094.16666666667,120342.0,-24.29908095261837,149900.0,-39.22615076717812,58.79218472467455,1.45,-27.76,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,135.85,27.59,9.36,15.0,3.64,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,4.0,,,149476.0,,,64.08,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.11,,,3,2,2,2,131.76,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-08-05,4.25,8,0,20,20,15,10,3,5,81,A,26
009540.KS,009540,HD한국조선해양,280261,,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",KOSPI,주권,KRX,391500.0,355450.0,384200.0,399208.3333333333,411440.0,-4.846393155745673,479500.0,-18.35245046923879,63.26086956521354,8.6,-13.38,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,84.96,21.88,33.23,7.0,2.07,17.78,133.86,17.21,172.26,212.72,3133 -> 16565 -> 30639,299332.0,39045.0,29284.0,13.04,9.78,44220.51,34183.5,37420.16,226338.6,-188918.44,3.14,40.11,12300.0,8697.9,OpenDART,141.18,2.0,False,2.0,OpenDART,,4.0,,,555667.0,,,41.93,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011,OpenDART,0.08,2025.0,11011,17,16,16,15,212.72,8.0,0.96,8.91,-12.5,115.62,기타 금융업,기타 금융업,2026-08-05,4.25,15,3,16,20,15,10,3,5,87,S,27
298040.KS,298040,효성중공업,278337,,-,KOSPI,주권,KRX,2924000.0,2606350.0,3277900.0,3089083.3333333335,2665210.0,9.709929048742875,4601000.0,-36.44859813084112,52.151526296432245,0.76,-33.52,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,133.52,20.47,26.54,28.0,9.03,24.41,190.31,21.93,106.07,111.72,12438 -> 23876 -> 55755,59685.0,7470.0,5028.0,12.52,8.42,4930.1,3010.24,2167.73,47381.62,-45213.89,0.26,13.4,7500.0,698.38,OpenDART,73.21,3.0,False,3.0,OpenDART,,4.0,,,4720000.0,,,61.42,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.21,2025.0,11011.0,4,3,3,3,111.72,27.0,12.39,29.21,3.7,-27.12,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-05,4.25,0,0,20,20,15,10,5,5,75,A,28
