yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
028260.KS,028260,삼성물산,622723,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,384000.0,369500.0,389891.6666666667,368129.1666666667,329770.0,16.44479485702156,535000.0,-28.22429906542056,53.88601036269039,14.12,-6.34,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,15.35,12.4,30.9,22.0,0.57,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.73,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,500714.0,,,30.39,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,1.43,2025.0,11011.0,1,0,0,0,9.45,,,,,,기타 전문 도매업,기타 전문 도매업,2026-09-07,4.25,4,10,6,10,8,8,5,5,56,B,11
034020.KS,034020,두산에너빌리티,563053,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,87900.0,80265.0,80013.33333333333,94044.16666666667,91078.5,-3.4898466707290963,136400.0,-35.55718475073314,61.62790697672412,14.01,-0.79,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,-24.14,284.35,23.91,165.0,6.46,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,129000.0,,,46.76,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,,1,0,0,0,23.18,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-07,4.25,0,0,0,0,12,0,3,5,20,D,12
012450.KS,012450,한화에어로스페이스,535743,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,1039000.0,1112650.0,1047883.3333333334,1187516.6666666667,1154470.0,-10.001992256186822,1537000.0,-32.40078074170462,36.91931540342172,-5.29,2.47,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,-38.13,15.96,45.47,23.0,4.49,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.67,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1658889.0,,,59.66,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,34.11,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-09-07,4.25,4,0,16,0,15,0,5,5,45,C,13
055550.KS,055550,신한지주,534703,,금융지주회사,KOSPI,주권,KRX,113900.0,107515.0,104351.66666666667,100251.66666666667,93831.5,21.387806866564,114500.0,-0.5240174672489083,61.93548387093977,3.55,17.54,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,15.39,5.95,62.09,9.0,0.89,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.27,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,20.28,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.58,2025.0,11011.0,17,16,16,15,9.58,8.5,1.0,9.17,5.88,-11.0,기타 금융업,기타 금융업,2026-09-07,4.25,12,8,6,20,8,8,3,0,65,B,14
000270.KS,000270,기아,501290,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,128400.0,131875.0,139680.0,149640.83333333334,146406.0,-12.298676283758862,206000.0,-37.66990291262136,38.04347826085509,-4.82,-17.69,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,-21.72,5.03,39.26,6.0,0.76,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,5.3,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,216000.0,,,68.22,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,-6.31,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-09-07,4.25,15,10,12,0,0,0,5,5,47,C,15
329180.KS,329180,HD현대중공업,471275,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,449000.0,469275.0,518733.3333333333,556962.5,560967.5,-19.959712461060576,745000.0,-39.73154362416108,35.37906137183758,-11.26,-30.5,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,124.28,179.12,14.05,15.0,4.47,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.26,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,871059.0,,,94.0,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.12,2025.0,11011.0,3,2,2,2,651.55,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-09-07,4.25,8,0,16,20,15,10,5,5,79,A,16
034730.KS,034730,SK,442991,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,611000.0,558900.0,610941.6666666666,532841.6666666666,438805.0,39.2418044461663,858000.0,-28.78787878787879,53.68421052631315,20.28,6.26,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,,11.73,30.11,4.0,0.81,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.31,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,850800.0,,,39.25,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,17,16,16,15,,9.0,1.0,9.17,-55.56,-19.0,기타 금융업,기타 금융업,2026-09-07,4.25,15,8,6,0,0,0,5,5,39,D,17
006400.KS,006400,삼성SDI,435967,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,541000.0,519200.0,476583.3333333333,511333.3333333333,441010.0,22.672955261785447,712000.0,-24.01685393258427,63.520408163260775,17.86,8.53,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,-70.17,22.94,26.02,67.0,1.84,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.95,,,699600.0,,,29.32,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,,3,1,2,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-09-07,4.25,0,3,0,0,0,0,3,5,11,D,18
068270.KS,068270,셀트리온,433365,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,186300.0,193810.0,182553.33333333334,184713.50833333333,188851.26,-1.350936181204197,236861.0,-21.34627481940885,30.67226890754499,-6.52,12.09,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,148.85,65.74,25.39,28.0,2.38,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,274621.0,,,47.41,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011,OpenDART,0.19,2025.0,11011,2,1,1,1,15.32,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-07,4.25,0,3,6,20,12,10,3,5,59,B,19
012330.KS,012330,현대모비스,388024,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,432000.0,476975.0,499358.3333333333,498883.3333333333,457245.0,-5.521110126956009,768000.0,-43.75,17.669172932328962,-12.99,-25.0,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,-8.74,7.12,37.67,9.0,0.73,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.5,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,735200.0,,,70.19,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,4.5,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-09-07,4.25,12,10,6,0,4,0,1,5,38,D,20
086790.KS,086790,하나금융지주,381096,,기타 금융,KOSPI,주권,KRX,138900.0,132200.0,127815.0,122794.16666666667,114619.5,21.183568241006114,139500.0,-0.43010752688172044,60.67708333331121,3.12,20.99,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,9.62,4.94,68.15,9.0,0.82,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,2.96,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,164737.0,,,18.6,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.94,2025.0,11011.0,17,16,16,15,10.23,8.5,1.0,8.91,5.88,-18.0,기타 금융업,기타 금융업,2026-09-07,4.25,12,8,6,16,8,5,3,0,58,B,21
066570.KS,066570,LG전자,348573,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,214000.0,202200.0,193998.33333333334,180919.16666666666,149138.0,43.49126312542745,392500.0,-45.47770700636943,54.10958904108552,15.68,-5.31,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,161.86,28.06,29.74,16.0,1.38,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.63,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,233235.0,,,8.99,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.1,2025.0,11011.0,2,1,1,1,16.18,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-09-07,4.25,8,6,0,20,12,10,5,3,64,B,22
035420.KS,035420,NAVER,331526,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,218000.0,217150.0,210976.66666666666,213254.16666666666,227385.0,-4.127361083624689,290500.0,-24.95697074010327,50.84745762710658,3.81,-2.68,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,3.89,24.18,36.02,17.0,1.05,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.21,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,325783.0,,,49.44,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,4.37,2025.0,11011.0,2,1,1,1,41.51,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-09-07,4.25,8,8,6,0,15,2,5,5,49,C,23
010120.KS,010120,LS ELECTRIC,310500,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,207000.0,203150.0,208256.66666666666,212823.33333333334,171954.0,20.381032136501624,318500.0,-35.00784929356358,48.96694214875325,2.99,-9.8,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,20.11,26.34,18.71,58.0,14.49,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,297500.0,,,43.72,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2.88,2025.0,11011.0,4,3,3,3,17.98,28.0,10.49,29.21,107.14,38.13,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-07,4.25,0,0,12,0,12,8,5,5,42,C,24
000810.KS,000810,삼성화재,292887,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,656000.0,650000.0,646116.6666666666,579141.6666666666,548102.5,19.685642740180896,730000.0,-10.136986301369863,55.319148936167466,1.71,-1.06,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,-0.74,9.42,57.93,14.0,1.19,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,2.97,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.88,,,775000.0,,,18.14,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,4,3,3,3,6.39,8.0,0.68,6.51,75.0,75.0,보험업,보험업,2026-09-07,4.25,8,8,12,0,4,0,3,5,40,C,25
298040.KS,298040,효성중공업,276472,,-,KOSPI,주권,KRX,2965000.0,2887000.0,2970333.3333333335,3152191.6666666665,2765415.0,7.217180784800835,4601000.0,-35.5574875027168,49.33890048712548,4.7,-8.66,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,133.52,20.47,27.18,35.0,10.49,24.41,190.31,21.93,106.07,111.72,12438 -> 23876 -> 55755,59685.0,7470.0,5028.0,12.52,8.42,4930.1,3010.24,2167.73,47381.62,-45213.89,0.25,13.4,7500.0,698.38,OpenDART,73.21,3.0,False,3.0,OpenDART,,4.0,,,4254286.0,,,43.48,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.26,2025.0,11011.0,4,3,3,3,111.72,28.0,11.27,29.21,25.0,-6.92,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-07,4.25,0,0,20,20,15,10,5,5,75,A,26
267260.KS,267260,HD현대일렉트릭,275039,,"변압기, 고압차단기, 회전기, 배전반 등",KOSPI,주권,KRX,763000.0,756250.0,833183.3333333334,951966.6666666666,921415.0,-17.192578805424265,1420000.0,-46.267605633802816,46.80232558139345,0.13,-26.14,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,46.07,25.65,34.41,27.0,11.27,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,0.0,False,3.0,OpenDART,,4.0,,,1181000.0,,,54.78,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,0.59,2025.0,11011.0,4,3,3,3,68.14,35.0,10.49,24.41,-22.86,7.44,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-07,4.25,0,0,20,20,15,10,5,3,73,A,27
042660.KS,042660,한화오션,267498,,선박 제조,KOSPI,주권,KRX,87300.0,88280.0,93648.33333333333,108825.0,116183.5,-24.860242633420405,149900.0,-41.761174116077385,43.43065693428438,-2.35,-16.46,daily_close,NXT 미확인,2026-09-08 01:40 KST,,,135.85,27.59,10.37,14.0,3.58,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,4.0,,,141050.0,,,61.57,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.1,,,3,2,2,2,131.76,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-09-07,4.25,8,0,20,20,15,10,5,5,83,A,28
