yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,cagr,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
003380.KQ,003380,하림지주,11245,우량기업부,지주사업,KOSDAQ,주권,KRX,10040.0,11265.65,-10.879532028777742,19610.0,-48.80163182049975,37.58865248214509,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,772.77,17.26,9.2,4.36,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.2,,120.0,,OpenDART,0.0,3.0,False,,,,,,,,,0.01,2025.0,11011.0,3.0,OpenDART,78.03,2.9,2.46,3,-94.41,-90.0,148.93,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-07,4.25,15,10,6,20,15,10,5,3,84,A,72
475830.KQ,475830,오름테라퓨틱,11033,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,50200.0,79737.0,-37.04302895769843,143700.0,-65.06610995128742,29.831932773100476,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,,,7.93,,11.04,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,-51.52,,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-07,4.25,0,0,0,0,0,0,3,1,4,D,73
031330.KQ,031330,에스에이엠티,10629,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,10630.0,6444.525,64.94621403439355,18860.0,-43.637327677624604,20.438799076179436,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,39.34,6.2,9.39,3.9,1.61,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.16,29.6,230.0,224.35,OpenDART,3.56,5.0,True,,,,,,,,,0.1,2025.0,11011.0,5.0,OpenDART,21.95,4.03,13.58,2,,,51.79,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-07,4.25,15,6,16,20,15,10,1,5,88,S,74
347700.KQ,347700,스피어,10568,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,20500.0,26267.8,-21.957682028947985,53100.0,-61.39359698681732,36.4517969195519,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,-98.98,1590.82,8.69,31.91,13.02,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,,,,,,,,,,,19.45,5.4,-10.03,4,64.06,141.11,,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-07,4.25,0,0,0,0,0,0,5,1,6,D,75
437730.KQ,437730,삼현,10526,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,33350.0,45695.85,-27.017442502984405,73200.0,-54.439890710382514,24.164133738591545,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,19.27,100.86,2.21,213.82,9.06,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,1.0,False,,,,,,,,,11.1,2025.0,11011.0,1.0,OpenDART,213.82,9.06,8.46,1,,,-5.72,OpenDART,2025.0,CFS,11011,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-07,4.25,0,0,6,0,0,8,1,3,18,D,76
166090.KQ,166090,하나머티리얼즈,10225,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,50400.0,55147.75,-8.609145432043919,81100.0,-37.85450061652281,28.721174004184434,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,20.8,21.83,22.54,26.57,2.66,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.6,15.1,300.0,57.87,OpenDART,-15.91,5.0,True,,,,,,,,,1.28,2025.0,11011.0,5.0,OpenDART,26.33,29.39,-19.3,5,0.91,-90.95,5.86,,,,,반도체 제조업,반도체 제조업,2026-07-07,4.25,0,3,6,10,4,8,3,5,39,D,77
101490.KQ,101490,에스앤에스텍,9910,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,45700.0,68570.75,-33.353507144081114,105100.0,-56.51760228353948,22.495894909677673,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,91.27,24.46,14.54,19.58,3.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.44,7.2,200.0,41.66,OpenDART,18.92,5.0,False,,,,,,,,,0.21,2025.0,11011.0,5.0,OpenDART,49.52,5.95,5.05,7,-60.46,-39.5,50.19,,,,,전자부품 제조업,전자부품 제조업,2026-07-07,4.25,4,0,20,20,15,10,1,3,73,A,78
085660.KQ,085660,차바이오텍,9650,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,10390.0,15055.95,-30.990737881037067,23850.0,-56.43605870020964,25.555555555476047,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,,,8.35,,1.95,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,-91.44,,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-07,4.25,0,3,0,0,0,0,3,3,9,D,79
491000.KQ,491000,리브스메드,9114,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,36450.0,58520.75,-37.71440044770445,91300.0,-60.076670317634175,38.19672131145788,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,,6.72,,5.26,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,,,,,,,,,,,22.0,13.09,19.41,3,,-59.82,,OpenDART,2025.0,CFS,11011,의료용 기기 제조업,의료용 기기 제조업,2026-07-07,4.25,0,0,0,0,0,0,5,1,6,D,80
204270.KQ,204270,제이앤티씨,9035,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,15620.0,20647.4,-24.348828423917787,29450.0,-46.960950764006796,46.05911330046085,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,39.18,2.76,,4.21,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,,,,,,,,,,,49.52,5.95,5.05,7,,-29.24,,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-07,4.25,0,0,0,0,0,0,5,3,8,D,81
232140.KQ,232140,와이씨,9024,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,11000.0,16447.3,-33.119721778042596,23700.0,-53.58649789029536,21.53465346530922,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,75.37,55.92,8.18,32.0,2.9,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,,,,,,0.42,,,,,95.77,12.2,7.4,21,-66.59,-76.23,19.34,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,0,3,6,20,12,10,1,3,55,B,82
241710.KQ,241710,코스메카코리아,9013,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,84700.0,75007.0,12.922793872571894,103000.0,-17.766990291262136,67.22891566262791,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,6.16,15.61,22.76,12.0,3.39,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,,,,,,,,,1.95,2025.0,11011.0,0.0,OpenDART,35.49,4.18,10.92,3,-66.19,-18.9,42.68,OpenDART,2025.0,CFS,11011,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-07,4.25,12,0,16,5,15,5,1,5,59,B,83
038500.KQ,038500,삼표시멘트,8935,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,8280.0,9200.375,-10.0036683287366,20200.0,-59.009900990099005,21.333333333266964,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,-38.34,9.33,3.8,20.04,1.27,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.46,31.84,121.0,129.9,OpenDART,12.7,5.0,False,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,24.52,3.68,9.4,2,,,9.89,,,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-07,4.25,4,6,6,0,8,0,1,3,28,D,84
099320.KQ,099320,쎄트렉아이,8881,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,81000.0,117717.75,-31.191345400332576,214000.0,-62.149532710280376,28.660826032535653,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,93.35,37.02,11.94,60.0,4.13,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.12,,100.0,10.95,OpenDART,-10.61,4.0,True,,,,,,,,,0.64,2025.0,11011.0,4.0,OpenDART,60.0,4.13,6.31,1,,,-45.98,OpenDART,2025.0,CFS,11011,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-07,4.25,0,0,6,20,0,10,3,1,40,C,85
100790.KQ,100790,미래에셋벤처투자,8860,우량기업부,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,KOSDAQ,주권,KRX,16680.0,22711.35,-26.556545515788354,67400.0,-75.25222551928783,16.411238825017264,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,263.75,20.88,7.28,23.97,2.68,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.0,351.0,309.0,14.64,12.89,488.15,486.97,724.58,7218.06,-6493.48,,,,,,2.41,2.0,False,,,,,,,,,0.09,,,2.0,OpenDART,78.03,2.9,2.46,3,-69.28,-7.59,12.85,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-07,4.25,4,3,6,20,8,10,1,1,53,C,86
417200.KQ,417200,LS머트리얼즈,8848,중견기업부,울트라커패시터(셀 및 모듈),KOSDAQ,주권,KRX,13080.0,16054.6,-18.528023121099253,31250.0,-58.144,29.252925292492392,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,-92.86,746.84,8.17,,5.81,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,1536.0,-1.0,-10.0,-0.07,-0.65,56.41,-180.83,574.27,684.56,-110.29,0.17,,22.0,14.88,OpenDART,0.0,2.0,False,,,,,,,,,,2025.0,11011.0,2.0,OpenDART,49.52,5.95,5.05,7,,-2.35,-83.26,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-07,4.25,0,0,0,0,0,0,3,3,6,D,87
086450.KQ,086450,동국제약,8788,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,19420.0,19699.0,-1.4163155490126402,29900.0,-35.05016722408027,48.6513486512806,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,7.91,13.15,16.15,12.23,1.34,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.03,13.67,200.0,90.22,OpenDART,2.67,5.0,False,,,,,,,,,1.55,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,-88.69,-80.18,18.31,,,,,의약품 제조업,의약품 제조업,2026-07-07,4.25,8,6,12,5,12,5,5,5,58,B,88
019210.KQ,019210,와이지-원,8517,우량기업부,"엔드밀, 탭, 드릴",KOSDAQ,주권,KRX,22900.0,10134.55,125.95971207404375,26700.0,-14.232209737827715,55.637467476115404,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,50.78,9.18,27.17,17.94,1.82,6.14,170.78,11.2,19.18,-0.37,685 -> 451 -> 680,6394.0,665.0,253.0,10.4,3.96,383.09,-187.32,563.85,7419.77,-6855.92,0.83,27.9,190.0,70.67,OpenDART,1.36,5.0,True,,,,,,,,,0.35,2025.0,11011.0,5.0,OpenDART,17.94,1.82,6.14,1,,,-0.37,,,,,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2026-07-07,4.25,8,3,6,20,0,10,3,5,55,B,89
281740.KQ,281740,레이크머티리얼즈,8479,우량기업부,"LED, 반도체 소재 및 석유화학촉매",KOSDAQ,주권,KRX,12900.0,17526.45,-26.396960023279103,27550.0,-53.17604355716878,23.839397741488867,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,-63.09,69.3,10.14,76.47,6.76,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,1412.0,133.0,78.0,9.42,5.52,154.78,18.13,206.47,2199.93,-1993.46,0.23,25.6,30.0,19.72,OpenDART,-40.0,2.0,True,,,,,,,,,,2025.0,11011.0,2.0,OpenDART,35.49,4.18,10.92,3,115.47,61.72,-43.54,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-07,4.25,0,0,6,0,0,0,1,3,10,D,90
090710.KQ,090710,휴림로봇,8464,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,7080.0,9408.6,-24.74969708564505,21500.0,-67.06976744186046,17.529215358890582,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,,6.85,,7.77,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,95.77,12.2,7.4,21,,-36.31,,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,0,0,0,0,0,0,1,1,2,D,91
036540.KQ,036540,SFA반도체,8387,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5100.0,5967.1,-14.531346885421733,11010.0,-53.67847411444142,21.772151898657015,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,23.78,8.79,,2.0,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,,,,,,,,,,,26.33,29.39,-19.3,5,,-93.19,,OpenDART,2025.0,CFS,11011,반도체 제조업,반도체 제조업,2026-07-07,4.25,0,3,0,0,0,0,1,3,7,D,92
293490.KQ,293490,카카오게임즈,8343,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7780.0,13699.2,-43.20836253211866,23500.0,-66.8936170212766,39.08794788264703,daily_close,NXT 미확인,2026-07-07 22:50 KST,,,,,5.12,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,,,,,,,,,,,19.45,5.4,-10.03,4,,-88.7,,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-07,4.25,0,10,0,0,0,0,5,1,16,D,93
388720.KQ,388720,유일로보틱스,8329,벤처기업부,"취출로봇, 사출장비 및 자동화시스템",KOSDAQ,주권,KRX,71500.0,91247.0,-21.641259438666477,150700.0,-52.55474452554745,34.94949494948507,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,,,15.03,,9.14,-26.71,20.64,4.83,-3250.0,,-,369.0,-126.0,-247.0,-34.15,-66.94,-112.68,-195.79,28.12,185.17,-157.05,,,,,,,,,,,,,,,,,,,,,,95.77,12.2,7.4,21,,-25.08,,OpenDART,2025.0,OFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,0,0,0,0,0,0,3,3,6,D,94
122870.KQ,122870,와이지엔터테인먼트,8261,우량기업부,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",KOSDAQ,주권,KRX,44600.0,65512.75,-31.921648839348066,107400.0,-58.47299813780261,41.7999999999766,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,99.19,32.29,11.97,14.0,1.58,7.41,28.88,49.47,,-22.48,3285 -> 991 -> 1974,5454.0,713.0,537.0,13.07,9.85,909.09,822.28,1682.2,1879.34,-197.14,0.67,15.08,300.0,55.64,OpenDART,4.66,5.0,True,,,,,,,,,0.14,2025.0,11011.0,5.0,OpenDART,13.33,2.03,26.09,3,5.03,-22.17,-22.48,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-07,4.25,8,6,6,20,0,10,5,3,58,B,95
328130.KQ,328130,루닛,8242,기술성장기업부,Lunit INSIGHT,KOSDAQ,주권,KRX,11150.0,17967.805,-37.94456251055708,39280.0,-71.61405295315683,27.306733167034622,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,,,12.06,,5.58,-31.57,169.16,53.32,,,-,831.0,-831.0,-474.0,-100.0,-57.04,-551.75,-648.09,141.11,2324.79,-2183.68,,,,,,,,,,,,,,,,,,,,,,19.45,5.4,-10.03,4,,3.33,,OpenDART,2025.0,CFS,11011,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-07,4.25,0,0,0,0,0,0,3,1,4,D,96
083450.KQ,083450,GST,8192,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,43800.0,34400.75,27.322805462090216,66500.0,-34.13533834586466,30.916552667566805,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,0.82,8.6,22.55,18.21,3.15,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.48,25.68,650.0,116.27,OpenDART,21.32,5.0,True,,,,,,,,,22.21,2025.0,11011.0,5.0,OpenDART,95.77,12.2,7.4,21,-80.99,-74.18,13.24,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,4,0,16,0,8,2,3,5,38,D,97
074600.KQ,074600,원익QnC,8083,우량기업부,반도체용 석영유리,KOSDAQ,주권,KRX,30450.0,28495.8,6.857852736192704,42150.0,-27.75800711743772,31.51750972760928,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-55.74,18.02,11.57,41.45,1.9,4.73,170.93,5.84,-34.22,-23.19,1451 -> 1934 -> 856,9436.0,596.0,10.0,6.32,0.11,848.49,-44.64,605.54,9752.88,-9147.34,0.43,15.2,130.0,34.17,OpenDART,-4.66,4.0,True,,,,,,,,,,2025.0,11011.0,4.0,OpenDART,41.45,1.9,4.73,1,,,-23.19,,,,,유리 및 유리제품 제조업,유리 및 유리제품 제조업,2026-07-07,4.25,0,3,0,0,0,0,3,5,11,D,98
065350.KQ,065350,신성델타테크,8025,우량기업부,"세탁기, 자동차, 에어컨 및 LCD 부품",KOSDAQ,주권,KRX,28950.0,56386.25,-48.65769580349819,121700.0,-76.21199671322925,23.943661971817505,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,73.25,81.02,4.45,36.96,3.32,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.41,13.6,120.0,32.98,OpenDART,0.0,5.0,False,,,,,,,,,0.5,2025.0,11011.0,5.0,OpenDART,36.96,3.32,9.51,1,,,,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-07-07,4.25,0,0,6,20,0,10,1,1,38,D,99
137400.KQ,137400,피엔티,7912,우량기업부,2차전지 및 전자소재용 Roll-to-Roll 장비,KOSDAQ,주권,KRX,33000.0,44319.75,-25.54109623813311,62000.0,-46.774193548387096,29.47598253273307,nxt_web_latest,NXT 체결가,2026-07-07 22:40 KST,,,-47.64,12.61,6.88,10.07,1.17,11.37,146.08,-28.03,-41.71,1.45,2808 -> 5519 -> 2890,7449.0,956.0,695.0,12.83,9.33,44.47,-1232.72,486.15,10199.3,-9713.15,0.61,6.8,200.0,50.57,OpenDART,10.06,4.0,True,,,,,,,,,,2025.0,11011,4.0,OpenDART,95.77,12.2,7.4,21,-89.49,-90.41,1.45,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-07,4.25,12,8,12,0,0,0,3,3,38,D,100
