yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
005930.KS,005930,삼성전자,14937241,,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",KOSPI,주권,KRX,258000.0,244075.0,290733.3333333333,250194.16666666666,198932.0,29.69255826111435,362500.0,-28.827586206896548,46.36591478696416,-1.9,-4.62,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,32.61,21.95,46.53,5.0,3.33,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,853151.48,331619.99,578563.78,1306217.73,-727653.95,0.65,25.1,1668.0,111079.06,OpenDART,4.92,5.0,False,5.0,OpenDART,,4.04,,,493542.0,,,91.3,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,0.15,75.51,2025.0,11011.0,2,1,1,1,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-12,4.25,15,0,12,20,15,10,5,5,82,A,1
000660.KS,000660,SK하이닉스,10986605,,"반도체,컴퓨터,통신기기 제조,도매",KOSPI,주권,KRX,1521000.0,1645850.0,2067316.6666666667,1597558.3333333333,1218160.0,24.86044526170618,2919000.0,-47.89311408016444,37.72915434654019,-20.49,-16.38,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,116.89,8.72,50.74,4.0,6.48,44.15,45.95,46.76,101.16,,27182 -> 58955,971467.0,472063.0,429479.0,48.59,44.21,533731.26,247937.83,149237.66,554409.08,-405171.42,0.2,4.9,3000.0,20951.33,OpenDART,35.72,5.0,True,5.0,OpenDART,,4.0,,,3317917.0,,,118.14,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011,OpenDART,0.03,,2025.0,11011,1,0,0,0,,,,,,반도체 제조업,반도체 제조업,2026-08-12,4.25,15,0,20,20,0,10,5,3,73,A,2
005935.KS,005935,삼성전자우,1493212,,,KOSPI,주권,KRX,186100.0,175985.0,194411.66666666666,169778.33333333334,138325.5,34.537738884009094,235000.0,-20.80851063829787,48.18049490538082,2.14,3.73,daily_close,NXT 미확인,2026-08-12 21:19 KST,,,32.61,21.95,46.7,4.0,2.48,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,,,,,,,,,,,,,,,,,4.04,,,493542.0,,,165.2,,,Naver/FnGuide,,,2026-08-03,,,,,0.12,75.51,,,2,1,1,1,,,,,,,,2026-08-12,4.25,15,3,12,20,15,10,5,5,85,S,3
402340.KS,402340,SK스퀘어,1351253,,지주회사,KOSPI,주권,KRX,1050000.0,1066150.0,1295983.3333333333,989183.3333333334,738717.5,42.13823281565687,1970000.0,-46.7005076142132,40.537944284341435,-11.76,-4.37,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,143.06,4.22,46.16,3.0,3.75,37.82,9.01,77.76,124.39,,27346 -> 66468,104556.0,87974.0,88187.0,84.14,84.34,3872.02,3485.68,13107.18,25213.83,-12106.65,,,,,,,,,,,,4.0,,,1900000.0,,,80.95,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,0.02,,,,17,16,16,15,8.0,0.94,8.91,-62.5,298.94,기타 금융업,기타 금융업,2026-08-12,4.25,15,0,20,20,0,10,5,3,73,A,4
009150.KS,009150,삼성전기,997160,,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",KOSPI,주권,KRX,1348000.0,1249150.0,1594616.6666666667,1087258.3333333333,755465.0,78.43315044376642,2270000.0,-40.61674008810573,45.69031273836717,6.98,33.47,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,3.96,23.43,38.33,68.0,10.28,7.7,48.98,9.91,24.26,29.21,5450 -> 8752 -> 9099,113145.0,9133.0,7310.0,8.07,6.46,14900.91,2437.67,27012.06,47985.51,-20973.45,0.17,25.2,2350.0,1776.79,OpenDART,3.82,5.0,True,5.0,OpenDART,,4.0,,,2350500.0,,,74.37,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011,OpenDART,17.17,29.21,2025.0,11011,6,5,5,5,25.0,5.48,6.14,172.0,87.59,전자부품 제조업,전자부품 제조업,2026-08-12,4.25,0,0,6,0,15,2,5,5,33,D,5
373220.KS,373220,LG에너지솔루션,838890,,"2차전지 (소형,ESS,자동차전지)",KOSPI,주권,KRX,361500.0,333150.0,366558.3333333333,390487.5,403135.0,-10.327805821871085,514000.0,-29.669260700389106,53.23076923076464,12.27,-13.31,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,,80.86,5.52,-224.0,3.88,-5.19,129.0,-7.6,133.94,,-,236718.0,13461.0,808.0,5.69,0.34,44322.77,-65663.98,37793.07,378262.77,-340469.7,,,,,,,,,,,,3.95,,,509526.0,,,40.95,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,,,3,2,2,2,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-12,4.25,0,0,0,0,0,0,5,5,10,D,6
005380.KS,005380,현대차,838483,,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",KOSPI,주권,KRX,412000.0,398675.0,520983.3333333333,528212.5,453027.5,-9.056293492116925,750000.0,-45.06666666666666,43.47826086956168,-2.94,-41.14,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,-23.26,5.89,24.98,11.0,0.9,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,-59912.7,-170611.26,183605.66,2411966.12,-2228360.46,2.43,27.7,10000.0,26182.63,OpenDART,12.62,5.0,True,5.0,OpenDART,,4.0,,,722000.0,,,75.24,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011,OpenDART,,-9.97,2025.0,11011,2,1,1,1,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-08-12,4.25,12,8,6,0,0,0,5,3,34,D,7
207940.KS,207940,삼성바이오로직스,717046,,바이오의약품,KOSPI,주권,KRX,1563000.0,1478000.0,1401616.6666666667,1489141.6666666667,1596449.84,-2.095264076696583,1965000.0,-20.458015267175572,63.3228840125378,14.25,10.15,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,74.57,82.79,13.13,38.0,9.04,19.44,48.44,30.31,56.59,48.49,12051 -> 15221 -> 26572,45570.0,20692.0,17844.0,45.41,39.16,22478.07,7727.33,1488.51,36096.31,-34607.8,,,,,,,,,,,,4.0,,,2011429.0,,,28.69,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011,OpenDART,0.51,48.49,,,2,1,1,1,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-12,4.25,0,0,16,20,15,10,3,5,69,B,8
032830.KS,032830,삼성생명,605000,,"생명보험,부동산 임대",KOSPI,주권,KRX,306000.0,299300.0,359133.3333333333,299720.8333333333,245442.5,24.67278486814631,497000.0,-38.43058350100604,43.50961538461245,-3.47,-1.29,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,9.3,9.99,23.43,20.0,0.64,4.96,440.89,9.92,3.23,10.22,9477 -> 10534 -> 11514,371383.0,25805.0,24515.0,6.95,6.6,52562.61,48930.1,45378.33,2858503.83,-2813125.5,,41.3,,9517.46,OpenDART,,0.0,False,0.0,OpenDART,,3.77,,,412962.0,,,34.95,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2.15,10.22,2025.0,11011.0,3,2,2,2,,,,,,보험업,보험업,2026-08-12,4.25,4,10,0,0,8,5,5,5,37,D,9
012450.KS,012450,한화에어로스페이스,596072,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,1164000.0,966350.0,1059283.3333333333,1217483.3333333333,1144295.0,1.722020982351579,1537000.0,-24.268054651919325,65.372670807452,33.49,-4.28,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,-38.13,15.96,45.29,23.0,5.19,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.6,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1659474.0,,,42.57,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,34.11,2025.0,11011.0,2,1,1,1,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-08-12,4.25,4,0,16,0,15,0,1,5,41,C,10
105560.KS,105560,KB금융,588781,,-,KOSPI,주권,KRX,166900.0,171140.0,164318.33333333334,159681.66666666666,147269.0,13.33002872294916,186200.0,-10.365198711063373,38.63134657835451,-7.28,7.26,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,18.98,6.51,79.29,9.0,1.03,9.98,1211.73,-4.52,5.87,15.41,11349 -> 12705 -> 15116,812307.0,85177.0,58407.0,10.49,7.19,42263.78,34879.06,290205.64,7370930.44,-7080724.8,2.62,27.0,4367.0,15777.74,OpenDART,14.1,1.0,False,4.0,OpenDART,,4.0,,,224889.0,,,34.74,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,0.47,15.41,2025.0,11011.0,17,16,16,15,8.0,0.94,8.91,12.5,9.57,기타 금융업,기타 금융업,2026-08-12,4.25,12,8,6,20,12,8,5,5,76,A,11
028260.KS,028260,삼성물산,579749,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,361000.0,335650.0,404591.6666666667,358941.6666666667,316542.5,14.04471753398043,535000.0,-32.52336448598131,49.46236559139487,1.98,-8.95,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,15.35,12.4,30.9,20.0,0.88,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.78,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,496667.0,,,37.58,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,1.3,9.45,2025.0,11011.0,1,0,0,0,,,,,,기타 전문 도매업,기타 전문 도매업,2026-08-12,4.25,4,8,6,10,8,8,5,5,54,C,12
000270.KS,000270,기아,529400,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,136200.0,134890.0,148481.66666666666,155542.5,145033.5,-6.090661812615706,206000.0,-33.88349514563107,36.24031007750955,-2.44,-18.93,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,-21.72,5.03,39.24,6.0,0.85,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,4.99,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,217800.0,,,59.91,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,-6.31,2025.0,11011.0,2,1,1,1,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-08-12,4.25,15,8,12,0,0,0,5,5,45,C,13
329180.KS,329180,HD현대중공업,520607,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,498500.0,480500.0,575858.3333333334,573791.6666666666,570085.0,-12.556899409737143,745000.0,-33.08724832214765,49.55947136563571,6.97,-22.11,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,124.28,179.12,13.69,16.0,5.43,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.14,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,865400.0,,,73.6,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,0.13,651.55,2025.0,11011.0,3,2,2,2,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-08-12,4.25,8,0,16,20,15,10,5,5,79,A,14
034020.KS,034020,두산에너빌리티,514370,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,81000.0,71090.0,86085.0,96741.66666666667,91319.0,-11.299948532068901,136400.0,-40.615835777126094,59.26892950389478,14.25,-26.9,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,-24.14,284.35,23.95,158.0,6.21,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,129375.0,,,59.72,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,,23.18,,,1,0,0,0,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-12,4.25,0,0,0,0,12,0,3,5,20,D,15
055550.KS,055550,신한지주,487289,,금융지주회사,KOSPI,주권,KRX,104700.0,104040.0,101115.0,98500.83333333333,91077.5,14.957042079547639,110000.0,-4.818181818181818,49.99999999997388,-1.69,10.09,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,15.39,5.95,62.2,8.0,0.83,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.47,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,30.85,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011,OpenDART,0.52,9.58,2025.0,11011,17,16,16,15,8.0,1.0,9.17,0.0,-17.0,기타 금융업,기타 금융업,2026-08-12,4.25,15,8,6,20,8,8,5,0,70,A,16
068270.KS,068270,셀트리온,469758,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,203000.0,184725.0,178150.48333333334,187850.05833333332,186788.51,8.679061683183827,236861.0,-14.295726185399877,72.92307692306122,17.48,12.8,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,148.85,65.74,24.76,27.0,2.37,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,275340.0,,,35.64,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,0.18,15.32,2025.0,11011.0,2,1,1,1,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-12,4.25,0,3,6,20,12,10,1,5,57,B,17
012330.KS,012330,현대모비스,452301,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,502000.0,484675.0,549866.6666666666,494791.6666666667,442752.5,13.381629691531952,768000.0,-34.63541666666667,43.88489208632799,7.73,-20.19,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,-8.74,7.12,37.42,11.0,0.85,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.29,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,737200.0,,,46.85,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,4.5,2025.0,11011.0,1,0,0,0,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-12,4.25,12,8,6,0,4,0,5,5,40,C,18
034730.KS,034730,SK,395139,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,549000.0,557675.0,624458.3333333334,504745.8333333333,411975.0,33.2605133806663,858000.0,-36.01398601398601,37.750556792871876,-2.31,9.15,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,,11.73,29.73,4.0,0.96,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.46,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,853692.0,,,55.5,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,17,16,16,15,8.0,0.97,9.17,-50.0,-1.03,기타 금융업,기타 금융업,2026-08-12,4.25,15,8,6,0,0,0,5,5,39,D,19
006400.KS,006400,삼성SDI,391242,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,486500.0,425150.0,495808.3333333333,494087.5,422342.5,15.19086996927849,712000.0,-31.67134831460674,53.037766830867845,13.8,-20.77,nxt_web_latest,NXT 체결가,2026-08-12 21:16 KST,,,-70.17,22.94,26.3,59.0,1.69,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.95,,,694842.0,,,42.82,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011,OpenDART,,,,,3,1,2,2,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-12,4.25,0,6,0,0,0,0,5,5,16,D,20
