yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
032830.KS,032830,삼성생명,594000,,"생명보험,부동산 임대",KOSPI,주권,KRX,297000.0,292800.0,356116.6666666667,302941.6666666667,248792.5,19.376588924505363,497000.0,-40.24144869215292,57.23684210525964,-7.19,-18.52,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,9.3,9.99,23.43,20.0,0.64,4.96,440.89,9.92,3.23,10.22,9477 -> 10534 -> 11514,371383.0,25805.0,24515.0,6.95,6.6,52562.61,48930.1,45378.33,2858503.83,-2813125.5,,41.3,,9517.46,OpenDART,,0.0,False,0.0,OpenDART,,3.77,,,412962.0,,,39.04,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2.15,10.22,2025.0,11011.0,3,2,2,2,,,,,,보험업,보험업,2026-08-20,4.25,4,10,0,0,8,5,3,5,35,D,11
105560.KS,105560,KB금융,567500,,-,KOSPI,주권,KRX,160300.0,168685.0,165288.33333333334,159622.5,148532.0,7.922871839064982,186200.0,-13.909774436090224,37.90849673200881,-8.45,0.19,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,18.98,6.51,79.31,9.0,0.96,9.98,1211.73,-4.52,5.87,15.41,11349 -> 12705 -> 15116,812307.0,85177.0,58407.0,10.49,7.19,37657.85,37625.36,9745.82,59179.04,-49433.22,2.72,27.0,4367.0,15777.74,OpenDART,14.1,0.0,False,2.0,OpenDART,,4.0,,,224889.0,,,40.29,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,OFS,11011,OpenDART,0.47,15.41,2025.0,11011,18,17,17,16,8.0,1.03,8.82,12.5,-6.8,기타 금융업,기타 금융업,2026-08-20,4.25,12,8,6,20,12,8,5,5,76,A,12
000270.KS,000270,기아,511831,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,131600.0,132605.0,146496.66666666666,154107.5,145542.5,-9.579676039644777,206000.0,-36.116504854368934,63.37662337660033,-10.35,-20.15,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,-21.72,5.03,39.32,6.0,0.83,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,5.17,34.9,6800.0,26424.99,OpenDART,24.78,0.0,False,3.0,OpenDART,,4.0,,,217800.0,,,65.5,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011,OpenDART,,-6.31,2025.0,11011,2,1,1,1,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-08-20,4.25,15,8,12,0,0,0,3,5,43,C,13
329180.KS,329180,HD현대중공업,499090,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,477000.0,486775.0,563258.3333333334,569816.6666666666,567615.0,-15.96416585185381,745000.0,-35.97315436241611,56.92695214105392,2.69,-29.85,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,124.28,179.12,13.69,16.0,5.43,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.19,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,865400.0,,,81.43,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,0.13,651.55,2025.0,11011.0,3,2,2,2,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-08-20,4.25,8,0,16,20,15,10,3,5,77,A,14
034020.KS,034020,두산에너빌리티,486185,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,76000.0,73590.0,83653.33333333333,95838.33333333333,91296.0,-16.754293725902556,136400.0,-44.28152492668622,72.88629737606354,9.83,-31.9,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,-24.14,284.35,23.95,158.0,6.21,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,129375.0,,,70.23,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,,23.18,,,1,0,0,0,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-20,4.25,0,0,0,0,12,0,1,5,18,D,15
055550.KS,055550,신한지주,474614,,금융지주회사,KOSPI,주권,KRX,100700.0,104060.0,101991.66666666667,98660.0,91864.5,9.617969944864448,110000.0,-8.454545454545455,50.570342205296285,-3.64,2.55,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,15.39,5.95,62.2,8.0,0.83,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.57,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,36.05,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.52,9.58,2025.0,11011.0,18,17,17,16,8.0,1.03,9.04,0.0,-19.42,기타 금융업,기타 금융업,2026-08-20,4.25,15,8,6,20,8,8,5,0,70,A,16
012330.KS,012330,현대모비스,460014,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,505000.0,492450.0,543950.0,497916.6666666667,448007.5,12.721327209923942,768000.0,-34.24479166666667,64.90384615384178,-1.56,-21.83,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,-8.74,7.12,37.57,11.0,0.9,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.29,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,737200.0,,,45.98,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,,4.5,2025.0,11011.0,1,0,0,0,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-20,4.25,12,8,6,0,4,0,3,5,38,D,17
068270.KS,068270,셀트리온,451509,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,194100.0,190770.0,179767.41666666666,186413.825,187523.805,3.5068587692106648,236861.0,-18.053204199931606,53.90476190474753,14.11,2.48,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,148.85,65.74,25.53,29.0,2.55,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,275338.0,,,41.85,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.19,15.32,2025.0,11011.0,2,1,1,1,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-20,4.25,0,3,6,20,12,10,5,5,61,B,18
034730.KS,034730,SK,411815,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,572000.0,550625.0,625358.3333333334,512987.5,420325.0,36.08517218818771,858000.0,-33.33333333333333,63.686382393395064,-8.33,-10.9,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,,11.73,29.92,4.0,1.03,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.4,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,849818.0,,,48.57,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,18,17,17,16,8.0,0.96,9.04,-50.0,7.29,기타 금융업,기타 금융업,2026-08-20,4.25,15,8,6,0,0,0,3,5,37,D,19
006400.KS,006400,삼성SDI,402524,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,498500.0,442775.0,486550.0,498087.5,427942.5,16.48761223762538,712000.0,-29.985955056179776,76.90839694656077,18.97,-22.95,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,-70.17,22.94,26.3,59.0,1.69,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.95,,,694842.0,,,39.39,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,,3,1,2,2,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-20,4.25,0,6,0,0,0,0,1,5,12,D,20
035420.KS,035420,NAVER,344565,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,222500.0,215285.0,215923.33333333334,214566.66666666666,230227.5,-3.356462629355746,290500.0,-23.407917383820998,61.946050096330765,13.0,9.61,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,3.89,24.18,35.17,17.0,1.06,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.18,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,330565.0,,,48.57,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,4.37,41.51,2025.0,11011.0,2,1,1,1,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-08-20,4.25,8,8,6,0,15,2,3,5,47,C,21
086790.KS,086790,하나금융지주,338569,,기타 금융,KOSPI,주권,KRX,123900.0,128480.0,124408.33333333333,120794.16666666667,111937.5,10.68676716917923,136800.0,-9.429824561403509,48.12499999997894,-5.85,1.47,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,9.62,4.94,68.26,8.0,0.76,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,3.31,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,164737.0,,,32.96,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.83,10.23,2025.0,11011.0,18,17,17,16,8.0,1.03,8.82,0.0,-26.21,기타 금융업,기타 금융업,2026-08-20,4.25,15,10,6,16,8,5,5,0,65,B,22
066570.KS,066570,LG전자,329841,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,202000.0,181065.0,209485.0,172887.5,142321.0,41.93267332298115,392500.0,-48.53503184713376,74.05119152691053,10.56,-14.77,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,161.86,28.06,28.72,16.0,1.44,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.67,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,230000.0,,,13.86,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.1,16.18,2025.0,11011.0,2,1,1,1,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-20,4.25,8,6,0,20,12,10,1,3,60,B,23
010120.KS,010120,LS ELECTRIC,298800,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,199900.0,197575.0,216426.66666666666,207224.16666666666,165352.5,20.893243222811872,318500.0,-37.237048665620094,70.98712446351078,4.88,-28.86,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,20.11,26.34,18.31,56.0,14.6,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,300000.0,,,50.08,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2.78,17.98,2025.0,11011.0,4,3,3,3,28.0,11.24,29.21,100.0,29.89,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-20,4.25,0,0,12,0,12,8,1,5,38,D,24
000810.KS,000810,삼성화재,277707,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,616000.0,626250.0,638566.6666666666,562595.8333333334,536300.0,14.861085213499905,730000.0,-15.616438356164384,51.26582278480558,-2.22,8.26,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,-0.74,9.42,58.06,14.0,1.11,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,3.17,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.87,,,736667.0,,,19.59,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,6.39,2025.0,11011.0,3,2,2,2,,,,,,보험업,보험업,2026-08-20,4.25,8,8,12,0,4,0,5,5,42,C,25
042660.KS,042660,한화오션,271175,,선박 제조,KOSPI,주권,KRX,88800.0,87835.0,99768.33333333333,113267.5,118874.5,-25.29937034435476,149900.0,-40.76050700466978,60.26785714283831,5.84,-27.33,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,135.85,27.59,9.97,14.0,4.05,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,4.0,,,141050.0,,,58.84,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.1,131.76,,,3,2,2,2,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-08-20,4.25,8,0,20,20,15,10,3,5,81,A,26
267260.KS,267260,HD현대일렉트릭,268911,,"변압기, 고압차단기, 회전기, 배전반 등",KOSPI,주권,KRX,747000.0,743700.0,887200.0,974691.6666666666,928765.0,-19.570612587683645,1420000.0,-47.394366197183096,71.96765498652019,-6.04,-36.32,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,46.07,25.65,34.49,28.0,13.02,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,0.0,False,3.0,OpenDART,,4.0,,,1193929.0,,,59.83,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,0.61,68.14,2025.0,11011.0,4,3,3,3,35.0,11.24,24.41,-20.0,15.84,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-20,4.25,0,0,20,20,15,10,1,3,69,B,27
