yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,148434,우량기업부,바이오시밀러 및 바이오베터,KOSDAQ,주권,KRX,275000.0,231585.4,258099.46666666667,271250.68333333335,308061.295,-10.732050905648496,430123.0,-36.064800068817526,68.19249059173823,5.9,4.96,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,124.86,282.65,14.84,72.0,38.54,39.42,53.76,109.82,320.87,,901 -> 2026,2159.0,1069.0,1452.0,49.51,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.13,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,537500.0,,,95.45,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011,OpenDART,0.58,,2025.0,11011,,16.96,-31.49,10,1,9,9,,127.24,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-05,4.25,0,0,20,20,0,10,1,5,56,B,1
086520.KQ,086520,에코프로,111743,중견기업부,"환경소재,화학필터,이차전지소재등",KOSDAQ,주권,KRX,81900.0,78630.0,105295.0,130343.33333333333,117879.0,-30.52197592446492,185000.0,-55.729729729729726,46.79186228480978,-2.96,-47.16,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,,336.78,19.6,171.24,4.77,-8.39,117.92,9.11,,,-,34130.0,2138.0,-1055.0,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.18,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,,,,2,1,1,1,,,기타 금융업,기타 금융업,2026-08-05,4.25,0,0,0,0,0,0,5,3,8,D,2
247540.KQ,247540,에코프로비엠,99493,중견기업부,양극활물질,KOSDAQ,주권,KRX,100800.0,108065.0,153008.33333333334,178535.0,172627.0,-41.608207290864115,246000.0,-59.02439024390244,38.7058823529348,-16.14,-57.56,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,,364.17,14.8,522.0,5.57,2.29,142.16,-8.5,,,-,25316.0,1433.0,916.0,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.1,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.87,,,190800.0,,,89.29,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011,OpenDART,,,2025.0,11011,,,,2,1,1,1,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-05,4.25,0,0,0,0,0,0,5,3,8,D,3
277810.KQ,277810,레인보우로보틱스,93895,기술성장기업부,"협동로봇, 천문마운트시스템, 이족보행로봇 등",KOSDAQ,주권,KRX,473000.0,430975.0,574658.3333333334,620804.1666666666,556637.5,-15.025487862387997,880000.0,-46.25,55.304518664045624,2.94,-39.67,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,-33.64,3949.62,5.31,,58.46,1.07,7.08,76.68,,,110 -> 73,341.0,-25.0,14.0,-7.33,4.11,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,915000.0,,,93.45,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,,27.5,6.41,8.9,20,16,19,19,,812.01,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-05,4.25,0,0,0,0,0,0,3,3,6,D,4
036930.KQ,036930,주성엔지니어링,66421,우량기업부,LP CVD,KOSDAQ,주권,KRX,142900.0,156555.0,183490.0,129393.33333333333,90089.5,58.6200389612552,250500.0,-42.95409181636727,31.499999999997556,-18.62,2.88,daily_close,NXT 미확인,2026-08-05 22:26 KST,,,-66.22,32.8,8.47,887.5,9.95,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3107.0,313.0,357.0,10.07,11.49,-306.78,,1643.84,2974.36,-1330.52,0.04,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.0,,,190000.0,,,32.96,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,3.49,2025.0,11011.0,27.0,6.41,8.9,20,15,19,19,3187.04,55.23,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-05,4.25,0,0,6,0,4,0,3,5,18,D,5
058470.KQ,058470,리노공업,50985,우량기업부,"리노핀, 반도체 소켓 등",KOSDAQ,주권,KRX,66100.0,68180.0,85878.33333333333,97711.66666666667,84429.0,-21.709365265489346,127000.0,-47.952755905511815,39.38223938222874,-8.07,-41.3,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,34.19,27.95,32.83,26.0,6.88,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.0,1770.0,1520.0,47.52,40.81,1794.69,1192.33,852.03,607.09,244.94,1.21,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,136000.0,,,105.75,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,OFS,11011.0,OpenDART,0.76,17.07,2025.0,11011.0,16.79,3.45,9.15,9,6,8,8,54.85,99.42,전자부품 제조업,전자부품 제조업,2026-08-05,4.25,0,0,20,16,12,10,5,3,66,B,6
240810.KQ,240810,원익IPS,47954,우량기업부,반도체 제조용 기계,KOSDAQ,주권,KRX,97700.0,108255.0,126081.66666666667,123100.0,101829.0,-4.054837030708344,183300.0,-46.699399890889254,29.874776386400555,-13.31,-26.49,daily_close,NXT 미확인,2026-08-05 22:26 KST,,,304.73,46.26,13.97,30.0,5.25,9.05,20.06,21.6,596.23,,423 -> 1712,9098.0,738.0,840.0,8.11,9.23,1566.07,1245.35,1072.74,1946.21,-873.47,0.2,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.83,,,176833.0,,,81.0,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,0.1,,2025.0,11011.0,27.0,6.8,7.42,20,15,19,19,11.11,-22.79,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-05,4.25,0,0,6,20,0,10,3,3,42,C,7
028300.KQ,028300,HLB,46486,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,34600.0,33280.0,44571.666666666664,49565.0,49596.5,-30.237012692427896,92500.0,-62.5945945945946,50.5291005290631,-33.08,-40.55,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,,,19.36,,11.18,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-05,2025.0,CFS,11011,OpenDART,,,,,,,,3,2,2,2,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-05,4.25,0,0,0,0,0,0,5,1,6,D,8
298380.KQ,298380,에이비엘바이오,44901,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,80100.0,73585.0,94363.33333333333,132215.0,146141.5,-45.190106848499575,245500.0,-67.37270875763748,50.92402464064244,-14.7,-38.43,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,,,13.69,-68.0,21.33,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,220000.0,,,174.66,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,,,9.81,-9.41,8,2,7,7,,117.43,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-05,4.25,0,0,0,0,0,0,5,1,6,D,9
141080.KQ,141080,리가켐바이오,40536,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,109000.0,101245.0,133331.66666666666,161445.0,164518.0,-33.74585151776705,213500.0,-48.94613583138173,49.11452184178645,-19.97,-41.74,nxt_web_latest,NXT 체결가,2026-08-05 22:16 KST,,,,483.55,11.47,-57.0,7.13,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,224000.0,,,105.5,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,,,23.09,-31.49,10,2,9,9,,-69.12,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-05,4.25,0,0,0,0,0,0,5,3,8,D,10
