yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
085660.KQ,085660,차바이오텍,9743,10480.0,15052.65,-30.377707579728487,23850.0,-56.05870020964361,40.78624078610049,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,8.31,,1.89,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,,,,,,,,2026-06-26,4.25,0,3,0,0,0,0,5,3,11,D,63
397030.KQ,397030,에이프릴바이오,9002,39000.0,47972.5,-18.703423836573034,73300.0,-46.793997271487044,45.4054054053825,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,17.75,11.2,-112.0,9.17,-10.39,0.83,-92.0,-143.2,,-,22.0,-73.0,-97.0,-331.82,-440.91,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,5,3,8,D,64
347700.KQ,347700,스피어,8916,17240.0,25820.35,-33.23095930148119,53100.0,-67.53295668549906,33.40800896106224,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,-98.98,1590.82,9.65,19.68,8.03,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,,,,,,,,2026-06-26,4.25,4,0,0,0,0,0,3,1,8,D,65
099320.KQ,099320,쎄트렉아이,8739,79600.0,116498.75,-31.67308662110109,214000.0,-62.80373831775701,28.592814371251478,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,93.35,37.02,11.69,52.0,3.54,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,,,,,,0.56,-45.98,2026-06-26,4.25,0,0,6,20,0,10,3,1,40,C,66
083450.KQ,083450,GST,8698,47200.0,33343.05,41.55873562856426,66500.0,-29.022556390977446,50.37593984960639,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,0.82,8.6,22.25,15.83,2.73,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,,,,,,19.3,13.24,2026-06-26,4.25,8,3,16,0,8,2,5,5,47,C,67
388210.KQ,388210,씨엠티엑스,8631,89300.0,122939.0,-27.36235043395505,164400.0,-45.681265206812654,46.76375404529685,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,247.81,,7.15,13.0,4.44,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,,,,,,0.05,,2026-06-26,4.25,8,0,0,20,0,10,5,3,46,C,68
074600.KQ,074600,원익QnC,8569,32750.0,27940.6,17.21294460390973,42150.0,-22.301304863582445,54.5454545454293,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,-55.74,18.02,11.79,36.67,1.68,4.73,170.93,5.84,-34.22,-23.19,1451 -> 1934 -> 856,9436.0,596.0,10.0,6.32,0.11,,,,,,,-23.19,2026-06-26,4.25,0,6,0,0,0,0,5,5,16,D,69
161580.KQ,161580,필옵틱스,8134,34550.0,43471.5,-20.522641270717596,63000.0,-45.15873015873016,43.258426966269454,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,19.45,0.03,,7.61,-14.67,100.09,-74.84,-352.9,,-,1034.0,-349.0,-264.0,-33.75,-25.53,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,5,3,8,D,70
090360.KQ,090360,로보스타,8063,83000.0,72608.75,14.311291683164908,158800.0,-47.73299748110831,21.363173957270604,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,219.72,257.62,3.86,,9.18,-5.82,25.72,-15.04,-5800.0,,71 -> 227,757.0,-57.0,-52.0,-7.53,-6.87,,,,,,,,2026-06-26,4.25,0,0,0,0,0,10,1,3,14,D,71
137400.KQ,137400,피엔티,7948,33600.0,44392.25,-24.31111286316868,68000.0,-50.588235294117645,36.338028168985424,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,-47.64,12.61,6.88,10.12,1.18,11.37,146.08,-28.03,-41.71,1.45,2808 -> 5519 -> 2890,7449.0,956.0,695.0,12.83,9.33,,,,,,,1.45,2026-06-26,4.25,12,8,12,0,0,0,5,3,40,C,72
388720.KQ,388720,유일로보틱스,7905,66700.0,91284.0,-26.93133517374348,150700.0,-55.739880557398806,24.85875706213706,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,15.0,,8.46,-26.71,20.64,4.83,-3250.0,,-,369.0,-126.0,-247.0,-34.15,-66.94,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,1,3,4,D,73
056190.KQ,056190,SFA,7899,22350.0,26667.5,-16.190119058779413,35650.0,-37.30715287517531,44.392523364427895,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,37.83,21.28,12.9,15.71,0.68,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,,,,,,0.42,,2026-06-26,4.25,8,10,6,20,0,10,5,5,64,B,74
065350.KQ,065350,신성델타테크,7722,27900.0,57382.0,-51.37848105677739,121700.0,-77.0747740345111,25.35211267603968,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,73.25,81.02,3.69,33.77,3.03,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,,,,,,0.46,,2026-06-26,4.25,0,0,6,20,0,10,3,1,40,C,75
086450.KQ,086450,동국제약,7702,17000.0,19606.5,-13.294060643154056,29900.0,-43.1438127090301,53.02096177549417,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,7.91,13.15,16.63,10.33,1.13,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,,,,,,1.31,18.31,2026-06-26,4.25,12,8,12,10,12,5,5,5,69,B,76
032500.KQ,032500,케이엠더블유,7624,18050.0,20502.45,-11.961741157764076,38200.0,-52.74869109947644,16.0537069468637,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,7.09,,5.38,-19.66,87.99,11.56,,,-,975.0,-238.0,-270.0,-24.41,-27.69,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,1,3,4,D,77
189300.KQ,189300,인텔리안테크,7548,70400.0,87583.5,-19.619563045550816,172400.0,-59.164733178654295,23.076923076917296,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,26.36,108.68,26.0,20.0,2.57,2.81,86.45,23.97,,,550 -> 695,3196.0,120.0,75.0,3.75,2.35,,,,,,0.76,,2026-06-26,4.25,4,3,0,16,0,8,1,3,35,D,78
213420.KQ,213420,덕산네오룩스,7536,30350.0,42736.0,-28.982590789966306,55800.0,-45.60931899641577,46.5994962216296,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,16.22,20.99,12.65,10.0,1.59,12.5,51.8,62.18,15.62,21.88,1442 -> 1843 -> 2142,3443.0,607.0,540.0,17.63,15.68,,,,,,0.62,21.88,2026-06-26,4.25,12,6,12,20,12,8,5,3,78,A,79
356860.KQ,356860,티엘비,7531,77200.0,65743.125,17.426727129262567,125061.0,-38.27012417940045,35.090909090900155,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,426.36,58.72,16.93,20.0,5.58,15.99,95.41,43.61,664.71,175.07,256 -> 368 -> 1937,2585.0,260.0,190.0,10.06,7.35,,,,,,0.05,175.07,2026-06-26,4.25,4,0,16,20,15,10,5,5,75,A,80
115180.KQ,115180,큐리언트,7385,19660.0,28517.5,-31.05987551503463,50900.0,-61.37524557956778,38.78822197052418,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,5.98,,26.75,-71.44,58.18,-23.91,,,-,70.0,-298.0,-313.0,-425.71,-447.14,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,5,1,6,D,81
328130.KQ,328130,루닛,7356,10020.0,18233.265,-45.04549788532114,39280.0,-74.4908350305499,22.580645161252562,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,12.04,,4.96,-31.57,169.16,53.32,,,-,831.0,-831.0,-474.0,-100.0,-57.04,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,1,1,2,D,82
122870.KQ,122870,와이지엔터테인먼트,7308,39000.0,67527.75,-42.245965547497136,107400.0,-63.687150837988824,47.00665188467148,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,99.19,32.29,12.29,13.0,1.41,7.41,28.88,49.47,,-22.48,3285 -> 991 -> 1974,5454.0,713.0,537.0,13.07,9.85,,,,,,0.13,-22.48,2026-06-26,4.25,8,6,6,20,0,10,5,1,56,B,83
036830.KQ,036830,솔브레인홀딩스,7299,35600.0,47218.75,-24.606221045665123,81400.0,-56.26535626535627,39.029535864955854,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,731.47,8.24,7.12,1.5,0.41,32.06,36.52,28.34,-72.01,131.39,4342 -> 2796 -> 23248,5566.0,89.0,4956.0,1.6,89.04,,,,,,0.0,131.39,2026-06-26,4.25,15,10,20,0,15,10,5,3,78,A,84
466100.KQ,466100,클로봇,7294,28700.0,47735.05,-39.87646394001892,75700.0,-62.08718626155878,31.210191082783993,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,5.75,,12.28,-3.58,20.84,23.95,,,-,414.0,-32.0,-22.0,-7.73,-5.31,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,3,1,4,D,85
122640.KQ,122640,예스티,7123,33000.0,22030.75,49.79063354629325,39850.0,-17.189460476787954,62.56157635465823,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,19.2,6.65,750.0,5.06,-0.45,66.45,-12.99,-66.37,,-,871.0,38.0,7.0,4.36,0.8,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,3,5,8,D,86
376900.KQ,376900,로킷헬스케어,7063,44300.0,62227.1,-28.809152282526423,147900.0,-70.0473292765382,47.26100966701049,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,2.99,,65.15,8.69,376.27,100.0,,,-,262.0,5.0,-28.0,1.91,-10.69,,,,,,,,2026-06-26,4.25,0,0,6,0,0,0,5,1,12,D,87
241710.KQ,241710,코스메카코리아,7059,66300.0,74330.5,-10.803775031783722,103000.0,-35.631067961165044,48.148148148123184,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,6.16,15.61,22.7,10.0,2.78,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,,,,,,1.62,42.68,2026-06-26,4.25,12,3,16,5,15,5,5,5,66,B,88
053610.KQ,053610,프로텍,6696,74300.0,50304.0,47.70197201017812,96400.0,-22.925311203319502,57.706766917278046,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,119.74,14.45,6.14,13.4,1.85,14.59,25.06,35.35,245.52,52.02,1874 -> 1971 -> 4331,2305.0,463.0,354.0,20.09,15.36,,,,,,0.11,52.02,2026-06-26,4.25,8,3,12,20,15,10,3,5,76,A,89
035760.KQ,035760,CJ ENM,6688,30400.0,60878.75,-50.06467774059092,86300.0,-64.77404403244495,24.291497975680954,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,48.02,26.8,12.0,0.22,1.06,151.51,-1.85,27.18,,-,51345.0,1329.0,170.0,2.59,0.33,,,,,,,,2026-06-26,4.25,12,10,0,0,0,0,1,1,24,D,90
445680.KQ,445680,큐리옥스바이오시스템즈,6666,38450.0,87739.75,-56.177217281790746,139600.0,-72.4570200573066,13.70604147880627,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,10.16,,12.83,-53.58,47.75,13.04,,,-,52.0,-123.0,-272.0,-236.54,-523.08,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,1,1,2,D,91
014620.KQ,014620,성광벤드,6665,25050.0,32542.0,-23.02255546678139,48300.0,-48.13664596273292,42.285714285680456,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,-11.68,15.11,35.1,14.0,1.21,6.45,7.42,7.91,0.0,-3.72,1370 -> 1438 -> 1270,2457.0,420.0,344.0,17.09,14.0,,,,,,,-3.72,2026-06-26,4.25,8,6,6,0,0,0,5,3,28,D,92
033100.KQ,033100,제룡전기,6649,41550.0,45665.75,-9.012772154185576,97800.0,-57.515337423312886,37.69531249997939,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,-26.55,8.18,4.43,12.78,2.89,26.93,11.52,-14.73,-31.49,2.04,3510 -> 4976 -> 3655,2240.0,670.0,587.0,29.91,26.21,,,,,,,2.04,2026-06-26,4.25,8,3,20,0,0,0,5,3,39,D,93
032190.KQ,032190,다우데이타,6426,16940.0,20634.95,-17.906270671845586,30600.0,-44.640522875817,41.379310344744354,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,33.17,4.63,13.11,2.54,0.38,14.75,984.54,48.75,32.67,85.51,1660 -> 4290 -> 5713,180520.0,15999.0,11997.0,8.86,6.65,,,,,,0.08,85.51,2026-06-26,4.25,15,10,12,20,15,10,5,5,92,S,94
094170.KQ,094170,동운아나텍,6262,29650.0,29074.95,1.9778193943583715,55100.0,-46.18874773139746,38.59223300968251,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,-95.87,205.9,5.0,110.52,9.06,1.45,58.81,-7.74,-86.29,-80.54,1294 -> 1187 -> 49,1276.0,24.0,10.0,1.88,0.78,,,,,,,-80.54,2026-06-26,4.25,0,0,0,0,0,0,5,3,8,D,95
046890.KQ,046890,서울반도체,6256,10740.0,8933.5,20.22163765601388,18280.0,-41.2472647702407,43.64723467853348,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,12.1,,0.95,-7.95,76.14,-7.06,,,-,10135.0,-315.0,-600.0,-3.11,-5.92,,,,,,,,2026-06-26,4.25,0,8,0,0,0,0,5,5,18,D,96
358570.KQ,358570,지아이이노베이션,6233,9800.0,15586.9,-37.12668972021377,24000.0,-59.166666666666664,44.90909090903375,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,5.92,,5.78,-48.28,9.41,,,,-,,-407.0,-351.0,,,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,5,3,8,D,97
293490.KQ,293490,카카오게임즈,6222,6970.0,13979.6,-50.141634953789804,23500.0,-70.3404255319149,33.037300177537745,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,5.84,,0.54,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,,,,,,,,2026-06-26,4.25,0,10,0,0,0,0,3,1,14,D,98
102710.KQ,102710,이엔에프테크놀로지,6200,43400.0,50495.25,-14.051321658967922,62700.0,-30.78149920255183,57.63888888886087,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,66.9,10.32,23.09,10.89,1.33,12.29,66.47,15.2,31.7,,2178 -> 3635,6709.0,781.0,503.0,11.64,7.5,,,,,,0.16,,2026-06-26,4.25,12,6,12,20,0,10,3,5,68,B,99
295310.KQ,295310,에이치브이엠,6179,52200.0,63498.0,-17.79268638382311,133000.0,-60.75187969924812,20.61994609164033,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,55.59,8.29,39.58,6.45,16.14,92.29,47.45,,,-,665.0,58.0,126.0,8.72,18.95,,,,,,,,2026-06-26,4.25,0,0,16,0,0,0,1,1,18,D,100
