yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
083650.KQ,083650,비에이치아이,15162,49100.0,68095.25,-27.895117500853583,109500.0,-55.15981735159817,40.816326530602524,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,232.86,26.53,13.66,18.0,8.29,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,,,,,,0.08,180.92,2026-06-26,4.25,8,0,20,20,15,10,5,3,81,A,47
096530.KQ,096530,씨젠,14623,28000.0,25664.0,9.102244389027431,35150.0,-20.34139402560455,52.8138528137888,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,7007.69,906.71,18.21,22.28,1.25,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,,,,,,0.0,,2026-06-26,4.25,4,6,0,0,0,10,5,5,30,D,48
0009K0.KQ,0009K0,에임드바이오,14518,22600.0,47443.5,-52.36439132863301,72500.0,-68.82758620689656,47.09677419350585,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,626.65,1.96,325.36,7.57,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,,,,,,,,2026-06-26,4.25,0,0,6,0,0,0,5,1,12,D,49
078600.KQ,078600,대주전자재료,13793,87800.0,95409.0,-7.975138613757612,182800.0,-51.969365426695845,35.69444444443751,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,-43.95,667.76,15.9,134.82,5.24,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,,,,,,,444.67,2026-06-26,4.25,0,0,6,0,15,0,5,3,29,D,50
039200.KQ,039200,오스코텍,13447,35100.0,47760.5,-26.508307073837166,62000.0,-43.38709677419355,34.383954154700206,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,5847.83,547.23,12.92,24.21,7.52,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,,,,,,0.0,,2026-06-26,4.25,4,0,20,0,0,10,3,5,42,C,51
458870.KQ,458870,씨어스,12255,32750.0,38512.475,-14.962619255189386,63034.0,-48.04391280896024,60.570071258867074,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,102.08,5.53,21.0,22.64,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,,,,,,,,2026-06-26,4.25,4,0,20,0,0,0,3,3,30,D,52
323280.KQ,323280,태성,12154,40000.0,50384.75,-20.61089913118553,89700.0,-55.406911928651056,39.315068493135605,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,103.42,4.61,,9.49,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,5,3,8,D,53
127120.KQ,127120,제이에스링크,12142,35150.0,28425.0,23.658751099384347,48900.0,-28.118609406952967,57.26141078834847,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,2.07,,13.49,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,3,5,8,D,54
060370.KQ,060370,LS마린솔루션,12041,23100.0,29530.25,-21.77512889325353,50100.0,-53.89221556886228,31.95488721801148,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,-51.36,69.69,2.87,89.34,1.87,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,,,,,,,-28.93,2026-06-26,4.25,0,3,0,0,0,0,3,3,9,D,55
166090.KQ,166090,하나머티리얼즈,11609,58400.0,54036.75,8.074597380486429,81100.0,-27.990135635018497,52.02429149796097,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,20.8,21.83,22.58,23.28,2.33,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,,,,,,1.12,5.86,2026-06-26,4.25,4,3,6,10,4,8,5,5,45,C,56
476830.KQ,476830,알지노믹스,11356,82400.0,131284.5,-37.23554570417681,236000.0,-65.08474576271186,45.72591587516092,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,11.3,,21.94,604.61,6.72,7800.0,,,-,79.0,-146.0,-1038.0,-184.81,-1313.92,,,,,,,,2026-06-26,4.25,0,0,20,0,0,0,5,1,26,D,57
101490.KQ,101490,에스앤에스텍,10944,51300.0,68599.75,-25.218386364381796,105100.0,-51.18934348239772,43.63636363634142,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,91.27,24.46,14.47,18.26,3.33,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,,,,,,0.2,50.19,2026-06-26,4.25,4,0,20,20,15,10,5,3,77,A,58
195940.KQ,195940,HK이노엔,10807,38200.0,49170.25,-22.310746843874092,57600.0,-33.68055555555556,46.718146718096214,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,22.91,20.56,14.29,12.0,0.81,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,,,,,,0.52,26.83,2026-06-26,4.25,12,8,6,20,15,8,5,5,79,A,59
475830.KQ,475830,오름테라퓨틱,10707,49000.0,78807.5,-37.82317672810329,143700.0,-65.90118302018094,44.83394833947182,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,,8.16,,9.42,-33.22,29.37,,,,-,,-518.0,-420.0,,,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,5,1,6,D,60
437730.KQ,437730,삼현,10320,32550.0,44976.35,-27.628631491884065,73200.0,-55.5327868852459,37.254901960770674,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,19.27,100.86,1.91,191.47,8.12,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,,,,,,9.94,-5.72,2026-06-26,4.25,0,0,6,0,0,8,5,3,22,D,61
204270.KQ,204270,제이앤티씨,10111,17680.0,20676.4,-14.4918844673154,31250.0,-43.424,53.55932203385594,nxt_web_latest,NXT 체결가,2026-06-26 17:41 KST,,,,39.18,2.69,,4.14,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,5,5,10,D,62
