yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dart_source,dart_year,dart_fs_div,dart_report_code,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
041510.KQ,041510,에스엠,17079,74700.0,106097.0,-29.592731179957966,153000.0,-51.17647058823529,51.32382892055563,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,1844.22,43.74,32.94,12.0,1.71,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,OpenDART,2025,CFS,11011,0.01,103.18,2026-06-29,4.25,12,6,20,20,15,10,5,3,91,S,45
140860.KQ,140860,파크시스템스,17015,243500.0,254400.0,-4.284591194968553,339500.0,-28.276877761413843,48.00838574423198,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-19.61,42.01,36.15,32.0,7.37,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,OpenDART,2025,CFS,11011,,18.19,2026-06-29,4.25,0,0,16,0,12,0,5,5,38,D,46
218410.KQ,218410,RFHIC,16887,64300.0,55498.25,15.859509083619756,112500.0,-42.84444444444445,34.58149779734616,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,11.66,23.8,27.03,38.0,4.46,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,OpenDART,2025,CFS,11011,3.26,28.82,2026-06-29,4.25,0,0,6,0,15,5,3,5,34,D,47
0009K0.KQ,0009K0,에임드바이오,16846,26050.0,47353.75,-44.98851727687881,72500.0,-64.06896551724138,50.75075075070808,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,626.65,1.84,377.54,8.78,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,6,0,0,0,5,1,12,D,48
007390.KQ,007390,네이처셀,15947,24700.0,22475.5,9.897443883339637,37800.0,-34.65608465608466,35.22388059698548,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,1126.55,8.87,,25.28,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,5,10,D,49
096530.KQ,096530,씨젠,15902,30150.0,25686.5,17.37683218811438,35150.0,-14.224751066856332,55.144032921747154,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,7007.69,906.71,18.17,24.22,1.36,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,OpenDART,2025,CFS,11011,0.0,,2026-06-29,4.25,4,6,0,0,0,10,3,5,28,D,50
078600.KQ,078600,대주전자재료,15440,99100.0,95554.5,3.7104479642507684,182800.0,-45.78774617067834,40.411840411833126,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-43.95,667.76,16.62,150.92,5.86,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,OpenDART,2025,CFS,11011,,444.67,2026-06-29,4.25,0,0,6,0,15,0,5,3,29,D,51
039200.KQ,039200,오스코텍,14786,38050.0,47770.0,-20.347498429976973,62000.0,-38.62903225806452,48.10126582275072,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,5847.83,547.23,12.89,26.62,8.27,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,OpenDART,2025,CFS,11011,0.0,,2026-06-29,4.25,0,0,20,0,0,10,5,5,40,C,52
458870.KQ,458870,씨어스,14348,40100.0,38619.265,3.8341874191546643,63034.0,-36.383539042421546,68.13819577731462,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,102.08,5.31,24.0,26.51,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,4,0,20,0,0,0,1,5,30,D,53
060370.KQ,060370,LS마린솔루션,13686,26500.0,29546.25,-10.310107035579811,50100.0,-47.1057884231537,40.849673202577,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-51.36,69.69,2.94,101.55,2.13,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,OpenDART,2025,CFS,11011,,-28.93,2026-06-29,4.25,0,3,0,0,0,0,5,3,11,D,54
475830.KQ,475830,오름테라퓨틱,13509,61700.0,78990.0,-21.88884668945436,143700.0,-57.06332637439109,49.74789915965216,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,8.26,,11.88,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,3,8,D,55
323280.KQ,323280,태성,13284,43500.0,50460.25,-13.79353055127551,89700.0,-51.50501672240802,39.97289972898212,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,103.42,5.14,,10.37,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,3,8,D,56
127120.KQ,127120,제이에스링크,12576,35950.0,28515.0,26.0739961423812,48900.0,-26.482617586912067,53.707865168505535,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,1.98,,13.97,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,5,10,D,57
166090.KQ,166090,하나머티리얼즈,12242,62400.0,54211.5,15.104728701474778,81100.0,-23.05795314426634,48.590021691959215,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,20.8,21.83,22.64,24.54,2.46,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,OpenDART,2025,CFS,11011,1.18,5.86,2026-06-29,4.25,4,3,6,10,4,8,5,5,45,C,58
195940.KQ,195940,HK이노엔,12125,42600.0,49143.75,-13.315528424265546,57600.0,-26.041666666666668,55.48387096769183,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,22.91,20.56,14.18,13.0,0.91,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,OpenDART,2025,OFS,11011,0.57,26.83,2026-06-29,4.25,8,8,6,20,15,8,3,5,73,A,59
101490.KQ,101490,에스앤에스텍,11798,55300.0,68604.75,-19.393336467227122,105100.0,-47.38344433872502,36.21399176952646,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,91.27,24.46,14.71,19.69,3.62,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,OpenDART,2025,CFS,11011,0.22,50.19,2026-06-29,4.25,4,0,20,20,15,10,5,3,77,A,60
437730.KQ,437730,삼현,11335,36400.0,45083.85,-19.261553749291597,73200.0,-50.27322404371585,33.7016574585505,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,19.27,100.86,2.29,210.29,8.92,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,OpenDART,2025,CFS,11011,10.91,-5.72,2026-06-29,4.25,0,0,6,0,0,8,3,3,20,D,61
085660.KQ,085660,차바이오텍,10794,11670.0,15058.8,-22.50378516216431,23850.0,-51.069182389937104,49.99999999985477,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,8.37,,2.1,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,3,0,0,0,0,5,3,11,D,62
204270.KQ,204270,제이앤티씨,10586,18380.0,20678.85,-11.116914141743854,31250.0,-41.184,54.884742041670236,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,39.18,2.71,,4.34,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,5,10,D,63
347700.KQ,347700,스피어,10488,20400.0,25863.8,-21.125279347968974,53100.0,-61.5819209039548,39.724211084578194,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-98.98,1590.82,10.44,23.15,9.44,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,4,0,0,0,0,0,5,1,10,D,64
397030.KQ,397030,에이프릴바이오,9974,42900.0,48072.5,-10.759789900670862,73300.0,-41.47339699863574,51.82829888709934,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,17.75,10.93,-124.0,10.16,-10.39,0.83,-92.0,-143.2,,-,22.0,-73.0,-97.0,-331.82,-440.91,-33.42,-33.84,70.73,8.04,62.69,OpenDART,2025,OFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,5,10,D,65
099320.KQ,099320,쎄트렉아이,9845,89800.0,116694.75,-23.04709509210997,214000.0,-58.03738317757009,34.56790123456126,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,93.35,37.02,12.12,58.0,3.99,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,OpenDART,2025,CFS,11011,0.62,-45.98,2026-06-29,4.25,0,0,6,20,0,10,3,3,42,C,66
083450.KQ,083450,GST,9565,52500.0,33502.05,56.70682838811355,66500.0,-21.052631578947366,45.60439560437807,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,0.82,8.6,22.9,17.4,3.01,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,OpenDART,2025,CFS,11011,21.22,13.24,2026-06-29,4.25,8,0,16,0,8,2,5,5,44,C,67
065350.KQ,065350,신성델타테크,9344,36500.0,57252.0,-36.24676867183679,121700.0,-70.00821692686935,40.44943820222598,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,73.25,81.02,4.36,40.87,3.67,9.51,161.32,7.19,4.53,,456 -> 790,9454.0,277.0,242.0,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,OpenDART,2025,CFS,11011,0.56,,2026-06-29,4.25,0,0,6,20,0,10,5,1,42,C,68
074600.KQ,074600,원익QnC,9279,35350.0,28028.05,26.12365112806635,42150.0,-16.132858837485173,52.74914089344541,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-55.74,18.02,11.72,39.71,1.82,4.73,170.93,5.84,-34.22,-23.19,1451 -> 1934 -> 856,9436.0,596.0,10.0,6.32,0.11,848.49,-44.64,605.54,9752.88,-9147.34,OpenDART,2025,CFS,11011,,-23.19,2026-06-29,4.25,0,3,0,0,0,0,5,5,13,D,69
137400.KQ,137400,피엔티,9274,39200.0,44395.75,-11.703259884110528,68000.0,-42.35294117647059,49.66592427613829,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-47.64,12.61,7.03,11.81,1.37,11.37,146.08,-28.03,-41.71,1.45,2808 -> 5519 -> 2890,7449.0,956.0,695.0,12.83,9.33,44.47,-1232.72,486.15,10199.3,-9713.15,OpenDART,2025,CFS,11011,,1.45,2026-06-29,4.25,12,6,12,0,0,0,5,5,40,C,70
388210.KQ,388210,씨엠티엑스,9219,94800.0,122758.5,-22.77520497562287,164400.0,-42.33576642335766,38.84758364311257,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,247.81,,7.36,14.0,4.75,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,361.94,350.56,929.82,930.4,-0.58,OpenDART,2025,CFS,11011,0.06,,2026-06-29,4.25,8,0,0,20,0,10,5,5,48,C,71
328130.KQ,328130,루닛,8957,12030.0,18204.12,-33.91605856256715,39280.0,-69.37372708757637,37.45173745168684,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,12.07,,6.04,-31.57,169.16,53.32,,,-,831.0,-831.0,-474.0,-100.0,-57.04,-551.75,-648.09,141.11,2324.79,-2183.68,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,1,6,D,72
115180.KQ,115180,큐리언트,8852,23700.0,28573.4,-17.0557231551023,50900.0,-53.43811394891945,45.32119372783841,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,6.0,,32.07,-71.44,58.18,-23.91,,,-,70.0,-298.0,-313.0,-425.71,-447.14,-286.73,-323.69,210.36,228.03,-17.67,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,3,8,D,73
090360.KQ,090360,로보스타,8745,90500.0,72920.0,24.108612177729018,158800.0,-43.01007556675063,33.33333333332777,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,219.72,257.62,4.32,,9.96,-5.82,25.72,-15.04,-5800.0,,71 -> 227,757.0,-57.0,-52.0,-7.53,-6.87,0.56,-2.95,315.77,223.32,92.45,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,10,3,5,18,D,74
388720.KQ,388720,유일로보틱스,8635,73900.0,91304.0,-19.06159642512924,150700.0,-50.96217650962177,34.80392156861551,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,15.16,,9.24,-26.71,20.64,4.83,-3250.0,,-,369.0,-126.0,-247.0,-34.15,-66.94,-112.68,-195.79,28.12,185.17,-157.05,OpenDART,2025,OFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,3,3,6,D,75
161580.KQ,161580,필옵틱스,8603,36950.0,43502.5,-15.06235273834837,63000.0,-41.34920634920635,43.04511278193223,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,19.45,0.2,,8.05,-14.67,100.09,-74.84,-352.9,,-,1034.0,-349.0,-264.0,-33.75,-25.53,95.24,-47.44,1138.74,1918.28,-779.54,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,5,10,D,76
086450.KQ,086450,동국제약,8562,18950.0,19616.3,-3.39666501837757,29900.0,-36.62207357859531,56.8027210883452,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,7.91,13.15,16.59,11.49,1.26,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,OpenDART,2025,CFS,11011,1.45,18.31,2026-06-29,4.25,12,6,12,10,12,5,3,5,65,B,77
056190.KQ,056190,SFA,8492,23700.0,26670.75,-11.138606900818312,35650.0,-33.520336605890606,47.11111111105248,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,37.83,21.28,12.91,16.89,0.73,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,1516.38,568.22,2959.24,7516.75,-4557.51,OpenDART,2025,CFS,11011,0.45,,2026-06-29,4.25,8,10,6,20,0,10,5,5,64,B,78
122870.KQ,122870,와이지엔터테인먼트,8252,44300.0,67240.5,-34.11708717216558,107400.0,-58.75232774674115,55.57620817840974,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,99.19,32.29,12.28,15.0,1.6,7.41,28.88,49.47,,-22.48,3285 -> 991 -> 1974,5454.0,713.0,537.0,13.07,9.85,909.09,822.28,1682.2,1879.34,-197.14,OpenDART,2025,CFS,11011,0.15,-22.48,2026-06-29,4.25,8,6,6,20,0,10,3,3,56,B,79
032500.KQ,032500,케이엠더블유,8210,19610.0,20537.5,-4.516129032258064,38200.0,-48.66492146596858,19.977740678893724,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,7.44,,5.8,-19.66,87.99,11.56,,,-,975.0,-238.0,-270.0,-24.41,-27.69,-170.41,-248.24,415.08,1156.42,-741.34,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,1,3,4,D,80
466100.KQ,466100,클로봇,8185,32300.0,47800.1,-32.42691960895479,75700.0,-57.33157199471598,42.13592233007419,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,6.14,,13.77,-3.58,20.84,23.95,,,-,414.0,-32.0,-22.0,-7.73,-5.31,-29.01,-36.69,131.77,125.97,5.8,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,3,8,D,81
213420.KQ,213420,덕산네오룩스,8169,32800.0,42664.0,-23.120195012188262,55800.0,-41.21863799283154,49.03846153842853,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,16.22,20.99,12.81,11.0,1.73,12.5,51.8,62.18,15.62,21.88,1442 -> 1843 -> 2142,3443.0,607.0,540.0,17.63,15.68,605.55,464.93,1262.89,2436.93,-1174.04,OpenDART,2025,CFS,11011,0.68,21.88,2026-06-29,4.25,12,6,12,20,12,8,5,5,80,A,82
189300.KQ,189300,인텔리안테크,8149,76800.0,87732.75,-12.46142404062337,172400.0,-55.4524361948956,28.21368948246419,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,26.36,108.68,26.31,21.0,2.77,2.81,86.45,23.97,,,550 -> 695,3196.0,120.0,75.0,3.75,2.35,-182.39,-498.38,328.46,2301.86,-1973.4,OpenDART,2025,CFS,11011,0.8,,2026-06-29,4.25,4,3,0,16,0,8,3,3,37,D,83
036830.KQ,036830,솔브레인홀딩스,8119,39600.0,47220.0,-16.13722998729352,81400.0,-51.35135135135135,43.22200392924931,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,731.47,8.24,7.07,1.66,0.45,32.06,36.52,28.34,-72.01,131.39,4342 -> 2796 -> 23248,5566.0,89.0,4956.0,1.6,89.04,465.52,119.91,2176.39,7112.09,-4935.7,OpenDART,2025,CFS,11011,0.0,131.39,2026-06-29,4.25,15,10,20,0,15,10,5,3,78,A,84
445680.KQ,445680,큐리옥스바이오시스템즈,7810,49250.0,87755.25,-43.87800160104381,139600.0,-64.72063037249283,24.696707105713244,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,10.44,,15.03,-53.58,47.75,13.04,,,-,52.0,-123.0,-272.0,-236.54,-523.08,-111.09,-112.45,147.85,252.18,-104.33,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,1,1,2,D,85
376900.KQ,376900,로킷헬스케어,7770,48700.0,62398.4,-21.953127003256494,147900.0,-67.07234617985125,49.381443298954814,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,1.91,,71.67,8.69,376.27,100.0,,,-,262.0,5.0,-28.0,1.91,-10.69,-172.3,-177.66,310.55,434.75,-124.2,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,6,0,0,0,5,1,12,D,86
014620.KQ,014620,성광벤드,7741,28900.0,32520.5,-11.132977660245077,48300.0,-40.165631469979296,52.6932084308788,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-11.68,15.11,35.3,16.0,1.4,6.45,7.42,7.91,0.0,-3.72,1370 -> 1438 -> 1270,2457.0,420.0,344.0,17.09,14.0,378.8,324.24,558.16,407.71,150.45,OpenDART,2025,CFS,11011,,-3.72,2026-06-29,4.25,8,6,6,0,0,0,5,5,30,D,87
241710.KQ,241710,코스메카코리아,7593,70900.0,74374.5,-4.6716280445582825,103000.0,-31.165048543689323,53.177257525058714,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,6.16,15.61,22.87,11.0,2.99,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,OpenDART,2025,CFS,11011,1.79,42.68,2026-06-29,4.25,12,3,16,5,15,5,5,5,66,B,88
033100.KQ,033100,제룡전기,7581,47800.0,45728.75,4.529426236229943,97800.0,-51.124744376278116,44.80968858129317,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-26.55,8.18,5.03,14.57,3.3,26.93,11.52,-14.73,-31.49,2.04,3510 -> 4976 -> 3655,2240.0,670.0,587.0,29.91,26.21,671.7,647.65,506.01,275.68,230.33,OpenDART,2025,OFS,11011,,2.04,2026-06-29,4.25,8,0,20,0,0,0,5,3,36,D,89
356860.KQ,356860,티엘비,7462,76100.0,65978.035,15.341416275886354,125061.0,-39.149694948864955,24.637681159413148,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,426.36,58.72,16.7,19.0,5.53,15.99,95.41,43.61,664.71,175.07,256 -> 368 -> 1937,2585.0,260.0,190.0,10.06,7.35,81.85,-286.99,245.12,1202.53,-957.41,OpenDART,2025,CFS,11011,0.04,175.07,2026-06-29,4.25,4,0,16,20,15,10,1,5,71,A,90
035760.KQ,035760,CJ ENM,7280,33300.0,60687.75,-45.12895930397815,86300.0,-61.41367323290846,39.86013986010084,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,48.02,27.04,13.0,0.24,1.06,151.51,-1.85,27.18,,-,51345.0,1329.0,170.0,2.59,0.33,11663.75,2073.0,7820.51,52209.25,-44388.74,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,8,10,0,0,0,0,5,1,24,D,91
456160.KQ,456160,지투지바이오,7267,43750.0,72244.335,-39.441618501990504,118800.0,-63.17340067340067,43.15169366713979,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,8.25,,5.26,39.5,16.13,-50.0,,,-,4.0,-122.0,-121.0,-3050.0,-3025.0,-139.21,-142.45,79.77,94.1,-14.33,OpenDART,2025,OFS,11011,,,2026-06-29,4.25,0,0,20,0,0,0,5,1,26,D,92
358570.KQ,358570,지아이이노베이션,7210,11180.0,15559.55,-28.14702224678734,24000.0,-53.41666666666667,48.38160136280432,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,5.91,,6.69,-48.28,9.41,,,,-,58.38,-407.0,-351.0,-696.39,-601.83,-323.03,-398.39,396.6,109.62,286.98,OpenDART,2025,OFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,5,3,8,D,93
032190.KQ,032190,다우데이타,7123,18470.0,20646.0,-10.53957182989441,30600.0,-39.64052287581699,51.02040816317955,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,33.17,4.63,13.0,2.82,0.42,14.75,984.54,48.75,32.67,85.51,1660 -> 4290 -> 5713,180520.0,15999.0,11997.0,8.86,6.65,-65334.61,-70647.15,27337.51,759263.47,-731925.96,OpenDART,2025,CFS,11011,0.09,85.51,2026-06-29,4.25,15,10,12,20,15,10,5,5,92,S,94
041830.KQ,041830,인바디,7090,52500.0,32609.75,60.99479450164444,52600.0,-0.19011406844106463,72.18934911238617,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-6.44,11.16,36.64,17.74,2.14,10.37,12.91,14.38,0.27,-8.12,2684 -> 2422 -> 2266,2339.0,368.0,300.0,15.73,12.83,357.78,279.18,523.72,412.73,110.99,OpenDART,2025,CFS,11011,,-8.12,2026-06-29,4.25,8,3,12,0,0,0,1,0,24,D,95
094170.KQ,094170,동운아나텍,7036,33450.0,29153.65,14.736919733892663,55100.0,-39.29219600725953,40.887850467262965,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,-95.87,205.9,5.36,124.17,10.18,1.45,58.81,-7.74,-86.29,-80.54,1294 -> 1187 -> 49,1276.0,24.0,10.0,1.88,0.78,-70.2,-85.24,443.34,407.06,36.28,OpenDART,2025,OFS,11011,,-80.54,2026-06-29,4.25,0,0,0,0,0,0,5,5,10,D,96
293490.KQ,293490,카카오게임즈,6985,7730.0,13937.55,-44.53831555761234,23500.0,-67.1063829787234,43.290734824184334,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,5.79,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,10,0,0,0,0,5,1,16,D,97
122640.KQ,122640,예스티,6961,32350.0,22106.75,46.33539529781628,39850.0,-18.820577164366373,58.409387222925226,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,19.2,7.82,732.95,4.95,-0.45,66.45,-12.99,-66.37,,-,871.0,38.0,7.0,4.36,0.8,-74.43,-167.07,223.44,903.86,-680.42,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,0,0,0,0,0,3,5,8,D,98
023160.KQ,023160,태광,6945,26900.0,29712.0,-9.46418955304254,48500.0,-44.53608247422681,48.95397489536881,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,42.18,8.84,22.24,13.0,1.07,10.73,10.63,11.32,-3.01,7.69,2078 -> 1695 -> 2410,2970.0,387.0,655.0,13.03,22.05,193.66,47.59,355.96,711.99,-356.03,OpenDART,2025,CFS,11011,0.31,7.69,2026-06-29,4.25,8,8,12,20,4,10,5,5,72,A,99
046890.KQ,046890,서울반도체,6827,11700.0,8958.6,30.60076351215591,18280.0,-35.99562363238512,34.77508650510609,nxt_web_latest,NXT 체결가,2026-06-29 18:27 KST,,,,,12.49,,1.04,-7.95,76.14,-7.06,,,-,10135.0,-315.0,-600.0,-3.11,-5.92,878.79,400.77,580.26,4768.98,-4188.72,OpenDART,2025,CFS,11011,,,2026-06-29,4.25,0,8,0,0,0,0,3,5,16,D,100
