yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
042660.KS,042660,한화오션,228584,,선박 제조,KOSPI,주권,KRX,75300.0,87900.0,108150.0,119312.5,120962.0,-37.74904515467667,149900.0,-49.766511007338224,42.65873015871831,-24.93,-43.08,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,135.85,27.59,9.36,15.0,3.64,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,4.0,,,149476.0,,,98.51,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,131.76,,,3,2,2,2,0.11,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-29,4.63,8,0,20,20,15,10,5,3,81,A,29
015760.KS,015760,한국전력,212490,,"전력자원개발,발전,송전,전력용기자재확보",KOSPI,주권,KRX,33150.0,35510.0,38045.0,44112.083333333336,45972.0,-27.890890107021665,67900.0,-51.178203240058906,35.68627450976473,-10.41,-25.51,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,144.73,3.62,52.72,4.0,0.43,19.4,416.85,4.32,61.28,,5439 -> 13311,974293.0,134906.0,86667.0,13.85,8.9,208801.54,49425.25,22408.11,2056045.13,-2033637.02,4.65,11.6,1542.0,9899.09,OpenDART,623.94,2.0,False,2.0,OpenDART,,4.0,,,55714.0,,,68.07,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,0.03,,,,,,전기업,전기업,2026-07-29,4.63,15,10,16,20,0,10,5,3,79,A,30
267260.KS,267260,HD현대일렉트릭,211236,,"변압기, 고압차단기, 회전기, 배전반 등",KOSPI,주권,KRX,594000.0,826550.0,1015033.3333333334,1000033.3333333334,924170.0,-35.72611099689451,1420000.0,-58.16901408450704,31.18811881188047,-38.89,-52.86,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,46.07,25.65,34.44,28.0,13.02,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,0.0,False,3.0,OpenDART,,4.0,,,1445714.0,,,143.39,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,68.14,2025.0,11011.0,3,2,2,2,0.61,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-29,4.63,0,0,20,20,15,10,3,3,71,A,31
138040.KS,138040,메리츠금융지주,196800,,투자사업,KOSPI,주권,KRX,118200.0,115135.0,110220.0,114270.0,112830.5,4.758908273915298,146200.0,-19.151846785225718,55.01285347041722,11.93,3.78,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,6.73,7.76,14.16,8.0,1.74,22.53,1102.87,16.25,-9.92,10.07,10480 -> 11897 -> 12698,203170.0,28727.0,23501.0,14.14,11.57,-64720.07,-65197.88,31532.99,1241967.76,-1210434.77,,,,,,235.23,0.0,True,3.0,OpenDART,,3.8,,,148000.0,,,25.21,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,10.07,,,18,17,17,16,1.19,8.0,0.97,8.82,0.0,79.38,기타 금융업,기타 금융업,2026-07-29,4.63,15,6,20,10,8,5,3,5,72,A,32
010130.KS,010130,고려아연,192657,,"연,아연괴 제조,판매",KOSPI,주권,KRX,932000.0,1029750.0,1229433.3333333333,1445541.6666666667,1379525.0,-32.44051394501731,2115000.0,-55.93380614657211,37.908496732024986,-13.7,-41.9,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,319.09,54.23,28.14,15.0,1.73,8.48,82.36,37.63,70.27,21.41,26127 -> 9190 -> 38514,165879.0,12319.0,7702.0,7.43,4.64,-6282.11,-15712.09,34510.7,92115.02,-57604.32,2.15,52.6,20000.0,4078.65,OpenDART,0.0,5.0,True,5.0,OpenDART,,4.0,,,1689500.0,,,81.28,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,21.41,2025.0,11011.0,1,0,0,0,0.05,,,,,,1차 비철금속 제조업,1차 비철금속 제조업,2026-07-29,4.63,8,6,6,20,12,10,5,3,70,A,33
011200.KS,011200,HMM,191005,,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",KOSPI,주권,KRX,20300.0,19929.0,19877.5,20417.833333333332,20318.65,-0.09178759415611497,25950.0,-21.772639691714836,51.805054151493636,9.08,-2.17,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-61.33,8.23,8.11,12.0,0.7,6.9,26.31,-6.91,-58.4,3.39,1829 -> 5055 -> 1955,108914.0,14612.0,18787.0,13.42,17.25,33051.31,17064.29,17607.67,69918.56,-52310.89,3.45,35.15,700.0,6602.66,OpenDART,-16.45,5.0,True,5.0,OpenDART,,3.25,,,22700.0,,,11.82,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,3.39,2025.0,11011.0,1,0,0,0,,,,,,,해상 운송업,해상 운송업,2026-07-29,4.63,12,10,6,0,4,0,5,5,42,C,34
033780.KS,033780,KT&G,189557,,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",KOSPI,주권,KRX,186000.0,177320.0,179020.0,171250.0,159209.5,16.82719938194643,189000.0,-1.5873015873015872,47.56446991402103,9.61,5.38,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-0.02,13.64,51.22,15.0,2.01,11.77,51.98,11.35,13.03,16.47,6615 -> 8975 -> 8973,65797.0,13437.0,11023.0,20.42,16.75,5828.75,-930.03,9135.03,48529.58,-39394.55,3.23,57.6,6000.0,6274.28,OpenDART,6.27,5.0,False,5.0,OpenDART,,4.0,,,229286.0,,,23.27,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,16.47,2025.0,11011.0,1,0,0,0,,,,,,,담배 제조업,담배 제조업,2026-07-29,4.63,8,3,12,0,12,0,5,0,40,C,35
298040.KS,298040,효성중공업,187050,,-,KOSPI,주권,KRX,2027000.0,2808650.0,3432733.3333333335,3085108.3333333335,2638335.0,-23.1712424692088,4601000.0,-55.94435992175614,34.5545002261418,-41.04,-49.1,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,133.52,20.47,26.54,28.0,9.03,24.41,190.31,21.93,106.07,111.72,12438 -> 23876 -> 55755,59685.0,7470.0,5028.0,12.52,8.42,4930.1,3010.24,2167.73,47381.62,-45213.89,0.37,13.4,7500.0,698.38,OpenDART,73.21,3.0,False,3.0,OpenDART,,4.0,,,4720000.0,,,132.86,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,111.72,2025.0,11011.0,3,2,2,2,0.21,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-29,4.63,0,0,20,20,15,10,3,3,71,A,36
096770.KS,096770,SK이노베이션,185112,,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",KOSPI,주권,KRX,111600.0,109770.0,113648.33333333333,116790.83333333333,115511.0,-3.38582472664941,149800.0,-25.500667556742325,56.25806451611887,17.6,-25.5,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,,53.47,14.73,8.0,0.78,-14.42,190.2,8.11,26.15,,-,802961.0,4487.0,-54364.0,0.56,-6.77,22830.53,-33675.57,160915.52,692169.86,-531254.34,,,,,,-10.7,0.0,True,3.0,OpenDART,,3.77,,,170917.0,,,53.15,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011,OpenDART,,,,2,1,1,1,,,,,,,석유 정제품 제조업,석유 정제품 제조업,2026-07-29,4.63,15,10,0,0,0,0,3,5,33,D,37
006800.KS,006800,미래에셋증권,171787,,"유가증권매매,유가증권위탁매매,유가증권인수",KOSPI,주권,KRX,30700.0,39310.0,52703.333333333336,58364.50833333333,44892.705,-31.614724485860236,83800.0,-63.36515513126491,29.835390946484864,-28.19,-54.65,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,76.41,11.79,10.09,8.0,1.53,12.36,1015.01,31.65,61.19,126.19,421 -> 1221 -> 2154,292830.0,19151.0,15829.0,6.54,5.41,-68609.61,-69186.45,16980.57,1368057.27,-1351076.7,0.98,11.1,300.0,1741.85,OpenDART,14.47,5.0,True,5.0,OpenDART,,3.71,,,65313.0,,,112.75,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,126.19,2025.0,11011.0,5,4,4,4,0.1,5.5,1.06,12.42,45.45,44.34,금융 지원 서비스업,금융 지원 서비스업,2026-07-29,4.63,15,6,12,20,15,10,3,1,82,A,38
010140.KS,010140,삼성중공업,170720,,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",KOSPI,주권,KRX,19360.0,22067.5,26193.333333333332,27360.0,26860.5,-27.923903129130135,34400.0,-43.72093023255814,42.7385892115686,-16.91,-41.33,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,749.32,97.29,28.99,19.0,3.92,13.73,265.05,7.54,71.51,,73 -> 620,106500.0,8622.0,5358.0,8.1,5.03,15628.49,13465.94,7726.15,108538.31,-100812.16,,,,,,,,,,,,4.0,,,38762.0,,,100.22,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,3,2,2,2,0.03,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-29,4.63,4,0,12,20,0,10,5,5,56,B,39
017670.KS,017670,SK텔레콤,168824,,"이동전화,무선호출서비스,부가통신",KOSPI,주권,KRX,78900.0,87980.0,95913.33333333333,89285.0,75511.0,4.488087828263431,125200.0,-36.980830670926515,45.26315789472572,-10.75,-17.47,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-67.28,15.89,75.39,17.0,1.57,3.33,132.4,-4.69,-41.14,-38.32,4997 -> 5810 -> 1901,170992.0,10732.0,3751.0,6.28,2.19,39238.47,16005.95,14900.24,171524.91,-156624.67,2.1,86.6,1660.0,3535.51,OpenDART,-20.63,5.0,True,5.0,OpenDART,,3.89,,,117158.0,,,48.49,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,-38.32,2025.0,11011.0,3,2,2,2,,,,,,,전기 통신업,전기 통신업,2026-07-29,4.63,8,6,0,0,0,0,5,5,24,D,40
051910.KS,051910,LG화학,164127,,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",KOSPI,주권,KRX,232500.0,260750.0,321883.3333333333,327966.6666666667,339755.0,-31.568336006828453,429500.0,-45.86728754365541,39.81900452488183,-16.96,-42.94,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,,29.2,37.44,-599.0,0.58,-5.5,114.54,-5.68,34.98,,-,459322.0,11809.0,-9771.0,2.57,-2.13,82338.59,-56228.12,98999.26,539561.16,-440561.9,0.86,,2000.0,1569.34,OpenDART,-41.52,5.0,True,5.0,OpenDART,,3.79,,,449929.0,,,93.52,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-29,4.63,0,10,0,0,0,0,5,3,18,D,41
000150.KS,000150,두산,161776,,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",KOSPI,주권,KRX,1015000.0,1258250.0,1532000.0,1339733.3333333333,1137100.0,-10.737841878462756,2203000.0,-53.926463912846124,37.73928896991748,-31.74,-35.43,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,,220.26,21.03,52.0,8.48,4.99,169.14,9.11,5.87,,-,197841.0,10627.0,2495.0,5.37,1.26,9819.08,834.83,49279.03,206934.67,-157655.64,0.39,94.61,4000.0,717.01,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,2305385.0,,,127.13,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,6,5,5,5,,39.0,2.38,6.6,33.33,256.3,전자부품 제조업,전자부품 제조업,2026-07-29,4.63,0,0,0,0,0,0,5,3,8,D,42
024110.KS,024110,기업은행,161080,,은행업,KOSPI,주권,KRX,20350.0,20970.0,20962.666666666668,22165.916666666668,21431.65,-5.0469749179367955,28550.0,-28.7215411558669,42.26804123699139,2.26,-9.76,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,2.53,4.67,13.82,6.0,0.47,7.7,1258.51,-9.91,1.71,0.77,3348 -> 3316 -> 3400,292172.0,36556.0,27189.0,12.51,9.31,-30221.46,-34147.86,221431.08,4638365.97,-4416934.89,5.15,30.83,1048.0,8357.02,OpenDART,2.97,5.0,True,5.0,OpenDART,,3.73,,,27714.0,,,36.19,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.77,2025.0,11011.0,2,1,1,1,2.37,,,,,,은행 및 저축기관,은행 및 저축기관,2026-07-29,4.63,15,10,6,0,0,2,5,5,43,C,43
042700.KS,042700,한미반도체,159743,,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",KOSPI,주권,KRX,164600.0,216290.0,284355.0,277165.8333333333,222276.5,-25.94808717970636,409500.0,-59.804639804639805,42.82470481380291,-35.83,-53.96,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,41.96,44.0,8.24,118.91,33.11,34.76,17.82,3.18,-1.57,-9.81,2745 -> 1573 -> 2233,5767.0,2514.0,2140.0,43.59,37.11,2286.27,1348.92,2762.35,1230.04,1532.31,0.49,35.5,800.0,758.82,OpenDART,58.74,5.0,True,5.0,OpenDART,,4.0,,,380000.0,,,130.86,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,-9.81,2025.0,11011.0,3,2,2,2,2.83,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-29,4.63,0,0,20,0,0,10,5,3,38,D,44
035720.KS,035720,카카오,156372,,인터넷 서비스(인터넷 광고),KOSPI,주권,KRX,35300.0,35340.0,38965.833333333336,45413.75,51364.25,-31.27515733219116,70400.0,-49.85795454545455,52.54901960778543,2.17,-27.07,daily_close,NXT 미확인,2026-07-29 22:23 KST,,,795.16,180.5,28.68,23.0,1.37,4.59,82.49,2.99,47.79,,124 -> 1110,80991.0,7320.0,5180.0,9.04,6.4,14047.63,7903.9,63737.84,125586.03,-61848.19,0.21,6.7,75.0,330.25,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,63063.0,,,78.65,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,0.03,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-07-29,4.63,4,6,0,20,0,10,5,3,48,C,45
018260.KS,018260,삼성에스디에스,152666,,"IT서비스, 물류BPO",KOSPI,주권,KRX,202500.0,198635.0,208413.33333333334,187261.66666666666,181343.0,11.666841289710659,362000.0,-44.06077348066299,51.269035532988845,6.13,18.98,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,0.34,16.5,18.51,23.0,1.7,7.89,31.09,0.74,5.05,4.66,8962 -> 9783 -> 9816,139299.0,9571.0,7827.0,6.87,5.62,12033.28,8438.64,15589.81,31908.04,-16318.23,1.58,32.5,3190.0,2467.47,OpenDART,-0.1,5.0,True,5.0,OpenDART,,4.0,,,258300.0,,,27.56,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,4.66,2025.0,11011.0,2,1,1,1,67.65,,,,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-07-29,4.63,4,6,6,0,4,2,5,5,32,D,46
267250.KS,267250,HD현대,148270,,지주회사,KOSPI,주권,KRX,194800.0,203680.0,241696.66666666666,251769.16666666666,232593.0,-16.24855434170418,310500.0,-37.26247987117552,47.557003257323565,-2.36,-35.28,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,89.12,15.56,27.22,7.0,1.36,10.25,159.39,5.16,104.47,90.79,3348 -> 6444 -> 12187,712594.0,60996.0,36755.0,8.56,5.16,73848.84,50959.56,63674.75,483507.99,-419833.24,2.05,29.4,4000.0,2826.74,OpenDART,-4.55,5.0,True,5.0,OpenDART,,4.0,,,382000.0,,,96.1,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,90.79,2025.0,11011.0,18,17,17,16,0.08,8.0,0.97,8.82,-12.5,40.21,기타 금융업,기타 금융업,2026-07-29,4.63,15,6,12,20,15,10,5,5,88,S,47
010950.KS,010950,S-Oil,142304,,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",KOSPI,주권,KRX,129000.0,132500.0,117978.33333333333,115765.0,101837.0,26.67301668352367,151200.0,-14.682539682539684,46.46739130433899,21.24,-3.95,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-81.34,31.62,79.92,6.0,1.58,2.01,198.82,-6.52,-44.2,,8137 -> 1518,342470.0,2356.0,1770.0,0.69,0.52,39423.04,336.87,18346.58,176695.56,-158348.98,0.26,21.8,330.0,385.15,OpenDART,-60.85,5.0,True,5.0,OpenDART,,3.94,,,159000.0,,,23.26,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,,,,,,,석유 정제품 제조업,석유 정제품 제조업,2026-07-29,4.63,15,6,0,0,0,0,5,5,31,D,48
086280.KS,086280,현대글로비스,141225,,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",KOSPI,주권,KRX,188600.0,193255.0,211140.0,223511.66666666666,209015.0,-9.767241585532139,290500.0,-35.077452667814114,48.631029986953315,3.0,-20.92,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,58.5,7.56,46.02,8.0,1.36,18.13,78.92,4.08,18.26,27.83,14148 -> 14585 -> 23117,295664.0,20730.0,17347.0,7.01,5.87,25007.61,18775.77,26446.4,81987.66,-55541.26,3.08,25.1,5800.0,4350.0,OpenDART,15.14,2.0,True,4.0,OpenDART,,4.0,,,322588.0,,,71.04,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,27.83,2025.0,11011.0,1,0,0,0,0.14,,,,,,기타 운송관련 서비스업,기타 운송관련 서비스업,2026-07-29,4.63,15,6,16,20,15,10,5,5,92,S,49
003550.KS,003550,LG,139399,,지주회사,KOSPI,주권,KRX,92900.0,98805.0,108420.0,100714.16666666667,93126.5,-0.24321755891180277,165800.0,-43.9686369119421,35.49295774646487,-4.52,-5.49,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,29.09,16.15,36.83,12.0,0.47,2.64,12.03,1.07,-5.65,-23.3,7867 -> 3585 -> 4628,72525.0,9122.0,10001.0,12.58,13.79,10151.14,8256.22,15114.5,36480.76,-21366.26,3.34,64.86,3100.0,4781.8,OpenDART,1.1,5.0,False,5.0,OpenDART,,4.0,,,142417.0,,,53.3,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011,OpenDART,-23.3,2025.0,11011,18,17,17,16,0.41,8.0,1.08,9.04,50.0,-56.48,기타 금융업,기타 금융업,2026-07-29,4.63,12,10,0,20,0,8,5,5,60,B,50
079550.KS,079550,LIG디펜스앤에어로스페이스,136400,,정밀유도무기 등,KOSPI,주권,KRX,619000.0,727200.0,799233.3333333334,752204.1666666666,632785.0,-2.178465039468382,1020000.0,-39.31372549019608,41.89655172413693,-13.91,-36.05,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,15.46,25.03,25.99,42.0,10.09,19.2,446.35,31.46,42.97,20.33,7953 -> 9974 -> 11516,43069.0,3194.0,2375.0,7.42,5.51,-5843.05,-8663.03,1251.9,65886.65,-64634.75,0.48,25.4,2950.0,644.43,OpenDART,25.29,5.0,False,5.0,OpenDART,,3.94,,,1141111.0,,,84.35,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,20.33,2025.0,11011.0,1,0,0,0,2.72,,,,,,무기 및 총포탄 제조업,무기 및 총포탄 제조업,2026-07-29,4.63,0,0,16,0,12,8,5,5,46,C,51
030200.KS,030200,KT,135587,,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",KOSPI,주권,KRX,53800.0,53770.0,54993.333333333336,58015.833333333336,55392.25,-2.8744995915493594,68900.0,-21.91582002902758,44.59459459455241,1.7,-11.07,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,271.3,13.4,100.0,10.0,0.71,10.22,120.72,6.86,205.02,32.94,3887 -> 1850 -> 6869,282442.0,24691.0,18368.0,8.74,6.5,49417.33,9009.74,35069.71,234905.5,-199835.79,4.46,33.6,2400.0,5809.56,OpenDART,6.98,5.0,False,5.0,OpenDART,,4.0,,,75111.0,,,39.61,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,32.94,2025.0,11011.0,3,2,2,2,0.04,,,,,,전기 통신업,전기 통신업,2026-07-29,4.63,12,10,12,20,15,10,5,5,89,S,52
064350.KS,064350,현대로템,131079,,"철도차량, 특수중기, 산업기계",KOSPI,주권,KRX,119200.0,164835.0,192606.66666666666,201355.83333333334,201998.0,-40.98951474767077,269000.0,-55.687732342007436,30.97826086956185,-31.1,-54.85,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,89.24,19.33,38.36,15.0,4.16,30.05,206.39,33.41,120.24,118.7,1475 -> 3728 -> 7055,58390.0,10056.0,7705.0,17.22,13.2,9043.13,7478.41,9084.14,62768.0,-53683.86,0.5,8.5,600.0,654.85,OpenDART,144.95,3.0,False,3.0,OpenDART,,4.0,,,286813.0,,,140.61,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,118.7,2025.0,11011.0,1,0,0,0,0.17,,,,,,그외 기타 운송장비 제조업,그외 기타 운송장비 제조업,2026-07-29,4.63,8,0,20,20,15,10,3,3,79,A,53
278470.KS,278470,에이피알,121674,,"화장품, 피부미용기기 등",KOSPI,주권,KRX,326500.0,373400.0,390391.6666666667,363212.5,315632.5,3.4430865009148297,459000.0,-28.86710239651416,30.033003300327252,-15.3,-27.61,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,171.08,23.78,37.22,26.0,29.04,75.3,73.11,111.3,197.88,85.08,2249 -> 2842 -> 7704,15273.0,3655.0,2897.0,23.93,18.97,3410.46,3231.29,1543.5,3259.38,-1715.88,1.56,65.8,5090.0,1905.33,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,530526.0,,,62.49,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,85.08,2025.0,11011.0,3,2,2,2,0.15,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-29,4.63,0,0,20,20,15,10,3,5,73,A,54
047810.KS,047810,한국항공우주,114533,,"정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",KOSPI,주권,KRX,118900.0,148425.0,153066.66666666666,166354.16666666666,147073.5,-19.156068224391205,202000.0,-41.13861386138613,37.73773773773244,-18.78,-28.5,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,8.05,37.62,24.16,36.0,6.15,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,36964.0,2692.0,1873.0,7.28,5.07,-9033.16,-10931.13,609.39,84729.1,-84119.71,0.42,26.2,500.0,487.38,OpenDART,25.99,5.0,False,5.0,OpenDART,,3.94,,,214563.0,,,80.46,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011,OpenDART,-8.9,2025.0,11011,2,1,1,1,4.47,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-29,4.63,0,0,12,0,0,5,5,5,27,D,55
259960.KS,259960,크래프톤,112576,,<배틀그라운드> 등 게임 소프트웨어,KOSPI,주권,KRX,247000.0,238425.0,248133.33333333334,247362.5,252195.0,-2.059913955470965,386000.0,-36.01036269430052,49.37499999999136,4.66,-10.99,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,-43.16,14.43,43.58,11.0,1.49,10.6,31.31,22.76,-10.83,12.39,12221 -> 27162 -> 15438,33266.0,10544.0,7337.0,31.7,22.06,10451.03,9041.3,5967.26,22495.04,-16527.78,0.91,13.6,2240.0,995.75,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,376667.0,,,52.5,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,12.39,2025.0,11011.0,3,2,2,2,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-29,4.63,12,6,12,0,8,0,5,5,48,C,56
003670.KS,003670,포스코퓨처엠,108603,,"내화물, 생석회, 음극재 및 양극재",KOSPI,주권,KRX,121800.0,148045.0,197288.33333333334,208785.0,205973.5,-40.86617938715417,296000.0,-58.851351351351354,37.36017897091138,-30.64,-53.33,nxt_web_latest,NXT 체결가,2026-07-29 22:19 KST,,,7.52,726.86,9.7,522.0,3.08,0.92,102.65,-20.57,4585.71,,359 -> 386,29387.0,328.0,365.0,1.12,1.24,-335.77,-15428.71,3198.41,46318.17,-43119.76,0.21,60.9,250.0,222.37,OpenDART,-5.9,1.0,True,4.0,OpenDART,,3.74,,,252222.0,,,107.08,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,3,1,2,2,69.41,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-29,4.63,0,0,0,0,0,5,5,3,13,D,57
