yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
028260.KS,028260,삼성물산,550558,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,342000.0,386850.0,415425.0,356950.0,308760.5,10.765463846573638,535000.0,-36.074766355140184,27.732793522265624,-30.84,9.62,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,15.35,12.4,30.76,22.0,0.91,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.82,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,585385.0,,,71.17,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,1.43,2025.0,11011.0,1,0,0,0,9.45,,,,,,기타 전문 도매업,기타 전문 도매업,2026-07-27,4.25,4,8,6,10,8,8,3,5,52,C,11
329180.KS,329180,HD현대중공업,510636,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,486000.0,518600.0,614800.0,581137.5,571572.5,-14.971416574450311,745000.0,-34.76510067114094,29.336188436829076,-13.83,-27.79,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,124.28,179.12,13.8,16.0,5.26,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.16,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,911524.0,,,87.56,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011,OpenDART,0.13,2025.0,11011,3,2,2,2,651.55,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-27,4.25,8,0,16,20,15,10,3,5,77,A,12
000270.KS,000270,기아,509098,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,130900.0,145035.0,155191.66666666666,158057.5,143490.0,-8.77413060143564,206000.0,-36.456310679611654,31.456548347607836,-3.25,-14.22,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,-21.72,5.03,38.85,7.0,0.94,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,5.19,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,232174.0,,,77.37,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,-6.31,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-07-27,4.25,15,8,12,0,0,0,3,5,43,C,13
055550.KS,055550,신한지주,498387,,금융지주회사,KOSPI,주권,KRX,105000.0,104520.0,99975.0,97295.0,89145.0,17.785630153121318,109200.0,-3.8461538461538463,44.35146443512047,14.63,5.32,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,15.39,5.95,61.54,9.0,0.83,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.47,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,134263.0,,,27.87,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011.0,OpenDART,0.58,2025.0,11011.0,18,17,17,16,9.58,8.0,1.08,9.04,12.5,-23.15,기타 금융업,기타 금융업,2026-07-27,4.25,12,8,6,20,8,8,5,0,67,B,14
012450.KS,012450,한화에어로스페이스,463554,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,912000.0,991000.0,1129400.0,1240850.0,1145170.0,-20.361169084066123,1537000.0,-40.66363044892648,30.122324159020764,-9.79,-37.28,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,-38.13,15.96,45.35,21.0,4.52,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.77,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1736111.0,,,90.36,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,34.11,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-27,4.25,4,0,16,0,15,0,3,5,43,C,15
034020.KS,034020,두산에너빌리티,454157,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,71400.0,76585.0,96813.33333333333,98812.5,91374.0,-21.859609954691706,136400.0,-47.65395894428153,33.92070484580452,-11.96,-44.61,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,-24.14,284.35,24.14,153.0,5.65,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,149133.0,,,108.87,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011,OpenDART,,,,1,0,0,0,23.18,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-27,4.25,0,0,0,0,12,0,3,3,18,D,16
034730.KS,034730,SK,451691,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,626000.0,647600.0,621141.6666666666,485141.6666666667,393757.5,58.981098772721786,858000.0,-27.03962703962704,44.660194174755766,-23.19,51.94,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,,11.73,29.84,5.0,1.08,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.28,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,853692.0,,,36.37,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,18,17,17,16,,8.0,0.97,9.04,-37.5,11.34,기타 금융업,기타 금융업,2026-07-27,4.25,15,8,6,0,0,0,5,5,39,D,17
012330.KS,012330,현대모비스,420545,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,465000.0,489650.0,555983.3333333334,490775.0,431787.5,7.691862316533017,768000.0,-39.453125,39.59595959595735,-4.42,7.51,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,-8.74,7.12,37.16,10.0,0.83,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.4,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,774800.0,,,66.62,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,4.5,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-27,4.25,12,8,6,0,4,0,5,5,40,C,18
068270.KS,068270,셀트리온,415573,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,179700.0,175430.0,177366.88333333333,189659.28333333333,185267.14,-3.0049257520788704,236861.0,-24.132719189735752,54.794520547918935,8.32,-7.58,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,148.85,65.74,24.85,28.0,2.31,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,265398.0,,,47.69,,,Naver/FnGuide,,KRW,2026-07-24,2025.0,CFS,11011.0,OpenDART,0.19,2025.0,11011.0,2,1,1,1,15.32,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-27,4.25,0,3,6,20,12,10,5,5,61,B,19
086790.KS,086790,하나금융지주,358324,,기타 금융,KOSPI,주권,KRX,131200.0,127430.0,123031.66666666667,119312.5,108468.0,20.957333038315447,136800.0,-4.093567251461988,59.294871794845186,19.6,5.81,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,9.62,4.94,68.48,8.0,0.78,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,3.13,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,161950.0,,,23.44,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011.0,OpenDART,0.83,2025.0,11011.0,18,17,17,16,10.23,8.0,1.08,8.82,0.0,-27.78,기타 금융업,기타 금융업,2026-07-27,4.25,15,10,6,16,8,5,3,0,63,B,20
035420.KS,035420,NAVER,353124,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,229500.0,196870.0,213630.0,221077.5,233851.5,-1.8607962745588549,290500.0,-20.998278829604132,63.733075435194465,16.85,6.74,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,3.89,24.18,35.3,16.0,0.94,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.15,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,330143.0,,,43.85,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,4.11,2025.0,11011.0,2,1,1,1,41.51,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-07-27,4.25,8,8,6,0,15,2,3,5,47,C,21
006400.KS,006400,삼성SDI,347323,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,434500.0,444525.0,545925.0,490116.6666666667,410257.5,5.909093678969915,712000.0,-38.9747191011236,46.44714038128024,-4.51,-31.57,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,-70.17,22.94,26.41,104.0,1.63,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.96,,,797783.0,,,83.61,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011.0,OpenDART,,,,3,1,2,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-27,4.25,0,6,0,0,0,0,5,5,16,D,22
010120.KS,010120,LS ELECTRIC,300000,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,201500.0,206980.0,240301.66666666666,197512.5,153999.0,30.845005487048617,318500.0,-36.734693877551024,44.82951369479805,-0.74,-21.14,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,20.11,26.34,18.01,55.0,14.38,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,300000.0,,,48.88,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011,OpenDART,2.73,2025.0,11011,4,3,3,3,17.98,28.0,11.14,29.21,96.43,29.08,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-27,4.25,0,0,12,0,12,8,5,5,42,C,23
000810.KS,000810,삼성화재,287976,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,648000.0,641050.0,607500.0,549795.8333333334,521617.5,24.228960876504335,730000.0,-11.232876712328768,45.59270516717131,1.89,40.56,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,-0.74,9.42,58.16,14.0,1.12,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,3.01,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.88,,,732500.0,,,13.04,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,3,2,2,2,6.39,,,,,,보험업,보험업,2026-07-27,4.25,8,8,12,0,4,0,5,5,42,C,24
267260.KS,267260,HD현대일렉트릭,287295,,"변압기, 고압차단기, 회전기, 배전반 등",KOSPI,주권,KRX,808000.0,857450.0,1035150.0,1004266.6666666666,923450.0,-12.50203042936813,1420000.0,-43.098591549295776,37.058823529410745,-8.49,-38.13,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,46.07,25.65,34.44,28.0,13.02,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,0.0,False,3.0,OpenDART,,4.0,,,1445714.0,,,78.92,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,0.61,2025.0,11011.0,4,3,3,3,68.14,35.0,11.14,24.41,-20.0,16.88,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-27,4.25,0,0,20,20,15,10,5,5,75,A,25
066570.KS,066570,LG전자,280650,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,172800.0,185170.0,209110.0,162818.33333333334,133922.0,29.030331088245397,392500.0,-55.97452229299363,44.0602836879378,-11.79,32.92,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,161.86,28.06,29.17,15.0,1.32,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.78,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,218250.0,,,26.3,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011.0,OpenDART,0.09,2025.0,11011.0,2,1,1,1,16.18,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-27,4.25,8,6,0,20,12,10,5,3,64,B,26
042660.KS,042660,한화오션,272095,,선박 제조,KOSPI,주권,KRX,88400.0,90410.0,109993.33333333333,120393.33333333333,121254.0,-27.095188612334436,149900.0,-41.027351567711804,30.58321479373501,-9.8,-33.78,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,135.85,27.59,9.34,17.0,4.04,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,4.0,,,150905.0,,,70.71,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011.0,OpenDART,0.13,,,3,2,2,2,131.76,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-27,4.25,8,0,20,20,15,10,3,5,81,A,27
009540.KS,009540,HD한국조선해양,267876,,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",KOSPI,주권,KRX,379500.0,352400.0,395250.0,401950.0,412890.0,-8.086899658504688,479500.0,-20.855057351407716,54.02985074626414,9.84,-20.77,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,84.96,21.88,33.54,7.0,1.85,17.78,133.86,17.21,172.26,212.72,3133 -> 16565 -> 30639,299332.0,39045.0,29284.0,13.04,9.78,44220.51,34183.5,37420.16,226338.6,-188918.44,3.24,40.11,12300.0,8697.9,OpenDART,141.18,2.0,False,2.0,OpenDART,,4.0,,,583667.0,,,53.8,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.08,2025.0,11011.0,18,17,17,16,212.72,8.0,0.97,8.82,-12.5,90.72,기타 금융업,기타 금융업,2026-07-27,4.25,15,3,16,20,15,10,5,5,89,S,28
