yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,161026,우량기업부,바이오시밀러 및 바이오베터,KOSDAQ,주권,KRX,300500.0,315650.0,342666.6666666667,358783.3333333333,406150.0,-26.012556937092207,559000.0,-46.2432915921288,39.95098039215412,-19.87,-18.56,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,124.85,217.44,14.1,54.0,29.59,39.42,53.76,109.82,320.87,,1171 -> 2633,2159.0,1069.0,1452.0,49.51,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.12,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,566667.0,,,88.57,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.43,2025.0,11011.0,,15.43,-25.16,9,1,8,8,,91.77,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-24,4.25,0,0,20,20,0,10,5,3,58,B,1
086520.KQ,086520,에코프로,106041,중견기업부,"환경소재,화학필터,이차전지소재등",KOSDAQ,주권,KRX,79200.0,85880.0,116160.0,136218.33333333334,116737.25,-32.15533173858387,185000.0,-57.18918918918919,42.45901639343287,-22.35,-49.43,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,,336.78,19.41,172.79,4.81,-8.39,117.92,9.11,,,-,34130.0,2138.0,-1055.0,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.19,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-24,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,,2,1,1,1,,,,기타 금융업,기타 금융업,2026-07-24,4.25,0,0,0,0,0,0,5,3,8,D,2
247540.KQ,247540,에코프로비엠,105950,중견기업부,양극활물질,KOSDAQ,주권,KRX,110300.0,120530.0,168851.66666666666,186719.16666666666,173212.0,-36.32080918181189,246000.0,-55.16260162601626,40.07398273735436,-23.4,-46.97,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,,364.17,14.78,290.0,6.16,2.29,142.16,-8.5,,,-,25316.0,1433.0,916.0,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.09,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.84,,,248722.0,,,125.5,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,2,1,1,1,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-24,4.25,0,0,0,0,0,0,5,3,8,D,3
277810.KQ,277810,레인보우로보틱스,81188,기술성장기업부,"협동로봇, 천문마운트시스템, 이족보행로봇 등",KOSDAQ,주권,KRX,428000.0,454900.0,609000.0,639941.6666666666,551995.0,-22.463065788639387,880000.0,-51.36363636363637,41.75946547884057,-17.05,-30.07,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,-33.64,3949.62,6.29,,74.15,1.07,7.08,76.68,,,110 -> 73,341.0,-25.0,14.0,-7.33,4.11,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,915000.0,,,113.79,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011.0,OpenDART,,,,30.0,6.29,8.98,19,16,18,18,,1078.86,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-24,4.25,0,0,0,0,0,0,5,3,8,D,4
036930.KQ,036930,주성엔지니어링,65538,우량기업부,LP CVD,KOSDAQ,주권,KRX,141000.0,183470.0,183695.0,123632.08333333333,86228.5,63.51902213305346,250500.0,-43.712574850299404,35.32423208190845,-15.52,13.8,daily_close,NXT 미확인,2026-07-24 22:13 KST,,,-66.22,32.8,6.32,979.17,10.98,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3107.0,313.0,357.0,10.07,11.49,-306.78,,1643.84,2974.36,-1330.52,0.04,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.5,,,189500.0,,,34.4,,,Naver/FnGuide,,KRW,2026-07-24,2025.0,CFS,11011,OpenDART,,2025.0,11011,30.0,6.29,8.98,19,15,18,18,3163.9,74.56,3.49,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-24,4.25,0,0,6,0,4,0,5,5,20,D,5
058470.KQ,058470,리노공업,52281,우량기업부,"리노핀, 반도체 소켓 등",KOSDAQ,주권,KRX,69000.0,74890.0,92788.33333333333,99810.0,84032.0,-17.888423457730386,127000.0,-45.66929133858268,37.49999999998687,-22.21,-44.53,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,34.19,27.95,32.49,28.0,7.38,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.0,1770.0,1520.0,47.52,40.81,1794.69,1192.33,852.03,607.09,244.94,1.16,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,136000.0,,,97.1,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,OFS,11011.0,OpenDART,0.82,2025.0,11011.0,14.08,4.35,8.6,10,7,9,9,98.86,69.66,17.07,전자부품 제조업,전자부품 제조업,2026-07-24,4.25,0,0,20,16,12,10,5,3,66,B,6
240810.KQ,240810,원익IPS,49329,우량기업부,반도체 제조용 기계,KOSDAQ,주권,KRX,100500.0,129150.0,130370.0,124010.83333333333,100138.5,0.3610000149792537,183300.0,-45.171849427168574,36.2098138747842,-35.04,-13.44,daily_close,NXT 미확인,2026-07-24 22:13 KST,,,304.73,46.26,14.53,32.0,5.53,9.05,20.06,21.6,596.23,,423 -> 1712,9098.0,738.0,840.0,8.11,9.23,1566.07,1245.35,1072.74,1946.21,-873.47,0.2,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.83,,,176833.0,,,75.95,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,0.11,2025.0,11011.0,30.0,7.06,8.16,19,15,18,18,6.67,-21.67,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-24,4.25,0,0,6,20,0,10,5,3,44,C,7
028300.KQ,028300,HLB,41691,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,30750.0,40442.5,48490.0,51382.5,49864.5,-38.332882110519506,92500.0,-66.75675675675676,33.99061032862956,-37.24,-48.92,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,,,18.2,,11.3,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,,,,,3,2,2,2,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-24,4.25,0,0,0,0,0,0,3,1,4,D,8
319660.KQ,319660,피에스케이,41683,우량기업부,"드라이스트립, 드라이클리닝",KOSDAQ,주권,KRX,143300.0,177545.0,141491.66666666666,106163.75,77974.0,83.77920845410009,211500.0,-32.24586288416076,37.5968992248028,-16.0,54.09,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,-0.73,10.42,20.57,27.0,7.35,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.0,885.0,785.0,19.36,17.17,617.31,431.97,1194.22,1069.62,124.6,0.47,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,179143.0,,,25.01,,,Naver/FnGuide,,KRW,2026-07-24,2025.0,CFS,11011,OpenDART,,2025.0,11011,30.0,6.29,8.16,19,15,18,18,-10.0,16.85,22.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-24,4.25,0,0,16,0,12,0,5,5,38,D,9
298380.KQ,298380,에이비엘바이오,40534,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,72500.0,84065.0,103390.0,141738.33333333334,147057.0,-50.699388672419545,245500.0,-70.46843177189409,27.85046728971234,-23.68,-53.88,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,,,13.88,-73.0,23.03,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,220000.0,,,203.45,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011.0,OpenDART,,,,,14.06,-9.41,8,2,7,7,,63.8,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-24,4.25,0,0,0,0,0,0,3,1,4,D,10
214450.KQ,214450,파마리서치,37091,우량기업부,재생의약품,KOSDAQ,주권,KRX,358000.0,336750.0,316300.0,326525.0,382472.5,-6.398499238507344,711000.0,-49.648382559774966,53.63636363636022,11.01,10.84,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,65.07,24.5,6.46,18.0,5.58,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,1.03,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,481429.0,,,34.48,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.28,2025.0,11011.0,,,,3,1,2,2,,,37.82,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-24,4.25,8,0,20,20,15,10,5,3,81,A,11
039030.KQ,039030,이오테크닉스,36773,우량기업부,레이저 마커 및 레이저 응용기기,KOSDAQ,주권,KRX,300000.0,373925.0,449416.6666666667,431608.3333333333,366102.5,-18.05573575706257,612000.0,-50.98039215686274,32.7838827838811,-37.11,-40.71,nxt_web_latest,NXT 체결가,2026-07-24 22:07 KST,,,33.53,50.01,29.93,51.35,5.38,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3809.0,808.0,576.0,21.21,15.12,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,0.0,True,3.0,OpenDART,,4.0,,,575000.0,,,91.67,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,1.53,,,30.0,7.06,8.24,19,15,18,18,71.17,-23.8,24.98,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-24,4.25,0,0,6,5,12,10,3,3,39,D,12
