yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,197124,우량기업부,바이오시밀러 및 바이오베터,KOSDAQ,주권,KRX,283000.0,312150.0,271315.76666666666,274005.1666666667,302433.045,-6.425569335520192,430123.0,-34.2048669799104,38.305084745759075,2.17,12.65,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,124.86,217.49,14.93,79.0,42.51,39.42,53.76,109.82,320.87,,901 -> 2026,2159.0,1069.0,1452.0,49.51,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.13,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,455000.0,,,60.78,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,0.63,2025.0,11011.0,,13.28,-31.49,10,2,9,9,,220.11,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-03,4.25,0,0,20,20,0,10,5,5,60,B,1
086520.KQ,086520,에코프로,110929,중견기업부,"환경소재,화학필터,이차전지소재등",KOSDAQ,주권,KRX,81700.0,87900.0,90803.33333333333,117700.0,118390.5,-30.991084588712773,185000.0,-55.83783783783783,38.54625550659604,-0.73,-23.93,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,,336.78,19.14,79.15,5.05,-8.39,117.92,9.11,,,-,34130.0,2138.0,-1055.0,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.18,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,2,1,1,1,,,,기타 금융업,기타 금융업,2026-09-03,4.25,0,0,0,0,0,0,5,3,8,D,2
247540.KQ,247540,에코프로비엠,104189,중견기업부,양극활물질,KOSDAQ,주권,KRX,106500.0,110664.8,122470.9,160672.475,165429.4,-35.622084103551124,242127.0,-56.014818669541185,44.963508395496994,6.39,-35.44,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,,364.17,14.92,776.0,6.13,2.29,142.16,-8.5,,,-,25316.0,1433.0,916.0,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.09,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.79,,,175143.0,,,64.45,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,2,1,1,1,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-09-03,4.25,0,0,0,0,0,0,5,3,8,D,3
277810.KQ,277810,레인보우로보틱스,84680,기술성장기업부,"협동로봇, 천문마운트시스템, 이족보행로봇 등",KOSDAQ,주권,KRX,436500.0,466450.0,482325.0,574570.8333333334,565542.5,-22.817471719632035,880000.0,-50.39772727272728,30.67092651756913,-9.81,-29.94,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,-33.64,3949.62,5.48,,65.63,1.07,7.08,76.68,,,110 -> 73,341.0,-25.0,14.0,-7.33,4.11,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,650000.0,,,48.91,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,,32.0,5.54,8.9,18,17,17,17,,1084.66,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-03,4.25,0,0,0,0,0,0,3,3,6,D,4
036930.KQ,036930,주성엔지니어링,78088,우량기업부,"ALG, ALD",KOSDAQ,주권,KRX,168000.0,168105.0,175663.33333333334,148056.66666666666,103807.75,61.83762773010686,250500.0,-32.93413173652694,41.24031007751042,17.56,-12.36,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,-66.22,32.8,7.92,887.5,13.41,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3107.0,313.0,357.0,10.07,11.49,-306.78,,1643.84,2974.36,-1330.52,0.03,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.5,,,205000.0,,,22.02,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,31.0,5.54,8.9,18,16,17,17,2762.9,142.06,3.49,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-03,4.25,0,0,6,0,4,0,5,5,20,D,5
240810.KQ,240810,원익IPS,51538,우량기업부,반도체 제조용 기계,KOSDAQ,주권,KRX,105000.0,108180.0,122791.66666666667,121289.16666666667,106479.0,-1.3890062829290282,183300.0,-42.716857610474634,32.798165137604144,7.47,-11.84,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,304.73,46.26,16.2,25.0,5.05,9.05,20.06,21.6,596.23,,423 -> 1712,9098.0,738.0,840.0,8.11,9.23,1566.07,1245.35,1072.74,1946.21,-873.47,0.19,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.86,,,154714.0,,,47.35,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.08,2025.0,11011.0,32.5,5.84,7.42,18,16,17,17,-23.08,-13.53,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-03,4.25,4,0,6,20,0,10,3,5,48,C,6
039030.KQ,039030,이오테크닉스,51495,우량기업부,레이저 마커 및 레이저 응용기기,KOSDAQ,주권,KRX,418000.0,390800.0,393708.3333333333,425004.1666666667,382140.0,9.383995394358088,612000.0,-31.699346405228756,65.0190114068372,27.83,-3.35,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,33.53,50.01,27.8,45.87,6.65,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3809.0,808.0,576.0,21.21,15.12,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,0.0,True,3.0,OpenDART,,4.0,,,532500.0,,,27.39,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,1.37,,,31.0,5.54,7.42,18,16,17,17,47.97,20.04,24.98,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-03,4.25,0,0,6,10,12,10,1,5,44,C,7
058470.KQ,058470,리노공업,49004,우량기업부,"리노핀, 반도체 소켓 등",KOSDAQ,주권,KRX,64300.0,67595.0,74515.0,91528.33333333333,85448.5,-24.749995611391657,127000.0,-49.37007874015748,29.166666666642357,-3.89,-35.05,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,34.19,27.95,31.56,25.0,6.28,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.0,1770.0,1520.0,47.52,40.81,1794.69,1192.33,852.03,607.09,244.94,1.24,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,103500.0,,,60.96,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,OFS,11011,OpenDART,0.73,2025.0,11011,18.0,4.59,11.1,9,7,8,8,38.89,36.82,17.07,전자부품 제조업,전자부품 제조업,2026-09-03,4.25,4,0,20,16,12,10,3,3,68,B,8
222800.KQ,222800,심텍,44619,중견기업부,반도체용 인쇄회로기판,KOSDAQ,주권,KRX,117500.0,114070.0,112945.0,98299.58333333333,79869.0,47.11590228999987,157300.0,-25.301970756516212,57.07376058040147,14.08,2.09,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,,,10.84,24.0,7.24,-32.1,181.13,14.55,,,-,14106.0,119.0,-1646.0,0.84,-11.67,-1986.12,-2550.05,539.84,10439.64,-9899.8,0.09,,100.0,37.33,OpenDART,-41.52,5.0,True,5.0,OpenDART,,4.0,,,176250.0,,,50.0,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,18.0,4.59,14.24,9,7,8,8,33.33,57.73,,전자부품 제조업,전자부품 제조업,2026-09-03,4.25,4,0,0,0,0,0,3,5,12,D,9
028300.KQ,028300,HLB,43689,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,32800.0,38317.5,40190.833333333336,47375.0,48833.25,-32.832649885068065,92500.0,-64.54054054054053,10.980392156850684,-6.02,-32.65,daily_close,NXT 미확인,2026-09-04 00:15 KST,,,,,20.09,,12.26,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,,,,,3,2,2,2,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-03,4.25,0,0,0,0,0,0,1,1,2,D,10
