yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,181925,우량기업부,바이오시밀러 및 바이오베터,KOSDAQ,주권,KRX,334000.0,277868.8,264992.73333333334,272549.275,306662.905,8.914379455187111,430123.0,-22.347793538127465,77.72223187591689,61.97,19.09,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,124.86,217.49,14.77,87.0,47.24,39.42,53.76,109.82,320.87,,901 -> 2026,2159.0,1069.0,1452.0,49.51,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.11,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,455000.0,,,36.23,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011,OpenDART,0.7,2025.0,11011,,24.78,-33.31,11,1,10,10,,90.64,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-20,4.65,0,0,20,20,0,10,1,5,56,B,1
086520.KQ,086520,에코프로,119618,중견기업부,"환경소재,화학필터,이차전지소재등",KOSDAQ,주권,KRX,87300.0,83315.0,97891.66666666667,124339.16666666667,118655.0,-26.425350806961355,185000.0,-52.810810810810814,70.78384798097409,13.23,-40.41,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,,336.78,19.08,192.7,5.36,-8.39,117.92,9.11,,,-,34130.0,2138.0,-1055.0,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.17,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,3,2,2,2,,,,기타 금융업,기타 금융업,2026-08-20,4.65,0,0,0,0,0,0,1,3,4,D,2
247540.KQ,247540,에코프로비엠,111624,중견기업부,양극활물질,KOSDAQ,주권,KRX,113300.0,107255.0,138476.66666666666,170634.16666666666,170475.0,-33.53864202962311,246000.0,-53.94308943089431,65.2249134947939,5.4,-47.55,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,,364.17,14.76,751.0,6.25,2.29,142.16,-8.5,,,-,25316.0,1433.0,916.0,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.09,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.8,,,179467.0,,,58.4,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,,2,1,1,1,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-20,4.65,0,0,0,0,0,0,1,3,4,D,3
277810.KQ,277810,레인보우로보틱스,91470,기술성장기업부,"협동로봇, 천문마운트시스템, 이족보행로봇 등",KOSDAQ,주권,KRX,473500.0,460725.0,524983.3333333334,603575.0,563685.0,-15.999183941385702,880000.0,-46.19318181818181,70.3092783505114,-1.04,-37.2,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,-33.64,3949.62,5.2,,71.52,1.07,7.08,76.68,,,110 -> 73,341.0,-25.0,14.0,-7.33,4.11,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,915000.0,,,93.24,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,28.0,6.49,8.16,21,17,20,20,,1002.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-20,4.65,0,0,0,0,0,0,1,3,4,D,4
036930.KQ,036930,주성엔지니어링,82411,우량기업부,"ALG, ALD",KOSDAQ,주권,KRX,177300.0,147845.0,181571.66666666666,138672.5,96674.25,83.39940573627413,250500.0,-29.221556886227546,80.95611285265569,9.44,-20.85,daily_close,NXT 미확인,2026-08-20 21:06 KST,,,-66.22,32.8,7.73,887.5,13.96,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3107.0,313.0,357.0,10.07,11.49,-306.78,,1643.84,2974.36,-1330.52,0.03,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.0,,,190000.0,,,7.16,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,26.5,6.49,8.16,21,16,20,20,3249.06,115.1,3.49,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-20,4.65,0,0,6,0,4,0,1,5,16,D,5
240810.KQ,240810,원익IPS,55906,우량기업부,반도체 제조용 기계,KOSDAQ,주권,KRX,113900.0,101100.0,123411.66666666667,122479.16666666667,104324.5,9.178572626755939,183300.0,-37.861429350791056,71.96261682241814,1.97,-6.41,daily_close,NXT 미확인,2026-08-20 21:06 KST,,,304.73,46.26,15.29,24.0,5.19,9.05,20.06,21.6,596.23,,423 -> 1712,9098.0,738.0,840.0,8.11,9.23,1566.07,1245.35,1072.74,1946.21,-873.47,0.18,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.86,,,154714.0,,,35.83,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,0.08,2025.0,11011.0,30.0,6.65,6.8,21,16,20,20,-20.0,-21.95,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-20,4.65,4,0,6,20,0,10,1,5,46,C,6
028300.KQ,028300,HLB,53146,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,40100.0,36145.0,42755.0,48598.333333333336,49518.0,-19.01934650026253,92500.0,-56.648648648648646,79.00874635562064,41.7,-21.22,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,,,20.38,,12.78,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011,OpenDART,,,,,,,3,2,2,2,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-20,4.65,0,0,0,0,0,0,1,3,4,D,7
058470.KQ,058470,리노공업,52967,우량기업부,"리노핀, 반도체 소켓 등",KOSDAQ,주권,KRX,69100.0,66880.0,79836.66666666667,95395.0,85023.0,-18.727873634193102,127000.0,-45.59055118110236,74.23728813555799,-3.76,-35.12,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,34.19,27.95,31.85,27.0,7.25,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.0,1770.0,1520.0,47.52,40.81,1794.69,1192.33,852.03,607.09,244.94,1.16,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,116600.0,,,68.74,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,OFS,11011.0,OpenDART,0.79,2025.0,11011.0,17.0,4.68,11.1,9,7,8,8,58.82,54.91,17.07,전자부품 제조업,전자부품 제조업,2026-08-20,4.65,0,0,20,16,12,10,1,3,62,B,8
039030.KQ,039030,이오테크닉스,51126,우량기업부,레이저 마커 및 레이저 응용기기,KOSDAQ,주권,KRX,418000.0,335875.0,404908.3333333333,425908.3333333333,374860.0,11.508296430667448,612000.0,-31.699346405228756,89.5927601809898,35.49,-27.05,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,33.53,50.01,29.21,61.33,6.42,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3809.0,808.0,576.0,21.21,15.12,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,0.0,True,3.0,OpenDART,,4.0,,,532500.0,,,27.39,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,1.83,,,26.5,6.65,6.8,21,16,20,20,131.43,-3.46,24.98,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-20,4.65,0,0,6,5,12,10,1,5,39,D,9
298380.KQ,298380,에이비엘바이오,46189,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,82000.0,78145.0,88783.33333333333,123690.0,146014.5,-43.84119385403504,245500.0,-66.59877800407332,71.74348697392777,18.16,-31.78,nxt_web_latest,NXT 체결가,2026-08-20 20:54 KST,,,,,13.03,-68.0,26.91,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,210000.0,,,156.1,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,,13.49,-6.93,7,2,6,6,,99.48,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-20,4.65,0,0,0,0,0,0,1,1,2,D,10
