yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,212.05999755859375,202.28749923706056,209.17333348592123,197.09466654459635,192.6946002960205,10.049787193218608,235.74000549316406,-10.04496792346812,62.72407151153712,6.01,1.82,daily_close,일봉 종가,2026-07-23 13:50 KST,,,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.47,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,2026-07-23,0.14,102.92,35.07,9.57,33.3,19,17,18,18,-13.59,155.83,,,,,,,2026-07-22,4.25,0,0,20,20,15,10,3,5,73,A,1
GOOGL,GOOGL,알파벳A,4490.91,342.0899963378906,354.77050018310547,369.3801666259766,341.1785827636719,323.19369979858396,5.846740376153042,402.6199951171875,-15.034027001485327,38.1419025763554,-1.17,-0.67,daily_close,일봉 종가,2026-07-23 13:50 KST,330.7499,-3.3149453241215827,82.0,23.78,81.31,26.457075,8.657437,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.26,6.41,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.57,53.0,-0.18,433.55,515.0,340.0,26.74,59.16,Finnhub,yfinance,2026-07-23,0.32,36.52,22.27,6.38,32.93,6,5,5,5,18.8,35.7,,,,,,,2026-07-22,4.25,0,0,20,20,15,10,5,5,75,A,2
GOOG,GOOG,알파벳C,4483.96,341.9100036621094,352.835498046875,366.84183197021486,339.5309153238932,322.4699991607666,6.0284691760274525,399.0400085449219,-14.3168613821792,40.37348381133018,-1.2,-0.12,daily_close,일봉 종가,2026-07-23 13:50 KST,,,82.0,23.92,61.11,26.951181,8.941894,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.26,6.41,0.88,,yfinance,,,,,,Communication Services,Internet Content & Information,87.14,,,-1.43,,,,,8.28,Finnhub,,2026-07-22,0.33,36.52,22.27,6.38,32.93,6,5,5,5,21.02,40.16,,,,,,,2026-07-22,4.25,0,0,20,20,15,10,5,5,75,A,3
AAPL,AAPL,애플,4376.98,325.8900146484375,310.06299896240233,300.5605000813802,281.27058334350585,275.2805994415283,18.3846647056067,333.739990234375,-2.3521231544426877,76.16677477752125,10.73,20.23,daily_close,일봉 종가,2026-07-23 13:50 KST,325.74,-0.04603229362498976,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.33,12.59,1.08,,yfinance,,,,,,Technology,Consumer Electronics,69.09,,,-3.13,,,,,3.74,Finnhub,,2026-07-23,1.61,10.32,30.3,9.57,33.3,19,17,18,18,15.76,316.48,,,,,,,2026-07-22,4.25,0,0,20,5,8,8,1,0,42,C,4
MSFT,MSFT,마이크로소프트,2818.35,390.3399963378906,384.64249725341796,403.1951644897461,400.2764155069987,437.5334490966797,-10.7862502526889,542.0700073242188,-27.990851538771178,54.0324702968305,4.39,-8.07,daily_close,일봉 종가,2026-07-23 13:50 KST,,,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.93,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,42.63,5.58,Finnhub,yfinance,2026-07-23,1.01,18.71,35.07,9.74,34.18,19,17,18,18,-32.42,-28.15,,,,,,,2026-07-22,4.25,4,0,20,10,12,8,5,5,64,B,5
AMZN,AMZN,아마존,2628.93,244.85000610351562,243.61149978637695,253.53033370971679,236.60200030008951,234.46140007019042,4.430838521912425,274.989990234375,-10.960393178373858,54.255616063490805,4.59,-7.25,daily_close,일봉 종가,2026-07-23 13:50 KST,,,74.8,41.19,68.02,31.638998,5.8438177,24.29,53.3,16.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,,,,,,,,,,,,2026-07-15,0.42,57.24,24.13,16.73,38.64,7,6,4,4,31.12,-65.07,,,,,,,2026-07-22,4.25,0,0,20,20,15,10,5,5,75,A,6
AVGO,AVGO,브로드컴,1957.03,396.80999755859375,380.7314987182617,403.5790003458659,371.45666732788084,364.42615005493167,8.886257887580436,481.57000732421875,-17.60076592738468,60.3652575299176,4.38,-6.14,daily_close,일봉 종가,2026-07-23 13:50 KST,397.6,0.19908834108687481,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.66,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,2026-07-14,0.72,20.26,30.3,9.57,33.3,19,17,18,18,102.48,109.41,,,,,,,2026-07-22,4.25,0,0,20,16,12,10,3,5,66,B,7
TSLA,TSLA,테슬라,1504.13,374.010009765625,394.6199981689453,404.90533243815105,398.5345827738444,415.9598500061035,-10.085069566176394,489.8800048828125,-23.652730048638247,33.226498111888404,-1.99,-0.61,daily_close,일봉 종가,2026-07-23 13:50 KST,358.8,-4.066738688399385,8.3,176.51,45.6,349.39447,17.392338,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,48.33,3.62,40.0,0.0,425.61,600.0,125.0,13.8,-0.06,Finnhub,yfinance,2026-07-23,42.1,-49.94,24.13,10.96,42.77,7,6,4,4,1347.97,58.69,,,,,,,2026-07-22,4.25,0,0,0,0,0,5,3,5,13,D,8
META,META,메타 플랫폼스,1465.23,627.1699829101562,615.9314910888672,609.9781626383464,624.6813303629557,639.1958483886718,-1.88140544229616,790.0,-20.611394568334653,53.067459528594554,11.56,-7.09,daily_close,일봉 종가,2026-07-23 13:50 KST,,,62.4,22.36,79.31,22.271437,6.3836145,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.33,7.64,2.1,,yfinance,,,,,,Communication Services,Internet Content & Information,87.5,,,-0.17,,,,,8.96,Finnhub,,2026-07-22,0.36,25.69,23.37,8.66,38.88,6,5,5,5,-4.7,-26.29,,,,,,,2026-07-22,4.25,4,0,20,20,15,10,5,5,79,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,489.3900146484375,495.51650085449216,485.9440002441406,486.3095003763835,490.15970001220705,-0.1570274675274988,539.7999877929688,-9.338639178307123,38.305112320154876,-0.69,4.28,daily_close,일봉 종가,2026-07-23 13:50 KST,488.9,-0.10012763517243685,119.6,11.79,67.33,14.791867,0.00097137934,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,6.32,-3.3,Finnhub,yfinance,2026-07-15,0.12,-16.27,19.19,3.2,15.92,16,15,15,15,-22.92,-99.97,,,,,,,2026-07-22,4.25,8,10,12,20,0,10,5,0,65,B,10
