yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
095340.KQ,095340,ISC,45043,우량기업부,,KOSDAQ,주권,KRX,212500.0,184165.0,159576.66666666666,190624.16666666666,174645.0,21.67539866586504,271000.0,-21.58671586715867,75.95419847326892,28.94,14.31,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,2.68,60.46,29.73,44.0,6.76,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2201.95,600.54,563.43,27.27,25.59,417.12,353.78,798.71,851.6,-52.89,0.4,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,220429.0,,,3.73,,,Naver/FnGuide,,KRW,2026-09-23,2025.0,CFS,11011.0,OpenDART,16.42,2025.0,11011.0,,,,1,0,0,0,,,91.78,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-09-23,4.25,0,0,12,0,15,2,1,5,35,D,11
108490.KQ,108490,로보티즈,44147,기술성장기업부,,KOSDAQ,주권,KRX,301500.0,292000.0,247285.0,271330.0,270545.5,11.441513534691946,405000.0,-25.555555555555554,65.96385542168119,20.36,19.17,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,691.83,4.66,972.0,10.11,2.49,1.79,29.67,,,-,389.43,33.46,53.03,8.59,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,4.0,,,392286.0,,,30.11,,,Naver/FnGuide,,KRW,2026-09-24,2025.0,CFS,11011,OpenDART,,,,30.0,5.54,8.98,19,17,18,18,3140.0,82.49,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-23,4.25,0,0,0,0,0,0,1,5,6,D,12
319660.KQ,319660,피에스케이,41943,우량기업부,,KOSDAQ,주권,KRX,144200.0,127855.0,142326.66666666666,127924.16666666667,97448.0,47.97635662096708,211500.0,-31.82033096926714,64.0102827763381,11.35,-18.9,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,-0.73,10.42,23.42,23.0,6.04,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.13,884.94,785.46,19.36,17.18,617.31,431.97,1194.22,1069.62,124.6,0.47,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,3.83,,,190000.0,,,31.76,,,Naver/FnGuide,,KRW,2026-09-23,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,32.0,5.54,8.16,19,17,18,18,-28.12,9.03,22.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-23,4.25,4,0,16,0,12,0,3,5,40,C,13
440110.KQ,440110,파두,40890,기술성장기업부,,KOSDAQ,주권,KRX,81400.0,66815.0,67068.33333333333,77086.25,61217.25,32.969056924314636,128300.0,-36.55494933749026,64.78454680533571,30.03,-5.02,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,,27.78,,54.82,-131.08,518.5,112.41,,,-,924.19,-654.7,-762.18,-70.84,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,115000.0,,,41.28,,,Naver/FnGuide,,KRW,2026-09-23,2025.0,CFS,11011.0,OpenDART,,,,11.02,3.06,9.64,5,3,4,4,,1691.5,,반도체 제조업,반도체 제조업,2026-09-23,4.25,0,0,0,0,0,0,3,5,8,D,14
028300.KQ,028300,HLB,40692,중견기업부,,KOSDAQ,주권,KRX,31050.0,32532.5,36228.333333333336,45174.583333333336,47730.75,-34.94759667509938,92500.0,-66.43243243243244,42.857142857093876,-14.93,-39.12,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,,18.48,,13.03,-44.32,88.14,23.64,,,-,841.73,-1042.17,-2354.15,-123.81,-279.68,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,,,,,,3,2,2,2,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-23,4.25,0,0,0,0,0,0,5,1,6,D,15
000250.KQ,000250,삼천당제약,38869,중견기업부,,KOSDAQ,주권,KRX,166600.0,162585.0,173505.0,279627.5,363751.5,-54.19950158281134,1184000.0,-85.92905405405405,63.526570048287695,-2.63,-30.15,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,1036.5,4.7,215.04,12.62,1.94,54.36,9.91,226.92,,-,2318.05,84.67,120.3,3.65,5.19,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-23,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,14.62,3.49,9.66,7,5,6,6,1370.86,261.6,,의약품 제조업,의약품 제조업,2026-09-23,4.25,0,0,0,0,0,0,3,1,4,D,16
084370.KQ,084370,유진테크,37490,우량기업부,,KOSDAQ,주권,KRX,161800.0,138115.0,135685.0,138685.83333333334,123329.0,31.19379870103544,206500.0,-21.646489104116224,70.34120734906844,20.66,-1.82,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,-32.89,30.03,37.62,27.46,5.53,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.24,516.72,444.82,14.75,12.7,664.77,452.3,549.25,892.21,-342.96,0.14,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,180000.0,,,11.25,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,32.0,5.79,8.16,19,17,18,18,-14.19,-4.49,31.84,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-23,4.25,0,0,6,0,15,0,1,5,27,D,17
031980.KQ,031980,피에스케이홀딩스,35189,우량기업부,,KOSDAQ,주권,KRX,163200.0,148110.0,128118.33333333333,123898.33333333333,102819.75,58.724369588527495,170000.0,-4.0,66.96878147028261,36.91,21.16,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,-4.32,11.02,6.2,20.0,5.2,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2077.64,734.01,916.85,35.33,44.13,814.17,792.28,1827.79,785.01,1042.78,0.66,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,19.49,,,Naver/FnGuide,,KRW,2026-09-24,2025.0,CFS,11011,OpenDART,,2025.0,11011,32.0,5.79,8.16,19,17,18,18,-37.5,-10.19,46.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-23,4.25,4,0,16,0,15,0,1,0,36,D,18
087010.KQ,087010,펩트론,33926,기술성장기업부,,KOSDAQ,주권,KRX,145200.0,156330.0,156876.66666666666,205732.5,232532.0,-37.55698140470989,386000.0,-62.383419689119165,49.23413566738852,-21.51,-27.33,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,,3.84,,29.71,-9.41,26.03,75.0,,,-,56.35,-212.57,-138.24,-377.23,-245.32,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-22,2025.0,OFS,11011.0,OpenDART,,,,,9.95,-4.45,6,2,5,5,,198.59,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-23,4.25,0,0,0,0,0,0,5,1,6,D,19
214450.KQ,214450,파마리서치,33506,우량기업부,,KOSDAQ,주권,KRX,323500.0,366800.0,367625.0,336595.8333333333,354825.0,-8.828295638695131,711000.0,-54.500703234880454,11.920529801322289,-26.81,-7.31,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,65.07,24.5,9.99,20.0,5.93,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5362.89,2143.96,1682.55,39.98,31.37,1831.62,1473.8,1756.63,3200.1,-1443.47,1.14,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,518750.0,,,60.36,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,0.31,2025.0,11011.0,,,,3,1,2,2,,,37.82,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-23,4.25,4,0,20,20,15,10,1,3,73,A,20
064760.KQ,064760,티씨케이,31973,우량기업부,,KOSDAQ,주권,KRX,283000.0,259325.0,228573.33333333334,252307.5,227904.0,24.175091266498175,348500.0,-18.794835007173603,70.53140096617403,18.66,6.59,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,-2.77,18.81,66.58,25.0,4.89,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.34,838.87,699.03,27.84,23.2,541.11,495.32,362.27,483.14,-45.27,0.51,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,321667.0,,,13.66,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,OFS,11011.0,OpenDART,,2025.0,11011.0,,,,1,0,0,0,,,6.91,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-09-23,4.25,4,0,12,0,4,0,1,5,26,D,21
131290.KQ,131290,티에스이,31967,우량기업부,,KOSDAQ,주권,KRX,289000.0,252525.0,240078.33333333334,214423.33333333334,160763.0,79.76773262504432,306500.0,-5.709624796084829,64.25438596490832,14.91,29.02,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,-10.0,1517.12,11.71,17.0,5.2,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.01,491.72,400.44,11.46,9.34,485.7,-22.4,758.17,1434.62,-676.45,0.16,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,380000.0,,,31.49,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,2,1,1,1,,,1672.52,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-23,4.25,8,0,12,0,15,0,3,0,38,D,22
095610.KQ,095610,테스,31343,우량기업부,,KOSDAQ,주권,KRX,161900.0,143440.0,149375.0,132861.66666666666,102407.25,58.09427555177978,217500.0,-25.5632183908046,65.62499999998974,17.23,-9.91,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,33.69,92.12,8.99,26.0,5.4,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.16,578.38,569.18,16.47,16.21,824.23,492.84,121.43,957.15,-835.72,0.53,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,215286.0,,,32.97,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,0.77,2025.0,11011.0,32.0,5.79,8.16,19,17,18,18,-18.75,-6.74,504.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-23,4.25,0,0,16,16,15,10,1,5,63,B,23
067310.KQ,067310,하나마이크론,30718,중견기업부,,KOSDAQ,주권,KRX,46200.0,37180.0,36300.833333333336,39259.583333333336,35582.75,29.838194068755225,56800.0,-18.661971830985916,79.33673469382089,25.37,-6.48,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,44.79,19.71,10.0,4.18,9.89,209.16,22.68,19.57,,-,15344.19,1276.89,655.79,8.32,4.27,1749.19,118.91,955.88,13651.63,-12695.75,0.15,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,64333.0,,,39.25,,,Naver/FnGuide,,KRW,2026-09-24,2025.0,CFS,11011,OpenDART,,2025.0,11011,,3.76,2.73,5,2,4,4,,11.17,,반도체 제조업,반도체 제조업,2026-09-23,4.25,12,0,6,0,0,0,1,5,24,D,24
141080.KQ,141080,리가켐바이오,29911,기술성장기업부,,KOSDAQ,주권,KRX,80700.0,88240.0,102553.33333333333,134899.16666666666,154433.5,-47.74449844107658,213500.0,-62.20140515222482,30.41237113399866,-17.9,-50.46,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,483.55,11.95,-39.0,8.74,-13.22,29.7,12.47,,,-,1415.53,-1064.86,-915.52,-75.23,-64.68,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,227500.0,,,181.91,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011.0,OpenDART,,,,,31.43,-31.49,9,2,7,7,,-72.19,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-23,4.25,0,0,0,0,0,0,3,1,4,D,25
357780.KQ,357780,솔브레인,28780,우량기업부,,KOSDAQ,주권,KRX,368000.0,335775.0,312091.6666666667,361225.0,358812.5,2.5605295244730883,501000.0,-26.546906187624753,68.7258687258613,11.52,7.45,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,-33.25,18.26,30.47,15.0,2.17,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9233.82,1336.42,839.89,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.64,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,493429.0,,,34.08,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,2,1,1,1,,,-22.12,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-23,4.25,8,3,6,0,0,0,1,5,23,D,26
298380.KQ,298380,에이비엘바이오,28441,기술성장기업부,,KOSDAQ,주권,KRX,50700.0,64830.0,74983.33333333333,100585.0,137441.0,-63.1114441833223,245500.0,-79.34826883910388,19.49458483753527,-32.04,-52.44,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,,12.99,-68.0,23.18,-23.48,79.29,137.43,,,-,793.5,-403.9,-378.77,-50.9,-47.73,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,240000.0,,,373.37,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011.0,OpenDART,,,,,9.95,-4.45,6,2,5,5,,132.96,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-23,4.25,0,0,0,0,0,0,1,1,2,D,27
010170.KQ,010170,대한광통신,27520,중견기업부,,KOSDAQ,주권,KRX,17720.0,15005.0,12580.333333333334,15443.416666666666,10859.455,63.17577631658311,29100.0,-39.106529209621996,80.55207026334658,31.26,30.87,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,,2.98,,18.71,-52.05,228.6,-8.71,,,-,1394.47,-214.11,-279.73,-15.35,-20.06,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,,,,,,1,0,0,0,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-09-23,4.25,0,0,0,0,0,0,1,5,6,D,28
310210.KQ,310210,보로노이,27303,기술성장기업부,,KOSDAQ,주권,KRX,145700.0,151715.0,153025.0,205300.83333333334,222502.5,-34.51758969000348,363500.0,-59.91746905089409,48.79227053138997,-12.12,-27.51,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,,,5.9,,41.3,-50.18,64.97,-23.47,,,-,75.12,-543.85,-427.06,-723.97,-568.5,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,208.85,,,Naver/FnGuide,,KRW,2026-09-23,2025.0,CFS,11011.0,OpenDART,,,,,11.28,-18.83,9,2,7,7,,266.13,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-23,4.25,0,0,0,0,0,0,5,3,8,D,29
080220.KQ,080220,제주반도체,26727,우량기업부,,KOSDAQ,주권,KRX,78000.0,74355.0,77015.0,76770.0,59709.5,30.63247891876502,134000.0,-41.7910447761194,66.08391608388374,2.5,-19.5,daily_close,NXT 미확인,2026-09-24 00:39 KST,,,102.29,22.3,1.07,11.02,5.56,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.31,358.74,394.99,11.87,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-23,2025.0,CFS,11011.0,OpenDART,0.11,,,,3.06,2.73,5,2,4,4,,81.7,53.63,반도체 제조업,반도체 제조업,2026-09-23,4.25,12,0,16,20,15,10,1,5,79,A,30
