yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
226950.KQ,226950,올릭스,28126,138400.0,137715.0,0.49740405910757723,207000.0,-33.14009661835749,40.984848484844136,daily_close,,,9.15,,20.13,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,5,5,10,D,35
131290.KQ,131290,티에스이,27598,249500.0,100802.75,147.51308868061633,270500.0,-7.763401109057301,56.45756457564211,daily_close,-10.0,1517.12,11.18,37.46,6.34,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,,,,,,,,,,,,1672.52,2026-06-24,4.25,0,0,12,0,15,0,3,0,30,D,36
031980.KQ,031980,피에스케이홀딩스,26500,122900.0,76785.5,60.05626062212267,152300.0,-19.304005252790546,49.53825857519331,daily_close,-4.32,11.02,6.45,19.0,4.76,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,,,,,,,,,,,,46.54,2026-06-24,4.25,4,0,16,0,15,0,5,5,45,C,37
357780.KQ,357780,솔브레인,26252,337500.0,342450.0,-1.445466491458607,501000.0,-32.634730538922156,43.95886889459996,daily_close,-33.25,18.26,24.39,19.0,2.58,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,,,,,,,,,,,,-22.12,2026-06-24,4.25,4,3,6,0,0,0,5,5,23,D,38
290650.KQ,290650,엘앤씨바이오,25405,94200.0,66140.25,42.424620408903806,118300.0,-20.37193575655114,58.19935691317018,daily_close,192.78,8.73,22.68,,10.25,-57.68,118.98,18.75,12.82,,2132 -> 6242,,,,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,10,3,5,18,D,39
237690.KQ,237690,에스티팜,25249,121000.0,125199.0,-3.353860653839088,168700.0,-28.27504445761707,48.00637958531624,regularMarketPrice,52.02,53.05,13.12,37.0,4.15,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,,,,,,,,,,,0.71,61.23,2026-06-24,4.25,0,0,12,16,15,10,5,5,63,B,40
263750.KQ,263750,펄어비스,23321,36300.0,44333.0,-18.119685110414363,72000.0,-49.583333333333336,26.37795275587642,regularMarketPrice,296.2,96.6,6.97,7.0,2.52,-1.05,43.8,6.78,,,237 -> 939,,,,,,,,,,,0.02,,2026-06-24,4.25,15,3,0,20,0,10,3,3,54,C,41
131970.KQ,131970,두산테스나,23115,119600.0,76749.5,55.83163408230673,190100.0,-37.08574434508154,40.9591704471771,regularMarketPrice,-95.9,238.23,6.27,60.0,5.84,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,,,,,,,,,,,,-83.42,2026-06-24,4.25,0,0,0,0,0,0,5,5,10,D,42
089970.KQ,089970,브이엠,23112,93300.0,37183.9,150.9150465658524,102800.0,-9.241245136186771,62.142857142848264,daily_close,,29.68,16.65,27.0,11.25,17.34,40.37,105.41,,,-,,,,,,,,,,,,,2026-06-24,4.25,0,0,16,0,0,0,3,0,19,D,43
010170.KQ,010170,대한광통신,22343,14370.0,7419.26,93.68508449629746,29100.0,-50.618556701030926,31.480324796974344,daily_close,,,0.87,,21.31,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,3,3,6,D,44
257720.KQ,257720,실리콘투,22033,33600.0,42190.5,-20.361218757777223,61800.0,-45.63106796116505,39.763779527515226,regularMarketPrice,31.11,14.49,6.82,10.0,4.42,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,,,,,,,,,,,0.32,103.34,2026-06-24,4.25,12,0,20,20,15,10,5,3,85,S,45
032820.KQ,032820,우리기술,21793,12700.0,11062.425,14.803038212688454,29300.0,-56.655290102389074,39.41967445148253,daily_close,-84.85,398.75,4.58,71.78,15.03,0.67,172.08,22.16,-1016.67,,33 -> 5,,,,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,5,3,8,D,46
098460.KQ,098460,고영,21317,31050.0,26579.55,16.81913350677495,43500.0,-28.620689655172416,45.395799676877694,regularMarketPrice,-29.74,61.63,22.33,48.0,6.36,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,,,,,,,,,,,,-17.9,2026-06-24,4.25,0,0,0,0,0,0,5,5,10,D,47
043260.KQ,043260,성호전자,21312,30050.0,21278.79,41.220435936441866,53200.0,-43.515037593984964,28.147389969285683,daily_close,871.74,6.42,1.24,6.53,4.65,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,,,,,,,,,,,0.01,101.28,2026-06-24,4.25,15,0,20,20,15,10,3,5,88,S,48
420770.KQ,420770,기가비스,19748,155800.0,64227.75,142.57427669504224,159200.0,-2.135678391959799,59.66981132074487,daily_close,353.16,47.97,2.56,107.59,8.74,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,,,,,,,,,,,0.3,-33.36,2026-06-24,4.25,0,0,6,20,0,10,3,0,39,D,49
183300.KQ,183300,코미코,19333,94100.0,60750.405,54.89608670098578,139200.0,-32.39942528735632,48.05302402650644,daily_close,-10.74,15.48,21.39,44.65,7.59,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,,,,,,,,,,,,24.61,2026-06-24,4.25,0,0,16,0,12,0,5,5,38,D,50
089030.KQ,089030,테크윙,18489,49900.0,52230.25,-4.461495014862077,71100.0,-29.817158931082982,46.43527204501594,daily_close,,181.67,14.92,489.43,10.54,4.63,198.75,-14.23,-32.48,,-,,,,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,5,5,10,D,51
068760.KQ,068760,셀트리온제약,18382,41400.0,58035.925,-28.664874385994544,95047.0,-56.44260208107568,37.28323699418949,regularMarketPrice,76.47,119.93,5.25,46.4,4.25,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,,,,,,,,,,,0.61,34.91,2026-06-24,4.25,0,0,6,20,15,10,5,3,59,B,52
082920.KQ,082920,비츠로셀,18339,40450.0,27580.355,46.662361670109036,64100.0,-36.89547581903276,23.466666666649147,regularMarketPrice,10.56,11.12,31.54,25.0,5.77,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,,,,,,,,,,,2.37,23.31,2026-06-24,4.25,4,0,16,0,12,5,1,5,43,C,53
035900.KQ,035900,JYP Ent.,18121,51000.0,67555.0,-24.505958108208127,85100.0,-40.07050528789659,40.51724137928589,daily_close,64.27,25.19,18.49,14.0,2.89,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,,,,,,,,,,,0.22,23.33,2026-06-24,4.25,8,3,20,20,12,10,5,5,83,A,54
140410.KQ,140410,메지온,18083,59500.0,85355.0,-30.29113701599203,172700.0,-65.54719166184134,39.27125506070649,daily_close,,,25.32,,118.04,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,5,1,6,D,55
218410.KQ,218410,RFHIC,18082,68100.0,54940.25,23.95283967582965,112500.0,-39.46666666666667,28.07692307691552,regularMarketPrice,11.66,23.8,25.87,44.0,5.13,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,,,,,,,,,,,3.77,28.82,2026-06-24,4.25,0,0,6,0,15,5,3,5,34,D,56
058610.KQ,058610,에스피지,17786,80200.0,85762.5,-6.485934994898702,158100.0,-49.27261227071474,22.87694974002912,regularMarketPrice,-30.29,103.2,6.96,205.15,7.28,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,,,,,,,,,,,,-8.86,2026-06-24,4.25,0,0,0,0,0,0,1,3,4,D,57
083650.KQ,083650,비에이치아이,17576,56800.0,68143.25,-16.646182857436358,109500.0,-48.12785388127854,38.89789303078534,regularMarketPrice,232.86,26.53,12.39,23.0,10.35,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,,,,,,,,,,,0.1,180.92,2026-06-24,4.25,4,0,20,20,15,10,5,3,77,A,58
140860.KQ,140860,파크시스템스,17015,243000.0,254545.0,-4.5355438134710955,339500.0,-28.424153166421206,40.74074074073873,daily_close,-19.61,42.01,35.65,34.0,7.74,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,,,,,,,,,,,,18.19,2026-06-24,4.25,0,0,16,0,12,0,5,5,38,D,59
030530.KQ,030530,원익홀딩스,16760,21700.0,28774.55,-24.586136012552757,48700.0,-55.441478439425055,41.04477611938154,regularMarketPrice,,137.36,5.29,99.6,1.9,2.78,51.37,-3.49,-101.31,,-,,,,,,,,,,,,,2026-06-24,4.25,0,3,0,0,0,0,5,3,11,D,60
007390.KQ,007390,네이처셀,16688,25900.0,22423.5,15.503824113095636,37800.0,-31.48148148148148,27.296587926489124,daily_close,,1126.55,8.94,,29.67,-4.45,18.57,-35.91,-700.0,,-,,,,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,3,5,8,D,61
0009K0.KQ,0009K0,에임드바이오,16200,25050.0,47656.0,-47.435789827094176,72500.0,-65.44827586206895,42.3188405796758,regularMarketPrice,,626.65,1.94,370.29,8.61,5.13,3.32,300.85,,,-,,,,,,,,,,,,,2026-06-24,4.25,0,0,6,0,0,0,5,1,12,D,62
041510.KQ,041510,에스엠,16163,70600.0,107159.5,-34.11690050812107,153000.0,-53.8562091503268,41.32762312632594,daily_close,1844.22,43.74,32.93,13.0,1.75,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,,,,,,,,,,,0.01,103.18,2026-06-24,4.25,8,6,20,20,15,10,5,3,87,S,63
078600.KQ,078600,대주전자재료,15801,100700.0,95207.5,5.768978284273823,182800.0,-44.91247264770241,31.80693069306379,daily_close,-43.95,667.76,13.67,171.17,6.65,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,,,,,,,,,,,,444.67,2026-06-24,4.25,0,0,6,0,15,0,3,5,29,D,64
039200.KQ,039200,오스코텍,14442,37750.0,47774.75,-20.983364643457055,62000.0,-39.11290322580645,38.080495356004135,daily_close,5847.83,547.23,12.36,25.59,7.94,33.87,23.02,193.53,,,23 -> 1368,,,,,,,,,,,0.0,,2026-06-24,4.25,0,0,20,0,0,10,5,5,40,C,65
323280.KQ,323280,태성,14139,46300.0,50256.5,-7.872613492782028,89700.0,-48.3835005574136,36.421319796941376,regularMarketPrice,,103.42,4.98,,10.81,-3.0,34.71,-35.98,-141.67,,-,,,,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,5,3,8,D,66
096530.KQ,096530,씨젠,14074,26950.0,25635.75,5.12662980408219,35150.0,-23.32859174964438,32.77310924365892,daily_close,7007.69,906.71,17.85,22.12,1.24,4.81,21.66,14.46,,,13 -> 924,,,,,,,,,,,0.0,,2026-06-24,4.25,4,6,0,0,0,10,3,5,28,D,67
060370.KQ,060370,LS마린솔루션,13268,25400.0,29529.75,-13.985048976032646,50100.0,-49.30139720558882,28.523489932859093,daily_close,-51.36,69.69,2.74,112.21,2.35,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,,,,,,,,,,,,-28.93,2026-06-24,4.25,0,3,0,0,0,0,3,3,9,D,68
204270.KQ,204270,제이앤티씨,12986,22450.0,20667.2,8.626229000541917,31250.0,-28.16,59.84848484843195,daily_close,,39.18,2.65,,4.98,-31.32,121.3,-32.03,,,-,,,,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,3,5,8,D,69
458870.KQ,458870,씨어스,12902,33900.0,38350.06,-11.603788885858322,63034.0,-46.2195005869848,58.89145496531989,regularMarketPrice,,102.08,5.71,21.0,22.78,52.78,36.81,495.06,,,-,,,,,,,,,,,,,2026-06-24,4.25,4,0,20,0,0,0,3,3,30,D,70
031330.KQ,031330,에스에이엠티,12879,12880.0,6052.95,112.78880545849546,18860.0,-31.70731707317073,23.25581395345924,daily_close,39.34,6.2,9.1,5.39,2.23,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,,,,,,,,,,,0.14,51.79,2026-06-24,4.25,15,3,16,20,15,10,1,5,85,S,71
476830.KQ,476830,알지노믹스,12582,90300.0,131347.5,-31.251070633243877,236000.0,-61.73728813559322,38.69115958667575,daily_close,,,10.51,,24.12,604.61,6.72,7800.0,,,-,79.0,-146.0,-1038.0,-184.81,-1313.92,,,,,,,,2026-06-24,4.25,0,0,20,0,0,0,5,1,26,D,72
475830.KQ,475830,오름테라퓨틱,12532,57700.0,78560.5,-26.55342061213969,143700.0,-59.84690327070285,44.181818181806946,regularMarketPrice,,,7.87,,11.52,-33.22,29.37,,,,-,,-518.0,-420.0,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,5,3,8,D,73
437730.KQ,437730,삼현,12429,39200.0,44774.65,-12.450460249270517,73200.0,-46.44808743169399,38.30645161288881,regularMarketPrice,19.27,100.86,1.83,259.71,11.01,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,,,,,,,,,,,13.48,-5.72,2026-06-24,4.25,0,0,6,0,0,8,5,3,22,D,74
127120.KQ,127120,제이에스링크,12211,35150.0,28259.4,24.38339101325576,48900.0,-28.118609406952967,42.29559748425811,regularMarketPrice,,,2.15,,13.6,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,5,5,10,D,75
166090.KQ,166090,하나머티리얼즈,11906,60200.0,53704.5,12.094889627498628,81100.0,-25.770653514180026,47.069597069585,regularMarketPrice,20.8,21.83,22.69,25.57,2.56,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,,,,,,,,,,,1.23,5.86,2026-06-24,4.25,0,3,6,10,4,8,5,5,41,C,76
101490.KQ,101490,에스앤에스텍,11648,54600.0,68627.25,-20.43976700217479,105100.0,-48.04947668886774,33.14917127070541,daily_close,91.27,24.46,14.21,21.5,3.92,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,,,,,,,,,,,0.24,50.19,2026-06-24,4.25,4,0,20,20,15,10,3,3,75,A,77
347700.KQ,347700,스피어,11029,21400.0,25760.6,-16.92740075929908,53100.0,-59.69868173258004,32.765723702266996,daily_close,-98.98,1590.82,7.13,28.73,11.72,0.43,49.85,11.94,-40.13,,491 -> 5,,,,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,3,3,6,D,78
195940.KQ,195940,HK이노엔,10963,38700.0,49269.75,-21.452818412920706,57600.0,-32.8125,37.5464684014479,daily_close,22.91,20.56,14.13,12.0,0.85,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,,,,,,,,,,,0.52,26.83,2026-06-24,4.25,12,8,6,20,15,8,5,5,79,A,79
003380.KQ,003380,하림지주,10752,9600.0,11196.5,-14.258920198276249,19610.0,-51.04538500764916,32.608695652063645,daily_close,772.77,17.26,8.98,4.46,0.3,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,,,,,,,,,,,0.01,148.93,2026-06-24,4.25,15,10,6,20,15,10,3,3,82,A,80
100790.KQ,100790,미래에셋벤처투자,10651,20050.0,22153.45,-9.49490937077521,67400.0,-70.25222551928783,20.865139949101973,regularMarketPrice,263.75,20.88,4.04,28.87,3.23,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,,,,,,,,,,,0.11,12.85,2026-06-24,4.25,0,0,6,20,8,10,1,1,46,C,81
232140.KQ,232140,와이씨,10641,12970.0,16374.65,-20.792200138628917,23700.0,-45.27426160337553,36.1721611721148,daily_close,75.37,55.92,8.28,32.0,3.11,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,,,,,,,,,,,0.42,19.34,2026-06-24,4.25,0,0,6,20,12,10,5,3,56,B,82
085660.KQ,085660,차바이오텍,10580,11380.0,15050.4,-24.387391697230637,23850.0,-52.28511530398323,34.80083857432135,daily_close,,,8.28,,2.09,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,,,,,,,,2026-06-24,4.25,0,3,0,0,0,0,3,3,9,D,83
