yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
214450.KQ,214450,파마리서치,44259,우량기업부,재생의약품,KOSDAQ,주권,KRX,426000.0,407825.0,351466.6666666667,331025.0,363275.0,17.266533617782674,711000.0,-40.08438818565401,53.60360360360022,25.85,43.68,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,65.07,24.5,9.04,22.0,6.88,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,0.87,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,512667.0,,,20.34,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.34,37.82,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-31,4.25,4,0,20,20,15,10,5,5,79,A,11
087010.KQ,087010,펩트론,42717,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,183200.0,183055.0,176151.66666666666,228175.83333333334,246265.5,-25.608743409044305,386000.0,-52.53886010362694,50.07518796991427,43.35,-31.26,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,,3.76,,33.79,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-28,2025.0,OFS,11011.0,OpenDART,,,7,2,6,6,,,,12.7,-13.96,,166.06,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-31,4.25,0,0,0,0,0,0,5,3,8,D,12
403870.KQ,403870,HPSP,41314,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,50200.0,42287.5,46042.5,47184.583333333336,42507.5,18.096806445921306,83500.0,-39.880239520958085,76.76767676763335,45.09,5.68,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-16.35,35.96,32.58,33.0,13.46,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,1.0,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,68250.0,,,35.96,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,-6.21,34.0,6.01,8.16,-2.94,123.96,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,0,0,20,0,0,0,1,5,26,D,13
298380.KQ,298380,에이비엘바이오,40702,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,72700.0,80485.0,84423.33333333333,117426.66666666667,145146.0,-49.91250189464401,245500.0,-70.38696537678207,17.647058823521775,8.83,-31.42,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,,13.24,-68.0,24.81,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,210000.0,,,188.86,,,Naver/FnGuide,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,,,7,2,6,6,,,,12.7,-6.93,,95.35,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-31,4.25,0,0,0,0,0,0,1,1,2,D,14
000250.KQ,000250,삼천당제약,39385,중견기업부,"하메론, 아토로우",KOSDAQ,주권,KRX,167900.0,175290.0,198855.0,382752.5,368664.0,-54.45717509710739,1184000.0,-85.81925675675676,28.888888888880714,12.23,-45.75,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,1036.5,4.69,423.62,14.5,1.94,54.36,9.91,226.92,,-,2318.0,85.0,120.0,3.67,5.18,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,,,25.21,3.85,9.66,1580.36,276.62,의약품 제조업,의약품 제조업,2026-08-31,4.25,0,0,0,0,0,0,3,1,4,D,15
108490.KQ,108490,로보티즈,37767,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,257500.0,250100.0,243743.33333333334,264659.1666666667,263259.5,-2.187765303816197,405000.0,-36.41975308641975,54.46808510637649,40.1,-25.04,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,691.83,4.83,972.0,10.16,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,4.0,,,397167.0,,,54.24,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,,19,17,18,18,,,33.0,6.01,8.98,2845.45,69.05,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,0,0,0,0,0,0,5,5,10,D,16
319660.KQ,319660,피에스케이,36990,우량기업부,"드라이스트립, 드라이클리닝",KOSDAQ,주권,KRX,127700.0,128495.0,151450.0,120439.16666666667,89479.5,42.71425298532066,211500.0,-39.621749408983455,43.932038834936534,-1.47,11.63,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-0.73,10.42,20.6,25.0,6.74,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.0,885.0,785.0,19.36,17.17,617.31,431.97,1194.22,1069.62,124.6,0.53,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,182857.0,,,43.19,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,22.31,34.0,6.01,8.16,-26.47,12.15,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,4,0,16,0,12,0,5,5,42,C,17
095340.KQ,095340,ISC,35929,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,169500.0,154490.0,161475.0,195585.0,166215.5,1.9760491650898981,271000.0,-37.45387453874539,66.62621359222169,30.79,-20.79,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,2.68,60.46,30.1,40.0,6.31,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.5,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,217167.0,,,28.12,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,14.93,91.78,,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-08-31,4.25,0,0,12,0,15,2,1,5,35,D,18
141080.KQ,141080,리가켐바이오,35723,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,96500.0,106745.0,117246.66666666667,150920.0,161588.0,-40.280218828130806,213500.0,-54.80093676814989,22.405660377351097,10.29,-33.72,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,483.55,11.83,-44.0,7.84,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,224000.0,,,132.12,,,Naver/FnGuide,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,,,11,3,10,10,,,41.6,25.14,-25.16,,-68.81,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-31,4.25,0,0,0,0,0,0,1,3,4,D,19
257720.KQ,257720,실리콘투,35542,우량기업부,화장품 유통,KOSDAQ,주권,KRX,54200.0,44407.5,38122.5,39447.083333333336,41035.0,32.08236870963812,61800.0,-12.297734627831716,76.15894039731569,59.65,49.72,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,31.11,14.49,11.88,15.0,5.15,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.56,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,59000.0,,,8.86,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,0.48,103.34,,,,,,상품 종합 도매업,상품 종합 도매업,2026-08-31,4.25,8,0,20,20,15,10,1,5,79,A,20
440110.KQ,440110,파두,32922,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,65700.0,63300.0,76071.66666666667,75907.5,57609.5,14.043690710733472,128300.0,-48.791893998441154,56.957928802563195,3.63,-43.36,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,,26.77,,102.25,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,130000.0,,,97.87,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,,14.0,3.56,9.64,,2772.19,반도체 제조업,반도체 제조업,2026-08-31,4.25,0,0,0,0,0,0,3,3,6,D,21
145020.KQ,145020,휴젤,31538,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,252000.0,257675.0,248566.66666666666,253450.0,248582.5,1.3747950881498094,388000.0,-35.051546391752574,32.704402515717504,8.39,0.2,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,3.3,21.91,56.69,18.0,2.7,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,391429.0,,,55.33,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,,7,1,6,6,5.45,22.87,,17.92,-16.44,,-84.93,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-31,4.25,8,3,16,0,12,2,3,5,49,C,22
310210.KQ,310210,보로노이,30563,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,165000.0,163785.0,166273.33333333334,230007.5,228949.0,-27.93154807402522,363500.0,-54.60797799174691,42.14876033057038,48.78,-26.5,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,,6.68,,34.83,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,172.73,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,11,3,10,10,,,41.6,17.62,-16.02,,97.67,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-31,4.25,0,0,0,0,0,0,5,3,8,D,23
084370.KQ,084370,유진테크,30547,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,133300.0,128505.0,144040.0,136731.66666666666,119065.5,11.955184331313436,206500.0,-35.44794188861985,59.58646616539785,18.7,-14.39,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-32.89,30.03,37.62,27.46,5.53,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.17,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,180000.0,,,35.03,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011,OpenDART,2025.0,11011,19,17,18,18,,31.84,34.0,6.38,8.16,-19.24,-13.32,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,0,0,6,0,15,0,3,5,29,D,24
064760.KQ,064760,티씨케이,27724,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,248000.0,216670.0,229306.66666666666,248270.0,218787.0,13.352255847011019,348500.0,-28.83787661406026,72.11538461537491,49.85,-9.49,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-2.77,18.81,66.51,25.0,4.92,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.58,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,321667.0,,,29.7,,,Naver/FnGuide,,KRW,2026-08-28,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,6.91,,,,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-08-31,4.25,4,0,12,0,4,0,1,5,26,D,25
214370.KQ,214370,케어젠,27716,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,51600.0,59015.0,63798.333333333336,81736.66666666667,84239.0,-38.745711606263136,150100.0,-65.62291805463025,10.6837606837543,-7.19,-38.93,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-37.87,92.25,4.43,124.6,12.35,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.85,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,1,6,6,,-29.05,,17.92,-16.44,,-31.08,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-31,4.25,0,0,6,0,0,0,1,1,8,D,26
095610.KQ,095610,테스,27588,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,142500.0,139055.0,156230.0,121650.83333333333,93784.75,51.9436795427828,217500.0,-34.48275862068966,49.8806682577399,9.62,4.86,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,33.69,92.12,8.99,26.0,5.4,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.6,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,215286.0,,,51.08,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011,OpenDART,2025.0,11011,19,17,18,18,0.77,504.31,34.0,6.38,8.16,-23.53,-15.36,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,0,0,16,16,15,10,5,5,67,B,27
080220.KQ,080220,제주반도체,26934,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,78200.0,77650.0,86003.33333333333,72254.58333333333,55070.3,42.000315959782306,134000.0,-41.64179104477612,37.400530503964895,20.12,-27.12,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,102.29,22.3,2.79,23.05,8.37,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,5,2,4,4,0.23,53.63,,3.56,2.73,,135.11,반도체 제조업,반도체 제조업,2026-08-31,4.25,4,0,16,20,15,10,5,5,75,A,28
031980.KQ,031980,피에스케이홀딩스,26909,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,124800.0,110385.0,120953.33333333333,117176.66666666667,93824.25,33.01465239530292,166500.0,-25.045045045045043,66.44518272423704,27.61,0.4,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-4.32,11.02,5.52,17.0,4.66,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.87,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,56.25,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,46.54,34.0,6.38,8.16,-50.0,-26.96,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,8,0,16,0,15,0,1,5,45,C,29
