yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
357780.KQ,357780,솔브레인,26641,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,342500.0,317350.0,321108.3333333333,373716.6666666667,352247.5,-2.7672304274693222,501000.0,-31.636726546906186,70.71428571427157,35.64,-10.92,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-33.25,18.26,29.68,16.0,2.35,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.69,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,510500.0,,,49.05,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,-22.12,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-31,4.25,8,3,6,0,0,0,1,5,23,D,30
131290.KQ,131290,티에스이,26215,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,237000.0,235255.0,234846.66666666666,194304.16666666666,143653.75,64.9800301071152,284500.0,-16.695957820738137,53.676470588229776,27.01,7.0,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-10.0,1517.12,10.87,20.0,5.91,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.19,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,380000.0,,,60.34,,,Naver/FnGuide,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,1672.52,,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-31,4.25,4,0,12,0,15,0,5,5,41,C,31
319400.KQ,319400,현대무벡스,26173,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,23500.0,24167.5,25557.833333333332,28867.666666666668,25882.85,-9.20628910649329,46350.0,-49.29881337648328,45.45454545448761,10.33,-32.86,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-56.77,99.75,1.74,243.94,17.13,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.21,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,65.83,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-31,4.25,0,0,6,0,15,0,5,3,29,D,32
178320.KQ,178320,서진시스템,24823,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,39000.0,37367.5,46928.333333333336,51359.166666666664,42709.5,-8.685421276296843,80800.0,-51.73267326732673,54.6827794561471,18.18,-43.64,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,15.93,14.05,,2.74,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,67750.0,,,73.72,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-08-31,4.25,0,3,0,0,0,0,5,3,11,D,33
347850.KQ,347850,디앤디파마텍,24523,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,53500.0,58010.0,72750.83333333333,74666.25,80608.3,-33.62966344656816,111200.0,-51.88848920863309,23.931623931609607,6.15,-43.09,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,,8.91,,31.43,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011,OpenDART,,,11,3,10,10,,,41.6,17.62,-16.02,,78.38,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-31,4.25,0,0,0,0,0,0,1,3,4,D,34
067310.KQ,067310,하나마이크론,23637,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,35550.0,34890.0,39329.166666666664,38553.75,34555.75,2.8772346136315954,56800.0,-37.41197183098591,54.228855721355266,19.7,-21.7,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,44.79,19.79,10.0,4.87,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.2,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,64333.0,,,80.96,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,,,5.31,2.73,,-8.29,반도체 제조업,반도체 제조업,2026-08-31,4.25,12,0,6,0,0,0,5,5,28,D,35
214150.KQ,214150,클래시스,22082,우량기업부,미용의료기기,KOSDAQ,주권,KRX,33850.0,38447.5,42905.833333333336,47910.416666666664,52408.5,-35.411240543041686,75600.0,-55.22486772486772,17.994858611812234,-17.74,-22.18,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,32.76,30.47,69.88,15.0,4.33,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.95,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,62067.0,,,83.36,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,0.46,32.57,,8.74,-5.19,,-50.46,의료용 기기 제조업,의료용 기기 제조업,2026-08-31,4.25,8,0,20,20,15,10,1,3,77,A,36
237690.KQ,237690,에스티팜,21962,우량기업부,원료의약품,KOSDAQ,주권,KRX,105200.0,104885.0,114116.66666666667,129869.16666666667,129198.5,-18.57490605541086,168700.0,-37.640782454060464,47.5265017667727,18.87,-14.82,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,52.02,53.05,12.45,30.0,3.42,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.48,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184786.0,,,75.65,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.58,61.23,25.21,5.32,7.59,19.0,-35.71,의약품 제조업,의약품 제조업,2026-08-31,4.25,0,0,12,20,15,10,5,5,67,B,37
140410.KQ,140410,메지온,21802,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,71200.0,63425.0,59946.666666666664,73648.33333333333,85483.5,-16.709072511069387,172700.0,-58.77243775332948,73.18181818177162,20.68,9.88,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,,24.31,,55.8,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011,OpenDART,,,11,3,10,10,,,41.6,17.62,-16.02,,216.69,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-31,4.25,0,0,0,0,0,0,1,3,4,D,38
226950.KQ,226950,올릭스,21778,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,103400.0,111675.0,122078.33333333333,147927.5,144148.0,-28.26816882648389,207000.0,-50.04830917874396,23.860182370815593,9.07,-36.25,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,,7.53,,16.4,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,11,3,10,10,,,41.6,25.14,-22.36,,-34.77,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-31,4.25,0,0,0,0,0,0,1,3,4,D,39
005290.KQ,005290,동진쎄미켐,21713,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,42600.0,42042.5,47347.5,50510.833333333336,47176.0,-9.69984738002374,66000.0,-35.45454545454545,52.44444444437918,8.81,-28.64,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-35.98,13.86,12.7,10.46,1.77,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.53,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,-11.78,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-31,4.25,12,6,6,0,0,0,5,5,34,D,40
010170.KQ,010170,대한광통신,21705,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,13960.0,12764.0,12989.833333333334,14361.791666666666,9756.01,43.09128424427609,29100.0,-52.027491408934715,49.32659932648306,63.66,-31.23,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,,2.98,,18.71,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-08-31,4.25,0,0,0,0,0,0,5,3,8,D,41
058610.KQ,058610,에스피지,20691,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,93300.0,103705.0,88285.0,104075.83333333333,99077.75,-5.831531297390181,158100.0,-40.98671726755218,35.98409542742537,-1.37,-16.32,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-30.29,103.2,4.37,133.0,8.02,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,129667.0,,,38.98,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,-8.86,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-31,4.25,0,0,0,0,0,0,5,5,10,D,42
032820.KQ,032820,우리기술,20043,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,11600.0,11674.5,11765.333333333334,16411.333333333332,12618.75,-8.073303615651312,29300.0,-60.40955631399317,43.01075268804255,28.46,-26.07,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-84.85,398.75,7.07,60.89,12.75,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-31,4.25,0,0,0,0,0,0,5,1,6,D,43
263750.KQ,263750,펄어비스,19858,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,31600.0,33060.0,35326.666666666664,44983.75,44231.5,-28.55770209013938,72000.0,-56.111111111111114,32.69961977182831,-4.82,-25.3,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,296.2,96.6,4.69,6.0,2.02,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.17,,,52800.0,,,67.09,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011,OpenDART,,,3,1,2,2,0.02,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-31,4.25,15,3,0,20,0,10,3,3,54,C,44
083650.KQ,083650,비에이치아이,19433,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,62800.0,57160.0,54188.333333333336,73285.0,68250.75,-7.9863591242587075,109500.0,-42.64840182648402,60.8414239481925,55.83,-10.92,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,232.86,26.53,10.63,30.14,10.74,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,75.16,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,0.13,180.92,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-31,4.25,0,0,20,20,15,10,3,5,73,A,45
098460.KQ,098460,고영,19404,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,28450.0,29955.0,29668.333333333332,31315.416666666668,29522.65,-3.633312050239397,43500.0,-34.59770114942528,37.73584905656389,4.4,-16.08,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-29.74,61.63,25.69,35.0,5.83,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.49,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,44083.0,,,54.95,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,-17.9,33.0,6.38,8.98,6.06,-8.62,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,0,0,0,0,0,0,5,5,10,D,46
068760.KQ,068760,셀트리온제약,18515,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,41700.0,42850.0,41620.833333333336,48505.833333333336,54892.725,-24.03364926773083,75700.0,-44.91413474240423,38.46153846150081,3.73,-8.95,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,76.47,119.93,4.96,48.28,4.28,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.48,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.63,34.91,25.21,4.88,7.95,91.51,-12.3,의약품 제조업,의약품 제조업,2026-08-31,4.25,0,0,6,20,15,10,5,5,61,B,47
140860.KQ,140860,파크시스템스,18381,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,262500.0,266800.0,260500.0,265654.1666666667,256105.0,2.4970227055309344,339500.0,-22.68041237113402,45.270270270261705,2.94,-11.17,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-19.61,42.01,38.91,40.0,8.03,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.19,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,358625.0,,,36.62,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,18.19,,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-31,4.25,0,0,16,0,12,0,5,5,38,D,48
089030.KQ,089030,테크윙,18378,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,49600.0,48382.5,49696.666666666664,52506.25,50619.5,-2.014045970426417,71100.0,-30.239099859353026,59.63855421681717,19.66,-7.64,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,181.67,16.82,379.27,8.16,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.26,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,,33.0,6.01,8.98,1049.3,35.77,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,0,0,0,0,0,0,3,5,8,D,49
096530.KQ,096530,씨젠,17547,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,33600.0,30930.0,29032.5,27226.666666666668,26485.5,26.861867814464517,35650.0,-5.750350631136045,58.878504672845835,24.91,8.21,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,7007.69,906.71,19.14,25.58,1.43,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,2.98,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,45500.0,,,35.42,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.0,,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-31,4.25,0,6,0,0,0,10,3,0,19,D,50
060370.KQ,060370,LS마린솔루션,17238,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,33000.0,31770.0,29085.0,31419.583333333332,30573.5,7.936611771632296,50100.0,-34.13173652694611,54.85074626859941,25.24,3.77,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-51.36,69.69,2.36,121.12,2.54,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,44000.0,,,33.33,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,-28.93,,,,,,전기 및 통신 공사업,전기 및 통신 공사업,2026-08-31,4.25,0,3,0,0,0,0,5,5,13,D,51
041510.KQ,041510,에스엠,17125,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,74800.0,74035.0,73948.33333333333,82370.0,93769.5,-20.2299255088275,153000.0,-51.11111111111111,47.08171206223116,9.36,-4.96,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,1844.22,43.74,32.47,14.0,1.65,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.17,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,113412.0,,,51.62,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.01,103.18,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-31,4.25,8,6,20,20,15,10,5,3,87,S,52
007390.KQ,007390,네이처셀,16753,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,26000.0,23415.0,25105.833333333332,22712.5,22708.8,14.493059959134788,37800.0,-31.216931216931215,67.6136363635288,18.18,-24.75,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,1126.55,7.44,,23.08,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,7,2,6,6,,,,12.7,-16.44,,81.73,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-31,4.25,0,0,0,0,0,0,1,5,6,D,53
241710.KQ,241710,코스메카코리아,15998,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,149800.0,120260.0,90705.0,84605.0,81522.0,83.75407865361497,153900.0,-2.6640675763482777,86.92722371966015,90.1,107.48,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,6.16,15.61,23.36,20.0,5.84,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,134667.0,,,-10.1,,,Naver/FnGuide,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,3.25,42.68,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-31,4.25,4,0,16,0,15,5,1,0,41,C,54
0009K0.KQ,0009K0,에임드바이오,15844,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,24500.0,25485.0,24321.5,35967.0,,,72500.0,-66.20689655172414,39.45945945939974,20.69,-11.55,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,626.65,2.42,41.6,8.23,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,11,2,10,10,,,,25.14,-25.16,,-67.26,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-31,4.25,0,0,6,0,0,0,5,1,12,D,55
131970.KQ,131970,두산테스나,15500,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,80200.0,76065.0,97606.66666666667,108675.83333333333,86283.25,-7.050325526681019,190100.0,-57.81167806417675,60.86956521737278,25.12,-45.63,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,-95.9,238.23,11.4,39.0,3.26,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.2,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.8,,,170000.0,,,111.97,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,-83.42,,,,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-08-31,4.25,0,0,0,0,0,0,3,3,6,D,56
950160.KQ,950160,코오롱티슈진,14971,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,17620.0,20424.0,57778.666666666664,81769.33333333333,80949.6,-78.23336989929537,138800.0,-87.30547550432277,45.75682382130816,35.54,-83.91,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,,4.25,,12.63,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1489.1,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-08-28,2025.0,OFS,11011.0,OpenDART,,,7,2,6,6,,,,17.92,-6.93,,-29.52,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-31,4.25,0,0,0,0,0,0,5,1,6,D,57
323280.KQ,323280,태성,14963,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,49000.0,47667.5,43051.666666666664,54389.166666666664,53560.0,-8.513816280806571,89700.0,-45.373467112597545,57.63097949882428,56.8,-14.04,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,103.42,3.96,617.07,11.71,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,,,19,17,18,18,,,33.0,6.01,8.98,1769.91,94.84,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,0,0,0,0,0,0,3,3,6,D,58
089970.KQ,089970,브이엠,14874,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,56500.0,63595.0,80838.33333333333,65819.58333333333,51132.0,10.49831807869827,119700.0,-52.79866332497911,30.388692579490268,-13.74,-18.71,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,29.68,13.91,20.0,6.19,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,121667.0,,,115.34,,,Naver/FnGuide,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,,,19,17,18,18,,,34.0,6.2,8.16,-41.18,-0.16,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-31,4.25,4,0,16,0,0,0,3,3,26,D,59
030530.KQ,030530,원익홀딩스,14505,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,18780.0,19906.5,20233.166666666668,25279.5,29052.2,-35.357735386648855,48700.0,-61.437371663244356,36.05527638184614,22.91,-29.13,daily_close,NXT 미확인,2026-09-01 03:13 KST,,,,137.36,5.74,28.36,1.55,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-28,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-31,4.25,0,6,0,0,0,0,5,1,12,D,60
