yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
329180.KS,329180,HD현대중공업,610874,582000.0,569987.5,2.10750235750784,745000.0,-21.879194630872483,36.51315789473515,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,124.28,179.12,14.02,20.0,6.29,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,,,,,,0.16,651.55,2026-06-25,4.25,4,0,16,20,15,10,5,5,75,A,11
034020.KS,034020,두산에너빌리티,562412,88000.0,89807.5,-2.0126381426940956,136400.0,-35.483870967741936,42.64150943395099,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-24.14,284.35,24.03,191.0,7.0,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,,,,,,,23.18,2026-06-25,4.25,0,0,0,0,12,0,5,5,22,D,12
012450.KS,012450,한화에어로스페이스,551212,1059000.0,1143700.0,-7.405788231179505,1537000.0,-31.09954456733897,52.008032128512596,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-38.13,15.96,45.37,26.0,5.52,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,,,,,,,34.11,2026-06-25,4.25,0,0,16,0,15,0,5,5,41,C,13
000270.KS,000270,기아,544626,139200.0,139271.0,-0.05097974452685771,206000.0,-32.42718446601941,36.49999999999362,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-21.72,5.03,38.67,7.0,0.88,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,,,,,,,-6.31,2026-06-25,4.25,15,8,12,0,0,0,5,5,45,C,14
105560.KS,105560,KB금융,538770,152500.0,137976.5,10.52606784488663,172000.0,-11.337209302325581,35.40740740740007,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,18.98,6.51,80.06,9.0,0.91,9.98,1211.73,-4.52,5.87,15.41,11349 -> 12705 -> 15116,812307.0,85177.0,58407.0,10.49,7.19,,,,,,0.47,15.41,2026-06-25,4.25,12,8,6,20,12,8,5,5,76,A,15
012330.KS,012330,현대모비스,465458,512000.0,413435.0,23.840506972075417,768000.0,-33.33333333333333,26.410256410255457,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-8.74,7.12,36.84,11.0,0.9,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,,,,,,,4.5,2026-06-25,4.25,12,8,6,0,4,0,3,5,38,D,16
055550.KS,055550,신한지주,448548,94600.0,85319.5,10.877349257789836,107500.0,-12.0,34.29951690820096,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,15.39,5.95,61.73,8.0,0.76,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,,,,,,0.52,9.58,2026-06-25,4.25,15,10,6,20,8,8,3,5,75,A,17
006400.KS,006400,삼성SDI,387616,481500.0,384974.0,25.073381579015724,712000.0,-32.37359550561798,36.89759036144423,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-70.17,22.94,26.57,118.0,1.68,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,,,,,,,,2026-06-25,4.25,0,6,0,0,0,0,5,5,16,D,18
068270.KS,068270,셀트리온,383647,172600.0,184047.3,-6.219759811744041,236861.0,-27.130257830541964,51.35999999998849,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,148.85,65.74,24.51,28.0,2.25,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,,,,,,0.19,15.32,2026-06-25,4.25,0,3,6,20,12,10,5,5,61,B,19
267260.KS,267260,HD현대일렉트릭,342447,952000.0,891040.0,6.841443706230921,1420000.0,-32.95774647887324,49.54128440366866,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,46.07,25.65,34.9,35.0,16.44,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,,,,,,0.76,68.14,2026-06-25,4.25,0,0,20,16,15,10,5,5,71,A,20
066570.KS,066570,LG전자,330655,202500.0,122459.5,65.36079275188939,392500.0,-48.40764331210191,21.910112359548833,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,161.86,28.06,28.25,19.0,1.43,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,,,,,,0.12,16.18,2026-06-25,4.25,4,6,0,20,12,10,1,3,56,B,21
010120.KS,010120,LS ELECTRIC,328500,220000.0,138474.5,58.874016515676175,318500.0,-30.926216640502357,47.61904761904365,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,20.11,26.34,18.3,65.0,15.75,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,,,,,,3.23,17.98,2026-06-25,4.25,0,0,12,0,12,8,5,5,42,C,22
042660.KS,042660,한화오션,323572,106600.0,123544.0,-13.714951758078096,149900.0,-28.885923949299535,46.30872483220752,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,135.85,27.59,10.58,21.0,4.74,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,,,,,,0.15,131.76,2026-06-25,4.25,4,0,20,20,15,10,5,5,79,A,23
035420.KS,035420,NAVER,313304,200000.0,237337.5,-15.731816506030441,290500.0,-31.153184165232357,31.93005181346861,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,3.89,24.18,34.8,16.0,1.01,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,,,,,,4.11,41.51,2026-06-25,4.25,8,8,6,0,15,2,3,5,47,C,24
086790.KS,086790,하나금융지주,312779,114000.0,104245.0,9.357762962252385,132000.0,-13.636363636363635,41.608391608381424,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,9.62,4.94,68.46,7.0,0.68,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,,,,,,0.73,10.23,2026-06-25,4.25,15,10,6,16,8,5,5,5,70,A,25
298040.KS,298040,효성중공업,305845,3307000.0,2460855.0,34.384187609590974,4601000.0,-28.124320799826126,47.785651018600234,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,133.52,20.47,26.78,39.0,12.75,24.41,190.31,21.93,106.07,111.72,12438 -> 23876 -> 55755,59685.0,7470.0,5028.0,12.52,8.42,,,,,,0.29,111.72,2026-06-25,4.25,0,0,20,20,15,10,5,5,75,A,26
000810.KS,000810,삼성화재,290655,646000.0,502480.0,28.56233083903837,730000.0,-11.506849315068493,41.85185185184967,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-0.74,9.42,58.32,15.0,1.15,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,,,,,,,6.39,2026-06-25,4.25,8,8,12,0,4,0,5,5,42,C,27
042700.KS,042700,한미반도체,260202,275500.0,207026.0,33.07507269618309,409500.0,-32.72283272283272,48.22064056939262,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,41.96,44.0,6.97,146.22,40.72,34.76,17.82,3.18,-1.57,-9.81,2745 -> 1573 -> 2233,5767.0,2514.0,2140.0,43.59,37.11,,,,,,3.48,-9.81,2026-06-25,4.25,0,0,20,0,0,10,5,5,40,C,28
009540.KS,009540,HD한국조선해양,259029,363000.0,419295.0,-13.426108110041856,479500.0,-24.29614181438999,46.749999999996724,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,84.96,21.88,33.65,7.0,1.91,17.78,133.86,17.21,172.26,212.72,3133 -> 16565 -> 30639,299332.0,39045.0,29284.0,13.04,9.78,,,,,,0.08,212.72,2026-06-25,4.25,15,3,16,20,15,10,5,5,89,S,29
005490.KS,005490,POSCO홀딩스,255950,322000.0,345785.0,-6.878551701201614,535000.0,-39.81308411214953,30.40935672514371,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-38.15,27.33,31.87,14.0,0.43,1.18,68.64,-4.94,-15.94,-36.54,20079 -> 13073 -> 8085,690949.0,18271.0,5044.0,2.64,0.73,,,,,,,-36.54,2026-06-25,4.25,8,10,0,0,0,0,3,5,26,D,30
015760.KS,015760,한국전력,249082,38700.0,46098.5,-16.049329153877025,67900.0,-43.004418262150224,51.96629213479059,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,144.73,3.62,52.37,5.0,0.5,19.4,416.85,4.32,61.28,,5439 -> 13311,974293.0,134906.0,86667.0,13.85,8.9,,,,,,0.03,,2026-06-25,4.25,15,10,16,20,0,10,5,5,81,A,31
000150.KS,000150,두산,244203,1517000.0,1056250.0,43.62130177514793,2203000.0,-31.139355424421243,37.65957446808455,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,,220.26,20.63,68.0,12.22,4.99,169.14,9.11,5.87,,-,197841.0,10627.0,2495.0,5.37,1.26,,,,,,,,2026-06-25,4.25,0,0,0,0,0,0,5,5,10,D,32
006800.KS,006800,미래에셋증권,243131,43600.0,42717.505,2.0658861045372445,83800.0,-47.97136038186158,21.66301969364099,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,76.41,11.79,9.61,10.0,1.79,12.36,1015.01,31.65,61.19,126.19,421 -> 1221 -> 2154,292830.0,19151.0,15829.0,6.54,5.41,,,,,,0.13,126.19,2026-06-25,4.25,12,6,12,20,15,10,1,3,79,A,33
010130.KS,010130,고려아연,231689,1117000.0,1366235.0,-18.242469267732126,2115000.0,-47.18676122931442,36.88663282571825,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,319.09,54.23,28.19,18.0,2.02,8.48,82.36,37.63,70.27,21.41,26127 -> 9190 -> 38514,165879.0,12319.0,7702.0,7.43,4.64,,,,,,0.06,21.41,2026-06-25,4.25,8,3,6,20,12,10,5,3,67,B,34
011070.KS,011070,LG이노텍,225547,954000.0,397296.0,140.12323305545488,1530000.0,-37.64705882352941,36.81528662420316,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-24.04,12.45,22.99,27.0,3.71,6.14,107.02,3.28,-5.81,-22.3,23881 -> 18983 -> 14419,218966.0,6650.0,3413.0,3.04,1.56,,,,,,,-22.3,2026-06-25,4.25,0,0,6,0,0,0,5,5,16,D,35
316140.KS,316140,우리금융지주,213249,29200.0,29779.5,-1.9459695428062929,40800.0,-28.431372549019606,40.18264840177511,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,1.86,4.73,45.47,7.0,0.56,8.91,1488.67,-10.87,-13.64,11.6,3389 -> 4144 -> 4221,415484.0,36748.0,32275.0,8.84,7.77,,,,,,3.76,11.6,2026-06-25,4.25,15,10,6,0,8,2,5,5,51,C,36
010140.KS,010140,삼성중공업,209440,23850.0,26759.75,-10.873606816207177,34400.0,-30.668604651162788,35.09433962260444,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,749.32,97.29,28.71,20.0,4.5,13.73,265.05,7.54,71.51,,73 -> 620,106500.0,8622.0,5358.0,8.1,5.03,,,,,,0.03,,2026-06-25,4.25,4,0,12,20,0,10,5,5,56,B,37
051910.KS,051910,LG화학,201541,286000.0,342175.0,-16.417038065317456,429500.0,-33.41094295692666,33.59173126614745,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,,29.2,37.23,85.0,0.64,-5.5,114.54,-5.68,34.98,,-,459322.0,11809.0,-9771.0,2.57,-2.13,,,,,,,,2026-06-25,4.25,0,10,0,0,0,0,3,5,18,D,38
064350.KS,064350,현대로템,199730,182300.0,207112.0,-11.979991502182394,269000.0,-32.23048327137546,46.41638225255418,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,89.24,19.33,37.52,21.0,6.2,30.05,206.39,33.41,120.24,118.7,1475 -> 3728 -> 7055,58390.0,10056.0,7705.0,17.22,13.2,,,,,,0.24,118.7,2026-06-25,4.25,4,0,20,20,15,10,5,5,79,A,39
017670.KS,017670,SK텔레콤,196318,93400.0,71672.0,30.315883469137177,125200.0,-25.399361022364218,26.708074534149887,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-67.28,15.89,76.74,16.0,1.47,3.33,132.4,-4.69,-41.14,-38.32,4997 -> 5810 -> 1901,170992.0,10732.0,3751.0,6.28,2.19,,,,,,,-38.32,2026-06-25,4.25,8,6,0,0,0,0,3,5,22,D,40
033780.KS,033780,KT&G,176996,169000.0,154613.0,9.30516838816917,189000.0,-10.582010582010582,38.88888888887514,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-0.02,13.64,51.31,14.0,1.91,11.77,51.98,11.35,13.03,16.47,6615 -> 8975 -> 8973,65797.0,13437.0,11023.0,20.42,16.75,,,,,,,16.47,2026-06-25,4.25,8,3,12,0,12,0,5,5,45,C,41
011200.KS,011200,HMM,176008,18710.0,20631.05,-9.311450459380396,25950.0,-27.89980732177264,45.96527068430608,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-61.33,8.23,7.78,13.0,0.63,6.9,26.31,-6.91,-58.4,3.39,1829 -> 5055 -> 1955,108914.0,14612.0,18787.0,13.42,17.25,,,,,,,3.39,2026-06-25,4.25,8,10,6,0,4,0,5,5,38,D,42
138040.KS,138040,메리츠금융지주,171363,102900.0,113831.5,-9.603229334586647,146200.0,-29.616963064295486,42.85714285712537,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,6.73,7.76,14.14,7.0,1.58,22.53,1102.87,16.25,-9.92,10.07,10480 -> 11897 -> 12698,203170.0,28727.0,23501.0,14.14,11.57,,,,,,1.04,10.07,2026-06-25,4.25,15,6,20,10,8,5,5,5,74,A,43
079550.KS,079550,LIG디펜스앤에어로스페이스,170500,772000.0,606387.5,27.311331450598836,1020000.0,-24.313725490196077,53.79844961240193,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,15.46,25.03,25.57,47.0,11.22,19.2,446.35,31.46,42.97,20.33,7953 -> 9974 -> 11516,43069.0,3194.0,2375.0,7.42,5.51,,,,,,3.04,20.33,2026-06-25,4.25,0,0,16,0,12,8,5,5,46,C,44
267250.KS,267250,HD현대,159960,201500.0,226457.5,-11.020831723391806,310500.0,-35.10466988727858,24.253731343281046,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,89.12,15.56,27.15,7.0,1.31,10.25,159.39,5.16,104.47,90.79,3348 -> 6444 -> 12187,712594.0,60996.0,36755.0,8.56,5.16,,,,,,0.08,90.79,2026-06-25,4.25,15,6,12,20,15,10,1,5,84,A,45
096770.KS,096770,SK이노베이션,159585,94700.0,115111.5,-17.73193816430157,149800.0,-36.78237650200267,29.94129158511899,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,,53.47,14.51,9.0,0.67,-14.42,190.2,8.11,26.15,,-,802961.0,4487.0,-54364.0,0.56,-6.77,,,,,,,,2026-06-25,4.25,12,10,0,0,0,0,3,5,30,D,46
024110.KS,024110,기업은행,159086,20000.0,21273.75,-5.987425818203185,28550.0,-29.947460595446586,44.531249999902585,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,2.53,4.67,13.56,6.0,0.43,7.7,1258.51,-9.91,1.71,0.77,3348 -> 3316 -> 3400,292172.0,36556.0,27189.0,12.51,9.31,,,,,,2.37,0.77,2026-06-25,4.25,15,10,6,0,0,2,5,5,43,C,47
035720.KS,035720,카카오,151640,34400.0,54427.0,-36.79607547724475,70400.0,-51.13636363636363,30.263157894708968,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,795.16,180.5,28.08,22.0,1.31,4.59,82.49,2.99,47.79,,124 -> 1110,80991.0,7320.0,5180.0,9.04,6.4,,,,,,0.03,,2026-06-25,4.25,4,6,0,20,0,10,3,3,46,C,48
003670.KS,003670,포스코퓨처엠,151386,169600.0,204335.5,-16.999248784474553,296000.0,-42.7027027027027,32.74021352312759,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,7.52,726.86,9.57,810.0,3.65,0.92,102.65,-20.57,4585.71,,359 -> 386,29387.0,328.0,365.0,1.12,1.24,,,,,,107.71,,2026-06-25,4.25,0,0,0,0,0,5,3,5,13,D,49
003550.KS,003550,LG,150284,98700.0,90444.0,9.128300384768476,165800.0,-40.47044632086851,26.91552062867629,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,29.09,16.15,36.05,13.0,0.51,2.64,12.03,1.07,-5.65,-23.3,7867 -> 3585 -> 4628,72525.0,9122.0,10001.0,12.58,13.79,,,,,,0.45,-23.3,2026-06-25,4.25,8,10,0,20,0,8,3,5,54,C,50
307950.KS,307950,현대오토에버,149734,545000.0,375799.5,45.02414186288167,938000.0,-41.89765458422175,19.27966101694858,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,6.84,37.41,2.15,72.0,8.22,10.27,92.31,14.5,13.77,15.08,5024 -> 6228 -> 6654,42521.0,2553.0,1868.0,6.0,4.39,,,,,,10.53,15.08,2026-06-25,4.25,0,0,12,0,12,5,1,5,35,D,51
272210.KS,272210,한화시스템,149246,78800.0,87114.5,-9.54433532879142,162700.0,-51.56730178242164,37.579617834386525,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-46.69,20.41,9.79,65.0,2.99,6.6,106.5,30.69,-45.33,-16.73,1849 -> 2405 -> 1282,36642.0,1199.0,2091.0,3.27,5.71,,,,,,,-16.73,2026-06-25,4.25,0,3,6,0,0,0,5,3,17,D,52
018260.KS,018260,삼성에스디에스,147482,189600.0,176883.0,7.189498142840183,362000.0,-47.6243093922652,25.338645418323864,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,0.34,16.5,18.34,21.0,1.49,7.89,31.09,0.74,5.05,4.66,8962 -> 9783 -> 9816,139299.0,9571.0,7827.0,6.87,5.62,,,,,,61.76,4.66,2026-06-25,4.25,4,6,6,0,4,2,3,3,28,D,53
278470.KS,278470,에이피알,142639,378500.0,298172.5,26.93994248295869,459000.0,-17.538126361655774,48.22222222221922,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,171.08,23.78,37.71,27.0,28.16,75.3,73.11,111.3,197.88,85.08,2249 -> 2842 -> 7704,15273.0,3655.0,2897.0,23.93,18.97,,,,,,0.16,85.08,2026-06-25,4.25,0,0,20,20,15,10,5,5,75,A,54
086280.KS,086280,현대글로비스,141075,188200.0,207813.0,-9.437811878948862,290500.0,-35.21514629948365,40.4804270462583,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,58.5,7.56,45.17,8.0,1.36,18.13,78.92,4.08,18.26,27.83,14148 -> 14585 -> 23117,295664.0,20730.0,17347.0,7.01,5.87,,,,,,0.14,27.83,2026-06-25,4.25,15,6,16,20,15,10,5,5,92,S,55
047810.KS,047810,한국항공우주,138609,141200.0,141714.5,-0.3630538865112603,202000.0,-30.099009900990097,52.29885057470212,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,8.05,37.62,26.04,40.0,7.44,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,36964.0,2692.0,1873.0,7.28,5.07,,,,,,4.97,-8.9,2026-06-25,4.25,0,0,12,0,0,5,5,5,27,D,56
030200.KS,030200,KT,131051,52000.0,55181.5,-5.76551924104999,68900.0,-24.528301886792452,44.68085106379651,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,271.3,13.4,100.0,9.0,0.69,10.22,120.72,6.86,205.02,32.94,3887 -> 1850 -> 6869,282442.0,24691.0,18368.0,8.74,6.5,,,,,,0.03,32.94,2026-06-25,4.25,12,10,12,20,15,10,5,5,89,S,57
000720.KS,000720,현대건설,125386,111900.0,107306.0,4.281214470765847,188700.0,-40.69952305246423,42.096642096637275,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-30.35,14.22,25.8,23.0,1.39,4.58,174.81,-4.92,,,4767 -> 3320,310629.0,6530.0,5591.0,2.1,1.8,,,,,,,,2026-06-25,4.25,4,6,0,0,0,0,5,5,20,D,58
071050.KS,071050,한국금융지주,119253,215500.0,199509.5,8.014906558334314,292500.0,-26.324786324786327,37.54789272030248,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,94.33,4.83,35.25,5.0,0.98,18.66,1025.35,6.14,95.49,69.05,11480 -> 16883 -> 32808,194661.0,23453.0,20244.0,12.05,10.4,,,,,,0.05,69.05,2026-06-25,4.25,15,8,16,20,15,10,5,5,94,S,59
006260.KS,006260,LS,112164,362500.0,268696.0,34.91082859439664,553000.0,-34.44846292947559,38.409090909088455,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,14.75,14.43,19.35,20.0,1.94,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,318700.0,10526.0,4851.0,3.3,1.52,,,,,,1.36,-20.96,2026-06-25,4.25,4,3,6,10,0,5,5,5,38,D,60
010950.KS,010950,S-Oil,110556,98500.0,93955.0,4.837422170187856,141300.0,-30.29016277423921,33.70535714284661,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-81.34,31.62,79.54,5.0,1.19,2.01,198.82,-6.52,-44.2,,8137 -> 1518,342470.0,2356.0,1770.0,0.69,0.52,,,,,,,,2026-06-25,4.25,15,8,0,0,0,0,3,5,31,D,61
0126Z0.KS,0126Z0,삼성에피스홀딩스,109485,447000.0,521900.0,-14.351408315769303,743000.0,-39.83849259757739,49.0825688073363,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,,35.03,6.99,42.0,1.82,,30.64,,,,-,,,853.0,,,,,,,,,,2026-06-25,4.25,0,3,0,0,0,0,5,5,13,D,62
003490.KS,003490,대한항공,107152,29350.0,23965.25,22.468991560697262,30000.0,-2.166666666666667,63.12499999994477,nxt_web_latest,NXT 체결가,2026-06-25 18:57 KST,,,-40.82,8.45,45.38,40.0,0.99,7.28,339.88,41.16,-47.23,-14.28,2873 -> 3567 -> 2111,252255.0,11136.0,6473.0,4.41,2.57,,,,,,,-14.28,2026-06-25,4.25,0,8,6,0,0,0,3,0,17,D,63
