yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
SAP,SAP,SAP ADR,245.981340233,2026-09-25,Naver exchange listing (USD),210.67999267578125,212.4904983520508,193.91833267211913,182.11591631571451,194.37134994506835,8.390456070466106,311.92999267578125,-32.45920635315079,43.85915037239958,-4.74,32.38,daily_close,일봉 종가,2026-09-26 15:26 KST,,,30.6,51.92,7.75,27.478317,65.816025,18.32,21.966,9.4,23.21,8.62,5.17 -> 2.65 -> 6.1,36800000000.0,9620000000.0,7161000000.0,26.14,19.46,9156000000.0,8417000000.0,8220000000.0,7476000000.0,744000000.0,1.39,37.53,2.93,,yfinance,-0.38,9.0,False,9.0,yfinance dividend history,Technology,Software - Application,76.92,4.38,12.0,0.0,251.5,319.0,177.0,19.38,-0.76,Finnhub,yfinance,2026-09-25,0.9,8.62,39.22,14.97,38.1,33,31,30,31,-29.94,339.65,,,,,,,2026-09-25,4.25,0,0,16,16,8,10,5,5,60,B,63
KLAC,KLAC,KLA,245.236819977,2026-09-25,Naver exchange listing (USD),187.9199981689453,178.4004997253418,195.14100036621093,198.53965861002604,175.93623512268067,6.811424058215376,301.7099914550781,-37.71502320402111,52.11292501270487,2.26,-29.4,daily_close,일봉 종가,2026-09-26 15:26 KST,188.21,0.15432196353789646,13.8,42.83,93.93,51.204357,38.682587,87.5,96.88,15.2,12.89,34.34,2.03 -> 3.04 -> 3.66,13579476000.0,5660780000.0,4830771000.0,41.69,35.57,4143079000.0,3767134000.0,1649842000.0,6151713000.0,-4501871000.0,0.49,21.86,0.92,,yfinance,16.34,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,68.57,4.14,26.0,2.86,233.77,325.0,175.0,24.4,0.76,Finnhub,yfinance,2026-09-26,3.71,34.34,36.6,14.97,35.18,33,31,30,31,39.9,158.4,,,,,,,2026-09-25,4.25,0,0,20,0,15,5,5,5,50,C,64
MRVL,MRVL,마벨 테크놀로지 그룹,229.6908015,2026-09-25,Naver exchange listing (USD),261.94000244140625,232.8890007019043,221.6509999593099,213.99425010681153,162.5118002319336,61.182143122881364,316.42999267578125,-17.220235595747155,70.02192128733462,8.49,-3.72,daily_close,일봉 종가,2026-09-26 15:26 KST,,,50.0,25.69,81.81,80.08197,11.74053,16.52,28.525,36.5,,,-,8194600000.0,1338400000.0,2670100000.0,16.33,32.58,1750500000.0,1391900000.0,2638800000.0,4790300000.0,-2151500000.0,0.09,7.95,0.24,,yfinance,0.0,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,86.0,4.58,42.0,0.29,289.04,400.0,210.0,10.35,-0.06,Finnhub,yfinance,2026-09-24,1.6,,36.6,15.51,38.1,33,31,30,31,118.8,-24.3,,,,,,,2026-09-25,4.25,0,0,16,5,0,10,1,5,37,D,65
C,C,씨티그룹,225.246211221,2026-09-25,Naver exchange listing (USD),134.27999877929688,134.7359992980957,134.7911668141683,132.9229164759318,125.41954982757568,7.064647388626706,145.6699981689453,-7.819042721781688,40.880170842058135,1.21,-4.17,daily_close,일봉 종가,2026-09-26 15:27 KST,134.52,0.17873192052794265,61.0,11.41,82.08,14.219592,1.1513187,8.53,,15.5,,31.54,4.04 -> 5.94 -> 6.99,85213000000.0,,14306000000.0,,16.79,-67632000000.0,-74152000000.0,349579000000.0,367705000000.0,-18126000000.0,2.0,25.86,2.68,,yfinance,4.38,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,78.57,4.32,20.0,0.0,154.7,176.0,129.0,15.21,11.88,Finnhub,yfinance,2026-09-25,0.23,31.54,16.44,2.62,13.11,18,17,17,17,-13.51,-56.06,,,,,,,2026-09-25,4.25,8,8,6,20,15,10,5,0,72,A,66
TM,TM,토요타자동차 ADR,224.860480387,2026-09-25,Naver exchange listing (USD),190.33999633789062,194.00549926757813,187.89533284505208,188.05358289082844,201.88989936828614,-5.720891964647652,248.2899932861328,-23.33964256121261,39.988157604423336,-0.86,12.19,daily_close,일봉 종가,2026-09-26 15:26 KST,,,86.9,0.06,2.23,8.361424,15.652382,12.4,114.974,10.4,-21.46,,3595.6 -> 2952.5,50684952000000.0,3766216000000.0,3848098000000.0,7.43,7.59,5472920000000.0,179572000000.0,12659622000000.0,43205469000000.0,-30545847000000.0,3.29,26.38,6.27,,yfinance,-4.47,10.0,True,10.0,yfinance dividend history,Consumer Cyclical,Auto Manufacturers,76.92,,4.0,0.0,231.58,239.31,220.0,21.67,26.87,Finnhub,yfinance,2026-09-24,0.1,,21.21,10.91,18.46,6,5,4,4,-60.58,43.47,,,,,,,2026-09-25,4.25,12,0,12,20,0,10,5,5,64,B,67
AMGN,AMGN,암젠,224.151435593,2026-09-25,Naver exchange listing (USD),414.6099853515625,404.8970001220703,398.0676666259766,370.2087506612142,362.12330078125,14.494147285490042,444.1199951171875,-6.6446028303315545,40.35310754937774,-5.12,14.75,daily_close,일봉 종가,2026-09-26 15:26 KST,,,64.9,24.13,85.02,25.72022,19.177149,91.47,490.281,9.5,25.1,6.74,12.49 -> 7.56 -> 14.23,36751000000.0,9080000000.0,7711000000.0,24.71,20.98,9958000000.0,8100000000.0,9129000000.0,54604000000.0,-45475000000.0,2.43,60.87,10.08,,yfinance,7.05,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,46.51,3.35,29.0,-2.33,389.22,457.0,225.0,-6.12,8.95,Finnhub,yfinance,2026-09-26,0.4,6.74,33.34,5.64,13.83,12,11,10,10,-22.85,240.02,,,,,,,2026-09-25,4.25,0,0,20,20,4,10,5,0,59,B,68
LIN,LIN,린드,216.609968792,2026-09-25,Naver exchange listing (USD),469.8900146484375,470.72150268554685,491.56383361816404,499.4494171142578,484.4797998046875,-3.011433121077846,546.6400146484375,-14.04031866371153,42.10851117327963,-3.19,-11.93,daily_close,일봉 종가,2026-09-26 15:26 KST,,,11.3,32.12,88.76,31.645544,5.6551228,18.4,68.947,9.3,7.67,7.72,12.59 -> 13.62 -> 14.61,33986000000.0,9254000000.0,6898000000.0,27.23,20.3,10350000000.0,5089000000.0,5056000000.0,28069000000.0,-23013000000.0,1.36,40.0,6.4,,yfinance,8.63,10.0,False,10.0,yfinance dividend history,Basic Materials,Specialty Chemicals,73.33,4.3,25.0,-5.98,547.24,612.0,400.0,16.46,-0.19,Finnhub,yfinance,2026-09-22,2.8,7.72,,,,3,2,2,2,,,,,,,,,2026-09-25,4.25,0,0,16,0,4,5,5,5,35,D,69
BHP,BHP,BHP 그룹 ADR,215.949292278,2026-09-25,Naver exchange listing (USD),84.97000122070312,88.62999877929687,87.36083323160807,85.41933326721191,78.71209976196289,7.950367831203921,98.69000244140625,-13.902118635419933,34.66517825661255,-11.83,3.34,daily_close,일봉 종가,2026-09-26 15:27 KST,84.97,-1.436628349535014e-06,-9.0,15.31,4.63,21.953367,4.2268553,24.0,50.473,18.3,33.67,11.46,3.11 -> 3.55 -> 3.86,58760000000.0,25501000000.0,9833000000.0,43.4,16.73,21778000000.0,11929000000.0,18445000000.0,27121000000.0,-8676000000.0,4.66,68.84,3.96,,yfinance,-45.5,9.0,True,9.0,yfinance dividend history,Basic Materials,Other Industrial Metals & Mining,30.77,2.88,6.0,-1.23,76.25,91.0,61.5,-10.26,-3.21,Finnhub,yfinance,2026-09-25,,11.46,,,,3,2,2,2,,,,,,,,,2026-09-25,4.25,4,0,20,0,8,0,3,5,40,C,70
IBM,IBM,IBM(인터내셔널 비지니스 머신),212.460726289,2026-09-25,Naver exchange listing (USD),225.50999450683594,235.1194984436035,237.51099853515626,245.16458231608073,257.7147495269775,-12.49627934732172,329.2300109863281,-31.503815878984177,42.58614250961383,-5.56,-21.22,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-1.8,36.42,66.71,20.570553,6.418453,34.46,188.97,1.1,24.0,17.14,8.14 -> 6.43 -> 11.17,67536000000.0,12492000000.0,10593000000.0,18.5,15.68,13193000000.0,11455000000.0,13587000000.0,64607000000.0,-51020000000.0,3.0,59.77,6.76,,yfinance,0.6,10.0,False,10.0,yfinance dividend history,Technology,Information Technology Services,51.61,3.8,23.0,-3.23,245.35,350.0,174.0,8.8,3.33,Finnhub,yfinance,2026-09-24,,17.14,39.22,15.51,38.1,33,31,30,31,-47.55,-58.62,,,,,,,2026-09-25,4.25,4,0,20,0,12,0,5,5,46,C,71
QCOM,QCOM,퀄컴,212.0685,2026-09-25,Naver exchange listing (USD),201.97000122070312,181.15400085449218,172.25466690063476,181.09491704305012,169.1311499786377,19.41620526213721,251.02000427246094,-19.540276558404564,72.82591764561231,22.57,11.02,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-23.0,19.11,83.16,19.420507,6.442084,33.75,55.21,-4.0,20.88,-11.66,6.42 -> 8.97 -> 5.01,44284000000.0,12394000000.0,5541000000.0,27.99,12.51,14012000000.0,12820000000.0,5520000000.0,14811000000.0,-9291000000.0,1.82,41.03,3.68,,yfinance,6.31,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,40.82,3.44,30.0,0.0,193.1,400.0,100.0,-4.39,0.38,Finnhub,yfinance,2026-09-24,,-11.66,39.22,15.51,38.1,33,31,30,31,-50.48,-58.46,,,,,,,2026-09-25,4.25,4,0,20,0,0,0,1,5,30,D,72
STX,STX,씨게이트,209.991546343,2026-09-25,Naver exchange listing (USD),916.8300170898438,849.0125,849.6101654052734,815.671831258138,635.261649017334,44.32321209820535,1094.0400390625,-16.19776385190713,59.163793368159425,8.22,0.18,daily_close,일봉 종가,2026-09-26 15:27 KST,915.2328,-0.17421081989806134,148.8,51.04,84.47,63.306267,96.26792,371.53,179.88,48.5,120.68,196.6,1.58 -> 6.77 -> 13.9,12195000000.0,4226000000.0,3184000000.0,34.65,26.11,3674000000.0,3105000000.0,1704000000.0,3858000000.0,-2154000000.0,0.32,21.15,2.96,,yfinance,1.18,10.0,False,10.0,yfinance dividend history,Technology,Computer Hardware,86.67,4.56,23.0,0.0,1125.0,1600.0,700.0,22.71,11.27,Finnhub,yfinance,2026-09-23,0.43,196.6,36.6,14.97,35.18,33,31,30,31,72.97,543.07,,,,,,,2026-09-25,4.25,0,0,20,20,15,10,3,5,73,A,73
AXP,AXP,아메리칸 익스프레스,208.596454315,2026-09-25,Naver exchange listing (USD),308.8900146484375,319.46800231933594,335.3401662190755,328.4321657816569,334.0781996154785,-7.5396074919083125,384.8900146484375,-19.745900674877,32.767927006901715,-7.56,-11.24,daily_close,일봉 종가,2026-09-26 15:27 KST,309.1,0.06798062145243416,11.0,18.82,64.62,18.513796,5.94585,34.38,172.38,12.8,,17.13,11.21 -> 14.01 -> 15.38,72230000000.0,,10833000000.0,,15.0,18428000000.0,16003000000.0,47708000000.0,57759000000.0,-10051000000.0,1.23,21.48,3.8,,yfinance,16.67,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,54.05,3.83,24.0,0.0,378.54,450.0,329.0,22.55,2.13,Finnhub,yfinance,2026-09-24,1.68,17.13,15.42,2.58,13.1,18,17,17,17,20.06,130.46,,,,,,,2026-09-25,4.25,4,0,20,5,12,5,3,5,54,C,74
TTE,TTE,토탈에너지스,207.493861571,2026-09-25,Naver exchange listing (USD),90.94000244140625,90.4924991607666,86.6656665802002,87.36466668446859,82.33519994735718,10.45094018056765,93.5999984741211,-2.841876149656445,58.042457183741305,5.34,21.58,daily_close,일봉 종가,2026-09-26 15:26 KST,,,106.0,8.08,54.15,11.406758,1.5786464,14.48,48.045,27.8,-17.34,-18.35,8.67 -> 6.69 -> 5.78,182344000000.0,19925000000.0,13127000000.0,10.93,7.2,27343000000.0,10390000000.0,24152000000.0,60071000000.0,-35919000000.0,4.66,49.31,4.24,,yfinance,-0.68,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,57.58,4.0,10.0,-1.8,96.4,108.0,81.0,6.0,0.41,Finnhub,yfinance,2026-09-24,0.11,-18.35,19.05,2.04,12.58,4,3,3,3,-40.12,-22.62,,,,,,,2026-09-25,4.25,12,6,12,20,0,10,3,0,63,B,75
APH,APH,암페놀,207.363157798,2026-09-25,Naver exchange listing (USD),84.08999633789062,80.70975036621094,80.2637498219808,76.49920835494996,73.70062492370606,14.096720923247952,88.16000366210938,-4.616614286698373,52.89438583234947,4.21,-2.35,daily_close,일봉 종가,2026-09-26 15:26 KST,,,59.3,16.35,96.7,39.21717,12.356779,38.12,120.415,55.0,81.83,46.56,1.55 -> 1.92 -> 3.34,23094700000.0,5972000000.0,4270300000.0,25.86,18.49,5374700000.0,4378100000.0,11130600000.0,15502000000.0,-4371400000.0,0.59,22.88,0.5,,yfinance,22.53,10.0,False,10.0,yfinance dividend history,Technology,Electronic Components,86.96,4.53,17.0,0.0,99.26,115.0,85.0,18.04,10.71,Finnhub,yfinance,2026-09-26,0.66,46.56,36.6,15.51,35.18,33,31,30,31,7.15,-20.33,,,,,,,2026-09-25,4.25,0,0,20,20,15,10,5,0,70,A,76
SAN,SAN,방코 산탄데르 ADR,206.50882,2026-09-25,Naver exchange listing (USD),14.420000076293945,14.619999980926513,14.308499940236409,13.384833304087321,12.768799972534179,12.931521421836937,15.050000190734863,-4.186047218981173,41.69380633138299,-0.89,4.42,daily_close,일봉 종가,2026-09-26 15:26 KST,,,8.7,7.38,3.54,14.362745,1.66187,13.11,,10.2,,17.58,0.65 -> 0.77 -> 0.9,60023000000.0,,14101000000.0,,23.49,-14835000000.0,-22494000000.0,179296000000.0,326212000000.0,-146916000000.0,1.94,25.25,0.28,,yfinance,3.14,5.0,True,9.0,yfinance dividend history,Financial Services,Banks - Diversified,75.86,,3.0,0.0,14.79,15.78,13.0,2.57,11.19,Finnhub,yfinance,2026-09-22,1.65,17.58,16.44,2.62,13.1,18,17,17,17,-12.64,-36.57,,,,,,,2026-09-25,4.25,8,6,12,5,12,5,5,0,53,C,77
TD,TD,토론토 도미니언 은행,198.447012395,2026-09-25,Naver exchange listing (USD),120.6500015258789,121.0995002746582,120.80466677347819,115.58133328755697,107.20384983062745,12.5426015171052,124.80000305175781,-3.3253216541651787,46.814059071781685,-0.36,-1.31,daily_close,일봉 종가,2026-09-26 15:26 KST,,,45.0,8.27,57.26,17.889053,2.2077477,12.83,,11.5,,44.71,5.52 -> 4.72 -> 11.56,61281000000.0,,20538000000.0,,33.51,-69646000000.0,-71791000000.0,116929000000.0,442429000000.0,-325500000000.0,2.69,46.36,3.24,,yfinance,-6.62,10.0,True,10.0,yfinance dividend history,Financial Services,Banks - Diversified,69.57,3.79,3.0,-3.16,122.32,138.53,97.67,1.38,5.03,Finnhub,yfinance,2026-09-22,0.4,44.71,15.42,2.62,13.11,18,17,17,17,16.01,-15.73,,,,,,,2026-09-25,4.25,8,3,12,20,15,10,5,0,73,A,78
VZ,VZ,버라이존,195.60681651,2026-09-25,Naver exchange listing (USD),47.08000183105469,49.30350036621094,47.17216707865397,46.94108346303304,46.272100086212156,1.7459802847445538,51.45000076293945,-8.4936809855843,32.53424950600457,-4.75,12.12,daily_close,일봉 종가,2026-09-26 15:27 KST,47.13,0.10619831563459181,-22.0,9.01,71.18,12.416667,1.906285,15.84,184.081,-0.7,2.0,21.51,2.75 -> 4.14 -> 4.06,138191000000.0,29259000000.0,17174000000.0,21.17,12.43,37137000000.0,19676000000.0,19048000000.0,181643000000.0,-162595000000.0,6.01,72.79,2.83,,yfinance,1.92,10.0,False,10.0,yfinance dividend history,Communication Services,Telecom Services,50.0,3.64,22.0,0.0,51.58,71.0,44.0,9.56,0.71,Finnhub,yfinance,2026-09-22,,21.51,18.84,6.78,29.85,8,7,7,7,-34.09,-71.88,,,,,,,2026-09-25,4.25,8,3,16,0,12,0,3,0,42,C,79
CRM,CRM,세일즈포스,192.59846,2026-09-25,Naver exchange listing (USD),234.02000427246094,248.10749893188478,205.9373331705729,190.52775039672852,201.25955047607422,16.27771388681566,367.8699951171875,-36.38513404771915,31.449589510742996,-7.15,43.37,daily_close,일봉 종가,2026-09-26 15:27 KST,234.3,0.1196460654761313,118.9,233.06,87.64,22.840038,5.2358894,19.38,110.417,10.8,16.32,36.28,4.2 -> 6.36 -> 7.8,41525000000.0,8917000000.0,7457000000.0,21.47,17.96,14996000000.0,14402000000.0,7327000000.0,17176000000.0,-9849000000.0,0.75,15.68,1.76,,yfinance,,2.0,False,2.0,yfinance dividend history,Technology,Software - Application,74.58,4.25,54.0,0.44,273.37,475.0,160.0,16.81,34.54,Finnhub,yfinance,2026-09-25,0.19,36.28,39.22,15.51,38.1,33,31,30,31,-41.76,-66.24,,,,,,,2026-09-25,4.25,4,0,16,20,15,10,3,5,73,A,80
ADI,ADI,애널로그 디바이시스,190.724967024,2026-09-25,Naver exchange listing (USD),393.6000061035156,368.9395004272461,375.4884999593099,387.43258438110354,356.47785095214846,10.413593734425378,445.4800109863281,-11.645865943108435,67.41085485739495,5.09,1.19,daily_close,일봉 종가,2026-09-26 15:26 KST,,,163.5,41.41,93.74,44.415478,5.402404,12.23,27.314,39.6,45.04,-16.56,6.55 -> 3.28 -> 4.56,11019707000.0,3002476000.0,2267342000.0,27.25,20.58,4812202000.0,4278650000.0,2499406000.0,8664610000.0,-6165204000.0,1.12,49.64,4.4,,yfinance,9.21,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,86.49,4.55,30.0,2.28,466.0,550.0,365.0,18.39,3.47,Finnhub,yfinance,2026-09-26,0.27,-16.56,36.6,15.51,38.1,33,31,30,31,21.35,-65.17,,,,,,,2026-09-25,4.25,0,0,12,20,0,10,1,5,48,C,81
GILD,GILD,길리어드 사이언시스,187.146431544,2026-09-25,Naver exchange listing (USD),150.92999267578125,148.55999832153321,140.0186663309733,135.63283303578694,135.99404972076417,10.982791516014835,155.8000030517578,-3.125808909232635,49.8425384622513,1.39,19.81,daily_close,일봉 종가,2026-09-26 15:27 KST,151.6871,0.5016281461333595,1684.21,71.98,92.21,17.731707,15.795217,-20.68,223.465,10.2,10.43,22.75,4.5 -> 0.38 -> 6.78,29442000000.0,11701000000.0,8510000000.0,39.74,28.9,10019000000.0,9456000000.0,7564000000.0,24936000000.0,-17372000000.0,2.17,43.4,3.28,,yfinance,2.67,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,81.08,4.25,27.0,0.0,158.15,180.0,123.0,4.78,6.73,Finnhub,yfinance,2026-09-22,0.01,22.75,33.34,5.64,18.06,12,11,10,10,-46.82,180.06,,,,,,,2026-09-25,4.25,8,0,0,20,12,10,5,0,55,B,82
DE,DE,디어,186.16556197,2026-09-25,Naver exchange listing (USD),690.4600219726562,682.3284973144531,633.962831624349,607.1306660970052,582.8011991882324,18.4726494959823,709.47998046875,-2.680830893005234,48.53011225073122,10.89,10.01,daily_close,일봉 종가,2026-09-26 15:27 KST,687.4795,-0.4316719111616074,-8.5,16.62,84.65,34.47816,5.90897,18.35,376.022,-11.1,-26.35,-26.91,34.63 -> 25.62 -> 18.5,44665000000.0,8416000000.0,5027000000.0,18.84,11.25,7459000000.0,3231000000.0,8276000000.0,64250000000.0,-55974000000.0,0.94,36.71,6.48,,yfinance,12.84,10.0,False,10.0,yfinance dividend history,Industrials,Farm & Heavy Construction Machinery,61.76,3.88,23.0,0.0,646.75,812.0,500.0,-6.33,7.18,Finnhub,yfinance,2026-09-22,,-26.91,34.16,15.34,43.96,8,6,7,6,0.93,-61.48,,,,,,,2026-09-25,4.25,0,0,16,0,0,0,5,0,21,D,83
DIS,DIS,월트 디즈니,183.287814647,2026-09-25,Naver exchange listing (USD),106.1500015258789,105.85849990844727,102.4326670328776,102.274667040507,104.00320026397705,2.0641684644827523,124.01000213623047,-14.402064593734595,52.383665782290166,-0.63,10.91,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-48.3,41.28,78.66,22.28866,1.699632,8.01,39.404,6.8,16.1,130.44,1.29 -> 2.72 -> 6.85,94425000000.0,13832000000.0,12404000000.0,14.65,13.14,18101000000.0,10077000000.0,5695000000.0,44877000000.0,-39182000000.0,1.41,30.93,1.5,,yfinance,,3.0,False,7.0,yfinance dividend history,Communication Services,Entertainment,89.19,4.58,32.0,0.3,127.84,160.0,88.0,20.43,5.52,Finnhub,yfinance,2026-09-23,,130.44,18.79,6.78,29.85,8,7,7,7,18.62,-74.93,,,,,,,2026-09-25,4.25,4,6,6,0,15,0,5,5,41,C,84
SHOP,SHOP,쇼피파이,183.025099185,2026-09-25,Naver exchange listing (USD),142.25,137.77150039672853,135.3856669108073,124.70600026448568,129.9290500640869,9.48282922859502,179.00999450683594,-20.535163194718812,47.70003669033129,-7.83,16.95,daily_close,일봉 종가,2026-09-26 15:26 KST,,,68.1,325.66,73.19,99.824326,15.015755,15.54,1.403,33.7,44.78,207.26,0.1 -> 1.56 -> 0.94,11556000000.0,1885000000.0,1231000000.0,16.31,10.65,2033000000.0,2007000000.0,1534000000.0,188000000.0,1346000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Application,76.79,4.31,48.0,-2.46,172.77,220.0,120.0,21.46,0.37,Finnhub,yfinance,2026-09-23,1.47,207.26,36.6,15.46,38.1,33,31,30,31,172.74,-2.87,,,,,,,2026-09-25,4.25,0,0,16,10,15,10,5,5,61,B,85
TMUS,TMUS,T-모바일 US,177.452064939,2026-09-25,Naver exchange listing (USD),165.42999267578125,175.88550033569337,179.83916702270508,184.15558357238768,192.06715019226075,-13.868669103391962,272.8299865722656,-39.36517215201229,28.845606772749704,-6.93,-4.41,daily_close,일봉 종가,2026-09-26 15:27 KST,165.67,0.14508090119372546,5.3,32.59,43.47,18.787657,3.4310768,17.99,214.035,7.9,3.04,18.43,6.93 -> 9.66 -> 9.72,88309000000.0,18557000000.0,10992000000.0,21.01,12.45,27950000000.0,15427000000.0,5598000000.0,122269000000.0,-116671000000.0,2.47,41.21,4.08,,yfinance,,3.0,False,3.0,yfinance dividend history,Communication Services,Telecom Services,83.78,4.3,24.0,0.0,243.38,300.0,169.0,47.12,4.98,Finnhub,yfinance,2026-09-26,3.54,18.43,18.84,6.78,29.85,8,7,7,7,-0.28,-49.39,,,,,,,2026-09-25,4.25,4,0,16,0,12,5,3,5,45,C,86
BLK,BLK,블랙록,176.499505614,2026-09-25,Naver exchange listing (USD),1086.31005859375,1088.799005126953,1095.3185017903645,1066.1487492879232,1061.3945523071288,2.347431144475248,1202.5899658203125,-9.669123353049555,42.08814311024814,-6.96,10.8,daily_close,일봉 종가,2026-09-26 15:26 KST,,,19.6,23.27,84.46,25.44544,2.904596,12.28,23.192,30.6,4.92,-1.66,36.51 -> 42.01 -> 35.31,24216000000.0,7909000000.0,5553000000.0,32.66,22.93,3927000000.0,3552000000.0,11468000000.0,14996000000.0,-3528000000.0,2.11,52.43,22.92,,yfinance,2.21,10.0,False,10.0,yfinance dividend history,Financial Services,Asset Management,86.96,4.47,16.0,0.0,1323.31,1488.0,1190.0,21.82,6.33,Finnhub,yfinance,2026-09-22,1.3,-1.66,15.42,2.58,13.11,18,17,17,17,65.02,12.58,,,,,,,2026-09-25,4.25,0,3,12,10,0,8,5,0,38,D,87
PEP,PEP,펩시코,175.566001106,2026-09-25,Naver exchange listing (USD),128.6300048828125,135.2404998779297,138.1854995727539,143.6211664835612,147.8077996826172,-12.974819218596412,176.10000610351562,-26.95627460273861,19.676542363659692,-7.94,-8.88,daily_close,일봉 종가,2026-09-26 15:27 KST,128.75,0.09328703462059318,137.0,23.05,81.49,16.984272,8.010756,51.51,238.949,6.4,4.42,-4.36,6.56 -> 6.95 -> 6.0,93925000000.0,13491000000.0,8240000000.0,14.36,8.77,12087000000.0,7672000000.0,9159000000.0,49901000000.0,-40742000000.0,4.6,75.33,5.92,,yfinance,7.52,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Beverages - Non-Alcoholic,40.0,3.38,22.0,0.0,155.0,183.0,124.0,20.5,0.48,Finnhub,yfinance,2026-09-22,0.12,-4.36,26.16,9.78,29.72,6,5,4,4,-35.08,-18.09,,,,,,,2026-09-25,4.25,8,0,20,20,0,10,1,5,64,B,88
ABT,ABT,애보트 래보라토리,175.270524052,2026-09-25,Naver exchange listing (USD),101.29000091552734,105.01250038146972,104.83066647847494,97.77891667683919,104.64444995880127,-3.2055680397714204,140.22000122070312,-27.763514453191906,23.61319779437906,-9.23,9.88,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-47.5,26.29,81.82,33.343136,3.4543114,10.58,63.212,13.0,17.99,6.82,3.26 -> 7.64 -> 3.72,44328000000.0,8053000000.0,6524000000.0,18.17,14.72,9566000000.0,7395000000.0,8522000000.0,13860000000.0,-5338000000.0,2.49,78.96,2.52,,yfinance,7.87,10.0,False,10.0,yfinance dividend history,Healthcare,Medical Devices,75.76,4.48,25.0,3.03,120.26,135.0,103.0,18.73,-0.22,Finnhub,yfinance,2026-09-26,,6.82,30.97,6.95,18.06,12,11,10,10,7.66,-50.3,,,,,,,2026-09-25,4.25,0,0,12,0,4,0,1,5,22,D,89
T,T,AT&T,173.913547797,2026-09-25,Naver exchange listing (USD),25.3799991607666,25.731999969482423,24.1625,24.367416652043662,25.15004991531372,0.9143093004871837,29.6200008392334,-14.314657523070256,46.47886299690914,-0.2,23.93,daily_close,일봉 종가,2026-09-26 15:26 KST,,,6.2,9.87,68.45,8.749175,1.6510962,18.34,129.054,2.3,3.63,24.22,1.97 -> 1.49 -> 3.04,125648000000.0,25000000000.0,21953000000.0,19.9,17.47,40284000000.0,19442000000.0,18234000000.0,155043000000.0,-136809000000.0,4.37,36.63,1.11,,yfinance,-6.35,10.0,False,10.0,yfinance dividend history,Communication Services,Telecom Services,57.14,3.92,23.0,0.0,28.71,36.0,20.0,13.12,4.81,Finnhub,yfinance,2026-09-26,1.41,24.22,18.84,6.78,29.85,8,7,7,7,-53.56,-75.65,,,,,,,2026-09-25,4.25,12,6,16,10,12,5,5,5,71,A,90
SCCO,SCCO,서던 코퍼,172.178564449,2026-09-25,Naver exchange listing (USD),203.9199981689453,199.96749954223634,191.12334925333658,185.43247769673664,180.2493579864502,13.132163380173864,219.6999969482422,-7.182521164538018,54.532682006409665,-5.71,22.26,daily_close,일봉 종가,2026-09-26 15:27 KST,203.92,8.979279577461749e-07,71.6,22.26,9.76,29.694153,13.484477,49.9,67.863,40.6,26.05,32.97,2.88 -> 4.05 -> 5.08,13420000000.0,7001800000.0,4334900000.0,52.17,32.3,4752100000.0,3426800000.0,4304600000.0,7413500000.0,-3108900000.0,2.16,54.16,4.4,,yfinance,-3.43,10.0,False,10.0,yfinance dividend history,Basic Materials,Copper,5.56,2.22,17.0,0.0,171.44,275.0,138.34,-15.93,2.21,Finnhub,yfinance,2026-09-22,0.41,32.97,,,,3,2,2,2,,,,,,,,,2026-09-25,4.25,0,0,20,20,15,10,5,0,70,A,91
