yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5424.187,2026-09-25,Naver exchange listing (USD),225.07000732421875,221.75449981689454,213.9874994913737,210.4466667175293,199.47324996948242,12.832175421342157,235.74000549316406,-4.52617202015579,43.715852130663194,-1.28,13.91,daily_close,일봉 종가,2026-09-26 15:26 KST,,,127.8,60.78,71.42,28.453857,23.73405,117.21,16.971,105.9,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.44,3.54,1.0,,yfinance,35.72,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,94.2,4.7,59.0,0.08,327.7,515.0,180.0,45.6,3.44,Finnhub,yfinance,2026-09-26,0.22,102.92,39.22,14.97,35.18,33,31,30,31,-27.45,58.54,,,,,,,2026-09-25,4.25,0,0,20,20,15,10,5,0,70,A,1
AAPL,AAPL,애플,4977.6369726,2026-09-25,Naver exchange listing (USD),341.07000732421875,329.39600067138673,321.0235000610352,304.330083211263,287.7663493347168,18.523242245917217,341.07000732421875,0.0,74.39873466682201,8.42,15.86,daily_close,일봉 종가,2026-09-26 15:26 KST,341.4603,0.11443183727681408,28.7,30.44,66.4,36.29439,43.05027,148.75,78.445,16.4,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.32,12.04,1.08,,yfinance,4.22,10.0,False,10.0,yfinance dividend history,Technology,Consumer Electronics,68.52,3.82,39.0,1.85,324.45,400.0,215.0,-4.87,1.69,Finnhub,yfinance,2026-09-26,1.26,10.32,39.22,14.97,35.18,33,31,30,31,-7.46,187.58,,,,,,,2026-09-25,4.25,0,0,20,10,8,8,1,0,47,C,2
MSFT,MSFT,마이크로소프트,3832.843816089,2026-09-25,Naver exchange listing (USD),516.1699829101562,500.0404998779297,461.3683319091797,433.63266525268557,432.06089920043945,19.46695103985731,542.0700073242188,-4.777985142898964,59.889496111007276,2.2,34.32,daily_close,일봉 종가,2026-09-26 15:26 KST,517.89,0.33322687230790016,31.7,32.3,75.91,26.81687,8.112818,34.04,29.118,17.7,20.78,23.34,11.8 -> 13.64 -> 17.95,331839000000.0,155237000000.0,133749000000.0,46.78,40.31,182935000000.0,66987000000.0,20935000000.0,56826000000.0,-35891000000.0,0.71,19.83,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.75,4.64,53.0,0.1,569.56,870.0,400.0,10.34,6.42,Finnhub,yfinance,2026-09-26,0.85,23.34,39.22,15.51,38.1,33,31,30,31,-31.62,-47.69,,,,,,,2026-09-25,4.25,0,0,20,16,12,10,3,0,61,B,3
AMZN,AMZN,아마존닷컴,2693.018909521,2026-09-25,Naver exchange listing (USD),249.6699981689453,254.30599975585938,254.6201665242513,253.7357500712077,240.84784996032715,3.6629549361023397,284.0199890136719,-12.094215961353711,40.04503402580678,-2.57,3.3,daily_close,일봉 종가,2026-09-26 15:26 KST,249.9799,0.12412457777364636,242.3,41.19,68.71,19.794327,4.9102745,30.56,45.617,19.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.24,4.68,59.0,-0.09,328.22,405.0,230.0,31.46,5.13,Finnhub,yfinance,2026-09-23,0.08,57.24,21.21,16.29,9.38,6,5,4,4,-6.67,-69.86,,,,,,,2026-09-25,4.25,4,0,20,20,15,10,5,5,79,A,4
TSM,TSM,TSMC ADR,2337.07704914,2026-09-25,Naver exchange listing (USD),450.6099853515625,430.1885009765625,421.77699991861977,415.72958348592124,383.1671000671387,17.601429056045383,477.57000732421875,-5.645250237491001,61.47419058576232,5.46,1.44,daily_close,일봉 종가,2026-09-26 15:26 KST,451.3493,0.1640697437853536,77.4,0.68,15.49,32.158527,87.592865,39.97,16.504,36.0,46.45,43.13,161.7 -> 226.25 -> 331.25,3809054300000.0,1936095600000.0,1697604000000.0,50.83,44.57,2274975600000.0,992378400000.0,2767856400000.0,1064582700000.0,1703273700000.0,0.91,25.74,4.08,,yfinance,18.92,9.0,False,9.0,yfinance dividend history,Technology,Semiconductors,95.35,4.6,19.0,0.0,552.38,700.0,440.0,22.58,7.14,Finnhub,yfinance,2026-09-26,0.42,43.13,39.22,14.97,35.18,33,31,30,31,-18.0,485.12,,,,,,,2026-09-25,4.25,0,0,20,20,15,10,3,0,68,B,5
GOOGL,GOOGL,알파벳 Class A,2305.29576,2026-09-25,Naver exchange listing (USD),343.9200134277344,342.1739990234375,347.05516560872394,355.07666600545247,338.20684936523435,1.689251436871493,402.6199951171875,-14.57949987614693,53.99123913492207,0.96,-4.79,daily_close,일봉 종가,2026-09-26 15:26 KST,,,294.0,23.77,81.0,17.547304,6.7781363,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.26,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,90.0,4.63,54.0,1.43,428.07,515.0,340.0,24.47,6.53,Finnhub,yfinance,2026-09-26,0.06,36.52,18.84,3.43,18.34,8,7,7,7,-6.86,97.61,,,,,,,2026-09-25,4.25,8,0,20,20,15,10,5,5,83,A,6
SPCX,SPCX,스페이스X,2018.007119205,2026-09-25,Naver exchange listing (USD),148.67999267578125,148.39550094604493,137.5901667277018,,,,211.38999938964844,-29.665550354761976,50.77150283918629,5.54,-5.62,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-25857.58,,48.16,,15.342792,,31.211,91.9,,,-,,,,,,,,,,,,0.0,0.0,,yfinance,,,,,,Industrials,Aerospace & Defense,,4.33,19.0,,220.68,450.0,117.0,48.43,,,yfinance,2026-09-22,,,34.48,8.37,39.7,8,7,7,7,,83.31,,,,,,,2026-09-25,4.25,0,0,0,0,0,0,5,5,10,D,7
META,META,메타,1914.858529084,2026-09-25,Naver exchange listing (USD),751.6599731445312,660.8594970703125,619.2253295898438,616.2629969278971,626.4722476196289,19.982964289411235,790.0,-4.853167956388449,76.51449838467008,31.62,22.64,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-13.4,22.34,79.02,28.011168,7.5847645,29.85,42.997,28.0,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.28,7.91,2.1,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,87.32,4.66,57.0,0.0,786.8,1000.0,580.0,4.67,0.38,Finnhub,yfinance,2026-09-25,,25.69,18.79,3.43,18.34,8,7,7,7,49.07,121.13,,,,,,,2026-09-25,4.25,0,0,20,0,15,0,1,0,36,D,8
GOOG,GOOG,알파벳 Class C,1885.14916,2026-09-25,Naver exchange listing (USD),341.0799865722656,338.80149993896487,344.7809997558594,352.63283259073893,336.7875993347168,1.274508695102768,399.0400085449219,-14.52486485853997,54.49026594479022,1.0,-4.7,daily_close,일봉 종가,2026-09-26 15:26 KST,341.12,0.011731391260009265,294.0,23.92,60.32,18.83525,7.075802,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.26,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,88.57,4.6,14.0,1.61,421.79,475.0,340.0,23.66,6.53,Finnhub,yfinance,2026-09-25,0.06,36.52,18.79,3.43,18.34,8,7,7,7,0.24,106.29,,,,,,,2026-09-25,4.25,4,0,20,20,15,10,5,5,79,A,9
AVGO,AVGO,브로드컴,1684.184352671,2026-09-25,Naver exchange listing (USD),352.80999755859375,358.03199615478513,377.8008321126302,391.2847501118978,368.35085006713865,-4.219035331590058,481.57000732421875,-26.737547564696417,46.97636221452548,-5.04,-4.48,daily_close,일봉 종가,2026-09-26 15:26 KST,353.6991,0.25200602237995745,215.3,63.5,79.82,46.31673,17.367111,44.25,59.604,85.5,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.74,32.4,2.6,,yfinance,12.71,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,91.23,4.74,47.0,0.16,531.85,715.0,215.88,50.75,0.53,Finnhub,yfinance,2026-09-22,0.22,20.26,36.6,14.97,35.18,33,31,30,31,26.55,16.01,,,,,,,2026-09-25,4.25,0,0,20,20,12,10,5,5,72,A,10
TSLA,TSLA,테슬라,1469.666080781,2026-09-25,Naver exchange listing (USD),372.1099853515625,365.6844970703125,356.88966471354166,378.35341567993163,395.6220495605469,-5.943062130915442,489.8800048828125,-24.040585114189863,63.90557500127483,4.88,-12.51,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-3.0,176.51,43.67,338.2818,16.917934,4.67,18.373,25.5,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,49.18,3.65,38.0,0.0,396.62,600.0,125.0,6.59,-7.04,Finnhub,yfinance,2026-09-26,,-49.94,20.75,10.28,21.48,6,5,4,4,1530.27,64.57,,,,,,,2026-09-25,4.25,0,0,0,0,0,0,3,5,8,D,11
SKHY,SKHY,SK하이닉스 ADR,1396.2147518,2026-09-25,Naver exchange listing (USD),191.55999755859375,180.09349975585937,,,,,198.6300048828125,-3.5593853649602964,58.69772725130813,18.53,,daily_close,일봉 종가,2026-09-26 15:26 KST,,,1272.4,,0.18,11.44606,406.1796,92.68,8.037,256.8,,,-,,,,,,,,,,,1957.61,0.0,3750.0,,yfinance,,,,,,Technology,Semiconductors,,4.53,14.0,,248.43,355.0,152.0,29.69,,,yfinance,2026-09-22,0.01,,39.22,14.97,35.18,33,31,30,31,-70.82,2613.29,,,,,,,2026-09-25,4.25,12,0,20,20,0,10,3,0,65,B,12
MU,MU,마이크론 테크놀로지,1222.319619464,2026-09-25,Naver exchange listing (USD),1082.280029296875,994.1425018310547,942.9465026855469,858.2538358052572,661.0982010650634,63.709419803784954,1213.56005859375,-10.817761211505244,59.21344118733349,15.7,4.84,daily_close,일봉 종가,2026-09-26 15:26 KST,,,1368.5,53.12,79.96,23.255056,10.955669,66.64,6.33,345.7,651.65,-1.04,7.75 -> 0.7 -> 7.59,37378000000.0,9809000000.0,8539000000.0,26.24,22.84,17525000000.0,1668000000.0,9642000000.0,15278000000.0,-5636000000.0,0.05,1.12,0.53,,yfinance,1.11,5.0,False,5.0,yfinance dividend history,Technology,Semiconductors,91.38,4.65,45.0,0.31,1513.11,2200.0,361.0,39.81,16.21,Finnhub,yfinance,2026-09-26,0.02,-1.04,39.22,15.51,35.18,33,31,30,31,-40.71,-29.36,,,,,,,2026-09-25,4.25,4,0,20,20,0,10,3,5,62,B,13
LLY,LLY,일라이 릴리,1114.058432145,2026-09-25,Naver exchange listing (USD),1183.4599609375,1150.8074890136718,1180.0280008951822,1104.366168721517,1070.0933532714844,10.594085770127602,1280.3399658203125,-7.566740668033554,61.78624620200231,0.63,-0.69,daily_close,일봉 종가,2026-09-26 15:26 KST,1183.5554,0.0080644099209203,26.2,66.51,85.43,37.735214,29.551077,102.29,162.071,47.7,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.58,21.69,6.92,,yfinance,15.24,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,78.95,4.3,29.0,0.0,1315.56,1600.0,850.0,11.16,24.79,Finnhub,yfinance,2026-09-26,1.44,98.92,30.97,5.64,13.83,12,11,10,10,21.84,423.96,,,,,,,2026-09-25,4.25,0,0,20,10,15,8,3,0,56,B,14
AMD,AMD,AMD(어드밴스드 마이크로 디바이시스),1029.487735736,2026-09-25,Naver exchange listing (USD),630.6300048828125,528.1040023803711,509.2708353678385,465.57175127665204,364.753550567627,72.89208121522887,630.6300048828125,0.0,80.39075392826499,32.3,16.59,daily_close,일봉 종가,2026-09-26 15:26 KST,,,159.5,135.05,75.4,154.03758,14.920977,10.2,6.361,50.1,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,83.05,4.51,50.0,0.29,616.51,1250.0,365.0,-2.24,5.88,Finnhub,yfinance,2026-09-24,0.97,123.61,36.6,15.51,38.1,33,31,30,31,320.87,-3.8,,,,,,,2026-09-25,4.25,0,0,12,16,15,10,1,0,54,C,15
JPM,JPM,제이피모간체이스,911.917356057,2026-09-25,Naver exchange listing (USD),343.05999755859375,351.2615020751953,350.8106669108073,331.2605837504069,321.26000076293946,6.785779973816504,365.17999267578125,-6.0572856018501415,32.8186713232445,-3.15,2.69,daily_close,일봉 종가,2026-09-26 15:26 KST,343.1,0.011660479709366412,46.9,11.94,75.69,14.704672,2.5792627,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.92,25.71,6.6,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,60.0,3.92,21.0,0.0,374.24,436.0,305.0,9.09,4.8,Finnhub,yfinance,2026-09-26,0.31,11.06,16.44,2.62,13.1,18,17,17,17,-10.56,-1.55,,,,,,,2026-09-25,4.25,8,3,16,20,8,10,3,0,68,B,16
WMT,WMT,월마트,856.685919103,2026-09-25,Naver exchange listing (USD),107.9800033569336,107.10700035095215,109.9729995727539,116.88941612243653,118.56749961853028,-8.929509600573562,134.1999969482422,-19.537998649449325,52.94945252273004,5.21,-0.77,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-9.1,35.93,38.25,39.245422,9.042876,22.31,71.653,5.9,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.92,34.96,0.99,,yfinance,7.98,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,87.5,4.47,40.0,-2.08,127.72,155.0,81.0,18.28,2.67,Finnhub,yfinance,2026-09-25,,19.45,25.77,9.26,36.83,6,5,4,4,52.29,-2.34,,,,,,,2026-09-25,4.25,0,0,20,0,12,0,5,5,42,C,17
V,V,비자,685.915822379,2026-09-25,Naver exchange listing (USD),367.3800048828125,371.42350311279296,365.83667043050133,344.1950848897298,336.86370025634767,9.058947165646648,384.1400146484375,-4.362995034756703,40.5644283009418,-3.23,4.64,daily_close,일봉 종가,2026-09-26 15:26 KST,,,10.2,28.2,90.17,31.293016,19.468998,61.19,67.821,14.4,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.73,22.13,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,88.24,4.55,37.0,-3.92,419.36,466.0,330.0,14.15,0.78,Finnhub,yfinance,2026-09-26,3.07,10.99,15.42,2.58,13.1,18,17,17,17,102.94,654.61,,,,,,,2026-09-25,4.25,0,0,20,0,8,5,5,0,38,D,18
ASML,ASML,ASML 홀딩 ADR,669.847354,2026-09-25,Naver exchange listing (USD),1743.93994140625,1686.4745056152344,1728.2056640625,1668.6773325602214,1524.9262490844726,14.362248171232395,1989.43994140625,-12.340156387252714,53.02078418747953,0.51,-5.38,daily_close,일봉 종가,2026-09-26 15:26 KST,,,28.5,36.39,20.39,57.511005,1427.3237,53.94,9.092,21.3,25.26,9.55,20.59 -> 19.24 -> 24.71,32667300000.0,11301400000.0,9609400000.0,34.6,29.42,,11027300000.0,12916000000.0,4390900000.0,8525100000.0,0.52,29.72,9.08,,yfinance,3.58,9.0,False,9.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.71,4.6,16.0,0.0,2157.87,2861.32,897.6,23.74,2.58,Finnhub,yfinance,2026-09-22,2.02,9.55,36.6,14.97,35.18,33,31,30,31,57.13,9434.56,,,,,,,2026-09-25,4.25,0,0,20,0,8,8,5,5,46,C,19
XOM,XOM,엑슨모빌 홀딩스,660.331941656,2026-09-25,Naver exchange listing (USD),160.58999633789062,162.4825012207031,156.4005007425944,152.6237501780192,147.9931499862671,8.51177662803477,171.47000122070312,-6.345136061910087,51.956665432774706,2.65,17.84,daily_close,일봉 종가,2026-09-26 15:26 KST,,,112.8,12.12,67.21,20.734015,2.5703866,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.57,52.51,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,46.67,3.68,22.0,-3.33,171.91,200.0,142.0,7.05,3.84,Finnhub,yfinance,2026-09-25,0.18,-13.19,11.41,1.58,14.34,4,3,3,3,81.72,62.68,,,,,,,2026-09-25,4.25,4,3,12,20,0,10,5,0,54,C,20
JNJ,JNJ,존슨앤드존슨,653.612697478,2026-09-25,Naver exchange listing (USD),271.2200012207031,269.64100036621096,263.76949946085614,248.3473331451416,240.32360008239746,12.856166072625621,278.42999267578125,-2.5895168066443994,38.47036688161444,2.05,6.79,daily_close,일봉 종가,2026-09-26 15:26 KST,,,-0.9,19.17,76.88,30.97093,7.5487475,25.74,57.709,6.6,20.46,-10.34,13.72 -> 5.79 -> 11.03,94193000000.0,25596000000.0,26804000000.0,27.17,28.46,24530000000.0,19313000000.0,19709000000.0,47933000000.0,-28224000000.0,1.98,60.79,5.36,,yfinance,4.92,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,70.97,4.09,22.0,0.0,275.64,320.0,190.0,1.63,0.4,Finnhub,yfinance,2026-09-26,,-10.34,33.34,5.64,13.83,12,11,10,10,-7.11,33.84,,,,,,,2026-09-25,4.25,0,0,20,0,0,0,5,0,25,D,21
INTC,INTC,인텔,650.063549853,2026-09-25,Naver exchange listing (USD),123.0,104.54250068664551,100.81716651916504,102.47158323923746,79.20184995651245,55.299402813868504,140.94000244140625,-12.728822286536106,71.81584205029444,33.56,-3.16,daily_close,일봉 종가,2026-09-26 15:26 KST,,,98.63,65.53,62.53,,6.2676425,-10.71,48.997,25.4,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,0.0,,9.0,yfinance dividend history,Technology,Semiconductors,34.55,3.53,43.0,0.0,116.37,200.0,75.0,-5.39,1086.32,Finnhub,yfinance,2026-09-23,,,37.91,15.51,38.1,33,32,30,31,,-59.59,,,,,,,2026-09-25,4.25,0,0,0,0,0,10,1,5,16,D,22
MA,MA,마스터카드,497.267042441,2026-09-25,Naver exchange listing (USD),567.6500244140625,572.7660034179687,562.9586619059245,531.0649981180827,532.1437982177735,6.672299163347301,599.8599853515625,-5.369579855976319,40.03449534062006,-4.07,8.65,daily_close,일봉 종가,2026-09-26 15:26 KST,567.65,-4.30090046202992e-06,22.1,35.06,91.18,31.2558,88.45059,241.2,439.583,14.1,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.61,17.93,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,90.74,4.58,37.0,-1.85,666.71,740.0,550.0,17.45,2.85,Finnhub,yfinance,2026-09-23,1.41,18.17,15.42,2.58,13.1,18,17,17,17,102.7,3328.32,,,,,,,2026-09-25,4.25,0,0,20,10,12,8,5,0,55,B,23
ABBV,ABBV,애브비,467.119783117,2026-09-25,Naver exchange listing (USD),264.3399963378906,260.080997467041,256.0816660563151,236.03749974568686,230.56219932556152,14.65018858734676,265.9700012207031,-0.6128529064674156,65.01525876005326,2.4,5.29,daily_close,일봉 종가,2026-09-26 15:26 KST,,,290.4,59.9,77.45,70.833336,-75.91545,,,10.2,68.92,-6.85,2.72 -> 2.39 -> 2.36,61160000000.0,20091000000.0,4226000000.0,32.85,6.91,19030000000.0,17816000000.0,5229000000.0,67496000000.0,-62267000000.0,2.62,190.4,6.92,,yfinance,5.17,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,82.05,4.32,29.0,0.47,276.79,328.0,200.0,4.71,0.6,Finnhub,yfinance,2026-09-26,0.24,-6.85,30.97,6.34,14.15,12,11,11,11,128.72,,,,,,,,2026-09-25,4.25,0,0,0,20,0,10,1,0,31,D,24
PLTR,PLTR,팔란티어 테크놀로지스,455.788101902,2026-09-25,Naver exchange listing (USD),189.6699981689453,178.40249938964843,158.54266573588055,147.1090410232544,152.02362468719483,24.763502093317406,207.17999267578125,-8.451585638502054,69.35890738135845,2.01,50.86,daily_close,일봉 종가,2026-09-26 15:26 KST,,,215.4,287.86,64.75,163.92308,47.14602,38.1,2.139,92.8,355.54,164.38,0.09 -> 0.19 -> 0.63,4475446000.0,1414015000.0,1625033000.0,31.59,36.31,2134473000.0,2100591000.0,1423796000.0,229338000.0,1194458000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,71.79,4.16,26.0,2.56,195.57,255.0,80.0,3.11,15.06,Finnhub,yfinance,2026-09-24,0.76,164.38,36.6,14.97,35.18,33,31,30,31,347.88,214.94,,,,,,,2026-09-25,4.25,0,0,20,16,15,10,1,0,62,B,25
CSCO,CSCO,시스코 시스템즈,420.674019349,2026-09-25,Naver exchange listing (USD),106.69999694824219,109.06099929809571,112.86683311462403,109.46283321380615,96.98299995422363,10.019278635023685,130.0,-17.923079270582935,44.419641308853514,-4.86,-8.81,daily_close,일봉 종가,2026-09-26 15:26 KST,106.89,0.17807221854934013,52.1,18.59,83.38,33.051052,8.636898,27.32,62.017,17.6,28.45,-8.86,3.07 -> 2.54 -> 2.55,63325000000.0,16061000000.0,13267000000.0,25.36,20.95,14177000000.0,12767000000.0,7218000000.0,29533000000.0,-22315000000.0,1.57,49.85,1.68,,yfinance,2.58,10.0,False,10.0,yfinance dividend history,Technology,Communication Equipment,68.57,4.18,24.0,-1.13,137.62,170.0,115.0,28.98,0.56,Finnhub,yfinance,2026-09-25,0.63,-8.86,39.22,15.51,38.1,33,31,30,31,-15.73,-44.31,,,,,,,2026-09-25,4.25,0,0,20,20,0,10,5,5,60,B,26
ORCL,ORCL,오라클,414.5542056,2026-09-25,Naver exchange listing (USD),137.10000610351562,148.6345001220703,141.32366676330565,161.84283339182537,164.53959980010987,-16.676589544358382,328.3299865722656,-58.24322732905791,29.477468568947486,-9.77,-3.79,daily_close,일봉 종가,2026-09-26 15:26 KST,137.04,-0.043768126071654666,21.9,36.02,45.82,26.06175,11.651841,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.46,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.41,42.0,0.0,244.12,400.0,110.0,78.06,9.27,Finnhub,yfinance,2026-09-22,1.19,25.36,39.22,15.51,35.18,33,31,30,31,-33.55,-24.88,,,,,,,2026-09-25,4.25,0,0,20,10,15,8,3,3,59,B,27
COST,COST,코스트코 홀세일,409.03035049,2026-09-25,Naver exchange listing (USD),922.77001953125,912.1979919433594,934.4054962158203,964.447829691569,960.4145471191406,-3.9196123903796662,1094.3199462890625,-15.67639586023756,53.49648226060674,-1.27,-0.21,daily_close,일봉 종가,2026-09-26 15:26 KST,,,45.5,44.93,74.46,48.21748,25.752724,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.64,27.01,5.88,,yfinance,13.18,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,65.22,4.0,35.0,-1.45,1077.31,1315.0,740.0,16.75,-0.24,Finnhub,yfinance,2026-09-25,1.06,13.4,25.77,8.53,36.83,6,5,4,4,87.11,201.91,,,,,,,2026-09-25,4.25,0,0,20,10,8,10,5,5,58,B,28
CVX,CVX,셰브론,403.946436969,2026-09-25,Naver exchange listing (USD),204.4499969482422,209.27149963378906,197.02266667683918,191.09666697184244,185.24385009765626,10.368034804103289,217.77000427246094,-6.1165482219275455,44.05613446241244,2.34,23.39,daily_close,일봉 종가,2026-09-26 15:26 KST,204.0001,-0.22005231350337387,321.9,14.21,70.53,19.046242,2.0423553,12.23,18.959,53.5,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.48,67.18,7.12,,yfinance,6.39,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,83.87,4.28,24.0,7.2,216.96,236.0,175.0,6.12,16.82,Finnhub,yfinance,2026-09-23,0.06,-23.6,11.41,1.58,14.34,4,3,3,3,66.93,29.26,,,,,,,2026-09-25,4.25,4,3,12,20,0,10,5,0,54,C,29
