yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
0009K0.KQ,0009K0,에임드바이오,17331,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,26700.0,21857.0,26357.333333333332,39189.083333333336,,,72500.0,-63.172413793103445,71.72011661801724,16.09,-34.88,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,626.65,2.33,383.33,8.91,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,10,1,9,9,,23.09,-31.49,-61.41,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-11,4.7,0,0,6,0,0,0,1,1,8,D,51
290650.KQ,290650,엘앤씨바이오,17125,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,64100.0,60417.5,72785.83333333333,74310.41666666667,69506.5,-7.778409213526792,118300.0,-45.815722738799664,52.853881278521925,-7.77,-2.73,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,192.78,8.73,23.03,,7.84,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.08,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,6,6,6,,3.9,9.66,101.03,,25.12,,의약품 제조업,의약품 제조업,2026-08-11,4.7,0,0,0,0,0,10,5,3,18,D,52
096530.KQ,096530,씨젠,16999,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,32350.0,27830.0,28800.0,26599.583333333332,26088.5,24.00099660770071,35150.0,-7.965860597439544,72.6907630521271,13.71,1.09,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,7007.69,906.71,18.33,22.24,1.24,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.09,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,44500.0,,,37.56,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.0,,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-11,4.7,4,6,0,0,0,10,1,0,21,D,53
083650.KQ,083650,비에이치아이,16895,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,55400.0,44987.5,57491.666666666664,75984.16666666667,67561.0,-18.000029602877397,109500.0,-49.406392694063925,62.6492942453664,19.53,-31.6,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,232.86,26.53,12.08,22.0,9.49,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,98.56,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,0.09,,,,180.92,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-11,4.7,4,0,20,20,15,10,3,3,75,A,54
950160.KQ,950160,코오롱티슈진,16671,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,19620.0,28724.5,75869.83333333333,90033.25,82447.7,-76.20309602329719,138800.0,-85.86455331412104,32.80580283546128,-74.39,-82.83,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,,4.72,,11.9,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1327.12,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-08-07,2025.0,OFS,11011.0,OpenDART,,,8,2,7,7,,15.95,-9.41,-25.39,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-11,4.7,0,0,0,0,0,0,3,1,4,D,55
060370.KQ,060370,LS마린솔루션,16638,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,31850.0,28515.0,29489.166666666668,31205.416666666668,30197.75,5.471434130026244,50100.0,-36.427145708582835,57.85340314131885,18.84,-18.33,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-51.36,69.69,2.16,104.46,2.19,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,44000.0,,,38.15,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,-28.93,,,전기 및 통신 공사업,전기 및 통신 공사업,2026-08-11,4.7,0,3,0,0,0,0,3,5,11,D,56
035900.KQ,035900,JYP Ent.,16540,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,46550.0,45512.5,51825.833333333336,57688.75,63100.25,-26.22850147186422,85100.0,-45.29964747356052,58.2352941175991,-6.24,-21.1,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,64.27,25.19,18.33,13.0,2.51,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,1.88,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,78722.0,,,69.11,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.2,,,,23.33,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-11,4.7,8,3,20,20,12,10,3,3,79,A,57
082920.KQ,082920,비츠로셀,15776,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,35650.0,29720.0,39730.833333333336,39206.25,30481.485,16.95624409375068,64100.0,-44.383775351014044,62.2844827585831,23.14,-40.88,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,10.56,11.12,30.08,20.0,4.62,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.73,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,50333.0,,,41.19,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,1.89,,,,23.31,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-11,4.7,4,0,16,5,12,5,3,5,50,C,58
030530.KQ,030530,원익홀딩스,15679,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,20300.0,17599.5,21917.333333333332,26805.333333333332,29592.2,-31.40084211380026,48700.0,-58.31622176591375,58.14663951116018,15.34,-32.89,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,137.36,5.5,76.2,1.46,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-11,4.7,0,6,0,0,0,0,3,3,12,D,59
475830.KQ,475830,오름테라퓨틱,15420,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,70600.0,49902.5,57365.0,79285.83333333333,81655.75,-13.53946292820775,143700.0,-50.86986778009742,76.807511737069,55.51,-11.75,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,,6.25,,11.82,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,15.95,-9.41,-25.89,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-11,4.7,0,0,0,0,0,0,1,3,4,D,60
007390.KQ,007390,네이처셀,15077,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,23400.0,23245.0,25376.833333333332,22479.333333333332,22784.8,2.7000456444647343,37800.0,-38.095238095238095,54.96688741711662,0.0,28.15,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,1126.55,6.74,,21.6,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,11.9,-23.48,81.51,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-11,4.7,0,0,0,0,0,0,5,5,10,D,61
323280.KQ,323280,태성,15070,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,48550.0,35665.0,45670.833333333336,56672.083333333336,51933.5,-6.515062531891747,89700.0,-45.87513935340022,66.4819944598166,38.91,-32.48,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,103.42,3.92,,9.28,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,19,16,18,18,,6.42,8.98,44.55,,27.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,0,0,0,0,0,0,1,3,4,D,62
420770.KQ,420770,기가비스,14881,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,117800.0,122355.0,137461.66666666666,110356.66666666667,81638.75,44.2942230252178,192200.0,-38.70967741935484,43.286573146286514,-27.28,-6.51,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,353.16,47.97,5.15,59.0,7.22,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.68,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,182500.0,,,54.92,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,15,18,18,0.17,6.42,8.98,12.46,-33.36,26.0,126.92,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,0,0,6,20,0,10,5,5,46,C,63
078600.KQ,078600,대주전자재료,14824,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,94700.0,78015.0,103243.33333333333,113949.16666666667,97323.5,-2.695649046735886,182800.0,-48.19474835886214,65.73529411763353,16.91,-39.1,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-43.95,667.76,14.18,144.79,5.62,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.11,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,102.22,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,8,6,7,7,,3.45,12.5,62.9,444.67,19.46,644.04,전자부품 제조업,전자부품 제조업,2026-08-11,4.7,0,0,6,0,15,0,1,3,25,D,64
039200.KQ,039200,오스코텍,14308,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,37700.0,31760.0,36162.5,44205.0,46182.0,-18.36646312416093,62000.0,-39.19354838709677,71.54255319143608,27.8,-20.96,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,5847.83,547.23,13.01,21.25,6.6,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,98.94,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,3.9,7.59,69.23,,29.0,-26.72,의약품 제조업,의약품 제조업,2026-08-11,4.7,4,0,20,0,0,10,1,5,40,C,65
127120.KQ,127120,제이에스링크,14248,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,40700.0,34355.0,35698.333333333336,37721.25,30713.95,32.51307630571776,48900.0,-16.768916155419223,64.82504604048222,10.15,0.49,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,,3.31,,15.8,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,23.09,-18.83,-31.57,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-11,4.7,0,0,0,0,0,0,3,5,8,D,66
131970.KQ,131970,두산테스나,14166,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,74500.0,73410.0,115658.33333333333,106967.5,84277.5,-11.601554388775178,190100.0,-60.81009994739611,45.609436435116145,-19.46,-60.81,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-95.9,238.23,14.08,34.0,2.94,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.21,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,3.83,,,187500.0,,,151.68,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,-83.42,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-08-11,4.7,0,3,0,0,0,0,5,1,9,D,67
043260.KQ,043260,성호전자,14133,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,19700.0,17186.5,29245.5,35238.583333333336,24366.31,-19.150663354443086,53200.0,-62.96992481203007,53.81834613643229,3.96,-53.97,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,871.74,6.42,5.27,2.72,1.93,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,331.47,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,8,6,7,7,0.0,4.64,9.7,-58.41,101.28,24.5,-88.9,전자부품 제조업,전자부품 제조업,2026-08-11,4.7,15,3,20,0,15,10,5,1,69,B,68
218410.KQ,218410,RFHIC,13845,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,51900.0,45760.0,65707.5,74422.08333333333,58430.0,-11.175765873695019,112500.0,-53.86666666666666,57.76330076002587,10.07,-52.3,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,11.66,23.8,27.95,28.0,3.54,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.77,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,125250.0,,,141.33,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,2.4,,,,28.82,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-11,4.7,0,0,6,0,15,5,3,3,32,D,69
347700.KQ,347700,스피어,13068,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,25350.0,18513.5,26543.0,35627.333333333336,27233.5,-6.916114344465456,53100.0,-52.259887005649716,69.23076923072293,27.45,-41.72,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,-98.98,1590.82,10.3,18.19,7.42,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,97.24,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,4,1,3,3,,2.36,-7.93,214.41,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-11,4.7,4,0,0,0,0,0,1,3,8,D,70
003380.KQ,003380,하림지주,12970,우량기업부,지주사업,KOSDAQ,주권,KRX,11580.0,10015.0,10424.666666666666,12433.0,11540.25,0.34444661077532984,19610.0,-40.9484956654768,71.53996101344998,13.64,-13.58,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,772.77,17.26,9.07,4.95,0.33,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.04,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,42.49,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,0.01,,,,148.93,,,기타 금융업,기타 금융업,2026-08-11,4.7,15,10,6,20,15,10,1,5,82,A,71
166090.KQ,166090,하나머티리얼즈,12519,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,63200.0,53862.5,60855.833333333336,63316.25,56877.5,11.115994901323019,81100.0,-22.071516646115906,62.43842364529866,15.75,-20.1,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,20.8,21.83,21.5,21.45,2.15,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.47,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,94500.0,,,49.53,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,1.03,5.78,2.98,-62.8,5.86,,,반도체 제조업,반도체 제조업,2026-08-11,4.7,4,3,6,10,4,8,3,5,43,C,72
195940.KQ,195940,HK이노엔,11969,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,42100.0,38660.0,40989.166666666664,46209.166666666664,48098.25,-12.470827940725494,57600.0,-26.90972222222222,67.74193548380299,7.54,-16.8,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,22.91,20.56,13.79,13.0,0.9,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,0.97,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,62857.0,,,49.3,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.57,5.58,9.66,-83.87,26.83,29.0,-55.17,의약품 제조업,의약품 제조업,2026-08-11,4.7,8,8,6,20,15,8,1,5,71,A,73
437730.KQ,437730,삼현,11922,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,37600.0,34187.5,41455.0,46709.166666666664,46951.5,-19.91736153264539,73200.0,-48.63387978142077,53.75552282766561,20.13,-31.76,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,19.27,100.86,1.78,217.65,9.23,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,11.29,,,,-5.72,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-11,4.7,0,0,6,0,0,8,5,3,22,D,74
491000.KQ,491000,리브스메드,11718,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,46400.0,39580.0,43454.166666666664,58258.75,,,91300.0,-49.17853231106243,63.53887399461423,14.99,-30.75,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,,4.55,,7.12,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,120000.0,,,158.62,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,4,3,3,3,,5.31,26.21,34.09,,16.0,,의료용 기기 제조업,의료용 기기 제조업,2026-08-11,4.7,0,0,0,0,0,0,3,3,6,D,75
241710.KQ,241710,코스메카코리아,11683,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,109400.0,85355.0,77401.66666666667,79304.16666666667,77134.0,41.83109912619597,109400.0,0.0,79.67625899278569,23.34,26.18,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,6.16,15.61,21.9,15.0,4.03,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,117500.0,,,7.4,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,2.44,,,,42.68,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-11,4.7,8,0,16,0,15,5,1,0,45,C,76
183300.KQ,183300,코미코,11176,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,54400.0,60875.0,82323.8,73144.175,64151.005,-15.200081432862975,139200.0,-60.91954022988506,24.413145539890053,-31.66,-40.33,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,-10.74,15.48,25.62,23.09,3.92,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,2.57,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,240000.0,,,341.18,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,19,15,18,18,,6.61,8.16,-40.7,24.61,28.0,-17.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,4,0,16,0,12,0,1,1,34,D,77
031330.KQ,031330,에스에이엠티,10959,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,10960.0,9904.0,12867.166666666666,9459.75,7260.8,50.9475539885412,18860.0,-41.88759278897137,52.77108433726038,4.48,-0.36,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,39.34,6.2,8.61,3.63,1.5,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.1,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.09,,,,51.79,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-08-11,4.7,15,6,16,20,15,10,5,5,92,S,78
036540.KQ,036540,SFA반도체,10163,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,6180.0,5186.25,6411.833333333333,6890.083333333333,6103.25,1.2575267275631836,11010.0,-43.869209809264305,57.21544715430874,20.7,-25.36,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,23.78,6.09,,2.1,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,10000.0,,,61.81,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,,,5,3,4,4,,5.78,9.64,-63.67,,19.8,,반도체 제조업,반도체 제조업,2026-08-11,4.7,0,3,0,0,0,0,3,5,11,D,79
115180.KQ,115180,큐리언트,9847,벤처기업부,저분자 혁신신약,KOSDAQ,주권,KRX,26450.0,19021.0,22674.5,30165.166666666668,29203.75,-9.429439712365706,50900.0,-48.03536345776032,73.78167641320502,47.68,-11.69,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,,6.27,,31.11,-71.44,58.18,-23.91,,,-,70.0,-298.0,-313.0,-425.71,-447.14,-286.73,-323.69,210.36,228.03,-17.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,16.96,-18.83,83.43,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-11,4.7,0,0,0,0,0,0,1,3,4,D,80
476830.KQ,476830,알지노믹스,9805,기술성장기업부,"인체질환치료제 및 진단제, 진단용 유전자재조합 의약품",KOSDAQ,주권,KRX,35200.0,28610.0,42907.5,66434.58333333333,,,118000.0,-70.16949152542374,65.61954624778645,15.6,-54.4,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,,12.23,,16.96,604.61,6.72,7800.0,,,-,79.0,-146.0,-1038.0,-184.81,-1313.92,-108.52,-109.73,176.19,39.56,136.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-04,2025.0,OFS,11011.0,OpenDART,,,10,2,9,9,,23.09,-31.49,-26.55,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-11,4.7,0,0,20,0,0,0,1,1,22,D,81
