yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
403870.KQ,403870,HPSP,31603,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,38400.0,36920.0,47143.333333333336,46951.666666666664,41829.25,-8.198210582307835,83500.0,-54.011976047904184,49.35897435895221,-8.35,-29.8,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,-16.35,35.96,31.76,26.0,10.25,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,1.3,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,68000.0,,,77.08,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,19,15,18,18,,6.42,8.16,59.66,-6.21,28.0,-7.14,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,0,0,20,0,0,0,5,3,28,D,21
095340.KQ,095340,ISC,31498,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,148900.0,135465.0,172160.0,197862.5,160674.5,-7.32816968467305,271000.0,-45.055350553505534,53.26876513316589,-3.0,-39.84,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,2.68,60.46,31.33,29.0,4.68,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.57,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,242600.0,,,62.93,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,10.82,,,,91.78,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-08-11,4.7,0,0,12,0,15,2,5,3,37,D,22
080220.KQ,080220,제주반도체,31136,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,90400.0,73615.0,91433.33333333333,68710.0,51353.9,76.03336844913433,134000.0,-32.537313432835816,58.870967741925995,16.95,19.58,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,102.29,22.3,2.79,19.8,7.19,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,5,2,4,4,0.19,3.26,2.73,120.55,53.63,,,반도체 제조업,반도체 제조업,2026-08-11,4.7,4,0,16,20,15,10,3,5,73,A,23
440110.KQ,440110,파두,31068,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,62000.0,64660.0,86398.33333333333,75066.66666666667,54984.5,12.759050277805564,128300.0,-51.675759937646134,43.4374999999905,-12.18,-40.1,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,,27.36,,94.76,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,130000.0,,,109.68,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,3.26,9.64,2806.75,,19.8,,반도체 제조업,반도체 제조업,2026-08-11,4.7,0,0,0,0,0,0,5,3,8,D,24
214150.KQ,214150,클래시스,30236,우량기업부,미용의료기기,KOSDAQ,주권,KRX,46600.0,43957.5,45599.166666666664,50794.166666666664,53299.0,-12.568716110996453,75600.0,-38.35978835978836,57.50636132311424,-1.79,-15.27,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,32.76,30.47,71.0,16.0,5.31,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.15,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,71000.0,,,52.36,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,4,2,3,3,0.49,7.12,10.37,-25.42,32.57,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-11,4.7,8,0,20,20,15,10,3,5,81,A,25
084370.KQ,084370,유진테크,29424,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,129000.0,120290.0,142848.33333333334,136189.16666666666,116504.5,10.725336789566068,206500.0,-37.530266343825666,54.67160037002067,-15.74,-11.16,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-32.89,30.03,36.58,32.0,6.06,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.18,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,156667.0,,,21.45,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,19,15,18,18,,6.61,8.16,-8.32,31.84,26.0,23.08,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,0,0,6,0,15,0,5,5,31,D,26
095610.KQ,095610,테스,28265,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,148500.0,147820.0,151378.33333333334,113949.16666666667,87564.0,69.59024256543785,217500.0,-31.724137931034484,46.32610216934466,-20.33,19.85,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,33.69,92.12,7.26,28.0,6.31,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.57,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,195889.0,,,31.91,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,19,15,18,18,0.83,6.61,8.16,-4.54,504.31,26.0,7.69,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,0,0,16,16,15,10,5,5,67,B,27
347850.KQ,347850,디앤디파마텍,27915,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,60900.0,59892.5,77307.5,77695.41666666667,80421.945,-24.274400476138702,111200.0,-45.23381294964029,51.32867132866129,-20.91,-12.63,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,,4.88,,35.78,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,,,10,2,9,9,,16.96,-18.83,110.97,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-11,4.7,0,0,0,0,0,0,5,3,8,D,28
226950.KQ,226950,올릭스,27781,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,131000.0,115100.0,134396.66666666666,153670.83333333334,143987.5,-9.019880197933848,207000.0,-36.71497584541063,64.12512218962954,2.75,-18.38,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,,8.54,,16.23,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,10,2,9,9,,23.09,-31.49,-29.71,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-11,4.7,0,0,0,0,0,0,3,5,8,D,29
319400.KQ,319400,현대무벡스,27398,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,24600.0,21696.0,28364.5,29550.583333333332,24987.3,-1.5499873935959438,46350.0,-46.92556634304207,61.053109396239,15.22,-43.9,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,-56.77,99.75,1.62,258.89,16.52,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.2,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,65.83,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-11,4.7,0,0,6,0,15,0,3,3,27,D,30
131290.KQ,131290,티에스이,27045,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,243000.0,219060.0,227446.66666666666,177262.5,130784.5,85.80183431522849,284500.0,-14.586994727592268,51.069900142649956,-2.99,27.83,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-10.0,1517.12,11.02,17.0,5.38,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.19,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,320000.0,,,31.69,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,1672.52,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-11,4.7,8,0,12,0,15,0,5,5,45,C,31
257720.KQ,257720,실리콘투,26263,우량기업부,화장품 유통,KOSDAQ,주권,KRX,40900.0,36417.5,35885.833333333336,38844.166666666664,40805.5,0.23158642830010662,61800.0,-33.81877022653722,62.347188264016,6.65,-0.61,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,31.11,14.49,7.86,12.0,5.33,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.75,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,55500.0,,,35.7,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,0.39,,,,103.34,,,상품 종합 도매업,상품 종합 도매업,2026-08-11,4.7,12,0,20,20,15,10,3,5,85,S,32
058610.KQ,058610,에스피지,25282,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,112700.0,86170.0,92356.66666666667,107688.33333333333,94631.25,19.093851132686083,158100.0,-28.71600253004428,66.70212765956452,63.57,-13.77,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-30.29,103.2,4.09,251.52,8.92,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,130000.0,,,15.35,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,-8.86,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-11,4.7,0,0,0,0,0,0,1,5,6,D,33
357780.KQ,357780,솔브레인,24424,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,314500.0,278350.0,336700.0,383812.5,348830.0,-9.841470057047845,501000.0,-37.22554890219561,59.35162094762678,1.94,-34.68,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-33.25,18.26,29.7,17.0,2.21,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.75,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,521556.0,,,65.84,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,,,,,-22.12,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-11,4.7,8,3,6,0,0,0,3,5,25,D,34
178320.KQ,178320,서진시스템,24378,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,38300.0,36280.0,54644.166666666664,51572.916666666664,42031.25,-8.87732342007435,80800.0,-52.599009900990104,52.585119798215985,-2.42,-42.58,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,15.93,16.27,,2.64,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,72250.0,,,88.64,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-08-11,4.7,0,3,0,0,0,0,5,3,11,D,35
031980.KQ,031980,피에스케이홀딩스,23524,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,109000.0,111495.0,121840.0,114327.5,89722.25,21.48603049968096,166500.0,-34.53453453453454,44.16289592759622,-22.2,-16.73,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-4.32,11.02,6.49,16.0,4.35,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.99,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,191600.0,,,75.78,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,15,18,18,,6.61,8.16,-34.19,46.54,28.0,-42.86,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,8,0,16,0,15,0,5,5,49,C,36
067310.KQ,067310,하나마이크론,23271,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,35000.0,33042.5,41615.0,38347.916666666664,33961.5,3.0578743577286045,56800.0,-38.38028169014084,49.169435215923976,-8.38,-21.52,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,44.79,21.41,13.0,4.37,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.2,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,62000.0,,,77.14,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,,4.67,2.73,-6.42,,,,반도체 제조업,반도체 제조업,2026-08-11,4.7,8,0,6,0,0,0,5,5,24,D,37
263750.KQ,263750,펄어비스,23189,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,34050.0,34202.5,38150.833333333336,47322.083333333336,44453.75,-23.40353738436015,72000.0,-52.708333333333336,63.05084745756728,-2.99,-32.71,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,296.2,96.6,7.73,7.0,2.36,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.88,,,68750.0,,,101.91,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,,,4,1,3,3,0.02,5.84,-7.93,-59.59,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-11,4.7,15,3,0,20,0,10,3,3,54,C,38
237690.KQ,237690,에스티팜,22546,우량기업부,원료의약품,KOSDAQ,주권,KRX,107600.0,106320.0,119380.0,134484.16666666666,128613.0,-16.338161772138122,168700.0,-36.21813870776526,46.08150470218424,-14.54,-24.49,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,52.02,53.05,12.45,29.0,3.22,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.46,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184786.0,,,71.73,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.56,5.58,7.59,-42.29,61.23,21.25,36.47,의약품 제조업,의약품 제조업,2026-08-11,4.7,0,0,12,20,15,10,5,5,67,B,39
064760.KQ,064760,티씨케이,22414,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,202500.0,188695.0,239531.66666666666,246853.33333333334,214537.5,-5.610907184058731,348500.0,-41.89383070301291,50.29940119760096,-11.76,-41.89,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-2.77,18.81,68.38,18.0,3.54,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.71,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,345000.0,,,70.37,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,6.91,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-08-11,4.7,8,0,12,0,4,0,5,5,34,D,40
098460.KQ,098460,고영,22370,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,32800.0,27412.5,31005.0,31485.0,28681.7,14.358632856490372,43500.0,-24.597701149425287,63.75545851524487,26.89,-18.31,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,-29.74,61.63,24.99,34.0,5.31,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.43,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,47417.0,,,44.56,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,15,18,18,,6.61,8.98,-19.67,-17.9,26.0,30.77,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,0,0,0,0,0,0,3,5,8,D,41
005290.KQ,005290,동진쎄미켐,21917,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,43850.0,40892.5,50605.0,51610.0,47144.5,-6.9880898089915044,66000.0,-33.56060606060606,51.05105105102958,-2.12,-24.4,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-35.98,13.86,13.08,17.03,1.94,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.48,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,-11.78,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-11,4.7,8,3,6,0,0,0,5,5,27,D,42
010170.KQ,010170,대한광통신,20912,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,13450.0,10302.5,15085.5,13365.541666666666,9016.48,49.17129522829309,29100.0,-53.78006872852234,62.08633093518927,23.28,-45.66,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,,3.22,,18.03,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,,,1,0,0,0,,,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-08-11,4.7,0,0,0,0,0,0,3,3,6,D,43
068760.KQ,068760,셀트리온제약,20469,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,46050.0,40722.5,42889.166666666664,51537.083333333336,56036.54,-17.82147862805234,76917.0,-40.130270291353014,81.6406249999107,14.41,-12.29,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,76.47,119.93,5.27,49.83,4.57,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.43,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-10,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.65,4.91,7.95,-6.92,34.91,21.25,134.49,의약품 제조업,의약품 제조업,2026-08-11,4.7,0,0,6,20,15,10,1,5,57,B,44
140860.KQ,140860,파크시스템스,19851,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,283500.0,252700.0,261100.0,265458.3333333333,254065.0,11.585617853698857,339500.0,-16.49484536082474,61.47058823528906,11.61,-1.73,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-19.61,42.01,38.7,35.0,7.64,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.18,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,361125.0,,,27.38,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,18.19,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-11,4.7,0,0,16,0,12,0,3,5,36,D,45
032820.KQ,032820,우리기술,19783,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,11450.0,10136.0,12674.666666666666,16805.166666666668,12141.85,-5.6980608391637215,29300.0,-60.92150170648464,56.91439322664188,7.11,-37.09,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,-84.85,398.75,7.78,60.64,12.69,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-11,4.7,0,0,0,0,0,0,3,1,4,D,46
140410.KQ,140410,메지온,19281,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,63000.0,55705.0,60650.0,81155.0,85167.5,-26.02812105556697,172700.0,-63.52055587724378,60.17391304346361,14.96,-17.0,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,,25.58,,123.53,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,,,10,2,9,9,,16.96,-18.83,628.36,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-11,4.7,0,0,0,0,0,0,3,1,4,D,47
089970.KQ,089970,브이엠,19060,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,72700.0,76650.0,80183.33333333333,63195.416666666664,48645.25,49.449329585108515,119700.0,-39.264828738512946,43.52469959945782,-24.59,21.98,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,29.68,11.03,18.0,7.7,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,118750.0,,,63.34,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,,19,15,18,18,,6.42,8.16,19.94,,28.0,-35.71,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,8,0,16,0,0,0,5,5,34,D,48
089030.KQ,089030,테크윙,17711,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,47800.0,45280.0,50144.166666666664,52557.5,51624.75,-7.40875258475828,71100.0,-32.77074542897328,51.652892561968535,9.01,-12.93,daily_close,NXT 미확인,2026-08-11 21:25 KST,,,,181.67,16.33,391.06,8.42,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.27,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,15,18,18,,6.42,8.98,31.15,,26.0,1404.08,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-11,4.7,0,0,0,0,0,0,5,5,10,D,49
041510.KQ,041510,에스엠,17468,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,76100.0,71250.0,76245.0,86490.83333333333,96711.5,-21.31235685518268,153000.0,-50.26143790849673,63.55685131192741,1.6,-18.61,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,1844.22,43.74,32.28,13.0,1.76,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.13,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,118167.0,,,55.28,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.01,,,,103.18,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-11,4.7,8,6,20,20,15,10,3,3,85,S,50
