yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
028260.KS,028260,삼성물산,595155,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,363000.0,303575.5,19.574866878255985,535000.0,-32.149532710280376,23.79310344827472,-25.92,18.63,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,15.35,12.4,30.6,27.0,1.14,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.77,18.8,2800.0,4582.52,OpenDART,-9.64,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,1.76,2025.0,11011.0,1,0,0,0,9.45,,,,,,기타 전문 도매업,기타 전문 도매업,2026-07-15,4.25,0,8,6,5,8,8,1,5,41,C,11
000270.KS,000270,기아,566098,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,144200.0,142103.0,1.4756901683989783,206000.0,-30.0,53.77229080931752,-13.29,-8.68,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-21.72,5.03,38.72,7.0,0.89,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,4.72,34.9,6800.0,26424.99,OpenDART,22.7,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,2,1,1,1,-6.31,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-07-15,4.25,15,8,12,0,0,0,5,5,45,C,12
055550.KS,055550,신한지주,509304,,금융지주회사,KOSPI,주권,KRX,107400.0,87918.5,22.158590057837657,109200.0,-1.6483516483516485,69.75308641972295,4.17,7.51,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,15.39,5.95,61.5,9.0,0.87,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.41,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.58,2025.0,11011.0,17,16,16,15,9.58,7.5,1.08,8.91,20.0,-19.44,기타 금융업,기타 금융업,2026-07-15,4.25,12,8,6,20,8,8,1,0,63,B,13
329180.KS,329180,HD현대중공업,494367,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,468500.0,572462.5,-18.160578203812477,745000.0,-37.11409395973154,26.382978723402672,-33.73,-5.07,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,124.28,179.12,13.88,21.0,6.64,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.21,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,,,,,,,,,,,,,,,,,,0.17,2025.0,11011.0,3,2,2,2,651.55,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-15,4.25,4,0,16,20,15,10,3,5,73,A,14
012450.KS,012450,한화에어로스페이스,479023,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,925000.0,1148985.0,-19.49416223884559,1537000.0,-39.817826935588805,39.39393939393856,-24.43,-39.1,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-38.13,15.96,45.34,22.0,4.8,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.76,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1773889.0,,,91.77,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,,2025.0,11011,2,1,1,1,34.11,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-15,4.25,4,0,16,0,15,0,5,5,45,C,15
034020.KS,034020,두산에너빌리티,467609,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,72200.0,91131.0,-20.77339214976243,136400.0,-47.06744868035191,34.05172413792076,-30.04,-34.84,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-24.14,284.35,24.14,194.0,7.06,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,1,0,0,0,23.18,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-15,4.25,0,0,0,0,12,0,3,3,18,D,16
012330.KS,012330,현대모비스,444135,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,483000.0,425552.5,13.499509461229813,768000.0,-37.109375,43.92764857880819,-23.45,13.11,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-8.74,7.12,37.07,11.0,0.86,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.35,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,779600.0,,,61.41,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,,2025.0,11011,1,0,0,0,4.5,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-15,4.25,12,8,6,0,4,0,5,5,40,C,17
034730.KS,034730,SK,441541,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,598000.0,380097.5,57.328053986148284,858000.0,-30.303030303030305,28.422876949739333,-15.54,61.19,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,11.73,29.83,5.0,1.13,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.34,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,853692.0,,,42.76,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,,2025.0,11011,17,16,16,15,,8.0,1.0,8.91,-37.5,13.0,기타 금융업,기타 금융업,2026-07-15,4.25,15,8,6,0,0,0,3,5,37,D,18
068270.KS,068270,셀트리온,408596,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,175400.0,184968.425,-5.173004527664648,236861.0,-25.948129915857827,52.1959459459336,0.46,-11.95,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,148.85,65.74,24.54,27.0,2.25,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,265398.0,,,51.31,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.18,2025.0,11011.0,2,1,1,1,15.32,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-15,4.25,0,3,6,20,12,10,5,5,61,B,19
086790.KS,086790,하나금융지주,375335,,기타 금융,KOSPI,주권,KRX,138300.0,106974.5,29.283146918190784,136800.0,1.0964912280701753,76.76056338025647,9.07,12.9,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,9.62,4.94,68.28,8.0,0.79,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,2.97,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.83,2025.0,11011.0,17,16,16,15,10.23,7.5,1.08,8.72,6.67,-26.85,기타 금융업,기타 금융업,2026-07-15,4.25,15,10,6,16,8,5,1,0,61,B,20
006400.KS,006400,삼성SDI,365858,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,452500.0,402520.0,12.416774321772833,712000.0,-36.44662921348314,45.16129032257838,-17.73,-5.43,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-70.17,22.94,26.63,102.0,1.53,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,3,1,2,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-15,4.25,0,6,0,0,0,0,5,5,16,D,21
066570.KS,066570,LG전자,315996,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,193800.0,130537.5,48.463085320310256,392500.0,-50.62420382165605,44.06332453825044,-17.36,53.81,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,161.86,28.06,28.64,15.0,1.3,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.7,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.09,2025.0,11011.0,2,1,1,1,16.18,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-15,4.25,8,6,0,20,12,10,5,3,64,B,22
010120.KS,010120,LS ELECTRIC,302250,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,198400.0,149180.5,32.99325313965297,318500.0,-37.708006279434855,45.84323040379743,-22.2,5.2,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,20.11,26.34,18.15,78.0,18.95,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,3.88,2025.0,11011.0,4,3,3,3,17.98,31.0,10.36,29.21,151.61,82.92,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-15,4.25,0,0,12,0,12,8,5,5,42,C,23
035420.KS,035420,NAVER,297566,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,188600.0,235015.0,-19.749803204050806,290500.0,-35.077452667814114,41.541038525953404,-22.55,-13.68,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,3.89,24.18,35.03,16.0,0.96,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.39,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,330143.0,,,75.05,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,4.11,2025.0,11011,2,1,1,1,41.51,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-07-15,4.25,8,8,6,0,15,2,5,5,49,C,24
267260.KS,267260,HD현대일렉트릭,296667,,"변압기, 고압차단기, 회전기, 배전반 등",KOSPI,주권,KRX,812000.0,916050.0,-11.358550297472846,1420000.0,-42.816901408450704,37.996219281662505,-27.5,-25.16,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,46.07,25.65,34.44,31.0,14.24,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,0.0,False,3.0,OpenDART,,4.0,,,1456923.0,,,79.42,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,0.67,2025.0,11011,4,3,3,3,68.14,32.0,10.36,24.41,-3.12,37.45,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-15,4.25,0,0,20,20,15,10,5,5,75,A,25
000810.KS,000810,삼성화재,295119,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,652000.0,515115.0,26.573677722450327,730000.0,-10.684931506849315,51.96850393700501,-3.98,33.06,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-0.74,9.42,58.32,14.0,1.12,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,2.99,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,3,2,2,2,6.39,,,,,,보험업,보험업,2026-07-15,4.25,8,8,12,0,4,0,5,5,42,C,26
298040.KS,298040,효성중공업,267428,,-,KOSPI,주권,KRX,2818000.0,2584850.0,9.019865756233438,4601000.0,-38.75244512062595,41.81240063592981,-26.9,-5.75,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,133.52,20.47,26.44,32.0,10.36,24.41,190.31,21.93,106.07,111.72,12438 -> 23876 -> 55755,59685.0,7470.0,5028.0,12.52,8.42,4930.1,3010.24,2167.73,47381.62,-45213.89,0.27,13.4,7500.0,698.38,OpenDART,73.21,3.0,False,3.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.24,2025.0,11011.0,4,3,3,3,111.72,31.0,14.24,29.21,3.23,-27.25,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-15,4.25,0,0,20,20,15,10,5,5,75,A,27
042700.KS,042700,한미반도체,256866,,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",KOSPI,주권,KRX,265000.0,217118.0,22.053445591798006,409500.0,-35.28693528693529,49.1425771680515,-17.06,-9.25,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,41.96,44.0,7.9,144.35,40.2,34.76,17.82,3.18,-1.57,-9.81,2745 -> 1573 -> 2233,5767.0,2514.0,2140.0,43.59,37.11,2286.27,1348.92,2762.35,1230.04,1532.31,0.3,35.5,800.0,758.82,OpenDART,58.74,5.0,True,5.0,OpenDART,,4.0,,,380000.0,,,43.4,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,3.44,2025.0,11011,3,2,2,2,-9.81,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-15,4.25,0,0,20,0,0,10,5,5,40,C,28
042660.KS,042660,한화오션,251258,,선박 제조,KOSPI,주권,KRX,82200.0,122122.5,-32.690536141988574,149900.0,-45.163442294863245,36.279069767435956,-38.24,-37.68,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,135.85,27.59,9.53,15.0,3.54,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.11,,,3,2,2,2,131.76,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-15,4.25,8,0,20,20,15,10,5,3,81,A,29
005490.KS,005490,POSCO홀딩스,249214,,"열연코일,냉연강판,후판,선재,스테인리스 제조",KOSPI,주권,KRX,312500.0,347930.0,-10.183082804012301,535000.0,-41.58878504672897,46.792452830183734,-18.73,-15.54,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-38.15,27.33,32.23,14.0,0.4,1.18,68.64,-4.94,-15.94,-36.54,20079 -> 13073 -> 8085,690949.0,18271.0,5044.0,2.64,0.73,45719.1,-16728.84,70498.0,428147.47,-357649.47,3.2,115.0,10000.0,7562.08,OpenDART,-5.9,5.0,True,5.0,OpenDART,,4.0,,,530824.0,,,69.86,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,-36.54,,,,,,1차 철강 제조업,1차 철강 제조업,2026-07-15,4.25,8,10,0,0,0,0,5,5,28,D,30
