yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,cagr,peg,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
005830.KS,005830,DB손해보험,89931,137300.0,147932.0,-7.187085958413325,205500.0,-33.187347931873475,42.51012145747783,regularMarketPrice,-3.4,4.18,46.49,6.0,0.76,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,,,,,,,,,,,1.43,,2026-06-24,4.25,15,10,16,0,0,0,5,5,51,C,70
047050.KS,047050,포스코인터내셔널,88841,50500.0,61357.0,-17.694802549016412,87300.0,-42.15349369988545,34.60317460315922,regularMarketPrice,19.35,14.68,7.89,11.0,1.39,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,,,,,,,,,,,-4.58,0.57,2026-06-24,4.25,12,6,6,20,0,8,3,5,60,B,71
028050.KS,028050,삼성E&A,86142,43950.0,34811.25,26.252289130668967,64400.0,-31.754658385093165,42.30235783632199,regularMarketPrice,-18.44,6.49,37.52,13.0,1.98,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,,,,,,,,,,,-9.5,,2026-06-24,4.25,8,3,12,0,0,0,5,5,33,D,72
003230.KS,003230,삼양식품,84520,1122000.0,1284935.0,-12.680407958379217,1630000.0,-31.16564417177914,51.19760479041702,daily_close,43.18,19.3,15.49,15.0,5.98,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,,,,,,,,,,,75.62,0.35,2026-06-24,4.25,8,0,20,20,15,10,5,5,83,A,73
352820.KS,352820,하이브,83575,193900.0,296327.0,-34.565530646886714,404500.0,-52.064276885043256,40.68843777581138,daily_close,-95.0,455.33,18.97,48.0,2.86,-7.33,54.46,17.48,-73.21,,4504 -> 225,,,,,,,,,,,,,2026-06-24,4.25,0,3,0,0,0,0,5,3,11,D,74
039490.KS,039490,키움증권,82356,314000.0,347495.0,-9.638987611332537,495500.0,-36.629667003027244,36.12440191387318,regularMarketPrice,38.22,5.91,27.45,6.0,1.31,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,,,,,,,,,,,64.21,0.16,2026-06-24,4.25,15,6,16,20,15,10,5,5,92,S,75
047040.KS,047040,대우건설,80044,19480.0,11475.8,69.74851426480072,37150.0,-47.56393001345895,41.35525660186453,regularMarketPrice,-54.26,4.44,9.91,22.0,2.43,-23.89,284.46,-23.32,-302.28,,1231 -> 563,,,,,,,,,,,,,2026-06-24,4.25,4,3,0,0,0,0,5,3,15,D,76
007660.KS,007660,이수페타시스,78768,107300.0,112880.0,-4.943302622253721,161400.0,-33.51920693928129,34.057971014486995,regularMarketPrice,102.24,38.82,22.59,32.0,10.61,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,,,,,,,,,,,77.17,0.31,2026-06-24,4.25,0,0,20,20,15,10,3,5,73,A,77
064400.KS,064400,LG씨엔에스,76830,79300.0,69206.5,14.584612717013576,143700.0,-44.815588030619345,12.077294685987624,daily_close,8.8,13.5,5.64,17.0,2.84,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,,,,,,,,,,,9.24,1.93,2026-06-24,4.25,8,3,16,5,8,5,1,5,51,C,78
180640.KS,180640,한진칼,76108,114000.0,114509.5,-0.44494124941598734,173000.0,-34.104046242774565,44.766505636060764,regularMarketPrice,-68.82,25.59,19.69,48.67,2.38,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,,,,,,,,,,,-36.56,,2026-06-24,4.25,0,3,0,0,0,0,5,5,13,D,79
161390.KS,161390,한국타이어앤테크놀로지,74696,60300.0,57197.75,5.423727331931763,75900.0,-20.55335968379447,31.746031746017636,daily_close,-2.26,6.24,39.13,6.0,0.64,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,,,,,,,,,,,22.99,,2026-06-24,4.25,15,10,6,0,12,0,3,5,51,C,80
005387.KS,005387,현대차2우B,74473,213000.0,229921.0,-7.359484344622719,323500.0,-34.15765069551777,26.548672566368396,daily_close,-23.26,5.89,25.28,6.0,0.53,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,,,,,,,,,,,-9.97,,2026-06-24,4.25,15,10,6,0,0,0,3,5,39,D,81
000880.KS,000880,한화,73187,103800.0,107069.0,-3.0531713194295267,150900.0,-31.21272365805169,28.913738019162864,daily_close,-50.24,10.25,21.18,12.0,0.83,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,,,,,,,,,,,0.68,,2026-06-24,4.25,12,8,0,0,0,0,3,5,28,D,82
062040.KS,062040,산일전기,68273,223000.0,164697.0,35.40015908000753,333500.0,-33.13343328335832,50.23474178403095,daily_close,52.18,23.98,16.93,34.0,12.1,29.21,16.48,50.27,63.55,-25.48,8807 -> 3214 -> 4891,,,,,,,,,,,-25.48,0.65,2026-06-24,4.25,0,0,20,20,0,10,5,5,60,B,83
353200.KS,353200,대덕전자,68244,138100.0,70415.25,96.12228885078162,190900.0,-27.658459926663177,39.36927772125584,daily_close,100.43,46.49,14.43,40.0,8.76,5.37,31.28,19.41,334.51,36.9,493 -> 461 -> 924,,,,,,,,,,,36.9,0.4,2026-06-24,4.25,0,0,6,20,15,10,5,5,61,B,84
326030.KS,326030,SK바이오팜,67819,86600.0,109345.0,-20.80113402533266,140700.0,-38.45060412224591,45.55808656034994,daily_close,10.9,36.34,12.52,20.0,7.31,39.28,45.03,29.05,111.73,,3074 -> 3409,,,,,,,,,,,,1.83,2026-06-24,4.25,4,0,20,5,0,5,5,5,44,C,85
001440.KS,001440,대한전선,66931,34150.0,29865.9,14.344453038415041,72300.0,-52.766251728907335,28.974358974338173,regularMarketPrice,10.51,31.98,12.85,73.0,4.49,5.48,114.0,10.47,11.63,-5.86,510 -> 409 -> 452,,,,,,,,,,,-5.86,6.95,2026-06-24,4.25,0,0,6,0,0,5,3,3,17,D,86
000990.KS,000990,DB하이텍,66300,152400.0,93544.0,62.917985119302145,220500.0,-30.8843537414966,40.825688073390126,regularMarketPrice,12.18,9.33,23.22,23.14,2.89,12.52,33.36,23.51,45.34,-1.28,5934 -> 5155 -> 5783,,,,,,,,,,,-1.28,1.9,2026-06-24,4.25,4,3,12,5,0,5,5,5,39,D,87
004170.KS,004170,신세계,64699,685000.0,320008.0,114.05714857128572,767000.0,-10.691003911342895,52.914798206276366,daily_close,-86.85,63.77,24.38,18.0,1.3,0.32,140.91,5.47,0.63,-74.9,22865 -> 10948 -> 1440,,,,,,,,,,,-74.9,,2026-06-24,4.25,8,6,0,0,0,0,5,5,24,D,88
454910.KS,454910,두산로보틱스,61578,95000.0,88865.0,6.903730377538963,166700.0,-43.01139772045591,12.956419316841206,regularMarketPrice,,,5.63,,19.08,-14.78,14.57,-29.49,,,-,330.0,-595.0,-555.0,-180.3,-168.18,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,1,5,6,D,89
078930.KS,078930,GS,61403,66100.0,61631.0,7.251220976456653,82100.0,-19.488428745432397,35.511363636349515,daily_close,40.85,5.41,20.84,4.0,0.43,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,,,,,,,,,,,-21.64,0.1,2026-06-24,4.25,15,10,6,20,0,10,5,5,71,A,90
021240.KS,021240,코웨이,61072,86300.0,87255.0,-1.094493152254885,113200.0,-23.763250883392224,36.86274509801898,regularMarketPrice,11.66,9.28,54.67,9.0,1.66,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,,,,,,,,,,,15.76,0.77,2026-06-24,4.25,12,6,16,16,12,5,5,5,77,A,91
034220.KS,034220,LG디스플레이,60900,12180.0,12886.35,-5.481381461779327,16690.0,-27.022168963451172,20.060790273513547,daily_close,,26.09,31.06,16.0,1.05,3.44,243.36,-3.03,,,-,,,,,,,,,,,,,2026-06-24,4.25,8,8,0,0,0,0,1,5,22,D,92
032640.KS,032640,LG유플러스,59419,14000.0,15485.55,-9.59313682755859,17810.0,-21.392476137001683,35.677530017066985,regularMarketPrice,40.79,10.47,85.22,9.0,0.71,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,,,,,,,,,,,-7.96,0.22,2026-06-24,4.25,12,10,6,20,0,10,5,5,68,B,93
241560.KS,241560,두산밥캣,59143,61700.0,61504.0,0.31867845993756505,76700.0,-19.556714471968707,35.37117903927968,daily_close,-25.84,8.93,38.4,12.0,0.83,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,,,,,,,,,,,-32.66,,2026-06-24,4.25,12,8,6,0,0,0,5,5,36,D,94
009830.KS,009830,한화솔루션,57755,33600.0,33672.52,-0.2153684963287476,55179.0,-39.1072690697548,41.18264061882888,regularMarketPrice,,,14.67,18.0,0.68,-7.01,196.32,7.58,,,-,,,,,,,,,,,,,2026-06-24,4.25,8,10,0,0,0,0,5,5,28,D,95
000100.KS,000100,유한양행,57585,72300.0,105197.5,-31.272130991706078,163700.0,-55.83384239462431,36.26760563378494,daily_close,175.23,75.25,18.84,41.0,2.49,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,,,,,,,,,,,19.5,0.23,2026-06-24,4.25,0,3,6,20,12,10,5,3,59,B,96
090430.KS,090430,아모레퍼시픽,57322,98000.0,126628.0,-22.60795400701267,182300.0,-46.24245748765771,29.503105590049287,daily_close,-60.27,34.27,24.18,21.0,1.32,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,,,,,,,,,,,14.4,,2026-06-24,4.25,4,6,0,0,8,0,3,3,24,D,97
267270.KS,267270,HD건설기계,57074,119100.0,123172.5,-3.3063386713755096,198100.0,-39.87884906612822,31.265822784804584,daily_close,6.37,11.96,18.08,13.0,1.39,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,,,,,,,,,,,-10.94,2.04,2026-06-24,4.25,8,6,6,0,0,5,3,5,33,D,98
377300.KS,377300,카카오페이,53428,39500.0,53391.0,-26.017493585061153,93800.0,-57.88912579957356,33.41346153843905,daily_close,1663.16,1385.54,27.93,47.0,2.77,2.4,173.7,25.08,,,19 -> 335,9584.0,504.0,557.0,5.26,5.81,,,,,,,0.03,2026-06-24,4.25,0,3,0,20,0,10,3,3,39,D,99
029780.KS,029780,삼성카드,53063,45800.0,53374.75,-14.191635558011981,67400.0,-32.047477744807125,49.24012158050521,regularMarketPrice,-2.81,7.69,5.39,8.0,0.57,7.45,263.01,-0.01,-3.58,2.95,5260 -> 5736 -> 5575,43829.0,8537.0,6459.0,19.48,14.74,,,,,,2.95,,2026-06-24,4.25,15,10,6,0,0,0,5,5,41,C,100
