yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
131290.KQ,131290,티에스이,27819,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,248000.0,223215.0,233106.66666666666,190609.16666666666,140772.5,76.17077199026798,284500.0,-12.82952548330404,67.5862068965452,40.59,24.06,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-10.0,1517.12,9.62,21.0,6.49,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.18,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,320000.0,,,29.03,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,1672.52,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-26,4.25,4,0,12,0,15,0,1,5,37,D,26
095610.KQ,095610,테스,26736,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,137300.0,134710.0,154906.66666666666,119803.33333333333,92267.25,48.80686267337544,217500.0,-36.87356321839081,51.75292153588106,12.45,15.28,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,33.69,92.12,7.86,25.0,5.24,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.62,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,215286.0,,,56.8,,,Naver/FnGuide,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,0.74,2025.0,11011,6.58,8.16,19,16,18,18,-20.36,504.31,30.31,-17.52,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,4,0,16,16,15,10,5,5,71,A,27
064760.KQ,064760,티씨케이,26662,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,236000.0,202895.0,230148.33333333334,248065.83333333334,217573.5,8.469092053949586,348500.0,-32.281205164992826,70.01455604074978,41.83,-10.94,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-2.77,18.81,68.2,24.0,4.85,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.61,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,334286.0,,,41.65,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,OFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,6.91,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-08-26,4.25,4,0,12,0,4,0,1,5,26,D,28
080220.KQ,080220,제주반도체,26210,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,76100.0,74535.0,87240.0,71378.75,54216.15,40.36407970687701,134000.0,-43.208955223880594,50.622406638989446,21.96,-22.19,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,102.29,22.3,2.79,23.05,8.37,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.23,,,3.56,2.73,5,2,4,4,135.11,53.63,,,반도체 제조업,반도체 제조업,2026-08-26,4.25,4,0,16,20,15,10,5,5,75,A,29
319400.KQ,319400,현대무벡스,26061,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,23400.0,23802.5,26235.333333333332,29008.083333333332,25677.4,-8.869278042169384,46350.0,-49.51456310679612,45.60669456061602,12.23,-41.13,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,-56.77,99.75,1.72,278.89,17.8,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.21,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,65.83,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-26,4.25,0,0,6,0,15,0,5,3,29,D,30
347850.KQ,347850,디앤디파마텍,25806,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,56300.0,56977.5,74347.5,75255.41666666667,80908.675,-30.41537264082004,111200.0,-49.3705035971223,54.81927710841062,1.44,-40.49,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,,8.77,,33.08,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,,,,25.69,-26.98,11,2,10,10,28.77,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-26,4.25,0,0,0,0,0,0,5,3,8,D,31
031980.KQ,031980,피에스케이홀딩스,25702,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,118900.0,104645.0,120253.33333333333,116712.5,92689.25,28.278090501325664,166500.0,-28.588588588588586,61.69871794870411,26.22,11.54,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-4.32,11.02,5.52,17.0,4.66,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.91,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,64.0,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,6.58,8.16,19,16,18,18,-29.18,46.54,30.31,-43.91,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,8,0,16,0,15,0,3,5,47,C,32
357780.KQ,357780,솔브레인,25669,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,330000.0,301375.0,322800.0,376320.8333333333,351280.0,-6.057845593258938,501000.0,-34.13173652694611,76.96969696968391,33.06,-13.73,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-33.25,18.26,29.68,16.0,2.35,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.71,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,510500.0,,,54.7,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,-22.12,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-26,4.25,8,3,6,0,0,0,1,5,23,D,33
067310.KQ,067310,하나마이크론,24501,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,36850.0,33462.5,39618.333333333336,38484.583333333336,34440.0,6.997677119628339,56800.0,-35.12323943661972,62.162162162119394,22.63,-8.9,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,44.79,19.79,10.0,4.87,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.19,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,64333.0,,,74.58,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,5.31,2.73,5,2,4,4,-8.29,,,,반도체 제조업,반도체 제조업,2026-08-26,4.25,12,0,6,0,0,0,3,5,26,D,34
178320.KQ,178320,서진시스템,23678,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,37200.0,35925.0,48555.0,51452.5,42511.75,-12.494780854704876,80800.0,-53.960396039603964,49.10179640714447,12.56,-52.06,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,15.93,14.05,,2.74,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,67750.0,,,82.12,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,,,,,1,0,0,0,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-08-26,4.25,0,3,0,0,0,0,5,3,11,D,35
237690.KQ,237690,에스티팜,22964,우량기업부,원료의약품,KOSDAQ,주권,KRX,108900.0,101760.0,114951.66666666667,130819.16666666667,129074.5,-15.630120589272087,168700.0,-35.44754001185537,57.718120805355575,10.56,-18.79,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,52.02,53.05,12.45,30.0,3.42,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.46,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184786.0,,,69.68,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.58,2025.0,11011.0,5.32,7.59,7,5,6,6,-35.71,61.23,25.21,19.0,의약품 제조업,의약품 제조업,2026-08-26,4.25,0,0,12,20,15,10,3,5,65,B,36
005290.KQ,005290,동진쎄미켐,21585,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,42150.0,40977.5,47972.5,50710.416666666664,47157.75,-10.619145315457162,66000.0,-36.13636363636364,51.81518151810393,15.48,-22.94,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-35.98,13.86,12.58,10.4,1.76,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.54,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,2,1,1,1,,-11.78,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-26,4.25,12,6,6,0,0,0,5,5,34,D,37
032820.KQ,032820,우리기술,21321,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,12340.0,11099.5,11922.5,16496.5,12507.2,-1.3368299859281112,29300.0,-57.8839590443686,56.161616161457324,36.66,-18.87,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,-84.85,398.75,7.07,60.89,12.75,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,,,,3,2,2,2,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-26,4.25,0,0,0,0,0,0,3,3,6,D,38
010170.KQ,010170,대한광통신,20990,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,13500.0,11764.5,13274.333333333334,14113.5,9580.595,40.90982866930499,29100.0,-53.608247422680414,59.34640522864956,59.76,-40.53,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,,3.0,,18.1,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,,,,,,1,0,0,0,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-08-26,4.25,0,0,0,0,0,0,3,3,6,D,39
226950.KQ,226950,올릭스,20915,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,99500.0,109890.0,125026.66666666667,150032.5,144351.0,-31.070792720521506,207000.0,-51.93236714975845,35.69587628865335,-7.01,-43.18,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,,7.53,,16.4,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,,32.81,-33.31,11,2,10,10,-50.02,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-26,4.25,0,0,0,0,0,0,5,3,8,D,40
058610.KQ,058610,에스피지,20868,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,93400.0,102355.0,89666.66666666667,104796.66666666667,98199.75,-4.887741567570182,158100.0,-40.92346616065781,37.8688524590077,37.35,-19.9,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-30.29,103.2,4.37,133.0,8.02,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,129667.0,,,38.83,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,3,2,2,2,,-8.86,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-26,4.25,0,0,0,0,0,0,5,5,10,D,41
214150.KQ,214150,클래시스,20777,우량기업부,미용의료기기,KOSDAQ,주권,KRX,31750.0,39415.0,43425.833333333336,48410.833333333336,52625.0,-39.66745843230404,75600.0,-58.0026455026455,15.384615384603961,-26.5,-29.05,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,32.76,30.47,69.88,15.0,4.33,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,3.15,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,62067.0,,,95.49,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,0.46,2025.0,11011.0,8.74,-5.19,5,2,4,4,-50.46,32.57,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-26,4.25,8,0,20,20,15,10,1,3,77,A,42
263750.KQ,263750,펄어비스,20392,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,32450.0,33185.0,35879.166666666664,45584.166666666664,44280.0,-26.716350496838302,72000.0,-54.93055555555556,40.75630252096046,-2.99,-25.66,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,296.2,96.6,4.97,6.0,2.07,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.29,,,52833.0,,,62.81,,,Naver/FnGuide,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,0.02,,,,,3,1,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-26,4.25,15,3,0,20,0,10,5,3,56,B,43
140410.KQ,140410,메지온,20302,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,66300.0,61195.0,59665.0,75003.33333333333,85436.0,-22.398052343274497,172700.0,-61.609727851766074,68.07692307688642,16.52,1.22,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,,24.53,,130.0,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-26,2025.0,CFS,11011,OpenDART,,,,25.69,-25.16,11,2,10,10,406.03,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-26,4.25,0,0,0,0,0,0,1,1,2,D,44
083650.KQ,083650,비에이치아이,20051,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,64600.0,53092.5,54483.333333333336,73767.5,68010.0,-5.013968534039112,109500.0,-41.00456621004566,68.7664041994498,62.11,-11.39,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,232.86,26.53,10.63,30.14,10.74,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,70.28,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,0.13,,,,,2,1,1,1,,180.92,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-26,4.25,0,0,20,20,15,10,1,5,71,A,45
098460.KQ,098460,고영,19540,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,28650.0,29267.5,29897.5,31340.0,29342.6,-2.3603906947577875,43500.0,-34.13793103448276,42.49201277951471,18.14,-16.47,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,-29.74,61.63,25.69,35.0,5.83,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.49,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,44083.0,,,53.87,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,6.58,8.98,19,16,18,18,-11.4,-17.9,26.31,33.03,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,0,0,0,0,0,0,5,5,10,D,46
068760.KQ,068760,셀트리온제약,18893,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,42550.0,42405.0,41837.5,48995.833333333336,55212.415,-22.93399953615505,75700.0,-43.79128137384412,51.80327868847703,6.64,-10.8,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,76.47,119.93,4.96,48.28,4.28,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.47,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-25,2025.0,OFS,11011.0,OpenDART,0.63,2025.0,11011.0,4.88,7.95,7,5,6,6,-12.3,34.91,25.21,91.51,의약품 제조업,의약품 제조업,2026-08-26,4.25,0,0,6,20,15,10,5,5,61,B,47
140860.KQ,140860,파크시스템스,18871,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,266500.0,262425.0,261225.0,265487.5,255685.0,4.229814028980973,339500.0,-21.502209131075112,59.763313609457555,4.92,-3.27,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-19.61,42.01,38.91,40.0,8.03,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.19,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,358625.0,,,34.57,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,2,1,1,1,,18.19,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-08-26,4.25,0,0,16,0,12,0,3,5,36,D,48
089030.KQ,089030,테크윙,18230,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,49200.0,46310.0,49740.0,52832.916666666664,50818.5,-3.1848637799226656,71100.0,-30.801687763713083,52.86343612331542,26.32,-1.3,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,181.67,16.82,379.27,8.16,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.26,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,6.2,8.98,19,16,18,18,31.61,,26.31,1341.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,0,0,0,0,0,0,5,5,10,D,49
041510.KQ,041510,에스엠,17628,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,77200.0,72860.0,74140.0,82986.66666666667,94405.5,-18.225103410288597,153000.0,-49.54248366013072,56.96202531642205,10.13,-3.14,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,1844.22,43.74,32.47,14.0,1.65,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,2.1,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,113412.0,,,46.91,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,0.01,2025.0,11011.0,,,2,1,1,1,,103.18,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-26,4.25,8,6,20,20,15,10,3,3,85,S,50
060370.KQ,060370,LS마린솔루션,17317,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,33100.0,30430.0,29055.0,31247.5,30504.75,8.507691425105927,50100.0,-33.93213572854291,57.14285714279183,19.93,0.91,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,-51.36,69.69,2.36,121.12,2.54,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,44000.0,,,32.93,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,1,0,0,0,,-28.93,,,전기 및 통신 공사업,전기 및 통신 공사업,2026-08-26,4.25,0,3,0,0,0,0,3,5,11,D,51
096530.KQ,096530,씨젠,16816,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,31900.0,29747.5,28904.166666666668,26961.666666666668,26369.25,20.974240829754354,35150.0,-9.246088193456615,66.40316205526248,21.76,4.93,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,7007.69,906.71,19.14,25.58,1.43,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.13,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,45500.0,,,42.63,,,Naver/FnGuide,,KRW,2026-08-24,2025.0,CFS,11011.0,OpenDART,0.0,2025.0,11011.0,,,3,1,2,2,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-26,4.25,0,6,0,0,0,10,1,0,17,D,52
0009K0.KQ,0009K0,에임드바이오,16426,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,25250.0,24536.5,24660.666666666668,36834.5,,,72500.0,-65.17241379310344,55.55555555547699,26.88,-26.6,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,626.65,2.42,41.6,8.23,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,,,32.81,-33.31,11,1,10,10,-74.92,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-26,4.25,0,0,6,0,0,0,3,1,10,D,53
950160.KQ,950160,코오롱티슈진,16016,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,18850.0,19564.0,62047.5,83863.75,81365.25,-76.83286169464238,138800.0,-86.4193083573487,50.43638033988489,29.46,-80.94,daily_close,NXT 미확인,2026-08-26 21:04 KST,,,,,5.09,,14.39,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1385.41,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-08-12,2025.0,OFS,11011.0,OpenDART,,,,17.84,-6.93,7,2,6,6,-19.34,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-26,4.25,0,0,0,0,0,0,5,1,6,D,54
007390.KQ,007390,네이처셀,15754,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,24050.0,22920.0,25359.166666666668,22548.916666666668,22694.05,5.974914129474469,37800.0,-36.37566137566138,66.91176470574459,3.44,-20.89,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,1126.55,7.44,,23.08,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,,13.49,-16.44,7,2,6,6,71.09,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-26,4.25,0,0,0,0,0,0,1,5,6,D,55
089970.KQ,089970,브이엠,15506,우량기업부,300mm Poly Etch System,KOSDAQ,주권,KRX,58600.0,63505.0,80913.33333333333,65324.583333333336,50618.25,15.768522222716117,119700.0,-51.044277360066836,37.59999999998596,-6.84,-0.51,nxt_web_latest,NXT 체결가,2026-08-26 20:57 KST,,,,29.68,11.47,21.0,8.69,17.34,40.37,105.41,,,-,1444.0,247.0,261.0,17.11,18.07,183.11,93.34,1305.19,715.3,589.89,,,,,,,0.0,False,1.0,OpenDART,,4.0,,,118750.0,,,102.65,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,6.2,8.16,19,16,18,18,40.16,,30.31,-30.72,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-26,4.25,4,0,16,0,0,0,5,3,28,D,56
