yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
032830.KS,032830,삼성생명,551000,,"생명보험,부동산 임대",KOSPI,주권,KRX,279000.0,304850.0,360358.3333333333,297472.5,243477.5,14.589643806922611,497000.0,-43.86317907444668,43.77990430621716,-14.42,-6.84,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,9.3,9.99,23.39,20.0,0.64,4.96,440.89,9.92,3.23,10.22,9477 -> 10534 -> 11514,371383.0,25805.0,24515.0,6.95,6.6,52562.61,48930.1,45378.33,2858503.83,-2813125.5,,41.3,,9517.46,OpenDART,,0.0,False,0.0,OpenDART,,3.77,,,416808.0,,,49.39,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2.15,10.22,2025.0,11011.0,3,2,2,2,,,,,,보험업,보험업,2026-08-07,4.67,4,10,0,0,8,5,5,5,37,D,11
028260.KS,028260,삼성물산,545693,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,339500.0,339075.0,408408.3333333333,358354.1666666667,314530.0,7.938829364448543,535000.0,-36.54205607476636,53.754940711459476,-10.3,-21.95,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,15.35,12.4,30.79,21.0,0.91,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.82,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,496667.0,,,46.29,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011.0,OpenDART,1.37,9.45,2025.0,11011.0,1,0,0,0,,,,,,기타 전문 도매업,기타 전문 도매업,2026-08-07,4.67,4,8,6,10,8,8,5,5,54,C,12
329180.KS,329180,HD현대중공업,531103,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,509000.0,476825.0,584408.3333333334,574450.0,570075.0,-10.713502609305793,745000.0,-31.67785234899329,63.40326340325927,0.39,-28.01,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,124.28,179.12,13.82,17.0,5.48,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.11,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,865619.0,,,70.06,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,0.14,651.55,2025.0,11011.0,3,2,2,2,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-08-07,4.67,8,0,16,20,15,10,3,5,77,A,13
000270.KS,000270,기아,526667,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,134700.0,136150.0,150485.0,156187.5,144696.0,-6.908276662796483,206000.0,-34.6116504854369,45.62607204115542,-6.98,-19.96,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,-21.72,5.03,39.12,6.0,0.84,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,5.05,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,217800.0,,,61.69,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011.0,OpenDART,,-6.31,2025.0,11011.0,2,1,1,1,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-08-07,4.67,15,8,12,0,0,0,5,5,45,C,14
055550.KS,055550,신한지주,516395,,금융지주회사,KOSPI,주권,KRX,110100.0,104520.0,100655.0,98418.33333333333,90605.0,21.51647260084984,110000.0,0.09090909090909091,66.80327868848626,4.86,13.86,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,15.39,5.95,62.27,9.0,0.88,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.35,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,24.43,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011,OpenDART,0.58,9.58,2025.0,11011,18,17,17,16,8.0,1.02,9.04,12.5,-13.73,기타 금융업,기타 금융업,2026-08-07,4.67,12,8,6,20,8,8,1,0,63,B,15
034020.KS,034020,두산에너빌리티,493872,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,77200.0,70295.0,87915.0,97133.33333333333,91349.5,-15.489411545766535,136400.0,-43.401759530791786,65.56962025314132,5.46,-38.54,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,-24.14,284.35,24.1,155.0,6.09,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,129375.0,,,67.58,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,,23.18,,,1,0,0,0,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-07,4.67,0,0,0,0,12,0,1,5,18,D,16
068270.KS,068270,셀트리온,463479,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,198900.0,180205.0,177050.43333333332,188341.375,186237.84,6.798919059628271,236861.0,-16.02669920333022,76.75350701400652,14.9,7.95,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,148.85,65.74,24.76,27.0,2.37,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,275340.0,,,38.43,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,0.18,15.32,2025.0,11011.0,2,1,1,1,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-07,4.67,0,3,6,20,12,10,1,5,57,B,17
012330.KS,012330,현대모비스,450487,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,498000.0,481800.0,557016.6666666666,493375.0,439885.0,13.211407526967275,768000.0,-35.15625,55.02092050208882,7.1,-9.12,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,-8.74,7.12,37.42,11.0,0.85,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.31,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,737200.0,,,48.03,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,4.5,2025.0,11011.0,1,0,0,0,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-07,4.67,12,8,6,0,4,0,3,5,38,D,18
006400.KS,006400,삼성SDI,369887,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,455000.0,418900.0,503433.3333333333,491729.1666666667,418970.0,8.59966107358522,712000.0,-36.09550561797753,59.66666666666388,13.33,-27.66,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,-70.17,22.94,26.46,56.0,1.6,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.95,,,694842.0,,,52.71,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011,OpenDART,,,,,3,1,2,2,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-07,4.67,0,6,0,0,0,0,3,5,14,D,19
086790.KS,086790,하나금융지주,369573,,기타 금융,KOSPI,주권,KRX,134800.0,130215.0,123121.66666666667,120684.16666666667,110290.0,22.22322966724091,136800.0,-1.461988304093567,52.09003215431739,9.95,9.5,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,9.62,4.94,68.31,8.0,0.8,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,3.05,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,164737.0,,,22.21,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011,OpenDART,0.83,10.23,2025.0,11011,18,17,17,16,8.0,1.02,8.82,0.0,-21.57,기타 금융업,기타 금융업,2026-08-07,4.67,15,10,6,16,8,5,5,0,65,B,20
034730.KS,034730,SK,368313,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,513000.0,568675.0,624658.3333333334,499987.5,407382.5,25.925880468601374,858000.0,-40.20979020979021,42.725409836064344,-15.9,-5.18,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,,11.73,29.73,4.0,0.96,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.56,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,853692.0,,,66.41,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,18,17,17,16,8.0,1.02,9.04,-50.0,-5.88,기타 금융업,기타 금융업,2026-08-07,4.67,15,8,6,0,0,0,5,5,39,D,21
035420.KS,035420,NAVER,329582,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,211000.0,204180.0,213758.33333333334,217045.83333333334,231650.0,-8.914310382041874,290500.0,-27.36660929432014,58.10356422326285,14.43,3.43,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,3.89,24.18,35.04,19.0,1.15,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.25,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,329682.0,,,56.25,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,4.88,41.51,2025.0,11011.0,2,1,1,1,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-08-07,4.67,4,8,6,0,15,2,3,5,43,C,22
010120.KS,010120,LS ELECTRIC,301500,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,202000.0,191300.0,224115.0,202586.66666666666,159766.5,26.43451537086936,318500.0,-36.57770800627944,55.70752235665029,6.65,-30.1,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,20.11,26.34,18.37,56.0,14.56,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,300000.0,,,48.51,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011.0,OpenDART,2.78,17.98,2025.0,11011.0,3,2,2,2,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-07,4.67,0,0,12,0,12,8,3,5,40,C,23
066570.KS,066570,LG전자,301336,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,185800.0,173030.0,211158.33333333334,167655.0,137795.5,34.83749469322292,392500.0,-52.66242038216561,57.5296108290964,4.38,0.49,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,161.86,28.06,29.16,15.0,1.3,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.73,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,230000.0,,,23.79,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011,OpenDART,0.09,16.18,2025.0,11011,2,1,1,1,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-07,4.67,8,6,0,20,12,10,3,3,62,B,24
000810.KS,000810,삼성화재,287976,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,648000.0,633300.0,628350.0,558787.5,529382.5,22.40676637403012,730000.0,-11.232876712328768,60.91370558375201,4.18,28.32,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,-0.74,9.42,58.15,14.0,1.14,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,3.01,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.87,,,736667.0,,,13.68,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011,OpenDART,,6.39,2025.0,11011,3,2,2,2,,,,,,보험업,보험업,2026-08-07,4.67,8,8,12,0,4,0,3,5,40,C,25
009540.KS,009540,HD한국조선해양,282030,,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",KOSPI,주권,KRX,399500.0,362000.0,381866.6666666667,399316.6666666667,411255.0,-2.85832391095549,479500.0,-16.68404588112617,64.44444444444,21.98,-13.99,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,84.96,21.88,33.23,7.0,2.07,17.78,133.86,17.21,172.26,212.72,3133 -> 16565 -> 30639,299332.0,39045.0,29284.0,13.04,9.78,44220.51,34183.5,37420.16,226338.6,-188918.44,3.08,40.11,12300.0,8697.9,OpenDART,141.18,2.0,False,2.0,OpenDART,,4.0,,,555667.0,,,39.09,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011.0,OpenDART,0.08,212.72,2025.0,11011.0,18,17,17,16,8.0,0.96,8.82,-12.5,115.62,기타 금융업,기타 금융업,2026-08-07,4.67,15,3,16,20,15,10,3,5,87,S,26
267260.KS,267260,HD현대일렉트릭,274679,,"변압기, 고압차단기, 회전기, 배전반 등",KOSPI,주권,KRX,764000.0,754950.0,940316.6666666666,989758.3333333334,926700.0,-17.556922412862846,1420000.0,-46.19718309859155,50.7987220447273,-6.26,-41.63,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,46.07,25.65,34.56,27.0,12.39,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,0.0,False,3.0,OpenDART,,4.0,,,1193929.0,,,56.27,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,0.59,68.14,2025.0,11011.0,3,2,2,2,,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-07,4.67,0,0,20,20,15,10,5,3,73,A,27
042660.KS,042660,한화오션,273933,,선박 제조,KOSPI,주권,KRX,89900.0,84190.0,103208.33333333333,116396.66666666667,120201.5,-25.208920021796732,149900.0,-40.0266844563042,56.12648221342321,14.38,-26.31,nxt_web_latest,NXT 체결가,2026-08-07 21:14 KST,,,135.85,27.59,10.07,14.0,4.02,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,4.0,,,141050.0,,,56.9,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011,OpenDART,0.1,131.76,,,3,2,2,2,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-08-07,4.67,8,0,20,20,15,10,3,5,81,A,28
