yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,158883,우량기업부,바이오시밀러 및 바이오베터,KOSDAQ,주권,KRX,293500.0,310250.0,340216.6666666667,356829.1666666667,404682.5,-27.47400740086364,559000.0,-47.49552772808587,40.42056074766091,-21.31,-22.05,nxt_web_latest,NXT 체결가,2026-07-28 22:15 KST,,,124.85,217.44,14.1,54.0,29.59,39.42,53.76,109.82,320.87,,1171 -> 2633,2159.0,1069.0,1452.0,49.51,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.13,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,566667.0,,,93.07,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.43,,2025.0,11011.0,,15.43,-25.16,9,1,8,8,,91.77,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-28,4.25,0,0,20,20,0,10,5,3,58,B,1
247540.KQ,247540,에코프로비엠,99591,중견기업부,양극활물질,KOSDAQ,주권,KRX,99800.0,116735.0,165373.33333333334,184800.83333333334,173096.0,-42.34413273559181,246000.0,-59.430894308943095,39.521640091109866,-35.4,-53.26,nxt_web_latest,NXT 체결가,2026-07-28 22:15 KST,,,,364.17,14.78,290.0,6.16,2.29,142.16,-8.5,,,-,25316.0,1433.0,916.0,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.1,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.84,,,248722.0,,,149.22,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,,,,2,1,1,1,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-28,4.25,0,0,0,0,0,0,5,3,8,D,2
086520.KQ,086520,에코프로,98709,중견기업부,"환경소재,화학필터,이차전지소재등",KOSDAQ,주권,KRX,71700.0,82875.0,113416.66666666667,134937.5,117012.75,-38.72462616253357,185000.0,-61.24324324324324,41.45985401459007,-39.24,-55.6,nxt_web_latest,NXT 체결가,2026-07-28 22:15 KST,,,,336.78,19.41,172.79,4.81,-8.39,117.92,9.11,,,-,34130.0,2138.0,-1055.0,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.21,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-24,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,,,,2,1,1,1,,,기타 금융업,기타 금융업,2026-07-28,4.25,0,0,0,0,0,0,5,1,6,D,3
277810.KQ,277810,레인보우로보틱스,77696,기술성장기업부,"협동로봇, 천문마운트시스템, 이족보행로봇 등",KOSDAQ,주권,KRX,396000.0,447425.0,600825.0,635787.5,553060.0,-28.3983654576357,880000.0,-55.00000000000001,43.96728016359792,-23.26,-40.72,nxt_web_latest,NXT 체결가,2026-07-28 22:15 KST,,,-33.64,3949.62,5.31,,58.46,1.07,7.08,76.68,,,110 -> 73,341.0,-25.0,14.0,-7.33,4.11,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,915000.0,,,131.06,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011,OpenDART,,,,,29.0,6.15,8.9,20,16,19,19,,850.57,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-28,4.25,0,0,0,0,0,0,5,3,8,D,4
036930.KQ,036930,주성엔지니어링,59867,우량기업부,LP CVD,KOSDAQ,주권,KRX,128800.0,180295.0,184065.0,125330.41666666667,87308.0,47.52370916754479,250500.0,-48.582834331337324,37.60593220338705,-27.07,-1.3,daily_close,NXT 미확인,2026-07-28 22:25 KST,,,-66.22,32.8,6.32,979.17,10.98,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3107.0,313.0,357.0,10.07,11.49,-306.78,,1643.84,2974.36,-1330.52,0.04,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.5,,,189500.0,,,47.13,,,Naver/FnGuide,,KRW,2026-07-24,2025.0,CFS,11011.0,OpenDART,,3.49,2025.0,11011.0,28.0,6.15,8.9,20,15,19,19,3397.04,78.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-28,4.25,0,0,6,0,4,0,5,3,18,D,5
058470.KQ,058470,리노공업,46946,우량기업부,"리노핀, 반도체 소켓 등",KOSDAQ,주권,KRX,60900.0,72980.0,91291.66666666667,99486.66666666667,84176.0,-27.6515871507318,127000.0,-52.047244094488185,37.93911007024517,-28.6,-45.33,nxt_web_latest,NXT 체결가,2026-07-28 22:15 KST,,,34.19,27.95,32.49,28.0,7.38,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.0,1770.0,1520.0,47.52,40.81,1794.69,1192.33,852.03,607.09,244.94,1.31,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,136000.0,,,123.32,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,OFS,11011.0,OpenDART,0.82,17.07,2025.0,11011.0,14.58,2.98,8.6,8,5,7,7,92.04,147.65,전자부품 제조업,전자부품 제조업,2026-07-28,4.25,0,0,20,16,12,10,5,3,66,B,6
240810.KQ,240810,원익IPS,43930,우량기업부,반도체 제조용 기계,KOSDAQ,주권,KRX,89500.0,122785.0,129585.0,124008.33333333333,100667.25,-11.0932304200224,183300.0,-51.17294053464266,40.31719532553786,-43.71,-26.09,daily_close,NXT 미확인,2026-07-28 22:25 KST,,,304.73,46.26,13.97,30.0,5.25,9.05,20.06,21.6,596.23,,423 -> 1712,9098.0,738.0,840.0,8.11,9.23,1566.07,1245.35,1072.74,1946.21,-873.47,0.22,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.83,,,176833.0,,,97.58,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,0.1,,2025.0,11011.0,28.0,6.97,7.42,20,15,19,19,7.14,-24.68,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-28,4.25,0,0,6,20,0,10,5,3,44,C,7
028300.KQ,028300,HLB,40492,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,29950.0,38600.0,47440.833333333336,50785.416666666664,49781.75,-39.83739020825905,92500.0,-67.62162162162161,29.158512720148565,-41.27,-52.38,nxt_web_latest,NXT 체결가,2026-07-28 22:15 KST,,,,,18.2,,11.3,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,,,,,,3,2,2,2,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-28,4.25,0,0,0,0,0,0,3,1,4,D,8
214450.KQ,214450,파마리서치,39013,우량기업부,재생의약품,KOSDAQ,주권,KRX,377500.0,340375.0,317775.0,324354.1666666667,380575.0,-0.8079879130263418,711000.0,-46.90576652601969,59.459459459454955,8.17,16.15,nxt_web_latest,NXT 체결가,2026-07-28 22:15 KST,,,65.07,24.5,6.46,18.0,5.58,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,0.98,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,481429.0,,,27.53,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.28,37.82,2025.0,11011.0,,,,3,1,2,2,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-28,4.25,8,0,20,20,15,10,3,3,79,A,9
298380.KQ,298380,에이비엘바이오,38519,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,67600.0,81370.0,100545.0,138875.0,146836.5,-53.9624003568595,245500.0,-72.46435845213848,23.79958246345859,-36.59,-51.51,nxt_web_latest,NXT 체결가,2026-07-28 22:15 KST,,,,,13.69,-68.0,21.33,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,220000.0,,,225.44,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011,OpenDART,,,,,,9.81,-9.41,8,2,7,7,,117.43,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-28,4.25,0,0,0,0,0,0,1,1,2,D,10
