yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
005930.KS,005930,삼성전자,15346481,,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",KOSPI,주권,KRX,259000.0,262550.0,295883.3333333333,245370.0,193157.0,34.08781457570784,362500.0,-28.551724137931032,45.398773006132366,-9.44,11.4,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,32.61,21.95,46.71,5.0,3.53,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,853151.48,331619.99,578563.78,1306217.73,-727653.95,0.64,25.1,1668.0,111079.06,OpenDART,4.92,5.0,False,5.0,OpenDART,,4.04,,,513958.0,,,98.44,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,0.15,75.51,2025.0,11011.0,,,,2,1,1,1,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-31,4.25,15,0,12,20,15,10,5,5,82,A,1
000660.KS,000660,SK하이닉스,12549858,,"반도체,컴퓨터,통신기기 제조,도매",KOSPI,주권,KRX,1718000.0,1900400.0,2106366.6666666665,1555233.3333333333,1175150.0,46.19410288048334,2919000.0,-41.14422747516272,39.325323475045955,-21.44,18.73,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,116.89,8.72,52.39,5.0,6.68,44.15,45.95,46.76,101.16,,27182 -> 58955,971467.0,472063.0,429479.0,48.59,44.21,533731.26,247937.83,149237.66,554409.08,-405171.42,0.17,4.9,3000.0,20951.33,OpenDART,35.72,5.0,True,5.0,OpenDART,,4.0,,,3632609.0,,,111.44,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.04,,2025.0,11011.0,,,,1,0,0,0,,,반도체 제조업,반도체 제조업,2026-07-31,4.25,15,0,20,20,0,10,5,5,75,A,2
005935.KS,005935,삼성전자우,1532528,,,KOSPI,주권,KRX,191000.0,182330.0,195790.0,165744.16666666666,134180.5,42.345571823029424,235000.0,-18.72340425531915,48.9858635525465,1.22,12.62,daily_close,NXT 미확인,2026-07-31 22:19 KST,,,32.61,21.95,46.54,3.0,2.13,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,,,,,,,,,,,,,,,,,4.04,,,513958.0,,,169.09,,,Naver/FnGuide,,,2026-07-29,,,,,0.09,75.51,,,,,,3,2,2,2,,,,,2026-07-31,4.25,15,3,12,20,15,10,5,5,85,S,3
402340.KS,402340,SK스퀘어,1369728,,지주회사,KOSPI,주권,KRX,1038000.0,1204450.0,1313100.0,958683.3333333334,708490.0,46.50877217744781,1970000.0,-47.30964467005076,37.144837144836785,-31.93,4.74,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,143.06,4.22,45.57,3.0,3.11,37.82,9.01,77.76,124.39,,27346 -> 66468,104556.0,87974.0,88187.0,84.14,84.34,3872.02,3485.68,13107.18,25213.83,-12106.65,,,,,,,,,,,,4.0,,,1900000.0,,,83.04,,,Naver/FnGuide,,KRW,2026-07-29,2025.0,CFS,11011.0,OpenDART,0.02,,,,8.0,0.87,8.82,18,17,17,16,-62.5,257.47,기타 금융업,기타 금융업,2026-07-31,4.25,15,0,20,20,0,10,5,3,73,A,4
009150.KS,009150,삼성전기,853002,,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",KOSPI,주권,KRX,1142000.0,1372650.0,1554016.6666666667,1023366.6666666666,713110.0,60.14359635960791,2270000.0,-49.691629955947135,36.358024691357706,-40.71,24.4,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,3.96,23.43,39.39,64.0,8.58,7.7,48.98,9.91,24.26,29.21,5450 -> 8752 -> 9099,113145.0,9133.0,7310.0,8.07,6.46,14900.91,2437.67,27012.06,47985.51,-20973.45,0.21,25.2,2350.0,1776.79,OpenDART,3.82,5.0,True,5.0,OpenDART,,4.0,,,2503333.0,,,119.21,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,16.16,29.21,2025.0,11011.0,32.5,3.9,5.76,7,6,6,6,96.92,120.0,전자부품 제조업,전자부품 제조업,2026-07-31,4.25,0,0,6,0,15,2,5,3,31,D,5
005380.KS,005380,현대차,794460,,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",KOSPI,주권,KRX,383000.0,423750.0,553366.6666666666,534204.1666666666,446172.5,-14.158761465576655,750000.0,-48.93333333333334,35.053763440858106,-20.54,-28.94,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,-23.26,5.89,24.96,10.0,0.8,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,-59912.7,-170611.26,183605.66,2411966.12,-2228360.46,2.61,27.7,10000.0,26182.63,OpenDART,12.62,5.0,True,5.0,OpenDART,,4.0,,,724000.0,,,89.03,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,-9.97,2025.0,11011.0,,,,2,1,1,1,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-07-31,4.25,12,10,6,0,0,0,5,3,36,D,6
373220.KS,373220,LG에너지솔루션,767520,,"2차전지 (소형,ESS,자동차전지)",KOSPI,주권,KRX,324500.0,327600.0,381158.3333333333,393779.1666666667,405192.5,-19.91460848855791,514000.0,-36.86770428015564,50.65359477123718,-8.33,-31.25,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,,80.86,5.57,-205.0,3.46,-5.19,129.0,-7.6,133.94,,-,236718.0,13461.0,808.0,5.69,0.34,44322.77,-65663.98,37793.07,378262.77,-340469.7,,,,,,,,,,,,3.95,,,547318.0,,,68.67,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,,,,,,,,3,2,2,2,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-31,4.25,0,0,0,0,0,0,5,5,10,D,7
207940.KS,207940,삼성바이오로직스,687420,,바이오의약품,KOSPI,주권,KRX,1478000.0,1423600.0,1391816.6666666667,1501841.6666666667,1598667.375,-7.54799759393351,1965000.0,-24.783715012722645,58.55513307984635,5.12,-0.47,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,74.57,82.79,12.93,38.0,9.04,19.44,48.44,30.31,56.59,48.49,12051 -> 15221 -> 26572,45570.0,20692.0,17844.0,45.41,39.16,22478.07,7727.33,1488.51,36096.31,-34607.8,,,,,,,,,,,,4.0,,,2010909.0,,,36.06,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,0.51,48.49,,,,,,2,1,1,1,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-31,4.25,0,0,16,20,15,10,3,5,69,B,8
032830.KS,032830,삼성생명,623000,,"생명보험,부동산 임대",KOSPI,주권,KRX,301500.0,324900.0,361516.6666666667,293558.3333333333,240392.0,25.4201470930813,497000.0,-39.33601609657948,43.438914027146566,-18.62,13.77,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,9.3,9.99,23.4,22.0,0.69,4.96,440.89,9.92,3.23,10.22,9477 -> 10534 -> 11514,371383.0,25805.0,24515.0,6.95,6.6,52562.61,48930.1,45378.33,2858503.83,-2813125.5,,41.3,,9517.46,OpenDART,,0.0,False,0.0,OpenDART,,3.79,,,408607.0,,,35.52,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,2.37,10.22,2025.0,11011.0,,,,3,2,2,2,,,보험업,보험업,2026-07-31,4.25,4,10,0,0,8,5,5,5,37,D,9
105560.KS,105560,KB금융,597648,,-,KOSPI,주권,KRX,166400.0,173470.0,162605.0,158423.33333333334,145034.5,14.731322547393896,186200.0,-10.633727175080558,35.97883597882709,0.85,5.45,nxt_web_latest,NXT 체결가,2026-07-31 22:16 KST,,,18.98,6.51,79.2,9.0,1.01,9.98,1211.73,-4.52,5.87,15.41,11349 -> 12705 -> 15116,812307.0,85177.0,58407.0,10.49,7.19,42263.78,34879.06,290205.64,7370930.44,-7080724.8,2.62,27.0,4367.0,15777.74,OpenDART,14.1,1.0,False,4.0,OpenDART,,4.0,,,224889.0,,,35.15,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011,OpenDART,0.47,15.41,2025.0,11011,8.0,0.87,8.82,18,17,17,16,12.5,16.09,기타 금융업,기타 금융업,2026-07-31,4.25,12,8,6,20,12,8,5,5,76,A,10
