yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
AMGN,AMGN,Amgen Inc.,182.21,356.8399963378906,333.2376510620117,7.08273665975601,388.1600036621094,-8.068839403526646,58.01254466185101,daily_close,일봉 종가,2026-06-26 00:26 KST,,,4.4,24.27,85.22,24.45581,20.638361,101.32,623.754,5.8,25.1,6.74,12.49 -> 7.56 -> 14.23,36751000000.0,9080000000.0,7711000000.0,24.71,20.98,9958000000.0,8100000000.0,9129000000.0,54604000000.0,-45475000000.0,5.56,6.74,2026-06-24,4.25,4,0,20,0,4,2,3,0,33,D,45
NEE,NEE,"NextEra Energy, Inc.",180.93,87.29000091552734,86.1259502029419,1.3515679186616254,97.87999725341797,-10.819367220119965,59.116649263517736,daily_close,일봉 종가,2026-06-26 00:26 KST,,,160.0,24.14,86.98,21.905,3.3087873,10.32,156.686,7.3,12.53,-4.52,3.6 -> 3.37 -> 3.28,27412000000.0,8020000000.0,6835000000.0,29.26,24.93,12485000000.0,3211000000.0,2812000000.0,95619000000.0,-92807000000.0,0.14,-4.52,2026-06-24,4.25,4,0,12,20,0,10,3,5,54,C,46
DIS,DIS,Walt Disney Company (The),180.41,100.8550033569336,106.80522510528564,-5.571096116773767,124.01000213623047,-18.671879993889597,55.008290141636614,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-29.8,41.6,78.1,16.179201,1.6231922,11.01,41.069,6.5,16.1,130.44,1.29 -> 2.72 -> 6.85,94425000000.0,13832000000.0,12404000000.0,14.65,13.14,18101000000.0,10077000000.0,5695000000.0,44877000000.0,-39182000000.0,,130.44,2026-06-24,4.25,8,6,12,0,15,0,3,5,49,C,47
TMO,TMO,Thermo Fisher Scientific Inc,172.66,509.5849914550781,525.7228248596191,-3.0696467114301473,639.4500122070312,-20.308862033441862,60.842023705158084,daily_close,일봉 종가,2026-06-26 00:26 KST,,,11.3,32.43,94.25,27.029106,3.4672718,13.52,82.903,6.2,5.09,7.16,15.45 -> 16.53 -> 17.74,44557000000.0,8110000000.0,6704000000.0,18.2,15.05,7818000000.0,6293000000.0,9852000000.0,39385000000.0,-29533000000.0,2.39,7.16,2026-06-24,4.25,0,0,12,0,4,5,3,5,29,D,48
ABT,ABT,Abbott Laboratories,153.99,94.08000183105469,112.800599899292,-16.596186620417797,140.22000122070312,-32.90543359575723,59.593025270420284,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-19.7,26.48,82.65,26.37675,3.1504903,12.33,64.773,7.8,17.99,6.82,3.26 -> 7.64 -> 3.72,44328000000.0,8053000000.0,6524000000.0,18.17,14.72,9566000000.0,7395000000.0,8522000000.0,13860000000.0,-5338000000.0,,6.82,2026-06-24,4.25,0,0,12,0,4,0,3,5,24,D,49
UNP,UNP,Union Pacific Corporation,152.51,266.135009765625,242.93317573547364,9.550706263114716,279.3900146484375,-4.7442657889873265,52.12716579623946,daily_close,일봉 종가,2026-06-26 00:26 KST,,,6.2,19.51,90.83,21.937397,8.14235,40.69,162.246,3.2,1.37,7.07,10.45 -> 11.09 -> 11.98,24510000000.0,9846000000.0,7138000000.0,40.17,29.12,9290000000.0,5499000000.0,1266000000.0,32822000000.0,-31556000000.0,3.54,7.07,2026-06-24,4.25,4,0,20,0,4,5,5,0,38,D,50
HON,HON,Honeywell International Inc.,145.11,233.81500244140625,213.92403244018556,9.29814653095712,248.0399932861328,-5.734958567071466,62.9327624799542,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-41.9,23.92,81.8,36.3872,10.603814,24.26,257.387,2.4,-1.51,-2.87,8.47 -> 8.71 -> 7.99,37442000000.0,6567000000.0,4729000000.0,17.54,12.63,6408000000.0,5422000000.0,12487000000.0,35563000000.0,-23076000000.0,,-2.87,2026-06-24,4.25,0,0,20,0,0,0,3,0,23,D,51
PFE,PFE,"Pfizer, Inc.",143.68,24.075000762939453,25.87247504234314,-6.947438451334569,31.389999389648438,-23.303595950757714,28.99869873021089,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-10.1,27.66,69.39,18.385496,1.5234028,8.31,71.602,5.4,16.53,91.72,0.37 -> 1.41 -> 1.36,62579000000.0,17407000000.0,7771000000.0,27.82,12.42,11704000000.0,9075000000.0,1142000000.0,63961000000.0,-62819000000.0,,91.72,2026-06-24,4.25,4,6,6,0,15,0,3,5,39,D,52
COP,COP,ConocoPhillips,131.26,107.09500122070312,105.41797538757324,1.5908347954551767,133.8000030517578,-19.958894784721643,29.737859267469133,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-20.2,11.47,87.5,18.16949,2.0235195,11.28,36.143,-5.3,-11.27,-16.28,9.06 -> 7.81 -> 6.35,58944000000.0,11342000000.0,7988000000.0,19.24,13.55,19796000000.0,7243000000.0,6497000000.0,23444000000.0,-16947000000.0,,-16.28,2026-06-24,4.25,4,3,12,0,0,0,3,5,27,D,53
LOW,LOW,"Lowe's Companies, Inc.",124.59,222.80999755859375,244.56280067443848,-8.894567389585147,287.3900146484375,-22.47121117581072,63.71141280214141,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-0.7,19.46,81.25,18.719357,-13.401718,,,10.3,-2.99,-5.25,13.2 -> 12.23 -> 11.85,86286000000.0,10153000000.0,6654000000.0,11.77,7.71,9864000000.0,7651000000.0,982000000.0,44677000000.0,-43695000000.0,,-5.25,2026-06-24,4.25,4,0,0,0,0,0,3,5,12,D,54
CRM,CRM,세일즈포스,124.31,150.52999877929688,214.39160079956054,-29.7873619032162,367.8699951171875,-59.08065328042193,7.362790074654555,daily_close,일봉 종가,2026-06-26 00:26 KST,,,52.2,233.06,94.28,17.701042,3.654458,16.91,124.282,13.3,16.32,36.28,4.2 -> 6.36 -> 7.8,41525000000.0,8917000000.0,7457000000.0,21.47,17.96,14996000000.0,14402000000.0,7327000000.0,17176000000.0,-9849000000.0,0.34,36.28,2026-06-24,4.25,8,0,16,20,15,10,1,3,73,A,55
SPGI,SPGI,S&P Global Inc.,121.63,404.4100036621094,466.12079879760745,-13.239227962941271,564.1500244140625,-28.31516685971295,41.391788376639774,daily_close,일봉 종가,2026-06-26 00:26 KST,,,32.5,39.8,91.02,25.449083,3.8204796,13.94,38.392,10.4,12.76,33.46,8.23 -> 12.35 -> 14.66,15336000000.0,6177000000.0,4471000000.0,40.28,29.15,5651000000.0,5456000000.0,1745000000.0,13582000000.0,-11837000000.0,0.78,33.46,2026-06-24,4.25,0,0,12,16,15,10,5,5,63,B,56
SYK,SYK,Stryker Corporation,118.0,320.239990234375,349.0800505065918,-8.26173258264503,403.5299987792969,-20.64035110075565,62.25371230896666,daily_close,일봉 종가,2026-06-26 00:26 KST,,,14.2,40.28,82.36,36.347622,5.2331457,15.2,66.295,2.6,8.42,0.9,8.25 -> 7.76 -> 8.4,25116000000.0,5059000000.0,3246000000.0,20.14,12.92,5044000000.0,4283000000.0,4011000000.0,15859000000.0,-11848000000.0,2.56,0.9,2026-06-24,4.25,0,0,16,0,0,5,3,5,29,D,57
LMT,LMT,Lockheed Martin Corporation,117.81,508.3999938964844,539.2739018249512,-5.725088461352705,676.7000122070312,-24.87069828204122,46.50476091800434,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-11.5,19.77,76.0,24.638742,15.625749,67.64,276.365,0.3,10.24,-11.68,27.55 -> 22.31 -> 21.49,75048000000.0,7731000000.0,5017000000.0,10.3,6.69,8557000000.0,6908000000.0,4121000000.0,21700000000.0,-17579000000.0,,-11.68,2026-06-24,4.25,4,0,20,0,0,0,5,5,34,D,58
MDT,MDT,Medtronic plc.,101.56,82.08000183105469,91.66989986419678,-10.461337960823483,105.3499984741211,-22.088274304799928,50.5415211660435,daily_close,일봉 종가,2026-06-26 00:26 KST,,,18.3,25.93,89.72,22.008041,2.1245923,9.84,58.214,9.9,4.4,13.14,2.82 -> 2.76 -> 3.61,36364000000.0,6828000000.0,4801000000.0,18.78,13.2,7330000000.0,5426000000.0,1949000000.0,27961000000.0,-26012000000.0,1.2,13.14,2026-06-24,4.25,4,3,6,10,8,8,5,5,49,C,59
NOW,NOW,"ServiceNow, Inc.",98.02,90.33000183105469,134.971549949646,-33.0747836379191,234.0780029296875,-61.41029883180092,15.742280299080974,daily_close,일봉 종가,2026-06-26 00:26 KST,,,2.3,142.76,88.46,53.818455,7.9506683,16.07,20.728,22.1,33.72,-0.42,1.68 -> 1.37 -> 1.67,13278000000.0,1824000000.0,1748000000.0,13.74,13.16,5444000000.0,4533000000.0,3726000000.0,2403000000.0,1323000000.0,23.4,-0.42,2026-06-24,4.25,0,0,16,0,0,2,1,1,20,D,60
CMCSA,CMCSA,Comcast Corporation,80.13,22.864999771118164,27.73076244354248,-17.546443889996187,42.3055305480957,-45.95269347792783,44.6366751638804,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-32.6,11.82,93.64,4.4911766,0.92811704,20.92,106.858,5.3,-11.28,20.53,3.71 -> 4.14 -> 5.39,123707000000.0,20670000000.0,19998000000.0,16.71,16.17,33643000000.0,19235000000.0,9481000000.0,98937000000.0,-89456000000.0,,20.53,2026-06-24,4.25,15,8,20,0,12,0,5,3,63,B,61
ACN,ACN,Accenture plc,78.32,128.03500366210938,223.56427474975587,-42.73011472632472,398.25,-67.85059543952056,11.086429425728696,daily_close,일봉 종가,2026-06-26 00:26 KST,,,9.0,26.05,85.55,10.32374,2.4778879,24.41,25.035,5.6,8.04,6.21,10.77 -> 11.44 -> 12.15,69672977000.0,10840988000.0,7678433000.0,15.56,11.02,11474399000.0,10874360000.0,11478729000.0,8182866000.0,3295863000.0,1.15,6.21,2026-06-24,4.25,12,3,20,10,4,5,1,1,56,B,62
ADBE,ADBE,어도비,77.58,195.13999938964844,292.216900100708,-33.22083721975133,586.5499877929688,-66.73088339428524,7.779557583358226,daily_close,일봉 종가,2026-06-26 00:26 KST,,,7.9,36.73,88.15,11.167048,6.7620463,62.95,61.443,12.7,12.47,18.86,11.82 -> 12.36 -> 16.7,23769000000.0,8706000000.0,7130000000.0,36.63,30.0,10031000000.0,9852000000.0,5431000000.0,6648000000.0,-1217000000.0,1.41,18.86,2026-06-24,4.25,12,0,20,10,12,5,1,1,61,B,63
INTU,INTU,Intuit Inc.,73.03,256.8900146484375,515.0905007934571,-50.12720788818309,807.3900146484375,-68.18266141670141,22.374695932695857,daily_close,일봉 종가,2026-06-26 00:26 KST,,,10.7,59.47,92.57,15.696157,3.4203286,22.5,33.448,10.4,28.16,27.42,8.42 -> 10.43 -> 13.67,18831000000.0,4938000000.0,3869000000.0,26.22,20.55,6207000000.0,6083000000.0,2884000000.0,6639000000.0,-3755000000.0,1.47,27.42,2026-06-24,4.25,8,0,20,10,15,5,1,1,60,B,64
NKE,NKE,"Nike, Inc.",66.94,41.10499954223633,58.11017484664917,-29.26367946627065,94.75,-56.617414731149,39.871133025353146,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-34.8,27.79,82.52,27.513159,4.392857,16.02,79.333,0.1,-41.34,-18.22,3.23 -> 3.73 -> 2.16,46309000000.0,3702000000.0,3219000000.0,7.99,6.95,3698000000.0,3268000000.0,7464000000.0,11018000000.0,-3554000000.0,,-18.22,2026-06-24,4.25,0,0,16,0,0,0,5,3,24,D,65
EL,EL,"Estee Lauder Companies, Inc. (T",30.68,82.68000030517578,93.04189990997314,-11.136809990792834,119.61000061035156,-30.875344968420393,49.48741537241493,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-45.5,65.66,97.15,,7.5446224,-5.95,232.908,4.6,-27.0,-59.39,6.55 -> 2.79 -> 1.08,14326000000.0,1141000000.0,-1133000000.0,7.96,-7.91,1272000000.0,670000000.0,2921000000.0,9467000000.0,-6546000000.0,,-59.39,2026-06-24,4.25,0,0,0,0,0,0,5,5,10,D,66
ABV,ABV,ABV,0.0,,,,,,,,,,,,,,0.0,,,,,,,,-,,,,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,1,0,1,D,67
ABBV,ABBV,ABBV,0.0,242.47999572753906,221.0420994567871,9.698558022854371,244.3800048828125,-0.777481429458416,67.06226748163826,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-46.2,60.33,76.86,118.89211,-64.38543,,,12.4,68.92,-6.85,2.72 -> 2.39 -> 2.36,61160000000.0,20091000000.0,4226000000.0,32.85,6.91,19030000000.0,17816000000.0,5229000000.0,67496000000.0,-62267000000.0,,-6.85,2026-06-24,4.25,0,0,0,0,0,0,1,0,1,D,68
BKNG,BKNG,BKNG,0.0,179.32000732421875,189.75124214172362,-5.497320966001303,232.6367950439453,-22.91846726553079,62.07882908407743,daily_close,일봉 종가,2026-06-26 00:26 KST,,,240.0,28.87,97.24,23.91161,-16.204739,,,16.2,22.86,18.76,4.7 -> 6.91 -> 6.62,26917000000.0,9282000000.0,5404000000.0,34.48,20.08,9409000000.0,9087000000.0,17203000000.0,19293000000.0,-2090000000.0,0.1,18.76,2026-06-24,4.25,4,0,0,20,12,10,3,5,54,C,69
ISRG,ISRG,ISRG,0.0,406.80999755859375,489.6006008911133,-16.909824698301808,610.4500122070312,-33.3589991934301,41.15480395803335,daily_close,일봉 종가,2026-06-26 00:26 KST,,,18.8,72.94,89.29,49.398666,8.25532,17.23,,23.0,25.4,25.08,5.03 -> 6.42 -> 7.87,10064700000.0,2945500000.0,2856000000.0,29.27,28.38,3030500000.0,2490700000.0,3368000000.0,87000000.0,3281000000.0,2.63,25.08,2026-06-24,4.25,0,0,16,0,15,8,5,5,49,C,70
BLK,BLK,BLK,0.0,982.6749877929688,1067.7689776611328,-7.969325916787355,1202.5899658203125,-18.286779723572284,38.34556187376877,daily_close,일봉 종가,2026-06-26 00:26 KST,,,45.9,23.39,84.32,24.75063,2.693014,11.9,23.635,27.0,4.92,-1.66,36.51 -> 42.01 -> 35.31,24216000000.0,7909000000.0,5553000000.0,32.66,22.93,3927000000.0,3552000000.0,11468000000.0,14996000000.0,-3528000000.0,0.54,-1.66,2026-06-24,4.25,4,3,12,20,0,10,5,5,59,B,71
TJX,TJX,TJX,0.0,161.22999572753906,152.8429503631592,5.487361598589935,168.41000366210938,-4.263409404690694,56.018491337186276,daily_close,일봉 종가,2026-06-26 00:26 KST,,,29.3,27.36,94.02,31.356031,17.120247,61.25,136.307,9.2,13.9,12.32,3.86 -> 4.26 -> 4.87,60372000000.0,7178000000.0,5494000000.0,11.89,9.1,6874000000.0,4917000000.0,6230000000.0,13489000000.0,-7259000000.0,1.07,12.32,2026-06-24,4.25,0,0,20,10,8,8,3,0,49,C,72
VRTX,VRTX,VRTX,0.0,484.0799865722656,441.18074935913086,9.723732795560815,516.739990234375,-6.320394062649565,74.86493082489437,daily_close,일봉 종가,2026-06-26 00:26 KST,,,61.4,27.23,98.01,28.168346,6.23794,24.2,10.26,7.8,,9.32,12.82 -> 13.89 -> 15.32,12001300000.0,4554400000.0,3953200000.0,37.95,32.94,3631400000.0,3193800000.0,5084800000.0,2030500000.0,3054300000.0,0.46,9.32,2026-06-24,4.25,0,0,20,20,8,10,1,0,59,B,73
C,C,C,0.0,146.83999633789062,114.29849979400635,28.470624376113385,146.83999633789062,0.0,73.05722619203442,daily_close,일봉 종가,2026-06-26 00:26 KST,,,56.1,11.47,81.61,18.189356,1.3096013,7.65,,15.9,,31.54,4.04 -> 5.94 -> 6.99,85213000000.0,,14306000000.0,,16.79,-67632000000.0,-74152000000.0,349579000000.0,367705000000.0,-18126000000.0,0.32,31.54,2026-06-24,4.25,4,6,6,20,15,10,1,0,62,B,74
SCHW,SCHW,SCHW,0.0,91.51000213623047,94.6816997909546,-3.349852887862006,107.20999908447266,-14.644153607231992,61.214063184870554,daily_close,일봉 종가,2026-06-26 00:26 KST,,,38.6,23.63,84.48,18.168985,3.7401268,19.08,120.766,15.8,,35.3,2.54 -> 2.99 -> 4.65,23921000000.0,,8852000000.0,,37.01,9311000000.0,8763000000.0,46030000000.0,30951000000.0,15079000000.0,0.47,35.3,2026-06-24,4.25,4,0,16,20,15,10,3,5,73,A,75
DE,DE,DE,0.0,618.4450073242188,529.9134750366211,16.706790156917496,662.489990234375,-6.648399758398472,61.63128559803678,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-8.5,16.67,82.85,34.017555,5.9171453,18.35,376.022,-11.1,-26.35,-26.91,34.63 -> 25.62 -> 18.5,44665000000.0,8416000000.0,5027000000.0,18.84,11.25,7459000000.0,3231000000.0,8276000000.0,64250000000.0,-55974000000.0,,-26.91,2026-06-24,4.25,0,0,16,0,0,0,3,0,19,D,76
ADP,ADP,ADP,0.0,222.1199951171875,241.4149006652832,-7.992425279021069,326.80999755859375,-32.03390447767326,35.572983523063854,daily_close,일봉 종가,2026-06-26 00:26 KST,,,10.5,26.77,90.68,20.489748,13.870103,71.21,69.259,7.0,9.4,10.25,8.21 -> 9.1 -> 9.98,20560900000.0,5411900000.0,4079700000.0,26.32,19.84,4939700000.0,4392700000.0,3347800000.0,9065400000.0,-5717600000.0,1.95,10.25,2026-06-24,4.25,4,0,20,5,8,5,5,5,52,C,77
PLTR,PLTR,PLTR,0.0,107.05000305175781,159.09250003814697,-32.71209954831967,207.17999267578125,-48.3299513291895,16.495852444154636,daily_close,일봉 종가,2026-06-26 00:26 KST,,,325.0,287.86,62.37,120.34843,30.385843,32.59,2.477,84.7,355.54,164.38,0.09 -> 0.19 -> 0.63,4475446000.0,1414015000.0,1625033000.0,31.59,36.31,2134473000.0,2100591000.0,1423796000.0,229338000.0,1194458000.0,0.37,164.38,2026-06-24,4.25,0,0,20,20,15,10,1,3,69,B,78
MDLZ,MDLZ,MDLZ,0.0,62.4900016784668,58.906550102233886,6.083282028931817,75.70999908447266,-17.461362522611818,55.76036333796797,daily_close,일봉 종가,2026-06-26 00:26 KST,,,41.3,23.8,90.09,30.564358,3.077767,10.16,83.793,8.2,-45.69,-27.74,3.62 -> 3.42 -> 1.89,38537000000.0,3620000000.0,2451000000.0,9.39,6.36,4514000000.0,3235000000.0,2125000000.0,21804000000.0,-19679000000.0,0.74,-27.74,2026-06-24,4.25,0,0,12,16,0,10,3,5,46,C,79
ADI,ADI,ADI,0.0,421.4849853515625,314.01512596130374,34.22442121578001,445.4800109863281,-5.386330484647051,47.91025495436887,daily_close,일봉 종가,2026-06-26 00:26 KST,,,110.5,41.41,93.53,61.39079,5.964228,9.64,25.81,37.2,45.04,-16.56,6.55 -> 3.28 -> 4.56,11019707000.0,3002476000.0,2267342000.0,27.25,20.58,4812202000.0,4278650000.0,2499406000.0,8664610000.0,-6165204000.0,0.56,-16.56,2026-06-24,4.25,0,0,6,20,0,10,5,0,41,C,80
LRCX,LRCX,LRCX,0.0,380.92999267578125,215.71889904022217,76.58628630621483,409.5400085449219,-6.985890333594217,59.389229077872834,daily_close,일봉 종가,2026-06-26 00:26 KST,,,40.8,22.65,88.12,72.2178,45.050804,66.76,35.282,23.8,37.81,11.79,3.32 -> 2.9 -> 4.15,18435591000.0,5900968000.0,5358217000.0,32.01,29.06,6173264000.0,5414078000.0,6390659000.0,4484505000.0,1906154000.0,1.77,11.79,2026-06-24,4.25,0,0,20,5,8,10,3,0,46,C,81
CB,CB,CB,0.0,335.5799865722656,309.58210052490233,8.397735529051383,342.760009765625,-2.0947668890163076,71.7229918851005,daily_close,일봉 종가,2026-06-26 00:26 KST,,,78.7,12.8,84.86,11.866736,1.767518,15.43,31.458,10.2,,8.53,21.8 -> 22.51 -> 25.68,59783000000.0,,10310000000.0,,17.25,12816000000.0,12816000000.0,2272000000.0,17227000000.0,-14955000000.0,0.15,8.53,2026-06-24,4.25,12,6,16,20,8,10,1,0,73,A,82
MMC,MMC,MMC,0.0,,,,,,,,,,,,,,0.0,,,,,,,,-,,,,,,,,,,,,,2026-06-24,4.25,0,0,0,0,0,0,1,0,1,D,83
GILD,GILD,GILD,0.0,125.44000244140625,129.61999996185304,-3.224809073967718,155.8000030517578,-19.486521191059133,41.39836263575474,daily_close,일봉 종가,2026-06-26 00:26 KST,,,54.8,72.38,92.2,17.028572,6.6106796,43.36,94.635,4.4,10.43,22.75,4.5 -> 0.38 -> 6.78,29442000000.0,11701000000.0,8510000000.0,39.74,28.9,10019000000.0,9456000000.0,7564000000.0,24936000000.0,-17372000000.0,0.31,22.75,2026-06-24,4.25,8,0,20,20,12,10,5,5,80,A,84
PANW,PANW,PANW,0.0,292.6000061035156,198.0346499633789,47.751924300936224,300.4800109863281,-2.6224722426448,58.99959059207573,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-56.04,116.13,83.27,250.22809,8.382111,4.83,7.698,31.1,81.74,58.11,0.64 -> 3.64 -> 1.6,9221500000.0,1242900000.0,1133900000.0,13.48,12.3,3716000000.0,3469800000.0,2268600000.0,338200000.0,1930400000.0,,58.11,2026-06-24,4.25,0,0,0,0,15,0,3,0,18,D,85
AMT,AMT,AMT,0.0,167.5,181.8980503845215,-7.915450635168924,242.8300018310547,-31.021702945694656,17.22509547038146,daily_close,일봉 종가,2026-06-26 00:26 KST,,,76.9,45.04,96.67,28.18417,23.079773,29.95,444.55,6.8,7.09,30.31,3.18 -> 4.82 -> 5.4,10644600000.0,4929200000.0,2529500000.0,46.31,23.76,5464000000.0,3783600000.0,1474800000.0,44963900000.0,-43489100000.0,0.37,30.31,2026-06-24,4.25,0,0,20,20,15,10,1,5,71,A,86
KLAC,KLAC,KLAC,0.0,252.4600067138672,147.67468002319336,70.95686726676269,269.1600036621094,-6.204486818630961,61.17795950546864,daily_close,일봉 종가,2026-06-26 00:26 KST,,,11.8,2.42,93.79,71.156784,56.46604,94.98,105.4,11.5,37.92,-3.81,21.92 -> 24.15 -> 20.28,12156162000.0,5014227000.0,4061643000.0,41.25,33.41,4081903000.0,3741694000.0,2078908000.0,6088282000.0,-4009374000.0,6.03,-3.81,2026-06-24,4.25,0,0,20,0,0,5,3,0,28,D,87
SO,SO,SO,0.0,96.05999755859375,92.58170009613038,3.7570032294198015,99.72000122070312,-3.67028040243296,67.75999001199334,daily_close,일봉 종가,2026-06-26 00:26 KST,,,-0.8,19.71,72.6,24.566496,2.916945,10.99,190.431,8.0,3.07,4.06,3.62 -> 3.99 -> 3.92,29553000000.0,7285000000.0,4341000000.0,24.65,14.69,9802000000.0,-2935000000.0,1639000000.0,74075000000.0,-72436000000.0,,4.06,2026-06-24,4.25,4,3,12,0,4,0,1,0,24,D,88
MO,MO,MO,0.0,73.25,64.71370037078857,13.190869290893877,74.55000305175781,-1.7438001321814296,58.79229887154717,daily_close,일봉 종가,2026-06-26 00:26 KST,,,106.3,9.83,63.48,15.296451,-38.121746,,,5.3,3.48,-5.05,4.57 -> 6.54 -> 4.12,20139000000.0,12035000000.0,6947000000.0,59.76,34.5,9290000000.0,9074000000.0,4474000000.0,25709000000.0,-21235000000.0,0.14,-5.05,2026-06-24,4.25,8,0,0,20,0,10,3,0,41,C,89
DUK,DUK,DUK,0.0,127.29000091552734,124.1510502243042,2.528331967834335,133.4600067138672,-4.623112159411234,66.23146639236967,daily_close,일봉 종가,2026-06-26 00:26 KST,,,12.0,22.09,70.82,19.466154,1.8405434,9.66,161.495,11.3,8.05,33.51,3.54 -> 5.71 -> 6.31,32237000000.0,8577000000.0,4968000000.0,26.61,15.41,12330000000.0,-1694000000.0,245000000.0,90869000000.0,-90624000000.0,1.62,33.51,2026-06-24,4.25,4,3,6,5,15,5,1,0,39,D,90
BSX,BSX,BSX,0.0,44.505001068115234,79.94267503738403,-44.32885683734862,108.13999938964844,-58.845014500364954,25.29846388707024,daily_close,일봉 종가,2026-06-26 00:26 KST,,,100.0,69.37,94.96,18.602509,2.5548787,14.66,42.25,11.6,32.28,34.65,1.07 -> 1.25 -> 1.94,20074000000.0,3971000000.0,2898000000.0,19.78,14.44,4534000000.0,3404000000.0,1965000000.0,11436000000.0,-9471000000.0,0.19,34.65,2026-06-24,4.25,4,3,12,20,15,10,3,3,70,A,91
CI,CI,CI,0.0,283.5950012207031,281.0014749145508,0.9229582538458214,366.8500061035156,-22.694562763430916,52.9411837007161,daily_close,일봉 종가,2026-06-26 00:26 KST,,,29.1,16.46,92.76,12.049597,1.7818636,16.27,72.805,4.6,-3.43,12.94,17.39 -> 12.12 -> 22.18,273854000000.0,8154000000.0,5957000000.0,2.98,2.18,9601000000.0,8389000000.0,7676000000.0,31463000000.0,-23787000000.0,0.41,12.94,2026-06-24,4.25,8,6,16,20,8,8,5,5,76,A,92
ZTS,ZTS,ZTS,0.0,78.76000213623047,119.21095035552979,-33.932242045432986,196.47999572753906,-59.91449315509564,47.78297776003522,daily_close,일봉 종가,2026-06-26 00:26 KST,,,6.0,29.69,103.02,12.814754,9.971934,67.75,286.236,2.9,6.04,8.97,5.07 -> 5.47 -> 6.02,9467000000.0,3597000000.0,2673000000.0,38.0,28.23,2904000000.0,2283000000.0,2310000000.0,9238000000.0,-6928000000.0,2.14,8.97,2026-06-24,4.25,8,0,20,0,8,5,5,3,49,C,93
ICE,ICE,ICE,0.0,128.03500366210938,158.19917541503906,-19.06721174354627,188.4499969482422,-32.05889852188525,24.79783803641486,daily_close,일봉 종가,2026-06-26 00:26 KST,,,79.7,31.44,96.31,18.668327,2.4625373,13.85,70.986,20.4,13.28,17.35,4.19 -> 4.78 -> 5.77,12640000000.0,4999000000.0,3315000000.0,39.55,26.23,4662000000.0,3871000000.0,837000000.0,20279000000.0,-19442000000.0,0.23,17.35,2026-06-24,4.25,4,3,12,20,12,10,1,5,67,B,94
CME,CME,CME,0.0,229.6750030517578,281.1178238677978,-18.29938070388315,326.4599914550781,-29.646814597995913,30.39892774060546,daily_close,일봉 종가,2026-06-26 00:26 KST,,,21.3,21.98,92.61,19.767918,3.1489813,15.92,14.059,14.4,7.58,12.23,8.86 -> 9.67 -> 11.16,6520600000.0,4229500000.0,4072200000.0,64.86,62.45,4277100000.0,4193600000.0,4416900000.0,3422300000.0,994600000.0,0.93,12.23,2026-06-24,4.25,4,0,16,16,8,8,3,5,60,B,95
EQIX,EQIX,EQIX,0.0,1076.219970703125,900.6930487060547,19.487984530271902,1115.93994140625,-3.5593287084134597,46.41767410731958,daily_close,일봉 종가,2026-06-26 00:26 KST,,,20.0,79.09,100.14,75.77855,7.552974,10.06,162.961,12.1,21.06,15.53,10.31 -> 8.5 -> 13.76,9217000000.0,1966000000.0,1350000000.0,21.33,14.65,3911000000.0,-400000000.0,1727000000.0,22726000000.0,-20999000000.0,3.79,15.53,2026-06-24,4.25,0,0,12,0,12,8,5,0,37,D,96
SHW,SHW,SHW,0.0,340.3599853515625,333.95484924316406,1.9179646958007297,399.7099914550781,-14.84826683652859,72.344901732065,daily_close,일봉 종가,2026-06-26 00:26 KST,,,7.5,31.31,82.94,32.06256,18.43451,60.72,329.521,6.8,0.93,5.32,9.25 -> 10.55 -> 10.26,23574300000.0,3796700000.0,2568500000.0,16.11,10.9,3451600000.0,2654000000.0,207200000.0,12942600000.0,-12735400000.0,4.28,5.32,2026-06-24,4.25,0,0,20,0,4,5,1,5,35,D,97
