yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
XOM,XOM,엑슨모빌,571.22,160.9499969482422,159.5640007019043,150.10266672770183,152.3953332265218,143.856849861145,11.88205296000573,171.47000122070312,-6.135186445190718,52.34405904964563,3.8,5.86,daily_close,일봉 종가,2026-09-01 15:34 KST,,,112.8,12.12,66.3,20.647814,2.5466075,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.56,52.51,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,50.0,3.68,22.0,-3.33,169.68,200.0,142.0,5.42,3.84,Finnhub,yfinance,2026-08-26,0.18,-13.19,,,,3,2,2,2,,,,,,,,,2026-08-31,4.76,4,3,12,20,0,10,5,0,54,C,17
ORCL,ORCL,오라클,530.03,149.1199951171875,147.3474998474121,149.8641668955485,162.0629166285197,170.22189990997313,-12.396703834198771,328.3299865722656,-54.582279652861956,53.8187137321751,5.13,-36.9,daily_close,일봉 종가,2026-09-01 15:34 KST,,,21.9,36.02,45.82,26.06175,11.651841,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.34,34.31,2.0,,yfinance,14.07,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,81.63,4.41,42.0,0.0,244.12,400.0,110.0,63.71,9.27,Finnhub,yfinance,2026-08-28,1.19,25.36,40.45,10.68,35.48,23,21,22,22,-35.57,9.1,,,,,,,2026-08-31,4.76,0,0,20,10,15,8,5,3,61,B,18
AMAT,AMAT,"Applied Materials, Inc.",489.96,458.3900146484375,509.3259994506836,547.4006652832031,472.79308217366537,402.8551493835449,13.785318457483505,723.0,-36.59889147324516,30.66613439708317,-11.54,-8.63,daily_close,일봉 종가,2026-09-01 15:34 KST,,,42.8,18.74,86.28,41.851788,14.866062,41.07,28.666,24.8,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,0.46,16.48,2.12,,yfinance,20.39,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,86.67,4.54,35.0,0.0,641.03,900.0,358.0,39.84,3.51,Finnhub,yfinance,2026-08-26,0.98,3.34,36.29,10.68,35.48,23,21,22,22,15.33,39.2,,,,,,,2026-08-31,4.76,0,0,20,16,4,10,3,5,58,B,19
CSCO,CSCO,시스코 시스템즈,471.16,110.48999786376953,115.08800010681152,116.08733342488607,104.98891665140788,94.11630004882812,17.397302918247565,130.0,-15.007693950946516,31.202720249041064,-4.63,-15.01,daily_close,일봉 종가,2026-09-01 15:34 KST,,,37.1,18.44,83.44,40.452145,9.883881,25.23,67.541,12.0,-3.59,-7.8,3.07 -> 2.54 -> 2.61,56654000000.0,12504000000.0,10180000000.0,22.07,17.97,14193000000.0,13288000000.0,8346000000.0,28093000000.0,-19747000000.0,1.52,55.0,1.68,,yfinance,2.58,10.0,False,10.0,yfinance dividend history,Technology,Communication Equipment,69.7,4.15,22.0,0.0,132.59,150.0,115.0,20.0,-0.11,Finnhub,yfinance,2026-08-26,1.09,-7.8,36.29,11.06,35.92,23,21,22,22,11.47,-10.63,,,,,,,2026-08-31,4.76,0,0,20,10,0,10,3,5,48,C,20
CAT,CAT,"Caterpillar, Inc.",454.06,797.469970703125,837.6080017089844,895.7316670735677,852.6227498372396,768.535048828125,3.7649449975144833,1064.9000244140625,-25.11316063290401,36.60244852867343,-3.92,-15.21,daily_close,일봉 종가,2026-09-01 15:34 KST,,,68.2,19.57,73.73,35.05546,19.325243,56.97,232.783,24.0,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.82,26.01,6.52,,yfinance,8.12,10.0,False,10.0,yfinance dividend history,Industrials,Farm & Heavy Construction Machinery,52.94,3.86,26.0,-2.94,979.22,1225.0,575.0,22.79,16.74,Finnhub,yfinance,2026-08-26,0.51,-3.31,35.03,8.64,34.77,9,8,8,8,0.07,123.67,,,,,,,2026-08-31,4.76,0,0,20,20,0,10,5,5,60,B,21
MA,MA,마스터카드,432.77,589.3099975585938,576.8194885253906,540.2623270670573,520.092830657959,529.6586972045899,11.262214831707468,599.8599853515625,-1.7587417148329496,70.60475608844814,3.21,22.32,daily_close,일봉 종가,2026-09-01 15:34 KST,,,22.1,35.06,91.28,32.762794,93.0738,241.2,439.583,14.1,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.59,17.93,3.48,,yfinance,15.75,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,92.59,4.62,37.0,2.21,669.46,740.0,550.0,13.6,2.85,Finnhub,yfinance,2026-08-29,1.48,18.17,20.08,3.09,14.82,18,17,17,17,63.16,2912.1,,,,,,,2026-08-31,4.76,0,0,20,10,12,8,1,0,51,C,22
COST,COST,코스트코,421.95,943.8900146484375,950.511996459961,950.1738311767579,976.6519973754882,960.033698425293,-1.6815746992355953,1094.3199462890625,-13.746430570944671,49.85216505831144,-1.07,-2.93,daily_close,일봉 종가,2026-09-01 15:34 KST,,,45.5,44.93,74.46,48.21748,25.752724,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.62,27.01,5.88,,yfinance,13.18,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,65.22,4.0,35.0,-1.45,1077.31,1315.0,740.0,14.14,-0.24,Finnhub,yfinance,2026-08-26,1.06,13.4,22.87,8.24,26.3,9,7,6,6,110.83,212.53,,,,,,,2026-08-31,4.76,0,0,20,10,8,10,5,5,58,B,23
BAC,BAC,뱅크오브아메리카,398.83,61.939998626708984,62.9839994430542,60.22949975331624,55.56233317057292,54.671049976348876,13.295791197543696,64.80999755859375,-4.428327480324378,37.40832258615158,-0.86,14.34,daily_close,일봉 종가,2026-09-01 15:34 KST,,,34.1,11.85,71.32,14.30485,1.5743989,11.2,,16.8,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,2.07,25.87,1.28,,yfinance,7.89,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,79.31,4.46,22.0,0.0,68.77,75.0,62.0,11.03,6.52,Finnhub,yfinance,2026-09-01,0.42,11.22,20.13,3.16,15.8,18,17,17,17,-28.94,-50.18,,,,,,,2026-08-31,4.76,8,6,12,20,8,10,5,0,69,B,24
GE,GE,GE Aerospace,373.67,335.7099914550781,359.6470016479492,355.9071680704753,327.04250081380206,320.7617007446289,4.660247989628331,381.2200012207031,-11.937991086484857,32.7576924216679,-9.0,2.46,daily_close,일봉 종가,2026-09-01 15:34 KST,,,19.4,275.66,81.18,41.13598,20.107054,48.23,113.225,21.1,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.56,19.58,1.88,,yfinance,93.3,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,87.5,4.55,21.0,0.0,404.9,455.0,347.0,20.61,9.05,Finnhub,yfinance,2026-08-25,2.12,-1.32,34.77,8.64,34.77,9,8,8,8,18.31,132.72,,,,,,,2026-08-31,4.76,0,0,20,0,0,8,3,5,36,D,25
UNH,UNH,유나이티드헬스,364.13,389.4100036621094,398.8824966430664,411.533164469401,373.67933197021483,350.10064880371095,11.228015427197276,625.25,-37.71931168938675,39.623263307731605,-6.25,-1.78,daily_close,일봉 종가,2026-09-01 15:34 KST,390.4999,0.2798840111042324,61.5,25.21,89.67,25.02635,3.5797613,14.15,69.211,0.4,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,2.38,57.52,9.28,,yfinance,10.9,10.0,False,10.0,yfinance dividend history,Healthcare,Healthcare Plans,79.41,4.44,26.0,0.0,475.23,529.0,313.0,22.04,10.15,Finnhub,yfinance,2026-09-01,0.41,-25.54,26.88,4.81,15.92,16,15,14,14,-6.9,-25.58,,,,,,,2026-08-31,4.76,0,0,12,20,0,10,5,5,52,C,26
MS,MS,Morgan Stanley,352.0,213.32000732421875,215.43900146484376,216.17299982706706,199.74524955749513,189.9299994659424,12.315067616514462,228.5500030517578,-6.663747768180975,47.13208873638468,0.99,-2.27,daily_close,일봉 종가,2026-09-01 15:34 KST,213.46,0.06562566612351894,62.4,15.32,63.94,17.574242,3.1596878,17.97,517.282,28.0,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,2.16,32.31,4.6,,yfinance,9.28,10.0,False,10.0,yfinance dividend history,Financial Services,Capital Markets,60.61,3.68,21.0,4.36,236.62,262.0,184.0,10.92,15.27,Finnhub,yfinance,2026-08-25,0.28,40.39,20.13,3.09,14.82,18,17,17,17,-12.7,2.26,,,,,,,2026-08-31,4.76,8,0,16,20,15,10,5,0,74,A,27
PG,PG,프록터앤갬블,350.17,145.1199951171875,144.95549926757812,147.30733362833658,146.06216723124186,147.5786506652832,-1.6659967664781425,179.6999969482422,-19.24318442866448,49.69528978139215,0.1,3.08,daily_close,일봉 종가,2026-09-01 15:34 KST,,,-15.5,23.67,71.92,21.75189,6.265743,30.29,64.49,1.5,-3.44,4.87,6.02 -> 6.51 -> 6.62,87032000000.0,19748000000.0,16046000000.0,22.69,18.44,19556000000.0,15147000000.0,9942000000.0,35026000000.0,-25084000000.0,3.0,64.33,4.35,,yfinance,5.0,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,56.76,3.8,23.0,-2.7,160.61,186.0,143.0,10.67,-0.48,Finnhub,yfinance,2026-08-29,,4.87,25.77,8.73,25.73,9,7,6,6,-15.59,-28.23,,,,,,,2026-08-31,4.76,4,0,20,0,4,0,5,5,38,D,28
CVX,CVX,쉐브론,345.8,206.13999938964844,198.7335006713867,187.45850016276043,189.87733357747396,180.01280006408692,14.514078618998147,211.14999389648438,-2.3727182816268853,71.31293472585993,6.71,9.45,daily_close,일봉 종가,2026-09-01 15:34 KST,206.8662,0.3522851520819504,321.9,14.21,70.53,19.046242,2.0423553,12.23,18.959,53.5,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,3.45,67.18,7.12,,yfinance,6.39,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,83.87,4.28,24.0,7.2,216.96,236.0,175.0,5.25,16.82,Finnhub,yfinance,2026-08-29,0.06,-23.6,,,,3,2,2,2,,,,,,,,,2026-08-31,4.76,4,3,12,20,0,10,1,0,50,C,29
