yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,cagr,peg,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
100790.KQ,100790,미래에셋벤처투자,10784,20300.0,22083.45,-8.075957334565027,67400.0,-69.8813056379822,25.75210589650156,regularMarketPrice,263.75,20.88,4.04,28.87,3.23,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,,,,,,,,,,,12.85,0.11,2026-06-23,4.51,0,0,6,20,8,10,3,1,48,C,78
195940.KQ,195940,HK이노엔,10765,38000.0,49320.75,-22.953320863936575,57600.0,-34.02777777777778,32.706766917258804,regularMarketPrice,22.91,20.56,14.13,12.0,0.85,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,,,,,,,,,,,26.83,0.52,2026-06-23,4.51,12,8,6,20,15,8,3,5,77,A,79
127120.KQ,127120,제이에스링크,10735,30900.0,28170.05,9.690966114721133,48900.0,-36.809815950920246,36.173913043460644,daily_close,,,2.15,,13.6,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,,,,,,,,2026-06-23,4.51,0,0,0,0,0,0,5,5,10,D,80
003380.KQ,003380,하림지주,10707,9560.0,11191.5,-14.578027967654023,19610.0,-51.249362570117285,34.19811320743425,regularMarketPrice,772.77,17.26,8.98,4.46,0.3,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,,,,,,,,,,,148.93,0.01,2026-06-23,4.51,15,10,6,20,15,10,3,3,82,A,81
085660.KQ,085660,차바이오텍,10663,11470.0,15047.0,-23.772180501096564,23850.0,-51.907756813417194,35.39445628987302,regularMarketPrice,,,8.28,,2.09,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,,,,,,,,2026-06-23,4.51,0,3,0,0,0,0,5,3,11,D,82
090710.KQ,090710,휴림로봇,10282,8600.0,9150.25,-6.013496898991831,21500.0,-60.0,31.428571428501584,regularMarketPrice,,,5.87,,9.21,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,,,,,,,,2026-06-23,4.51,0,0,0,0,0,0,3,3,6,D,83
347700.KQ,347700,스피어,10240,19870.0,25711.75,-22.72015712660554,53100.0,-62.580037664783426,32.61767134598247,daily_close,-98.98,1590.82,7.13,28.73,11.72,0.43,49.85,11.94,-40.13,,491 -> 5,,,,,,,,,,,,,2026-06-23,4.51,0,0,0,0,0,0,3,1,4,D,84
065350.KQ,065350,신성델타테크,10237,37250.0,57780.5,-35.531883593946056,121700.0,-69.39194741166803,34.60490463212619,regularMarketPrice,73.25,81.02,3.4,47.72,4.28,9.51,161.32,7.19,4.53,,456 -> 790,,,,,,,,,,,,0.65,2026-06-23,4.51,0,0,6,20,0,10,3,1,40,C,85
417200.KQ,417200,LS머트리얼즈,10202,15080.0,15831.4,-4.74626375431105,31250.0,-51.744,30.998080614161807,daily_close,-92.86,746.84,7.58,,6.34,0.24,33.22,8.09,-101.61,-83.26,214 -> 84 -> 6,,,,,,,,,,,-83.26,,2026-06-23,4.51,0,0,0,0,0,0,3,3,6,D,86
036540.KQ,036540,SFA반도체,10163,6180.0,5850.925,5.624324358968877,11010.0,-43.869209809264305,36.60377358480898,daily_close,,23.78,8.62,,2.31,-3.93,16.21,-8.26,,,-,,,,,,,,,,,,,2026-06-23,4.51,0,3,0,0,0,0,5,5,13,D,87
099320.KQ,099320,쎄트렉아이,9845,89900.0,115988.75,-22.4924831071979,214000.0,-57.99065420560747,22.833562585965353,regularMarketPrice,93.35,37.02,10.67,73.0,4.76,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,,,,,,,,,,,-45.98,0.78,2026-06-23,4.51,0,0,6,16,0,10,1,3,36,D,88
038500.KQ,038500,삼표시멘트,9636,8930.0,8932.825,-0.031624933881507,20200.0,-55.7920792079208,29.403409090850616,daily_close,-38.34,9.33,2.8,21.03,1.33,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,,,,,,,,,,,9.89,,2026-06-23,4.51,4,6,6,0,8,0,3,3,30,D,89
281740.KQ,281740,레이크머티리얼즈,9557,14540.0,17431.7,-16.588743496044568,27550.0,-47.223230490018146,34.913793103395605,daily_close,-63.09,69.3,10.17,85.61,7.57,5.8,161.94,1.8,-40.09,-43.54,367 -> 317 -> 117,,,,,,,,,,,-43.54,,2026-06-23,4.51,0,0,6,0,0,0,3,3,12,D,90
083450.KQ,083450,GST,9178,49800.0,32904.75,51.345930298817045,66500.0,-25.112781954887218,51.56862745096624,daily_close,0.82,8.6,22.23,18.28,3.16,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,,,,,,,,,,,13.24,22.29,2026-06-23,4.51,4,0,16,0,8,2,5,5,40,C,91
388210.KQ,388210,씨엠티엑스,9123,94500.0,123525.0,-23.497267759562842,164400.0,-42.518248175182485,40.6292749657925,daily_close,247.81,,7.44,16.0,5.14,-35.89,51.01,47.75,119.49,,891 -> 3099,,,,,,,,,,,,0.06,2026-06-23,4.51,8,0,0,20,0,10,5,5,48,C,92
074600.KQ,074600,원익QnC,9056,34450.0,27697.5,24.379456629659714,42150.0,-18.26809015421115,55.82990397803068,daily_close,-55.74,18.02,11.53,40.1,1.84,4.73,170.93,5.84,-34.22,-23.19,1451 -> 1934 -> 856,,,,,,,,,,,-23.19,,2026-06-23,4.51,0,3,0,0,0,0,3,5,11,D,93
491000.KQ,491000,리브스메드,8964,35850.0,59210.5,-39.45330642369174,91300.0,-60.73384446878423,28.919860627163587,regularMarketPrice,,,6.45,,5.35,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,,,,,,,,2026-06-23,4.51,0,0,0,0,0,0,3,1,4,D,94
032500.KQ,032500,케이엠더블유,8691,20600.0,20396.15,0.9994533282016388,38200.0,-46.07329842931937,22.093023255801967,daily_close,,,6.84,,6.83,-19.66,87.99,11.56,,,-,975.0,-238.0,-270.0,-24.41,-27.69,,,,,,,,2026-06-23,4.51,0,0,0,0,0,0,1,3,4,D,95
137400.KQ,137400,피엔티,8670,36600.0,44459.75,-17.678349518384607,71000.0,-48.45070422535211,33.50649350646914,daily_close,-47.64,12.61,6.65,12.09,1.41,11.37,146.08,-28.03,-41.71,1.45,2808 -> 5519 -> 2890,,,,,,,,,,,1.45,,2026-06-23,4.51,8,6,12,0,0,0,3,3,32,D,96
161580.KQ,161580,필옵틱스,8603,36700.0,43387.25,-15.41293813274637,63000.0,-41.74603174603175,41.40624999998188,regularMarketPrice,,19.45,0.38,,9.29,-14.67,100.09,-74.84,-352.9,,-,,,,,,,,,,,,,2026-06-23,4.51,0,0,0,0,0,0,5,5,10,D,97
328130.KQ,328130,루닛,8547,11480.0,18349.05,-37.435453061602644,39280.0,-70.77393075356414,26.813471502542043,regularMarketPrice,,,11.94,,5.76,-31.57,169.16,53.32,,,-,831.0,-831.0,-474.0,-100.0,-57.04,,,,,,,,2026-06-23,4.51,0,0,0,0,0,0,3,1,4,D,98
056190.KQ,056190,에스에프에이,8510,23700.0,26664.25,-11.11694497313819,35650.0,-33.520336605890606,39.642857142817505,daily_close,37.83,21.28,12.84,18.61,0.8,6.11,49.77,-20.26,,,1113 -> 1534,,,,,,,,,,,,0.49,2026-06-23,4.51,4,10,6,20,0,10,5,5,60,B,99
189300.KQ,189300,인텔리안테크,8396,78200.0,87154.5,-10.27428302612028,172400.0,-54.64037122969838,15.912408759120822,regularMarketPrice,26.36,108.68,23.63,25.0,3.34,2.81,86.45,23.97,,,550 -> 695,,,,,,,,,,,,0.95,2026-06-23,4.51,4,0,0,16,0,8,1,3,32,D,100
