yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
087010.KQ,087010,펩트론,40525,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,171600.0,130805.0,201148.33333333334,239995.0,253532.0,-32.3162362147579,386000.0,-55.5440414507772,69.81366459626722,-8.58,-33.36,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,,,5.17,,24.44,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,OFS,11011.0,OpenDART,,,,,9.81,-23.48,8,2,7,7,,149.13,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-04,4.25,0,0,0,0,0,0,1,3,4,D,11
214450.KQ,214450,파마리서치,39948,우량기업부,재생의약품,KOSDAQ,주권,KRX,381000.0,344825.0,320958.3333333333,320308.3333333333,375545.0,1.452555619166811,711000.0,-46.41350210970464,64.10256410256027,21.34,14.59,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,65.07,24.5,4.46,18.0,5.62,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1216.35,936.4,1673.93,2995.27,-1321.34,0.97,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,494000.0,,,29.66,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11014.0,OpenDART,0.28,2025.0,11011.0,,,,3,1,2,2,,,37.82,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-04,4.25,8,0,20,20,15,10,3,3,79,A,12
000250.KQ,000250,삼천당제약,39244,중견기업부,"하메론, 아토로우",KOSDAQ,주권,KRX,167800.0,170905.0,255226.66666666666,450005.0,372007.5,-54.89338252588993,1184000.0,-85.82770270270271,47.51078008623808,-17.95,-58.0,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,,1036.5,5.45,363.07,12.43,1.94,54.36,9.91,226.92,,-,2318.0,85.0,120.0,3.67,5.18,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,21.25,3.65,9.66,7,5,6,6,1608.56,240.55,,의약품 제조업,의약품 제조업,2026-08-04,4.25,0,0,0,0,0,0,5,1,6,D,13
039030.KQ,039030,이오테크닉스,38067,우량기업부,레이저 마커 및 레이저 응용기기,KOSDAQ,주권,KRX,311500.0,320825.0,425175.0,426629.1666666667,367610.0,-15.263458556622508,612000.0,-49.10130718954248,42.30769230769041,-21.64,-32.79,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,33.53,50.01,30.19,51.43,5.39,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3809.0,808.0,576.0,21.21,15.12,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,0.0,True,3.0,OpenDART,,4.0,,,580000.0,,,86.2,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,1.53,,,27.5,6.88,8.24,19,14,18,18,87.02,-21.66,24.98,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-04,4.25,0,0,6,5,12,10,5,3,41,C,14
319660.KQ,319660,피에스케이,36498,우량기업부,"드라이스트립, 드라이클리닝",KOSDAQ,주권,KRX,128700.0,155505.0,144663.33333333334,110150.83333333333,81155.5,58.58444590939615,211500.0,-39.148936170212764,22.653493295692897,-24.65,20.85,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,-0.73,10.42,21.79,24.0,6.41,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.0,885.0,785.0,19.36,17.17,617.31,431.97,1194.22,1069.62,124.6,0.53,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,182857.0,,,42.08,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,29.0,6.88,8.16,19,14,18,18,-17.24,-6.83,22.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-04,4.25,4,0,16,0,12,0,1,5,38,D,15
222800.KQ,222800,심텍,36377,중견기업부,반도체용 인쇄회로기판,KOSDAQ,주권,KRX,98500.0,97560.0,112386.66666666667,87596.66666666667,73921.75,33.24900993280056,157300.0,-37.38080101716466,45.32188841201172,-16.88,-7.51,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,,,10.83,19.0,4.73,-32.1,181.13,14.55,,,-,14106.0,119.0,-1646.0,0.84,-11.67,-1678.98,-1945.96,250.74,10130.78,-9880.04,0.1,,100.0,37.33,OpenDART,-41.52,5.0,True,5.0,OpenDART,,4.0,,,171250.0,,,73.86,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11014.0,OpenDART,,2025.0,11011.0,14.58,2.98,12.5,8,5,7,7,30.32,58.72,,전자부품 제조업,전자부품 제조업,2026-08-04,4.25,4,0,0,0,0,0,5,5,14,D,16
214370.KQ,214370,케어젠,34538,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,63900.0,58915.0,73703.33333333333,92125.0,84605.0,-24.472548903729095,150100.0,-57.42838107928048,51.90476190474461,-2.14,-34.6,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,-37.87,92.25,4.37,127.82,12.67,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.68,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-31,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,9.81,-23.48,8,1,7,7,,29.15,-29.05,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-04,4.25,0,0,6,0,0,0,5,3,14,D,17
108490.KQ,108490,로보티즈,34086,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,232000.0,200305.0,266393.3333333333,267459.1666666667,259180.5,-10.487092971886389,405000.0,-42.71604938271605,57.254901960781176,2.88,-23.18,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,,691.83,6.32,570.0,9.55,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,4.0,,,398000.0,,,71.55,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011,OpenDART,,,,27.5,6.6,8.98,19,14,18,18,1972.73,44.7,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-04,4.25,0,0,0,0,0,0,3,5,8,D,18
145020.KQ,145020,휴젤,32289,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,256500.0,236450.0,250650.0,253579.16666666666,248775.0,3.105215556225505,388000.0,-33.891752577319586,63.135593220331494,4.48,-1.16,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,3.3,21.91,56.49,18.0,2.78,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,378571.0,,,47.59,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011,OpenDART,5.45,,,,12.67,-23.48,8,1,7,7,,-78.06,22.87,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-04,4.25,8,3,16,0,12,2,3,5,49,C,19
440110.KQ,440110,파두,31018,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,61900.0,67110.0,89501.66666666667,74499.16666666667,54030.5,14.564921664615357,128300.0,-51.75370226032736,43.94329896906424,-14.74,-26.13,daily_close,NXT 미확인,2026-08-04 22:29 KST,,,,,27.36,,94.76,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,130000.0,,,110.02,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,,19.8,3.26,9.64,5,3,4,4,,2806.75,,반도체 제조업,반도체 제조업,2026-08-04,4.25,0,0,0,0,0,0,5,3,8,D,20
347850.KQ,347850,디앤디파마텍,29702,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,64800.0,66017.5,78265.83333333333,78630.41666666667,80041.27,-19.041764329826353,111200.0,-41.726618705035975,44.670846394974525,-14.62,-7.69,daily_close,NXT 미확인,2026-08-04 22:29 KST,,,,,5.78,,34.67,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,,,,16.96,-18.83,10,2,9,9,,104.42,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-04,4.25,0,0,0,0,0,0,5,5,10,D,21
214150.KQ,214150,클래시스,29616,우량기업부,미용의료기기,KOSDAQ,주권,KRX,45800.0,44577.5,46314.166666666664,51699.166666666664,53332.25,-14.123255628629957,75600.0,-39.41798941798942,49.622166246816384,0.88,-15.03,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,32.76,30.47,71.0,16.0,5.31,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.18,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,71000.0,,,55.02,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,0.49,2025.0,11011.0,,5.35,10.37,4,2,3,3,,-0.75,32.57,의료용 기기 제조업,의료용 기기 제조업,2026-08-04,4.25,8,0,20,20,15,10,5,5,83,A,22
403870.KQ,403870,HPSP,29134,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,35400.0,38080.0,48617.5,47307.916666666664,41816.5,-15.3444214604283,83500.0,-57.60479041916168,40.93406593405019,-20.45,-35.28,daily_close,NXT 미확인,2026-08-04 22:29 KST,,,-16.35,35.96,32.3,24.0,9.6,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,1.41,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,68000.0,,,92.09,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,OFS,11011.0,OpenDART,,2025.0,11011.0,29.0,6.6,8.16,19,14,18,18,-17.24,45.45,-6.21,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-04,4.25,4,0,20,0,0,0,5,3,32,D,23
095340.KQ,095340,ISC,27874,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,132700.0,137255.0,181140.0,198932.5,159206.5,-16.64913178796092,271000.0,-51.033210332103316,42.582197273451506,-13.1,-46.28,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,2.68,60.46,31.33,29.0,4.68,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.64,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,242600.0,,,82.82,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,10.82,2025.0,11011.0,,,,2,1,1,1,,,91.78,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-08-04,4.25,0,0,12,0,15,2,5,3,37,D,24
084370.KQ,084370,유진테크,27132,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,120300.0,127485.0,144641.66666666666,135338.33333333334,115465.5,4.1869649375787565,206500.0,-41.743341404358354,39.34426229507786,-23.62,-18.11,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,-32.89,30.03,36.58,28.0,5.3,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.19,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,156667.0,,,30.23,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,28.5,6.88,8.16,19,14,18,18,-1.75,-22.97,31.84,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-04,4.25,0,0,6,0,15,0,5,5,31,D,25
319400.KQ,319400,현대무벡스,26396,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,23700.0,21231.0,29791.166666666668,29832.25,24651.25,-3.8588306880989807,46350.0,-48.86731391585761,56.52356902353572,3.95,-23.55,daily_close,NXT 미확인,2026-08-04 22:29 KST,,,-56.77,99.75,1.63,231.67,14.79,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.21,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,2,1,1,1,,,65.83,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-04,4.25,0,0,6,0,15,0,3,3,27,D,26
095610.KQ,095610,테스,25632,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,138100.0,153345.0,149275.0,111061.66666666667,85321.75,61.857908446556706,217500.0,-36.50574712643678,24.597014925371084,-13.9,54.82,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,33.69,92.12,8.68,27.0,6.15,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,655.21,361.46,525.24,853.69,-328.45,0.62,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,196250.0,,,42.11,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11014.0,OpenDART,0.8,2025.0,11011.0,29.0,6.88,8.16,19,14,18,18,-6.9,-10.61,504.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-04,4.25,0,0,16,16,15,10,1,5,63,B,27
310210.KQ,310210,보로노이,25359,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,140000.0,136155.0,195056.66666666666,244253.33333333334,230482.0,-39.257729453926984,363500.0,-61.485557083906464,46.54850746268049,-18.13,-52.54,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,,,8.23,,23.09,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,221.43,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,,,16.96,-18.83,10,2,9,9,,36.14,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-04,4.25,0,0,0,0,0,0,5,1,6,D,28
226950.KQ,226950,올릭스,25233,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,120000.0,114745.0,137503.33333333334,153759.16666666666,143141.0,-16.166577011478193,207000.0,-42.028985507246375,48.37905236907168,-11.11,-28.4,nxt_web_latest,NXT 체결가,2026-08-04 22:19 KST,,,,,8.54,,16.23,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,,,23.09,-31.49,10,2,9,9,,-29.71,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-04,4.25,0,0,0,0,0,0,5,5,10,D,29
