yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
005930.KS,005930,삼성전자,15784952,,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",KOSPI,주권,KRX,273000.0,290250.0,294941.6666666667,241570.83333333334,188694.0,44.678686126744886,362500.0,-24.689655172413794,45.93908629441298,-19.82,21.6,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,32.61,21.95,46.63,6.0,3.62,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,853151.48,331619.99,578563.78,1306217.73,-727653.95,0.61,25.1,1668.0,111079.06,OpenDART,4.92,5.0,False,5.0,OpenDART,,4.04,,,513958.0,,,88.26,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,0.18,75.51,2025.0,11011.0,2,1,1,1,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-23,4.25,15,0,12,20,15,10,5,5,82,A,1
000660.KS,000660,SK하이닉스,13676758,,"반도체,컴퓨터,통신기기 제조,도매",KOSPI,주권,KRX,1947000.0,2202850.0,2077600.0,1516991.6666666667,1137855.0,71.11143335486507,2919000.0,-33.29907502569373,42.3863636363633,-24.53,58.94,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,116.89,8.72,52.5,6.0,8.27,44.15,45.95,46.76,101.16,,27182 -> 58955,971467.0,472063.0,429479.0,48.59,44.21,533731.26,247937.83,149237.66,554409.08,-405171.42,0.15,4.9,3000.0,20951.33,OpenDART,35.72,5.0,True,5.0,OpenDART,,4.0,,,3547917.0,,,82.22,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,0.05,,2025.0,11011,1,0,0,0,,,,,,반도체 제조업,반도체 제조업,2026-07-23,4.25,15,0,20,20,0,10,5,5,75,A,2
402340.KS,402340,SK스퀘어,1611211,,지주회사,KOSPI,주권,KRX,1251000.0,1425500.0,1299266.6666666667,935408.3333333334,685544.5,82.48268347277238,1970000.0,-36.49746192893401,38.34355828220818,-30.46,71.84,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,143.06,4.22,45.59,4.0,4.35,37.82,9.01,77.76,124.39,,27346 -> 66468,104556.0,87974.0,88187.0,84.14,84.34,3872.02,3485.68,13107.18,25213.83,-12106.65,,,,,,,,,,,,4.0,,,1900000.0,,,51.88,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.03,,,,17,16,16,15,8.0,1.03,8.72,-50.0,322.33,기타 금융업,기타 금융업,2026-07-23,4.25,15,0,20,20,0,10,5,5,75,A,3
005935.KS,005935,삼성전자우,1533331,,,KOSPI,주권,KRX,191100.0,195365.0,195035.0,163037.5,131132.0,45.7310191257664,235000.0,-18.680851063829788,50.87847730599771,-10.49,22.34,daily_close,NXT 미확인,2026-07-23 22:08 KST,,,32.61,21.95,46.58,4.0,2.53,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,,,,,,,,,,,,,,,,,4.04,,,513958.0,,,168.95,,,Naver/FnGuide,,,2026-07-14,,,,,0.12,75.51,,,2,1,1,1,,,,,,,,2026-07-23,4.25,15,3,12,20,15,10,5,5,85,S,4
009150.KS,009150,삼성전기,1081564,,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",KOSPI,주권,KRX,1473000.0,1649050.0,1523733.3333333333,980520.8333333334,684923.0,115.06067105353448,2270000.0,-35.110132158590304,33.69713506139122,-25.0,90.31,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,3.96,23.43,39.8,84.0,11.15,7.7,48.98,9.91,24.26,29.21,5450 -> 8752 -> 9099,113145.0,9133.0,7310.0,8.07,6.46,14900.91,2437.67,27012.06,47985.51,-20973.45,0.16,25.2,2350.0,1776.79,OpenDART,3.82,5.0,True,5.0,OpenDART,,4.0,,,2503333.0,,,69.95,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,21.21,29.21,2025.0,11011,7,6,6,6,28.0,4.7,5.76,200.0,137.23,전자부품 제조업,전자부품 제조업,2026-07-23,4.25,0,0,6,0,15,2,3,5,31,D,5
005380.KS,005380,현대차,884553,,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",KOSPI,주권,KRX,433500.0,457975.0,569325.0,540195.8333333334,441342.5,-1.7769646023213266,750000.0,-42.199999999999996,37.437185929645615,-14.83,-18.52,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-23.26,5.89,25.15,11.0,0.95,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,-59912.7,-170611.26,183605.66,2411966.12,-2228360.46,2.31,27.7,10000.0,26182.63,OpenDART,12.62,5.0,True,5.0,OpenDART,,3.96,,,772800.0,,,78.27,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,,-9.97,2025.0,11011,2,1,1,1,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-07-23,4.25,12,8,6,0,0,0,5,5,36,D,6
373220.KS,373220,LG에너지솔루션,814320,,"2차전지 (소형,ESS,자동차전지)",KOSPI,주권,KRX,344000.0,338750.0,396116.6666666667,398154.1666666667,406092.5,-15.29023559903224,514000.0,-33.07392996108949,47.872340425527156,-5.88,-26.26,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,,80.86,5.53,-208.0,3.53,-5.19,129.0,-7.6,133.94,,-,236718.0,13461.0,808.0,5.69,0.34,44322.77,-65663.98,37793.07,378262.77,-340469.7,,,,,,,,,,,,3.95,,,549591.0,,,59.76,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,,,3,2,2,2,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-23,4.25,0,0,0,0,0,0,5,5,10,D,7
032830.KS,032830,삼성생명,659000,,"생명보험,부동산 임대",KOSPI,주권,KRX,329500.0,359450.0,357475.0,288269.1666666667,236224.5,39.485955097798914,497000.0,-33.70221327967807,40.375586854457445,-23.9,28.96,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,9.3,9.99,23.34,22.0,0.71,4.96,440.89,9.92,3.23,10.22,9477 -> 10534 -> 11514,371383.0,25805.0,24515.0,6.95,6.6,52562.61,48930.1,45378.33,2858503.83,-2813125.5,,41.3,,9517.46,OpenDART,,0.0,False,0.0,OpenDART,,3.79,,,408607.0,,,24.01,,,Naver/FnGuide,,KRW,2026-07-22,2025.0,CFS,11011.0,OpenDART,2.37,10.22,2025.0,11011.0,3,2,2,2,,,,,,보험업,보험업,2026-07-23,4.25,4,10,0,0,8,5,5,5,37,D,8
207940.KS,207940,삼성바이오로직스,638352,,바이오의약품,KOSPI,주권,KRX,1387000.0,1386950.0,1389583.3333333333,1514483.3333333333,1597841.88,-13.1954158067255,1965000.0,-29.414758269720103,46.71532846715169,0.14,-8.39,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,74.57,82.79,12.79,33.0,8.05,19.44,48.44,30.31,56.59,48.49,12051 -> 15221 -> 26572,45570.0,20692.0,17844.0,45.41,39.16,22478.07,7727.33,1488.51,36096.31,-34607.8,,,,,,,,,,,,4.0,,,2057368.0,,,48.33,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011,OpenDART,0.44,48.49,,,2,1,1,1,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-23,4.25,0,0,16,20,15,10,5,5,71,A,9
105560.KS,105560,KB금융,625314,,-,KOSPI,주권,KRX,176600.0,170075.0,161725.0,156905.0,143457.0,23.103090124566943,186200.0,-5.155746509129968,60.52141527000285,16.34,11.77,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,18.98,6.51,79.39,10.0,1.08,9.98,1211.73,-4.52,5.87,15.41,11349 -> 12705 -> 15116,812307.0,85177.0,58407.0,10.49,7.19,42263.78,34879.06,290205.64,7370930.44,-7080724.8,2.47,27.0,4367.0,15777.74,OpenDART,14.1,1.0,False,4.0,OpenDART,,4.0,,,220842.0,,,25.05,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.53,15.41,2025.0,11011.0,17,16,16,15,7.5,1.03,8.72,33.33,4.85,기타 금융업,기타 금융업,2026-07-23,4.25,12,8,6,20,12,8,3,0,69,B,10
000270.KS,000270,기아,584838,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,149300.0,145730.0,155943.33333333334,158455.83333333334,143210.5,4.252132350630715,206000.0,-27.52427184466019,52.956298200504605,7.49,-5.74,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,-21.72,5.03,38.85,7.0,0.94,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,4.55,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,232174.0,,,55.51,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,-6.31,2025.0,11011.0,2,1,1,1,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-07-23,4.25,15,8,12,0,0,0,5,5,45,C,11
028260.KS,028260,삼성물산,583803,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,364000.0,403450.0,414458.3333333333,356233.3333333333,307273.0,18.46143331825445,535000.0,-31.962616822429908,41.37291280148209,-24.4,13.75,nxt_web_latest,NXT 체결가,2026-07-23 22:05 KST,,,15.35,12.4,30.76,22.0,0.91,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.77,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,585385.0,,,60.82,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,1.43,9.45,2025.0,11011.0,1,0,0,0,,,,,,기타 전문 도매업,기타 전문 도매업,2026-07-23,4.25,4,8,6,10,8,8,5,5,54,C,12
