yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,223.6699981689453,220.79950027465821,210.27249933878582,205.80658327738445,197.08705009460448,13.487922246327527,235.74000549316406,-5.120050497567649,54.24482547377207,2.84,9.01,daily_close,일봉 종가,2026-09-10 15:23 KST,,,127.8,60.85,71.5,27.876263,27.358118,117.21,16.971,105.9,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.45,3.54,1.0,,yfinance,35.72,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,94.12,4.72,58.0,1.37,323.42,515.0,180.0,44.6,3.44,Finnhub,yfinance,,,2026-09-01,,,,,0.22,102.92,36.29,11.06,34.25,23,21,22,22,-23.18,147.36,2026-09-09,4.84,0,0,20,20,15,10,5,0,70,A,1
GOOGL,GOOGL,알파벳A,4490.91,330.6499938964844,341.99549865722656,349.278498840332,349.7898325602213,336.40059936523437,-1.709451612036663,402.6199951171875,-17.875416545011724,37.35848952195275,-3.82,-8.07,daily_close,일봉 종가,2026-09-10 15:23 KST,,,294.0,23.78,81.07,17.095688,6.7749925,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.27,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,88.57,4.64,54.0,1.61,428.07,515.0,340.0,29.46,6.53,Finnhub,yfinance,,,2026-09-01,,,,,0.06,36.52,20.56,4.72,23.92,7,6,6,6,-16.85,43.54,2026-09-09,4.84,8,0,20,20,15,10,5,5,83,A,2
GOOG,GOOG,알파벳C,4483.96,328.3800048828125,339.0610015869141,347.3354995727539,347.55008265177406,335.21284942626954,-2.038359971925818,399.0400085449219,-17.70749853373533,36.858712253815604,-4.26,-8.31,daily_close,일봉 종가,2026-09-10 15:23 KST,328.8,0.1278991141185326,294.0,23.92,60.32,18.83525,7.075802,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.27,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,88.57,4.6,14.0,1.61,421.79,475.0,340.0,28.45,6.53,Finnhub,yfinance,,,2026-09-10,,,,,0.06,36.52,20.54,4.72,23.92,7,6,6,6,-8.3,49.91,2026-09-09,4.84,4,0,20,20,15,10,5,5,79,A,3
AAPL,AAPL,애플,4376.98,315.3399963378906,314.0594985961914,312.3048329671224,296.0274164835612,284.34784942626953,10.89937798866921,340.0799865722656,-7.2747562959332965,48.385009657263275,3.42,8.32,daily_close,일봉 종가,2026-09-10 15:23 KST,318.0983,0.8747078373000976,28.7,30.44,66.4,36.29439,43.05027,148.75,78.445,16.4,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.34,12.04,1.08,,yfinance,4.22,10.0,False,10.0,yfinance dividend history,Technology,Consumer Electronics,68.52,3.82,39.0,1.85,324.45,400.0,215.0,2.89,1.69,Finnhub,yfinance,,,2026-09-01,,,,,1.26,10.32,32.79,11.06,34.25,23,21,22,22,10.69,289.24,2026-09-09,4.84,0,0,20,10,8,8,5,0,51,C,4
MSFT,MSFT,마이크로소프트,2818.35,491.6499938964844,494.4960006713867,436.76133219401044,420.953665415446,431.0699493408203,14.053413987289378,542.0700073242188,-9.301384091811142,54.36800282694544,-2.41,25.83,daily_close,일봉 종가,2026-09-10 15:23 KST,492.1816,0.10812694195366072,31.7,32.3,75.91,26.81687,8.112818,34.04,29.118,17.7,20.78,23.34,11.8 -> 13.64 -> 17.95,331839000000.0,155237000000.0,133749000000.0,46.78,40.31,182935000000.0,66987000000.0,20935000000.0,56826000000.0,-35891000000.0,0.74,19.83,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.75,4.64,53.0,0.1,569.56,870.0,400.0,15.85,6.42,Finnhub,yfinance,,,2026-09-01,,,,,0.85,23.34,36.29,11.36,34.82,23,21,22,22,-26.1,-28.58,2026-09-09,4.84,0,0,20,16,12,10,5,0,63,B,5
AMZN,AMZN,아마존,2628.93,252.39999389648438,260.14749908447266,251.81549936930338,249.31249987284343,239.44349990844728,5.411086119686312,284.0199890136719,-11.133017512955895,36.17851477040749,-7.3,5.81,daily_close,일봉 종가,2026-09-10 15:23 KST,252.4348,0.01379005719385853,242.3,41.19,68.74,20.496784,4.9843616,30.56,45.617,19.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.24,4.69,60.0,-0.09,328.0,405.0,230.0,29.95,5.13,Finnhub,yfinance,,,2026-09-03,,,,,0.08,57.24,22.53,14.56,42.16,8,7,4,4,-9.02,-65.77,2026-09-09,4.84,4,0,20,20,15,10,5,5,79,A,6
AVGO,AVGO,브로드컴,1957.03,364.3800048828125,373.04649963378904,383.736333211263,387.1919174194336,370.0237503051758,-1.5252386955455217,481.57000732421875,-24.33498778143541,51.40034934010682,-12.43,-4.63,daily_close,일봉 종가,2026-09-10 15:23 KST,364.0,-0.10428807226530241,85.4,63.62,80.15,61.71761,20.159523,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.71,41.26,2.6,,yfinance,12.71,10.0,False,10.0,yfinance dividend history,Technology,Semiconductors,91.07,4.67,46.0,-0.16,525.97,675.0,215.88,44.35,0.51,Finnhub,yfinance,,,2026-09-02,,,,,0.72,20.26,32.79,11.06,34.25,23,21,22,22,88.22,82.27,2026-09-09,4.84,0,0,20,16,12,10,5,5,68,B,7
TSLA,TSLA,테슬라,1504.13,367.80999755859375,352.05349884033205,363.05583140055336,378.65558268229165,399.2120997619629,-7.866019647724408,489.8800048828125,-24.918348597105926,55.697414407093504,10.52,-9.5,daily_close,일봉 종가,2026-09-10 15:23 KST,,,-3.0,176.51,43.7,323.19626,15.722664,4.67,18.373,25.5,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,49.18,3.65,39.0,0.85,390.09,600.0,125.0,6.06,-7.04,Finnhub,yfinance,,,2026-09-01,,,,,,-49.94,21.21,9.19,46.36,8,7,4,4,1423.79,71.08,2026-09-09,4.84,0,0,0,0,0,0,3,5,8,D,8
META,META,메타 플랫폼스,1465.23,653.6900024414062,580.5374969482422,593.4471618652344,603.7620803833008,622.6858975219726,4.979092194446174,790.0,-17.254430070708068,89.55756283903682,9.11,15.29,daily_close,일봉 종가,2026-09-10 15:23 KST,,,-13.4,22.36,79.04,22.988073,6.0160947,29.85,42.997,28.0,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.32,7.91,2.1,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,87.32,4.65,57.0,0.0,754.77,1000.0,580.0,15.46,0.38,Finnhub,yfinance,,,2026-09-10,,,,,,25.69,18.81,5.1,33.34,7,6,6,6,22.21,17.96,2026-09-09,4.84,4,0,20,0,15,0,1,5,45,C,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,506.7200012207031,503.75049896240233,501.7529983520508,489.80708236694335,492.44649948120116,2.8984878061960617,539.7999877929688,-6.128193279054482,63.118992459757145,-1.87,3.57,daily_close,일봉 종가,2026-09-10 15:23 KST,,,107.8,11.79,66.95,12.624687,0.000967474,12.12,17.142,10.0,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,547.67,604.0,510.0,8.08,1.4,Finnhub,yfinance,,,2026-09-03,,,,,0.12,-16.27,20.13,3.16,16.9,18,17,17,17,-37.28,-99.97,2026-09-09,4.84,8,10,12,20,0,10,3,0,63,B,10
LLY,LLY,일라이릴리,979.64,1124.2099609375,1192.6535034179688,1178.9963338216146,1080.5764200846354,1064.1694036865235,5.6420112289436615,1280.3399658203125,-12.194417814863739,7.900510913855456,-7.47,-0.78,daily_close,일봉 종가,2026-09-10 15:23 KST,1126.2,0.17701667229851925,26.2,66.6,85.44,40.75881,34.79738,102.29,162.071,47.7,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.62,21.69,6.92,,yfinance,15.24,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,78.95,4.29,27.0,0.0,1299.01,1600.0,850.0,15.55,24.79,Finnhub,yfinance,,,2026-09-01,,,,,1.56,98.92,25.03,4.2,14.74,16,15,14,14,62.84,728.51,2026-09-09,4.84,0,0,20,5,15,8,1,5,54,C,11
WMT,WMT,월마트,932.53,105.83000183105469,108.23099899291992,111.74266599019369,118.40091597239176,118.718649559021,-10.856464233581702,134.1999969482422,-21.140086261051962,33.47639559804277,-6.56,-12.57,daily_close,일봉 종가,2026-09-10 15:23 KST,,,-9.1,35.93,38.25,39.245422,9.042876,22.31,71.653,5.9,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.94,34.96,0.99,,yfinance,7.98,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,87.5,4.47,40.0,-2.08,127.72,155.0,81.0,20.68,2.67,Finnhub,yfinance,,,2026-09-10,,,,,,19.45,22.87,8.28,29.72,9,7,6,6,71.6,9.21,2026-09-09,4.84,0,0,20,0,12,0,3,5,40,C,12
AMD,AMD,AMD,876.24,521.0999755859375,479.3459991455078,503.64599965413413,430.06758371988934,343.86290016174314,51.54294788441183,580.9099731445312,-10.295915085574359,68.53558422109694,9.86,1.86,daily_close,일봉 종가,2026-09-10 15:23 KST,,,159.5,135.05,75.43,116.36735,11.074264,10.2,6.361,50.1,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,83.05,4.52,49.0,0.29,613.84,1250.0,365.0,17.8,5.88,Finnhub,yfinance,,,2026-09-09,,,,,0.73,123.61,32.79,11.35,34.82,23,21,22,22,254.89,-2.43,2026-09-09,4.84,0,0,12,16,15,10,1,5,59,B,13
JPM,JPM,JP모건 체이스,871.43,354.7099914550781,357.66299896240236,347.33983357747394,325.58241704305016,318.8695007324219,11.239861648835344,365.17999267578125,-2.867079640367575,46.48273038574752,-2.02,10.6,daily_close,일봉 종가,2026-09-10 15:23 KST,,,46.9,11.94,75.95,15.2591,2.6788063,17.79,,30.4,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.69,25.71,6.0,,yfinance,11.53,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,60.0,3.91,20.0,3.33,373.65,420.0,305.0,5.34,4.8,Finnhub,yfinance,,,2026-09-01,,,,,0.33,11.06,20.13,3.16,15.8,18,17,17,17,-24.2,-15.23,2026-09-09,4.84,8,3,16,20,8,10,5,0,70,A,14
INTC,INTC,Intel Corporation,673.43,106.23999786376953,94.72200012207031,104.64649988810221,95.90799983342488,74.8612999343872,41.91578019201435,140.94000244140625,-24.62040866791012,71.78988280272614,8.73,-14.71,daily_close,일봉 종가,2026-09-10 15:23 KST,105.5845,-0.616997248635174,98.63,65.53,62.53,,5.187511,-10.71,48.997,25.4,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,0.0,,9.0,yfinance dividend history,Technology,Semiconductors,34.55,3.48,41.0,0.0,114.88,200.0,75.0,8.13,1086.32,Finnhub,yfinance,,,2026-09-03,,,,,,,34.54,11.36,34.82,23,22,22,22,,-54.34,2026-09-09,4.84,0,0,0,0,0,10,1,5,16,D,15
V,V,비자,622.33,367.3900146484375,372.3210052490234,358.801003519694,337.4728345235189,334.52385009765624,9.82475974170056,384.1400146484375,-4.360389275074478,51.799967562064985,1.26,13.96,daily_close,일봉 종가,2026-09-10 15:23 KST,,,10.2,28.2,90.3,32.67234,20.344461,61.19,67.821,14.4,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.73,22.13,2.68,,yfinance,15.71,10.0,False,10.0,yfinance dividend history,Financial Services,Credit Services,92.16,4.55,37.0,0.32,417.9,460.0,330.0,13.75,0.78,Finnhub,yfinance,,,2026-09-01,,,,,3.2,10.99,20.08,3.06,15.8,18,17,17,17,62.71,564.85,2026-09-09,4.84,0,0,20,0,8,5,5,0,38,D,16
XOM,XOM,엑슨모빌,571.22,164.22999572753906,161.6880012512207,151.4481669108073,152.7343334197998,145.18324989318847,13.119106955081461,171.47000122070312,-4.2223161145518855,49.07023249440294,2.77,11.71,daily_close,일봉 종가,2026-09-10 15:23 KST,164.9,0.4079670522384315,112.8,12.12,66.3,20.647814,2.5466075,12.58,15.921,44.1,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.51,52.51,4.12,,yfinance,4.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,50.0,3.68,22.0,-3.33,169.68,200.0,142.0,3.32,3.84,Finnhub,yfinance,,,2026-09-10,,,,,0.18,-13.19,,,,3,2,2,2,,,2026-09-09,4.84,4,3,12,20,0,10,5,0,54,C,17
