yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
028300.KQ,028300,HLB,43888,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,32950.0,38027.5,39704.166666666664,47120.0,48670.25,-32.29950534464072,92500.0,-64.37837837837837,13.829787234028828,-11.66,-30.49,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,,,18.48,,13.03,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,,,,,,,3,2,2,2,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-07,4.25,0,0,0,0,0,0,1,1,2,D,11
403870.KQ,403870,HPSP,43865,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,53300.0,46265.0,45928.333333333336,47492.916666666664,42974.5,24.027039290742184,83500.0,-36.16766467065868,74.04063205412928,54.94,-3.09,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,-16.35,35.96,33.26,35.0,13.18,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,0.94,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,67800.0,,,27.2,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,OFS,11011.0,OpenDART,,-6.21,2025.0,11011.0,30.0,5.54,8.16,19,17,18,18,16.67,137.91,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-07,4.25,0,0,20,0,0,0,1,5,26,D,12
298380.KQ,298380,에이비엘바이오,39807,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,71100.0,77930.0,82528.33333333333,112625.83333333333,144246.0,-50.709205107940605,245500.0,-71.0386965376782,34.29602888084909,-17.9,-23.63,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,,,12.99,-68.0,23.18,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,240000.0,,,237.55,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,,,70.39,8.71,-6.93,7,3,6,6,,166.13,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-07,4.25,0,0,0,0,0,0,3,1,4,D,13
095340.KQ,095340,ISC,39426,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,186000.0,164705.0,160426.66666666666,195187.5,168581.5,10.3323911579859,271000.0,-31.365313653136536,59.57446808509794,41.98,-2.36,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,2.68,60.46,29.73,44.0,6.76,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.46,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,220429.0,,,18.51,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011,OpenDART,16.42,91.78,2025.0,11011,,,,2,1,1,1,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-09-07,4.25,0,0,12,0,15,2,3,5,37,D,14
214450.KQ,214450,파마리서치,39117,우량기업부,재생의약품,KOSDAQ,주권,KRX,376500.0,409975.0,360783.3333333333,334070.8333333333,361265.0,4.2171259324872326,711000.0,-47.04641350210971,46.18937644341503,-0.53,30.5,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,65.07,24.5,9.99,20.0,5.93,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,0.98,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,518750.0,,,37.78,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,0.31,37.82,2025.0,11011.0,,,,3,1,2,2,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-07,4.25,4,0,20,20,15,10,5,3,77,A,15
000250.KQ,000250,삼천당제약,38235,중견기업부,"하메론, 아토로우",KOSDAQ,주권,KRX,163000.0,174175.0,190600.0,357033.3333333333,367112.5,-55.599441588069055,1184000.0,-86.2331081081081,29.333333333325513,-1.03,-38.02,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,,1036.5,4.7,215.04,12.62,1.94,54.36,9.91,226.92,,-,2318.0,85.0,120.0,3.67,5.18,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-08,2025.0,CFS,11011,OpenDART,,,2025.0,11011,14.62,3.49,9.66,7,5,6,6,1370.86,261.6,의약품 제조업,의약품 제조업,2026-09-07,4.25,0,0,0,0,0,0,3,1,4,D,16
087010.KQ,087010,펩트론,37354,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,160200.0,178850.0,169128.33333333334,222539.16666666666,243321.0,-34.161046518796155,386000.0,-58.497409326424865,38.541666666660426,-11.88,-32.55,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,,,3.84,,29.71,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-02,2025.0,OFS,11011.0,OpenDART,,,,,70.39,8.71,-13.96,7,3,6,6,,241.1,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-07,4.25,0,0,0,0,0,0,5,3,8,D,17
319660.KQ,319660,피에스케이,37135,우량기업부,"드라이스트립, 드라이클리닝",KOSDAQ,주권,KRX,128200.0,128895.0,150705.0,123108.33333333333,91655.75,39.871202843247694,211500.0,-39.38534278959811,45.32019704431934,8.28,-14.42,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,-0.73,10.42,23.42,23.0,6.04,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.0,885.0,785.0,19.36,17.17,617.31,431.97,1194.22,1069.62,124.6,0.53,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,3.83,,,190000.0,,,48.21,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011,OpenDART,,22.31,2025.0,11011,32.0,5.54,8.16,19,17,18,18,-28.12,9.03,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-07,4.25,4,0,16,0,12,0,5,5,42,C,18
440110.KQ,440110,파두,35027,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,69900.0,64195.0,72840.0,75913.33333333333,58592.75,19.298036019814738,128300.0,-45.51831644583009,52.453987730038826,22.42,-29.61,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,,,27.78,,54.82,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,115000.0,,,64.52,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011,OpenDART,,,,,11.02,3.06,9.64,5,3,4,4,,1691.5,반도체 제조업,반도체 제조업,2026-09-07,4.25,0,0,0,0,0,0,5,3,8,D,19
141080.KQ,141080,리가켐바이오,34168,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,92300.0,102715.0,114113.33333333333,146946.66666666666,160048.5,-42.32998122444134,213500.0,-56.768149882903984,33.91959798993781,-18.46,-31.53,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,,483.55,11.95,-39.0,8.74,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,227500.0,,,146.48,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,,,,34.58,-33.31,11,2,10,10,,-74.73,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-07,4.25,0,0,0,0,0,0,3,3,6,D,20
031980.KQ,031980,피에스케이홀딩스,33637,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,156000.0,119105.0,121715.0,118290.83333333333,96042.75,62.427668928680205,166500.0,-6.306306306306306,76.84848484847181,65.96,16.5,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,-4.32,11.02,6.2,20.0,5.2,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.69,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,25.0,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,46.54,2025.0,11011.0,32.0,5.79,8.16,19,17,18,18,-37.5,-10.19,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-07,4.25,4,0,16,0,15,0,1,0,36,D,21
084370.KQ,084370,유진테크,32815,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,143200.0,133110.0,142525.0,137063.33333333334,119933.0,19.39999833240226,206500.0,-30.653753026634384,59.737827715340146,28.78,-19.69,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,-32.89,30.03,37.62,27.46,5.53,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.16,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,180000.0,,,25.7,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,31.84,2025.0,11011.0,32.0,5.79,8.16,19,17,18,18,-14.19,-4.49,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-07,4.25,0,0,6,0,15,0,3,5,29,D,22
257720.KQ,257720,실리콘투,30919,우량기업부,화장품 유통,KOSDAQ,주권,KRX,47150.0,47350.0,39391.666666666664,39955.833333333336,41231.0,14.355703233004293,61800.0,-23.705501618122977,55.955056179740076,19.97,33.19,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,31.11,14.49,11.88,15.0,5.15,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.65,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,59000.0,,,25.13,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.48,103.34,2025.0,11011.0,,,,1,0,0,0,,,상품 종합 도매업,상품 종합 도매업,2026-09-07,4.25,8,0,20,20,15,10,3,5,81,A,23
145020.KQ,145020,휴젤,30411,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,243000.0,253100.0,248850.0,253295.83333333334,249182.5,-2.481113240295767,388000.0,-37.371134020618555,45.762711864395925,-11.15,-1.02,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,3.3,21.91,58.57,17.0,2.46,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,393333.0,,,61.87,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,5.15,22.87,,,,16.56,-16.44,7,2,6,6,,-85.14,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-07,4.25,8,3,16,0,12,2,5,5,51,C,24
064760.KQ,064760,티씨케이,30016,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,268500.0,235325.0,228798.33333333334,249340.83333333334,220964.0,21.513006643616155,348500.0,-22.95552367288379,70.16574585634274,60.49,-3.24,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,-2.77,18.81,66.58,25.0,4.89,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.53,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,321667.0,,,19.8,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,OFS,11011.0,OpenDART,,6.91,2025.0,11011.0,,,,1,0,0,0,,,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-09-07,4.25,4,0,12,0,4,0,1,5,26,D,25
095610.KQ,095610,테스,29562,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,152700.0,141785.0,155043.33333333334,124750.0,96225.5,58.68974440247128,217500.0,-29.793103448275858,58.23429541594541,22.55,-10.49,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,33.69,92.12,8.99,26.0,5.4,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.56,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,215286.0,,,40.99,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.77,504.31,2025.0,11011.0,32.0,5.79,8.16,19,17,18,18,-18.75,-6.74,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-07,4.25,0,0,16,16,15,10,3,5,65,B,26
131290.KQ,131290,티에스이,28925,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,261500.0,244150.0,236628.33333333334,199851.66666666666,148192.25,76.459970072659,284500.0,-8.084358523725834,47.74774774774373,26.33,0.58,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,-10.0,1517.12,11.71,17.0,5.2,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.17,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,380000.0,,,45.32,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,1672.52,2025.0,11011.0,,,,2,1,1,1,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-07,4.25,8,0,12,0,15,0,5,0,40,C,27
310210.KQ,310210,보로노이,28841,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,155700.0,168060.0,163096.66666666666,222823.33333333334,227666.0,-31.610341465128744,363500.0,-57.166437414030256,40.02123142249936,5.42,-24.78,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,,,5.9,,41.3,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,189.02,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011,OpenDART,,,,,,24.34,-25.16,11,2,10,10,,69.68,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-07,4.25,0,0,0,0,0,0,5,3,8,D,28
357780.KQ,357780,솔브레인,26486,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,340500.0,329950.0,319966.6666666667,368612.5,353762.5,-3.748984134836225,501000.0,-32.035928143712574,57.86516853931674,15.42,-4.08,daily_close,NXT 미확인,2026-09-08 01:44 KST,,,-33.25,18.26,30.47,15.0,2.17,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.69,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,493429.0,,,44.91,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,-22.12,2025.0,11011.0,,,,2,1,1,1,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-07,4.25,8,3,6,0,0,0,3,5,25,D,29
