yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,162634,우량기업부,바이오시밀러 및 바이오베터,KOSDAQ,주권,KRX,305500.0,271204.45,264008.81666666665,272336.24166666664,306825.555,-0.43202235876343253,430123.0,-28.973805167359107,72.57690775263166,45.43,12.95,nxt_web_latest,NXT 체결가,2026-08-19 20:55 KST,,,124.86,217.49,14.57,95.0,48.42,39.42,53.76,109.82,320.87,,901 -> 2026,2159.0,1069.0,1452.0,49.51,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.12,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,447745.0,,,46.56,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,0.76,2025.0,11011.0,,17.02,-31.49,10,1,9,9,,184.49,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-19,4.25,0,0,20,16,0,10,1,5,52,C,1
086520.KQ,086520,에코프로,117039,중견기업부,"환경소재,화학필터,이차전지소재등",KOSDAQ,주권,KRX,87100.0,82765.0,98865.0,125020.83333333333,118683.5,-26.611534038008656,185000.0,-52.91891891891892,71.6589861750921,15.82,-32.9,nxt_web_latest,NXT 체결가,2026-08-19 20:55 KST,,,,336.78,19.08,192.7,5.36,-8.39,117.92,9.11,,,-,34130.0,2138.0,-1055.0,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.17,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,3,2,2,2,,,,기타 금융업,기타 금융업,2026-08-19,4.25,0,0,0,0,0,0,1,3,4,D,2
247540.KQ,247540,에코프로비엠,107417,중견기업부,양극활물질,KOSDAQ,주권,KRX,111400.0,106925.0,140175.0,171462.5,170769.0,-34.765677611276054,246000.0,-54.71544715447154,64.98257839719669,5.19,-42.87,nxt_web_latest,NXT 체결가,2026-08-19 20:55 KST,,,,364.17,14.8,649.0,6.29,2.29,142.16,-8.5,,,-,25316.0,1433.0,916.0,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.09,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.81,,,185125.0,,,66.18,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,2,1,1,1,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-19,4.25,0,0,0,0,0,0,3,3,6,D,3
277810.KQ,277810,레인보우로보틱스,89724,기술성장기업부,"협동로봇, 천문마운트시스템, 이족보행로봇 등",KOSDAQ,주권,KRX,467500.0,461075.0,529691.6666666666,605720.8333333334,563037.5,-16.968230357658236,880000.0,-46.875,59.59409594095633,13.61,-37.08,nxt_web_latest,NXT 체결가,2026-08-19 20:55 KST,,,-33.64,3949.62,5.2,,71.52,1.07,7.08,76.68,,,110 -> 73,341.0,-25.0,14.0,-7.33,4.11,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,915000.0,,,95.72,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,26.0,6.56,7.42,22,17,21,21,,990.24,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-19,4.25,0,0,0,0,0,0,3,3,6,D,4
036930.KQ,036930,주성엔지니어링,79761,우량기업부,"ALG, ALD",KOSDAQ,주권,KRX,171600.0,147080.0,182350.0,137635.83333333334,95943.75,78.85479773304671,250500.0,-31.49700598802395,69.86399427343609,1.42,-7.34,daily_close,NXT 미확인,2026-08-19 21:04 KST,,,-66.22,32.8,7.73,887.5,13.96,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3107.0,313.0,357.0,10.07,11.49,-306.78,,1643.84,2974.36,-1330.52,0.03,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.0,,,190000.0,,,10.72,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,25.5,6.56,7.42,22,16,21,21,3380.39,112.8,3.49,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-19,4.25,0,0,6,0,4,0,1,5,16,D,5
028300.KQ,028300,HLB,56076,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,42350.0,35565.0,42938.333333333336,48704.166666666664,49549.5,-14.529914529914532,92500.0,-54.21621621621622,83.38461538454355,39.31,-9.51,nxt_web_latest,NXT 체결가,2026-08-19 20:55 KST,,,,,19.5,,13.03,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,,,,,3,2,2,2,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-19,4.25,0,0,0,0,0,0,1,3,4,D,6
240810.KQ,240810,원익IPS,53648,우량기업부,반도체 제조용 기계,KOSDAQ,주권,KRX,109300.0,100990.0,123541.66666666667,122500.83333333333,104069.0,5.026472820916892,183300.0,-40.37097654118931,64.84641638224224,-5.86,-12.77,daily_close,NXT 미확인,2026-08-19 21:04 KST,,,304.73,46.26,15.29,24.0,5.19,9.05,20.06,21.6,596.23,,423 -> 1712,9098.0,738.0,840.0,8.11,9.23,1566.07,1245.35,1072.74,1946.21,-873.47,0.18,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.86,,,154714.0,,,41.55,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,0.08,2025.0,11011.0,27.0,6.74,6.17,22,16,21,21,-11.11,-23.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-19,4.25,4,0,6,20,0,10,3,5,48,C,7
058470.KQ,058470,리노공업,51747,우량기업부,"리노핀, 반도체 소켓 등",KOSDAQ,주권,KRX,69300.0,66995.0,80453.33333333333,95625.83333333333,84962.0,-18.434123490501637,127000.0,-45.43307086614173,65.69579288022913,-1.0,-33.37,nxt_web_latest,NXT 체결가,2026-08-19 20:55 KST,,,34.19,27.95,31.85,27.0,7.25,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.0,1770.0,1520.0,47.52,40.81,1794.69,1192.33,852.03,607.09,244.94,1.15,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,116600.0,,,68.25,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,OFS,11011,OpenDART,0.79,2025.0,11011,17.0,4.68,11.1,9,7,8,8,58.82,54.91,17.07,전자부품 제조업,전자부품 제조업,2026-08-19,4.25,0,0,20,16,12,10,1,3,62,B,8
039030.KQ,039030,이오테크닉스,51126,우량기업부,레이저 마커 및 레이저 응용기기,KOSDAQ,주권,KRX,422500.0,330550.0,407541.6666666667,425670.8333333333,373965.0,12.97848729159146,612000.0,-30.9640522875817,86.0869565217339,33.07,-23.04,nxt_web_latest,NXT 체결가,2026-08-19 20:55 KST,,,33.53,50.01,29.21,61.33,6.42,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3809.0,808.0,576.0,21.21,15.12,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,0.0,True,3.0,OpenDART,,4.0,,,532500.0,,,26.04,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,1.83,,,25.5,6.74,6.17,22,16,21,21,140.51,-4.75,24.98,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-19,4.25,0,0,6,5,12,10,1,5,39,D,9
298380.KQ,298380,에이비엘바이오,44622,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,80600.0,77490.0,89411.66666666667,124585.83333333333,146074.0,-44.822487232498595,245500.0,-67.16904276985744,66.53225806449734,16.31,-26.66,nxt_web_latest,NXT 체결가,2026-08-19 20:55 KST,,,,,13.03,-68.0,26.91,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,210000.0,,,160.55,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,,15.17,-6.93,7,2,6,6,,77.39,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-19,4.25,0,0,0,0,0,0,1,1,2,D,10
