yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
214450.KQ,214450,파마리서치,38441,우량기업부,재생의약품,KOSDAQ,주권,KRX,372500.0,339050.0,316933.3333333333,325516.6666666667,381587.5,-2.3814983457267336,711000.0,-47.60900140646976,63.59223300970441,14.97,12.2,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,65.07,24.5,6.46,18.0,5.58,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,0.99,25.9,3700.0,427.91,OpenDART,77.64,5.0,False,5.0,OpenDART,,4.0,,,481429.0,,,29.24,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.28,37.82,,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-27,4.25,8,0,20,20,15,10,3,3,79,A,11
039030.KQ,039030,이오테크닉스,38067,우량기업부,레이저 마커 및 레이저 응용기기,KOSDAQ,주권,KRX,310000.0,365125.0,446150.0,431395.8333333333,366472.5,-15.409751072727149,612000.0,-49.34640522875817,34.11131059245788,-36.08,-38.61,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,33.53,50.01,30.19,51.43,5.39,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3809.0,808.0,576.0,21.21,15.12,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,0.0,True,3.0,OpenDART,,4.0,,,580000.0,,,87.1,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011,OpenDART,,,20,15,19,19,1.53,24.98,28.0,7.35,7.42,83.68,-26.67,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-27,4.25,0,0,6,5,12,10,3,3,39,D,12
141080.KQ,141080,리가켐바이오,36130,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,97800.0,118730.0,144261.66666666666,167400.0,166389.0,-41.222075978580314,213500.0,-54.19203747072599,31.9809069212357,-31.56,-52.52,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,,483.55,11.74,-63.0,8.0,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,224000.0,,,129.04,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,,21.14,-25.16,,-62.16,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-27,4.25,0,0,0,0,0,0,3,3,6,D,13
000250.KQ,000250,삼천당제약,35045,중견기업부,"하메론, 아토로우",KOSDAQ,주권,KRX,149700.0,192875.0,282466.6666666667,467220.8333333333,374087.0,-59.982570899282784,1184000.0,-87.35641891891892,38.38043019822633,-28.88,-66.36,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,,1036.5,5.27,341.28,11.68,1.94,54.36,9.91,226.92,,-,2318.0,85.0,120.0,3.67,5.18,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,,,21.38,4.01,9.66,1496.26,191.27,의약품 제조업,의약품 제조업,2026-07-27,4.25,0,0,0,0,0,0,5,1,6,D,14
222800.KQ,222800,심텍,34579,중견기업부,반도체용 인쇄회로기판,KOSDAQ,주권,KRX,92100.0,113920.0,113651.66666666667,86611.66666666667,72927.75,26.289375443504014,157300.0,-41.44945963127781,37.080867850093505,-26.2,7.09,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,,,10.33,25.0,6.15,-32.1,181.13,14.55,,,-,14106.0,119.0,-1646.0,0.84,-11.67,-1678.98,-1945.96,250.74,10130.78,-9880.04,0.11,,100.0,37.33,OpenDART,-41.52,5.0,True,5.0,OpenDART,,4.0,,,171250.0,,,85.94,,,Naver/FnGuide,,KRW,2026-07-23,2025.0,CFS,11014.0,OpenDART,2025.0,11011.0,10,7,9,9,,,14.58,4.12,9.7,71.47,49.27,전자부품 제조업,전자부품 제조업,2026-07-27,4.25,4,0,0,0,0,0,5,5,14,D,15
440110.KQ,440110,파두,32515,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,64900.0,74110.0,91853.33333333333,72869.58333333333,52969.25,22.523917178362918,128300.0,-49.41543257989088,44.67496542184474,-21.81,-20.17,daily_close,NXT 미확인,2026-07-27 23:09 KST,,,,,27.69,,96.56,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,130000.0,,,100.31,,,Naver/FnGuide,,KRW,2026-07-24,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,,21.38,3.67,9.64,,2531.06,반도체 제조업,반도체 제조업,2026-07-27,4.25,0,0,0,0,0,0,5,3,8,D,16
214370.KQ,214370,케어젠,32067,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,59200.0,63460.0,78530.0,95237.5,84798.0,-30.187032713035684,150100.0,-60.55962691538974,41.76470588233575,-8.36,-45.94,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,-37.87,92.25,4.06,141.84,14.06,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.74,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,8,1,7,7,,-29.05,,14.18,-23.48,,-0.85,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-27,4.25,0,0,6,0,0,0,5,1,12,D,17
403870.KQ,403870,HPSP,30862,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,37500.0,43067.5,50793.333333333336,47935.416666666664,41881.0,-10.460590721329481,83500.0,-55.08982035928144,39.7959183673307,-28.84,-31.57,daily_close,NXT 미확인,2026-07-27 23:09 KST,,,-16.35,35.96,33.27,30.0,11.79,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,1.33,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,68000.0,,,81.33,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,20,15,19,19,,-6.21,28.0,6.15,7.42,7.14,91.71,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-27,4.25,0,0,20,0,0,0,5,3,28,D,18
087010.KQ,087010,펩트론,30056,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,128200.0,143080.0,213293.33333333334,247950.83333333334,258003.0,-50.31065530245772,386000.0,-66.78756476683938,30.78431372548738,-23.23,-54.7,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,,,6.01,,18.6,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-23,2025.0,OFS,11011.0,OpenDART,,,8,2,7,7,,,,14.06,-23.48,,32.29,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-27,4.25,0,0,0,0,0,0,3,1,4,D,19
145020.KQ,145020,휴젤,29898,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,244500.0,244575.0,252916.66666666666,255454.16666666666,250427.5,-2.366952511205838,388000.0,-36.98453608247423,48.83720930231922,-3.17,-8.77,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,3.3,21.91,57.69,16.0,2.47,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,378462.0,,,54.79,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,,8,1,7,7,4.85,22.87,,14.18,-23.48,,-82.58,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-27,4.25,8,3,16,0,12,2,5,5,51,C,20
214150.KQ,214150,클래시스,29616,우량기업부,미용의료기기,KOSDAQ,주권,KRX,45600.0,46267.5,47747.5,53280.833333333336,53578.5,-14.891234357064867,75600.0,-39.682539682539684,49.999999999948905,0.88,-24.75,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,32.76,30.47,70.82,17.0,5.55,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.19,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,72563.0,,,59.13,,,Naver/FnGuide,,KRW,2026-07-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,1,2,2,0.52,32.57,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-27,4.25,8,0,20,20,15,10,5,5,83,A,21
108490.KQ,108490,로보티즈,29468,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,200000.0,215320.0,278940.0,273907.5,258329.5,-22.579496340913447,405000.0,-50.617283950617285,44.31554524361661,-13.79,-42.53,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,,691.83,7.57,451.0,7.56,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,4.0,,,398000.0,,,99.0,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,,20,15,19,19,,,28.0,6.15,8.9,1510.71,22.93,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-27,4.25,0,0,0,0,0,0,5,3,8,D,22
095340.KQ,095340,ISC,29039,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,137600.0,151675.0,193656.66666666666,199995.0,157966.0,-12.892647784966385,271000.0,-49.22509225092251,41.55005382130698,-25.22,-42.79,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,2.68,60.46,31.76,32.0,5.08,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.62,31.0,850.0,173.95,OpenDART,12.31,5.0,True,5.0,OpenDART,,4.0,,,291429.0,,,111.79,,,Naver/FnGuide,,KRW,2026-07-24,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,11.94,91.78,,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-27,4.25,0,0,12,0,15,2,5,3,37,D,23
095610.KQ,095610,테스,27510,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,142900.0,172855.0,145888.33333333334,108485.0,83017.75,72.13186336656919,217500.0,-34.29885057471264,45.28107271789255,-22.04,61.47,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,33.69,92.12,8.68,27.0,6.15,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,655.21,361.46,525.24,853.69,-328.45,0.59,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,196250.0,,,37.33,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11014,OpenDART,2025.0,11011,20,15,19,19,0.8,504.31,30.0,7.35,7.42,-10.0,-16.33,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-27,4.25,0,0,16,16,15,10,5,5,67,B,24
347850.KQ,347850,디앤디파마텍,27044,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,59000.0,75765.0,80360.0,80608.33333333333,79942.9,-26.197323339533586,111200.0,-46.94244604316547,36.650868878348916,-24.07,-27.87,daily_close,NXT 미확인,2026-07-27 23:09 KST,,,,,5.78,,34.67,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-27,2025.0,CFS,11011,OpenDART,,,9,2,8,8,,,,15.43,-16.02,,124.69,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-27,4.25,0,0,0,0,0,0,5,3,8,D,25
084370.KQ,084370,유진테크,25734,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,113200.0,149050.0,147966.66666666666,135332.5,114491.5,-1.1280313385709857,206500.0,-45.181598062953995,35.15111695137654,-34.41,-16.76,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,-32.89,30.03,36.58,28.0,5.3,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.2,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,156667.0,,,38.4,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011,OpenDART,2025.0,11011,20,15,19,19,,31.84,30.0,7.35,7.42,-6.67,-27.89,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-27,4.25,0,0,6,0,15,0,5,3,29,D,26
080220.KQ,080220,제주반도체,25487,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,74000.0,83880.0,89110.0,66155.0,48636.05,52.150513867799695,134000.0,-44.776119402985074,41.80064308681045,-25.4,26.71,daily_close,NXT 미확인,2026-07-27 23:09 KST,,,102.29,22.3,0.76,21.38,7.76,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-24,2025.0,CFS,11011.0,OpenDART,,,5,2,4,4,0.21,53.63,,3.67,2.73,,111.44,반도체 제조업,반도체 제조업,2026-07-27,4.25,4,0,16,20,15,10,5,5,75,A,27
178320.KQ,178320,서진시스템,25332,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,39800.0,43915.0,59902.5,51733.333333333336,41392.0,-3.8461538461538463,80800.0,-50.742574257425744,41.312272174955574,-18.53,-20.87,daily_close,NXT 미확인,2026-07-27 23:09 KST,,,,15.93,17.62,,2.63,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,72250.0,,,81.53,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011.0,OpenDART,,,1,0,0,0,,,,,,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-07-27,4.25,0,3,0,0,0,0,5,3,11,D,28
257720.KQ,257720,실리콘투,25181,우량기업부,화장품 유통,KOSDAQ,주권,KRX,38800.0,35920.0,37118.333333333336,39781.666666666664,41263.0,-5.969027942708965,61800.0,-37.2168284789644,52.989130434742286,27.63,-14.06,nxt_web_latest,NXT 체결가,2026-07-27 22:59 KST,,,31.11,14.49,7.11,11.0,5.11,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,-26.02,-80.12,1202.03,2495.92,-1293.89,0.79,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,55500.0,,,43.04,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11014,OpenDART,2025.0,11011,1,0,0,0,0.35,103.34,,,,,,상품 종합 도매업,상품 종합 도매업,2026-07-27,4.25,12,0,20,20,15,10,5,5,87,S,29
