yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
028260.KS,028260,삼성물산,603263,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,372000.0,365475.0,391000.0,366545.8333333333,328285.0,13.316173446852583,535000.0,-30.467289719626166,51.999999999995836,7.05,-13.29,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,15.35,12.4,31.0,22.0,0.57,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.75,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,503333.0,,,35.3,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,1.43,2025.0,11011.0,1,0,0,0,9.45,,,,,,기타 전문 도매업,기타 전문 도매업,2026-09-03,4.25,4,10,6,10,8,8,5,5,56,B,11
012450.KS,012450,한화에어로스페이스,539868,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,1047000.0,1115500.0,1047066.6666666666,1194675.0,1153540.0,-9.23591726338055,1537000.0,-31.880286271958358,33.726415094338506,3.97,3.05,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,-38.13,15.96,45.47,23.0,4.49,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.67,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1658889.0,,,58.44,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011,OpenDART,,2025.0,11011,2,1,1,1,34.11,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-09-03,4.25,4,0,16,0,15,0,3,5,43,C,12
055550.KS,055550,신한지주,537520,,금융지주회사,KOSPI,주권,KRX,114500.0,107175.0,103866.66666666667,99905.83333333333,93507.5,22.450070849931826,114500.0,0.0,65.863453815224,10.52,13.14,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,15.39,5.95,62.09,9.0,0.89,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.26,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,19.65,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.58,2025.0,11011.0,17,16,16,15,9.58,8.5,1.0,9.17,5.88,-11.0,기타 금융업,기타 금융업,2026-09-03,4.25,12,8,6,20,8,8,1,0,63,B,13
034020.KS,034020,두산에너빌리티,507324,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,79200.0,79585.0,80223.33333333333,94401.66666666667,91026.0,-12.991892426339726,136400.0,-41.935483870967744,47.911547911531436,2.86,-14.19,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,-24.14,284.35,23.91,165.0,6.46,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,129000.0,,,62.88,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,,1,0,0,0,23.18,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-03,4.25,0,0,0,0,12,0,5,5,22,D,14
000270.KS,000270,기아,497386,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,127400.0,132555.0,140693.33333333334,150277.5,146304.5,-12.921338714803715,206000.0,-38.15533980582524,38.317757009333256,-4.21,-22.46,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,-21.72,5.03,39.34,6.0,0.85,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,5.34,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,216600.0,,,70.02,,,Naver/FnGuide,,KRW,2026-08-25,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,-6.31,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-09-03,4.25,15,8,12,0,0,0,5,5,45,C,15
329180.KS,329180,HD현대중공업,456581,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,435000.0,475650.0,525425.0,559583.3333333334,561890.0,-22.582711918702948,745000.0,-41.61073825503356,30.817610062890367,-14.54,-28.92,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,124.28,179.12,14.05,15.0,4.47,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.3,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,871059.0,,,100.24,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.12,2025.0,11011.0,3,2,2,2,651.55,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-09-03,4.25,8,0,16,20,15,10,3,5,77,A,16
068270.KS,068270,셀트리온,435226,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,187100.0,194805.0,181871.66666666666,184862.06666666668,188674.465,-0.8344875921603894,236861.0,-21.008523986641954,22.909090909079254,-1.68,10.06,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,148.85,65.74,25.43,28.0,2.38,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,274621.0,,,46.78,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,0.19,2025.0,11011.0,2,1,1,1,15.32,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-03,4.25,0,3,6,20,12,10,1,5,57,B,17
006400.KS,006400,삼성SDI,434356,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,539000.0,509050.0,475016.6666666667,508825.0,438782.5,22.83990359688456,712000.0,-24.297752808988765,60.970464135017494,25.64,4.66,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,-70.17,22.94,26.02,67.0,1.84,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.95,,,699600.0,,,29.8,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,,3,1,2,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-09-03,4.25,0,3,0,0,0,0,3,5,11,D,18
034730.KS,034730,SK,395139,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,545000.0,550550.0,610441.6666666666,528533.3333333334,435627.5,25.106886043695585,858000.0,-36.48018648018648,48.43749999999734,-3.02,-8.25,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,,11.73,30.11,4.0,0.81,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.47,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,850800.0,,,56.11,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011,OpenDART,,2025.0,11011,17,16,16,15,,9.0,1.0,9.17,-55.56,-19.0,기타 금융업,기타 금융업,2026-09-03,4.25,15,8,6,0,0,0,5,5,39,D,19
086790.KS,086790,하나금융지주,382743,,기타 금융,KOSPI,주권,KRX,139500.0,131940.0,127140.0,122362.5,114200.0,22.15411558669002,139500.0,0.0,62.91793313067232,8.48,17.23,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,9.62,4.94,68.15,9.0,0.82,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,2.94,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,164737.0,,,18.09,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.94,2025.0,11011.0,17,16,16,15,10.23,8.5,1.0,8.91,5.88,-18.0,기타 금융업,기타 금융업,2026-09-03,4.25,12,8,6,16,8,5,3,0,58,B,20
012330.KS,012330,현대모비스,380390,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,423500.0,484500.0,504225.0,498587.5,455967.5,-7.1205732864732685,768000.0,-44.85677083333333,26.541554959783525,-15.81,-28.82,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,-8.74,7.12,37.67,9.0,0.73,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.53,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,735200.0,,,73.6,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011,OpenDART,,2025.0,11011,1,0,0,0,4.5,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-09-03,4.25,12,10,6,0,4,0,3,5,40,C,21
066570.KS,066570,LG전자,325280,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,199700.0,199435.0,194573.33333333334,179349.16666666666,147978.0,34.95249293813945,392500.0,-49.12101910828026,45.41778975740383,11.25,-19.48,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,161.86,28.06,29.74,16.0,1.38,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.68,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,233235.0,,,16.79,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.1,2025.0,11011.0,2,1,1,1,16.18,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-09-03,4.25,8,6,0,20,12,10,5,3,64,B,22
035420.KS,035420,NAVER,315558,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,207500.0,217375.0,211301.66666666666,213366.66666666666,227860.0,-8.935311155972967,290500.0,-28.57142857142857,34.42622950818881,-9.39,-19.26,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,3.89,24.18,36.02,17.0,1.05,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.27,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,325783.0,,,57.0,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011,OpenDART,4.37,2025.0,11011,2,1,1,1,41.51,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-09-03,4.25,8,8,6,0,15,2,3,5,47,C,23
000810.KS,000810,삼성화재,313425,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,702000.0,648700.0,645450.0,576183.3333333334,546622.5,28.425009947450025,730000.0,-3.8356164383561646,68.12749003983683,10.2,7.18,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,-0.74,9.42,57.93,14.0,1.19,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,2.78,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.88,,,775000.0,,,10.4,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,4,3,3,3,6.39,8.0,0.68,6.51,75.0,75.0,보험업,보험업,2026-09-03,4.25,8,8,12,0,4,0,1,0,33,D,24
010120.KS,010120,LS ELECTRIC,288150,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,192100.0,203210.0,209310.0,211949.16666666666,170923.0,12.389789554360735,318500.0,-39.686028257456826,38.08487486397679,-9.39,-12.48,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,20.11,26.34,18.71,58.0,14.49,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,297500.0,,,54.87,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2.88,2025.0,11011.0,4,3,3,3,17.98,27.0,10.49,29.21,114.81,38.13,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-03,4.25,0,0,12,0,12,8,5,5,42,C,25
005490.KS,005490,POSCO홀딩스,271006,,"열연코일,냉연강판,후판,선재,스테인리스 제조",KOSPI,주권,KRX,342000.0,329450.0,326575.0,363625.0,352492.5,-2.9766590778527204,535000.0,-36.074766355140184,58.12807881772598,7.89,-6.17,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,-38.15,27.33,32.33,14.0,0.43,1.18,68.64,-4.94,-15.94,-36.54,20079 -> 13073 -> 8085,690949.0,18271.0,5044.0,2.64,0.73,45719.1,-16728.84,70498.0,428147.47,-357649.47,2.92,115.0,10000.0,7562.08,OpenDART,-5.9,5.0,True,5.0,OpenDART,,4.0,,,510222.0,,,49.19,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,-36.54,,,,,,1차 철강 제조업,1차 철강 제조업,2026-09-03,4.25,8,10,0,0,0,0,3,5,26,D,26
042660.KS,042660,한화오션,265047,,선박 제조,KOSPI,주권,KRX,86500.0,88580.0,94325.0,109654.16666666667,116578.5,-25.80106966550436,149900.0,-42.29486324216144,44.26229508195028,-5.88,-15.36,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,135.85,27.59,10.37,14.0,3.58,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,4.0,,,141050.0,,,63.06,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.1,,,3,2,2,2,131.76,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-09-03,4.25,8,0,20,20,15,10,5,5,83,A,27
010130.KS,010130,고려아연,255485,,"연,아연괴 제조,판매",KOSPI,주권,KRX,1224000.0,1257250.0,1138033.3333333333,1330291.6666666667,1392400.0,-12.094225797184716,2115000.0,-42.12765957446808,49.30015552099426,11.78,0.99,daily_close,NXT 미확인,2026-09-04 00:11 KST,,,319.09,54.23,27.53,21.0,2.25,8.48,82.36,37.63,70.27,21.41,26127 -> 9190 -> 38514,165879.0,12319.0,7702.0,7.43,4.64,-6282.11,-15712.09,34510.7,92115.02,-57604.32,1.63,52.6,20000.0,4078.65,OpenDART,0.0,5.0,True,5.0,OpenDART,,4.0,,,1558833.0,,,27.36,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,0.07,2025.0,11011.0,1,0,0,0,21.41,,,,,,1차 비철금속 제조업,1차 비철금속 제조업,2026-09-03,4.25,4,3,6,20,12,10,5,5,65,B,28
