yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
COST,COST,코스트코 홀세일,397.56987821,2026-09-24,Naver exchange listing (USD),896.47998046875,912.7459899902344,934.4216623942058,965.2382461547852,960.2336471557617,-6.639391035281025,1094.3199462890625,-18.078804694294902,32.7612907019266,-6.24,-4.17,daily_close,일봉 종가,2026-09-25 15:26 KST,,,45.5,44.93,74.46,48.21748,25.752724,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.66,27.01,5.88,,yfinance,13.18,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,65.22,4.0,35.0,-1.45,1077.31,1315.0,740.0,20.17,-0.24,Finnhub,yfinance,,,2026-09-25,,,,,1.06,13.4,25.77,8.53,36.83,6,5,4,4,87.11,201.91,2026-09-24,5.16,0,0,20,10,8,10,3,5,56,B,29
BAC,BAC,뱅크오브아메리카,391.803690891,2026-09-24,Naver exchange listing (USD),56.029998779296875,60.251999855041504,61.29249979654948,57.30233313242594,55.28999996185303,1.3383954023411195,64.80999755859375,-13.547290711373671,11.0987106047331,-9.96,-1.67,daily_close,일봉 종가,2026-09-25 15:26 KST,56.1,0.1249352529505889,34.1,11.79,71.33,14.481482,1.5901582,11.2,,16.8,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,2.28,25.87,1.28,,yfinance,7.89,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,79.31,4.46,21.0,0.0,69.0,79.0,62.0,23.15,6.52,Finnhub,yfinance,,,2026-09-16,,,,,0.42,11.22,15.93,2.78,14.66,17,16,16,16,-9.09,-42.8,2026-09-24,5.16,8,6,12,20,8,10,1,5,70,A,30
LRCX,LRCX,램 리서치,384.35575836,2026-09-24,Naver exchange listing (USD),307.1600036621094,296.5989990234375,311.70066630045574,309.0194989522298,270.1698992919922,13.691423236657208,433.3299865722656,-29.11637477668883,55.80464541065812,-1.83,-29.12,daily_close,일봉 종가,2026-09-25 15:26 KST,305.92,-0.40369958566396624,34.8,38.34,88.84,54.319443,31.391592,65.07,33.049,30.0,38.96,40.93,2.9 -> 4.15 -> 5.76,23232690000.0,8199795000.0,7265396000.0,35.29,31.27,5857657000.0,4891252000.0,5579171000.0,3734563000.0,1844608000.0,0.34,18.06,1.04,,yfinance,14.96,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.37,4.54,31.0,2.44,371.19,500.0,290.0,20.85,4.6,Finnhub,yfinance,,,2026-09-16,,,,,1.56,40.93,36.6,14.97,35.18,33,31,30,31,48.41,109.7,2026-09-24,5.16,0,0,20,5,15,10,3,5,58,B,31
KO,KO,코카콜라,379.054588308,2026-09-24,Naver exchange listing (USD),88.0999984741211,88.26049995422363,86.69066645304362,82.87675005594889,79.51175006866455,10.801231765166685,91.98999786376953,-4.228719947802633,45.33507768952962,-2.2,8.4,daily_close,일봉 종가,2026-09-25 15:26 KST,,,18.2,23.92,68.33,25.768024,10.516888,43.37,124.943,12.1,6.34,10.94,2.47 -> 2.46 -> 3.04,47941000000.0,14911000000.0,13107000000.0,31.1,27.34,7408000000.0,5296000000.0,10270000000.0,45492000000.0,-35222000000.0,2.41,64.78,2.12,,yfinance,5.04,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Beverages - Non-Alcoholic,82.86,4.25,23.0,0.51,88.3,98.0,75.0,0.23,1.67,Finnhub,yfinance,,,2026-09-16,,,,,1.42,10.94,26.16,8.53,29.72,6,5,4,4,-1.5,23.29,2026-09-24,5.16,0,0,20,10,8,8,5,0,51,C,32
AMAT,AMAT,어플라이드 머티어리얼즈,376.363587343,2026-09-24,Naver exchange listing (USD),474.25,451.67750091552733,508.3606653849284,486.7111661275228,420.33279960632325,12.827264597046604,723.0,-34.405255878284926,62.10380178244223,-1.15,-34.41,daily_close,일봉 종가,2026-09-25 15:26 KST,471.27,-0.6283605693199827,42.8,18.74,86.24,36.60138,13.137096,41.07,28.666,24.8,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,0.45,16.48,2.12,,yfinance,20.39,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,86.67,4.54,35.0,0.0,640.89,900.0,358.0,35.14,3.45,Finnhub,yfinance,,,2026-09-25,,,,,0.86,3.34,39.22,15.51,35.18,33,31,30,31,-6.68,-15.3,2026-09-24,5.16,0,0,20,16,4,10,3,5,58,B,33
CAT,CAT,캐터필러,370.153204367,2026-09-24,Naver exchange listing (USD),805.25,803.4969970703125,850.145332845052,866.8884155273438,788.4811990356445,2.1267217258781357,1064.9000244140625,-24.382572867056616,51.9028765151257,-2.03,-24.38,daily_close,일봉 종가,2026-09-25 15:26 KST,804.94,-0.03849736106798453,68.2,19.57,73.49,34.965263,19.084919,56.97,232.783,24.0,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.81,26.01,6.52,,yfinance,8.12,10.0,False,10.0,yfinance dividend history,Industrials,Farm & Heavy Construction Machinery,52.94,3.86,26.0,0.0,975.61,1225.0,575.0,21.16,16.74,Finnhub,yfinance,,,2026-09-25,,,,,0.51,-3.31,34.42,8.68,29.69,8,6,7,6,1.58,119.87,2026-09-24,5.16,0,0,20,20,0,10,5,5,60,B,34
MRK,MRK,머크 앤 코,365.092058991,2026-09-24,Naver exchange listing (USD),147.97999572753906,147.85399932861327,137.50333302815756,127.2121665318807,121.41375003814697,21.880755417772075,156.4499969482422,-5.413871131940786,38.0088245344751,-3.34,15.16,daily_close,일봉 종가,2026-09-25 15:26 KST,148.1937,0.14441429830449307,8.01,197.24,83.06,119.33871,8.71188,6.96,128.408,5.1,9.33,621.11,0.14 -> 6.74 -> 7.28,65011000000.0,22107000000.0,18254000000.0,34.01,28.08,16472000000.0,12360000000.0,14565000000.0,49339000000.0,-34774000000.0,2.3,268.8,3.4,,yfinance,5.42,10.0,False,10.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,72.22,4.25,26.0,2.78,153.65,186.0,105.0,3.83,21.09,Finnhub,yfinance,,,2026-09-25,,,,,14.9,621.11,30.97,5.64,18.06,12,11,10,10,285.34,54.47,2026-09-24,5.16,0,0,6,0,15,5,5,0,31,D,35
HSBC,HSBC,HSBC 홀딩스 ADR,343.421671838,2026-09-24,Naver exchange listing (USD),100.16999816894531,103.51549987792968,102.54299977620443,97.00524978637695,91.38904987335205,9.608315556143758,107.86000061035156,-7.129614683747946,32.079780352314074,-3.36,5.34,daily_close,일봉 종가,2026-09-25 15:26 KST,,,-3.23,8.05,2.49,14.602858,8.114308,13.1,,25.4,,2.6,5.7 -> 6.2 -> 6.0,71020000000.0,,22285000000.0,,31.38,29766000000.0,25105000000.0,307737000000.0,256139000000.0,51598000000.0,3.74,53.57,3.75,,yfinance,3.57,10.0,True,10.0,yfinance dividend history,Financial Services,Banks - Diversified,45.45,3.33,3.0,-6.93,106.08,115.24,101.0,5.9,4.13,Finnhub,yfinance,,,2026-09-23,,,,,,2.6,15.93,2.65,14.66,17,16,16,16,-8.33,206.2,2026-09-24,5.16,8,0,12,0,0,0,3,0,23,D,36
DELL,DELL,델테크놀로지,340.808350255,2026-09-24,Naver exchange listing (USD),536.02001953125,524.6450042724609,464.628667195638,378.8850827534994,280.79799980163574,90.89168010808869,588.4000244140625,-8.902107870402162,53.71794492100696,15.57,24.23,daily_close,일봉 종가,2026-09-25 15:26 KST,,,272.9,14.58,77.9,31.057714,-245.70978,,,57.7,26.89,38.18,4.55 -> 6.38 -> 8.68,113538000000.0,8446000000.0,5936000000.0,7.44,5.23,11185000000.0,8552000000.0,11528000000.0,31503000000.0,-19975000000.0,0.47,13.44,2.52,,yfinance,26.83,4.0,False,4.0,yfinance dividend history,Technology,Computer Hardware,71.43,4.17,25.0,-2.1,570.48,735.0,465.0,6.43,28.35,Finnhub,yfinance,,,2026-09-16,,,,,0.11,38.18,39.22,15.02,36.64,33,31,31,32,-20.81,,2026-09-24,5.16,0,0,0,20,15,10,5,0,50,C,37
PG,PG,P&G(프록터 & 갬블),338.366902412,2026-09-24,Naver exchange listing (USD),145.67999267578125,145.73500061035156,146.4558339436849,146.03575070699057,147.47890060424805,-1.2197730801466167,179.6999969482422,-18.93155528670348,45.46781876214606,0.47,-0.65,daily_close,일봉 종가,2026-09-25 15:26 KST,,,-15.5,23.67,71.92,21.75189,6.265743,30.29,64.49,1.5,-3.44,4.87,6.02 -> 6.51 -> 6.62,87032000000.0,19748000000.0,16046000000.0,22.69,18.44,19556000000.0,15147000000.0,9942000000.0,35026000000.0,-25084000000.0,2.99,64.33,4.35,,yfinance,5.0,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,56.76,3.8,23.0,-2.7,160.61,186.0,143.0,10.25,-0.48,Finnhub,yfinance,,,2026-09-23,,,,,,4.87,26.16,9.78,36.26,6,5,4,4,-16.85,-35.93,2026-09-24,5.16,4,0,20,0,4,0,5,5,38,D,38
UNH,UNH,유나이티드헬스 그룹,336.607043573,2026-09-24,Naver exchange listing (USD),375.010009765625,386.04949951171875,404.55199839274087,389.1844156901042,355.18399932861325,5.581898529913474,625.25,-40.022389481707314,26.162883988215867,-6.48,-9.77,daily_close,일봉 종가,2026-09-25 15:26 KST,,,61.5,25.05,89.7,24.634993,3.4558425,14.15,69.211,0.4,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,2.47,57.52,9.28,,yfinance,10.9,10.0,False,10.0,yfinance dividend history,Healthcare,Healthcare Plans,79.41,4.42,25.0,0.0,481.72,529.0,380.0,28.46,10.15,Finnhub,yfinance,,,2026-09-16,,,,,0.4,-25.54,33.34,6.95,17.74,12,11,10,10,-26.11,-50.28,2026-09-24,5.16,4,0,12,20,0,10,3,5,54,C,39
GE,GE,GE 에어로스페이스,331.791740407,2026-09-24,Naver exchange listing (USD),319.7799987792969,325.15999908447264,348.2546671549479,331.1041674296061,323.0836004638672,-1.0225222449629647,381.2200012207031,-16.11667862249343,35.26245915043391,-9.77,-14.44,daily_close,일봉 종가,2026-09-25 15:26 KST,,,19.4,275.66,80.94,36.886147,18.485384,48.23,113.225,21.1,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.59,19.58,1.88,,yfinance,93.3,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,87.5,4.45,21.0,0.0,401.0,455.0,347.0,25.4,9.05,Finnhub,yfinance,,,2026-09-24,,,,,1.9,-1.32,34.42,8.68,29.69,8,6,7,6,7.16,112.97,2026-09-24,5.16,0,0,20,5,0,8,5,5,43,C,40
ARM,ARM,암 홀딩스 ADR,327.17112,2026-09-24,Naver exchange listing (USD),306.3399963378906,265.27949981689454,270.8596661885579,270.2752077738444,210.97812480926513,45.19988582457894,439.4599914550781,-30.291721136301692,66.853478421137,22.02,-13.6,daily_close,일봉 종가,2026-09-25 15:26 KST,,,108.3,228.79,96.21,326.16162,39.957924,13.35,5.62,22.4,9.27,71.2,0.29 -> 0.61 -> 0.85,4920000000.0,908000000.0,904000000.0,18.46,18.37,1524000000.0,949000000.0,2751000000.0,457000000.0,2294000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,60.0,4.05,40.0,-2.22,288.7,500.0,125.0,-5.76,8.29,Finnhub,yfinance,,,2026-09-22,,,,,3.01,71.2,36.6,14.97,38.1,33,31,30,31,791.15,166.92,2026-09-24,5.16,0,0,12,0,15,10,1,5,43,C,41
SMFG,SMFG,스미토모 미쓰이 파이낸셜그룹 ADR,322.229530306,2026-09-24,Naver exchange listing (USD),25.510000228881836,26.485500049591064,25.843833255767823,24.053166643778482,22.678600006103515,12.484898635790142,27.559999465942383,-7.438313776434791,32.111697994553936,0.35,8.18,daily_close,일봉 종가,2026-09-25 15:26 KST,,,35.0,0.08,2.12,15.205882,1.6857057,8.57,,24.8,,,180.89 -> 247.13,5791568000000.0,,1582973000000.0,,27.33,-10283139000000.0,-10760659000000.0,73696930000000.0,32550785000000.0,41146145000000.0,2.31,34.12,0.59,,yfinance,,2.0,True,2.0,yfinance dividend history,Financial Services,Banks - Diversified,88.89,,1.0,0.0,28.86,28.86,28.86,13.13,13.58,Finnhub,yfinance,,,2026-09-24,,,,,0.43,,15.93,2.78,14.66,17,16,16,16,-4.55,-39.36,2026-09-24,5.16,8,6,6,20,0,10,3,0,53,C,42
PANW,PANW,팔로 알토 네트웍스,318.95456,2026-09-24,Naver exchange listing (USD),389.9200134277344,361.1810012817383,353.65449981689454,292.3917495727539,244.3220500946045,59.592641465128736,396.0,-1.5353501445115214,76.76330473571515,14.92,14.34,daily_close,일봉 종가,2026-09-25 15:26 KST,388.88,-0.26672481327433323,-56.04,116.13,85.21,326.74783,11.041372,4.83,7.698,31.1,81.74,58.11,0.64 -> 3.64 -> 1.6,9221500000.0,1242900000.0,1133900000.0,13.48,12.3,3716000000.0,3469800000.0,2268600000.0,338200000.0,1930400000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,79.37,4.36,50.0,0.0,347.17,434.0,203.0,-10.96,4.94,Finnhub,yfinance,,,2026-09-22,,,,,,58.11,36.6,15.51,38.1,33,31,30,31,792.75,-28.81,2026-09-24,5.16,0,0,0,0,15,0,1,0,16,D,43
MS,MS,모간스탠리,308.333574445,2026-09-24,Naver exchange listing (USD),196.32000732421875,209.38200149536132,213.890833791097,206.49199994405112,193.5211496734619,1.4462799830816937,228.5500030517578,-14.1019449998608,19.97696005781144,-8.3,-6.08,daily_close,일봉 종가,2026-09-25 15:26 KST,,,62.4,15.32,63.21,16.443182,2.9878614,17.97,517.282,28.0,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,2.34,32.31,4.6,,yfinance,9.28,10.0,False,10.0,yfinance dividend history,Financial Services,Capital Markets,60.61,3.72,21.0,0.0,236.43,262.0,184.0,20.43,15.27,Finnhub,yfinance,,,2026-09-24,,,,,0.26,40.39,15.34,2.65,13.1,17,16,16,16,7.19,12.75,2026-09-24,5.16,8,3,16,20,15,10,1,5,78,A,44
NFLX,NFLX,넷플릭스,298.637753563,2026-09-24,Naver exchange listing (USD),71.72000122070312,77.18050041198731,75.49266649881999,81.62949968973795,84.84089981079102,-15.465298717186668,133.91299438476562,-46.44283659684768,26.632521599082878,-11.96,0.45,daily_close,일봉 종가,2026-09-25 15:26 KST,,,11.1,37.65,84.05,25.0283,10.991575,49.54,55.236,13.4,27.92,45.02,1.2 -> 1.98 -> 2.53,45183036000.0,13326603000.0,10981201000.0,29.49,24.3,10149273000.0,9461053000.0,9033681000.0,14462836000.0,-5429155000.0,,0.0,0.0,,yfinance,,,,,,Communication Services,Entertainment,75.86,4.24,45.0,-1.73,93.42,135.0,70.0,30.26,-7.14,Finnhub,yfinance,,,2026-09-16,,,,,2.25,45.02,18.79,3.43,18.34,8,7,7,7,33.2,220.45,2026-09-24,5.16,0,0,20,0,15,5,3,3,46,C,45
PM,PM,필립 모리스 인터내셔널,298.474473569,2026-09-24,Naver exchange listing (USD),191.5,189.09049911499022,188.66949996948242,181.31233380635578,176.72334999084472,8.36145874889809,200.1699981689453,-4.3313175042484415,59.73693787673285,-1.34,5.85,daily_close,일봉 종가,2026-09-25 15:26 KST,,,-7.5,19.77,84.42,26.161201,-34.773926,,,10.4,11.42,20.26,5.02 -> 4.53 -> 7.26,40648000000.0,14933000000.0,11348000000.0,36.74,27.92,12233000000.0,10664000000.0,4872000000.0,48835000000.0,-43963000000.0,3.34,80.73,6.4,,yfinance,3.82,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Tobacco,74.07,4.31,15.0,0.0,208.13,230.0,175.0,8.68,2.23,Finnhub,yfinance,,,2026-09-25,,,,,,20.26,25.77,9.04,30.29,6,5,5,5,1.52,,2026-09-24,5.16,0,0,0,0,12,0,3,0,15,D,46
HD,HD,홈디포,291.504954925,2026-09-24,Naver exchange listing (USD),292.17999267578125,310.3610015869141,330.78133188883464,328.04924926757815,341.01159912109375,-14.31963210963165,431.3699951171875,-32.266964326898396,19.389893467044644,-12.74,-17.15,daily_close,일봉 종가,2026-09-25 15:26 KST,292.44,0.08898875033762696,4.6,22.88,76.79,20.751421,17.548347,104.3,380.261,5.7,-2.95,-2.96,15.11 -> 14.91 -> 14.23,164683000000.0,20890000000.0,14156000000.0,12.68,8.6,16325000000.0,12646000000.0,1389000000.0,65350000000.0,-63961000000.0,3.19,64.8,9.32,,yfinance,6.58,10.0,False,10.0,yfinance dividend history,Consumer Cyclical,Home Improvement Retail,60.87,4.06,32.0,0.0,377.19,425.0,310.0,29.1,-0.69,Finnhub,yfinance,,,2026-09-25,,,,,4.51,-2.96,21.21,10.28,9.38,6,5,4,4,-2.16,70.7,2026-09-24,5.16,4,0,20,0,0,2,1,5,32,D,47
RY,RY,로열 뱅크 오브 캐나다,276.626594265,2026-09-24,Naver exchange listing (USD),199.5,205.2244987487793,208.61516571044922,197.4359992980957,185.4066497039795,7.601318678980482,217.8699951171875,-8.431631490745975,20.085713400816076,-3.72,-3.61,daily_close,일봉 종가,2026-09-25 15:26 KST,199.5,0.0,12.8,9.71,49.68,17.639257,2.8877428,16.21,,8.9,,,-,66532000000.0,,20362000000.0,,30.6,55220000000.0,52977000000.0,87388000000.0,545439000000.0,-458051000000.0,2.54,41.49,5.07,,yfinance,-5.51,10.0,True,10.0,yfinance dividend history,Financial Services,Banks - Diversified,75.0,3.87,3.0,-3.26,208.8,226.33,183.93,4.66,1.98,Finnhub,yfinance,,,2026-09-25,,,,,1.38,,15.34,2.65,13.1,17,16,16,16,14.99,8.97,2026-09-24,5.16,8,3,16,10,0,5,1,0,43,C,48
BABA,BABA,알리바바 그룹 홀딩 ADR,274.984540527,2026-09-24,Naver exchange listing (USD),110.62999725341797,111.99849929809571,116.05083312988282,120.70249996185302,132.37719978332518,-16.42820860805562,189.33999633789062,-41.57071966136996,47.523089140218076,-7.68,15.26,daily_close,일봉 종가,2026-09-25 15:26 KST,,,-79.4,2.74,10.15,24.72893,1.6210505,6.36,23.928,8.6,-59.43,18.6,31.28 -> 53.6 -> 44.0,1023670000000.0,59665000000.0,103592000000.0,5.83,10.12,76213000000.0,-50724000000.0,131530000000.0,281722000000.0,-150192000000.0,0.95,24.04,1.05,,yfinance,,3.0,False,3.0,yfinance dividend history,Consumer Cyclical,Internet Retail,91.49,4.67,39.0,0.0,186.08,238.27,95.22,68.2,-42.69,Finnhub,yfinance,,,2026-09-23,,,,,,18.6,20.75,15.93,21.48,6,5,4,4,19.18,-89.82,2026-09-24,5.16,4,6,6,0,12,0,5,5,38,D,49
SHEL,SHEL,쉘 ADR,274.13042033,2026-09-24,Naver exchange listing (USD),95.5999984741211,94.3984992980957,89.87149963378906,87.99316647847493,84.52994995117187,13.096007426177062,98.94999694824219,-3.3855468190397002,60.54157374510041,4.93,23.29,daily_close,일봉 종가,2026-09-25 15:26 KST,,,220.0,9.54,13.33,10.568282,1.4784913,14.34,40.2,44.7,-8.04,2.6,5.7 -> 5.06 -> 6.0,266886000000.0,27582000000.0,17837000000.0,10.33,6.68,42863000000.0,23916000000.0,29630000000.0,75643000000.0,-46013000000.0,3.26,32.71,3.12,,yfinance,24.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,56.0,3.81,15.0,-4.0,100.08,120.6,83.0,4.69,0.62,Finnhub,yfinance,,,2026-09-24,,,,,0.05,2.6,19.05,2.04,12.58,4,3,3,3,-44.52,-27.52,2026-09-24,5.16,12,6,12,20,0,10,3,0,63,B,50
NVS,NVS,노바티스 ADR,272.885629579,2026-09-24,Naver exchange listing (USD),143.57000732421875,146.14849929809571,152.11899973551434,150.93816630045572,150.37959938049318,-4.528268518021964,168.6199951171875,-14.85588217195684,21.44532508177322,-8.87,-8.39,daily_close,일봉 종가,2026-09-25 15:26 KST,,,-17.0,17.94,7.27,20.939577,6.3424225,30.35,116.85,0.8,21.31,0.35,7.1 -> 5.87 -> 7.15,56674000000.0,17644000000.0,13984000000.0,31.13,24.67,19144000000.0,15244000000.0,11435000000.0,35376000000.0,-23941000000.0,3.3,71.6,4.74,,yfinance,5.96,9.0,False,9.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,47.06,3.42,11.0,0.0,156.56,185.0,130.0,9.05,-1.64,Finnhub,yfinance,,,2026-09-22,,,,,,0.35,33.34,6.24,13.83,12,11,10,10,-37.19,1.64,2026-09-24,5.16,4,0,20,0,0,0,1,5,30,D,51
GS,GS,골드만삭스,268.835649292,2026-09-24,Naver exchange listing (USD),923.2899780273438,993.6770050048829,1030.3873352050782,1004.5546671549479,959.026501159668,-3.726333223233262,1152.0699462890625,-19.858166511386127,20.84137101355654,-11.26,-8.71,daily_close,일봉 종가,2026-09-25 15:26 KST,923.0788,-0.02287234047475979,92.3,14.24,75.84,14.661674,2.6225455,16.9,725.381,42.5,38.6,49.8,22.87 -> 40.54 -> 51.32,58283000000.0,,17176000000.0,,29.47,-45154000000.0,-47218000000.0,164259000000.0,386150000000.0,-221891000000.0,2.17,26.25,20.0,,yfinance,15.87,10.0,False,10.0,yfinance dividend history,Financial Services,Capital Markets,46.88,3.4,20.0,0.0,1141.65,1325.0,730.0,23.65,17.17,Finnhub,yfinance,,,2026-09-23,,,,,0.16,49.8,15.93,2.78,13.1,17,16,16,16,-7.96,-5.66,2026-09-24,5.16,8,3,16,20,15,10,1,5,78,A,52
CRWD,CRWD,크라우드 스트라이크 홀딩스,265.885160422,2026-09-24,Naver exchange listing (USD),259.6700134277344,229.03900222778321,209.0959164937337,176.30052083333334,149.49127494812012,73.70245421871677,262.489990234375,-1.074317845081518,75.60725735590509,37.26,36.11,daily_close,일봉 종가,2026-09-25 15:26 KST,,,-712.5,790.54,76.4,5884.5005,47.236607,1.46,15.958,25.8,,,-,4812005000.0,-293292000.0,-162502000.0,-6.1,-3.38,1612349000.0,1241490000.0,5230125000.0,820077000.0,4410048000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,73.77,4.3,50.0,-1.64,234.09,300.0,119.0,-9.85,1.13,Finnhub,yfinance,,,2026-09-25,,,,,,,36.6,14.97,38.1,33,31,30,31,15977.87,215.54,2026-09-24,5.16,0,0,0,0,0,0,1,0,1,D,53
ANET,ANET,아리스타 네트웍스,259.433910094,2026-09-24,Naver exchange listing (USD),205.6999969482422,196.31649932861328,187.14300028483072,172.6318332672119,156.6530498123169,31.309283282187938,210.5,-2.280286485395635,63.21838883726157,1.71,21.09,daily_close,일봉 종가,2026-09-25 15:26 KST,,,35.7,40.21,73.33,59.62222,16.006989,31.48,,37.7,30.95,29.3,1.65 -> 2.23 -> 2.75,9005700000.0,3856100000.0,3511400000.0,42.82,38.99,4371900000.0,4252400000.0,1963900000.0,43964000.0,1919936000.0,,0.0,0.0,,yfinance,,,,,,Technology,Computer Hardware,94.29,4.74,28.0,0.17,241.04,289.0,185.0,17.18,7.0,Finnhub,yfinance,,,2026-09-25,,,,,1.67,29.3,36.6,14.97,38.1,33,31,30,31,62.9,6.93,2026-09-24,5.16,0,0,20,5,15,10,3,0,53,C,54
SNDK,SNDK,샌디스크,256.763288534,2026-09-24,Naver exchange listing (USD),1753.6199951171875,1649.146240234375,1552.645576985677,1502.2456202189128,1100.1499227142333,59.398274627038695,2335.0,-24.898501279777836,59.850234605387065,16.96,-22.87,daily_close,일봉 종가,2026-09-25 15:26 KST,1753.99,0.02109949041655305,-144.49,,80.93,25.574686,17.200575,91.64,1.277,371.6,2359.17,,-,20248000000.0,12468000000.0,11433000000.0,61.58,56.46,11671000000.0,11494000000.0,4762000000.0,177000000.0,4585000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Computer Hardware,84.85,4.48,24.0,0.98,2136.54,3600.0,1000.0,21.84,43.43,Finnhub,yfinance,,,2026-09-24,,,,,,,39.22,14.97,35.18,33,31,30,31,-34.79,14.9,2026-09-24,5.16,0,0,20,0,0,0,3,5,28,D,55
AZN,AZN,아스트라제네카,255.239711942,2026-09-24,Naver exchange listing (USD),164.55999755859375,163.12700119018555,166.79566701253256,177.20816713968912,182.68990005493163,-9.923866886394123,209.47999572753906,-21.44357412884936,49.63754430526512,-1.03,-13.22,daily_close,일봉 종가,2026-09-25 15:26 KST,,,2.5,37.45,64.95,23.90597,4.9394026,21.96,64.225,6.4,30.01,31.02,3.81 -> 4.5 -> 6.54,58739000000.0,13327000000.0,10225000000.0,22.69,17.41,14575000000.0,8670000000.0,5711000000.0,29149000000.0,-23438000000.0,1.94,47.41,3.2,,yfinance,2.58,9.0,False,9.0,yfinance dividend history,Healthcare,Drug Manufacturers - General,80.0,4.55,11.0,-2.86,212.9,240.0,184.0,29.38,0.65,Finnhub,yfinance,,,2026-09-23,,,,,9.56,31.02,33.34,6.95,13.83,12,11,10,10,-28.3,-28.93,2026-09-24,5.16,4,0,20,0,15,2,5,5,51,C,56
GEV,GEV,GE 버노바,254.359223198,2026-09-24,Naver exchange listing (USD),955.0399780273438,930.9650024414062,993.300835164388,1009.0500803629558,908.6360986328125,5.106981712960037,1174.8599853515625,-18.71031527713835,52.41456554343407,0.2,-18.71,daily_close,일봉 종가,2026-09-25 15:26 KST,,,32.8,47.81,81.65,26.525528,20.945095,82.58,28.364,21.9,194.9,,5.58 -> 17.69,38068000000.0,1389000000.0,4884000000.0,3.65,12.83,4987000000.0,3710000000.0,8848000000.0,1172000000.0,7676000000.0,0.21,5.73,2.0,,yfinance,,2.0,False,2.0,yfinance dividend history,Industrials,Specialty Industrial Machinery,83.33,4.46,33.0,1.93,1237.34,1450.0,940.0,29.56,-3.82,Finnhub,yfinance,,,2026-09-22,,,,,0.81,,34.72,8.68,29.69,8,6,7,6,-23.6,141.3,2026-09-24,5.16,0,0,20,16,0,10,5,5,56,B,57
