yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
141080.KQ,141080,리가켐바이오,44571,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,118100.0,169295.5,-30.24031944145001,213500.0,-44.68384074941452,43.874891398778324,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,483.55,9.44,-129.0,11.81,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-69.68,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-08,4.25,0,0,0,0,0,0,5,5,10,D,11
000250.KQ,000250,삼천당제약,44334,중견기업부,"하메론, 아토로우",KOSDAQ,주권,KRX,183200.0,376817.0,-51.38223593946133,1184000.0,-84.52702702702702,29.444444444442155,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,1036.5,7.44,512.61,17.54,1.94,54.36,9.91,226.92,,-,2318.0,85.0,120.0,3.67,5.18,97.93,-497.95,959.44,1976.38,-1016.94,0.03,22.1,50.0,11.63,OpenDART,-75.0,2.0,True,,,,,,,,,,,2025.0,11011.0,2.0,OpenDART,108.15,6.76,1.96,7,373.98,159.47,,,,,의약품 제조업,의약품 제조업,2026-07-08,4.25,0,0,0,0,0,0,3,1,4,D,12
319660.KQ,319660,피에스케이,43855,우량기업부,"드라이스트립, 드라이클리닝",KOSDAQ,주권,KRX,139600.0,69935.25,99.61321365119879,211500.0,-33.995271867612296,44.12770809577755,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-0.73,10.42,23.99,40.0,10.81,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.0,885.0,785.0,19.36,17.17,617.31,431.97,1194.22,1069.62,124.6,0.49,25.1,680.0,196.97,OpenDART,3.18,5.0,True,,,,,,,,,,22.31,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-58.38,-11.18,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-08,4.25,0,0,16,0,12,0,5,5,38,D,13
039030.KQ,039030,이오테크닉스,42502,우량기업부,레이저 마커 및 레이저 응용기기,KOSDAQ,주권,KRX,327500.0,360045.0,-9.039147884292241,612000.0,-46.48692810457516,25.74404761904654,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,33.53,50.01,27.12,44.0,7.58,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3809.0,808.0,576.0,21.21,15.12,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,3.0,True,,,,,,,,,1.31,24.98,,,3.0,OpenDART,96.1,12.17,7.15,21,-54.21,-37.72,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-08,4.25,0,0,6,10,12,10,3,3,44,C,14
222800.KQ,222800,심텍,39187,중견기업부,반도체용 인쇄회로기판,KOSDAQ,주권,KRX,97700.0,68656.0,42.303658820787696,157300.0,-37.8893833439288,41.4615958240076,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,,13.49,43.0,9.85,-32.1,181.13,14.55,,,-,14106.0,119.0,-1646.0,0.84,-11.67,-1986.12,-2550.05,539.84,10439.64,-9899.8,0.1,,100.0,37.33,OpenDART,-33.13,5.0,True,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,49.52,5.95,5.05,7,-13.17,65.55,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-08,4.25,0,0,0,0,0,0,5,5,10,D,15
087010.KQ,087010,펩트론,37401,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,154200.0,268807.0,-42.63542244063584,386000.0,-60.05181347150259,35.75418994413154,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,,5.34,,31.06,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,97.08,22.77,-33.24,8,,36.41,OpenDART,2025.0,OFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-08,4.25,0,0,0,0,0,0,5,1,6,D,16
347850.KQ,347850,디앤디파마텍,36508,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,82200.0,78419.26,4.8211880601780805,111200.0,-26.07913669064748,35.51609322973921,daily_close,NXT 미확인,2026-07-08 22:20 KST,,,,,6.89,,54.29,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,39.38,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-08,4.25,0,0,0,0,0,0,5,5,10,D,17
214450.KQ,214450,파마리서치,33974,우량기업부,재생의약품,KOSDAQ,주권,KRX,321500.0,398100.0,-19.241396634011554,711000.0,-54.78199718706048,57.360406091366485,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,65.07,24.5,8.1,20.0,6.08,26.88,44.21,53.18,70.02,37.82,7481 -> 8608 -> 14209,5363.0,2144.0,1683.0,39.98,31.38,1831.62,1473.8,1756.63,3200.1,-1443.47,1.15,25.9,3700.0,427.91,OpenDART,57.58,5.0,False,,,,,,,,,0.31,37.82,2025.0,11011.0,5.0,OpenDART,21.42,7.81,-4.21,3,-6.63,-22.15,,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-08,4.25,4,0,20,20,15,10,3,3,75,A,18
440110.KQ,440110,파두,32415,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,64700.0,49878.15,29.71611818000467,128300.0,-49.57131722525332,27.38780207134195,daily_close,NXT 미확인,2026-07-08 22:20 KST,,,,,27.45,,123.65,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,,,,,,,,,,,,26.33,29.39,-19.3,5,,320.72,OpenDART,2025.0,CFS,11011,반도체 제조업,반도체 제조업,2026-07-08,4.25,0,0,0,0,0,0,3,3,6,D,19
214370.KQ,214370,케어젠,31852,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,57600.0,85044.5,-32.27075237081763,150100.0,-61.625582944703524,40.6360424028168,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-37.87,92.25,3.65,175.17,17.37,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,0.76,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,,,,,,,,,,-29.05,2025.0,11011.0,4.0,OpenDART,97.08,22.77,-33.24,8,80.44,-23.72,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-08,4.25,0,0,6,0,0,0,5,1,12,D,20
403870.KQ,403870,HPSP,31479,우량기업부,고압 수소 어닐링 장비,KOSDAQ,주권,KRX,38250.0,41334.25,-7.461729679382111,83500.0,-54.191616766467064,26.155580608785428,daily_close,NXT 미확인,2026-07-08 22:20 KST,,,-16.35,35.96,31.72,35.0,13.93,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1730.0,899.0,727.0,51.97,42.02,1002.05,977.76,939.41,614.76,324.65,1.31,55.66,500.0,404.37,OpenDART,49.38,4.0,True,,,,,,,,,,-6.21,2025.0,11011.0,4.0,OpenDART,96.1,12.17,7.15,21,-63.58,14.46,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-08,4.25,0,0,20,0,0,0,3,3,26,D,21
214150.KQ,214150,클래시스,31052,우량기업부,미용의료기기,KOSDAQ,주권,KRX,45900.0,54081.0,-15.127309036445332,75600.0,-39.285714285714285,53.919239904952256,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,32.76,30.47,70.5,18.0,5.99,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,2.18,49.4,1000.0,651.53,OpenDART,97.29,5.0,False,,,,,,,,,0.55,32.57,2025.0,11011.0,5.0,OpenDART,22.0,13.09,19.41,3,-18.18,-54.24,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-08,4.25,8,0,20,20,15,10,5,5,83,A,22
084370.KQ,084370,유진테크,30982,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,126500.0,109985.5,15.015161089416331,206500.0,-38.7409200968523,38.83808499192822,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-32.89,30.03,36.77,51.0,9.75,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.18,12.3,230.0,52.02,OpenDART,-3.93,5.0,True,,,,,,,,,,31.84,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-46.93,-19.88,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-08,4.25,0,0,6,0,15,0,5,5,31,D,23
310210.KQ,310210,보로노이,29528,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,158900.0,233025.5,-31.810037957219272,363500.0,-56.286107290233836,36.26302083333002,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,,6.53,,37.57,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-3.54,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-08,4.25,0,0,0,0,0,0,5,3,8,D,24
145020.KQ,145020,휴젤,29468,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,234000.0,255105.0,-8.273064032457224,388000.0,-39.69072164948454,45.8483754512589,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,3.3,21.91,57.97,19.0,2.95,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,,,,,,5.76,22.87,,,,,97.08,22.77,-33.24,8,-80.43,-87.04,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-08,4.25,4,3,16,0,12,2,5,5,47,C,25
095340.KQ,095340,ISC,29124,우량기업부,반도체테스트소켓,KOSDAQ,주권,KRX,127100.0,153764.5,-17.34112880411278,271000.0,-53.09963099630997,24.999999999996845,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,2.68,60.46,24.79,40.0,6.44,10.6,15.85,26.19,34.15,91.78,720 -> 2579 -> 2648,2202.0,601.0,563.0,27.29,25.57,417.12,353.78,798.71,851.6,-52.89,0.67,31.0,850.0,173.95,OpenDART,43.58,5.0,True,,,,,,,,,14.93,91.78,2025.0,11011.0,5.0,OpenDART,21.95,4.03,13.58,2,,,,,,,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-08,4.25,0,0,12,0,15,2,1,3,33,D,26
108490.KQ,108490,로보티즈,28501,기술성장기업부,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",KOSDAQ,주권,KRX,182500.0,253127.3,-27.901889681594987,405000.0,-54.93827160493827,18.812463256906142,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,691.83,7.25,440.0,10.33,2.49,1.79,29.67,,,-,389.0,33.0,53.0,8.48,13.62,70.75,46.35,310.38,56.29,254.09,,,,,,,,,,,,,,,,,,,,,,,96.1,12.17,7.15,21,357.86,-15.12,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-08,4.25,0,0,0,0,0,0,1,3,4,D,27
178320.KQ,178320,서진시스템,27751,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,43600.0,40322.75,8.12754586430737,80800.0,-46.03960396039604,19.053398058245946,daily_close,NXT 미확인,2026-07-08 22:20 KST,,,,15.93,17.17,,4.05,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,,,,,,,,,,,,,4.05,-12.63,1,,,OpenDART,2025.0,CFS,11011,기타 전기장비 제조업,기타 전기장비 제조업,2026-07-08,4.25,0,0,0,0,0,0,1,3,4,D,28
095610.KQ,095610,테스,26271,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,126000.0,75174.5,67.61002733639731,213000.0,-40.845070422535215,39.511941848387565,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,33.69,92.12,9.44,42.0,9.21,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.67,26.4,850.0,150.74,OpenDART,11.0,5.0,True,,,,,,,,,1.25,504.31,2025.0,11011.0,5.0,OpenDART,96.1,12.17,7.15,21,-56.3,-24.32,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-08,4.25,0,0,16,10,15,10,5,5,61,B,29
080220.KQ,080220,제주반도체,25969,우량기업부,"모바일용 LP DDR SDRAM, CRAM, SRAM",KOSDAQ,주권,KRX,75400.0,45048.85,67.37386192988278,134000.0,-43.73134328358209,29.565217391300337,daily_close,NXT 미확인,2026-07-08 22:20 KST,,,102.29,22.3,1.59,31.42,11.4,19.21,47.94,86.2,273.96,53.63,486 -> 567 -> 1147,3022.0,359.0,395.0,11.88,13.07,255.55,228.3,772.3,1088.84,-316.54,,,,,,,,,,,,,,,,,0.31,53.63,,,,,26.33,29.39,-19.3,5,19.33,-61.21,OpenDART,2025.0,CFS,11011,반도체 제조업,반도체 제조업,2026-07-08,4.25,0,0,16,20,15,10,3,5,69,B,30
131290.KQ,131290,티에스이,25385,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,219500.0,110877.75,97.96577762445577,276000.0,-20.47101449275362,45.232273838627705,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-10.0,1517.12,10.87,42.38,7.17,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.21,12.4,450.0,49.78,OpenDART,-3.45,4.0,True,,,,,,,,,,1672.52,2025.0,11011.0,4.0,OpenDART,39.19,7.64,13.56,2,,,,,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-07-08,4.25,0,0,12,0,15,0,5,5,37,D,31
237690.KQ,237690,에스티팜,25089,우량기업부,원료의약품,KOSDAQ,주권,KRX,116600.0,126777.5,-8.027844057502318,168700.0,-30.88322465915827,44.785276073610014,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,52.02,53.05,12.63,40.0,4.48,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.43,18.3,500.0,100.76,OpenDART,0.0,5.0,False,,,,,,,,,0.77,61.23,2025.0,11011.0,5.0,OpenDART,108.15,6.76,1.96,7,-63.01,-33.73,,,,,의약품 제조업,의약품 제조업,2026-07-08,4.25,0,0,12,16,15,10,5,5,63,B,32
031980.KQ,031980,피에스케이홀딩스,25055,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,115100.0,81926.0,40.492639699240776,166500.0,-30.87087087087087,48.4848484848437,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-4.32,11.02,6.77,27.0,7.04,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.94,25.4,1080.0,232.87,OpenDART,39.25,4.0,False,,,,,,,,,,46.54,2025.0,11011.0,4.0,OpenDART,96.1,12.17,7.15,21,-71.9,-42.15,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-08,4.25,0,0,16,0,15,0,5,5,41,C,33
226950.KQ,226950,올릭스,24793,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,116000.0,141274.0,-17.89005761852853,207000.0,-43.96135265700483,45.337159253940925,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,,8.46,,25.72,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,229.93,38.95,-26.84,8,,-33.97,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-08,4.25,0,0,0,0,0,0,5,5,10,D,34
319400.KQ,319400,현대무벡스,24168,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,21700.0,23559.95,-7.8945413721166675,46350.0,-53.182308522114354,20.443349753680494,daily_close,NXT 미확인,2026-07-08 22:20 KST,,,-56.77,99.75,1.54,282.78,18.05,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.0,182.0,113.0,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.23,48.8,50.0,55.07,OpenDART,13.62,5.0,False,,,,,,,,,,65.83,2025.0,11011.0,5.0,OpenDART,152.39,14.14,25.58,2,,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-08,4.25,0,0,6,0,15,0,1,3,25,D,35
