yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
030530.KQ,030530,원익홀딩스,12002,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,15540.0,19190.0,25884.166666666668,29750.833333333332,29501.2,-47.32417664366195,48700.0,-68.09034907597535,30.542531815108674,-37.59,-50.03,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,137.36,6.3,70.4,1.34,2.78,51.37,-3.49,-101.31,,-,6230.0,-4.0,504.0,-0.06,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,2,1,1,1,,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-20,4.56,0,6,0,0,0,0,3,1,10,D,62
082920.KQ,082920,비츠로셀,11946,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,26550.0,35090.0,47064.166666666664,37964.416666666664,29248.985,-9.227619351577502,64100.0,-58.58034321372855,16.790123456778517,-39.11,-53.83,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,10.56,11.12,33.02,24.0,5.52,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.98,20.5,260.0,116.83,OpenDART,14.74,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,2,1,1,1,2.27,,,,,,23.31,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-20,4.56,4,0,16,0,12,5,1,3,41,C,63
043260.KQ,043260,성호전자,11871,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,16590.0,24102.0,36709.0,35443.416666666664,23106.32,-28.201461764573498,53200.0,-68.8157894736842,27.906110283144912,-56.51,-68.28,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,871.74,6.42,5.07,3.15,2.25,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,412.36,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,10,7,9,9,0.0,4.23,8.6,-46.81,28.0,-88.75,101.28,전자부품 제조업,전자부품 제조업,2026-07-20,4.56,15,3,20,0,15,10,3,1,67,B,64
039200.KQ,039200,오스코텍,11707,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,30250.0,33675.0,41117.5,46562.916666666664,47135.75,-35.82365826363217,62000.0,-51.20967741935484,23.255813953466742,-18.57,-42.92,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,5847.83,547.23,13.26,19.28,5.99,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,75000.0,,,147.93,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,4.2,7.59,42.62,38.0,-49.26,,의약품 제조업,의약품 제조업,2026-07-20,4.56,4,0,20,0,0,10,1,3,38,D,65
078600.KQ,078600,대주전자재료,11244,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,72800.0,87450.0,123806.66666666667,113840.0,96519.0,-24.574436121385425,182800.0,-60.17505470459519,26.156583629886725,-34.77,-44.0,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-43.95,667.76,16.15,146.78,5.7,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.14,6.7,100.0,15.14,OpenDART,0.0,4.0,False,4.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,10,7,9,9,,4.21,9.7,35.39,19.58,649.64,444.67,전자부품 제조업,전자부품 제조업,2026-07-20,4.56,0,0,6,0,15,0,3,1,25,D,66
127120.KQ,127120,제이에스링크,11186,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,32200.0,36087.5,37820.0,36598.333333333336,29821.7,7.975065137131683,48900.0,-34.151329243353786,40.338164251180444,-10.31,-26.57,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,,2.95,,13.41,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,28.92,-18.83,-53.63,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-20,4.56,0,0,0,0,0,0,5,5,10,D,67
218410.KQ,218410,RFHIC,11139,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,43050.0,56645.0,80150.0,74250.0,57178.25,-24.709133280574346,112500.0,-61.73333333333333,26.844919786088226,-41.11,-57.29,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,11.66,23.8,30.25,25.0,3.05,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.93,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,132600.0,,,208.01,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,2.14,,,,,,28.82,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-20,4.56,4,0,6,0,15,5,3,1,34,D,68
458870.KQ,458870,씨어스,10923,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,29100.0,33890.0,36330.0,43476.78333333333,39655.465,-26.61793273638324,63034.0,-53.83443855696925,30.851063829768847,-10.19,-35.04,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,102.08,4.94,20.0,22.15,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,68400.0,,,135.05,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-20,4.56,4,0,20,0,0,0,3,3,30,D,69
003380.KQ,003380,하림지주,10730,우량기업부,지주사업,KOSDAQ,주권,KRX,9580.0,9834.0,11240.0,12992.0,11332.9,-15.467356104792241,19610.0,-51.14737378888322,40.23668639036589,-6.26,-30.33,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,772.77,17.26,9.29,4.26,0.29,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.25,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,72.23,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.01,,,,,,148.93,기타 금융업,기타 금융업,2026-07-20,4.56,15,10,6,20,15,10,5,3,84,A,70
195940.KQ,195940,HK이노엔,10581,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,37500.0,39802.5,44440.0,48148.333333333336,48680.5,-22.96710181694929,57600.0,-34.89583333333333,34.11078717198383,-6.95,-27.04,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,22.91,20.56,13.87,12.0,0.82,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.09,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,64182.0,,,71.15,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.52,5.18,9.66,-84.17,38.0,-68.42,26.83,의약품 제조업,의약품 제조업,2026-07-20,4.56,12,8,6,20,15,8,3,5,77,A,71
166090.KQ,166090,하나머티리얼즈,10541,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,54900.0,57455.0,66953.33333333333,64320.0,55895.5,-1.7810020484654399,81100.0,-32.30579531442663,41.11570247932695,-14.88,-23.22,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,20.8,21.83,22.77,20.98,2.1,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.55,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,106000.0,,,93.08,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,1.01,6.66,2.98,-68.47,,,5.86,반도체 제조업,반도체 제조업,2026-07-20,4.56,4,3,6,10,4,8,5,5,45,C,72
031330.KQ,031330,에스에이엠티,10299,우량기업부,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",KOSDAQ,주권,KRX,10300.0,11735.0,12399.666666666666,8775.75,6756.075,52.45538274811929,18860.0,-45.387062566277834,39.09574468077828,-37.5,50.58,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,39.34,6.2,9.36,3.46,1.43,16.55,183.14,30.01,68.99,51.79,329 -> 544 -> 758,37566.0,1139.0,758.0,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.23,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.09,,,,,,51.79,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2026-07-20,4.56,15,6,16,20,15,10,5,3,90,S,73
323280.KQ,323280,태성,9772,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,33400.0,39812.5,56634.166666666664,60771.25,51150.25,-34.702176431200236,89700.0,-62.76477146042363,30.37542662114589,-26.35,-43.58,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,103.42,5.1,,8.33,-3.0,34.71,-35.98,-141.67,,-,379.0,-25.0,-25.0,-6.6,-6.6,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,20,16,19,19,,8.2,8.9,1.59,38.92,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-20,4.56,0,0,0,0,0,0,3,1,4,D,74
376900.KQ,376900,로킷헬스케어,9746,기술성장기업부,장기 재생 플랫폼,KOSDAQ,주권,KRX,57300.0,42722.5,56785.833333333336,72326.25,64251.65,-10.819410863378607,147900.0,-61.257606490872206,62.146341463397654,37.41,-42.47,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,,1.57,,77.89,8.69,376.27,100.0,,,-,262.0,5.0,-28.0,1.91,-10.69,-172.3,-177.66,310.55,434.75,-124.2,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-15,2025.0,CFS,11011.0,OpenDART,,,4,2,3,3,,5.58,4.81,1295.88,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-07-20,4.56,0,0,6,0,0,0,3,1,10,D,75
252990.KQ,252990,샘씨엔에스,9333,우량기업부,세라믹 STF(다층 세라믹 기판),KOSDAQ,주권,KRX,15500.0,12805.0,13270.0,11768.75,9863.7,57.1418433245131,16320.0,-5.0245098039215685,62.77915632747072,8.32,16.37,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,337.29,46.34,8.73,35.08,4.21,9.7,52.36,46.34,182.69,,59 -> 258,780.0,147.0,151.0,18.85,19.36,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-14,2025.0,OFS,11011.0,OpenDART,,,10,7,9,9,0.1,4.23,8.6,-0.47,19.58,79.16,,전자부품 제조업,전자부품 제조업,2026-07-20,4.56,0,0,6,20,0,10,3,0,39,D,76
347700.KQ,347700,스피어,9243,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,17930.0,21104.0,32989.666666666664,36887.916666666664,26604.3,-32.604879662310225,53100.0,-66.23352165725048,45.427059712749966,-28.99,-59.25,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,-98.98,1590.82,9.9,22.75,9.28,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,178.86,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-20,4.56,4,0,0,0,0,0,5,1,10,D,77
036540.KQ,036540,SFA반도체,9226,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5610.0,5648.75,7320.25,7093.208333333333,6039.5,-7.111515853961421,11010.0,-49.04632152588556,43.3518005538485,-17.5,-23.47,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,23.78,8.79,,2.0,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,6.66,9.64,-69.97,20.98,,,반도체 제조업,반도체 제조업,2026-07-20,4.56,0,3,0,0,0,0,5,3,11,D,78
475830.KQ,475830,오름테라퓨틱,9122,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,42450.0,51537.5,66389.16666666667,87677.08333333333,80262.0,-47.110712416834865,143700.0,-70.45929018789144,18.43749999999193,-31.53,-50.64,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,,7.34,,8.67,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,18.5,-9.41,-53.14,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-20,4.56,0,0,0,0,0,0,1,1,2,D,79
491000.KQ,491000,리브스메드,8964,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,35850.0,36730.0,50173.333333333336,62944.166666666664,,,91300.0,-60.73384446878423,44.46130500756836,-9.7,-40.35,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,,6.03,,5.4,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,120000.0,,,234.73,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-07-20,4.56,0,0,0,0,0,0,5,1,6,D,80
388210.KQ,388210,씨엠티엑스,8631,벤처기업부,반도체 장비용 소모성 부품,KOSDAQ,주권,KRX,90900.0,87865.0,111373.33333333333,123642.5,,,164400.0,-44.70802919708029,45.66145092459972,-12.0,-40.7,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,247.81,,7.99,13.0,4.23,-35.89,51.01,47.75,119.49,,891 -> 3099,1606.0,518.0,-215.0,32.25,-13.39,361.94,350.56,929.82,930.4,-0.58,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,10,7,9,9,0.05,4.21,9.7,0.48,28.0,-53.57,,전자부품 제조업,전자부품 제조업,2026-07-20,4.56,8,0,0,20,0,10,5,5,48,C,81
101490.KQ,101490,에스앤에스텍,8448,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,40800.0,49615.0,69305.0,78400.83333333333,68279.0,-40.245170550242385,105100.0,-61.17982873453853,25.993883792037792,-32.45,-60.88,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,91.27,24.46,14.54,19.58,3.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.49,7.2,200.0,41.66,OpenDART,18.92,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,10,7,9,9,0.21,4.23,8.6,-14.89,28.0,-30.07,50.19,전자부품 제조업,전자부품 제조업,2026-07-20,4.56,4,0,20,20,15,10,3,1,73,A,82
437730.KQ,437730,삼현,8434,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,27300.0,34032.5,46448.333333333336,50370.833333333336,46096.75,-40.77673588702023,73200.0,-62.704918032786885,33.21100917429487,-38.17,-46.26,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,19.27,100.86,2.34,170.59,7.23,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,8.85,,,,,,-5.72,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-20,4.56,0,0,6,0,0,8,3,1,18,D,83
086450.KQ,086450,동국제약,8299,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,18400.0,18876.0,20522.5,20725.75,19688.75,-6.545616151355469,29900.0,-38.46153846153847,45.57926829258566,0.88,-27.84,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,7.91,13.15,15.63,11.68,1.28,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.09,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,1.48,5.18,7.59,-75.29,38.0,-69.26,18.31,의약품 제조업,의약품 제조업,2026-07-20,4.56,12,6,12,10,12,5,5,5,67,B,84
241710.KQ,241710,코스메카코리아,8277,우량기업부,"화장품 OEM, ODM",KOSDAQ,주권,KRX,78300.0,77330.0,76686.66666666667,80072.5,75708.0,3.4236804564907275,103000.0,-23.980582524271846,55.7553956834392,21.02,-8.21,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,6.16,15.61,21.66,14.0,3.73,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.0,835.0,578.0,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,2.27,,,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-20,4.56,8,0,16,0,15,5,3,5,52,C,85
204270.KQ,204270,제이앤티씨,8243,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,14250.0,17473.0,18801.666666666668,19178.416666666668,20452.85,-30.327558262051497,29450.0,-51.61290322580645,34.716981132038796,-32.14,-25.9,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,39.18,2.85,,4.03,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,10,8,9,9,,4.23,9.7,-4.73,23.79,,,전자부품 제조업,전자부품 제조업,2026-07-20,4.56,0,0,0,0,0,0,3,3,6,D,86
293490.KQ,293490,카카오게임즈,8204,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,7650.0,8030.5,9640.333333333334,11831.583333333334,13372.4,-42.792617630343095,23500.0,-67.4468085106383,47.18614718586121,-13.17,-38.7,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,,,5.12,,0.61,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,3,2,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-20,4.56,0,10,0,0,0,0,5,1,16,D,87
099320.KQ,099320,쎄트렉아이,8125,우량기업부,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조",KOSDAQ,주권,KRX,75100.0,84615.0,126313.33333333333,151766.66666666666,118505.75,-36.627547608449376,214000.0,-64.90654205607477,39.765319426329114,-29.88,-57.43,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,93.35,37.02,11.01,67.64,3.3,6.31,73.42,20.78,,-45.98,4784 -> 722 -> 1396,2069.0,102.0,141.0,4.93,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.13,,100.0,10.95,OpenDART,-10.61,3.0,True,4.0,OpenDART,,4.0,,,160000.0,,,113.05,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,2025.0,11011,1,0,0,0,0.72,,,,,,-45.98,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-20,4.56,0,0,6,16,0,10,5,1,38,D,88
085660.KQ,085660,차바이오텍,8107,중견기업부,"세포치료제 개발, 제대혈 보관 등",KOSDAQ,주권,KRX,8790.0,10363.0,13046.333333333334,16182.0,14986.2,-41.346038355286865,23850.0,-63.14465408805031,16.78160919534828,-26.32,-50.62,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,,8.35,,1.95,-37.19,214.81,21.37,,,-,12683.0,-488.0,-1467.0,-3.85,-11.57,-725.23,-2245.89,2375.58,17383.27,-15007.69,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,8,2,7,7,,18.5,-9.41,-89.46,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-20,4.56,0,3,0,0,0,0,1,1,5,D,89
083450.KQ,083450,GST,7961,우량기업부,"GasScrubber,Chiller",KOSDAQ,주권,KRX,44350.0,48297.5,52952.5,41459.166666666664,35337.5,25.50406791651928,66500.0,-33.308270676691734,37.849162011158384,-18.62,2.78,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,0.82,8.6,22.55,18.21,3.15,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3472.0,592.0,456.0,17.05,13.13,415.92,286.86,718.89,816.55,-97.66,1.47,25.68,650.0,116.27,OpenDART,21.32,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,20,15,19,19,22.21,8.33,7.42,-62.18,39.0,-53.31,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-20,4.56,4,0,16,0,8,2,5,5,40,C,90
019210.KQ,019210,와이지-원,7922,우량기업부,"엔드밀, 탭, 드릴",KOSDAQ,주권,KRX,21300.0,21528.5,18142.666666666668,14481.75,10800.15,97.21948306273525,26700.0,-20.224719101123593,50.82742316781506,-5.75,54.24,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,50.78,9.18,27.17,17.94,1.82,6.14,170.78,11.2,19.18,-0.37,685 -> 451 -> 680,6394.0,665.0,253.0,10.4,3.96,383.09,-187.32,563.85,7419.77,-6855.92,0.89,27.9,190.0,70.67,OpenDART,1.36,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2025.0,11011.0,1,0,0,0,0.35,,,,,,-0.37,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2026-07-20,4.56,8,3,6,20,0,10,5,5,57,B,91
038500.KQ,038500,삼표시멘트,7791,우량기업부,시멘트 제품,KOSDAQ,주권,KRX,7220.0,8335.5,11634.333333333334,13164.208333333334,9375.275,-22.98892565818069,20200.0,-64.25742574257426,29.512195121850453,-24.71,-54.01,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,-38.34,9.33,4.16,16.75,1.06,5.29,84.0,-14.4,-26.28,9.89,313 -> 613 -> 378,6769.0,766.0,408.0,11.32,6.03,938.53,485.75,822.95,6604.66,-5781.71,1.68,31.84,121.0,129.9,OpenDART,10.37,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,9.89,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-07-20,4.56,8,8,6,0,8,0,3,1,34,D,92
232140.KQ,232140,와이씨,7761,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,9460.0,11671.5,16184.5,17838.25,16366.9,-42.20041669467034,23700.0,-60.08438818565401,28.703703703657197,-34.31,-53.85,daily_close,NXT 미확인,2026-07-20 22:41 KST,,,75.37,55.92,8.34,24.0,2.17,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,20,15,19,19,0.32,8.33,8.9,-73.95,39.0,-38.46,19.34,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-20,4.56,4,3,6,20,12,10,3,1,59,B,93
