yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,157275,우량기업부,바이오시밀러 및 바이오베터,KOSDAQ,주권,KRX,291500.0,234199.25,258823.26666666666,271381.75,307812.92,-5.29962160132849,430123.0,-32.228688072946575,75.47818733710042,20.84,16.57,nxt_web_latest,NXT 체결가,2026-08-06 22:10 KST,,,124.86,282.65,14.84,72.0,38.54,39.42,53.76,109.82,320.87,,901 -> 2026,2159.0,1069.0,1452.0,49.51,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.13,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,537500.0,,,84.39,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011.0,OpenDART,0.58,,2025.0,11011.0,,16.96,-31.49,10,1,9,9,,127.24,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-06,4.25,0,0,20,20,0,10,1,5,56,B,1
086520.KQ,086520,에코프로,113508,중견기업부,"환경소재,화학필터,이차전지소재등",KOSDAQ,주권,KRX,88200.0,78910.0,104248.33333333333,129741.66666666667,118045.0,-25.282731161845057,185000.0,-52.32432432432432,53.06122448978329,13.08,-39.75,nxt_web_latest,NXT 체결가,2026-08-06 22:10 KST,,,,336.78,19.6,171.24,4.77,-8.39,117.92,9.11,,,-,34130.0,2138.0,-1055.0,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.17,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,,,,2,1,1,1,,,기타 금융업,기타 금융업,2026-08-06,4.25,0,0,0,0,0,0,5,3,8,D,2
247540.KQ,247540,에코프로비엠,100276,중견기업부,양극활물질,KOSDAQ,주권,KRX,105800.0,107560.0,151016.66666666666,177737.5,172521.0,-38.67413242445848,246000.0,-56.99186991869919,43.59637774902186,-6.04,-52.34,nxt_web_latest,NXT 체결가,2026-08-06 22:10 KST,,,,364.17,14.8,522.0,5.57,2.29,142.16,-8.5,,,-,25316.0,1433.0,916.0,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.09,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.87,,,190800.0,,,80.34,,,Naver/FnGuide,,KRW,2026-08-05,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,,,,2,1,1,1,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-06,4.25,0,0,0,0,0,0,5,3,8,D,3
277810.KQ,277810,레인보우로보틱스,94962,기술성장기업부,"협동로봇, 천문마운트시스템, 이족보행로봇 등",KOSDAQ,주권,KRX,480500.0,434025.0,568400.0,619400.0,557400.0,-13.796196627197704,880000.0,-45.39772727272727,59.60539979231395,12.14,-44.45,nxt_web_latest,NXT 체결가,2026-08-06 22:10 KST,,,-33.64,3949.62,5.31,,58.46,1.07,7.08,76.68,,,110 -> 73,341.0,-25.0,14.0,-7.33,4.11,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,915000.0,,,90.43,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,,26.0,6.6,8.98,19,15,18,18,,785.76,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-06,4.25,0,0,0,0,0,0,3,3,6,D,4
036930.KQ,036930,주성엔지니어링,62005,우량기업부,LP CVD,KOSDAQ,주권,KRX,133400.0,155225.0,182983.33333333334,130112.91666666667,90602.5,47.23655528269087,250500.0,-46.74650698602794,33.770101250741675,-16.62,-18.56,daily_close,NXT 미확인,2026-08-06 22:18 KST,,,-66.22,32.8,8.47,887.5,9.95,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3107.0,313.0,357.0,10.07,11.49,-306.78,,1643.84,2974.36,-1330.52,0.04,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.0,,,190000.0,,,42.43,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,,3.49,2025.0,11011.0,25.5,6.6,8.98,19,14,18,18,3380.39,50.76,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-06,4.25,0,0,6,0,4,0,3,3,16,D,5
058470.KQ,058470,리노공업,50985,우량기업부,"리노핀, 반도체 소켓 등",KOSDAQ,주권,KRX,67500.0,68065.0,85063.33333333333,97471.66666666667,84478.5,-20.09801310392585,127000.0,-46.8503937007874,44.15584415583077,-2.46,-41.71,nxt_web_latest,NXT 체결가,2026-08-06 22:10 KST,,,34.19,27.95,32.83,26.0,6.88,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.0,1770.0,1520.0,47.52,40.81,1794.69,1192.33,852.03,607.09,244.94,1.19,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,136000.0,,,101.48,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,OFS,11011.0,OpenDART,0.76,17.07,2025.0,11011.0,17.0,3.45,9.15,9,6,8,8,52.94,99.42,전자부품 제조업,전자부품 제조업,2026-08-06,4.25,0,0,20,16,12,10,5,3,66,B,6
028300.KQ,028300,HLB,46885,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,35100.0,32535.0,44216.666666666664,49435.833333333336,49582.25,-29.20853732938703,92500.0,-62.054054054054056,49.73118279566149,-29.94,-37.88,nxt_web_latest,NXT 체결가,2026-08-06 22:10 KST,,,,,19.36,,11.18,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-05,2025.0,CFS,11011.0,OpenDART,,,,,,,,3,2,2,2,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-06,4.25,0,0,0,0,0,0,5,1,6,D,7
298380.KQ,298380,에이비엘바이오,46637,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,83600.0,73675.0,93623.33333333333,131429.16666666666,146108.0,-42.78205163303858,245500.0,-65.94704684317719,58.00415800414112,2.58,-34.53,nxt_web_latest,NXT 체결가,2026-08-06 22:10 KST,,,,,13.69,-68.0,21.33,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,220000.0,,,163.16,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,,,9.81,-9.41,8,2,7,7,,117.43,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-06,4.25,0,0,0,0,0,0,3,1,4,D,8
240810.KQ,240810,원익IPS,45451,우량기업부,반도체 제조용 기계,KOSDAQ,주권,KRX,92600.0,107750.0,125265.0,122965.0,102023.0,-9.23615263224959,183300.0,-49.48172394980906,29.068755439509076,-9.83,-34.6,daily_close,NXT 미확인,2026-08-06 22:18 KST,,,304.73,46.26,14.67,26.0,4.59,9.05,20.06,21.6,596.23,,423 -> 1712,9098.0,738.0,840.0,8.11,9.23,1566.07,1245.35,1072.74,1946.21,-873.47,0.22,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.83,,,176833.0,,,90.96,,,Naver/FnGuide,,KRW,2026-08-06,2025.0,CFS,11011,OpenDART,0.09,,2025.0,11011,27.0,6.88,8.16,19,14,18,18,-3.7,-33.28,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-06,4.25,0,0,6,20,0,10,3,3,42,C,9
087010.KQ,087010,펩트론,41504,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,178200.0,131200.0,198081.66666666666,238561.66666666666,252534.5,-29.435384076235128,386000.0,-53.83419689119171,71.15107913668348,11.1,-35.55,nxt_web_latest,NXT 체결가,2026-08-06 22:10 KST,,,,,5.17,,24.44,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,OFS,11011.0,OpenDART,,,,,,9.81,-23.48,8,2,7,7,,149.13,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-06,4.25,0,0,0,0,0,0,1,3,4,D,10
