yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
105560.KS,105560,KB금융,597648,,-,KOSPI,주권,KRX,168100.0,169820.0,165111.66666666666,159697.5,148059.0,13.53582017979319,186200.0,-9.720730397422127,54.782608695629946,-0.41,10.81,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,18.98,6.51,79.29,9.0,1.03,9.98,1211.73,-4.52,5.87,15.41,11349 -> 12705 -> 15116,812307.0,85177.0,58407.0,10.49,7.19,42263.78,34879.06,290205.64,7370930.44,-7080724.8,2.6,27.0,4367.0,15777.74,OpenDART,14.1,1.0,False,4.0,OpenDART,,4.0,,,224889.0,,,33.78,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,0.47,15.41,2025.0,11011.0,18,17,17,16,8.0,1.09,8.82,12.5,-5.5,기타 금융업,기타 금융업,2026-08-18,4.25,12,8,6,20,12,8,5,0,71,A,11
012450.KS,012450,한화에어로스페이스,590916,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,1135000.0,1003550.0,1054766.6666666667,1217441.6666666667,1146600.0,-1.0116867259724402,1537000.0,-26.154847104749514,73.08347529812431,29.71,-9.13,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,-38.13,15.96,45.55,26.0,5.99,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.62,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1628235.0,,,43.46,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011.0,OpenDART,,34.11,2025.0,11011.0,2,1,1,1,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-08-18,4.25,0,0,16,0,15,0,1,5,37,D,12
000270.KS,000270,기아,535646,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,136400.0,133970.0,147640.0,154795.83333333334,145370.5,-6.170784306306988,206000.0,-33.78640776699029,72.51461988301125,-2.57,-8.7,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,-21.72,5.03,39.24,6.0,0.85,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,4.99,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,217800.0,,,59.68,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,-6.31,2025.0,11011.0,2,1,1,1,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-08-18,4.25,15,8,12,0,0,0,1,5,41,C,13
329180.KS,329180,HD현대중공업,513785,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,481000.0,485100.0,569966.6666666666,571929.1666666666,568957.5,-15.459414806905613,745000.0,-35.43624161073826,59.058823529407874,7.25,-24.37,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,124.28,179.12,13.69,16.0,5.43,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.18,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,865400.0,,,79.92,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,0.13,651.55,2025.0,11011.0,3,2,2,2,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-08-18,4.25,8,0,16,20,15,10,3,5,77,A,14
055550.KS,055550,신한지주,499964,,금융지주회사,KOSPI,주권,KRX,106500.0,104215.0,101773.33333333333,98631.66666666667,91573.5,16.300021294370097,110000.0,-3.1818181818181817,60.76923076919805,4.62,13.3,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,15.39,5.95,62.2,8.0,0.83,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.43,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,28.64,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.52,9.58,2025.0,11011.0,18,17,17,16,8.0,1.09,9.04,0.0,-23.85,기타 금융업,기타 금융업,2026-08-18,4.25,15,8,6,20,8,8,3,0,68,B,15
034020.KS,034020,두산에너빌리티,498997,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,76800.0,72785.0,84785.0,96265.0,91349.5,-15.927290242420595,136400.0,-43.6950146627566,67.9347826086698,18.52,-24.19,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,-24.14,284.35,23.95,158.0,6.21,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,129375.0,,,68.46,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,,23.18,,,1,0,0,0,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-08-18,4.25,0,0,0,0,12,0,1,5,18,D,16
012330.KS,012330,현대모비스,469994,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,509000.0,491275.0,548950.0,496937.5,445987.5,14.128759214103534,768000.0,-33.72395833333333,69.3069306930645,7.72,-4.86,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,-8.74,7.12,37.6,12.0,0.96,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.28,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,737200.0,,,44.83,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011.0,OpenDART,,4.5,2025.0,11011.0,1,0,0,0,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-18,4.25,12,8,6,0,4,0,1,5,36,D,17
068270.KS,068270,셀트리온,454766,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,193700.0,188445.0,179465.98333333334,187082.825,187257.035,3.4407065133761177,236861.0,-18.222079616315053,64.20722135006437,12.22,13.28,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,148.85,65.74,25.53,29.0,2.55,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,275338.0,,,42.15,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011,OpenDART,0.19,15.32,2025.0,11011,2,1,1,1,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-18,4.25,0,3,6,20,12,10,3,5,59,B,18
034730.KS,034730,SK,427765,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,578000.0,555675.0,627008.3333333334,510091.6666666667,417160.0,38.5559497554895,858000.0,-32.634032634032636,56.44736842105055,-0.17,9.89,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,,11.73,29.91,5.0,1.09,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.38,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,855667.0,,,48.04,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,18,17,17,16,8.0,1.03,9.04,-37.5,5.83,기타 금융업,기타 금융업,2026-08-18,4.25,15,8,6,0,0,0,3,5,37,D,19
006400.KS,006400,삼성SDI,393257,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,479500.0,435225.0,491158.3333333333,496641.6666666667,425900.0,12.58511387649683,712000.0,-32.65449438202247,69.48529411764348,19.58,-15.88,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,-70.17,22.94,26.3,59.0,1.69,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.95,,,694842.0,,,44.91,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,,3,1,2,2,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-18,4.25,0,6,0,0,0,0,1,5,12,D,20
086790.KS,086790,하나금융지주,358598,,기타 금융,KOSPI,주권,KRX,130600.0,129145.0,124251.66666666667,120830.0,111562.0,17.06495043115039,136800.0,-4.5321637426900585,62.22222222219457,-2.1,12.98,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,9.62,4.94,68.26,8.0,0.76,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,3.14,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,164737.0,,,26.14,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.83,10.23,2025.0,11011.0,18,17,17,16,8.0,1.09,8.82,0.0,-30.28,기타 금융업,기타 금융업,2026-08-18,4.25,15,10,6,16,8,5,3,0,63,B,21
035420.KS,035420,NAVER,340641,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,214500.0,213405.0,215506.66666666666,215258.33333333334,230580.0,-6.9737184491282855,290500.0,-26.161790017211707,53.54969574035751,15.38,12.01,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,3.89,24.18,35.28,18.0,1.16,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.23,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,330565.0,,,54.11,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011.0,OpenDART,4.63,41.51,2025.0,11011.0,2,1,1,1,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-08-18,4.25,8,8,6,0,15,2,5,5,49,C,22
066570.KS,066570,LG전자,338800,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,202500.0,178660.0,210618.33333333334,171746.66666666666,141186.0,43.427818622242995,392500.0,-48.40764331210191,71.89939288810922,21.11,11.88,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,161.86,28.06,28.72,16.0,1.44,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.67,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,230000.0,,,13.58,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.1,16.18,2025.0,11011.0,2,1,1,1,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-18,4.25,8,6,0,20,12,10,1,3,60,B,23
010120.KS,010120,LS ELECTRIC,313500,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,206000.0,196500.0,218948.33333333334,206327.5,164090.0,25.540861722225607,318500.0,-35.32182103610675,62.69901440484551,14.89,-13.63,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,20.11,26.34,18.31,56.0,14.6,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,300000.0,,,45.63,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2.78,17.98,2025.0,11011.0,4,3,3,3,30.0,11.24,29.21,86.67,29.89,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-18,4.25,0,0,12,0,12,8,3,5,40,C,24
267260.KS,267260,HD현대일렉트릭,282970,,"변압기, 고압차단기, 회전기, 배전반 등",KOSPI,주권,KRX,769000.0,747450.0,900716.6666666666,980016.6666666666,929275.0,-17.247316456377284,1420000.0,-45.84507042253521,58.81057268722286,2.26,-27.86,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,46.07,25.65,34.49,30.0,13.9,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,0.0,False,3.0,OpenDART,,4.0,,,1193929.0,,,55.26,,,Naver/FnGuide,,KRW,2026-08-14,2025.0,CFS,11011.0,OpenDART,0.65,68.14,2025.0,11011.0,4,3,3,3,35.0,11.24,24.41,-14.29,23.67,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-18,4.25,0,0,20,20,15,10,3,3,71,A,25
000810.KS,000810,삼성화재,279493,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,627000.0,626900.0,636900.0,561620.8333333334,534665.0,17.26969223719525,730000.0,-14.10958904109589,54.49735449735046,4.15,15.47,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,-0.74,9.42,58.06,14.0,1.11,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,3.11,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.87,,,736667.0,,,17.49,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,6.39,2025.0,11011.0,3,2,2,2,,,,,,보험업,보험업,2026-08-18,4.25,8,8,12,0,4,0,5,5,42,C,26
042660.KS,042660,한화오션,278529,,선박 제조,KOSPI,주권,KRX,90100.0,87295.0,100755.0,114215.0,119366.0,-24.517869410049762,149900.0,-39.89326217478319,59.39278937379826,8.29,-18.46,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,135.85,27.59,9.97,14.0,4.05,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,4.0,,,141050.0,,,56.55,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.1,131.76,,,3,2,2,2,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-08-18,4.25,8,0,20,20,15,10,3,5,81,A,27
