yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
005930.KS,005930,삼성전자,15697258,,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",KOSPI,주권,KRX,263500.0,245700.0,290375.0,252275.0,201524.0,30.753657132649217,362500.0,-27.310344827586206,64.65256797582535,7.99,-4.53,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,32.61,21.95,46.53,5.0,3.33,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,853151.48,331619.99,578563.78,1306217.73,-727653.95,0.63,25.1,1668.0,111079.06,OpenDART,4.92,5.0,False,5.0,OpenDART,,4.04,,,493542.0,,,87.3,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,0.15,75.51,2025.0,11011.0,2,1,1,1,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-18,4.25,15,0,12,20,15,10,3,5,80,A,1
000660.KS,000660,SK하이닉스,12140783,,"반도체,컴퓨터,통신기기 제조,도매",KOSPI,주권,KRX,1621000.0,1606450.0,2060150.0,1615700.0,1235465.0,31.205659407591472,2919000.0,-44.46728331620418,54.09956076134645,-8.11,-7.11,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,116.89,8.72,50.74,4.0,6.48,44.15,45.95,46.76,101.16,,27182 -> 58955,971467.0,472063.0,429479.0,48.59,44.21,533731.26,247937.83,149237.66,554409.08,-405171.42,0.19,4.9,3000.0,20951.33,OpenDART,35.72,5.0,True,5.0,OpenDART,,4.0,,,3317917.0,,,104.68,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.03,,2025.0,11011.0,1,0,0,0,,,,,,반도체 제조업,반도체 제조업,2026-08-18,4.25,15,0,20,20,0,10,5,5,75,A,2
005935.KS,005935,삼성전자우,1510864,,,KOSPI,주권,KRX,188300.0,177910.0,194878.33333333334,171240.83333333334,140022.0,34.478867606518975,235000.0,-19.872340425531913,62.9853321829087,11.29,5.91,daily_close,NXT 미확인,2026-08-18 21:00 KST,,,32.61,21.95,46.8,4.0,2.62,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,,,,,,,,,,,,,,,,,4.04,,,491875.0,,,161.22,,,Naver/FnGuide,,,2026-08-18,,,,,0.12,75.51,,,2,1,1,1,,,,,,,,2026-08-18,4.25,15,3,12,20,15,10,3,5,83,A,3
402340.KS,402340,SK스퀘어,1497727,,지주회사,KOSPI,주권,KRX,1108000.0,1047900.0,1300383.3333333333,1003366.6666666666,751910.0,47.358061470122756,1970000.0,-43.756345177664976,61.744966442952055,-5.86,7.68,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,143.06,4.22,46.29,4.0,4.15,37.82,9.01,77.76,124.39,,27346 -> 66468,104556.0,87974.0,88187.0,84.14,84.34,3872.02,3485.68,13107.18,25213.83,-12106.65,,,,,,,,,,,,4.0,,,1900000.0,,,71.48,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011,OpenDART,0.03,,,,18,17,17,16,8.0,1.03,8.82,-50.0,302.91,기타 금융업,기타 금융업,2026-08-18,4.25,15,0,20,20,0,10,3,5,73,A,4
009150.KS,009150,삼성전기,1075589,,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",KOSPI,주권,KRX,1430000.0,1275950.0,1618316.6666666667,1116062.5,774720.0,84.58281701776126,2270000.0,-37.00440528634361,62.367223065249725,12.16,34.78,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,3.96,23.43,38.33,68.0,10.28,7.7,48.98,9.91,24.26,29.21,5450 -> 8752 -> 9099,113145.0,9133.0,7310.0,8.07,6.46,14900.91,2437.67,27012.06,47985.51,-20973.45,0.16,25.2,2350.0,1776.79,OpenDART,3.82,5.0,True,5.0,OpenDART,,4.0,,,2350500.0,,,64.37,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,17.17,29.21,2025.0,11011.0,6,5,5,5,27.0,6.68,6.14,151.85,53.89,전자부품 제조업,전자부품 제조업,2026-08-18,4.25,0,0,6,0,15,2,3,5,31,D,5
005380.KS,005380,현대차,890696,,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",KOSPI,주권,KRX,427000.0,401100.0,511775.0,526425.0,455712.5,-6.300573278108457,750000.0,-43.06666666666666,71.91358024690737,7.02,-27.87,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,-23.26,5.89,24.98,11.0,0.9,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,-59912.7,-170611.26,183605.66,2411966.12,-2228360.46,2.34,27.7,10000.0,26182.63,OpenDART,12.62,5.0,True,5.0,OpenDART,,4.0,,,722000.0,,,69.09,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,-9.97,2025.0,11011.0,2,1,1,1,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-08-18,4.25,12,8,6,0,0,0,1,5,32,D,6
373220.KS,373220,LG에너지솔루션,821340,,"2차전지 (소형,ESS,자동차전지)",KOSPI,주권,KRX,349500.0,338125.0,364783.3333333333,389537.5,401870.0,-13.031577375768283,514000.0,-32.003891050583654,62.251655629133296,10.08,-9.1,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,,80.86,5.52,-224.0,3.88,-5.19,129.0,-7.6,133.94,,-,236718.0,13461.0,808.0,5.69,0.34,44322.77,-65663.98,37793.07,378262.77,-340469.7,,,,,,,,,,,,3.95,,,509526.0,,,45.79,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,,,3,2,2,2,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-18,4.25,0,0,0,0,0,0,3,5,8,D,7
207940.KS,207940,삼성바이오로직스,708714,,바이오의약품,KOSPI,주권,KRX,1521000.0,1503950.0,1411183.3333333333,1484783.3333333333,1594063.85,-4.58349582421056,1965000.0,-22.595419847328245,48.255813953487056,13.09,13.76,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,74.57,82.79,13.13,38.0,9.04,19.44,48.44,30.31,56.59,48.49,12051 -> 15221 -> 26572,45570.0,20692.0,17844.0,45.41,39.16,22478.07,7727.33,1488.51,36096.31,-34607.8,,,,,,,,,,,,4.0,,,2011429.0,,,32.24,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,0.51,48.49,,,2,1,1,1,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-18,4.25,0,0,16,20,15,10,5,5,71,A,8
032830.KS,032830,삼성생명,621000,,"생명보험,부동산 임대",KOSPI,주권,KRX,307000.0,295950.0,358558.3333333333,301966.6666666667,247550.5,24.015099949303274,497000.0,-38.22937625754527,56.58914728681761,1.82,-1.6,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,9.3,9.99,23.43,20.0,0.64,4.96,440.89,9.92,3.23,10.22,9477 -> 10534 -> 11514,371383.0,25805.0,24515.0,6.95,6.6,52562.61,48930.1,45378.33,2858503.83,-2813125.5,,41.3,,9517.46,OpenDART,,0.0,False,0.0,OpenDART,,3.77,,,412962.0,,,34.52,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011.0,OpenDART,2.15,10.22,2025.0,11011.0,3,2,2,2,,,,,,보험업,보험업,2026-08-18,4.25,4,10,0,0,8,5,3,5,35,D,9
028260.KS,028260,삼성물산,598398,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,362500.0,339275.0,403800.0,360062.5,318965.0,13.648832944053424,535000.0,-32.242990654205606,66.93121693121196,14.17,-2.16,nxt_web_latest,NXT 체결가,2026-08-18 20:56 KST,,,15.35,12.4,30.9,20.0,0.88,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.77,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,496667.0,,,37.01,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,1.3,9.45,2025.0,11011.0,1,0,0,0,,,,,,기타 전문 도매업,기타 전문 도매업,2026-08-18,4.25,4,8,6,10,8,8,1,5,50,C,10
