yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,206.83999633789062,203.33049850463868,208.93700002034504,197.360999806722,192.90680030822753,7.222760424930877,235.74000549316406,-12.259272283809068,59.624886195284354,5.67,-2.97,daily_close,일봉 종가,2026-07-25 13:47 KST,206.7995,-0.019578581806042987,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.48,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-07-23,,,,,0.14,102.92,35.07,9.32,33.3,19,17,18,18,-13.59,162.7,2026-07-24,4.25,0,0,20,20,15,10,3,5,73,A,1
GOOGL,GOOGL,알파벳A,4490.91,319.739990234375,352.1919998168945,368.3353332519531,340.8550827026367,323.9019497680664,-1.2849442668287792,402.6199951171875,-20.58516861754202,26.456359275692904,-6.97,-8.59,daily_close,일봉 종가,2026-07-25 13:47 KST,,,82.0,23.78,81.31,26.457075,8.657437,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.28,6.41,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.57,53.0,-0.18,433.55,515.0,340.0,35.59,59.16,Finnhub,yfinance,,,2026-07-23,,,,,0.32,36.52,22.27,6.38,32.93,6,5,5,5,18.8,35.7,2026-07-24,4.25,0,0,20,20,15,10,3,5,73,A,2
GOOG,GOOG,알파벳C,4483.96,319.0899963378906,350.34549713134766,365.86533203125,339.1995819091797,323.1673491668701,-1.2616846471312642,399.0400085449219,-20.035588035035563,26.359779390122938,-6.75,-8.18,daily_close,일봉 종가,2026-07-25 13:47 KST,,,82.0,23.92,61.11,26.951181,8.941894,38.88,20.026,21.8,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.28,6.41,0.88,,yfinance,,,,,,Communication Services,Internet Content & Information,87.14,,,-1.43,,,,,8.28,Finnhub,,,,2026-07-22,,,,,0.33,36.52,22.27,6.38,32.93,6,5,5,5,21.02,40.16,2026-07-24,4.25,0,0,20,20,15,10,3,5,73,A,3
AAPL,AAPL,애플,4376.98,333.0199890136719,314.38549957275393,302.49983367919924,282.4115832010905,275.9804494476318,20.667963864905396,333.739990234375,-0.2157371731800828,67.69819195365872,21.03,23.02,daily_close,일봉 종가,2026-07-25 13:47 KST,,,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.32,12.59,1.08,,yfinance,,,,,,Technology,Consumer Electronics,69.09,,,-3.13,,,,,3.74,Finnhub,,,,2026-07-23,,,,,1.61,10.32,30.3,9.32,33.3,19,17,18,18,15.76,327.65,2026-07-24,4.25,0,0,20,5,8,8,1,0,42,C,4
MSFT,MSFT,마이크로소프트,2818.35,381.70001220703125,386.8919982910156,401.68199768066404,399.43883209228517,436.12024917602537,-12.478264210802376,542.0700073242188,-29.58473867772364,46.59737101476156,8.18,-11.08,daily_close,일봉 종가,2026-07-25 13:47 KST,381.4,-0.07859895138503384,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.95,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,45.86,5.58,Finnhub,yfinance,,,2026-07-23,,,,,1.01,18.71,35.07,9.5,34.18,19,17,18,18,-32.42,-26.33,2026-07-24,4.25,4,0,20,10,12,8,5,5,64,B,5
AMZN,AMZN,아마존,2628.93,232.11000061035156,243.83600006103515,252.61283365885416,236.4748336791992,234.58820014953614,-1.0564041744660928,274.989990234375,-15.59329108215054,37.25946606391338,2.25,-10.62,daily_close,일봉 종가,2026-07-25 13:47 KST,,,74.8,41.19,68.71,27.931406,5.6484075,24.29,53.3,16.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.33,4.67,62.0,-0.09,313.13,370.0,207.0,34.91,9.72,Finnhub,yfinance,,,2026-07-25,,,,,0.37,57.24,24.27,16.73,38.64,7,6,4,4,15.09,-66.24,2026-07-24,4.25,0,0,20,20,15,10,5,5,75,A,6
AVGO,AVGO,브로드컴,1957.03,381.9200134277344,381.40199890136716,402.85166727701824,372.393000793457,364.92880020141604,4.656035154512424,481.57000732421875,-20.69273259980966,53.20646876416042,0.79,-4.48,daily_close,일봉 종가,2026-07-25 13:47 KST,,,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.68,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,,,2026-07-24,,,,,0.72,20.26,30.3,9.32,33.3,19,17,18,18,102.48,115.02,2026-07-24,4.25,0,0,20,16,12,10,5,5,68,B,7
TSLA,TSLA,테슬라,1504.13,313.0299987792969,388.72349853515624,402.8724990844727,396.74916610717776,414.7080500793457,-24.517983502031093,489.8800048828125,-36.10067860308385,15.722535737680317,-16.55,-16.75,daily_close,일봉 종가,2026-07-25 13:47 KST,,,8.3,176.51,45.6,349.39447,17.392338,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,48.33,3.62,40.0,0.0,425.61,600.0,125.0,35.96,-0.06,Finnhub,yfinance,,,2026-07-23,,,,,42.1,-49.94,24.27,10.86,42.77,7,6,4,4,1339.61,60.15,2026-07-24,4.25,0,0,0,0,0,5,1,5,11,D,8
META,META,메타 플랫폼스,1465.23,595.1900024414062,620.9689910888671,607.5003285725911,622.5686635335286,638.071198425293,-6.720440616927077,790.0,-24.65949336184731,48.82499947655278,9.64,-11.34,daily_close,일봉 종가,2026-07-25 13:47 KST,594.15,-0.1747345279894308,62.4,22.36,79.31,22.271437,6.3836145,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.35,7.64,2.1,,yfinance,,,,,,Communication Services,Internet Content & Information,87.5,,,-0.17,,,,,8.96,Finnhub,,,,2026-07-22,,,,,0.36,25.69,23.37,8.66,38.88,6,5,5,5,-4.7,-26.29,2026-07-24,4.25,4,0,20,20,15,10,5,5,79,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,494.92999267578125,495.6745010375977,486.5241668701172,486.54666697184246,490.09475006103514,0.986593432013695,539.7999877929688,-8.312337186342553,35.63501087394185,1.46,3.51,daily_close,일봉 종가,2026-07-25 13:47 KST,,,119.6,11.79,67.47,14.743223,0.0009789749,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,5.13,-3.3,Finnhub,yfinance,,,2026-07-25,,,,,0.12,-16.27,20.06,3.27,16.16,17,16,16,16,-26.5,-99.97,2026-07-24,4.25,8,10,12,20,0,10,5,0,65,B,10
LLY,LLY,일라이릴리,979.64,1196.030029296875,1190.3325134277343,1100.7376708984375,1034.6220057169596,1016.1220040893554,17.70535668782731,1235.56005859375,-3.1993612145301955,49.20502825256319,6.06,36.85,daily_close,일봉 종가,2026-07-25 13:47 KST,,,169.9,66.6,85.32,42.365448,34.130653,107.46,139.015,55.5,74.27,98.92,5.8 -> 11.71 -> 22.95,65179000000.0,29696000000.0,20640000000.0,45.56,31.67,16813000000.0,5964000000.0,7268000000.0,42503000000.0,-35235000000.0,0.58,22.13,6.92,,yfinance,,,,,,Healthcare,Drug Manufacturers - General,79.49,,,2.57,,,,,18.88,Finnhub,,,,2026-07-23,,,,,0.25,98.92,23.4,3.81,15.2,15,14,13,13,81.05,795.82,2026-07-24,4.25,0,0,20,20,15,10,5,0,70,A,11
WMT,WMT,월마트,932.53,109.47000122070312,112.27999954223633,119.74333254496257,122.91158281962076,117.75719966888428,-7.037530165020506,134.1999969482422,-18.427717056563605,46.75823898136551,-5.45,-14.2,daily_close,일봉 종가,2026-07-25 13:47 KST,,,19.4,36.02,38.09,39.880283,9.55942,24.13,74.816,7.3,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.9,33.54,0.99,,yfinance,,,,,,Consumer Defensive,Discount Stores,89.58,,,-2.09,,,,,-1.67,Finnhub,,,,2026-07-22,,,,,2.06,19.45,24.99,7.83,30.13,9,7,6,6,59.58,22.09,2026-07-24,4.25,0,0,20,0,12,8,5,5,50,C,12
AMD,AMD,AMD,876.24,521.9500122070312,533.0595001220703,489.418500773112,356.95250040690104,305.6765000152588,70.75241707523362,580.9099731445312,-10.149586624988219,44.08133315040281,-1.99,61.49,daily_close,일봉 종가,2026-07-25 13:47 KST,,,91.2,135.05,73.28,164.02933,12.733457,8.06,6.005,37.8,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,84.21,4.51,47.0,3.51,541.66,725.0,320.0,3.78,4.63,Finnhub,yfinance,,,2026-07-21,,,,,1.8,123.61,30.3,9.32,34.89,19,17,18,18,441.35,36.63,2026-07-24,4.25,0,0,6,5,15,10,5,5,46,C,13
