yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
357780.KQ,357780,솔브레인,25669,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,330000.0,332575.0,314658.3333333333,365508.3333333333,355105.0,-7.069739936075245,501000.0,-34.13173652694611,49.99999999999396,0.61,-18.92,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-33.25,18.26,30.47,15.0,2.17,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.71,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,493429.0,,,49.52,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,-22.12,2025.0,11011.0,,,,2,1,1,1,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-11,4.25,8,3,6,0,0,0,5,5,27,D,30
032820.KQ,032820,우리기술,24276,벤처기업부,"시스템사업, 정보통신사업",KOSDAQ,주권,KRX,14050.0,12004.0,11378.666666666666,15535.083333333334,12974.875,8.286206996213837,29300.0,-52.04778156996587,64.8612945837638,19.47,-9.65,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-84.85,398.75,5.4,60.89,9.65,0.67,172.08,22.16,-1016.67,,33 -> 5,871.0,-55.0,-41.0,-6.31,-4.71,-188.48,-655.92,94.76,2140.61,-2045.85,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,,,,,,,3,1,1,1,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-11,4.25,0,0,0,0,0,0,3,3,6,D,31
319400.KQ,319400,현대무벡스,24112,우량기업부,"물류자동화, IT서비스",KOSDAQ,주권,KRX,21650.0,23132.5,23410.333333333332,28208.5,26462.15,-18.18503031688658,46350.0,-53.29018338727076,40.87591240867559,-14.43,-40.11,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-56.77,99.75,1.84,145.54,15.26,6.79,76.81,15.38,-26.02,65.83,36 -> 229 -> 99,3939.41,182.13,112.94,4.62,2.87,-14.32,-43.28,361.19,1231.33,-870.14,0.23,48.8,50.0,55.07,OpenDART,18.56,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,,65.83,2025.0,11011,,,,2,1,1,1,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-11,4.25,0,0,6,0,15,0,5,3,29,D,32
226950.KQ,226950,올릭스,23021,기술성장기업부,siRNA 신약 개발,KOSDAQ,주권,KRX,109300.0,102235.0,117755.0,141321.66666666666,142732.5,-23.423186730422294,207000.0,-47.19806763285025,57.836644591593604,-2.84,-23.03,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,10.5,,9.46,-18.83,30.18,157.89,,,-,147.0,-300.0,-157.0,-204.08,-106.8,-159.0,-160.1,63.59,452.87,-389.28,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,,,,,,34.58,-33.31,9,2,8,8,,-72.64,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-11,4.25,0,0,0,0,0,0,3,3,6,D,33
067310.KQ,067310,하나마이크론,22872,중견기업부,"반도체패키징,IOT",KOSDAQ,주권,KRX,34400.0,36030.0,37728.333333333336,38766.25,34983.0,-1.6665237401023352,56800.0,-39.436619718309856,49.68152866237608,-6.14,-32.15,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,44.79,19.71,10.0,4.18,9.89,209.16,22.68,19.57,,-,15344.0,1277.0,656.0,8.32,4.28,1749.19,118.91,955.88,13651.63,-12695.75,0.2,12.19,70.0,46.46,OpenDART,11.87,4.0,False,4.0,OpenDART,,4.0,,,64333.0,,,87.01,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,,3.76,2.73,5,2,4,4,,11.17,반도체 제조업,반도체 제조업,2026-09-11,4.25,12,0,6,0,0,0,5,5,28,D,34
178320.KQ,178320,서진시스템,22781,중견기업부,"통신장비부품,휴대폰부품(메탈케이스 등)",KOSDAQ,주권,KRX,35750.0,36895.0,41397.5,50595.0,43205.0,-17.2549473440574,80800.0,-55.754950495049506,44.444444444415645,-3.25,-48.11,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,15.93,13.77,-572.0,2.14,-12.63,212.62,-12.15,-98.99,,-,10663.0,11.0,-1024.0,0.1,-9.6,-397.57,-3355.74,320.69,15686.76,-15366.07,,,,,,,,,,,,4.0,,,63500.0,,,77.62,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,,,,,,,1,0,0,0,,,기타 전기장비 제조업,기타 전기장비 제조업,2026-09-11,4.25,0,3,0,0,0,0,5,3,11,D,35
214370.KQ,214370,케어젠,22399,벤처기업부,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",KOSDAQ,주권,KRX,41700.0,49995.0,59196.666666666664,76135.83333333333,83393.5,-49.99610281376846,150100.0,-72.21852098600932,9.93589743588852,-34.84,-47.15,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-37.87,92.25,4.59,104.46,9.95,9.23,8.85,-11.86,-40.35,-29.05,743 -> 602 -> 374,728.0,204.0,201.0,28.02,27.61,185.89,136.68,88.59,187.99,-99.4,1.05,106.3,437.0,213.57,OpenDART,-45.5,4.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,-29.05,2025.0,11011.0,,15.32,-16.44,7,2,6,6,,-35.05,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-11,4.25,0,0,6,0,0,0,1,1,8,D,36
263750.KQ,263750,펄어비스,22183,우량기업부,게임 개발 서비스(검은사막 및 붉은사막),KOSDAQ,주권,KRX,35300.0,32652.5,34369.166666666664,42827.5,44057.25,-19.87697824989077,72000.0,-50.97222222222222,61.0714285713675,12.06,-12.3,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,296.2,96.6,4.69,6.0,2.02,-1.05,43.8,6.78,,,237 -> 939,3656.0,-148.0,-84.0,-4.05,-2.3,239.34,194.65,1338.75,3499.96,-2161.21,,,,,,,,,,,,3.17,,,52800.0,,,49.58,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.02,,,,,,,3,1,2,2,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-09-11,4.25,15,3,0,20,0,10,3,3,54,C,37
140410.KQ,140410,메지온,22078,투자주의환기종목(소속부없음),"발기부전증치료제, 전립선비대증치료제",KOSDAQ,주권,KRX,72100.0,67100.0,60770.0,70465.83333333333,85371.0,-15.545091424488408,172700.0,-58.2513028372901,64.56692913382267,6.34,9.91,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,24.31,,55.8,-110.43,470.09,-8.14,,,-,79.0,-168.0,-349.0,-212.66,-441.77,-165.88,-298.6,255.74,808.3,-552.56,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,,,,21.36,-25.16,9,2,8,8,,161.24,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-11,4.25,0,0,0,0,0,0,3,3,6,D,38
010170.KQ,010170,대한광통신,22001,중견기업부,"광섬유, 광케이블",KOSDAQ,주권,KRX,14150.0,13538.5,12352.0,14885.666666666666,10271.765,37.75626681490475,29100.0,-51.37457044673539,56.98324022335227,6.87,-22.51,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,2.98,,18.71,-52.05,228.6,-8.71,,,-,1394.0,-214.0,-280.0,-15.35,-20.09,-122.2,-130.89,97.78,1523.64,-1425.86,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,,,,,,1,0,0,0,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-09-11,4.25,0,0,0,0,0,0,3,3,6,D,39
347850.KQ,347850,디앤디파마텍,21795,기술성장기업부,대사성질환 치료제 등,KOSDAQ,주권,KRX,47550.0,53350.0,66615.83333333333,72150.41666666667,79274.75,-40.018732320190225,111200.0,-57.23920863309353,11.764705882340024,-22.93,-56.01,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,8.91,,31.43,-31.49,23.5,-62.28,,,-,43.0,-340.0,-240.0,-790.7,-558.14,-211.39,-212.03,328.84,185.6,143.24,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,,,,,24.5,-26.98,9,2,8,8,,28.29,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-11,4.25,0,0,0,0,0,0,1,3,4,D,40
058610.KQ,058610,에스피지,21467,우량기업부,소형 Geared Motor,KOSDAQ,주권,KRX,96800.0,95845.0,87658.33333333333,101299.16666666667,101803.25,-4.914626988824031,158100.0,-38.77292852624921,53.82513661200127,-13.73,0.21,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-30.29,103.2,4.14,130.0,7.62,3.57,66.09,-12.05,45.53,-8.86,496 -> 591 -> 412,3417.0,179.0,91.0,5.24,2.66,283.71,232.87,420.24,1704.88,-1284.64,0.4,60.7,,55.44,OpenDART,-15.66,0.0,True,4.0,OpenDART,,4.0,,,129667.0,,,33.95,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,-8.86,2025.0,11011.0,,,,3,1,1,1,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-11,4.25,0,0,0,0,0,0,5,5,10,D,41
083650.KQ,083650,비에이치아이,21165,우량기업부,"보일러,열교환기등",KOSDAQ,주권,KRX,68400.0,62455.0,53843.333333333336,70390.83333333333,69231.75,-1.2013996468383363,109500.0,-37.534246575342465,70.86092715228503,21.06,1.03,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,232.86,26.53,10.55,35.67,9.2,44.36,367.65,91.28,244.75,180.92,267 -> 633 -> 2107,7741.0,755.0,652.0,9.75,8.42,1122.98,938.15,599.51,6531.11,-5931.6,,,,,,,,,,,,4.0,,,110000.0,,,60.82,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,0.15,180.92,,,,,,2,1,1,1,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-11,4.25,0,0,20,20,15,10,1,5,71,A,42
214150.KQ,214150,클래시스,20908,우량기업부,미용의료기기,KOSDAQ,주권,KRX,32050.0,32752.5,41046.666666666664,46275.0,51447.75,-37.70378685170877,75600.0,-57.60582010582011,41.91616766460038,-19.27,-30.7,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,32.76,30.47,68.47,14.0,3.79,26.21,27.73,38.66,39.38,32.57,1146 -> 1517 -> 2014,3368.0,1706.0,1320.0,50.65,39.19,1639.36,1446.82,375.21,1529.75,-1154.54,3.12,49.4,1000.0,651.53,OpenDART,105.04,5.0,False,5.0,OpenDART,,4.0,,,61313.0,,,91.3,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,0.43,32.57,2025.0,11011.0,,12.51,-20.75,4,1,3,3,,-69.7,의료용 기기 제조업,의료용 기기 제조업,2026-09-11,4.25,8,0,20,20,15,10,5,3,81,A,43
005290.KQ,005290,동진쎄미켐,20795,우량기업부,"반도체,LCD용재료(감광제,봉지제),발포제",KOSDAQ,주권,KRX,40800.0,41942.5,45018.333333333336,49823.75,47420.25,-13.960807882708338,66000.0,-38.18181818181819,45.419847328195736,-5.56,-36.74,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-35.98,13.86,12.7,10.46,1.77,9.52,82.11,7.31,-1.71,-11.78,2476 -> 3010 -> 1927,11941.0,1724.0,941.0,14.44,7.88,1912.57,1098.48,3719.12,9045.5,-5326.38,1.59,33.71,650.0,334.0,OpenDART,71.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,-11.78,2025.0,11011.0,,,,2,1,1,1,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-09-11,4.25,12,6,6,0,0,0,5,5,34,D,44
041510.KQ,041510,에스엠,19231,우량기업부,"음반(CD,MC),연예 대리",KOSDAQ,주권,KRX,84000.0,75980.0,73940.0,80781.66666666667,92724.5,-9.409055859023235,153000.0,-45.09803921568628,73.54085603108834,16.83,2.19,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,1844.22,43.74,32.0,14.0,1.67,41.65,47.76,18.71,109.62,103.18,3664 -> 778 -> 15126,11749.0,1830.0,3594.0,15.58,30.59,1948.61,1529.18,3646.12,6489.65,-2843.53,1.93,10.7,1620.0,370.89,OpenDART,10.52,5.0,True,5.0,OpenDART,,4.0,,,113412.0,,,35.01,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,0.01,103.18,2025.0,11011.0,,,,3,2,2,2,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-09-11,4.25,8,6,20,20,15,10,1,3,83,A,45
098460.KQ,098460,고영,18858,우량기업부,전자제품및반도체생산용 3차원 납도포검사장비,KOSDAQ,주권,KRX,27650.0,28622.5,28754.166666666668,31173.75,29891.4,-7.498477823052789,43500.0,-36.4367816091954,52.08333333325738,-13.32,-22.11,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-29.74,61.63,26.83,32.0,5.13,4.48,22.43,14.86,424.24,-17.9,319 -> 306 -> 215,2326.0,173.0,148.0,7.44,6.36,180.9,46.06,383.51,751.7,-368.19,0.51,62.8,140.0,92.63,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,43786.0,,,58.36,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,,-17.9,2025.0,11011.0,30.0,5.79,8.98,20,17,18,18,6.67,-11.4,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-11,4.25,0,0,0,0,0,0,5,5,10,D,46
237690.KQ,237690,에스티팜,18788,우량기업부,원료의약품,KOSDAQ,주권,KRX,90000.0,101530.0,110280.0,125271.66666666667,129001.5,-30.233369379425824,168700.0,-46.65085951393005,21.142857142848683,-16.36,-32.33,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,52.02,53.05,12.52,28.0,3.04,10.03,31.97,21.15,98.19,61.23,1041 -> 1780 -> 2706,3317.0,549.0,546.0,16.55,16.46,139.89,-332.97,305.46,1895.63,-1590.17,0.56,18.3,500.0,100.76,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,184385.0,,,104.87,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,0.54,61.23,2025.0,11011.0,14.62,3.99,7.59,7,5,6,6,91.52,-23.81,의약품 제조업,의약품 제조업,2026-09-11,4.25,0,0,12,20,15,10,1,3,61,B,47
140860.KQ,140860,파크시스템스,17646,우량기업부,연구용 및 산업용 원자현미경,KOSDAQ,주권,KRX,252000.0,263725.0,259083.33333333334,264725.0,257120.0,-1.9912881144990666,339500.0,-25.773195876288657,38.983050847448375,-10.8,-0.98,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-19.61,42.01,39.49,39.0,5.19,16.69,55.44,17.42,9.61,18.19,3530 -> 6134 -> 4931,2056.0,422.0,345.0,20.53,16.78,244.79,-298.32,750.6,1248.03,-497.43,0.2,10.1,500.0,34.76,OpenDART,7.72,5.0,False,5.0,OpenDART,,4.0,,,358625.0,,,42.31,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,18.19,2025.0,11011.0,,,,2,1,1,1,,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-11,4.25,0,0,16,0,12,0,5,5,38,D,48
068760.KQ,068760,셀트리온제약,17494,우량기업부,고덱스 캡슐 외,KOSDAQ,주권,KRX,39400.0,41487.5,41247.5,46935.0,53908.745,-26.913527666058634,75700.0,-47.95244385733157,22.580645161239346,-11.76,-11.56,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,76.47,119.93,4.96,42.42,4.03,9.3,74.2,12.26,50.81,34.91,478 -> 493 -> 870,5364.0,561.0,388.0,10.46,7.23,864.3,685.07,498.72,3234.77,-2736.05,0.51,,200.0,86.85,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,61000.0,,,54.82,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,OFS,11011.0,OpenDART,0.55,34.91,2025.0,11011.0,14.62,3.49,7.95,7,5,6,6,190.15,15.47,의약품 제조업,의약품 제조업,2026-09-11,4.25,0,0,6,20,15,10,1,3,55,B,49
030530.KQ,030530,원익홀딩스,17262,중견기업부,가스캐비닛,KOSDAQ,주권,KRX,22350.0,20237.0,19416.333333333332,24435.25,28659.65,-22.01579572674475,48700.0,-54.106776180698155,62.938230383899736,7.45,-19.02,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,137.36,5.09,24.83,1.32,2.78,51.37,-3.49,-101.31,,-,6229.92,-4.18,504.27,-0.07,8.09,1180.86,-266.1,1009.31,6684.79,-5675.48,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,,,,,,,,2,1,1,1,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-09-11,4.25,4,6,0,0,0,0,3,3,16,D,50
089030.KQ,089030,테크윙,17174,중견기업부,"반도체테스트핸들러,C.O.K(Change Over Kit)",KOSDAQ,주권,KRX,46350.0,48467.5,47849.166666666664,51298.75,50136.0,-7.551460028721876,71100.0,-34.810126582278485,49.238578680168054,-6.08,-25.36,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,181.67,17.41,379.27,7.85,4.63,198.75,-14.23,-32.48,,-,1591.0,158.0,90.0,9.93,5.66,-160.89,-486.2,421.68,4215.8,-3794.12,0.28,49.4,130.0,46.46,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,30.0,5.54,8.98,20,17,18,18,1164.23,41.7,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-11,4.25,0,0,0,0,0,0,5,5,10,D,51
060370.KQ,060370,LS마린솔루션,16873,우량기업부,해저케이블등의 건설 및 유지보수 업무,KOSDAQ,주권,KRX,32300.0,31855.0,29275.0,31520.0,30765.75,4.986876640419948,50100.0,-35.528942115768466,56.96721311468873,-5.28,3.36,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-51.36,69.69,2.53,88.28,2.51,2.0,17.67,87.41,-43.55,-28.93,390 -> 405 -> 197,2442.0,70.0,84.0,2.87,3.44,199.34,-565.57,735.64,1109.64,-374.0,,97.5,,81.43,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,43000.0,,,33.13,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,,-28.93,2025.0,11011.0,,,,1,0,0,0,,,전기 및 통신 공사업,전기 및 통신 공사업,2026-09-11,4.25,0,3,0,0,0,0,3,5,11,D,52
131970.KQ,131970,두산테스나,16196,우량기업부,반도체 테스트,KOSDAQ,주권,KRX,83800.0,80190.0,87973.33333333333,109245.0,87831.75,-4.590310451516679,190100.0,-55.917937927406626,60.79404466499128,-0.24,-42.88,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-95.9,238.23,11.87,41.0,3.2,0.34,61.02,-18.55,-102.37,-83.42,2839 -> 1903 -> 78,3039.0,-9.0,15.0,-0.3,0.49,1472.18,1224.2,1095.47,2666.99,-1571.52,0.19,194.3,160.0,30.78,OpenDART,0.0,5.0,False,5.0,OpenDART,,4.0,,,151500.0,,,80.79,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,OFS,11011.0,OpenDART,,-83.42,2025.0,11011.0,,,,1,0,0,0,,,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2026-09-11,4.25,0,0,0,0,0,0,3,3,6,D,53
007390.KQ,007390,네이처셀,16173,중견기업부,닥터쥬크르,KOSDAQ,주권,KRX,25100.0,24400.0,24115.833333333332,23158.083333333332,22625.55,10.936529719719525,37800.0,-33.5978835978836,57.65306122440744,6.36,-22.05,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,1126.55,7.06,,25.28,-4.45,18.57,-35.91,-700.0,,-,207.0,-36.0,-28.0,-17.39,-13.53,1.57,-164.33,167.67,117.02,50.65,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,,,,,70.39,8.71,-16.44,7,3,6,6,,190.24,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-11,4.25,0,0,0,0,0,0,3,5,8,D,54
096530.KQ,096530,씨젠,14744,우량기업부,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",KOSDAQ,주권,KRX,31550.0,31797.5,29495.0,27925.0,26752.5,17.932903466965705,35650.0,-11.50070126227209,47.65624999994788,-1.1,6.95,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,7007.69,906.71,18.65,17.96,1.38,4.81,21.66,14.46,,,13 -> 924,4742.0,346.0,484.0,7.3,10.21,1493.34,1088.69,2255.72,2199.82,55.9,3.17,95.5,1000.0,461.18,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.0,,,45500.0,,,44.22,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,0.0,,2025.0,11011.0,,,,3,1,2,2,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-09-11,4.25,8,6,0,0,0,10,5,5,34,D,55
0009K0.KQ,0009K0,에임드바이오,14648,기술성장기업부,ADC 기반 항암제,KOSDAQ,주권,KRX,22650.0,24672.5,23835.666666666668,32947.833333333336,,,72500.0,-68.75862068965517,29.113924050581318,-16.27,-20.67,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,626.65,2.47,37.52,7.42,5.13,3.32,300.85,,,-,473.0,208.0,50.0,43.97,10.57,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,,,,,34.58,-33.31,9,1,8,8,,-78.54,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-11,4.25,0,0,6,0,0,0,3,1,10,D,56
950160.KQ,950160,코오롱티슈진,14317,외국기업(소속부없음),골관절염 치료제,KOSDAQ,주식예탁증권,KRX,16850.0,19740.0,45057.333333333336,75477.83333333333,79452.7,-78.79241359953784,138800.0,-87.86023054755043,16.730038022769165,-34.18,-85.08,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,,3.81,,7.47,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1561.72,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-09-12,2025.0,OFS,11011.0,OpenDART,,,,,70.39,16.56,-6.93,7,3,6,6,,-54.89,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-11,4.25,0,0,0,0,0,0,1,1,2,D,57
323280.KQ,323280,태성,14245,중견기업부,PCB 자동화 설비,KOSDAQ,주권,KRX,46650.0,48712.5,42278.333333333336,52374.166666666664,53975.25,-13.571498047716316,89700.0,-47.9933110367893,47.77070063691428,-8.53,-8.35,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,,103.42,4.15,585.37,11.11,-3.0,34.71,-35.98,-141.67,,-,378.59,-25.06,-25.37,-6.62,-6.7,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,,,,,30.0,5.54,8.98,20,17,18,18,1851.23,100.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-11,4.25,0,0,0,0,0,0,5,3,8,D,58
183300.KQ,183300,코미코,14022,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,27300.0,25405.0,27883.1,29811.133333333335,25991.97,5.032438864772462,55782.0,-51.0594815531892,57.78688524583533,25.23,-36.27,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,-10.75,15.48,25.49,42.46,4.65,18.52,178.59,19.13,-1.33,24.64,625 -> 1088 -> 971,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,5.13,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,40000.0,,,46.52,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,24.64,2025.0,11011.0,30.0,5.79,8.16,20,17,18,18,41.53,-19.69,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-11,4.25,0,0,16,0,12,0,3,3,34,D,59
035900.KQ,035900,JYP Ent.,13982,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,39350.0,39520.0,45481.666666666664,52726.666666666664,59175.0,-33.50232361639206,85100.0,-53.76028202115158,49.05660377345532,-3.67,-30.96,daily_close,NXT 미확인,2026-09-12 00:16 KST,,,64.27,25.19,14.01,12.0,2.01,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,2.23,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,67389.0,,,71.26,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,0.19,23.33,2025.0,11011.0,,,,3,2,2,2,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-09-11,4.25,12,3,20,20,12,10,5,3,85,S,60
