yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
005930.KS,005930,삼성전자,14001837,,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",KOSPI,주권,KRX,241000.0,244450.0,290983.3333333333,249553.33333333334,198145.0,21.62810063337455,362500.0,-33.51724137931035,44.55958549222475,-5.3,-18.58,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,32.61,21.95,46.53,5.0,3.33,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,853151.48,331619.99,578563.78,1306217.73,-727653.95,0.69,25.1,1668.0,111079.06,OpenDART,4.92,5.0,False,5.0,OpenDART,,4.04,,,493542.0,,,104.79,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,0.15,2025.0,11011,2,1,1,1,75.51,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-11,4.7,15,0,12,20,15,10,5,5,82,A,1
000660.KS,000660,SK하이닉스,10409516,,"반도체,컴퓨터,통신기기 제조,도매",KOSPI,주권,KRX,1433000.0,1666300.0,2072566.6666666667,1592425.0,1213067.5,18.130277169242436,2919000.0,-50.90784515244947,38.09523809523778,-22.33,-27.26,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,116.89,8.72,50.84,4.0,6.13,44.15,45.95,46.76,101.16,,27182 -> 58955,971467.0,472063.0,429479.0,48.59,44.21,533731.26,247937.83,149237.66,554409.08,-405171.42,0.21,4.9,3000.0,20951.33,OpenDART,35.72,5.0,True,5.0,OpenDART,,4.0,,,3322083.0,,,131.83,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,0.03,2025.0,11011.0,1,0,0,0,,,,,,,반도체 제조업,반도체 제조업,2026-08-11,4.7,15,0,20,20,0,10,5,3,73,A,2
005935.KS,005935,삼성전자우,1445872,,,KOSPI,주권,KRX,180200.0,175790.0,194300.0,169245.0,137775.0,30.792959535474505,235000.0,-23.319148936170212,48.21818181817691,1.87,-6.97,daily_close,NXT 미확인,2026-08-11 21:18 KST,,,32.61,21.95,46.7,4.0,2.48,10.85,29.94,10.88,33.23,75.51,2131 -> 4950 -> 6564,3336059.0,436010.0,452068.0,13.07,13.55,,,,,,,,,,,,,,,,,4.04,,,493542.0,,,173.89,,,Naver/FnGuide,,,2026-08-03,,,,,0.12,,,2,1,1,1,75.51,,,,,,,,2026-08-11,4.7,15,3,12,20,15,10,5,5,85,S,3
402340.KS,402340,SK스퀘어,1247006,,지주회사,KOSPI,주권,KRX,955000.0,1074450.0,1297216.6666666667,985400.0,734907.5,29.948326830247346,1970000.0,-51.52284263959391,35.32440782698198,-17.74,-18.45,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,143.06,4.22,46.16,3.0,3.75,37.82,9.01,77.76,124.39,,27346 -> 66468,104556.0,87974.0,88187.0,84.14,84.34,3872.02,3485.68,13107.18,25213.83,-12106.65,,,,,,,,,,,,4.0,,,1900000.0,,,98.95,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011.0,OpenDART,0.02,,,17,16,16,15,,8.0,0.94,8.91,-62.5,298.94,기타 금융업,기타 금융업,2026-08-11,4.7,15,0,20,20,0,10,5,3,73,A,4
009150.KS,009150,삼성전기,942634,,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",KOSPI,주권,KRX,1277000.0,1245400.0,1589200.0,1078795.8333333333,749852.5,70.30015903127615,2270000.0,-43.74449339207048,46.90529455630078,-0.93,24.71,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,3.96,23.43,38.58,65.0,9.84,7.7,48.98,9.91,24.26,29.21,5450 -> 8752 -> 9099,113145.0,9133.0,7310.0,8.07,6.46,14900.91,2437.67,27012.06,47985.51,-20973.45,0.18,25.2,2350.0,1776.79,OpenDART,3.82,5.0,True,5.0,OpenDART,,4.0,,,2350500.0,,,84.06,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,16.41,2025.0,11011.0,6,5,5,5,29.21,23.0,5.48,6.14,182.61,79.56,전자부품 제조업,전자부품 제조업,2026-08-11,4.7,0,0,6,0,15,2,5,5,33,D,5
373220.KS,373220,LG에너지솔루션,829530,,"2차전지 (소형,ESS,자동차전지)",KOSPI,주권,KRX,356000.0,331325.0,367533.3333333333,390916.6666666667,403505.0,-11.773088313651629,514000.0,-30.739299610894943,59.029649595682876,8.37,-19.46,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,,80.86,5.52,-224.0,3.88,-5.19,129.0,-7.6,133.94,,-,236718.0,13461.0,808.0,5.69,0.34,44322.77,-65663.98,37793.07,378262.77,-340469.7,,,,,,,,,,,,3.95,,,509526.0,,,43.13,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,,,,3,2,2,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-11,4.7,0,0,0,0,0,0,3,5,8,D,6
005380.KS,005380,현대차,825173,,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",KOSPI,주권,KRX,403500.0,399425.0,525825.0,529016.6666666666,452220.0,-10.7735173145814,750000.0,-46.2,45.83333333332977,-9.12,-43.33,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-23.26,5.89,25.09,10.0,0.87,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,-59912.7,-170611.26,183605.66,2411966.12,-2228360.46,2.48,27.7,10000.0,26182.63,OpenDART,12.62,5.0,True,5.0,OpenDART,,4.0,,,724000.0,,,79.43,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,-9.97,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-08-11,4.7,12,8,6,0,0,0,5,3,34,D,7
207940.KS,207940,삼성바이오로직스,744821,,바이오의약품,KOSPI,주권,KRX,1604000.0,1468950.0,1399450.0,1490558.3333333333,1597056.985,0.43473808794617913,1965000.0,-18.37150127226463,70.25641025640857,14.57,10.7,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,74.57,82.79,13.04,38.0,9.08,19.44,48.44,30.31,56.59,48.49,12051 -> 15221 -> 26572,45570.0,20692.0,17844.0,45.41,39.16,22478.07,7727.33,1488.51,36096.31,-34607.8,,,,,,,,,,,,4.0,,,2011429.0,,,25.4,,,Naver/FnGuide,,KRW,2026-08-07,2025.0,CFS,11011.0,OpenDART,0.51,,,2,1,1,1,48.49,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-11,4.7,0,0,16,20,15,10,1,5,67,B,8
105560.KS,105560,KB금융,590909,,-,KOSPI,주권,KRX,167400.0,171840.0,164145.0,159702.5,147030.0,13.854315445827382,186200.0,-10.096670247046188,40.74074074072831,-10.1,7.31,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,18.98,6.51,79.29,9.0,1.03,9.98,1211.73,-4.52,5.87,15.41,11349 -> 12705 -> 15116,812307.0,85177.0,58407.0,10.49,7.19,42263.78,34879.06,290205.64,7370930.44,-7080724.8,2.61,27.0,4367.0,15777.74,OpenDART,14.1,1.0,False,4.0,OpenDART,,4.0,,,224889.0,,,34.34,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,0.47,2025.0,11011.0,17,16,16,15,15.41,8.0,0.94,8.91,12.5,9.57,기타 금융업,기타 금융업,2026-08-11,4.7,12,8,6,20,12,8,5,5,76,A,9
032830.KS,032830,삼성생명,579000,,"생명보험,부동산 임대",KOSPI,주권,KRX,290000.0,300025.0,359258.3333333333,298908.3333333333,244728.5,18.49866280388267,497000.0,-41.649899396378274,42.54278728606066,-11.04,-12.12,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,9.3,9.99,23.43,20.0,0.64,4.96,440.89,9.92,3.23,10.22,9477 -> 10534 -> 11514,371383.0,25805.0,24515.0,6.95,6.6,52562.61,48930.1,45378.33,2858503.83,-2813125.5,,41.3,,9517.46,OpenDART,,0.0,False,0.0,OpenDART,,3.77,,,412962.0,,,42.4,,,Naver/FnGuide,,KRW,2026-08-11,2025.0,CFS,11011,OpenDART,2.15,2025.0,11011,3,2,2,2,10.22,,,,,,보험업,보험업,2026-08-11,4.7,4,10,0,0,8,5,5,5,37,D,10
012450.KS,012450,한화에어로스페이스,566166,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,1105000.0,952150.0,1060283.3333333333,1217275.0,1143280.0,-3.3482611433769502,1537000.0,-28.106701366297983,65.84992343032019,18.06,-15.39,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,-38.13,15.96,45.29,23.0,5.19,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.63,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1659474.0,,,50.18,,,Naver/FnGuide,,KRW,2026-08-04,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,34.11,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-08-11,4.7,4,0,16,0,15,0,1,5,41,C,11
028260.KS,028260,삼성물산,558667,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,346000.0,335475.0,405241.6666666667,358745.8333333333,315795.0,9.564749283554203,535000.0,-35.32710280373832,47.89356984478638,-4.16,-21.72,nxt_web_latest,NXT 체결가,2026-08-11 21:14 KST,,,15.35,12.4,30.9,20.0,0.88,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.81,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,496667.0,,,43.55,,,Naver/FnGuide,,KRW,2026-08-10,2025.0,CFS,11011.0,OpenDART,1.3,2025.0,11011.0,1,0,0,0,9.45,,,,,,기타 전문 도매업,기타 전문 도매업,2026-08-11,4.7,4,8,6,10,8,8,5,5,54,C,12
