yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
000270.KS,000270,기아,612167,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,150500.0,141109.0,6.655138935149424,206000.0,-26.941747572815533,48.5380116958965,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-21.72,5.03,38.72,7.0,0.89,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,4.52,34.9,6800.0,26424.99,OpenDART,22.7,5.0,False,,,,,,,,,,-6.31,2025.0,11011.0,5.0,OpenDART,9.5,0.98,10.66,2,,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-07-08,4.57,15,8,12,0,0,0,5,5,45,C,11
105560.KS,105560,KB금융,606516,,-,KOSPI,주권,KRX,169700.0,140444.5,20.83064840559794,173200.0,-2.020785219399538,59.61070559608675,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,18.98,6.51,80.06,9.0,0.95,9.98,1211.73,-4.52,5.87,15.41,11349 -> 12705 -> 15116,812307.0,85177.0,58407.0,10.49,7.19,42263.78,34879.06,290205.64,7370930.44,-7080724.8,2.57,27.0,4367.0,15777.74,OpenDART,14.1,4.0,False,,,,,,,,,0.47,15.41,2025.0,11011.0,4.0,OpenDART,12.67,1.48,11.49,17,-28.97,-35.81,,,,,기타 금융업,기타 금융업,2026-07-08,4.57,12,8,6,20,12,8,3,0,69,B,12
329180.KS,329180,HD현대중공업,542649,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,507000.0,572947.5,-11.510216904690221,745000.0,-31.946308724832218,20.28469750889579,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,124.28,179.12,13.88,21.0,6.64,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.12,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,,,,,,,,,0.17,651.55,2025.0,11011.0,2.0,OpenDART,20.33,5.26,18.38,3,3.3,26.24,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-08,4.57,4,0,16,20,15,10,1,5,71,A,13
012450.KS,012450,한화에어로스페이스,536775,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,1031000.0,1150705.0,-10.402753094841858,1537000.0,-32.921275211450876,37.10801393728132,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-38.13,15.96,45.35,26.0,5.64,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.68,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,,,,,,,,,,34.11,2025.0,11011.0,4.0,OpenDART,35.0,6.85,14.82,2,,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-08,4.57,0,0,16,0,15,0,5,5,41,C,14
055550.KS,055550,신한지주,509304,,금융지주회사,KOSPI,주권,KRX,107300.0,86962.5,23.386517176944086,108600.0,-1.1970534069981584,61.09215017061928,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,15.39,5.95,61.69,8.0,0.77,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70234.0,50845.0,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.41,25.06,2590.0,12457.3,OpenDART,7.22,5.0,False,,,,,,,,,0.52,9.58,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,-36.86,-47.97,,,,,기타 금융업,기타 금융업,2026-07-08,4.57,15,10,6,20,8,8,3,0,70,A,15
034020.KS,034020,두산에너빌리티,474015,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,70800.0,90822.5,-22.045748575518182,136400.0,-48.09384164222874,22.173913043471515,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-24.14,284.35,24.14,194.0,7.06,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,,,,,,,23.18,,,,,194.0,7.06,1.11,1,,,OpenDART,2025.0,CFS,11011,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-07-08,4.57,0,0,0,0,12,0,1,3,16,D,16
012330.KS,012330,현대모비스,443228,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,462000.0,421407.5,9.6326002740815,768000.0,-39.84375,23.678160919538712,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-8.74,7.12,36.87,11.0,0.87,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.41,15.9,6500.0,5797.54,OpenDART,12.91,5.0,False,,,,,,,,,,4.5,2025.0,11011.0,5.0,OpenDART,11.0,0.87,7.68,1,,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-07-08,4.57,12,8,6,0,4,0,1,5,36,D,17
034730.KS,034730,SK,432116,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,565000.0,370650.0,52.434911641710514,858000.0,-34.149184149184144,42.35294117646959,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,11.73,29.67,6.0,1.42,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.42,27.6,8000.0,4407.19,OpenDART,0.0,5.0,True,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,-52.64,-4.05,,,,,기타 금융업,기타 금융업,2026-07-08,4.57,15,6,6,0,0,0,5,5,37,D,18
068270.KS,068270,셀트리온,411154,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,171200.0,184669.88,-7.2940319233434305,236861.0,-27.721321787884033,52.168021680206905,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,148.85,65.74,24.47,28.0,2.27,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,2.0,True,,,,,,,,,0.19,15.32,2025.0,11011.0,2.0,OpenDART,30.5,5.21,12.69,2,,,OpenDART,2025.0,CFS,11011,기초 의약물질 제조업,기초 의약물질 제조업,2026-07-08,4.57,0,3,6,20,12,10,5,5,61,B,19
086790.KS,086790,하나금융지주,335551,,기타 금융,KOSPI,주권,KRX,122900.0,105928.0,16.02220376104524,132000.0,-6.893939393939394,45.273631840780254,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,9.62,4.94,68.53,7.0,0.69,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,689436.0,53509.0,40366.0,7.76,5.85,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,3.34,28.0,4105.0,11177.79,OpenDART,7.27,5.0,False,,,,,,,,,0.73,10.23,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,-44.75,-53.38,,,,,기타 금융업,기타 금융업,2026-07-08,4.57,15,10,6,16,8,5,5,0,65,B,20
006400.KS,006400,삼성SDI,332012,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,393000.0,396764.5,-0.9487996027870437,712000.0,-44.80337078651686,33.727810650886184,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-70.17,22.94,26.25,118.0,1.71,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.0,-17224.0,-5849.0,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,4.0,True,,,,,,,,,,,,,4.0,OpenDART,432.0,3.01,-2.47,3,-72.69,-43.19,OpenDART,2025.0,CFS,11011,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-08,4.57,0,6,0,0,0,0,3,5,14,D,21
066570.KS,066570,LG전자,318928,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,185900.0,127824.5,45.43377834452706,392500.0,-52.63694267515924,34.293948126796536,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,161.86,28.06,28.4,18.0,1.36,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892009.0,24784.0,12204.0,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.73,25.4,1350.0,2439.48,OpenDART,12.26,5.0,True,,,,,,,,,0.11,16.18,2025.0,11011.0,5.0,OpenDART,12.5,2.86,7.56,2,,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-07-08,4.57,8,6,0,20,12,10,3,3,62,B,22
035420.KS,035420,NAVER,302322,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,186900.0,236190.0,-20.86879207417757,290500.0,-35.66265060240964,17.90591805765932,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,3.89,24.18,34.66,16.0,1.0,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.41,20.2,2630.0,3935.96,OpenDART,50.62,5.0,True,,,,,,,,,4.11,41.51,2025.0,11011.0,5.0,OpenDART,19.0,1.16,5.98,2,,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-07-08,4.57,8,8,6,0,15,2,1,5,45,C,23
000810.KS,000810,삼성화재,299584,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,684000.0,510872.5,33.88859255489383,730000.0,-6.301369863013699,42.926829268289744,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-0.74,9.42,58.38,14.0,1.1,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,247785.0,26591.0,20203.0,10.73,8.15,34131.66,33305.3,20198.04,751580.1,-731382.06,2.85,41.1,19500.0,8289.49,OpenDART,12.91,5.0,False,,,,,,,,,,6.39,2025.0,11011.0,5.0,OpenDART,15.67,0.89,11.23,3,-10.66,23.6,,,,,보험업,보험업,2026-07-08,4.57,8,8,12,0,4,0,5,0,37,D,24
267260.KS,267260,HD현대일렉트릭,293423,,"변압기, 고압차단기, 회전기, 배전반 등",KOSPI,주권,KRX,776000.0,910320.0,-14.755250900782144,1420000.0,-45.352112676056336,25.49371633752179,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,46.07,25.65,34.67,37.0,17.52,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,3.0,False,,,,,,,,,0.8,68.14,2025.0,11011.0,3.0,OpenDART,49.25,16.09,27.45,4,-24.87,8.89,OpenDART,2025.0,CFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-08,4.57,0,0,20,16,15,10,3,3,67,B,25
010120.KS,010120,LS ELECTRIC,275250,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,175900.0,145914.5,20.550048144632644,318500.0,-44.7723704866562,36.29976580796015,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,20.11,26.34,18.15,78.0,18.95,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,,,,,,,,,3.88,17.98,2025.0,11011.0,0.0,OpenDART,49.25,16.09,27.45,4,58.38,17.78,OpenDART,2025.0,CFS,11011,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-08,4.57,0,0,12,0,12,8,5,5,42,C,26
042660.KS,042660,한화오션,251258,,선박 제조,KOSPI,주권,KRX,81600.0,122919.0,-33.614819515290556,149900.0,-45.56370913942629,28.29808660623972,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,135.85,27.59,10.43,20.0,4.64,22.59,226.17,18.63,390.79,131.76,757 -> 1724 -> 4066,127835.0,11676.0,12459.0,9.13,9.75,13146.72,5980.49,7784.71,139659.07,-131874.36,,,,,,,,,,,,,,,,,0.15,131.76,,,,,20.33,5.26,18.38,3,-1.62,-11.79,OpenDART,2025.0,CFS,11011,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-08,4.57,4,0,20,20,15,10,3,3,75,A,27
298040.KS,298040,효성중공업,250737,,-,KOSPI,주권,KRX,2571000.0,2550470.0,0.8049496759420812,4601000.0,-44.12084329493589,30.375293197810635,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,133.52,20.47,26.77,44.0,14.45,24.41,190.31,21.93,106.07,111.72,12438 -> 23876 -> 55755,59685.0,7470.0,5028.0,12.52,8.42,4930.1,3010.24,2167.73,47381.62,-45213.89,0.29,13.4,7500.0,698.38,OpenDART,73.21,3.0,False,,,,,,,,,0.33,111.72,2025.0,11011.0,3.0,OpenDART,49.25,16.09,27.45,4,-10.66,-10.19,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-08,4.57,0,0,20,20,15,10,3,5,73,A,28
005490.KS,005490,POSCO홀딩스,240894,,"열연코일,냉연강판,후판,선재,스테인리스 제조",KOSPI,주권,KRX,296000.0,347335.0,-14.779679560078888,535000.0,-44.67289719626169,29.139072847679415,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-38.15,27.33,31.91,14.0,0.42,1.18,68.64,-4.94,-15.94,-36.54,20079 -> 13073 -> 8085,690949.0,18271.0,5044.0,2.64,0.73,45719.1,-16728.84,70498.0,428147.47,-357649.47,3.38,115.0,10000.0,7562.08,OpenDART,-12.42,5.0,True,,,,,,,,,,-36.54,2025.0,11011.0,5.0,OpenDART,14.0,0.42,1.18,1,,,,,,,1차 철강 제조업,1차 철강 제조업,2026-07-08,4.57,8,10,0,0,0,0,3,5,26,D,29
009540.KS,009540,HD한국조선해양,240628,,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",KOSPI,주권,KRX,334500.0,416597.5,-19.706671307437034,479500.0,-30.23983315954119,24.68749999999784,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,84.96,21.88,33.42,7.0,1.87,17.78,133.86,17.21,172.26,212.72,3133 -> 16565 -> 30639,299332.0,39045.0,29284.0,13.04,9.78,44220.51,34183.5,37420.16,226338.6,-188918.44,3.68,40.11,12300.0,8697.9,OpenDART,141.18,2.0,False,,,,,,,,,0.08,212.72,2025.0,11011.0,2.0,OpenDART,12.67,1.48,11.49,17,-44.75,26.35,,,,,기타 금융업,기타 금융업,2026-07-08,4.57,15,3,16,20,15,10,1,5,85,S,30
015760.KS,015760,한국전력,235921,,"전력자원개발,발전,송전,전력용기자재확보",KOSPI,주권,KRX,35600.0,46133.5,-22.832648725980036,67900.0,-47.56995581737849,41.03448275858108,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,144.73,3.62,52.1,4.0,0.48,19.4,416.85,4.32,61.28,,5439 -> 13311,974293.0,134906.0,86667.0,13.85,8.9,208801.54,49425.25,22408.11,2056045.13,-2033637.02,4.33,11.6,1542.0,9899.09,OpenDART,623.94,2.0,False,,,,,,,,,0.03,,2025.0,11011.0,2.0,OpenDART,4.0,0.48,19.4,1,,,,,,,전기업,전기업,2026-07-08,4.57,15,10,16,20,0,10,5,3,79,A,31
006800.KS,006800,미래에셋증권,226624,,"유가증권매매,유가증권위탁매매,유가증권인수",KOSPI,주권,KRX,38300.0,43755.335,-12.467816781656452,83800.0,-54.295942720763726,33.65384615383104,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,76.41,11.79,9.43,10.0,1.8,12.36,1015.01,31.65,61.19,126.19,421 -> 1221 -> 2154,292830.0,19151.0,15829.0,6.54,5.41,-68609.61,-69186.45,16980.57,1368057.27,-1351076.7,0.78,11.1,300.0,1741.85,OpenDART,0.0,5.0,True,,,,,,,,,0.13,126.19,2025.0,11011.0,5.0,OpenDART,7.25,1.36,13.83,4,37.93,32.35,,,,,금융 지원 서비스업,금융 지원 서비스업,2026-07-08,4.57,12,6,12,20,15,10,3,3,81,A,32
316140.KS,316140,우리금융지주,223523,,금융지주,KOSPI,주권,KRX,30250.0,30024.25,0.7518922204551322,40800.0,-25.857843137254903,44.29530201333958,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,1.86,4.73,45.84,7.0,0.56,8.91,1488.67,-10.87,-13.64,11.6,3389 -> 4144 -> 4221,415484.0,36748.0,32275.0,8.84,7.77,136423.91,131352.22,384996.79,5635980.38,-5250983.59,4.5,31.96,1360.0,9984.68,OpenDART,10.87,5.0,True,,,,,,,,,3.76,11.6,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,-44.75,-62.16,,,,,기타 금융업,기타 금융업,2026-07-08,4.57,15,10,6,0,8,2,5,5,51,C,33
