yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,170136,우량기업부,바이오시밀러 및 바이오베터,KOSDAQ,주권,KRX,314500.0,299050.0,335266.6666666667,353062.5,401355.0,-21.640442999339736,559000.0,-43.73881932021467,50.249999999996476,-7.91,-13.48,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,124.85,217.44,14.61,62.0,33.02,39.42,53.76,109.82,320.87,,1171 -> 2633,2159.0,1069.0,1452.0,49.51,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.12,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,537500.0,,,70.91,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011.0,OpenDART,0.5,2025.0,11011.0,,15.26,-25.16,9,1,8,8,,116.38,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-03,4.25,0,0,20,20,0,10,5,5,60,B,1
086520.KQ,086520,에코프로,105090,중견기업부,"환경소재,화학필터,이차전지소재등",KOSDAQ,주권,KRX,75500.0,78910.0,107801.66666666667,131835.0,117533.25,-35.76285859533366,185000.0,-59.189189189189186,45.62146892654466,-13.52,-53.62,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,,336.78,19.6,171.24,4.77,-8.39,117.92,9.11,,,-,34130.0,2138.0,-1055.0,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.2,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-03,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,,2,1,1,1,,,,기타 금융업,기타 금융업,2026-08-03,4.25,0,0,0,0,0,0,5,3,8,D,2
247540.KQ,247540,에코프로비엠,94699,중견기업부,양극활물질,KOSDAQ,주권,KRX,95400.0,109950.0,157488.33333333334,180450.0,172756.5,-44.777765236040324,246000.0,-61.21951219512195,37.76595744680289,-23.31,-58.25,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,,364.17,15.04,261.0,5.67,2.29,142.16,-8.5,,,-,25316.0,1433.0,916.0,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.1,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.83,,,248647.0,,,160.64,,,Naver/FnGuide,,KRW,2026-07-31,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,,2,1,1,1,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-03,4.25,0,0,0,0,0,0,5,1,6,D,3
277810.KQ,277810,레인보우로보틱스,88948,기술성장기업부,"협동로봇, 천문마운트시스템, 이족보행로봇 등",KOSDAQ,주권,KRX,447500.0,430400.0,583491.6666666666,625112.5,555250.0,-19.405673120216118,880000.0,-49.14772727272727,54.123222748813724,-9.14,-36.25,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,-33.64,3949.62,5.31,,58.46,1.07,7.08,76.68,,,110 -> 73,341.0,-25.0,14.0,-7.33,4.11,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,915000.0,,,104.47,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,27.0,5.36,8.16,21,17,20,20,,990.67,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-03,4.25,0,0,0,0,0,0,5,3,8,D,4
036930.KQ,036930,주성엔지니어링,59402,우량기업부,LP CVD,KOSDAQ,주권,KRX,127800.0,160475.0,183408.33333333334,127837.08333333333,89019.0,43.564856940653115,250500.0,-48.982035928143716,35.74778530484366,-33.64,0.16,daily_close,NXT 미확인,2026-08-03 23:12 KST,,,-66.22,32.8,8.47,887.5,9.95,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3107.0,313.0,357.0,10.07,11.49,-306.78,,1643.84,2974.36,-1330.52,0.04,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.0,,,190000.0,,,48.67,,,Naver/FnGuide,,KRW,2026-08-03,2025.0,CFS,11011,OpenDART,,2025.0,11011,26.98,5.36,8.16,21,16,20,20,3189.47,85.63,3.49,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-03,4.25,0,0,6,0,4,0,5,3,18,D,5
058470.KQ,058470,리노공업,46794,우량기업부,"리노핀, 반도체 소켓 등",KOSDAQ,주권,KRX,60300.0,68955.0,87458.33333333333,98233.33333333333,84322.5,-28.4888374988882,127000.0,-52.51968503937008,39.49903660885255,-23.28,-48.33,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,34.19,27.95,33.16,23.0,5.89,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.0,1770.0,1520.0,47.52,40.81,1794.69,1192.33,852.03,607.09,244.94,1.33,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,136000.0,,,125.54,,,Naver/FnGuide,,KRW,2026-07-30,2025.0,OFS,11011.0,OpenDART,0.67,2025.0,11011.0,14.58,2.98,8.6,8,5,7,7,57.75,97.65,17.07,전자부품 제조업,전자부품 제조업,2026-08-03,4.25,4,0,20,20,12,10,5,3,74,A,6
240810.KQ,240810,원익IPS,45991,우량기업부,반도체 제조용 기계,KOSDAQ,주권,KRX,93700.0,110405.0,127275.0,123249.16666666667,101428.5,-7.619653253276939,183300.0,-48.88161483906165,37.62927605409286,-29.6,-27.36,daily_close,NXT 미확인,2026-08-03 23:12 KST,,,304.73,46.26,13.97,30.0,5.25,9.05,20.06,21.6,596.23,,423 -> 1712,9098.0,738.0,840.0,8.11,9.23,1566.07,1245.35,1072.74,1946.21,-873.47,0.21,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.83,,,176833.0,,,88.72,,,Naver/FnGuide,,KRW,2026-07-27,2025.0,CFS,11011.0,OpenDART,0.1,2025.0,11011.0,26.98,5.48,6.8,21,16,20,20,11.19,-4.2,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-03,4.25,0,0,6,20,0,10,5,3,44,C,7
028300.KQ,028300,HLB,41158,중견기업부,"의료기기, 의약외품 등",KOSDAQ,주권,KRX,30700.0,34840.0,45379.166666666664,49882.083333333336,49632.0,-38.14474532559639,92500.0,-66.8108108108108,60.96033402919192,-36.5,-50.24,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,,,18.51,,9.8,-44.32,88.14,23.64,,,-,842.0,-1042.0,-2354.0,-123.75,-279.57,-925.88,-1101.21,409.83,4357.64,-3947.81,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-31,2025.0,CFS,11011.0,OpenDART,,,,,,,3,2,2,2,,,,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2026-08-03,4.25,0,0,0,0,0,0,3,1,4,D,8
298380.KQ,298380,에이비엘바이오,39751,기술성장기업부,항체의약품 연구개발,KOSDAQ,주권,KRX,70000.0,74760.0,95961.66666666667,134032.5,146265.5,-52.14182428528942,245500.0,-71.4867617107943,41.68377823407426,-27.16,-45.14,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,,,13.69,-68.0,21.33,-23.48,79.29,137.43,,,-,793.0,-404.0,-379.0,-50.95,-47.79,-412.53,-419.05,1119.82,1242.37,-122.55,,,,,,,,,,,,4.0,,,220000.0,,,214.29,,,Naver/FnGuide,,KRW,2026-07-28,2025.0,CFS,11011.0,OpenDART,,,,,9.81,-9.41,8,2,7,7,,117.43,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-03,4.25,0,0,0,0,0,0,5,1,6,D,9
087010.KQ,087010,펩트론,38730,기술성장기업부,약효지속성 의약품 및 펩타이드 소재,KOSDAQ,주권,KRX,166100.0,131500.0,202543.33333333334,240946.66666666666,254135.5,-34.64116583476138,386000.0,-56.96891191709844,68.66537717600927,-8.08,-38.37,nxt_web_latest,NXT 체결가,2026-08-03 23:02 KST,,,,,5.17,,24.44,-9.41,26.03,75.0,,,-,56.0,-213.0,-138.0,-380.36,-246.43,-205.86,-235.83,43.78,369.71,-325.93,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-28,2025.0,OFS,11011.0,OpenDART,,,,,9.81,-23.48,8,2,7,7,,149.13,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-03,4.25,0,0,0,0,0,0,1,3,4,D,10
