yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_pbr_avg,peer_roe_avg,peer_pbr_gap,cagr,peer_per_avg,peer_per_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
183300.KQ,183300,코미코,14227,우량기업부,반도체 부품 세정 및 코팅,KOSDAQ,주권,KRX,27100.0,22417.55,31812.2,29314.908333333333,25660.96,5.607896197180468,55782.0,-51.418020149869136,99.99999999976271,-1.13,-28.44,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-10.74,15.48,26.01,11.76,2.0,18.52,178.59,19.13,-1.33,24.61,1563 -> 2719 -> 2427,6041.0,1110.0,772.0,18.37,12.78,382.21,-1815.01,991.19,6604.31,-5613.12,5.17,28.3,1400.0,141.14,OpenDART,11.87,5.0,True,5.0,OpenDART,,4.0,,,170000.0,,,527.31,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,2025.0,11011,21,16,20,20,,6.9,6.8,-71.01,24.61,29.0,-59.45,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,12,3,16,0,12,0,1,3,47,C,61
039200.KQ,039200,오스코텍,14040,벤처기업부,신약연구개발,KOSDAQ,주권,KRX,36700.0,34500.0,35720.0,43283.75,46123.75,-20.431448006721048,62000.0,-40.806451612903224,67.18346253225113,17.63,-13.03,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,5847.83,547.23,11.9,25.21,7.83,33.87,23.02,193.53,,,23 -> 1368,998.0,521.0,544.0,52.2,54.51,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,67000.0,,,82.56,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,7,5,6,6,0.0,3.9,7.59,100.77,,30.0,-15.97,의약품 제조업,의약품 제조업,2026-08-21,4.7,0,0,20,0,0,10,1,5,36,D,62
035900.KQ,035900,JYP Ent.,13786,우량기업부,오디오물 출판 및 원판 녹음 관련 제품,KOSDAQ,주권,KRX,38900.0,43785.0,49450.833333333336,55946.25,61854.75,-37.1107311887931,85100.0,-54.28907168037603,35.89743589740368,-14.79,-35.17,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,64.27,25.19,13.81,12.0,2.12,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8219.0,1552.0,1606.0,18.88,19.54,1243.33,1018.25,2944.72,2261.42,683.3,2.25,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,67389.0,,,73.24,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,0.19,,,,23.33,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-21,4.7,12,3,20,20,12,10,5,3,85,S,63
082920.KQ,082920,비츠로셀,13767,우량기업부,리튬1차전지,KOSDAQ,주권,KRX,30600.0,31037.5,37262.5,39885.833333333336,31122.59,-1.6791340309402276,64100.0,-52.26209048361935,56.696428571393135,-4.97,-47.24,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,10.56,11.12,29.08,19.39,3.82,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2431.0,693.0,569.0,28.51,23.41,635.86,521.59,243.75,403.47,-159.72,0.85,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,40500.0,,,32.35,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,1.84,,,,23.31,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-08-21,4.7,4,0,16,5,12,5,3,3,48,C,64
290650.KQ,290650,엘앤씨바이오,13754,우량기업부,"인체조직(피부, 뼈, 연골)",KOSDAQ,주권,KRX,50700.0,55832.5,71445.83333333333,71478.75,69600.25,-27.155434068124755,118300.0,-57.14285714285714,48.913043478244326,-19.65,-30.07,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,192.78,8.73,22.4,,6.47,-57.68,118.98,18.75,12.82,,2132 -> 6242,855.0,44.0,-1382.0,5.15,-161.64,125.65,-44.7,308.88,2481.04,-2172.16,0.1,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,6,6,6,,3.9,9.66,65.9,,27.6,,의약품 제조업,의약품 제조업,2026-08-21,4.7,0,0,0,0,0,10,5,3,18,D,65
475830.KQ,475830,오름테라퓨틱,13466,기술성장기업부,항체약물접합체(ADC) 단백질 분해제(TPD) 연구 개발,KOSDAQ,주권,KRX,62400.0,57795.0,57135.0,76263.33333333333,82719.0,-24.563884959924565,143700.0,-56.57620041753654,66.4772727272551,30.82,-15.1,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,,5.53,,12.59,-33.22,29.37,,,,-,0.24,-518.0,-420.0,-215662.5,-174870.83,-359.89,,40.65,384.37,-343.72,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,7,2,6,6,,18.74,-6.93,-32.82,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-08-21,4.7,0,0,0,0,0,0,1,3,4,D,66
420770.KQ,420770,기가비스,13347,우량기업부,반도체 기판용 광학검사 및 수리장비,KOSDAQ,주권,KRX,106800.0,112680.0,136900.0,113747.5,84644.0,26.175511554274372,192200.0,-44.432882414151926,51.41065830719875,-17.91,-24.89,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,353.16,47.97,5.31,63.0,8.1,7.42,13.4,100.77,,-33.36,2745 -> 269 -> 1219,524.0,121.0,155.0,23.09,29.58,256.54,210.21,397.82,282.74,115.08,0.75,65.63,800.0,101.41,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,191250.0,,,79.07,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,0.18,6.65,7.54,21.8,-33.36,25.0,152.0,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,0,0,6,20,0,10,5,5,46,C,67
043260.KQ,043260,성호전자,13306,우량기업부,"전원공급장치,필름콘덴서",KOSDAQ,주권,KRX,18120.0,17825.0,26976.166666666668,35031.0,25008.185,-27.54372218535652,53200.0,-65.93984962406016,59.62469733651122,-5.97,-55.75,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,871.74,6.42,2.91,3.67,2.61,46.27,128.77,11.72,20.63,101.28,331 -> 138 -> 1341,2316.0,76.0,910.0,3.28,39.29,200.87,152.61,295.71,3270.79,-2975.08,,,,,,,,,,,,4.5,,,85000.0,,,369.09,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,8,6,7,7,0.0,4.88,9.7,-46.52,101.28,24.5,-85.02,전자부품 제조업,전자부품 제조업,2026-08-21,4.7,15,3,20,0,15,10,3,1,67,B,68
078600.KQ,078600,대주전자재료,13018,우량기업부,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",KOSDAQ,주권,KRX,82900.0,82865.0,96401.66666666667,113750.0,97752.0,-15.193551027088958,182800.0,-54.649890590809626,62.71186440676106,2.09,-48.86,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-43.95,667.76,14.41,127.15,4.94,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.0,207.0,209.0,8.13,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.12,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,191500.0,,,131.0,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,2025.0,11011,8,6,7,7,,4.47,12.5,10.51,444.67,17.91,609.94,전자부품 제조업,전자부품 제조업,2026-08-21,4.7,0,0,6,0,15,0,3,3,27,D,69
218410.KQ,218410,RFHIC,12530,우량기업부,GaN 트랜지스터,KOSDAQ,주권,KRX,47500.0,47682.5,60262.5,74112.08333333333,59264.5,-19.850838191497438,112500.0,-57.77777777777777,56.920684292354686,-1.45,-53.97,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,11.66,23.8,23.1,25.0,3.6,8.84,37.77,61.71,1960.0,28.82,652 -> 969 -> 1082,1858.0,309.0,355.0,16.63,19.11,294.99,242.9,1099.24,1497.25,-398.01,0.84,29.9,400.0,101.41,OpenDART,58.74,4.0,False,4.0,OpenDART,,4.0,,,101000.0,,,112.63,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,2.14,,,,28.82,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-08-21,4.7,4,0,6,0,15,5,3,3,36,D,70
127120.KQ,127120,제이에스링크,12456,벤처기업부,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",KOSDAQ,주권,KRX,34950.0,35602.5,35925.0,37963.333333333336,31356.1,11.461565692161976,48900.0,-28.52760736196319,60.03976143137811,0.0,-11.29,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,,3.25,,14.38,-35.13,79.37,21.38,,,-,193.0,-125.0,-164.0,-64.77,-84.97,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,11,2,10,10,,31.93,-25.16,-54.96,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-21,4.7,0,0,0,0,0,0,3,5,8,D,71
347700.KQ,347700,스피어,12088,기술성장기업부,우주항공산업 관련 부품 등 판매 / 디지털헬스 소프트웨어 개발 및 공급,KOSDAQ,주권,KRX,23450.0,20905.5,24372.166666666668,34583.583333333336,27805.8,-15.66507707025153,53100.0,-55.83804143126178,72.96063890467647,23.75,-49.84,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,-98.98,1590.82,8.65,29.29,11.95,0.43,49.85,11.94,-40.13,,491 -> 5,956.0,91.0,2.0,9.52,0.21,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,113.22,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,3,1,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-21,4.7,0,0,0,0,0,0,1,3,4,D,72
003380.KQ,003380,하림지주,11850,우량기업부,지주사업,KOSDAQ,주권,KRX,10580.0,10439.5,10285.0,12121.416666666666,11657.7,-9.244533655866944,19610.0,-46.047934727180014,63.999999999744,4.55,-10.11,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,772.77,17.26,8.29,7.17,0.31,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132149.0,8874.0,5138.0,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.13,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,55.95,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,3,2,2,2,0.01,,,,148.93,,,기타 금융업,기타 금융업,2026-08-21,4.7,15,10,6,20,15,10,3,3,82,A,73
195940.KQ,195940,HK이노엔,11615,우량기업부,"전문의약품, 숙취해소음료",KOSDAQ,주권,KRX,41150.0,39800.0,40433.333333333336,45330.416666666664,47837.25,-13.97916895306482,57600.0,-28.55902777777778,68.56060606053335,6.06,-11.12,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,22.91,20.56,13.28,13.0,0.9,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10632.0,1109.0,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.0,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,62857.0,,,52.75,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,0.57,5.42,9.66,-83.39,26.83,30.0,-56.67,의약품 제조업,의약품 제조업,2026-08-21,4.7,8,8,6,20,15,8,1,5,71,A,74
204270.KQ,204270,제이앤티씨,10991,중견기업부,"강화유리, 커넥터",KOSDAQ,주권,KRX,19000.0,15661.0,16902.833333333332,17814.583333333332,19371.25,-1.9164999677356909,29450.0,-35.483870967741936,76.49769585243587,25.58,-14.61,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,39.18,2.76,,4.47,-31.32,121.3,-32.03,,,-,1857.0,-780.0,-916.0,-42.0,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,36.84,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,8,7,7,7,,4.88,12.5,-8.4,,22.0,,전자부품 제조업,전자부품 제조업,2026-08-21,4.7,0,0,0,0,0,0,1,5,6,D,75
166090.KQ,166090,하나머티리얼즈,10561,우량기업부,"실리콘부품, 세라믹부품, 특수가스",KOSDAQ,주권,KRX,53700.0,55007.5,58920.833333333336,63128.75,57422.0,-6.481836230016371,81100.0,-33.785450061652284,51.52671755722438,-1.83,-32.88,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,20.8,21.83,19.98,14.0,2.25,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2735.0,501.0,384.0,18.32,14.04,685.43,482.22,394.97,2219.26,-1824.29,0.56,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,88000.0,,,63.87,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,5,2,4,4,0.67,6.76,2.98,-66.72,5.86,,,반도체 제조업,반도체 제조업,2026-08-21,4.7,8,3,6,20,4,8,5,5,59,B,76
437730.KQ,437730,삼현,10511,기술성장기업부,"스마트 액추에이터, 스마트 파워유닛",KOSDAQ,주권,KRX,33550.0,36330.0,39383.333333333336,45797.083333333336,47185.5,-28.89764864206165,73200.0,-54.166666666666664,39.18269230766594,-11.59,-44.08,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,19.27,100.86,2.04,213.53,9.05,8.46,53.4,-5.38,-85.45,-5.72,369 -> 275 -> 328,950.0,8.0,97.0,0.84,10.21,0.95,-529.71,208.0,703.51,-495.51,,16.24,,15.73,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,11.08,,,,-5.72,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-08-21,4.7,0,0,6,0,0,8,5,3,22,D,77
115180.KQ,115180,큐리언트,9303,벤처기업부,저분자 혁신신약,KOSDAQ,주권,KRX,24700.0,21742.0,22332.833333333332,29667.25,29386.7,-15.948371201938293,50900.0,-51.47347740667977,70.10869565212542,33.51,-21.59,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,,5.87,,32.54,-71.44,58.18,-23.91,,,-,70.0,-298.0,-313.0,-425.71,-447.14,-286.73,-323.69,210.36,228.03,-17.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,11,2,10,10,,24.17,-25.16,34.63,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-21,4.7,0,0,0,0,0,0,1,3,4,D,78
036540.KQ,036540,SFA반도체,9143,중견기업부,"반도체패키지(SOP,DIP,QFP)",KOSDAQ,주권,KRX,5560.0,5318.25,6058.666666666667,6816.166666666667,6160.35,-9.745387843223199,11010.0,-49.50045413260672,60.29850746243458,0.72,-49.5,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,23.78,5.5,,1.9,-3.93,16.21,-8.26,,,-,3674.0,-196.0,-191.0,-5.33,-5.2,54.56,-166.04,226.3,766.27,-539.97,,,,,,,,,,,,4.0,,,9500.0,,,70.86,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,,,5,3,4,4,,6.76,9.64,-71.89,,14.0,,반도체 제조업,반도체 제조업,2026-08-21,4.7,0,3,0,0,0,0,3,3,9,D,79
293490.KQ,293490,카카오게임즈,9084,중견기업부,"모바일, PC게임 퍼블리싱",KOSDAQ,주권,KRX,8510.0,8268.0,8405.166666666666,10374.083333333334,12504.45,-31.944227854883668,23500.0,-63.78723404255319,58.65384615358296,9.24,-15.41,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,,4.57,-8.0,0.68,-7.93,123.44,-25.86,-307.33,,-,4650.0,-396.0,-1431.0,-8.52,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.29,,,8914.0,,,4.75,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,,,3,2,2,2,,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-21,4.7,0,10,0,0,0,0,3,1,14,D,80
101490.KQ,101490,에스앤에스텍,8672,우량기업부,블랭크마스크,KOSDAQ,주권,KRX,40950.0,41545.0,50501.666666666664,70072.5,66645.5,-38.5554913685095,105100.0,-61.03710751665081,49.42196531787908,-1.8,-47.16,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,91.27,24.46,12.66,13.82,2.55,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.0,504.0,581.0,20.68,23.84,468.82,-175.92,800.1,887.84,-87.74,0.49,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,2025.0,11011,8,6,7,7,0.15,4.88,9.7,-47.75,50.19,24.5,-43.59,전자부품 제조업,전자부품 제조업,2026-08-21,4.7,8,3,20,20,15,10,5,1,82,A,81
056190.KQ,056190,SFA,8510,우량기업부,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",KOSDAQ,주권,KRX,23900.0,21926.5,23283.666666666668,26487.666666666668,26217.1,-8.838124735382626,35650.0,-32.959326788218796,70.50997782694157,13.0,-26.35,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,37.83,21.28,12.8,14.24,0.73,6.11,49.77,-20.26,,,1113 -> 1534,16310.0,859.0,521.0,5.27,3.19,1516.38,568.22,2959.24,7516.75,-4557.51,3.97,48.5,950.0,267.07,OpenDART,2.98,5.0,True,5.0,OpenDART,,4.0,,,37500.0,,,56.9,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,21,16,20,20,0.38,6.9,8.16,-89.42,,29.0,-50.9,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,8,10,6,20,0,10,1,5,60,B,82
476830.KQ,476830,알지노믹스,8458,기술성장기업부,"인체질환치료제 및 진단제, 진단용 유전자재조합 의약품",KOSDAQ,주권,KRX,30800.0,30245.0,38740.833333333336,64292.083333333336,,,118000.0,-73.89830508474576,59.03614457828836,8.45,-57.78,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,,11.11,,17.02,604.61,6.72,7800.0,,,-,79.0,-146.0,-1038.0,-184.81,-1313.92,-108.52,-109.73,176.19,39.56,136.63,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-19,2025.0,OFS,11011.0,OpenDART,,,11,2,10,10,,31.93,-33.31,-46.7,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-21,4.7,0,0,20,0,0,0,3,1,24,D,83
491000.KQ,491000,리브스메드,8447,기술성장기업부,"다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark",KOSDAQ,주권,KRX,33450.0,40875.0,40645.0,55734.166666666664,,,91300.0,-63.36254107338445,44.53551912566603,-12.89,-54.92,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,,3.83,,5.3,-20.75,11.65,88.93,,,-,512.0,-226.0,-229.0,-44.14,-44.73,-347.4,-424.63,114.02,210.64,-96.62,,,,,,,,,,,,4.0,,,90000.0,,,169.06,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,,,4,3,3,3,,4.33,26.21,22.4,,15.0,,의료용 기기 제조업,의료용 기기 제조업,2026-08-21,4.7,0,0,0,0,0,0,5,1,6,D,84
232140.KQ,232140,와이씨,8179,우량기업부,메모리 웨이퍼 테스터,KOSDAQ,주권,KRX,9970.0,9541.0,11930.833333333334,15979.5,15824.55,-36.99662865610712,23700.0,-57.9324894514768,62.81310211929107,2.68,-48.1,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,75.37,55.92,7.51,25.0,2.32,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.0,170.0,290.0,6.24,10.64,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,4.0,,,22750.0,,,128.18,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,21,16,20,20,0.33,6.9,8.16,-66.38,19.34,29.0,-13.79,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,4,3,6,20,12,10,3,3,61,B,85
041830.KQ,041830,인바디,8061,우량기업부,정밀 체성분 분석기,KOSDAQ,주권,KRX,60200.0,58932.5,52328.333333333336,42375.833333333336,37871.0,58.96068231628423,70800.0,-14.971751412429379,67.17171717169343,22.61,30.87,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-6.44,11.16,33.87,16.0,2.48,10.37,12.91,14.38,0.27,-8.12,2684 -> 2422 -> 2266,2339.0,368.0,300.0,15.73,12.83,357.78,279.18,523.72,412.73,110.99,1.0,26.69,600.0,80.04,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,87500.0,,,45.35,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,4,2,3,3,,5.3,26.21,-53.21,-8.12,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-21,4.7,8,3,12,0,0,0,1,5,29,D,86
086450.KQ,086450,동국제약,8037,우량기업부,"인사돌, 복합마데카솔, 파미레이",KOSDAQ,주권,KRX,17800.0,18718.0,18805.0,20742.416666666668,19681.05,-9.557670957596264,29900.0,-40.468227424749166,51.51175811862025,-4.15,-17.21,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,7.91,13.15,15.14,13.11,1.43,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9269.0,966.0,739.0,10.42,7.97,687.6,227.63,561.79,2991.58,-2429.79,1.12,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,4.0,,,35000.0,,,96.63,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,7,5,6,6,1.66,5.42,7.59,-73.62,18.31,30.0,-56.3,의약품 제조업,의약품 제조업,2026-08-21,4.7,8,6,12,5,12,5,5,5,58,B,87
458870.KQ,458870,씨어스,7954,기술성장기업부,심전도검사솔루션 입원환자모니터링솔루션,KOSDAQ,주권,KRX,20900.0,24442.5,29510.833333333332,38110.38333333333,39907.02,-47.6282618947744,63034.0,-66.84329092235937,42.31805929915944,-26.28,-42.82,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,102.08,4.66,15.0,12.51,52.78,36.81,495.06,,,-,482.0,163.0,160.0,33.82,33.2,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,48250.0,,,130.86,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,,,4,2,3,3,,4.33,10.37,188.91,,,,의료용 기기 제조업,의료용 기기 제조업,2026-08-21,4.7,8,0,20,0,0,0,5,1,34,D,88
388720.KQ,388720,유일로보틱스,7952,벤처기업부,"취출로봇, 사출장비 및 자동화시스템",KOSDAQ,주권,KRX,68100.0,67725.0,73386.66666666667,85855.83333333333,89730.5,-24.106073185817532,150700.0,-54.81088254810883,59.28571428568464,3.34,-27.4,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,,15.51,,8.51,-26.71,20.64,4.83,-3250.0,,-,369.0,-126.0,-247.0,-34.15,-66.94,-112.68,-195.79,28.12,185.17,-157.05,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-21,2025.0,OFS,11011,OpenDART,,,21,17,20,20,,6.65,8.16,27.97,,25.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,0,0,0,0,0,0,3,3,6,D,89
119850.KQ,119850,지엔씨에너지,7936,우량기업부,"비상발전기, 소형열병합발전설비, 바이오가스발전설비",KOSDAQ,주권,KRX,48500.0,46230.0,32342.0,33085.166666666664,33788.1,43.541661117375654,55400.0,-12.454873646209386,64.72819216179757,6.48,77.33,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,3.76,7.46,7.74,18.17,3.19,21.15,67.41,16.04,55.84,87.31,692 -> 2340 -> 2428,2626.0,494.0,400.0,18.81,15.23,410.79,372.73,779.47,1493.04,-713.57,,6.1,,24.25,OpenDART,,,,,,,,,,,,,,,,,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,2025.0,11011,3,2,2,2,4.83,,,,87.31,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-21,4.7,4,0,20,0,15,2,3,5,49,C,90
090710.KQ,090710,휴림로봇,7926,중견기업부,제조업용로봇및서비스로봇,KOSDAQ,주권,KRX,6630.0,6878.5,8170.0,10223.416666666666,9841.175,-32.629995910041224,21500.0,-69.16279069767441,55.39215686255503,-8.8,-43.86,daily_close,NXT 미확인,2026-08-21 21:01 KST,,,,,7.79,,6.56,-13.42,36.13,26.45,,,-,1683.0,-173.0,-301.0,-10.28,-17.88,-230.17,-245.91,160.03,734.47,-574.44,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,,,21,17,20,20,,6.9,8.16,-4.93,,25.0,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.7,0,0,0,0,0,0,3,1,4,D,91
