yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,200.75,203.5564971923828,208.43683293660482,198.13266626993814,193.2160001373291,3.8992629271468577,235.74000549316406,-14.842625213300376,39.659366065981004,2.66,-3.41,daily_close,일봉 종가,2026-08-04 13:43 KST,,,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.5,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-07-28,,,,,0.14,102.92,36.49,9.35,34.01,22,20,21,21,-16.95,161.85,2026-08-03,4.69,0,0,20,20,15,10,5,5,75,A,1
GOOGL,GOOGL,알파벳A,4490.91,356.1300048828125,347.5375,364.21449991861977,341.2553326924642,326.8260498046875,8.966223804876371,402.6199951171875,-11.54686572902161,48.5871906728028,-2.82,-10.53,daily_close,일봉 종가,2026-08-04 13:43 KST,,,294.0,23.78,81.11,16.393574,6.416221,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.25,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.59,54.0,-0.18,428.12,515.0,340.0,20.21,6.53,Finnhub,yfinance,,,2026-07-28,,,,,0.06,36.52,18.52,5.05,25.48,7,6,6,6,-11.48,27.05,2026-08-03,4.69,8,0,20,20,15,10,5,5,83,A,2
GOOG,GOOG,알파벳C,4483.96,356.6499938964844,346.52749786376955,362.038498433431,339.5674153645833,326.06129905700686,9.381271229655974,399.0400085449219,-10.622998631894188,49.71118225179715,-2.26,-9.74,daily_close,일봉 종가,2026-08-04 13:43 KST,,,294.0,23.92,60.54,16.751995,7.0074267,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.25,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.6,14.0,-0.18,421.79,475.0,340.0,18.26,6.53,Finnhub,yfinance,,,2026-08-01,,,,,0.06,36.52,18.34,5.05,25.48,7,6,6,6,-8.66,38.76,2026-08-03,4.69,8,0,20,20,15,10,5,5,83,A,3
AAPL,AAPL,애플,4376.98,308.9100036621094,324.1794998168945,307.4373331705729,285.0932497660319,278.2661993408203,11.012406247643657,340.0799865722656,-9.165485809478163,46.409181866361905,-1.2,7.44,daily_close,일봉 종가,2026-08-04 13:43 KST,303.55,-1.7351343752441957,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.35,12.59,1.08,,yfinance,,,,,,Technology,Consumer Electronics,69.09,,,-3.13,,,,,3.74,Finnhub,,,,2026-07-28,,,,,1.61,10.32,34.1,9.35,34.01,22,20,21,21,2.86,326.28,2026-08-03,4.69,0,0,20,5,8,8,5,0,46,C,4
MSFT,MSFT,마이크로소프트,2818.35,464.7200012207031,400.76500091552737,402.813498433431,400.24174880981445,433.3388494873047,7.241712062171753,542.0700073242188,-14.269375737154858,78.216275208532,20.16,12.26,daily_close,일봉 종가,2026-08-04 13:43 KST,,,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.78,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,19.8,5.58,Finnhub,yfinance,,,2026-07-28,,,,,1.01,18.71,36.49,9.57,35.18,22,20,21,21,-35.05,-26.87,2026-08-03,4.69,4,0,20,10,12,8,1,5,60,B,5
AMZN,AMZN,아마존,2628.93,271.5799865722656,245.22899856567383,250.1230000813802,237.4019999186198,235.28814994812012,15.424421770559919,274.989990234375,-1.240046468310725,63.968441220644124,11.23,-1.24,daily_close,일봉 종가,2026-08-04 13:43 KST,,,242.3,41.19,67.81,22.83119,5.552037,30.56,45.617,19.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.33,4.65,61.0,0.0,321.95,400.0,207.0,18.55,5.24,Finnhub,yfinance,,,2026-08-04,,,,,0.09,57.24,23.69,16.73,38.64,8,7,4,4,-3.63,-66.81,2026-08-03,4.69,4,0,20,20,15,10,3,0,72,A,6
AVGO,AVGO,브로드컴,1957.03,389.2799987792969,385.4989990234375,399.30816752115885,375.34291763305663,366.1711001586914,6.3109564382854195,481.57000732421875,-19.16440125864967,50.08281218890409,4.11,-8.5,daily_close,일봉 종가,2026-08-04 13:43 KST,392.1969,0.7493067277666368,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.67,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,,,2026-07-29,,,,,0.72,20.26,32.69,9.35,34.01,22,20,21,21,87.68,114.33,2026-08-03,4.69,0,0,20,16,12,10,5,5,68,B,7
TSLA,TSLA,테슬라,1504.13,311.2099914550781,358.50249938964845,394.878998819987,391.50608291625974,411.0095501708984,-24.281566857588462,489.8800048828125,-36.472199650295025,17.18543273297948,-25.86,-21.95,daily_close,일봉 종가,2026-08-04 13:43 KST,,,8.3,176.51,45.6,349.39447,17.392338,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,48.33,3.62,40.0,0.0,425.61,600.0,125.0,36.76,-0.06,Finnhub,yfinance,,,2026-07-28,,,,,42.1,-49.94,22.83,10.81,45.9,8,7,4,4,1430.42,60.89,2026-08-03,4.69,0,0,0,0,0,5,1,5,11,D,8
META,META,메타 플랫폼스,1465.23,556.7100219726562,618.6239959716797,602.622162882487,617.146580505371,633.7274981689453,-12.153090471664681,790.0,-29.53037696548655,21.0564369509342,-7.26,-9.16,daily_close,일봉 종가,2026-08-04 13:43 KST,589.42,5.875586344114767,62.4,22.36,79.31,22.271437,6.3836145,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.38,7.64,2.1,,yfinance,,,,,,Communication Services,Internet Content & Information,87.5,,,-0.17,,,,,8.96,Finnhub,,,,2026-08-01,,,,,0.36,25.69,16.57,5.06,33.35,7,6,6,6,34.41,26.16,2026-08-03,4.69,4,0,20,20,15,10,1,5,75,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,511.5400085449219,497.7905014038086,490.28433380126955,487.0179171244303,490.472550201416,4.295338920568408,539.7999877929688,-5.235268597094803,75.25320813151104,0.98,8.88,daily_close,일봉 종가,2026-08-04 13:43 KST,,,119.6,11.79,67.47,14.743223,0.0009789749,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,1.72,-3.3,Finnhub,yfinance,,,2026-08-04,,,,,0.12,-16.27,19.66,3.27,16.16,17,16,16,16,-25.01,-99.97,2026-08-03,4.69,8,10,12,20,0,10,1,0,61,B,10
