yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
028050.KS,028050,삼성E&A,81242,41750.0,34940.5,19.488845322762984,64400.0,-35.170807453416145,45.52238805968247,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-18.44,6.49,37.86,11.0,1.69,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,90288.0,7921.0,6483.0,8.77,7.18,,,,,,,-9.5,2026-06-26,4.25,12,6,12,0,0,0,5,5,40,C,71
039490.KS,039490,키움증권,80389,309000.0,348645.0,-11.371165512197221,495500.0,-37.638748738647834,44.59459459459178,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,38.22,5.91,27.77,5.0,1.16,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,171217.0,14882.0,11150.0,8.69,6.51,,,,,,0.13,64.21,2026-06-26,4.25,15,8,16,20,15,10,5,5,94,S,72
047050.KS,047050,포스코인터내셔널,80308,45500.0,61332.25,-25.8139070391189,87300.0,-47.88087056128293,35.21809369949942,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,19.35,14.68,8.04,9.0,1.15,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,323736.0,11653.0,6368.0,3.6,1.97,,,,,,0.47,-4.58,2026-06-26,4.25,12,8,6,20,0,8,5,3,62,B,73
007660.KS,007660,이수페타시스,79135,107500.0,113314.0,-5.130875266957304,161400.0,-33.39529120198265,51.78268251272114,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,102.24,38.82,23.13,30.0,9.94,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,10880.0,2047.0,1605.0,18.81,14.75,,,,,,0.29,77.17,2026-06-26,4.25,0,0,20,20,15,10,5,5,75,A,74
180640.KS,180640,한진칼,76910,114300.0,114586.5,-0.2500294537314605,173000.0,-33.930635838150295,58.91341256365323,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-68.82,25.59,19.72,46.3,2.27,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,2984.0,-75.0,1592.0,-2.51,53.35,,,,,,,-36.56,2026-06-26,4.25,0,3,0,0,0,0,3,5,11,D,75
161390.KS,161390,한국타이어앤테크놀로지,76802,61900.0,57399.25,7.841130328357949,75900.0,-18.44532279314888,41.4383561643637,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-2.26,6.24,39.34,6.0,0.59,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,212023.0,18411.0,9716.0,8.68,4.58,,,,,,,22.99,2026-06-26,4.25,15,10,6,0,12,0,5,5,53,C,76
352820.KS,352820,하이브,76635,178100.0,295227.0,-39.67353934430117,404500.0,-55.970333745364655,41.23434704829537,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-95.0,455.33,19.01,38.0,2.28,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,,,,,,,,2026-06-26,4.25,0,3,0,0,0,0,5,3,11,D,77
064400.KS,064400,LG씨엔에스,72761,74800.0,69296.0,7.942738397598707,143700.0,-47.947112038970076,16.163793103443396,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,8.8,13.5,5.47,15.0,2.49,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,61295.0,5518.0,4392.0,9.0,7.17,,,,,,1.7,9.24,2026-06-26,4.25,8,3,16,5,8,5,1,3,49,C,78
000880.KS,000880,한화,71142,100000.0,107283.5,-6.7890216109653405,150900.0,-33.73094764744864,38.29401088928247,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-50.24,10.25,21.32,10.0,0.73,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,747854.0,41469.0,19916.0,5.55,2.66,,,,,,,0.68,2026-06-26,4.25,12,10,0,0,0,0,5,5,32,D,79
004170.KS,004170,신세계,69894,745000.0,325753.5,128.70053583461114,767000.0,-2.8683181225554106,70.19230769230533,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-86.85,63.77,25.1,19.0,1.35,0.32,140.91,5.47,0.63,-74.9,22865 -> 10948 -> 1440,69295.0,4800.0,646.0,6.93,0.93,,,,,,,-74.9,2026-06-26,4.25,4,6,0,0,0,0,1,0,11,D,80
000990.KS,000990,DB하이텍,68867,157500.0,94667.0,66.37265361741684,220500.0,-28.57142857142857,49.790092359356024,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,12.18,9.33,22.83,23.47,2.93,12.52,33.36,23.51,45.34,-1.28,5934 -> 5155 -> 5783,13972.0,2773.0,2526.0,19.85,18.08,,,,,,1.93,-1.28,2026-06-26,4.25,4,3,12,5,0,5,5,5,39,D,81
062040.KS,062040,산일전기,65824,213500.0,165774.5,28.78940971017859,333500.0,-35.98200899550225,50.63291139239907,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,52.18,23.98,17.43,31.0,11.04,29.21,16.48,50.27,63.55,-25.48,8807 -> 3214 -> 4891,5019.0,1786.0,1489.0,35.58,29.67,,,,,,0.59,-25.48,2026-06-26,4.25,0,0,20,20,0,10,5,5,60,B,82
326030.KS,326030,SK바이오팜,64921,82800.0,109200.5,-24.176171354526765,140700.0,-41.15138592750533,50.57471264366189,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,10.9,36.34,12.5,19.0,6.97,39.28,45.03,29.05,111.73,,3074 -> 3409,7067.0,2039.0,2533.0,28.85,35.84,,,,,,1.74,,2026-06-26,4.25,4,0,20,5,0,5,5,5,44,C,83
021240.KS,021240,코웨이,60647,85200.0,87063.0,-2.1398297784363045,113200.0,-24.73498233215548,45.64102564099287,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,11.66,9.28,54.72,9.0,1.63,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,49636.0,8787.0,6175.0,17.7,12.44,,,,,,0.77,15.76,2026-06-26,4.25,12,6,16,16,12,5,5,5,77,A,84
032640.KS,032640,LG유플러스,60353,14120.0,15478.1,-8.774332766941681,17810.0,-20.71869736103313,35.84905660367889,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,40.79,10.47,85.31,8.0,0.68,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,154517.0,8921.0,5092.0,5.77,3.3,,,,,,0.2,-7.96,2026-06-26,4.25,15,10,6,20,0,10,5,5,71,A,85
078930.KS,078930,GS,58059,62600.0,61814.5,1.2707374483333198,82100.0,-23.751522533495738,38.58024691356358,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,40.85,5.41,21.08,4.0,0.39,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,251841.0,29361.0,10381.0,11.66,4.12,,,,,,0.1,-21.64,2026-06-26,4.25,15,10,6,20,0,10,5,5,71,A,86
241560.KS,241560,두산밥캣,57609,60100.0,61558.5,-2.3692909996182494,76700.0,-21.642764015645373,47.09302325577562,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-25.84,8.93,38.8,11.0,0.76,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,87919.0,6861.0,4023.0,7.8,4.58,,,,,,,-32.66,2026-06-26,4.25,12,10,6,0,0,0,5,5,38,D,87
090430.KS,090430,아모레퍼시픽,56737,96400.0,126398.5,-23.73327215117268,182300.0,-47.12013165112452,35.185185185166944,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-60.27,34.27,24.21,19.0,1.22,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,42528.0,3358.0,2473.0,7.9,5.81,,,,,,,14.4,2026-06-26,4.25,4,6,0,0,8,0,5,3,26,D,88
454910.KS,454910,두산로보틱스,55096,85600.0,89113.0,-3.9421857641421565,166700.0,-48.6502699460108,17.1339563862891,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,,,5.8,,16.15,-14.78,14.57,-29.49,,,-,330.0,-595.0,-555.0,-180.3,-168.18,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,1,3,4,D,89
000500.KS,000500,가온전선,54426,328500.0,139077.0,136.20009059729503,564000.0,-41.755319148936174,55.64304461942053,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-0.83,16.69,0.67,97.66,10.86,10.96,184.82,47.4,76.0,8.41,2737 -> 3244 -> 3217,25457.0,792.0,514.0,3.11,2.02,,,,,,,8.41,2026-06-26,4.25,0,0,12,0,8,0,3,5,28,D,90
029780.KS,029780,삼성카드,53353,45850.0,53336.25,-14.035951158920998,67400.0,-31.973293768545997,52.567975830771246,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-2.81,7.69,5.44,8.0,0.56,7.45,263.01,-0.01,-3.58,2.95,5260 -> 5736 -> 5575,43829.0,8537.0,6459.0,19.48,14.74,,,,,,,2.95,2026-06-26,4.25,15,10,6,0,0,0,5,5,41,C,91
000100.KS,000100,유한양행,52886,66500.0,104728.5,-36.502480222671004,163700.0,-59.37690897984117,38.721804511257815,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,175.23,75.25,19.13,36.0,2.17,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,21866.0,1044.0,1853.0,4.77,8.47,,,,,,0.21,19.5,2026-06-26,4.25,0,3,6,20,12,10,5,3,59,B,92
267270.KS,267270,HD건설기계,52809,109500.0,123416.0,-11.275685486484734,198100.0,-44.724886420999496,34.30555555554888,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,6.37,11.96,18.99,10.0,1.12,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,37765.0,1709.0,870.0,4.53,2.3,,,,,,1.57,-10.94,2026-06-26,4.25,12,8,6,5,0,5,3,5,44,C,93
009830.KS,009830,한화솔루션,52685,30900.0,33721.98,-8.36836982881789,55179.0,-44.00043494807807,44.92919467884285,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,,,14.6,15.0,0.55,-7.01,196.32,7.58,,,-,133331.0,-3648.0,-6153.0,-2.74,-4.61,,,,,,,,2026-06-26,4.25,8,10,0,0,0,0,5,5,28,D,94
011790.KS,011790,SKC,51582,103100.0,108184.795,-4.700101340488743,174100.0,-40.78116025272831,36.17511520736743,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,,,10.82,-22.0,4.24,-73.28,232.74,7.11,,,-,18400.0,-3050.0,-7194.0,-16.58,-39.1,,,,,,,,2026-06-26,4.25,0,0,0,0,0,0,5,5,10,D,95
377300.KS,377300,카카오페이,51467,38100.0,53182.5,-28.359892821886902,93800.0,-59.3816631130064,40.481927710816066,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,1663.16,1385.54,28.13,45.0,2.66,2.4,173.7,25.08,,,19 -> 335,9584.0,504.0,557.0,5.26,5.81,,,,,,0.03,,2026-06-26,4.25,0,3,0,20,0,10,5,3,41,C,96
036570.KS,036570,NC,51274,236500.0,228959.0,3.293602784778061,338000.0,-30.029585798816566,35.49999999999504,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,273.41,26.71,36.58,11.0,1.31,10.79,28.56,-4.51,,28.77,9663 -> 4291 -> 16023,15069.0,161.0,3474.0,1.07,23.05,,,,,,0.04,28.77,2026-06-26,4.25,12,6,12,20,15,10,5,5,85,S,97
271560.KS,271560,오리온,49973,125800.0,119049.5,5.670330408779542,146000.0,-13.835616438356164,47.18309859152603,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-27.05,10.28,38.75,10.0,1.28,10.51,17.55,7.35,2.7,0.8,9527 -> 13269 -> 9680,33324.0,5583.0,3906.0,16.75,11.72,,,,,,,0.8,2026-06-26,4.25,12,6,12,0,0,0,5,5,40,C,98
023530.KS,023530,롯데쇼핑,49420,171300.0,99904.5,71.46374787922466,203500.0,-15.823095823095823,53.40364333652208,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,-70.45,25.98,12.19,13.0,0.32,0.34,124.77,-1.77,15.62,,6165 -> 1822,137384.0,5470.0,736.0,3.98,0.54,,,,,,,,2026-06-26,4.25,8,10,0,0,0,0,5,5,28,D,99
138930.KS,138930,BNK금융지주,49279,15700.0,16647.25,-5.690129000285332,22650.0,-30.684326710816777,46.77716390411513,nxt_web_latest,NXT 체결가,2026-06-26 22:30 KST,,,13.42,4.79,39.65,6.0,0.46,7.58,1333.0,1.21,3.06,14.16,1972 -> 2266 -> 2570,101525.0,9027.0,8362.0,8.89,8.24,,,,,,0.45,14.16,2026-06-26,4.25,15,10,6,20,8,5,5,5,74,A,100
