yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
196170.KQ,196170,알테오젠,177620,우량기업부,,KOSDAQ,주권,KRX,256000.0,282750.0,270722.7,273118.7083333333,293616.095,-12.811319147882536,430123.0,-40.48214115497195,18.749999999996348,-20.12,-11.28,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,124.86,217.49,14.4,69.0,37.73,39.42,53.76,109.82,320.87,,901 -> 2026,2158.59,1069.0,1451.73,49.52,67.25,1241.27,907.09,663.81,2443.0,-1779.19,0.14,14.1,371.0,200.03,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,485000.0,,,89.45,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,0.55,,2025.0,11011.0,,11.28,-31.49,9,1,7,7,,234.49,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-21,4.25,0,0,20,20,0,10,1,5,56,B,1
086520.KQ,086520,에코프로,108485,중견기업부,,KOSDAQ,주권,KRX,80300.0,84595.0,84716.66666666667,111039.16666666667,118280.5,-32.11053385807466,185000.0,-56.5945945945946,37.63440860213166,-8.65,-21.27,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,,336.78,19.17,79.63,4.98,-8.39,117.92,9.11,,,-,34130.22,2137.64,-1055.4,6.26,-3.09,3390.76,-4729.89,11867.67,52913.98,-41046.31,0.19,-13.56,150.0,203.1,OpenDART,-29.61,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,,,,3,2,2,2,,,기타 금융업,기타 금융업,2026-09-21,4.25,0,0,0,0,0,0,5,3,8,D,2
247540.KQ,247540,에코프로비엠,101156,중견기업부,,KOSDAQ,주권,KRX,103900.0,109436.1,111147.51666666666,152354.1,163158.87,-36.31973548235533,242127.0,-57.088635302960846,39.502707038288484,-9.78,-26.69,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,,358.44,14.64,746.0,5.78,2.29,142.16,-8.5,,,-,25315.76,1433.1,915.88,5.66,3.62,2147.07,-2234.95,5185.48,28660.15,-23474.67,0.1,24.85,100.0,97.82,OpenDART,-67.03,1.0,True,3.0,OpenDART,,3.79,,,172386.0,,,65.92,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,,,,2,1,1,1,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-09-21,4.25,0,0,0,0,0,0,5,3,8,D,3
036930.KQ,036930,주성엔지니어링,95518,우량기업부,,KOSDAQ,주권,KRX,208500.0,190750.0,174516.66666666666,161367.5,114172.75,82.61800648578578,250500.0,-16.766467065868262,68.35573940019692,25.6,24.93,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,-66.22,32.8,8.8,887.5,14.45,6.17,50.37,-24.11,-67.8,3.49,705 -> 2235 -> 755,3106.93,312.58,356.93,10.06,11.49,-306.78,,1643.84,2974.36,-1330.52,0.03,6.79,53.0,24.22,OpenDART,-41.52,2.0,True,3.0,OpenDART,,3.5,,,205000.0,,,-1.68,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,3.49,2025.0,11011.0,30.0,5.54,8.98,19,17,18,18,2858.33,160.83,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-21,4.25,0,0,6,0,4,0,1,5,16,D,4
277810.KQ,277810,레인보우로보틱스,85262,기술성장기업부,,KOSDAQ,주권,KRX,439500.0,443575.0,452600.0,551750.0,568977.5,-22.756172256372174,880000.0,-50.05681818181819,46.73202614378657,-1.12,-14.83,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,-33.64,3949.62,5.48,,65.63,1.07,7.08,76.68,,,110 -> 73,341.23,-24.8,14.22,-7.27,4.17,-92.86,-274.67,101.1,94.75,6.35,,,,,,,,,,,,4.0,,,650000.0,,,47.9,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011,OpenDART,,,,,31.0,5.54,8.98,19,18,18,18,,1084.66,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-21,4.25,0,0,0,0,0,0,5,3,8,D,5
240810.KQ,240810,원익IPS,63318,우량기업부,,KOSDAQ,주권,KRX,130900.0,114420.0,114898.33333333333,120709.16666666667,109696.5,19.329240221884927,183300.0,-28.587015821058376,68.7612208258355,23.03,-15.38,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,304.73,46.26,16.2,25.0,5.05,9.05,20.06,21.6,596.23,,423 -> 1712,9097.96,738.14,840.29,8.11,9.24,1566.07,1245.35,1072.74,1946.21,-873.47,0.15,11.6,200.0,97.31,OpenDART,-12.64,2.0,True,4.0,OpenDART,,3.86,,,154714.0,,,18.19,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,0.08,,2025.0,11011.0,32.0,5.79,8.16,19,17,18,18,-21.88,-12.78,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-21,4.25,4,0,6,20,0,10,1,5,46,C,6
039030.KQ,039030,이오테크닉스,59626,우량기업부,,KOSDAQ,주권,KRX,487000.0,434675.0,384250.0,428975.0,393192.5,23.857906750510246,612000.0,-20.424836601307188,69.95708154506018,25.52,2.1,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,33.53,50.01,27.8,45.87,6.65,8.9,13.06,18.7,158.97,24.98,2973 -> 3478 -> 4644,3808.91,807.53,575.65,21.2,15.11,1002.88,962.08,2363.05,898.52,1464.53,,,,,,-25.46,0.0,True,3.0,OpenDART,,4.0,,,532500.0,,,9.34,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,1.37,24.98,,,30.0,5.54,8.24,19,17,18,18,52.9,20.04,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-21,4.25,0,0,6,10,12,10,1,5,44,C,7
058470.KQ,058470,리노공업,53195,우량기업부,,KOSDAQ,주권,KRX,70400.0,67045.0,69401.66666666667,87237.5,86036.0,-18.173787716769723,127000.0,-44.56692913385827,62.827225130844,8.98,-20.63,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,34.19,27.95,31.56,25.0,6.28,22.45,8.3,33.9,42.51,17.07,1455 -> 1486 -> 1994,3725.34,1769.97,1519.61,47.51,40.79,1794.69,1192.33,852.03,607.09,244.94,1.14,39.96,800.0,607.16,OpenDART,-35.63,5.0,True,5.0,OpenDART,,4.0,,,103500.0,,,47.02,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,OFS,11011.0,OpenDART,0.73,17.07,2025.0,11011.0,18.0,5.11,12.3,9,5,6,6,38.89,22.9,전자부품 제조업,전자부품 제조업,2026-09-21,4.25,4,0,20,16,12,10,3,5,70,A,8
222800.KQ,222800,심텍,50299,중견기업부,,KOSDAQ,주권,KRX,131600.0,124875.0,113090.0,105237.91666666667,84314.0,56.08321275233057,157300.0,-16.338207247298158,55.68181818180342,25.1,4.28,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,,,10.84,24.0,7.24,-32.1,181.13,14.55,,,-,14105.6,118.69,-1645.8,0.84,-11.67,-1986.12,-2550.05,539.84,10439.64,-9899.8,0.08,,100.0,37.33,OpenDART,-41.52,5.0,True,5.0,OpenDART,,4.0,,,176250.0,,,33.93,,,Naver/FnGuide,,KRW,2026-09-22,2025.0,CFS,11011,OpenDART,,,2025.0,11011,18.0,5.11,18.61,9,5,6,6,33.33,41.68,전자부품 제조업,전자부품 제조업,2026-09-21,4.25,4,0,0,0,0,0,3,5,12,D,9
403870.KQ,403870,HPSP,45018,우량기업부,,KOSDAQ,주권,KRX,55300.0,52165.0,44663.333333333336,47988.75,44176.5,25.179676977578573,83500.0,-33.772455089820355,62.7218934910723,25.82,8.43,daily_close,NXT 미확인,2026-09-22 02:24 KST,,,-16.35,35.96,33.26,35.0,13.18,24.79,19.95,-4.63,-4.26,-6.21,989 -> 1040 -> 870,1729.65,899.02,726.62,51.98,42.01,1002.05,977.76,939.41,614.76,324.65,0.9,55.66,500.0,404.37,OpenDART,49.38,4.0,True,4.0,OpenDART,,4.0,,,67800.0,,,22.6,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,OFS,11011.0,OpenDART,,-6.21,2025.0,11011.0,30.0,5.54,8.16,19,17,18,18,16.67,137.91,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-21,4.25,0,0,20,0,0,0,3,5,28,D,10
