yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
259960.KS,259960,크래프톤,106117,,<배틀그라운드> 등 게임 소프트웨어,KOSPI,주권,KRX,231500.0,255752.5,-9.48280075463583,386000.0,-40.02590673575129,55.37634408601316,-2.32,-5.12,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-43.16,14.43,43.61,10.0,1.47,10.6,31.31,22.76,-10.83,12.39,12221 -> 27162 -> 15438,33266.0,10544.0,7337.0,31.7,22.06,10451.03,9041.3,5967.26,22495.04,-16527.78,0.97,13.6,2240.0,995.75,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,2,1,1,1,12.39,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-14,4.25,12,6,12,0,8,0,3,5,46,C,64
005830.KS,005830,DB손해보험,105455,,"자동차보험,화재보험,해상보험,특종보험,장기보험",KOSPI,주권,KRX,160600.0,148389.0,8.22904662744543,205500.0,-21.849148418491485,73.4653465346331,4.69,-2.55,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-3.4,4.18,45.62,7.0,0.84,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,230479.0,23840.0,17906.0,10.34,7.77,-2824.18,-3921.7,17134.19,630870.18,-613735.99,4.73,25.7,7600.0,4608.9,OpenDART,18.22,5.0,False,5.0,OpenDART,,3.94,,,219313.0,,,36.56,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,,2025.0,11011,3,2,2,2,1.43,,,,,,보험업,보험업,2026-07-14,4.25,15,8,16,0,0,0,1,5,45,C,65
003490.KS,003490,대한항공,97578,,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",KOSPI,주권,KRX,26500.0,24232.0,9.359524595576097,30000.0,-11.666666666666666,45.64102564096011,-9.56,6.85,daily_close,NXT 미확인,2026-07-14 21:55 KST,,,-40.82,8.45,44.57,44.0,0.88,7.28,339.88,41.16,-47.23,-14.28,2873 -> 3567 -> 2111,252255.0,11136.0,6473.0,4.41,2.57,40751.91,-2209.29,18699.88,389469.74,-370769.86,2.83,35.5,750.0,2770.54,OpenDART,0.0,4.0,False,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,-14.28,,,,,,항공 여객 운송업,항공 여객 운송업,2026-07-14,4.25,0,8,6,0,0,0,5,5,24,D,66
0126Z0.KS,0126Z0,삼성에피스홀딩스,95675,,지주회사,KOSPI,주권,KRX,387000.0,,,743000.0,-47.91386271870794,40.83885209712772,-14.66,-36.24,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,,35.03,6.46,36.0,1.56,,30.64,,,,-,2516.9,-636.41,853.0,-25.29,33.9,-1037.45,-1437.32,1313.0,18098.15,-16785.15,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,17,16,16,16,,7.0,1.0,8.82,414.29,56.0,기타 금융업,기타 금융업,2026-07-14,4.25,0,6,0,0,0,0,5,3,14,D,67
006260.KS,006260,LS,91260,,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",KOSPI,주권,KRX,294500.0,279346.0,5.42481367193373,553000.0,-46.745027124773955,37.49999999999785,-30.54,-14.26,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,14.75,14.43,19.33,22.0,2.16,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,318700.0,10526.0,4851.0,3.3,1.52,2063.3,-9841.35,20866.11,173152.04,-152285.93,,25.25,,683.69,OpenDART,,0.0,False,0.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,1.49,2025.0,11011.0,17,16,16,15,-20.96,7.0,1.0,8.91,214.29,116.0,기타 금융업,기타 금융업,2026-07-14,4.25,4,3,6,10,0,5,5,3,36,D,68
016360.KS,016360,삼성증권,90996,,"유가증권의 매매,위탁매매,인수주선",KOSPI,주권,KRX,103300.0,95181.0,8.530063773232053,149500.0,-30.903010033444815,45.9999999999908,-17.09,-7.02,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,12.03,5.76,26.08,5.0,1.11,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,148739.0,13757.0,10072.0,9.25,6.77,-53238.21,-53680.42,33798.3,716151.57,-682353.27,3.87,35.46,4000.0,3572.0,OpenDART,33.01,5.0,True,5.0,OpenDART,,3.89,,,165611.0,,,60.32,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,0.42,2025.0,11011,5,4,4,4,35.65,8.5,1.56,12.06,-41.18,-28.85,금융 지원 서비스업,금융 지원 서비스업,2026-07-14,4.25,15,8,12,20,15,5,5,5,85,S,69
047050.KS,047050,포스코인터내셔널,90248,,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",KOSPI,주권,KRX,51400.0,61408.5,-16.29823232940065,87300.0,-41.1225658648339,51.7699115043927,-21.29,-29.3,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,19.35,14.68,7.95,10.0,1.3,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,323736.0,11653.0,6368.0,3.6,1.97,19415.39,8824.95,11714.66,109403.55,-97688.89,3.6,51.3,1850.0,3153.22,OpenDART,22.76,5.0,False,5.0,OpenDART,,4.0,,,100231.0,,,95.0,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,0.52,2025.0,11011,1,0,0,0,-4.58,,,,,,상품 중개업,상품 중개업,2026-07-14,4.25,12,6,6,20,0,8,5,5,62,B,70
352820.KS,352820,하이브,88790,,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",KOSPI,주권,KRX,207500.0,290696.5,-28.61971162363496,404500.0,-48.702101359703335,54.700854700848744,-6.95,-18.79,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-95.0,455.33,19.11,44.0,2.61,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,1074.84,463.79,5349.15,19340.18,-13991.03,0.24,-9.05,500.0,214.73,OpenDART,-15.48,3.0,True,3.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,1,0,0,0,,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-14,4.25,0,3,0,0,0,0,5,3,11,D,71
443060.KS,443060,HD현대마린솔루션,86752,,"AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",KOSPI,주권,KRX,193800.0,206244.0,-6.033630069238378,280500.0,-30.909090909090907,33.06772908365919,-24.15,5.1,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,13.41,31.31,29.67,24.0,10.24,33.73,54.27,13.59,28.86,26.16,3778 -> 5302 -> 6013,19827.0,3501.0,2696.0,17.66,13.6,3241.28,3061.12,3779.24,4475.95,-696.71,2.04,65.7,3950.0,1770.79,OpenDART,25.4,2.0,False,2.0,OpenDART,,4.0,,,324900.0,,,67.65,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,1.79,2025.0,11011,2,1,1,1,26.16,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-07-14,4.25,4,0,20,5,15,5,3,5,57,B,72
161390.KS,161390,한국타이어앤테크놀로지,84854,,타이어 제조,KOSPI,주권,KRX,68300.0,59123.5,15.520901164511573,75900.0,-10.013175230566535,64.53900709216654,-3.8,12.15,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-2.26,6.24,39.48,6.0,0.67,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,212023.0,18411.0,9716.0,8.68,4.58,16080.24,-7000.92,26030.8,124452.09,-98421.29,3.37,25.8,2300.0,2805.74,OpenDART,42.19,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,22.99,,,,,,고무제품 제조업,고무제품 제조업,2026-07-14,4.25,15,10,6,0,12,0,3,5,51,C,73
039490.KS,039490,키움증권,80783,,"유가증권의 매매, 위탁, 인수, 주선",KOSPI,주권,KRX,311000.0,355305.0,-12.469568398981156,495500.0,-37.2351160443996,48.77551020407885,-20.26,-33.26,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,38.22,5.91,27.59,6.0,1.32,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,171217.0,14882.0,11150.0,8.69,6.51,-63999.34,-68600.17,23004.64,744513.63,-721508.99,3.7,27.05,11500.0,3011.1,OpenDART,34.63,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.16,2025.0,11011.0,5,4,4,4,64.21,8.5,1.46,12.06,-29.41,-9.59,금융 지원 서비스업,금융 지원 서비스업,2026-07-14,4.25,15,6,16,20,15,10,5,5,92,S,74
003230.KS,003230,삼양식품,80753,,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",KOSPI,주권,KRX,1083000.0,1254475.0,-13.66906474820144,1630000.0,-33.558282208588956,45.805369127515704,-5.25,-15.46,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,43.18,19.3,15.61,15.0,6.02,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,23518.0,5242.0,3887.0,22.29,16.53,3092.87,-1520.85,3328.41,9249.56,-5921.15,0.44,9.2,4800.0,359.94,OpenDART,50.79,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.35,2025.0,11011.0,2,1,1,1,75.62,,,,,,기타 식품 제조업,기타 식품 제조업,2026-07-14,4.25,8,0,20,20,15,10,5,5,83,A,75
028050.KS,028050,삼성E&A,78694,,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리",KOSPI,주권,KRX,40150.0,35983.25,11.57969332953527,64400.0,-37.65527950310559,43.42560553631114,-29.19,-23.38,daily_close,NXT 미확인,2026-07-14 21:55 KST,,,-18.44,6.49,38.16,11.0,1.64,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,90288.0,7921.0,6483.0,8.77,7.18,2544.33,1579.4,8617.97,55933.7,-47315.73,1.97,25.1,790.0,1548.4,OpenDART,19.7,2.0,False,2.0,OpenDART,,4.0,,,67816.0,,,68.91,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,,2025.0,11011,2,1,1,1,-9.5,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-07-14,4.25,12,6,12,0,0,0,5,5,40,C,76
180640.KS,180640,한진칼,74373,,"지주사업, 경영자문 및 컨설팅",KOSPI,주권,KRX,113400.0,115570.5,-1.8780744221059873,173000.0,-34.45086705202312,48.402948402940076,-11.34,-0.79,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-68.82,25.59,19.62,50.32,2.46,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,2984.0,-75.0,1592.0,-2.51,53.35,1222.26,-458.92,1109.3,7165.31,-6056.01,0.32,15.6,360.0,242.39,OpenDART,28.42,4.0,False,4.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,17,16,16,15,-36.56,7.0,1.0,8.91,618.86,146.0,기타 금융업,기타 금융업,2026-07-14,4.25,0,3,0,0,0,0,5,5,13,D,77
078930.KS,078930,GS,73387,,지주회사/부동산 임대,KOSPI,주권,KRX,79000.0,63601.25,24.211395216288988,82100.0,-3.7758830694275276,65.61743341402135,-0.25,9.27,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,40.85,5.41,21.1,5.0,0.45,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,251841.0,29361.0,10381.0,11.66,4.12,21933.38,2812.65,16109.17,165137.94,-149028.77,3.8,35.6,3000.0,2841.14,OpenDART,10.67,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.12,2025.0,11011.0,17,16,16,15,-21.64,7.5,1.2,8.91,-33.33,-62.5,기타 금융업,기타 금융업,2026-07-14,4.25,15,10,6,20,0,10,1,0,62,B,78
007660.KS,007660,이수페타시스,71867,,"P.C.B(인쇄회로기판),M.L.B 제조",KOSPI,주권,KRX,99900.0,115521.0,-13.522216739813542,161400.0,-38.10408921933085,45.11434511433855,-18.78,-18.91,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,102.24,38.82,19.01,28.0,9.18,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,10880.0,2047.0,1605.0,18.81,14.75,1687.53,-128.51,1627.8,5333.13,-3705.33,,11.0,,168.84,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.27,2025.0,11011.0,7,6,6,6,77.17,50.5,5.78,5.76,-44.55,58.82,전자부품 제조업,전자부품 제조업,2026-07-14,4.25,0,0,20,20,15,10,5,5,75,A,79
090430.KS,090430,아모레퍼시픽,70191,,"화장품,생활용품 제조, 판매",KOSPI,주권,KRX,119800.0,126354.0,-5.187014261519224,182300.0,-34.28414701042238,67.68488745979184,8.51,-8.2,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-60.27,34.27,24.23,22.0,1.43,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,42528.0,3358.0,2473.0,7.9,5.81,5838.4,4925.73,5245.58,14577.56,-9331.98,1.04,36.3,1240.0,856.01,OpenDART,6.06,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,3,2,2,2,14.4,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-14,4.25,4,6,0,0,8,0,1,5,24,D,80
005387.KS,005387,현대차2우B,69857,,,KOSPI,주권,KRX,199800.0,232675.5,-14.129334631278326,323500.0,-38.23802163833076,41.45077720206503,-21.03,-17.61,daily_close,NXT 미확인,2026-07-14 21:55 KST,,,-23.26,5.89,25.07,5.0,0.44,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,,,,,,,,,,,,,,,,,3.96,,,808000.0,,,304.4,,,Naver/FnGuide,,,2026-07-14,,,,,,,,2,1,1,1,-9.97,,,,,,,,2026-07-14,4.25,15,10,6,0,0,0,5,5,41,C,81
021240.KS,021240,코웨이,66662,,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",KOSPI,주권,KRX,94700.0,86547.0,9.420314973367072,113200.0,-16.342756183745582,60.3133159268709,3.84,15.35,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,11.66,9.28,54.47,9.0,1.79,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,49636.0,8787.0,6175.0,17.7,12.44,355.44,-2016.74,1821.91,33863.95,-32042.04,,22.2,,1372.89,OpenDART,4.0,0.0,False,2.0,OpenDART,,4.0,,,125000.0,,,32.0,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,0.77,2025.0,11011,1,0,0,0,15.76,,,,,,그외 기타 개인 서비스업,그외 기타 개인 서비스업,2026-07-14,4.25,12,6,16,16,12,5,3,5,75,A,82
047040.KS,047040,대우건설,65046,,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",KOSPI,주권,KRX,15830.0,12456.9,27.078165514694668,37150.0,-57.388963660834456,34.929810074278365,-42.33,-44.46,daily_close,NXT 미확인,2026-07-14 21:55 KST,,,-54.26,4.44,11.01,19.0,2.22,-23.89,284.46,-23.32,-302.28,,1231 -> 563,80546.0,-8154.0,-9161.0,-10.12,-11.37,4629.05,3518.74,18288.8,98838.97,-80550.17,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,,,1,0,0,0,,,,,,,건물 건설업,건물 건설업,2026-07-14,4.25,4,3,0,0,0,0,3,3,13,D,83
064400.KS,064400,LG씨엔에스,63944,,"컨설팅, 시스템 구축/운영, 토탈 아웃소싱 및 AI, 클라우드·스마트팩토리 등 IT신기술 기반의 DX사업",KOSPI,주권,KRX,66000.0,69575.5,-5.139021638364079,143700.0,-54.07098121085595,27.609427609414595,-28.96,0.46,daily_close,NXT 미확인,2026-07-14 21:55 KST,,,8.8,13.5,5.23,15.0,2.53,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,61295.0,5518.0,4392.0,9.0,7.17,4181.68,3649.95,11409.88,23438.36,-12028.48,2.8,40.9,1850.0,1792.39,OpenDART,14.14,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,1.7,2025.0,11011.0,2,1,1,1,9.24,,,,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-07-14,4.25,8,3,16,5,8,5,3,3,51,C,84
000880.KS,000880,한화,62329,,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",KOSPI,주권,KRX,88700.0,108036.5,-17.898117765755092,150900.0,-41.219350563286945,35.58052434455996,-29.21,-29.99,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-50.24,10.25,21.33,10.0,0.73,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,747854.0,41469.0,19916.0,5.55,2.66,83201.96,21278.89,146845.82,2408940.93,-2262095.11,1.24,26.49,1100.0,986.77,OpenDART,10.05,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,3,2,2,2,0.68,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-14,4.25,12,10,0,0,0,0,5,5,32,D,85
241560.KS,241560,두산밥캣,60581,,"Compact Equipment, Heavy Equipment, Portable Power",KOSPI,주권,KRX,62900.0,62125.5,1.2466700469211516,76700.0,-17.992177314211215,53.7688442210677,-8.97,-8.71,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-25.84,8.93,39.01,12.0,0.8,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,87919.0,6861.0,4023.0,7.8,4.58,,,,,,2.7,40.4,1700.0,1627.3,OpenDART,7.99,5.0,False,5.0,OpenDART,,4.0,,,91071.0,,,44.79,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-07-14,,,,,,2025.0,11011,3,2,2,2,-32.66,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-14,4.25,12,10,6,0,0,0,5,5,38,D,86
032640.KS,032640,LG유플러스,60480,,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",KOSPI,주권,KRX,14320.0,15473.35,-7.453783440560708,17810.0,-19.595732734418867,53.18066157741869,-11.93,-17.61,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,40.79,10.47,85.2,9.0,0.7,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,154517.0,8921.0,5092.0,5.77,3.3,29637.57,9799.29,7943.18,106142.65,-98199.47,,53.73,,2814.72,OpenDART,,0.0,False,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.22,2025.0,11011.0,3,2,2,2,-7.96,,,,,,전기 통신업,전기 통신업,2026-07-14,4.25,12,10,6,20,0,10,5,5,68,B,87
267270.KS,267270,HD건설기계,58848,,"굴삭기, 지게차, 휠로더 등",KOSPI,주권,KRX,123300.0,125369.5,-1.6507204702898233,198100.0,-37.758707723372034,53.08848080132316,-20.25,-22.84,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,6.37,11.96,18.8,12.0,1.28,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,37765.0,1709.0,870.0,4.53,2.3,1660.36,115.1,3378.73,16723.99,-13345.26,,26.5,,263.39,OpenDART,-35.45,3.0,True,3.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,1.88,2025.0,11011.0,3,2,2,2,-10.94,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-14,4.25,12,6,6,5,0,5,5,5,44,C,88
326030.KS,326030,SK바이오팜,58421,,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,KOSPI,주권,KRX,75600.0,107827.0,-29.887690467137173,140700.0,-46.26865671641791,34.53608247421434,-14.77,-28.48,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,10.9,36.34,12.39,20.0,7.28,39.28,45.03,29.05,111.73,,3074 -> 3409,7067.0,2039.0,2533.0,28.85,35.84,1763.34,1468.23,3077.71,3720.39,-642.68,,,,,,,,,,,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,1.83,,,1,0,0,0,,,,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-14,4.25,4,0,20,5,0,5,3,3,40,C,89
353200.KS,353200,대덕전자,58015,,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",KOSPI,주권,KRX,117400.0,77599.0,51.290609415069774,190900.0,-38.50183342063907,39.941690962093695,-30.9,34.94,daily_close,NXT 미확인,2026-07-14 21:55 KST,,,100.43,46.49,16.62,40.0,8.66,5.37,31.28,19.41,334.51,36.9,493 -> 461 -> 924,10653.0,491.0,476.0,4.61,4.47,715.52,44.13,338.68,2807.01,-2468.33,0.43,54.1,500.0,257.67,OpenDART,13.62,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.4,2025.0,11011.0,7,6,6,6,36.9,44.5,6.04,6.37,-10.11,43.38,전자부품 제조업,전자부품 제조업,2026-07-14,4.25,0,0,6,20,15,10,5,5,61,B,90
138930.KS,138930,BNK금융지주,55920,,금융지주회사,KOSPI,주권,KRX,18210.0,16825.25,8.230189744580318,22650.0,-19.602649006622517,63.05418719197328,-1.41,-3.6,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,13.42,4.79,39.55,7.0,0.52,7.58,1333.0,1.21,3.06,14.16,1972 -> 2266 -> 2570,101525.0,9027.0,8362.0,8.89,8.24,-20237.99,-21985.53,63746.34,1498535.72,-1434789.38,4.04,28.12,735.0,2291.6,OpenDART,7.03,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.52,2025.0,11011.0,17,16,16,15,14.16,7.5,1.2,8.91,-6.67,-56.67,기타 금융업,기타 금융업,2026-07-14,4.25,15,10,6,20,8,5,3,5,72,A,91
029780.KS,029780,삼성카드,55438,,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",KOSPI,주권,KRX,48100.0,53148.0,-9.498005569353502,67400.0,-28.635014836795254,56.902356902303254,-9.76,-11.42,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-2.81,7.69,5.41,9.0,0.58,7.45,263.01,-0.01,-3.58,2.95,5260 -> 5736 -> 5575,43829.0,8537.0,6459.0,19.48,14.74,-15750.26,-16350.07,8143.69,233114.98,-224971.29,5.82,46.3,2800.0,2987.9,OpenDART,3.85,5.0,False,5.0,OpenDART,,3.5,,,63667.0,,,32.36,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,,2025.0,11011,17,16,16,15,2.95,7.0,1.2,8.91,28.57,-51.67,기타 금융업,기타 금융업,2026-07-14,4.25,12,10,6,0,0,0,3,5,36,D,92
001440.KS,001440,대한전선,54877,,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",KOSPI,주권,KRX,28000.0,30975.15,-9.604957522401026,72300.0,-61.272475795297375,37.05263157892553,-31.2,-32.12,daily_close,NXT 미확인,2026-07-14 21:55 KST,,,10.51,31.98,13.41,54.0,3.29,5.48,114.0,10.47,11.63,-5.86,510 -> 409 -> 452,36360.0,1286.0,899.0,3.54,2.47,-1712.8,-3319.76,4388.57,18609.39,-14220.82,,,,,,,,,,,,4.0,,,57200.0,,,104.29,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011,OpenDART,5.14,,,1,0,0,0,-5.86,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-14,4.25,0,0,6,0,0,5,5,1,17,D,93
000100.KS,000100,유한양행,53124,,"의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",KOSPI,주권,KRX,67100.0,101832.0,-34.10715688585121,163700.0,-59.01038485033598,38.888888888867285,-14.3,-30.97,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,175.23,75.25,19.17,38.0,2.3,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,21866.0,1044.0,1853.0,4.77,8.47,1062.27,-282.5,3485.65,8586.41,-5100.76,0.89,23.1,600.0,448.7,OpenDART,10.67,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.22,2025.0,11011.0,1,0,0,0,19.5,,,,,,의약품 제조업,의약품 제조업,2026-07-14,4.25,0,3,6,20,12,10,5,3,59,B,94
004170.KS,004170,신세계,52987,,"백화점,할인점(E마트)",KOSPI,주권,KRX,567000.0,355944.0,59.294720517834264,776000.0,-26.932989690721648,33.51063829787108,-26.08,64.11,nxt_web_latest,NXT 체결가,2026-07-14 21:52 KST,,,-86.85,63.77,26.84,15.0,1.08,0.32,140.91,5.47,0.63,-74.9,22865 -> 10948 -> 1440,69295.0,4800.0,646.0,6.93,0.93,9905.83,4888.19,8451.28,92609.75,-84158.47,0.92,327.13,5200.0,455.92,OpenDART,11.51,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,-74.9,,,,,,종합 소매업,종합 소매업,2026-07-14,4.25,8,8,0,0,0,0,3,5,24,D,95
