yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
028260.KS,028260,삼성물산,595155,,"도소매, 건설, 남자용 정장 제조업 등",KOSPI,주권,KRX,367000.0,374575.0,383066.6666666667,371100.0,332895.0,10.244972138361947,535000.0,-31.401869158878505,51.082251082244895,0.55,-25.1,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,15.35,12.4,30.9,22.0,0.57,6.02,50.5,-3.23,10.37,9.45,11824 -> 12280 -> 14165,407422.0,32927.0,39067.0,8.08,9.59,30237.41,11182.11,34582.18,290357.96,-255775.78,0.76,18.8,2800.0,4582.52,OpenDART,6.78,5.0,True,5.0,OpenDART,,4.0,,,500714.0,,,36.43,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,1.43,9.45,2025.0,11011.0,1,0,0,0,,,,,,기타 전문 도매업,기타 전문 도매업,2026-09-11,4.25,4,10,6,10,8,8,5,5,56,B,11
034020.KS,034020,두산에너빌리티,581629,,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",KOSPI,주권,KRX,90800.0,82410.0,79388.33333333333,93529.16666666667,91309.5,-0.557992322814165,136400.0,-33.43108504398827,69.95515695065069,12.24,-12.02,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,-24.14,284.35,23.91,165.0,6.46,1.11,129.1,5.08,-25.05,23.18,87 -> 174 -> 132,170579.0,7627.0,2052.0,4.47,1.2,7518.01,536.28,30809.97,155038.53,-124228.56,,,,,,,,,,,,4.0,,,129000.0,,,42.07,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,,23.18,,,1,0,0,0,,,,,,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2026-09-11,4.25,0,0,0,0,12,0,1,5,18,D,12
012450.KS,012450,한화에어로스페이스,557400,,"항공기엔진,특수방산장비 제조/정비사업",KOSPI,주권,KRX,1081000.0,1094200.0,1042100.0,1175725.0,1156525.0,-6.530338730247941,1537000.0,-29.66818477553676,46.38554216867274,-8.78,-11.68,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,-38.13,15.96,45.47,23.0,4.49,19.14,221.38,137.57,78.38,34.11,15886 -> 46183 -> 28573,267029.0,30893.0,22020.0,11.57,8.25,40498.05,20557.23,77133.55,371654.85,-294521.3,0.65,25.63,7000.0,3601.42,OpenDART,91.29,4.0,False,4.0,OpenDART,,4.0,,,1658889.0,,,53.46,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,34.11,2025.0,11011.0,2,1,1,1,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-09-11,4.25,4,0,16,0,15,0,5,5,45,C,13
055550.KS,055550,신한지주,530009,,금융지주회사,KOSPI,주권,KRX,112900.0,108800.0,104885.0,100870.83333333333,94492.0,19.48101426575795,114500.0,-1.3973799126637554,67.14285714282357,5.91,9.51,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,15.39,5.95,62.09,9.0,0.89,8.72,1201.94,-12.67,8.74,9.58,8398 -> 8740 -> 10085,646820.0,70233.57,50845.19,10.86,7.86,97308.81,90892.48,352951.23,7256411.61,-6903460.38,2.29,25.06,2590.0,12457.3,OpenDART,7.84,5.0,False,5.0,OpenDART,,4.0,,,137000.0,,,21.35,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,0.58,9.58,2025.0,11011,17,16,16,15,8.5,1.0,9.17,5.88,-11.0,기타 금융업,기타 금융업,2026-09-11,4.25,12,8,6,20,8,8,1,0,63,B,14
329180.KS,329180,HD현대중공업,502764,,"선박, 해양플랜트 및 엔진기계 등",KOSPI,주권,KRX,479000.0,459950.0,503258.3333333333,552908.3333333334,558370.0,-14.214588892669736,745000.0,-35.70469798657718,57.55627009645784,-3.43,-32.25,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,124.28,179.12,14.05,15.0,4.47,18.82,180.07,21.36,188.93,651.55,278 -> 7001 -> 15702,175806.0,20375.0,14155.0,11.59,8.05,35103.92,29689.02,18699.18,168214.24,-149515.06,1.18,40.0,5661.0,5670.22,OpenDART,170.86,2.0,False,2.0,OpenDART,,4.0,,,871059.0,,,81.85,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,0.12,651.55,2025.0,11011.0,3,2,2,2,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-09-11,4.25,8,0,16,20,15,10,3,5,77,A,15
000270.KS,000270,기아,494262,,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",KOSPI,주권,KRX,126600.0,130025.0,136930.0,148231.66666666666,146600.5,-13.642859335404722,206000.0,-38.543689320388346,42.9799426933925,-7.86,-23.87,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,-21.72,5.03,39.26,6.0,0.76,12.92,61.76,6.23,-28.33,-6.31,21770 -> 24413 -> 19111,1141409.0,90781.0,75542.0,7.95,6.62,90541.4,40610.71,139981.06,377885.91,-237904.85,5.37,34.9,6800.0,26424.99,OpenDART,24.78,5.0,False,5.0,OpenDART,,4.0,,,216000.0,,,70.62,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011.0,OpenDART,,-6.31,2025.0,11011.0,2,1,1,1,,,,,,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,2026-09-11,4.25,15,10,12,0,0,0,5,5,47,C,16
006400.KS,006400,삼성SDI,439191,,"2차전지, 전자재료 제조 판매",KOSPI,주권,KRX,545000.0,534025.0,476900.0,516587.5,445720.0,22.274073409315264,712000.0,-23.45505617977528,57.211538461534616,11.91,-0.91,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,-70.17,22.94,26.02,67.0,1.84,-3.15,79.27,-20.04,-574.1,,27788 -> 8288,132667.31,-17223.61,-5848.75,-12.98,-4.41,7923.86,-23367.18,18039.94,186852.25,-168812.31,,,,,,0.0,0.0,True,4.0,OpenDART,,3.95,,,699600.0,,,28.37,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,,,,,3,1,2,2,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-09-11,4.25,0,3,0,0,0,0,3,5,11,D,17
034730.KS,034730,SK,424140,,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",KOSPI,주권,KRX,585000.0,572250.0,607308.3333333334,541450.0,445520.0,31.307236487699768,858000.0,-31.818181818181817,58.18181818181448,5.79,-17.37,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,,11.73,30.11,4.0,0.81,6.35,149.17,-0.56,-24.1,,-,1227033.0,18185.0,35552.0,1.48,2.9,60987.98,-39820.79,252141.32,1278283.33,-1026142.01,1.37,27.6,8000.0,4407.19,OpenDART,16.96,5.0,True,5.0,OpenDART,,4.0,,,850800.0,,,45.44,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,17,16,16,15,9.0,1.0,9.17,-55.56,-19.0,기타 금융업,기타 금융업,2026-09-11,4.25,15,8,6,0,0,0,3,5,37,D,18
068270.KS,068270,셀트리온,414523,,"램시마, 트룩시마, 허쥬마",KOSPI,주권,KRX,178200.0,189295.0,183021.66666666666,184263.40833333333,188831.885,-5.630344155066825,236861.0,-24.766002001173685,20.74074074072999,-11.78,2.06,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,148.85,65.74,25.39,28.0,2.38,5.94,28.71,17.01,137.5,15.32,3187 -> 1703 -> 4238,41625.0,11685.0,10315.0,28.07,24.78,6460.51,3143.17,11192.06,49823.7,-38631.64,,15.92,,1639.6,OpenDART,-50.0,0.0,True,2.0,OpenDART,,4.0,,,274621.0,,,54.11,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,0.19,15.32,2025.0,11011.0,2,1,1,1,,,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-11,4.25,0,3,6,20,12,10,1,5,57,B,19
086790.KS,086790,하나금융지주,378078,,기타 금융,KOSPI,주권,KRX,137800.0,133545.0,128395.0,123610.0,115465.5,19.343007218606424,139500.0,-1.2186379928315414,63.265306122423155,5.19,8.68,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,9.62,4.94,68.15,9.0,0.82,9.17,1377.89,-15.53,10.21,10.23,11613 -> 12872 -> 14110,10189.48,53508.98,40366.38,525.14,396.16,-19624.71,-39700.46,365650.97,6289451.22,-5923800.25,2.98,28.0,4105.0,11177.79,OpenDART,7.01,5.0,False,5.0,OpenDART,,4.0,,,164737.0,,,19.55,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,0.94,10.23,2025.0,11011,17,16,16,15,8.5,1.0,8.91,5.88,-18.0,기타 금융업,기타 금융업,2026-09-11,4.25,12,8,6,16,8,5,3,0,58,B,20
012330.KS,012330,현대모비스,373204,,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",KOSPI,주권,KRX,415500.0,459650.0,484783.3333333333,498941.6666666667,459660.0,-9.607100900665708,768000.0,-45.8984375,18.076923076921133,-18.69,-34.15,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,-8.74,7.12,37.67,9.0,0.73,7.68,43.05,6.78,9.24,4.5,36340 -> 43480 -> 39682,611181.0,33575.0,36647.0,5.49,6.0,44725.15,29568.58,49223.78,211877.37,-162653.59,1.56,15.9,6500.0,5797.54,OpenDART,17.57,5.0,False,5.0,OpenDART,,4.0,,,735200.0,,,76.94,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,4.5,2025.0,11011.0,1,0,0,0,,,,,,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2026-09-11,4.25,12,10,6,0,4,0,1,3,36,D,21
066570.KS,066570,LG전자,324954,,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",KOSPI,주권,KRX,199500.0,203815.0,191965.0,183840.83333333334,151407.0,31.764053181160712,392500.0,-49.17197452229299,49.787835926439925,-3.39,-14.93,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,161.86,28.06,29.74,16.0,1.38,4.28,140.33,1.68,-27.53,16.18,3942 -> 2032 -> 5321,892008.82,24783.92,12204.12,2.78,1.37,42805.0,3731.2,87698.41,400681.42,-312983.01,0.68,25.4,1350.0,2439.48,OpenDART,24.47,5.0,True,5.0,OpenDART,,4.0,,,233235.0,,,16.91,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,0.1,16.18,2025.0,11011,2,1,1,1,,,,,,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2026-09-11,4.25,8,6,0,20,12,10,5,3,64,B,22
035420.KS,035420,NAVER,314074,,포털 서비스 및 온라인 광고,KOSPI,주권,KRX,206500.0,215725.0,208618.33333333334,212837.5,226465.0,-8.815931821694303,290500.0,-28.915662650602407,31.52173913042519,-8.83,-15.2,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,3.89,24.18,36.02,17.0,1.05,7.36,41.9,12.08,11.56,41.51,6180 -> 11913 -> 12376,120350.0,22081.0,18187.0,18.35,15.11,30958.07,17763.67,59840.19,121314.83,-61474.64,1.27,20.2,2630.0,3935.96,OpenDART,42.23,5.0,True,5.0,OpenDART,,4.0,,,325783.0,,,57.76,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,4.37,41.51,2025.0,11011.0,2,1,1,1,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-09-11,4.25,8,8,6,0,15,2,3,5,47,C,23
010120.KS,010120,LS ELECTRIC,306750,,"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",KOSPI,주권,KRX,204500.0,202575.0,205423.33333333334,214342.5,174201.0,17.39312633107732,318500.0,-35.79277864992151,56.48936170211925,-4.44,-19.8,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,20.11,26.34,18.71,58.0,14.49,14.67,131.48,9.1,9.42,17.98,1373 -> 1591 -> 1911,49658.0,4264.0,2843.0,8.59,5.73,2999.48,903.82,7627.17,28153.81,-20526.64,,31.1,,892.15,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,297500.0,,,45.48,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2.88,17.98,2025.0,11011.0,4,3,3,3,28.0,10.49,29.21,107.14,38.13,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-11,4.25,0,0,12,0,12,8,3,5,40,C,24
000810.KS,000810,삼성화재,306281,,"손해보험의 원수,재보험,운용자산의 투자활동",KOSPI,주권,KRX,686000.0,655550.0,645133.3333333334,585025.0,551532.5,24.380702859758944,730000.0,-6.027397260273973,59.76562499999673,12.27,1.03,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,-0.74,9.42,57.93,14.0,1.19,10.97,352.98,9.36,0.36,6.39,35961 -> 41007 -> 40703,52484.93,26591.43,20202.87,50.66,38.49,34131.66,33305.3,20198.04,751580.1,-731382.06,2.84,41.1,19500.0,8289.49,OpenDART,12.22,5.0,False,5.0,OpenDART,,3.88,,,775000.0,,,12.97,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,,6.39,2025.0,11011,4,3,3,3,8.0,0.68,6.51,75.0,75.0,보험업,보험업,2026-09-11,4.25,8,8,12,0,4,0,3,0,35,D,25
267260.KS,267260,HD현대일렉트릭,269272,,"변압기, 고압차단기, 회전기, 배전반 등",KOSPI,주권,KRX,747000.0,751350.0,806750.0,945333.3333333334,919565.0,-18.765938242538592,1420000.0,-47.394366197183096,53.98230088495352,-4.84,-33.3,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,46.07,25.65,34.41,27.0,11.27,41.5,134.63,22.79,48.77,68.14,7189 -> 13914 -> 20324,40795.0,9953.0,7318.0,24.4,17.94,9595.73,7176.58,9507.82,27368.8,-17860.98,,34.88,,2555.48,OpenDART,227.11,0.0,False,3.0,OpenDART,,4.0,,,1181000.0,,,58.1,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,0.59,68.14,2025.0,11011.0,4,3,3,3,35.0,10.49,24.41,-22.86,7.44,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-11,4.25,0,0,20,20,15,10,5,3,73,A,26
298040.KS,298040,효성중공업,266122,,-,KOSPI,주권,KRX,2854000.0,2878800.0,2914250.0,3160716.6666666665,2779860.0,2.6670407862266448,4601000.0,-37.97000652032167,52.20170454545403,-5.4,-25.97,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,133.52,20.47,27.18,35.0,10.49,24.41,190.31,21.93,106.07,111.72,12438 -> 23876 -> 55755,59685.12,7469.68,5028.38,12.52,8.42,4930.1,3010.24,2167.73,47381.62,-45213.89,0.26,13.4,7500.0,698.38,OpenDART,73.21,3.0,False,3.0,OpenDART,,4.0,,,4254286.0,,,49.06,,,Naver/FnGuide,,KRW,2026-09-12,2025.0,CFS,11011,OpenDART,0.26,111.72,2025.0,11011,4,3,3,3,28.0,11.27,29.21,25.0,-6.92,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-11,4.25,0,0,20,20,15,10,5,5,75,A,27
005490.KS,005490,POSCO홀딩스,264666,,"열연코일,냉연강판,후판,선재,스테인리스 제조",KOSPI,주권,KRX,334000.0,331850.0,322300.0,363316.6666666667,353127.5,-5.416598820539323,535000.0,-37.570093457943926,54.193548387086985,2.61,-13.13,daily_close,NXT 미확인,2026-09-12 00:12 KST,,,-38.15,27.33,32.25,14.0,0.44,1.18,68.64,-4.94,-15.94,-36.54,20079 -> 13073 -> 8085,690949.0,18271.0,5044.0,2.64,0.73,45719.1,-16728.84,70498.0,428147.47,-357649.47,2.99,115.0,10000.0,7562.08,OpenDART,-5.9,5.0,True,5.0,OpenDART,,4.0,,,510222.0,,,52.76,,,Naver/FnGuide,,KRW,2026-09-08,2025.0,CFS,11011.0,OpenDART,,-36.54,2025.0,11011.0,1,0,0,0,,,,,,1차 철강 제조업,1차 철강 제조업,2026-09-11,4.25,8,10,0,0,0,0,5,5,28,D,28
