yf_symbol,symbol,name,market_cap,market_cap_as_of,market_cap_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,fundamental_refreshed_at,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,cashflow_status,financial_currency,dart_year,dart_fs_div,dart_report_code,dart_source,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
COST,COST,코스트코 홀세일,400.186403154,2026-09-10,Naver exchange listing (USD),902.3800048828125,940.6169921875,943.4986633300781,972.3101638793945,960.4433981323242,-6.0454778868199455,1094.3199462890625,-17.539654838343726,37.88998763023756,-4.97,-7.87,daily_close,일봉 종가,2026-09-11 15:26 KST,,,45.5,44.93,74.46,48.21748,25.752724,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.65,27.01,5.88,,yfinance,13.18,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Discount Stores,65.22,4.0,35.0,-1.45,1077.31,1315.0,740.0,19.39,-0.24,Finnhub,yfinance,2026-09-10,1.06,13.4,25.37,8.84,36.83,6,5,4,4,90.06,191.32,,,,,,,2026-09-10,4.25,0,0,20,10,8,10,5,5,58,B,29
PLTR,PLTR,팔란티어 테크놀로지스,398.571279493,2026-09-10,Naver exchange listing (USD),165.86000061035156,176.14399948120118,147.49099934895833,144.2352078119914,151.4578748703003,9.508997635404839,207.17999267578125,-19.944006914843314,44.48979175784165,-3.03,23.12,daily_close,일봉 종가,2026-09-11 15:26 KST,,,215.4,287.86,64.86,144.86508,44.869717,38.1,2.139,92.8,355.54,164.38,0.09 -> 0.19 -> 0.63,4475446000.0,1414015000.0,1625033000.0,31.59,36.31,2134473000.0,2100591000.0,1423796000.0,229338000.0,1194458000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,71.79,4.19,27.0,2.56,191.68,255.0,80.0,15.57,15.06,Finnhub,yfinance,2026-09-09,0.67,164.38,38.52,12.77,37.7,30,28,27,28,276.08,251.37,,,,,,,2026-09-10,4.25,0,0,20,20,15,10,5,5,75,A,30
KO,KO,코카콜라,377.892900013,2026-09-10,Naver exchange listing (USD),87.83000183105469,89.04199981689453,85.4581662495931,81.82958342234294,78.69709999084472,11.605131372404383,91.98999786376953,-4.522226469529322,36.108230960050165,1.29,8.55,daily_close,일봉 종가,2026-09-11 15:26 KST,,,18.2,23.92,68.33,25.768024,10.516888,43.37,124.943,12.1,6.34,10.94,2.47 -> 2.46 -> 3.04,47941000000.0,14911000000.0,13107000000.0,31.1,27.34,7408000000.0,5296000000.0,10270000000.0,45492000000.0,-35222000000.0,2.41,64.78,2.12,,yfinance,5.04,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Beverages - Non-Alcoholic,82.86,4.25,23.0,0.51,88.3,98.0,75.0,0.54,1.67,Finnhub,yfinance,2026-09-11,1.42,10.94,25.37,8.84,29.72,6,5,4,4,1.57,18.97,,,,,,,2026-09-10,4.25,0,0,20,10,8,8,5,0,51,C,31
LRCX,LRCX,램 리서치,372.90617121,2026-09-10,Naver exchange listing (USD),298.010009765625,312.28050231933594,328.64183298746747,303.3038323720296,263.40844932556155,13.136086002046731,433.3299865722656,-31.227928137872723,43.9830856677374,-8.62,-23.37,daily_close,일봉 종가,2026-09-11 15:26 KST,,,34.8,38.34,88.84,54.319443,31.391592,65.07,33.049,30.0,38.96,40.93,2.9 -> 4.15 -> 5.76,23232690000.0,8199795000.0,7265396000.0,35.29,31.27,5857657000.0,4891252000.0,5579171000.0,3734563000.0,1844608000.0,0.35,18.06,1.04,,yfinance,14.96,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,85.37,4.54,31.0,2.44,371.19,500.0,290.0,24.56,4.6,Finnhub,yfinance,2026-09-11,1.56,40.93,38.52,12.77,37.69,30,28,27,28,41.02,145.82,,,,,,,2026-09-10,4.25,0,0,20,5,15,10,5,5,60,B,32
CAT,CAT,캐터필러,370.038285645,2026-09-10,Naver exchange listing (USD),805.0,819.0325012207031,883.7133331298828,858.6684992472331,777.2002487182617,3.5769097253358964,1064.9000244140625,-24.406049249277338,46.38909605405791,-5.91,-13.81,daily_close,일봉 종가,2026-09-11 15:26 KST,804.69,-0.03850931677017956,68.2,19.57,73.6,35.45913,19.329271,56.97,232.783,24.0,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.81,26.01,6.52,,yfinance,8.12,10.0,False,10.0,yfinance dividend history,Industrials,Farm & Heavy Construction Machinery,52.94,3.86,26.0,0.0,975.61,1225.0,575.0,21.19,16.74,Finnhub,yfinance,2026-09-10,0.52,-3.31,34.59,7.43,29.02,5,4,4,4,2.51,160.15,,,,,,,2026-09-10,4.25,0,0,20,20,0,10,5,5,60,B,33
AMAT,AMAT,어플라이드 머티어리얼즈,360.301175096,2026-09-10,Naver exchange listing (USD),454.010009765625,479.45250244140624,539.0476648966471,478.71558278401693,410.6387996673584,10.561887998260232,723.0,-37.20470127723029,32.5850108610116,-17.17,-22.49,daily_close,일봉 종가,2026-09-11 15:26 KST,452.34,-0.36783545069571033,42.8,18.74,86.39,40.80505,14.519526,41.07,28.666,24.8,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,0.47,16.48,2.12,,yfinance,20.39,10.0,False,10.0,yfinance dividend history,Technology,Semiconductor Equipment & Materials,86.67,4.54,35.0,0.0,640.89,900.0,358.0,41.16,3.45,Finnhub,yfinance,2026-09-10,0.95,3.34,38.52,12.77,37.69,30,28,27,28,5.93,13.7,,,,,,,2026-09-10,4.25,0,0,20,16,4,10,3,5,58,B,34
MRK,MRK,머크 앤 코,357.024407735,2026-09-10,Naver exchange listing (USD),144.7100067138672,147.35000076293946,133.26316680908204,124.85966669718424,119.17605014801025,21.425409328590046,156.4499969482422,-7.503988790909917,43.34162895973077,8.87,25.94,daily_close,일봉 종가,2026-09-11 15:26 KST,144.65,-0.04146687242288099,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-11,,,,,,19,0,0,0,,,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,5,0,5,D,35
HSBC,HSBC,HSBC 홀딩스 ADR,355.899067517,2026-09-10,Naver exchange listing (USD),103.69999694824219,104.11100044250489,101.30583305358887,95.2051664352417,89.8061999130249,15.470866208205102,107.86000061035156,-3.856854847551457,55.63783567609202,-0.4,11.6,daily_close,일봉 종가,2026-09-11 15:26 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-11,,,,,,19,0,0,0,,,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,3,0,3,D,36
UNH,UNH,유나이티드헬스 그룹,348.518127193,2026-09-10,Naver exchange listing (USD),388.2799987792969,395.1949996948242,410.24166514078775,380.27849909464516,352.7303991699219,10.078405403399767,625.25,-37.900040179240804,52.692724548238814,-4.27,-5.54,daily_close,일봉 종가,2026-09-11 15:26 KST,387.75,-0.13649911944038426,61.5,25.21,89.67,25.02635,3.5797613,14.15,69.211,0.4,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,2.39,57.52,9.28,,yfinance,10.9,10.0,False,10.0,yfinance dividend history,Healthcare,Healthcare Plans,79.41,4.44,26.0,0.0,475.23,529.0,313.0,22.39,10.15,Finnhub,yfinance,2026-09-11,0.41,-25.54,34.0,11.64,19.62,8,7,6,6,-26.39,-69.25,,,,,,,2026-09-10,4.25,0,0,12,20,0,10,5,5,52,C,37
GE,GE,GE 에어로스페이스,336.325888589,2026-09-10,Naver exchange listing (USD),324.1499938964844,345.2620025634766,356.00733439127606,328.58683420817056,321.81135055541995,0.7267125093717545,381.2200012207031,-14.970360196599103,34.997790161152224,-11.27,-5.29,daily_close,일봉 종가,2026-09-11 15:26 KST,,,19.4,275.66,81.18,41.13598,20.107054,48.23,113.225,21.1,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.58,19.58,1.88,,yfinance,93.3,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,87.5,4.55,21.0,0.0,404.9,455.0,347.0,24.91,9.05,Finnhub,yfinance,2026-09-09,2.12,-1.32,34.59,7.43,29.02,5,4,4,4,18.92,170.62,,,,,,,2026-09-10,4.25,0,0,20,0,0,8,3,5,36,D,38
SMFG,SMFG,스미토모 미쓰이 파이낸셜그룹 ADR,335.366288892,2026-09-10,Naver exchange listing (USD),26.549999237060547,25.9439998626709,25.44549992879232,23.47991663614909,22.25764998435974,19.28482681557578,27.559999465942383,-3.6647323964209666,71.06917941499535,1.92,9.26,daily_close,일봉 종가,2026-09-11 15:26 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-11,,,,,,19,0,0,0,,,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,1,0,1,D,39
MS,MS,모간스탠리,333.996627657,2026-09-10,Naver exchange listing (USD),212.66000366210938,214.86200180053712,216.44183349609375,203.0848331451416,191.74114959716798,10.909945052947764,228.5500030517578,-6.9525264394986515,59.11158549148859,-2.29,-2.44,daily_close,일봉 종가,2026-09-11 15:26 KST,,,62.4,15.32,63.94,17.574242,3.1596878,17.97,517.282,28.0,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,2.16,32.31,4.6,,yfinance,9.28,10.0,False,10.0,yfinance dividend history,Financial Services,Capital Markets,60.61,3.68,21.0,4.36,236.62,262.0,184.0,11.27,15.27,Finnhub,yfinance,2026-09-09,0.28,40.39,17.1,2.73,14.74,13,12,12,12,2.77,15.74,,,,,,,2026-09-10,4.25,8,0,16,20,15,10,3,0,72,A,40
PG,PG,P&G(프록터 & 갬블),332.072460447,2026-09-10,Naver exchange listing (USD),142.97000122070312,144.74249954223632,146.99516703287762,145.8073340098063,147.5157006072998,-3.0815020827496493,179.6999969482422,-20.439619561105594,49.99999995862888,-0.77,-4.98,daily_close,일봉 종가,2026-09-11 15:26 KST,,,-15.5,23.67,71.92,21.75189,6.265743,30.29,64.49,1.5,-3.44,4.87,6.02 -> 6.51 -> 6.62,87032000000.0,19748000000.0,16046000000.0,22.69,18.44,19556000000.0,15147000000.0,9942000000.0,35026000000.0,-25084000000.0,3.04,64.33,4.35,,yfinance,5.0,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Household & Personal Products,56.76,3.8,23.0,-2.7,160.61,186.0,143.0,12.34,-0.48,Finnhub,yfinance,2026-09-03,,4.87,25.77,9.78,36.26,6,5,4,4,-15.59,-35.93,,,,,,,2026-09-10,4.25,4,0,20,0,4,0,5,5,38,D,41
DELL,DELL,델테크놀로지,322.115455405,2026-09-10,Naver exchange listing (USD),506.6199951171875,475.73450164794923,441.1878326416016,346.62208251953126,259.53259967803956,95.20476261774806,535.25,-5.348903294313405,64.8798670538762,4.57,23.85,daily_close,일봉 종가,2026-09-11 15:26 KST,505.0,-0.31976533354408465,272.9,14.58,77.97,31.15744,-229.03256,,,57.7,26.89,38.18,4.55 -> 6.38 -> 8.68,113538000000.0,8446000000.0,5936000000.0,7.44,5.23,11185000000.0,8552000000.0,11528000000.0,31503000000.0,-19975000000.0,0.5,13.44,2.52,,yfinance,26.83,4.0,False,4.0,yfinance dividend history,Technology,Computer Hardware,71.43,4.17,25.0,-2.1,570.48,735.0,465.0,12.61,28.34,Finnhub,yfinance,2026-09-11,0.11,38.18,40.77,12.82,38.1,30,28,28,29,-23.58,,,,,,,,2026-09-10,4.25,0,0,0,20,15,10,3,0,48,C,42
NFLX,NFLX,넷플릭스,316.501054773,2026-09-10,Naver exchange listing (USD),76.01000213623047,79.48599967956542,75.37199948628744,83.21908295949301,86.37874973297119,-12.003817638938246,133.91299438476562,-43.23926331014997,37.86011365153352,2.43,-6.93,daily_close,일봉 종가,2026-09-11 15:26 KST,,,11.1,37.65,84.05,25.0283,10.991575,49.54,55.236,13.4,27.92,45.02,1.2 -> 1.98 -> 2.53,45183036000.0,13326603000.0,10981201000.0,29.49,24.3,10149273000.0,9461053000.0,9033681000.0,14462836000.0,-5429155000.0,,0.0,0.0,,yfinance,,,,,,Communication Services,Entertainment,75.86,4.24,45.0,-1.73,93.42,135.0,70.0,22.9,-7.14,Finnhub,yfinance,2026-09-11,2.25,45.02,18.84,6.02,29.85,6,5,5,5,32.85,82.58,,,,,,,2026-09-10,4.25,0,0,20,0,15,5,5,5,50,C,43
HD,HD,홈디포,304.983741772,2026-09-10,Naver exchange listing (USD),305.69000244140625,328.7179977416992,337.0609975179037,330.17741572062175,343.53689895629884,-11.016835929379184,431.3699951171875,-29.13507988464487,17.785257345613857,-10.99,-7.32,daily_close,일봉 종가,2026-09-11 15:26 KST,305.93,0.0785101104638706,4.6,23.05,76.93,23.677645,20.211761,104.3,376.524,5.7,-2.95,-2.96,15.11 -> 14.91 -> 14.23,164683000000.0,20890000000.0,14156000000.0,12.68,8.6,16325000000.0,12646000000.0,1389000000.0,65350000000.0,-63961000000.0,3.05,64.8,9.32,,yfinance,6.58,10.0,False,10.0,yfinance dividend history,Consumer Cyclical,Home Improvement Retail,60.87,4.06,32.0,0.0,377.5,425.0,310.0,23.49,-0.69,Finnhub,yfinance,2026-09-10,5.15,-2.96,21.21,10.32,9.38,6,5,4,4,11.63,95.85,,,,,,,2026-09-10,4.25,4,0,20,0,0,2,1,5,32,D,44
GS,GS,골드만삭스,296.927866736,2026-09-10,Naver exchange listing (USD),1019.77001953125,1032.0845123291015,1048.323836263021,993.8925842285156,951.826301574707,7.1382475819523465,1152.0699462890625,-11.483671385054734,55.092594041734245,-1.68,-5.24,daily_close,일봉 종가,2026-09-11 15:26 KST,1019.45,-0.03138153947662194,92.3,14.24,75.96,15.507488,2.7742653,16.9,725.381,42.5,38.6,49.8,22.87 -> 40.54 -> 51.32,58283000000.0,,17176000000.0,,29.47,-45154000000.0,-47218000000.0,164259000000.0,386150000000.0,-221891000000.0,1.96,26.25,20.0,,yfinance,15.87,10.0,False,10.0,yfinance dividend history,Financial Services,Capital Markets,46.88,,20.0,0.0,1141.65,1325.0,730.0,11.95,17.17,Finnhub,yfinance,2026-09-03,0.17,49.8,18.13,2.86,15.18,13,12,12,12,-14.47,-3.0,,,,,,,2026-09-10,4.25,8,3,16,20,15,10,3,5,80,A,45
PM,PM,필립 모리스 인터내셔널,295.778072319,2026-09-10,Naver exchange listing (USD),189.77000427246094,188.71350021362304,186.80083338419595,178.9724173227946,174.8654000854492,8.523472442077443,200.1699981689453,-5.195580752169806,47.29688449564765,1.92,4.38,daily_close,일봉 종가,2026-09-11 15:26 KST,190.0,0.12119709245980086,-7.5,19.77,84.49,25.370218,-33.722538,,,10.4,11.42,20.26,5.02 -> 4.53 -> 7.26,40648000000.0,14933000000.0,11348000000.0,36.74,27.92,12233000000.0,10664000000.0,4872000000.0,48835000000.0,-43963000000.0,3.1,80.73,5.88,,yfinance,3.82,10.0,False,10.0,yfinance dividend history,Consumer Defensive,Tobacco,74.07,4.31,15.0,0.0,207.27,230.0,175.0,9.22,2.23,Finnhub,yfinance,2026-09-10,,20.26,25.77,9.04,30.29,6,5,5,5,-1.55,,,,,,,,2026-09-10,4.25,0,0,0,0,12,0,5,0,17,D,46
RY,RY,로열 뱅크 오브 캐나다,285.611758831,2026-09-10,Naver exchange listing (USD),205.97999572753906,208.29149932861327,208.5114990234375,193.89174944559733,182.95894966125488,12.582629113747771,217.8699951171875,-5.457382685143527,51.68635221815545,-3.51,3.47,daily_close,일봉 종가,2026-09-11 15:26 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-11,,,,,,19,0,0,0,,,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,5,0,5,D,47
SHEL,SHEL,쉘 ADR,275.899304565,2026-09-10,Naver exchange listing (USD),95.95999908447266,92.58150024414063,87.04083315531413,87.68408323923747,83.43465003967285,15.012167053908726,95.95999908447266,0.0,60.927133116744976,6.54,16.16,daily_close,일봉 종가,2026-09-11 15:26 KST,96.12,0.16673709572100043,220.0,9.54,13.33,10.568282,1.4784913,14.34,40.2,44.7,-8.04,2.6,5.7 -> 5.06 -> 6.0,266886000000.0,27582000000.0,17837000000.0,10.33,6.68,42863000000.0,23916000000.0,29630000000.0,75643000000.0,-46013000000.0,3.25,32.71,3.12,,yfinance,24.06,10.0,False,10.0,yfinance dividend history,Energy,Oil & Gas Integrated,56.0,3.81,15.0,-4.0,100.08,120.6,83.0,4.29,0.62,Finnhub,yfinance,2026-09-11,0.05,2.6,19.05,2.34,12.58,4,3,3,3,-44.52,-36.82,,,,,,,2026-09-10,4.25,12,6,12,20,0,10,3,0,63,B,48
PANW,PANW,팔로 알토 네트웍스,275.86935,2026-09-10,Naver exchange listing (USD),338.489990234375,356.51900177001954,341.3543334960938,274.5471665700277,235.19000015258788,43.92193121083701,396.0,-14.52272973879419,46.532604460742014,-12.54,18.96,daily_close,일봉 종가,2026-09-11 15:26 KST,337.6,-0.26292955775700666,-56.04,116.13,85.21,326.74783,11.041372,4.83,7.698,31.1,81.74,58.11,0.64 -> 3.64 -> 1.6,9221500000.0,1242900000.0,1133900000.0,13.48,12.3,3716000000.0,3469800000.0,2268600000.0,338200000.0,1930400000.0,,0.0,0.0,,yfinance,,,,,,Technology,Software - Infrastructure,79.37,4.36,50.0,0.0,347.17,434.0,203.0,2.56,4.94,Finnhub,yfinance,2026-09-02,,58.11,38.52,12.87,38.11,30,28,27,28,748.26,-14.21,,,,,,,2026-09-10,4.25,0,0,0,0,15,0,5,5,25,D,49
ARM,ARM,암 홀딩스 ADR,271.46424,2026-09-10,Naver exchange listing (USD),254.17999267578125,251.90450057983398,286.57433268229164,258.8377082824707,203.64437496185303,24.81562170494256,439.4599914550781,-42.16083429251973,51.841595820002084,-6.51,-38.39,daily_close,일봉 종가,2026-09-11 15:26 KST,252.2825,-0.7465153554401088,108.3,228.79,96.23,270.40424,31.454025,13.35,5.62,22.4,9.27,71.2,0.29 -> 0.61 -> 0.85,4920000000.0,908000000.0,904000000.0,18.46,18.37,1524000000.0,949000000.0,2751000000.0,457000000.0,2294000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Semiconductors,60.0,4.05,40.0,-2.22,289.2,500.0,125.0,13.78,8.29,Finnhub,yfinance,2026-09-11,2.5,71.2,38.52,12.77,38.11,30,28,27,28,601.98,146.31,,,,,,,2026-09-10,4.25,0,0,12,0,15,10,5,5,47,C,50
WFC,WFC,웰스파고,270.496740605,2026-09-10,Naver exchange listing (USD),89.44999694824219,87.03450012207031,86.4599998474121,83.00383345286052,85.07680004119874,5.140293129179417,96.38999938964844,-7.199919582271057,75.0217459966179,0.58,7.59,daily_close,일봉 종가,2026-09-11 15:26 KST,,,25.0,12.2,78.81,12.334299,1.6022484,12.57,,9.5,29.45,13.84,4.83 -> 5.37 -> 6.26,83699000000.0,,21338000000.0,,25.49,-19001000000.0,-19001000000.0,174210000000.0,193035000000.0,-18825000000.0,2.24,26.16,2.0,,yfinance,15.62,10.0,False,10.0,yfinance dividend history,Financial Services,Banks - Diversified,66.67,4.12,23.0,-5.74,100.24,115.0,90.0,12.06,4.4,Finnhub,yfinance,2026-09-11,0.49,13.84,18.13,2.9,17.34,13,12,12,12,-31.97,-44.75,,,,,,,2026-09-10,4.25,8,6,12,20,8,8,1,0,63,B,51
BABA,BABA,알리바바 그룹 홀딩 ADR,269.839299644,2026-09-10,Naver exchange listing (USD),108.55999755859375,118.24499893188477,114.44816665649414,121.82525011698405,134.74914981842042,-19.435486082930797,189.33999633789062,-42.663990885021065,16.43752848955218,-13.3,-3.55,daily_close,일봉 종가,2026-09-11 15:26 KST,108.56,2.248900430341316e-06,-79.4,2.74,10.15,24.72893,1.6210505,6.36,23.928,8.6,-59.43,18.6,31.28 -> 53.6 -> 44.0,1023670000000.0,59665000000.0,103592000000.0,5.83,10.12,76213000000.0,-50724000000.0,131530000000.0,281722000000.0,-150192000000.0,0.97,24.04,1.05,,yfinance,,3.0,False,3.0,yfinance dividend history,Consumer Cyclical,Internet Retail,91.49,4.67,39.0,0.0,186.08,238.27,95.22,71.41,-42.69,Finnhub,yfinance,2026-09-11,,18.6,21.21,15.69,21.48,6,5,4,4,16.59,-89.67,,,,,,,2026-09-10,4.25,4,6,6,0,12,0,1,5,34,D,52
RTX,RTX,RTX,267.017843489,2026-09-10,Naver exchange listing (USD),198.1199951171875,209.9740005493164,204.71466649373372,194.40100008646647,193.45669975280762,2.4105111739931866,225.49000549316406,-12.138014860621531,20.14327702103016,-11.06,7.88,daily_close,일봉 종가,2026-09-11 15:26 KST,198.88,0.38360836944446436,28.7,32.79,81.76,34.69702,4.022741,12.27,57.02,14.5,42.25,49.14,2.23 -> 3.55 -> 4.96,88603000000.0,9300000000.0,6732000000.0,10.5,7.6,10567000000.0,7448000000.0,7435000000.0,39506000000.0,-32071000000.0,1.47,48.77,2.92,,yfinance,7.32,10.0,False,10.0,yfinance dividend history,Industrials,Aerospace & Defense,66.67,4.13,22.0,0.0,234.82,265.0,200.0,18.52,13.19,Finnhub,yfinance,2026-09-11,1.21,49.14,34.97,14.14,43.96,5,4,4,4,-0.78,-71.55,,,,,,,2026-09-10,4.25,0,0,12,10,15,8,1,5,51,C,53
MUFG,MUFG,미쓰비시 UFJ 파이낸셜 그룹 ADR,262.146761214,2026-09-10,Naver exchange listing (USD),23.290000915527344,22.814499950408937,22.000500043233234,20.149666674931844,18.990849995613097,22.638012100076377,24.1299991607666,-3.4811366533531674,70.74340306389482,2.33,15.41,daily_close,일봉 종가,2026-09-11 15:26 KST,23.36,0.3005542366723893,50.9,0.09,3.21,15.025807,1.7725878,9.46,,28.8,,,159.47 -> 212.33,7521125000000.0,,2427229000000.0,,32.27,-23064420000000.0,-23737555000000.0,90045500000000.0,25737631000000.0,64307869000000.0,2.32,35.38,0.54,,yfinance,,2.0,True,3.0,yfinance dividend history,Financial Services,Banks - Diversified,88.89,,2.0,0.0,21.59,25.18,18.0,-7.3,27.66,Finnhub,yfinance,2026-09-11,0.3,,18.13,2.9,17.34,13,12,12,12,-17.12,-38.88,,,,,,,2026-09-10,4.25,8,6,6,20,0,10,1,0,51,C,54
NVS,NVS,노바티스 ADR,261.310276203,2026-09-10,Naver exchange listing (USD),137.47999572753906,154.00199966430665,154.221666208903,151.7763328552246,149.88714931488036,-8.277663324743445,168.6199951171875,-18.46756036732581,31.232475884919765,-9.74,-9.29,daily_close,일봉 종가,2026-09-11 15:26 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-11,,,,,,19,0,0,0,,,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,3,5,8,D,55
SNDK,SNDK,샌디스크,247.827336903,2026-09-10,Naver exchange listing (USD),1692.5899658203125,1596.8659912109374,1622.1528259277343,1416.8074127197265,1026.5071482086182,64.88827854478082,2335.0,-27.512207031250004,58.105222072472344,25.91,-19.7,daily_close,일봉 종가,2026-09-11 15:26 KST,,,-144.49,,80.84,23.923532,16.026644,91.64,1.277,371.6,2359.17,,-,20248000000.0,12468000000.0,11433000000.0,61.58,56.46,11671000000.0,11494000000.0,4762000000.0,177000000.0,4585000000.0,,0.0,0.0,,yfinance,,,,,,Technology,Computer Hardware,84.85,4.46,23.0,0.98,2125.09,3600.0,1000.0,25.55,43.43,Finnhub,yfinance,2026-09-11,,,40.77,12.77,37.69,30,28,27,28,-41.32,25.5,,,,,,,2026-09-10,4.25,4,0,20,0,0,0,3,5,32,D,56
AZN,AZN,아스트라제네카,247.608578114,2026-09-10,Naver exchange listing (USD),159.63999938964844,162.31400146484376,169.82333323160807,179.39758377075196,183.60039985656738,-13.05029862987081,209.47999572753906,-23.792246206991145,41.19780714333235,0.72,-9.95,daily_close,일봉 종가,2026-09-11 15:26 KST,159.0,-0.4009016487693228,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-11,,,,,,19,0,0,0,,,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,5,5,10,D,57
GEV,GEV,GE 버노바,246.068258822,2026-09-10,Naver exchange listing (USD),923.9099731445312,962.1625061035156,1017.7121673583985,1004.6517471313476,891.8099487304687,3.5994243459336115,1174.8599853515625,-21.35999313415526,41.29661197423622,-11.15,-5.63,daily_close,일봉 종가,2026-09-11 15:26 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-11,,,,,,19,0,0,0,,,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,5,5,10,D,58
SAP,SAP,SAP ADR,240.458785936,2026-09-10,Naver exchange listing (USD),205.9499969482422,213.9124984741211,183.57566604614257,178.38116658528645,196.0264500427246,5.062350975266202,311.92999267578125,-33.97557087038252,38.567320802231166,0.88,25.33,daily_close,일봉 종가,2026-09-11 15:26 KST,206.0,0.024279219470141042,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-11,,,,,,19,0,0,0,,,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,5,5,10,D,59
ANET,ANET,아리스타 네트웍스,238.358846226,2026-09-10,Naver exchange listing (USD),188.99000549316406,193.36149978637695,181.5001673380534,166.54816678365071,152.9856999206543,23.534425499365835,210.5,-10.218524706335362,55.12720784398066,-10.22,11.77,daily_close,일봉 종가,2026-09-11 15:26 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-11,,,,,,19,0,0,0,,,,,,,,,2026-09-10,4.25,0,0,0,0,0,0,3,5,8,D,60
