yf_symbol,symbol,name,market_cap,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,sector,industry,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
NVDA,NVDA,엔비디아,5103.12,219.22000122070312,205.35649795532225,208.60933303833008,198.6198329925537,193.59305015563965,13.237536701064748,235.74000549316406,-7.007722018968045,58.941003189322394,7.4,1.87,daily_close,일봉 종가,2026-08-06 13:42 KST,220.7423,0.6944160071253158,214.5,60.85,70.84,30.30368,24.483273,114.29,6.555,85.2,60.08,102.92,1.19 -> 2.94 -> 4.9,215938000000.0,130387000000.0,120067000000.0,60.38,55.6,102718000000.0,96676000000.0,10605000000.0,11040000000.0,-435000000.0,0.46,0.61,1.0,,yfinance,,,,,,Technology,Semiconductors,92.65,,,-0.31,,,,,3.02,Finnhub,,,,2026-07-28,,,,,0.14,102.92,37.91,9.46,35.48,23,21,22,22,-20.06,158.81,2026-08-05,4.62,0,0,20,20,15,10,3,0,68,B,1
GOOGL,GOOGL,알파벳A,4490.91,373.510009765625,349.31000061035155,363.6413340250651,342.3791664123535,328.135599899292,13.827944874088285,402.6199951171875,-7.230139015596998,58.72813285484092,3.2,-6.81,daily_close,일봉 종가,2026-08-06 13:42 KST,,,294.0,23.78,81.11,16.393574,6.416221,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.24,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,86.96,4.59,54.0,-0.18,428.12,515.0,340.0,14.62,6.53,Finnhub,yfinance,,,2026-07-28,,,,,0.06,36.52,19.56,5.05,25.48,7,6,6,6,-16.19,27.05,2026-08-05,4.62,8,0,20,20,15,10,3,0,76,A,2
GOOG,GOOG,알파벳C,4483.96,372.4700012207031,348.4489990234375,361.51199900309246,340.6574155171712,327.3471490478516,13.784403592363494,399.0400085449219,-6.658482045723903,58.94878018218545,3.84,-6.19,daily_close,일봉 종가,2026-08-06 13:42 KST,362.79,-2.5988673420620856,294.0,23.92,60.32,18.83525,7.075802,48.68,18.859,24.2,14.81,36.52,5.8 -> 8.04 -> 10.81,402836000000.0,129039000000.0,132170000000.0,32.03,32.81,164713000000.0,73266000000.0,30708000000.0,59291000000.0,-28583000000.0,0.24,4.26,0.88,,yfinance,,2.0,False,2.0,yfinance dividend history,Communication Services,Internet Content & Information,88.57,4.6,14.0,1.61,421.79,475.0,340.0,13.24,6.53,Finnhub,yfinance,,,2026-08-06,,,,,0.06,36.52,18.34,5.05,25.48,7,6,6,6,2.7,40.11,2026-08-05,4.62,4,0,20,20,15,10,3,0,72,A,3
AAPL,AAPL,애플,4376.98,303.4200134277344,323.04450073242185,307.78050028483074,285.5280001322428,278.7889995574951,8.835002065839962,340.0799865722656,-10.779809042582738,28.667404657252234,-3.18,3.44,daily_close,일봉 종가,2026-08-06 13:42 KST,,,21.8,30.46,65.83,35.073936,39.856747,141.47,79.548,16.6,7.98,10.32,6.13 -> 6.08 -> 7.46,416161000000.0,133050000000.0,112010000000.0,31.97,26.92,111482000000.0,98767000000.0,35934000000.0,98657000000.0,-62723000000.0,0.36,12.59,1.08,,yfinance,,,,,,Technology,Consumer Electronics,69.09,,,-3.13,,,,,3.74,Finnhub,,,,2026-07-28,,,,,1.61,10.32,37.91,9.46,35.48,23,21,22,22,-7.48,321.32,2026-08-05,4.62,0,0,20,5,8,8,3,5,49,C,4
MSFT,MSFT,마이크로소프트,2818.35,487.4599914550781,412.3160003662109,405.6019983927409,401.78808212280273,433.2296495056152,12.517689408226898,542.0700073242188,-10.07434743322327,77.21541873366067,27.16,17.43,daily_close,일봉 종가,2026-08-06 13:42 KST,,,23.4,33.6,76.44,23.700062,6.9982247,34.01,30.271,18.3,17.45,18.71,9.68 -> 11.8 -> 13.64,281724000000.0,128528000000.0,101832000000.0,45.62,36.15,136162000000.0,71611000000.0,30242000000.0,60588000000.0,-30346000000.0,0.75,20.73,3.64,,yfinance,10.21,10.0,False,10.0,yfinance dividend history,Technology,Software - Infrastructure,92.65,4.67,55.0,0.23,556.75,870.0,400.0,14.21,5.58,Finnhub,yfinance,,,2026-07-28,,,,,1.01,18.71,37.91,9.68,35.92,23,21,22,22,-37.48,-27.7,2026-08-05,4.62,4,0,20,10,12,8,1,5,60,B,5
AMZN,AMZN,아마존,2628.93,272.6499938964844,248.87449951171874,250.43400014241536,238.66424992879232,235.95049995422363,15.553895393050981,284.0199890136719,-4.003237644178693,61.671790219292376,11.92,-0.01,daily_close,일봉 종가,2026-08-06 13:42 KST,272.7512,0.03711942262284898,242.3,41.19,67.81,22.83119,5.552037,30.56,45.617,19.6,16.59,57.24,2.9 -> 5.53 -> 7.17,716924000000.0,79975000000.0,77670000000.0,11.16,10.83,139514000000.0,7695000000.0,86810000000.0,152987000000.0,-66177000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Internet Retail,93.33,4.65,61.0,0.0,321.95,400.0,207.0,18.08,5.24,Finnhub,yfinance,,,2026-08-04,,,,,0.09,57.24,24.64,17.19,38.64,8,7,4,4,-7.34,-67.7,2026-08-05,4.62,4,0,20,20,15,10,3,0,72,A,6
AVGO,AVGO,브로드컴,1957.03,392.2300109863281,386.89600067138673,398.3890014648438,376.21133448282876,366.5807504272461,6.996892370695434,481.57000732421875,-18.55181904585311,61.029775071836504,0.91,-8.78,daily_close,일봉 종가,2026-08-06 13:42 KST,,,85.4,63.62,79.86,61.352158,20.040152,37.28,74.018,47.9,73.88,20.26,3.3 -> 1.23 -> 4.77,63887000000.0,26075000000.0,23126000000.0,40.81,36.2,27537000000.0,26914000000.0,16178000000.0,65136000000.0,-48958000000.0,0.66,41.26,2.6,,yfinance,,,,,,Technology,Semiconductors,92.86,,,-0.12,,,,,0.51,Finnhub,,,,2026-07-29,,,,,0.72,20.26,35.07,9.46,35.48,23,21,22,22,74.94,111.84,2026-08-05,4.62,0,0,20,16,12,10,3,5,66,B,7
TSLA,TSLA,테슬라,1504.13,322.0799865722656,351.40599822998047,391.79383138020836,389.8523328145345,409.96520004272463,-21.4372374682778,489.8800048828125,-34.25328991549419,24.493402785664273,-18.27,-24.81,daily_close,일봉 종가,2026-08-06 13:42 KST,,,8.3,176.51,45.6,349.39447,17.392338,4.9,18.738,15.8,-37.51,-49.94,4.31 -> 2.04 -> 1.08,94827000000.0,4849000000.0,3794000000.0,5.11,4.0,14747000000.0,6220000000.0,16513000000.0,14719000000.0,1794000000.0,,0.0,0.0,,yfinance,,,,,,Consumer Cyclical,Auto Manufacturers,48.33,3.62,40.0,0.0,425.61,600.0,125.0,32.14,-0.06,Finnhub,yfinance,,,2026-07-28,,,,,42.1,-49.94,22.83,11.27,45.9,8,7,4,4,1430.42,54.32,2026-08-05,4.62,0,0,0,0,0,5,1,5,11,D,8
META,META,메타 플랫폼스,1465.23,588.77001953125,618.2009948730469,602.3521626790365,616.0701639811198,632.6305981445313,-6.933047301525062,790.0,-25.47214942642405,28.93522532566962,-2.38,-3.42,daily_close,일봉 종가,2026-08-06 13:42 KST,591.42,0.4500875351737075,62.4,22.36,79.31,22.271437,6.3836145,32.93,35.608,33.1,20.03,25.69,14.87 -> 23.86 -> 23.49,200966000000.0,83276000000.0,60458000000.0,41.44,30.08,115800000000.0,46109000000.0,35873000000.0,83897000000.0,-48024000000.0,0.36,7.64,2.1,,yfinance,,,,,,Communication Services,Internet Content & Information,87.5,,,-0.17,,,,,8.96,Finnhub,,,,2026-08-06,,,,,0.36,25.69,17.61,5.06,33.35,7,6,6,6,26.47,26.16,2026-08-05,4.62,4,0,20,20,15,10,3,5,77,A,9
BRK-B,BRK-B,버크셔해서웨이,1055.69,513.1400146484375,499.24500274658203,491.5653345743815,487.24758427937826,490.68595031738283,4.57605609382764,539.7999877929688,-4.93886138336784,78.94743341704,3.71,7.82,daily_close,일봉 종가,2026-08-06 13:42 KST,,,119.6,11.79,67.47,14.743223,0.0009789749,10.5,17.669,4.4,,-16.27,44.27 -> 41.27 -> 31.04,410522000000.0,,66968000000.0,,16.31,45969000000.0,25042000000.0,51877000000.0,129081000000.0,-77204000000.0,,0.0,0.0,,yfinance,,,,,,Financial Services,Insurance - Diversified,10.0,4.0,3.0,0.0,520.33,570.0,481.0,1.4,-3.3,Finnhub,yfinance,,,2026-08-04,,,,,0.12,-16.27,20.59,3.39,16.1,17,16,16,16,-28.4,-99.97,2026-08-05,4.62,8,10,12,20,0,10,1,0,61,B,10
