yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,peg,cagr,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
XOM,XOM,엑슨모빌,571.22,136.5399932861328,135.18829975128173,0.9998598527667808,171.47000122070312,-20.37091484568841,26.36040519155678,daily_close,일봉 종가,2026-06-28 00:07 KST,137.06,0.38084571512865484,-43.4,12.2,68.74,22.98653,2.1998098,9.87,18.261,2.6,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,41710000000.0,-31029000000.0,,-13.19,2026-06-26,4.25,4,3,6,0,0,0,3,5,21,D,17
ORCL,ORCL,오라클,530.03,148.52999877929688,203.14494926452636,-26.884719843126554,328.3299865722656,-54.76197580064613,11.104467080869895,daily_close,일봉 종가,2026-06-28 00:07 KST,148.9994,0.31603125601625054,21.9,36.14,43.93,25.433218,12.73187,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.16,25.36,2026-06-26,4.25,0,0,20,10,15,8,1,3,57,B,18
AMAT,AMAT,"Applied Materials, Inc.",489.96,626.8400268554688,329.3526499938965,90.32487726061572,668.0,-6.161672626426834,71.50031132589038,daily_close,일봉 종가,2026-06-28 00:07 KST,,,33.5,18.76,85.14,58.803005,20.815569,39.69,30.399,11.4,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,1.76,3.34,2026-06-26,4.25,0,0,20,5,4,10,1,0,40,C,19
CSCO,CSCO,시스코 시스템즈,471.16,113.7699966430664,83.93715000152588,35.541886567507,130.0,-12.484617966871996,35.61242560214363,daily_close,일봉 종가,2026-06-28 00:07 KST,113.9,0.1142685776298846,37.1,18.51,82.87,37.923332,9.17426,25.23,67.541,12.0,-3.59,-7.8,3.07 -> 2.54 -> 2.61,56654000000.0,12504000000.0,10180000000.0,22.07,17.97,14193000000.0,13288000000.0,8346000000.0,28093000000.0,-19747000000.0,1.02,-7.8,2026-06-26,4.25,0,0,20,10,0,10,5,5,50,C,20
CAT,CAT,"Caterpillar, Inc.",454.06,997.469970703125,685.1272991943359,45.58899811408526,1057.010009765625,-5.632873720439227,61.43967740225811,daily_close,일봉 종가,2026-06-28 00:07 KST,,,30.2,19.61,72.88,49.749126,24.6222,51.33,230.793,22.2,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,1.65,-3.31,2026-06-26,4.25,0,0,20,5,0,10,3,0,38,D,21
MA,MA,마스터카드,432.77,499.0199890136719,532.370598449707,-6.26454757891476,598.9600219726562,-16.685593243741874,54.86044013487561,daily_close,일봉 종가,2026-06-28 00:07 KST,,,21.2,35.12,91.55,28.895193,65.86853,232.08,282.059,15.8,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,1.36,18.17,2026-06-26,4.25,0,0,20,10,12,8,5,5,60,B,22
COST,COST,코스트코,421.95,952.5399780273438,957.6707489013672,-0.5357552039580895,1094.3199462890625,-12.955988670635804,42.110837812787636,daily_close,일봉 종가,2026-06-28 00:07 KST,,,45.5,45.01,73.8,47.84229,25.552336,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,1.05,13.4,2026-06-26,4.25,0,0,20,10,8,10,5,5,58,B,23
BAC,BAC,뱅크오브아메리카,398.83,57.880001068115234,52.425900058746336,10.403447538825759,58.189998626708984,-0.5327334007728646,78.88730516904246,daily_close,일봉 종가,2026-06-28 00:07 KST,,,24.4,11.85,70.64,14.362283,1.4969997,10.64,,8.1,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,0.59,11.22,2026-06-26,4.25,8,6,12,20,8,8,1,0,63,B,24
GE,GE,GE Aerospace,373.67,369.0,307.57475051879885,19.970836155306205,371.3599853515625,-0.6354980193486187,73.79846355185182,daily_close,일봉 종가,2026-06-28 00:07 KST,,,-1.8,276.01,80.99,45.895523,21.320854,45.43,116.527,24.7,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,,-1.32,2026-06-26,4.25,0,0,20,0,0,0,1,0,21,D,25
UNH,UNH,유나이티드헬스,364.13,427.8900146484375,335.8712991333008,27.39701658122812,625.25,-31.56497166758297,69.40195362623413,daily_close,일봉 종가,2026-06-28 00:07 KST,,,0.7,25.21,85.93,32.26923,3.969369,12.18,73.982,2.0,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,46.1,-25.54,2026-06-26,4.25,0,0,12,0,0,2,1,5,20,D,26
MS,MS,Morgan Stanley,352.0,212.02999877929688,177.3376493835449,19.56287878876726,227.08999633789062,-6.631730944319429,50.10566998521453,daily_close,일봉 종가,2026-06-28 00:07 KST,,,31.9,15.4,62.77,19.188234,3.2039347,16.39,502.246,16.3,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,0.6,40.39,2026-06-26,4.25,4,0,16,20,15,10,5,0,70,A,27
PG,PG,프록터앤갬블,350.17,149.02000427246094,148.72890068054198,0.19572765655292654,179.6999969482422,-17.07289549070933,55.281111180683574,daily_close,일봉 종가,2026-06-28 00:07 KST,148.91,-0.07381846014432696,5.8,23.88,71.91,21.78655,6.4563932,31.11,67.651,7.4,2.84,5.04,5.9 -> 6.02 -> 6.51,84284000000.0,20451000000.0,15974000000.0,24.26,18.95,17817000000.0,14044000000.0,9556000000.0,35463000000.0,-25907000000.0,3.76,5.04,2026-06-26,4.25,4,0,20,0,4,5,3,5,41,C,28
CVX,CVX,쉐브론,345.8,171.05999755859375,172.2318000793457,-0.6803636263524586,211.14999389648438,-18.986501300845227,26.96343775320011,daily_close,일봉 종가,2026-06-28 00:07 KST,171.9332,0.5104655991282523,-44.5,14.21,70.53,29.749565,1.8412158,6.64,23.989,2.3,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,,-23.6,2026-06-26,4.25,0,3,6,0,0,0,3,5,17,D,29
KO,KO,코카콜라,341.57,82.62999725341797,74.02005020141601,11.63191193274447,83.58999633789062,-1.1484616898320128,63.02727391638866,daily_close,일봉 종가,2026-06-28 00:07 KST,,,18.2,23.92,68.29,25.984276,10.571903,43.37,124.943,12.1,6.34,10.94,2.47 -> 2.46 -> 3.04,47941000000.0,14911000000.0,13107000000.0,31.1,27.34,7408000000.0,5296000000.0,10270000000.0,45492000000.0,-35222000000.0,1.43,10.94,2026-06-26,4.25,0,0,20,10,8,8,3,0,49,C,30
HD,HD,홈디포,333.32,348.8599853515625,356.76559951782224,-2.215912682429129,431.3699951171875,-19.127433687920284,72.68829590694239,daily_close,일봉 종가,2026-06-28 00:07 KST,,,-4.3,23.05,76.09,24.759403,25.068983,128.38,459.356,4.8,-2.95,-2.96,15.11 -> 14.91 -> 14.23,164683000000.0,20890000000.0,14156000000.0,12.68,8.6,16325000000.0,12646000000.0,1389000000.0,65350000000.0,-63961000000.0,,-2.96,2026-06-26,4.25,4,0,20,0,0,0,1,5,30,D,31
NFLX,NFLX,넷플릭스,325.83,73.80999755859375,97.03858489990235,-23.937475350933287,133.91299438476562,-44.88212447365704,28.85293375184696,daily_close,일봉 종가,2026-06-28 00:07 KST,,,86.4,37.65,85.1,23.809677,9.989173,48.49,53.788,16.2,27.92,45.02,1.2 -> 1.98 -> 2.53,45183036000.0,13326603000.0,10981201000.0,29.49,24.3,10149273000.0,9461053000.0,9033681000.0,14462836000.0,-5429155000.0,0.28,45.02,2026-06-26,4.25,4,0,20,20,15,10,3,5,77,A,32
GS,GS,"Goldman Sachs Group, Inc. (The)",323.49,1019.6099853515625,884.8367517089844,15.231423579804465,1106.3699951171875,-7.841862139115163,46.14012963320992,daily_close,일봉 종가,2026-06-28 00:07 KST,,,24.2,14.31,74.65,18.623013,2.8618944,14.55,678.596,14.5,38.6,49.8,22.87 -> 40.54 -> 51.32,58283000000.0,,17176000000.0,,29.47,-45154000000.0,-47218000000.0,164259000000.0,386150000000.0,-221891000000.0,0.77,49.8,2026-06-26,4.25,4,3,12,16,15,8,5,0,63,B,33
TXN,TXN,Texas Instruments Incorporated,293.83,285.42999267578125,213.27675064086915,33.830805194706365,332.2799987792969,-14.099556481169301,50.12157295942259,daily_close,일봉 종가,2026-06-28 00:07 KST,284.6663,-0.26755866425318064,31.3,26.03,92.64,48.790596,15.481097,32.35,83.741,18.6,14.96,-12.2,7.07 -> 5.2 -> 5.45,17682000000.0,6140000000.0,5001000000.0,34.72,28.28,7153000000.0,2603000000.0,3225000000.0,14048000000.0,-10823000000.0,1.56,-12.2,2026-06-26,4.25,0,0,20,5,0,10,5,5,45,C,34
PM,PM,Philip Morris International Inc,278.05,180.77000427246094,166.8100499725342,8.368772925986955,191.86000061035156,-5.780254509856537,53.25802828494388,daily_close,일봉 종가,2026-06-28 00:07 KST,,,-9.3,19.77,84.12,25.460564,-30.361103,,,9.1,11.42,20.26,5.02 -> 4.53 -> 7.26,40648000000.0,14933000000.0,11348000000.0,36.74,27.92,12233000000.0,10664000000.0,4872000000.0,48835000000.0,-43963000000.0,,20.26,2026-06-26,4.25,0,0,0,0,12,0,5,0,17,D,35
WFC,WFC,Wells Fargo & Company,251.55,83.86000061035156,84.2994501876831,-0.521295899739749,96.38999938964844,-12.999272599479342,57.63114286370353,daily_close,일봉 종가,2026-06-28 00:07 KST,84.21,0.4173615395910549,15.1,12.27,78.74,12.961361,1.5764936,12.03,,5.7,29.45,13.84,4.83 -> 5.37 -> 6.26,83699000000.0,,21338000000.0,,25.49,-19001000000.0,-19001000000.0,174210000000.0,193035000000.0,-18825000000.0,0.86,13.84,2026-06-26,4.25,8,6,12,16,8,8,3,5,66,B,36
RTX,RTX,RTX Corporation,249.94,187.99000549316406,183.17930000305176,2.6262276851326276,212.16000366210938,-11.392344340000566,57.69568853660732,daily_close,일봉 종가,2026-06-28 00:07 KST,,,32.5,32.9,81.57,35.20412,3.8196154,11.57,57.229,8.7,42.25,49.14,2.23 -> 3.55 -> 4.96,88603000000.0,9300000000.0,6732000000.0,10.5,7.6,10567000000.0,7448000000.0,7435000000.0,39506000000.0,-32071000000.0,1.08,49.14,2026-06-26,4.25,0,0,12,10,15,10,3,5,55,B,37
QCOM,QCOM,QUALCOMM Incorporated,238.32,189.38999938964844,167.92394981384277,12.783197155380465,251.02000427246094,-24.55183006686525,39.842372918051275,daily_close,일봉 종가,2026-06-28 00:07 KST,,,173.0,19.11,84.89,20.364515,7.3526673,36.08,55.979,-3.5,20.88,-11.66,6.42 -> 8.97 -> 5.01,44284000000.0,12394000000.0,5541000000.0,27.99,12.51,14012000000.0,12820000000.0,5520000000.0,14811000000.0,-9291000000.0,0.12,-11.66,2026-06-26,4.25,4,0,20,20,0,10,5,5,64,B,38
LIN,LIN,Linde plc,236.79,519.6199951171875,468.6104507446289,10.885276734973298,523.5700073242188,-0.7544382129943551,57.96195007702358,daily_close,일봉 종가,2026-06-28 00:07 KST,,,13.4,32.12,89.35,34.480427,6.232847,18.23,65.642,8.2,7.67,7.72,12.59 -> 13.62 -> 14.61,33986000000.0,9254000000.0,6898000000.0,27.23,20.3,10350000000.0,5089000000.0,5056000000.0,28069000000.0,-23013000000.0,2.57,7.72,2026-06-26,4.25,0,0,16,0,4,5,3,0,28,D,39
IBM,IBM,International Business Machines,234.13,271.6300048828125,273.72299980163575,-0.7646397709874666,329.2300109863281,-17.495369249891247,41.82449555035016,daily_close,일봉 종가,2026-06-28 00:07 KST,271.4768,-0.05640204692356079,14.2,36.69,65.59,24.038054,7.7424965,35.77,211.169,9.5,24.0,17.14,8.14 -> 6.43 -> 11.17,67536000000.0,12492000000.0,10593000000.0,18.5,15.68,13193000000.0,11455000000.0,13587000000.0,64607000000.0,-51020000000.0,1.69,17.14,2026-06-26,4.25,4,0,20,5,12,5,5,5,56,B,40
AXP,AXP,American Express Company,230.63,340.3599853515625,337.7857502746582,0.7620910813470242,384.8900146484375,-11.569546520334956,79.55809056470409,daily_close,일봉 종가,2026-06-28 00:07 KST,,,17.6,18.87,65.33,21.232687,6.8282304,34.42,177.847,11.6,,17.13,11.21 -> 14.01 -> 15.38,72230000000.0,,10833000000.0,,15.0,18428000000.0,16003000000.0,47708000000.0,57759000000.0,-10051000000.0,1.21,17.13,2026-06-26,4.25,4,0,20,10,12,8,1,5,60,B,41
MCD,MCD,McDonald's Corporation,197.95,269.760009765625,304.1746499633789,-11.314105301640767,341.05999755859375,-20.905409107885625,39.58248044195725,daily_close,일봉 종가,2026-06-28 00:07 KST,269.6,-0.05931559898889321,6.9,25.8,77.2,22.220758,-149.03868,,,9.4,4.58,1.67,11.56 -> 11.39 -> 11.95,26885000000.0,12394000000.0,8563000000.0,46.1,31.85,10551000000.0,7186000000.0,774000000.0,54814000000.0,-54040000000.0,3.22,1.67,2026-06-26,4.25,4,0,0,0,0,5,5,5,19,D,42
TMUS,TMUS,"T-Mobile US, Inc.",196.6,182.67999267578125,205.4012999725342,-11.061910172813503,272.8299865722656,-33.042553360462804,57.401392497326505,daily_close,일봉 종가,2026-06-28 00:07 KST,182.0,-0.37223160884842743,-12.0,32.59,44.02,19.41339,3.5499415,18.02,218.569,10.6,3.04,18.43,6.93 -> 9.66 -> 9.72,88309000000.0,18557000000.0,10992000000.0,21.01,12.45,27950000000.0,15427000000.0,5598000000.0,122269000000.0,-116671000000.0,,18.43,2026-06-26,4.25,4,0,16,0,12,0,3,5,40,C,43
PEP,PEP,펩시코,194.13,141.38999938964844,150.13054977416994,-5.821966546894852,179.3000030517578,-21.143336874994947,48.711721395428754,daily_close,일봉 종가,2026-06-28 00:07 KST,,,27.8,23.3,80.92,22.161442,9.045486,43.88,244.837,8.5,4.42,-4.36,6.56 -> 6.95 -> 6.0,93925000000.0,13491000000.0,8240000000.0,14.36,8.77,12087000000.0,7672000000.0,9159000000.0,49901000000.0,-40742000000.0,0.8,-4.36,2026-06-26,4.25,4,0,20,16,0,8,5,5,58,B,44
AMGN,AMGN,Amgen Inc.,182.21,358.3299865722656,333.60935104370117,7.4100547395406124,388.1600036621094,-7.68497959820986,56.46711361481499,daily_close,일봉 종가,2026-06-28 00:07 KST,357.67,-0.18418401947851143,4.4,24.27,85.25,24.935978,21.043575,101.32,623.754,5.8,25.1,6.74,12.49 -> 7.56 -> 14.23,36751000000.0,9080000000.0,7711000000.0,24.71,20.98,9958000000.0,8100000000.0,9129000000.0,54604000000.0,-45475000000.0,5.67,6.74,2026-06-26,4.25,4,0,20,0,4,2,3,0,33,D,45
NEE,NEE,"NextEra Energy, Inc.",180.93,88.55999755859375,86.22045017242432,2.713448354179065,97.87999725341797,-9.521863461738873,64.65518082107853,daily_close,일봉 종가,2026-06-28 00:07 KST,,,160.0,24.14,86.97,22.477156,3.3442843,10.32,156.686,7.3,12.53,-4.52,3.6 -> 3.37 -> 3.28,27412000000.0,8020000000.0,6835000000.0,29.26,24.93,12485000000.0,3211000000.0,2812000000.0,95619000000.0,-92807000000.0,0.14,-4.52,2026-06-26,4.25,4,0,12,20,0,10,3,0,49,C,46
DIS,DIS,Walt Disney Company (The),180.41,98.79000091552734,106.69830009460449,-7.4118324022643485,124.01000213623047,-20.33707022518864,47.48634208762978,daily_close,일봉 종가,2026-06-28 00:07 KST,98.9842,0.19657767251030994,-29.8,41.6,78.1,15.8064,1.5857906,11.01,41.069,6.5,16.1,130.44,1.29 -> 2.72 -> 6.85,94425000000.0,13832000000.0,12404000000.0,14.65,13.14,18101000000.0,10077000000.0,5695000000.0,44877000000.0,-39182000000.0,,130.44,2026-06-26,4.25,8,6,12,0,15,0,5,5,51,C,47
TMO,TMO,Thermo Fisher Scientific Inc,172.66,513.030029296875,525.8567500305176,-2.4392043523066262,639.4500122070312,-19.770111892534604,66.58423974493306,daily_close,일봉 종가,2026-06-28 00:07 KST,511.5,-0.29823386731805096,11.3,32.43,94.24,28.172985,3.6710556,13.52,82.903,6.2,5.09,7.16,15.45 -> 16.53 -> 17.74,44557000000.0,8110000000.0,6704000000.0,18.2,15.05,7818000000.0,6293000000.0,9852000000.0,39385000000.0,-29533000000.0,2.49,7.16,2026-06-26,4.25,0,0,12,0,4,5,1,5,27,D,48
ABT,ABT,Abbott Laboratories,153.99,94.12000274658203,112.60724990844727,-16.4174572923998,140.22000122070312,-32.87690634202801,58.997052621512054,daily_close,일봉 종가,2026-06-28 00:07 KST,,,-19.7,26.48,82.65,26.364147,3.1489847,12.33,64.773,7.8,17.99,6.82,3.26 -> 7.64 -> 3.72,44328000000.0,8053000000.0,6524000000.0,18.17,14.72,9566000000.0,7395000000.0,8522000000.0,13860000000.0,-5338000000.0,,6.82,2026-06-26,4.25,0,0,12,0,4,0,3,5,24,D,49
UNP,UNP,Union Pacific Corporation,152.51,268.3500061035156,243.20265075683594,10.340082753383742,279.3900146484375,-3.951468544362173,45.715522173489525,daily_close,일봉 종가,2026-06-28 00:07 KST,,,6.2,19.51,90.84,22.068258,8.204415,40.69,162.246,3.2,1.37,7.07,10.45 -> 11.09 -> 11.98,24510000000.0,9846000000.0,7138000000.0,40.17,29.12,9290000000.0,5499000000.0,1266000000.0,32822000000.0,-31556000000.0,3.56,7.07,2026-06-26,4.25,4,0,20,0,4,5,5,0,38,D,50
