yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
319660.KQ,319660,피에스케이,36642,우량기업부,"드라이스트립, 드라이클리닝",KOSDAQ,주권,KRX,126500.0,128405.0,151065.0,122574.16666666667,91205.0,38.698536264459186,211500.0,-40.189125295508276,40.73170731705926,4.37,-13.24,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-0.73,10.42,22.77,23.0,5.84,15.54,19.84,14.85,5.48,22.31,1813 -> 2732 -> 2712,4572.0,885.0,785.0,19.36,17.17,617.31,431.97,1194.22,1069.62,124.6,0.54,25.1,680.0,196.97,OpenDART,19.35,5.0,True,5.0,OpenDART,,3.83,,,190000.0,,,50.2,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,32.0,5.54,8.16,-28.12,5.42,22.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-04,4.25,4,0,16,0,12,0,5,5,42,C,18
141080.KQ,141080,리가켐바이오,34057,기술성장기업부,ADC 신약연구개발,KOSDAQ,주권,KRX,92000.0,103760.0,114821.66666666667,147852.5,160440.5,-42.65787005151442,213500.0,-56.90866510538641,27.329192546575925,-17.04,-29.72,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,483.55,11.95,-39.0,8.74,-13.22,29.7,12.47,,,-,1416.0,-1065.0,-916.0,-75.21,-64.69,-1245.33,-1305.74,986.5,1606.95,-620.45,,,,,,,,,,,,4.0,,,227500.0,,,147.28,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,34.58,-33.31,,-74.73,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-04,4.25,0,0,0,0,0,0,3,3,6,D,19
440110.KQ,440110,파두,33724,기술성장기업부,SSD 컨트롤러,KOSDAQ,주권,KRX,67300.0,63555.0,73330.0,75882.5,58377.0,15.285129417407543,128300.0,-47.544816835541695,52.74390243900188,16.23,-32.43,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,,27.45,,49.25,-131.08,518.5,112.41,,,-,924.0,-655.0,-762.0,-70.89,-82.47,-37.04,-78.42,408.04,1026.33,-618.29,,,,,,,,,,,,4.0,,,115000.0,,,70.88,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,,,5,3,4,4,,10.84,3.06,9.64,,1509.48,,반도체 제조업,반도체 제조업,2026-09-04,4.25,0,0,0,0,0,0,5,3,8,D,20
257720.KQ,257720,실리콘투,31476,우량기업부,화장품 유통,KOSDAQ,주권,KRX,48000.0,46957.5,39195.833333333336,39867.083333333336,41206.25,16.487183376308206,61800.0,-22.330097087378643,61.17136659432293,21.98,39.13,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,31.11,14.49,11.88,15.0,5.15,46.89,55.09,61.43,49.27,103.34,631 -> 1990 -> 2609,11163.0,2054.0,1686.0,18.4,15.1,11.41,-58.98,773.23,2520.18,-1746.95,0.64,11.9,306.0,200.28,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,59000.0,,,22.92,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,0.48,,,,,,103.34,상품 종합 도매업,상품 종합 도매업,2026-09-04,4.25,8,0,20,20,15,10,3,5,81,A,21
084370.KQ,084370,유진테크,31280,우량기업부,실리콘질화막증착용LP-CVD,KOSDAQ,주권,KRX,136500.0,131510.0,143110.0,136882.5,119704.5,14.03080084708595,206500.0,-33.89830508474576,55.57851239667814,16.47,-11.88,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-32.89,30.03,37.62,27.46,5.53,9.81,18.16,3.61,-15.52,31.84,1066 -> 2761 -> 1853,3503.0,517.0,445.0,14.76,12.7,664.77,452.3,549.25,892.21,-342.96,0.17,12.3,230.0,52.02,OpenDART,-5.2,5.0,True,5.0,OpenDART,,4.0,,,180000.0,,,31.87,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,32.0,5.69,8.16,-14.19,-2.81,31.84,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-04,4.25,0,0,6,0,15,0,3,5,29,D,22
031980.KQ,031980,피에스케이홀딩스,31049,우량기업부,"Descum, Reflow",KOSDAQ,주권,KRX,144000.0,116005.0,121346.66666666667,117847.5,95492.75,50.79678823785052,166500.0,-13.513513513513514,73.09859154928137,41.73,3.82,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-4.32,11.02,6.2,20.0,5.2,19.55,15.5,-3.57,-17.06,46.54,1980 -> 4444 -> 4252,2078.0,734.0,917.0,35.32,44.13,814.17,792.28,1827.79,785.01,1042.78,0.75,25.4,1080.0,232.87,OpenDART,39.25,1.0,False,4.0,OpenDART,,4.0,,,195000.0,,,35.42,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,,32.0,5.69,8.16,-37.5,-8.61,46.54,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-04,4.25,4,0,16,0,15,0,1,5,41,C,23
145020.KQ,145020,휴젤,30537,우량기업부,"보툴리눔톡신, 필러",KOSDAQ,주권,KRX,244000.0,254625.0,248891.66666666666,253266.66666666666,249092.5,-2.044421249134358,388000.0,-37.11340206185567,40.90909090908223,-12.54,1.88,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,3.3,21.91,58.57,17.0,2.46,16.06,9.86,13.97,20.88,22.87,7517 -> 10985 -> 11348,4251.0,2009.0,1470.0,47.26,34.58,1500.59,1205.36,2096.98,966.76,1130.22,,,,,,,,,,,,4.0,,,393333.0,,,61.2,,,Naver/FnGuide,,KRW,2026-09-04,2025.0,CFS,11011.0,OpenDART,,,7,2,6,6,5.15,,16.56,-16.44,,-85.14,22.87,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-04,4.25,8,3,16,0,12,2,5,5,51,C,24
095610.KQ,095610,테스,28420,우량기업부,반도체장비(화학증착장비),KOSDAQ,주권,KRX,146800.0,140380.0,155341.66666666666,124021.66666666667,95688.0,53.41526628208344,217500.0,-32.50574712643678,49.391304347814064,12.84,-15.34,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,33.69,92.12,8.99,26.0,5.4,15.76,24.43,46.23,50.13,504.31,79 -> 2158 -> 2885,3511.0,578.0,569.0,16.46,16.21,824.23,492.84,121.43,957.15,-835.72,0.58,26.4,850.0,150.74,OpenDART,19.35,5.0,True,5.0,OpenDART,,4.0,,,215286.0,,,46.65,,,Naver/FnGuide,,KRW,2026-09-01,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,19,17,18,18,0.77,32.0,5.69,8.16,-18.75,-5.1,504.31,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-04,4.25,0,0,16,16,15,10,5,5,67,B,25
310210.KQ,310210,보로노이,28341,기술성장기업부,표적치료제,KOSDAQ,주권,KRX,153000.0,167660.0,163951.66666666666,224555.0,228005.0,-32.89620841648209,363500.0,-57.9092159559835,36.19441571871245,-2.86,-22.73,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,,,6.36,,44.96,-50.18,64.97,-23.47,,,-,75.0,-544.0,-427.0,-725.33,-569.33,-720.95,-737.78,357.37,674.39,-317.02,,,,,,,,,,,,4.0,,,450000.0,,,194.12,,,Naver/FnGuide,,KRW,2026-09-03,2025.0,CFS,11011.0,OpenDART,,,9,2,8,8,,,21.36,-25.16,,110.49,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-04,4.25,0,0,0,0,0,0,5,3,8,D,26
064760.KQ,064760,티씨케이,28172,우량기업부,반도체 제조공정용 고순도 흑연제품,KOSDAQ,주권,KRX,252000.0,230265.0,228948.33333333334,249040.83333333334,220438.5,14.317598786055974,348500.0,-27.69010043041607,54.65116279068878,41.73,-0.59,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-2.77,18.81,66.58,25.0,4.89,13.5,9.3,9.29,3.97,6.91,5246 -> 6167 -> 5996,3013.0,839.0,699.0,27.85,23.2,541.11,495.32,362.27,483.14,-45.27,0.57,22.9,1430.0,159.87,OpenDART,-5.6,5.0,True,5.0,OpenDART,,4.0,,,321667.0,,,27.65,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,OFS,11011.0,OpenDART,2025.0,11011.0,1,0,0,0,,,,,,,6.91,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2026-09-04,4.25,4,0,12,0,4,0,5,5,30,D,27
131290.KQ,131290,티에스이,26160,우량기업부,"Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",KOSDAQ,주권,KRX,236500.0,241425.0,236603.33333333334,198558.33333333334,147157.25,60.71243516714263,284500.0,-16.87170474516696,42.1926910298964,14.25,13.98,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-10.0,1517.12,11.71,17.0,5.2,10.42,30.88,23.21,23.31,1672.52,11 -> 3840 -> 3456,4289.0,492.0,400.0,11.47,9.33,485.7,-22.4,758.17,1434.62,-676.45,0.19,12.4,450.0,49.78,OpenDART,-3.45,2.0,True,4.0,OpenDART,,4.0,,,380000.0,,,60.68,,,Naver/FnGuide,,KRW,2026-09-02,2025.0,CFS,11011.0,OpenDART,2025.0,11011.0,2,1,1,1,,,,,,,1672.52,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2026-09-04,4.25,8,0,12,0,15,0,5,5,45,C,28
357780.KQ,357780,솔브레인,25280,우량기업부,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,KOSDAQ,주권,KRX,325000.0,327675.0,320208.3333333333,369370.8333333333,353435.0,-8.045326580559367,501000.0,-35.12974051896208,51.923076923067605,9.24,-3.99,daily_close,NXT 미확인,2026-09-05 00:11 KST,,,-33.25,18.26,30.47,15.0,2.17,7.66,30.15,6.95,-20.43,-22.12,16759 -> 15226 -> 10164,9234.0,1336.0,840.0,14.47,9.1,1469.22,268.78,2476.57,3351.74,-875.17,0.72,22.77,2350.0,179.98,OpenDART,6.42,2.0,False,4.0,OpenDART,,4.0,,,493429.0,,,51.82,,,Naver/FnGuide,,KRW,2026-09-05,2025.0,CFS,11011,OpenDART,2025.0,11011,2,1,1,1,,,,,,,-22.12,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-04,4.25,8,3,6,0,0,0,5,5,27,D,29
